SKU,Sales_Product_ID,Month_Year,Total_Quantity,Net_Sales
,4198696000024181668,2025-06,1,16646.02
,4198696000025341316,2025-06,1,3867.26
,4198696000026524186,2025-07,1,5752.21
,4198696000025858936,2025-07,1,134336.28
,4198696000023710281,2025-05,1,16771.68
,4198696000024686379,2025-06,1,1672.57
,4198696000025921360,2025-07,2,2123.89
,4198696000027106008,2025-07,2,9557.52
,4198696000023926006,2025-05,2,7964.6
,4198696000026118409,2025-07,1,2389.38
,4198696000026937242,2025-07,2,1513.27
,4198696000026728720,2025-07,1,1681.42
,4198696000024857006,2025-06,1,13893.81
,4198696000026463238,2025-07,2,58053.1
,4198696000027913201,2025-08,1,32477.88
,4198696000030713324,2025-09,1,17015.93
,4198696000031544034,2025-10,1,12389.38
,4198696000030365740,2025-09,12,4778.76
,4198696000031454860,2025-09,2,6371.68
,4198696000028681430,2025-08,4,651.33
,4198696000031039203,2025-09,4,1592.92
,4198696000027933035,2025-08,10,3097.35
,4198696000022594040,2025-05,1,1460.18
,4198696000030885037,2025-09,1,3539.82
,4198696000032239504,2025-10,1,19469.03
,4198696000030800996,2025-09,1,18159.29
,4198696000032488291,2025-10,1,707.96
,4198696000031894048,2025-10,1,6637.17
,4198696000029328247,2025-09,1,33097.35
,4198696000033254621,2025-10,2,11886
,4198696000033362825,2025-10,1,15221.24
,4198696000034333217,2025-11,1,18230.09
,4198696000003636200,2024-03,1,5575.22
,4198696000004580460,2024-04,1,2654.87
,4198696000010664056,2024-10,3000,2654.87
,4198696000010921172,2024-10,1,2831.86
,4198696000011207640,2024-10,1,25132.74
,4198696000014575005,2024-12,1,26215.93
,4198696000014287825,2024-12,4,1238.94
,4198696000009745960,2024-09,2,43716.81
,4198696000009026217,2024-09,1,17168.14
,4198696000009893146,2024-09,4,10265.49
,4198696000022947330,2025-05,1,3989.38
,4198696000022315340,2025-04,1,7256.64
,4198696000022961701,2025-05,4,325.66
,4198696000023392714,2025-05,1,1221.24
,4198696000023374973,2025-05,1,3628.32
,4198696000031246112,2025-09,1,25044.25
,4198696000032265552,2025-10,4,1592.92
,4198696000034093181,2025-11,1,59026.55
,4198696000025861269,2025-07,1,6637.17
,4198696000002582504,2024-01,1,6548.67
,4198696000002789310,2024-01,2,11681.42
,4198696000003952822,2024-03,1,17522.12
,4198696000005533255,2024-05,2,42300.88
,4198696000003829205,2024-03,2,10973.45
,4198696000002265450,2024-01,1,13274.34
,4198696000003129674,2024-02,1,7610.62
,4198696000004205416,2024-03,1,9823.01
,4198696000005330548,2024-05,1,25221.24
,4198696000001816190,2023-12,1,9557.52
,4198696000003681109,2024-03,3,30796.46
,4198696000003913004,2024-03,1,16017.7
,4198696000004141820,2024-03,2,7433.63
,4198696000005044081,2024-04,1,13230.09
,4198696000003913180,2024-03,1,24778.76
,4198696000004890305,2024-04,1,4336.28
,4198696000002173118,2023-12,1,2477.88
,4198696000004823828,2024-04,1,37876.11
,4198696000002266400,2024-01,3,79.65
,4198696000010704978,2024-10,1,30973.45
,4198696000011638704,2024-11,3000,2654.87
,4198696000013935374,2024-12,1,47546.9
,4198696000009959879,2024-09,3,15929.2
,4198696000011599004,2024-10,1,10796.46
,4198696000013066424,2024-11,1,13716.81
,4198696000011054517,2024-10,1,24513.27
,4198696000012083744,2024-11,2,11150.44
,4198696000012110010,2024-11,1,1858.41
,4198696000013123590,2024-11,1,113539.82
,4198696000013133285,2024-11,1,3185.84
,4198696000011228059,2024-10,1,24513.27
,4198696000011863516,2024-11,1,18141.59
,4198696000013665038,2024-12,2,14003.54
,4198696000014218103,2024-12,4,10973.45
,4198696000014287418,2024-12,1,11415.93
,4198696000018697052,2025-02,1,19026.55
,4198696000015213649,2025-01,1,10973.45
,4198696000017574660,2025-02,1,32743.36
,4198696000016351051,2025-01,1,4867.26
,4198696000014028267,2024-12,2,10258.41
,4198696000014770381,2024-12,1,1872.57
,4198696000017455343,2025-02,1,13922.12
,4198696000014529030,2024-12,1,33539.82
,4198696000014423195,2024-12,1,1504.42
,4198696000014770255,2024-12,2,23284.96
,4198696000015325043,2025-01,1,23008.85
,4198696000016639230,2025-01,2,24424.78
,4198696000017570217,2025-02,2,24070.8
,4198696000017209936,2025-02,1,10619.47
,4198696000006147342,2024-06,2,12946.9
,4198696000007365336,2024-07,1,2920.35
,4198696000008632176,2024-08,1,16283.19
,4198696000006092028,2024-05,1,10088.5
,4198696000005984052,2024-05,1,2858.41
,4198696000006653024,2024-06,2,3008.85
,4198696000007923274,2024-07,1,5575.22
,4198696000007015186,2024-07,2,9203.54
,4198696000006571224,2024-06,1,4336.28
,4198696000008895173,2024-08,1,28752.21
,4198696000005956279,2024-05,1,60796.46
,4198696000009402217,2024-09,1,4070.8
,4198696000006333334,2024-06,1,20619.47
,4198696000007151479,2024-07,1,3783.19
,4198696000008913705,2024-08,4,9911.5
,4198696000007819144,2024-07,1,5486.73
,4198696000019186241,2025-03,1,30000
,4198696000022792608,2025-05,1,8849.56
,4198696000018923286,2025-03,1,14070.8
,4198696000022821196,2025-05,2,6548.67
,4198696000019780559,2025-03,1,55840.71
,4198696000021268664,2025-04,1,19203.54
,4198696000022759691,2025-05,1,34424.78
,4198696000019657036,2025-03,1,8672.57
,4198696000020105828,2025-03,2,3362.83
,4198696000021121528,2025-04,1,10014.16
,4198696000022720218,2025-05,1,15876.11
,4198696000020313938,2025-03,1,137023.01
,4198696000019072483,2025-03,1,1769.91
,4198696000020175520,2025-03,2,7327.43
,4198696000020894390,2025-04,2,1302.65
,4198696000022263347,2025-04,1,17699.12
,4198696000022955861,2025-05,1,118584.07
,4198696000022461446,2025-04,2,14492.04
,4198696000024059014,2025-06,6,11681.42
,4198696000025351004,2025-06,1,13539.82
,4198696000025835603,2025-07,2,884.96
,4198696000026721616,2025-07,1,3907.96
,4198696000024181521,2025-06,2,29734.51
,4198696000025072195,2025-06,1,8849.56
,4198696000019867757,2025-03,4,1238.94
,4198696000025242794,2025-06,1,24778.76
,4198696000023361273,2025-05,1,6106.19
,4198696000023397074,2025-05,1,21061.95
,4198696000024529079,2025-06,1,23008.85
,4198696000026557045,2025-07,1,14601.77
,4198696000025900726,2025-07,2,39469.03
,4198696000024271012,2025-06,1,7571.68
,4198696000026193419,2025-07,1,19734.51
,4198696000023983709,2025-06,1,19203.54
,4198696000027611390,2025-08,1,309.73
,4198696000029037507,2025-08,1,6371.68
,4198696000031082305,2025-09,1,13274.34
,4198696000028327138,2025-08,1,35840.71
,4198696000028606169,2025-08,1,2477.88
,4198696000028992113,2025-08,4,33217.7
,4198696000030121130,2025-09,2,19911.5
,4198696000025175274,2025-06,16,7079.65
,4198696000028182292,2025-08,1,16371.68
,4198696000028945472,2025-08,1,2566.37
,4198696000029982721,2025-09,1,11072.57
,4198696000031146008,2025-09,4,1465.49
,4198696000027260239,2025-07,1,110088.5
,4198696000028969090,2025-08,1,1872.57
,4198696000029885229,2025-09,2,11886.73
,4198696000030248229,2025-09,1,19539.82
,4198696000031395194,2025-09,1,23008.85
,4198696000031854222,2025-10,1,25044.25
,4198696000031530337,2025-10,2,1200
,4198696000031479372,2025-10,1,6187.61
,4198696000032015188,2025-10,1,47433.63
,4198696000032337643,2025-10,1,25663.72
,4198696000033390031,2025-10,1,6548.67
,4198696000032117498,2025-10,1,11300
,4198696000033142764,2025-10,1,41018
,4198696000030520061,2025-09,2500,2212.39
,4198696000033536120,2025-11,4,7492
,4198696000034285134,2025-11,4,26548.68
,4198696000031555134,2025-10,1,10584.07
,4198696000034317309,2025-11,1,13352
,4198696000004823453,2024-04,1,6460.18
,4198696000005013057,2024-04,1,19911.5
,4198696000002202153,2023-12,0.1,1637.17
,4198696000001640017,2023-12,1,11504.42
,4198696000002859565,2024-01,16,9911.5
,4198696000004540113,2024-04,1,7787.61
,4198696000005387364,2024-05,1,7345.13
,4198696000004105853,2024-03,1,3274.34
,4198696000004080857,2024-03,1,7168.14
,4198696000005493190,2024-05,1,10088.5
,4198696000002025392,2023-12,1,1061.95
,4198696000004076336,2024-03,1,9380.53
,4198696000004400004,2024-04,2,1238.94
,4198696000010286189,2024-10,1,23008.85
,4198696000010637812,2024-10,0.3,4300.88
,4198696000011863305,2024-11,2,2123.89
,4198696000011367869,2024-10,1,9380.53
,4198696000011671216,2024-11,2,21415.93
,4198696000013697056,2024-12,5,1548.67
,4198696000013452362,2024-12,1,3805.31
,4198696000012848091,2024-11,14,4336.28
,4198696000010921244,2024-10,4,10973.45
,4198696000013952336,2024-12,1,3989.38
,4198696000013037142,2024-11,1,16608.85
,4198696000011671056,2024-11,1,2743.36
,4198696000013572030,2024-12,1,3451.33
,4198696000011229517,2024-10,1,2212.39
,4198696000013066492,2024-11,16,4955.75
,4198696000013219004,2024-12,2,40530.97
,4198696000016255049,2025-01,1,2123.89
,4198696000018544450,2025-02,1,32973.45
,4198696000015958226,2025-01,1,24247.79
,4198696000014554060,2024-12,1,8849.56
,4198696000015882381,2025-01,1,24867.26
,4198696000014934147,2025-01,1,40442.48
,4198696000015640834,2025-01,1,24180.53
,4198696000014528058,2024-12,2,36637.17
,4198696000017063144,2025-02,7,1994.69
,4198696000017800214,2025-02,1,57256.64
,4198696000015135071,2025-01,1,17433.63
,4198696000017766138,2025-02,18,0
,4198696000014976352,2025-01,2,1769.91
,4198696000017767207,2025-02,1,12212.39
,4198696000005596226,2024-05,1,22123.89
,4198696000006469515,2024-06,1,22654.87
,4198696000007419307,2024-07,1,16814.16
,4198696000009866186,2024-09,1,1858.41
,4198696000009417664,2024-09,1,45840.71
,4198696000005622090,2024-05,1,10796.46
,4198696000008082449,2024-08,1,17433.63
,4198696000008913451,2024-08,1,17079.65
,4198696000005766341,2024-05,5000,4424.78
,4198696000006571886,2024-06,1,24867.26
,4198696000007281275,2024-07,1,2477.88
,4198696000009844397,2024-09,1,10000
,4198696000006362999,2024-06,2,54336.28
,4198696000006649477,2024-06,1,28053.1
,4198696000008784004,2024-08,4,5309.73
,4198696000006242015,2024-06,1,5840.71
,4198696000009110112,2024-09,1,2123.89
,4198696000021899382,2025-04,1,8407.08
,4198696000022761183,2025-05,10,3097.35
,4198696000019521024,2025-03,1,37876.11
,4198696000018833436,2025-02,1,151327.43
,4198696000020283041,2025-03,1,118584.07
,4198696000020715006,2025-04,1,12964.6
,4198696000021804497,2025-04,1,3867.26
,4198696000022263256,2025-04,8,77097.35
,4198696000022955942,2025-05,1,69911.5
,4198696000022891324,2025-05,1,10095.58
,4198696000021156183,2025-04,1,46976.99
,4198696000019843863,2025-03,1,35929.2
,4198696000019516199,2025-03,3,9823.01
,4198696000021073996,2025-04,1,21592.92
,4198696000021927601,2025-04,2,10796.46
,4198696000021899754,2025-04,1975,1747.79
,4198696000024403404,2025-06,1,21412.39
,4198696000026577609,2025-07,2,18584.07
,4198696000023613133,2025-05,1,1058.41
,4198696000024869634,2025-06,1,3008.85
,4198696000025606345,2025-06,4,20516.81
,4198696000023816568,2025-05,1,32030.97
,4198696000024802022,2025-06,7,2168.14
,4198696000025355029,2025-06,1,17345.13
,4198696000026595309,2025-07,1,30663.72
,4198696000023328012,2025-05,2,14690.27
,4198696000024043410,2025-06,1,19026.55
,4198696000026549604,2025-07,1,31415.93
,4198696000027769387,2025-08,1,62123.89
,4198696000030196340,2025-09,1,95575.22
,4198696000027353339,2025-07,2,8318.58
,4198696000028230492,2025-08,1,265.49
,4198696000028850372,2025-08,2,11327.43
,4198696000029859513,2025-09,1,26548.67
,4198696000028673647,2025-08,1,6269.03
,4198696000028723238,2025-08,1,1769.91
,4198696000028850871,2025-08,4,9557.52
,4198696000029447162,2025-09,1,94955.75
,4198696000027853548,2025-08,1,0
,4198696000028572008,2025-08,1,4867.26
,4198696000030023132,2025-09,1,10088.5
,4198696000029982113,2025-09,16,8495.58
,4198696000031446826,2025-09,1,34336.28
,4198696000032352747,2025-10,2,38265.5
,4198696000031709016,2025-10,1,2831.86
,4198696000032488603,2025-10,1,15929.2
,4198696000031688467,2025-10,1,10176.99
,4198696000033254156,2025-10,5,1830
,4198696000031709982,2025-10,1,10258.43
,4198696000032407372,2025-10,1,7482.3
,4198696000033502295,2025-11,1,50000
,4198696000033555514,2025-11,1,5292
,4198696000011909360,2024-11,1,1150.44
,4198696000010854428,2024-10,1,11327.43
,4198696000014179061,2024-12,1,24159.29
,4198696000015953141,2025-01,1,2116.81
,4198696000009570206,2024-09,3,929.2
,4198696000020444976,2025-03,1,2123.89
,4198696000023931311,2025-05,1,4601.77
,4198696000030365098,2025-09,2,5132.74
,4198696000001673090,2023-12,5,14601.77
,4198696000004624476,2024-04,1,4336.28
,4198696000002493045,2024-01,1,1592.92
,4198696000001824203,2023-12,1,15721.24
,4198696000002841872,2024-01,1,2212.39
,4198696000003376061,2024-02,1,8053.1
,4198696000005330550,2024-05,1,2920.35
,4198696000002855411,2024-01,1,17876.11
,4198696000004324366,2024-04,1,36725.66
,4198696000003595553,2024-03,1,5929.2
,4198696000005486134,2024-05,1,28318.58
,4198696000003347030,2024-02,1,1504.42
,4198696000004076340,2024-03,1,884.96
,4198696000005108064,2024-04,1,2300.88
,4198696000004113363,2024-03,2,7610.62
,4198696000011834004,2024-11,2,15221.24
,4198696000013360451,2024-12,1,15387.61
,4198696000012040060,2024-11,1,18053.1
,4198696000011766231,2024-11,1,34846.02
,4198696000013066426,2024-11,1,5398.23
,4198696000013893004,2024-12,1,8467.26
,4198696000013283943,2024-12,1,2566.37
,4198696000011207531,2024-10,1,20442.48
,4198696000012094721,2024-11,1,11504.42
,4198696000010252049,2024-10,1,46725.66
,4198696000010954826,2024-10,1,11504.42
,4198696000013604106,2024-12,2,1061.95
,4198696000010638198,2024-10,1,2477.88
,4198696000010535395,2024-10,2,15221.24
,4198696000016192034,2025-01,3,11968.14
,4198696000016620438,2025-01,1,10502.65
,4198696000016736551,2025-01,1,5398.23
,4198696000014135389,2024-12,8,2477.88
,4198696000016956470,2025-01,1,7610.62
,4198696000014429409,2024-12,1,30796.46
,4198696000014334055,2024-12,15,4646.02
,4198696000014968358,2025-01,1,12389.38
,4198696000017574890,2025-02,1,27079.65
,4198696000017824586,2025-02,4,1238.94
,4198696000014429122,2024-12,1,33805.31
,4198696000017811595,2025-02,1,12212.39
,4198696000014781335,2024-12,2,37522.12
,4198696000005927533,2024-05,1,1769.91
,4198696000007467422,2024-07,16,52389.38
,4198696000008128710,2024-08,1,1504.42
,4198696000009741333,2024-09,2,34637.17
,4198696000007874999,2024-07,1,23008.85
,4198696000006649871,2024-06,1,2212.39
,4198696000007594466,2024-07,4,33982.3
,4198696000009114146,2024-09,2,5132.74
,4198696000009014172,2024-08,9,2787.61
,4198696000006457278,2024-06,1,24247.79
,4198696000007739006,2024-07,1,442.48
,4198696000005627106,2024-05,1,24336.28
,4198696000007082004,2024-07,2,30088.5
,4198696000008907054,2024-08,2,5132.74
,4198696000008003368,2024-07,1,7787.61
,4198696000020318223,2025-03,1,707.96
,4198696000021203023,2025-04,2,11150.44
,4198696000022467336,2025-04,2,7610.62
,4198696000018846005,2025-02,2,9026.55
,4198696000019780553,2025-03,4,23362.83
,4198696000021266423,2025-04,1.1,313.45
,4198696000022350034,2025-04,1,34194.69
,4198696000019163004,2025-03,1,21168.14
,4198696000021121650,2025-04,2,11561.06
,4198696000019867054,2025-03,1,7964.6
,4198696000021073147,2025-04,2,23539.82
,4198696000020022845,2025-03,1,11327.43
,4198696000020446257,2025-03,1,16902.65
,4198696000022337652,2025-04,3,854.87
,4198696000020433385,2025-03,2,8141.59
,4198696000022426313,2025-04,1,22300.88
,4198696000027101533,2025-07,1,17522.12
,4198696000023568249,2025-05,4,92035.4
,4198696000024250037,2025-06,6,15637.17
,4198696000024669315,2025-06,1,1238.94
,4198696000026662777,2025-07,1,19295.58
,4198696000023634766,2025-05,1,6371.68
,4198696000023392712,2025-05,0.05,964.78
,4198696000025084603,2025-06,2,569.91
,4198696000026136382,2025-07,2,9079.65
,4198696000023113582,2025-05,2,176.99
,4198696000024551082,2025-06,1,7079.65
,4198696000025956501,2025-07,2000,1769.91
,4198696000023380092,2025-05,1,3185.84
,4198696000027645158,2025-08,1,4070.8
,4198696000028953837,2025-08,1,10619.47
,4198696000030294047,2025-09,4,530.97
,4198696000030933938,2025-09,1,14003.54
,4198696000024341611,2025-06,2,22123.89
,4198696000028672240,2025-08,1,16225.66
,4198696000030693071,2025-09,1,32176.99
,4198696000027299906,2025-07,1,2930.97
,4198696000028175223,2025-08,2,13982.3
,4198696000031454091,2025-09,4,9444.25
,4198696000028250170,2025-08,1,7079.65
,4198696000011944110,2024-11,1,7522.12
,4198696000030365905,2025-09,1,25238.94
,4198696000031774030,2025-10,1,78761.06
,4198696000030800986,2025-09,1,23035.4
,4198696000032251690,2025-10,1,15486.73
,4198696000032352542,2025-10,1,18053.1
,4198696000031227009,2025-09,1,19702.65
,4198696000033254098,2025-10,1,25044.25
,4198696000032251382,2025-10,1,25964.6
,4198696000033035778,2025-10,1,37832
,4198696000031395266,2025-09,8.7,3464.6
,4198696000033576320,2025-11,4,92164
,4198696000033372001,2025-10,1,48584
,4198696000033536582,2025-11,1,15575.22
,4198696000034282303,2025-11,1,40000
,4198696000012898269,2024-11,1,6725.66
,4198696000018030352,2025-02,1,15876.11
,4198696000018167519,2025-02,1,23893.81
,4198696000006389969,2024-06,1,1106.19
,4198696000007027453,2024-07,1,10000
,4198696000019072227,2025-03,1,24513.27
,4198696000022720212,2025-05,1,53327.43
,4198696000026524345,2025-07,1,7246.02
,4198696000024338295,2025-06,1,54646.02
,4198696000024771345,2025-06,3,3026.55
,4198696000029037346,2025-08,1,10340.71
,4198696000033376743,2025-10,1770,1770
,4198696000004672468,2024-04,2,63539.82
,4198696000003557130,2024-02,1,9203.54
,4198696000001675150,2023-12,1,8995.58
,4198696000003339069,2024-02,1,14424.78
,4198696000004141536,2024-03,1,7256.64
,4198696000005004326,2024-04,2,353.98
,4198696000004141440,2024-03,1,2123.89
,4198696000004111732,2024-03,1,18230.09
,4198696000004735545,2024-04,2,2123.89
,4198696000005533447,2024-05,1,2300.88
,4198696000004324759,2024-04,2,4070.8
,4198696000002566010,2024-01,2,8141.59
,4198696000003710066,2024-03,2,283.19
,4198696000002655068,2024-01,1,42123.89
,4198696000004971230,2024-04,2,31681.42
,4198696000010370151,2024-10,2,35044.25
,4198696000012393439,2024-11,2,47787.61
,4198696000013935038,2024-12,10,3097.35
,4198696000012697796,2024-11,1,5292.04
,4198696000013393410,2024-12,2,13628.32
,4198696000011638891,2024-11,2,1592.92
,4198696000012239032,2024-11,1,6106.19
,4198696000013081182,2024-11,1,23610.62
,4198696000011047006,2024-10,4,34336.28
,4198696000013133782,2024-11,1,30000
,4198696000011407985,2024-10,1,11858.41
,4198696000013091791,2024-11,2,15957.52
,4198696000011337059,2024-10,1,6106.19
,4198696000012814093,2024-11,1,7079.65
,4198696000014429306,2024-12,6,13805.31
,4198696000016210748,2025-01,1,1139.82
,4198696000018147493,2025-02,1,2566.37
,4198696000017160839,2025-02,1,19539.82
,4198696000014491300,2024-12,2,8849.56
,4198696000016265004,2025-01,1,9823.01
,4198696000014575062,2024-12,1,10442.48
,4198696000016730229,2025-01,2,17168.14
,4198696000015082518,2025-01,12,3716.81
,4198696000016634104,2025-01,1,23008.85
,4198696000018251062,2025-02,10,3097.35
,4198696000015715666,2025-01,5000,4424.78
,4198696000018308545,2025-02,1,66761.06
,4198696000014818373,2024-12,1,6194.69
,4198696000006557178,2024-06,2.8,867.26
,4198696000007493010,2024-07,1,5398.23
,4198696000008457471,2024-08,1,2920.35
,4198696000009896047,2024-09,3000,2654.87
,4198696000008615084,2024-08,1,2035.4
,4198696000006041053,2024-05,1,2654.87
,4198696000006843772,2024-06,1,19084.07
,4198696000008877016,2024-08,2,20513.27
,4198696000006622145,2024-06,1,38495.58
,4198696000007828025,2024-07,1,9823.01
,4198696000009563179,2024-09,3,32654.87
,4198696000006903186,2024-07,1,3849.56
,4198696000009282276,2024-09,1,3230.09
,4198696000007166045,2024-07,1,8659.29
,4198696000008467335,2024-08,1,12526.55
,4198696000006653325,2024-06,5,7566.37
,4198696000018697201,2025-02,1,29734.51
,4198696000021203902,2025-04,1,43805.31
,4198696000020248584,2025-03,3,33716.81
,4198696000018859182,2025-02,2,46017.7
,4198696000020432921,2025-03,1,97345.13
,4198696000022961019,2025-05,2,16446.02
,4198696000018866516,2025-02,1,3539.82
,4198696000019155176,2025-03,1,2566.37
,4198696000021203004,2025-04,1,66814.16
,4198696000022924265,2025-05,10,3097.35
,4198696000019007237,2025-03,2,569.91
,4198696000021266701,2025-04,1,44203.54
,4198696000022598362,2025-05,1,29646.02
,4198696000023983981,2025-06,1,4884.96
,4198696000024538026,2025-06,1,3539.82
,4198696000023421302,2025-05,1300,1150.44
,4198696000026444813,2025-07,2,9380.53
,4198696000023384013,2025-05,1,2774.34
,4198696000024290773,2025-06,2,17699.12
,4198696000025491138,2025-06,1,124424.78
,4198696000027039858,2025-07,2000,1769.91
,4198696000023773902,2025-05,1,20681.42
,4198696000026660171,2025-07,1,14601.77
,4198696000023457681,2025-05,1,69366.37
,4198696000024684762,2025-06,2,21415.93
,4198696000025241079,2025-06,1,49557.52
,4198696000026911403,2025-07,2,1592.92
,4198696000028104493,2025-08,2,3530.97
,4198696000029803058,2025-09,2,11769.91
,4198696000026746032,2025-07,3,929.2
,4198696000028049040,2025-08,1,8630.09
,4198696000028672922,2025-08,1,22633.63
,4198696000030543659,2025-09,1,5309.73
,4198696000028008240,2025-08,1,7079.65
,4198696000029920368,2025-09,1,34247.79
,4198696000029819405,2025-09,3,929.2
,4198696000024902132,2025-06,1,1548.67
,4198696000027645434,2025-08,1500,1327.43
,4198696000031025012,2025-09,4,1592.92
,4198696000032117428,2025-10,1,2279.65
,4198696000032361542,2025-10,2,11769.91
,4198696000033067030,2025-10,1,7083
,4198696000032145823,2025-10,1,28938.05
,4198696000033269262,2025-10,1,12389.38
,4198696000033362494,2025-10,2,38590
,4198696000004149246,2024-03,1,24159.29
,4198696000005213774,2024-05,1,17079.65
,4198696000004076836,2024-03,1,3362.83
,4198696000010084165,2024-09,1,23008.85
,4198696000011207261,2024-10,2,7610.62
,4198696000016068330,2025-01,4,92035.4
,4198696000015724436,2025-01,10,3097.35
,4198696000015094546,2025-01,2,8141.59
,4198696000005622088,2024-05,1,11592.92
,4198696000006634513,2024-06,1,3805.31
,4198696000020273188,2025-03,1,18318.58
,4198696000019574219,2025-03,2,8849.56
,4198696000024329424,2025-06,1,54646.02
,4198696000026964254,2025-07,1,127433.63
,4198696000024144167,2025-06,1,1150.44
,4198696000023983488,2025-06,8,2477.88
,4198696000030157117,2025-09,1,33805.31
,4198696000030543537,2025-09,2,40353.98
,4198696000031858659,2025-10,1,11681.42
,4198696000033022438,2025-10,2,4778.76
,4198696000021289142,2025-04,2,32566.37
,4198696000006595004,2024-06,1,1858.41
,4198696000008357379,2024-08,2,7964.6
,4198696000009456407,2024-09,1,3097.35
,4198696000006616235,2024-06,1,6106.19
,4198696000006622125,2024-06,2,71964.6
,4198696000007763004,2024-07,1,13008.85
,4198696000008680024,2024-08,1,3008.85
,4198696000006908782,2024-07,1,5132.74
,4198696000007681006,2024-07,1,3893.81
,4198696000008551047,2024-08,2300,2035.4
,4198696000009802781,2024-09,1,19823.01
,4198696000007344651,2024-07,1,2035.4
,4198696000008899347,2024-08,1,13982.3
,4198696000019875106,2025-03,1,29734.51
,4198696000020539270,2025-03,1,14070.8
,4198696000021616153,2025-04,1,2523.89
,4198696000020436020,2025-03,1,2768.14
,4198696000020283043,2025-03,6,1858.41
,4198696000020804140,2025-04,2,41592.92
,4198696000022303289,2025-04,12,3419.47
,4198696000022891326,2025-05,2,569.91
,4198696000019178073,2025-03,1,2035.4
,4198696000020636915,2025-04,1,1150.44
,4198696000018771066,2025-02,2,71044.25
,4198696000020095876,2025-03,1,105840.71
,4198696000020619772,2025-03,1,75221.24
,4198696000022761267,2025-05,1,2123.89
,4198696000019919460,2025-03,10,3097.35
,4198696000022245028,2025-04,1,1858.41
,4198696000024334997,2025-06,10,3097.35
,4198696000025072682,2025-06,1,39823.01
,4198696000024902184,2025-06,1,1548.67
,4198696000021525093,2025-04,1,6431.86
,4198696000026964492,2025-07,1,55752.21
,4198696000023629772,2025-05,1,309.73
,4198696000024336345,2025-06,1,28576.99
,4198696000025045560,2025-06,1,34070.8
,4198696000026645167,2025-07,1,4955.75
,4198696000023619079,2025-05,1,15044.25
,4198696000023121689,2025-05,1,11858.41
,4198696000024764912,2025-06,1,2743.36
,4198696000026426995,2025-07,2,12389.38
,4198696000026728785,2025-07,1,2920.35
,4198696000024403207,2025-06,2,5536.28
,4198696000025832474,2025-07,1,86725.66
,4198696000025272206,2025-06,7.1,2199.12
,4198696000024833179,2025-06,1,7083.19
,4198696000028376494,2025-08,1,62831.86
,4198696000030743889,2025-09,1,23893.81
,4198696000031374006,2025-09,1,2605.31
,4198696000028388693,2025-08,1,106460.18
,4198696000029322075,2025-09,2,36637.17
,4198696000031248303,2025-09,5.9,2349.56
,4198696000028095463,2025-08,1,2707.96
,4198696000029040979,2025-08,1,31182.3
,4198696000029329143,2025-09,1,2123.89
,4198696000030543300,2025-09,1,9734.52
,4198696000027330063,2025-07,10,3097.35
,4198696000020831640,2025-04,1,9557.52
,4198696000029367248,2025-09,4,1238.94
,4198696000030713706,2025-09,2,19168.14
,4198696000032220746,2025-10,4,14654.88
,4198696000030800998,2025-09,4,0.04
,4198696000032017615,2025-10,1,3008.84
,4198696000032152324,2025-10,1,3175.22
,4198696000033271929,2025-10,2,20177
,4198696000032257803,2025-10,1,8304.42
,4198696000032868083,2025-10,1,8850
,4198696000031527966,2025-10,1,18141.59
,4198696000031793212,2025-10,2,7256.64
,4198696000033472223,2025-11,1,40707.96
,4198696000001715267,2023-12,1,21504.42
,4198696000004305425,2024-04,1,3805.31
,4198696000004890955,2024-04,2,13451.33
,4198696000001631294,2023-12,1,18495.58
,4198696000004210067,2024-03,1,1592.92
,4198696000003129680,2024-02,2,619.47
,4198696000003962544,2024-03,6.7,2075.22
,4198696000005044311,2024-04,1,15044.25
,4198696000002743040,2024-01,1,1592.92
,4198696000004778211,2024-04,1,2920.35
,4198696000003661135,2024-03,14,4336.28
,4198696000005522004,2024-05,3,8761.06
,4198696000003937900,2024-03,1,11946.9
,4198696000003488304,2024-02,1,30884.96
,4198696000004094172,2024-03,1,2654.87
,4198696000004890099,2024-04,2,9380.53
,4198696000005550209,2024-05,1,8761.06
,4198696000010802236,2024-10,2,1238.94
,4198696000011663053,2024-11,1,1327.43
,4198696000010370572,2024-10,2,75044.25
,4198696000013328816,2024-12,4,92035.4
,4198696000010202103,2024-09,1,22477.88
,4198696000011698841,2024-11,1,16814.16
,4198696000012107011,2024-11,1,26867.26
,4198696000011708004,2024-11,2,24778.76
,4198696000010973004,2024-10,1,75221.24
,4198696000012292283,2024-11,1,30973.45
,4198696000010921166,2024-10,1,10619.47
,4198696000013328759,2024-12,1,14159.29
,4198696000010522848,2024-10,1,12389.38
,4198696000011516620,2024-10,1,1791.15
,4198696000012083052,2024-11,1,3907.96
,4198696000013379184,2024-12,1,4070.8
,4198696000010310045,2024-10,5.7,1765.49
,4198696000014725660,2024-12,1,8849.56
,4198696000015953299,2025-01,1,37168.14
,4198696000017529460,2025-02,2,39646.02
,4198696000014227289,2024-12,1,12212.39
,4198696000018304606,2025-02,1,3451.33
,4198696000016350740,2025-01,2,16201.77
,4198696000018167409,2025-02,1,6849.56
,4198696000015534106,2025-01,1,12300.88
,4198696000001673096,2023-12,1,1858.41
,4198696000003913693,2024-03,2.7,836.28
,4198696000003025268,2024-02,1,2920.35
,4198696000002449118,2024-01,1,6902.65
,4198696000004770049,2024-04,1,4867.26
