SKU,Sales_Product_ID,Month_Year,Total_Quantity,Net_Sales
,4198696000008007281,2024-08,1,18230.09
,4198696000009345072,2024-09,1,2920.35
,4198696000008128286,2024-08,1,13805.31
,4198696000006115684,2024-06,2,619.47
,4198696000006746805,2024-06,1,7345.13
,4198696000007467668,2024-07,1,10442.48
,4198696000005725220,2024-05,2,4778.76
,4198696000005984666,2024-05,1,1061.95
,4198696000008899163,2024-08,1,24955.75
,4198696000009870668,2024-09,2,5840.71
,4198696000018901324,2025-02,1,21681.42
,4198696000021429012,2025-04,1,25132.74
,4198696000018771010,2025-02,1,18495.58
,4198696000020831257,2025-04,1,7815.93
,4198696000023030172,2025-05,2,17699.12
,4198696000019022321,2025-03,7,3902.65
,4198696000020666068,2025-04,1,118584.07
,4198696000022587405,2025-05,1,3745.13
,4198696000019212317,2025-03,1,29646.02
,4198696000019064161,2025-03,1,32212.39
,4198696000019867237,2025-03,2,56637.17
,4198696000020638101,2025-04,1,6017.7
,4198696000019253004,2025-03,1,9292.04
,4198696000023565404,2025-05,1,5486.73
,4198696000024310529,2025-06,1,37876.11
,4198696000024922463,2025-06,1,10194.69
,4198696000023215015,2025-05,1,3110.62
,4198696000023906601,2025-05,1,57522.12
,4198696000025187108,2025-06,1,22477.88
,4198696000023844139,2025-05,1,7490.27
,4198696000025645053,2025-06,4,12700.88
,4198696000025503247,2025-06,1,15929.2
,4198696000024553036,2025-06,1,74336.28
,4198696000024240105,2025-06,1,1953.98
,4198696000024525071,2025-06,1,3989.38
,4198696000027358330,2025-07,5.7,1765.49
,4198696000028945375,2025-08,2,17911.5
,4198696000030181995,2025-09,1,17234.51
,4198696000031454034,2025-09,2,19823.01
,4198696000028095313,2025-08,1,6637.17
,4198696000028788629,2025-08,10,884.96
,4198696000030869227,2025-09,2,796.46
,4198696000028282895,2025-08,1,2212.39
,4198696000029417018,2025-09,1,21086.73
,4198696000030202210,2025-09,2,17699.12
,4198696000028318816,2025-08,1,49093.81
,4198696000028306112,2025-08,1,26134.51
,4198696000030014530,2025-09,1,31858.41
,4198696000031286743,2025-09,1,13893.81
,4198696000031709840,2025-10,1,20176.99
,4198696000033142347,2025-10,2,59270
,4198696000032275659,2025-10,1,13107.96
,4198696000031793638,2025-10,4,1465.48
,4198696000031370905,2025-09,1,1946.9
,4198696000032117049,2025-10,1,69026.55
,4198696000032361372,2025-10,2,15469.03
,4198696000033199251,2025-10,1,108053
,4198696000033405179,2025-10,1,5840.71
,4198696000033576480,2025-11,4,10265.48
,4198696000005433509,2024-05,2,14690.27
,4198696000003539429,2024-02,1,1681.42
,4198696000011482244,2024-10,1,2123.89
,4198696000011451364,2024-10,1,1858.41
,4198696000014287296,2024-12,1,54690.27
,4198696000016736624,2025-01,3.2,991.15
,4198696000007281454,2024-07,1,10088.5
,4198696000007132514,2024-07,1,6725.66
,4198696000021525706,2025-04,1,71460.18
,4198696000019895057,2025-03,1,29879.65
,4198696000024565092,2025-06,1,17097.35
,4198696000023933150,2025-05,1,17256.64
,4198696000024262285,2025-06,1,13274.34
,4198696000030547350,2025-09,2,12212.39
,4198696000030933729,2025-09,2,31778.76
,4198696000032488746,2025-10,1,132743
,4198696000015303236,2025-01,4,25840.71
,4198696000030749058,2025-09,1,19292.04
,4198696000004646391,2024-04,2,10442.48
,4198696000002000028,2023-12,1,2300.88
,4198696000002951069,2024-02,2,1238.94
,4198696000003919650,2024-03,2,8141.59
,4198696000005330544,2024-05,1,31504.42
,4198696000004850600,2024-04,1,4336.28
,4198696000001771147,2023-12,2,27787.61
,4198696000003863024,2024-03,1,12300.88
,4198696000003525685,2024-02,1,1769.91
,4198696000003508672,2024-02,1,13185.84
,4198696000005013371,2024-04,1,4513.27
,4198696000002986824,2024-02,1,9292.04
,4198696000010085495,2024-09,1,23008.85
,4198696000012697340,2024-11,1,49823.01
,4198696000013576097,2024-12,1,43805.31
,4198696000012574328,2024-11,1,2000
,4198696000009957066,2024-09,1,14424.78
,4198696000011089058,2024-10,1,14955.75
,4198696000011747659,2024-11,1,530.97
,4198696000013326543,2024-12,2,15631.86
,4198696000010987229,2024-10,1,19469.03
,4198696000012848089,2024-11,1,26991.15
,4198696000011772614,2024-11,1,16371.68
,4198696000012618049,2024-11,5,30973.45
,4198696000013387535,2024-12,1,15840.71
,4198696000013037156,2024-11,0.2,2279.65
,4198696000010693674,2024-10,1,51327.43
,4198696000011409753,2024-10,1,2566.37
,4198696000012983325,2024-11,1,2743.36
,4198696000011274615,2024-10,2,27610.62
,4198696000017722341,2025-02,2,45840.71
,4198696000014163324,2024-12,2,12863.72
,4198696000015821057,2025-01,1,3185.84
,4198696000015720780,2025-01,1,2123.89
,4198696000017980022,2025-02,1,22063.72
,4198696000014987164,2025-01,1,21681.42
,4198696000016353006,2025-01,2,27681.42
,4198696000016051277,2025-01,1,5861.95
,4198696000014811919,2024-12,1,15876.11
,4198696000016633491,2025-01,1,8141.59
,4198696000018531357,2025-02,1,7079.65
,4198696000007910409,2024-07,2,21769.91
,4198696000009939249,2024-09,1,43362.83
,4198696000009002627,2024-08,1,25663.72
,4198696000006914056,2024-07,1,3008.85
,4198696000008457661,2024-08,1,3318.58
,4198696000006855619,2024-06,5.71,1768.58
,4198696000005887156,2024-05,1,23008.85
,4198696000006622129,2024-06,1,12526.55
,4198696000008329170,2024-08,1,11504.42
,4198696000006086431,2024-06,4,1238.94
,4198696000007371669,2024-07,1,2212.39
,4198696000009402537,2024-09,4,9203.54
,4198696000020182961,2025-03,1,5575.22
,4198696000021068886,2025-04,4,15575.22
,4198696000021759835,2025-04,6,1858.41
,4198696000022934183,2025-05,1,30449.56
,4198696000019836280,2025-03,1,19911.5
,4198696000020022295,2025-03,1,6838.94
,4198696000021410279,2025-04,1,5752.21
,4198696000021998534,2025-04,2,43716.81
,4198696000020244708,2025-03,1,10442.48
,4198696000019125006,2025-03,1,1769.91
,4198696000020466752,2025-03,1,15132.74
,4198696000020630472,2025-04,1,35008.85
,4198696000019183528,2025-03,4,92035.4
,4198696000021418004,2025-04,2,46017.7
,4198696000023065095,2025-05,1,9646.02
,4198696000024894432,2025-06,1,11235.4
,4198696000025493300,2025-06,1,21415.93
,4198696000024043523,2025-06,1,8849.56
,4198696000024519294,2025-06,1,3805.31
,4198696000025971680,2025-07,1,29734.51
,4198696000024047292,2025-06,1,15530.97
,4198696000024789417,2025-06,1,17699.12
,4198696000025481033,2025-06,2,51327.43
,4198696000023328010,2025-05,1,29469.03
,4198696000023493086,2025-05,4,19539.82
,4198696000024860589,2025-06,1,3745.13
,4198696000027010643,2025-07,6000,5309.73
,4198696000026911836,2025-07,1,353.98
,4198696000029055120,2025-08,1,40088.5
,4198696000031167369,2025-09,2000,1769.91
,4198696000029313614,2025-09,1,1752.21
,4198696000030955302,2025-09,2,19336.28
,4198696000028673947,2025-08,2,46569.91
,4198696000029040173,2025-08,1,1791.15
,4198696000030015052,2025-09,1,26991.15
,4198696000031454172,2025-09,1,32831.86
,4198696000028536149,2025-08,1,13185.84
,4198696000030230323,2025-09,2,50973.45
,4198696000032744306,2025-10,8,16568
,4198696000031865600,2025-10,10,3982.3
,4198696000032352834,2025-10,2,74513.27
,4198696000031756012,2025-10,1,18400
,4198696000032492773,2025-10,2,22300.88
,4198696000033523944,2025-11,1,5663.72
,4198696000033587460,2025-11,2,24247.78
,4198696000005387370,2024-05,1,2831.86
,4198696000003845641,2024-03,2,12920.35
,4198696000003945412,2024-03,1,1681.42
,4198696000013263842,2024-12,2,44247.79
,4198696000013379182,2024-12,1,4070.8
,4198696000015480218,2025-01,1,2920.35
,4198696000015712226,2025-01,1,5132.74
,4198696000008661054,2024-08,1,12035.4
,4198696000006595092,2024-06,2,6017.7
,4198696000006691857,2024-06,1,37699.12
,4198696000008411449,2024-08,1,13185.84
,4198696000022253886,2025-04,1,6637.17
,4198696000024894440,2025-06,1,2035.4
,4198696000024764277,2025-06,4,1238.94
,4198696000024789369,2025-06,6,1858.41
,4198696000030761635,2025-09,10,3982.29
,4198696000030932734,2025-09,1,2212.39
,4198696000030202218,2025-09,2,7964.6
,4198696000033022410,2025-10,2,4601.76
,4198696000034317216,2025-11,1,6460.18
,4198696000011175339,2024-10,2,26902.65
,4198696000002664127,2024-01,1,2654.87
,4198696000004823505,2024-04,1,9734.51
,4198696000004441074,2024-04,3,1592.92
,4198696000001743198,2023-12,1,5840.71
,4198696000002894422,2024-02,1,2477.88
,4198696000004833926,2024-04,1.75,619.47
,4198696000002717194,2024-01,1,27610.62
,4198696000004850636,2024-04,1,4336.28
,4198696000001771151,2023-12,1,3982.3
,4198696000002860611,2024-02,1,12743.36
,4198696000004962048,2024-04,1,4400
,4198696000004480495,2024-04,1,68495.58
,4198696000001898060,2023-12,4,2123.89
,4198696000004270235,2024-03,2,45132.74
,4198696000004016153,2024-03,10,3097.35
,4198696000010344264,2024-10,2,8141.59
,4198696000011148278,2024-10,1,31061.95
,4198696000013779357,2024-12,1,9932.74
,4198696000011147166,2024-10,3,1061.95
,4198696000012471114,2024-11,1,16106.19
,4198696000012949532,2024-11,1,1902.65
,4198696000011022088,2024-10,2,1061.95
,4198696000012045084,2024-11,1,23610.62
,4198696000010370902,2024-10,1,3110.62
,4198696000012618004,2024-11,1,6460.18
,4198696000010517841,2024-10,1,44513.27
,4198696000011033010,2024-10,1,2300.88
,4198696000013604112,2024-12,1,2123.89
,4198696000011331951,2024-10,1,309.73
,4198696000013186223,2024-11,7000,6194.69
,4198696000016210752,2025-01,11,3134.51
,4198696000016938119,2025-01,7,2168.14
,4198696000017952006,2025-02,2,9026.55
,4198696000018167272,2025-02,5,1548.67
,4198696000018505199,2025-02,3,108318.58
,4198696000015969006,2025-01,5,1548.67
,4198696000017975338,2025-02,11,3134.51
,4198696000014033274,2024-12,2,8141.59
,4198696000015706806,2025-01,3,929.2
,4198696000014575303,2024-12,1400,1238.94
,4198696000016200334,2025-01,1,34247.79
,4198696000017482216,2025-02,1,32300.88
,4198696000014781414,2024-12,1,13893.81
,4198696000014710770,2024-12,6,1858.41
,4198696000014644695,2024-12,1,13185.84
,4198696000015699265,2025-01,1,29292.04
,4198696000018516049,2025-02,1,17522.12
,4198696000016350059,2025-01,1,3185.84
,4198696000006092652,2024-06,1,28495.58
,4198696000009762004,2024-09,1,9734.51
,4198696000007870165,2024-07,2,13787.61
,4198696000005769213,2024-05,4,92035.4
,4198696000006422962,2024-06,1,1327.43
,4198696000007265127,2024-07,2,9734.51
,4198696000008432004,2024-08,1,22389.38
,4198696000006015179,2024-05,1,20933.63
,4198696000009741748,2024-09,2,176.99
,4198696000006988008,2024-07,4,40000
,4198696000006076168,2024-05,1,33805.31
,4198696000006129492,2024-06,1,20265.49
,4198696000005966891,2024-05,1,10088.5
,4198696000006649479,2024-06,1,2300.88
,4198696000008163004,2024-08,2,4070.8
,4198696000006634517,2024-06,2,14867.26
,4198696000019521456,2025-03,1,10014.16
,4198696000022303484,2025-04,1,619.47
,4198696000020428736,2025-03,1,1465.49
,4198696000020297514,2025-03,2000,1769.91
,4198696000022587109,2025-05,7,5575.22
,4198696000018779414,2025-02,1,2212.39
,4198696000020611634,2025-03,2,7327.43
,4198696000022956053,2025-05,2,15929.2
,4198696000022461769,2025-04,1,10619.47
,4198696000019853666,2025-03,1,6017.7
,4198696000021418114,2025-04,1,15876.11
,4198696000020539329,2025-03,1,20884.96
,4198696000024983786,2025-06,2,14654.87
,4198696000026704460,2025-07,2,3256.64
,4198696000025861180,2025-07,2,25401.77
,4198696000024023210,2025-06,2,34247.79
,4198696000024869636,2025-06,1,3539.82
,4198696000026325071,2025-07,1,1384.07
,4198696000026943126,2025-07,1,7079.65
,4198696000024604064,2025-06,1,5309.73
,4198696000023444100,2025-05,1,50088.5
,4198696000025241138,2025-06,3,854.87
,4198696000026426991,2025-07,1,5575.22
,4198696000027117191,2025-07,1,1858.41
,4198696000024486089,2025-06,1,140707.96
,4198696000026118658,2025-07,1,12538.05
,4198696000026725372,2025-07,1,75221.24
,4198696000027933172,2025-08,1,3699.12
,4198696000028313658,2025-08,1,7876.11
,4198696000030195711,2025-09,2,4070.8
,4198696000031017112,2025-09,1,6977.88
,4198696000028268431,2025-08,2,7168.14
,4198696000028850368,2025-08,1,11592.92
,4198696000029314353,2025-09,1,82212.39
,4198696000030196213,2025-09,1,18761.06
,4198696000029801173,2025-09,1,17234.51
,4198696000028336113,2025-08,1,12300.88
,4198696000028250299,2025-08,1,2300.88
,4198696000029920006,2025-09,1,23610.62
,4198696000031364080,2025-09,2,13189.38
,4198696000030693010,2025-09,5,4778.76
,4198696000027379728,2025-07,1,66371.68
,4198696000028092549,2025-08,1,7230.09
,4198696000029367246,2025-09,2,42831.86
,4198696000030215676,2025-09,1,120495.57
,4198696000031846777,2025-10,1,2116.81
,4198696000032749948,2025-10,1,15531
,4198696000033035518,2025-10,1,8849.56
,4198696000031541846,2025-10,1,65946.9
,4198696000032361256,2025-10,2,10592.92
,4198696000031793459,2025-10,1,22446.9
,4198696000032363455,2025-10,1,11886.73
,4198696000032868903,2025-10,1,3175
,4198696000031525849,2025-10,1,12212.39
,4198696000032275158,2025-10,1,2930.97
,4198696000033022422,2025-10,2,4601.76
,4198696000033587709,2025-11,1,6371.68
,4198696000034112784,2025-11,2,14690.26
,4198696000002460157,2024-01,1,15840.71
,4198696000003397929,2024-02,1,2831.86
,4198696000002064318,2023-12,1,973.45
,4198696000001675067,2023-12,1,2438.05
,4198696000003129077,2024-02,1,26106.19
,4198696000003872300,2024-03,1,5752.21
,4198696000001567298,2023-12,2,36654.87
,4198696000003913047,2024-03,2,28141.59
,4198696000004515006,2024-04,1,9469.03
,4198696000005312010,2024-05,1,22654.87
,4198696000002604230,2024-01,1,19292.04
,4198696000004748267,2024-04,2,43716.81
,4198696000005269147,2024-05,1,7699.12
,4198696000002490065,2024-01,4,10619.47
,4198696000011322254,2024-10,2,8141.59
,4198696000012946571,2024-11,2,33869.03
,4198696000011944059,2024-11,4,36106.19
,4198696000011130056,2024-10,2,49026.55
,4198696000012698292,2024-11,1,17876.11
,4198696000011586535,2024-10,2,5309.73
,4198696000009964509,2024-09,1,16814.16
,4198696000010853291,2024-10,1,15132.74
,4198696000012153657,2024-11,2,530.97
,4198696000011698535,2024-11,1,2389.38
,4198696000010197483,2024-09,1,16283.19
,4198696000011033008,2024-10,1,4247.79
,4198696000011850044,2024-11,2,60884.96
,4198696000013299154,2024-12,1,39079.65
,4198696000011825341,2024-11,8,2477.88
,4198696000015417344,2025-01,2,16814.16
,4198696000016488640,2025-01,1,16194.69
,4198696000017574504,2025-02,1,1150.44
,4198696000018524877,2025-02,1,3539.82
,4198696000017190092,2025-02,1,19051.33
,4198696000014572959,2024-12,1,12123.89
,4198696000016265006,2025-01,2,11504.42
,4198696000017441501,2025-02,1,11769.91
,4198696000018251112,2025-02,1,28318.58
,4198696000015712288,2025-01,1,4336.28
,4198696000014824265,2024-12,1,20088.5
,4198696000016470346,2025-01,1,8849.56
,4198696000017766073,2025-02,1,30707.96
,4198696000018677186,2025-02,2,18562.83
,4198696000015821230,2025-01,1,8955.75
,4198696000017722234,2025-02,1,10176.99
,4198696000014308129,2024-12,1,15044.25
,4198696000006121537,2024-06,1,14159.29
,4198696000008082406,2024-08,1,13097.35
,4198696000009414561,2024-09,1,33362.83
,4198696000009844500,2024-09,2,619.47
,4198696000008976193,2024-08,2000,1769.91
,4198696000006285481,2024-06,1,21238.94
,4198696000006696120,2024-06,1,35309.73
,4198696000007991161,2024-08,1,8230.09
,4198696000008812054,2024-08,2,20176.99
,4198696000009656008,2024-09,1,21858.41
,4198696000006121137,2024-06,1,11327.43
,4198696000008913711,2024-08,2,13097.35
