Product_ID,Last_Purchase_Price
4198696000000141391,770
4198696000000141400,819.5
4198696000000141409,803
4198696000000141418,643.5
4198696000000141427,753.5
4198696000000141121,781
4198696000000141508,1023
4198696000000141517,841.5
4198696000000141130,1089
4198696000000141580,588.5
4198696000000141589,654.5
4198696000000141598,1050.5
4198696000000141607,676.5
4198696000000141625,1012
4198696000000141652,632.5
4198696000000141661,847
4198696000000141202,1116.5
4198696000000141247,1133
4198696000000141301,1936
4198696000000141337,676.5
4198696000000142984,5951
4198696000000136459,1276
4198696000000140644,2827
4198696000000140671,3267
4198696000000140680,4328.5
4198696000000137683,665.5
4198696000000137521,1589.5
4198696000000137530,1617
4198696000000137539,2332
4198696000000137431,1083.5
4198696000000137440,1963.5
4198696000000137593,445.5
4198696000000139492,4917
4198696000000139501,3135
4198696000000138277,10615
4198696000000137818,8607.5
4198696000000138079,5401
4198696000000138097,2574
4198696000000138115,3597
4198696000000138214,2293.5
4198696000000138232,13942.5
4198696000000138250,10417
4198696000000137782,1507
4198696000000144550,1897.5
4198696000000137926,3421
4198696000000138061,2942.5
4198696000000137737,2425.5
4198696000000139537,3327.5
4198696000000139573,3415.5
4198696000000137773,1782
4198696000000139384,511.5
4198696000000139852,242
4198696000000139744,16.5
4198696000000139762,154
4198696000000139807,16.5
4198696000000139825,154
4198696000000138790,60.5
4198696000000138907,445.5
4198696000000142192,407
4198696000000142111,720.5
4198696000000142129,665.5
4198696000000140248,5461.5
4198696000000140257,4246
4198696000000140275,3877.5
4198696000000140284,5830
4198696000000140329,4719
4198696000000140374,3124
4198696000000140401,4570.5
4198696000000140419,4075.5
4198696000000140446,3690.5
4198696000000139996,3591.5
4198696000000140014,4108.5
4198696000000140491,4570.5
4198696000000139924,3272.5
4198696000000140059,3509
4198696000000140077,5681.5
4198696000000140086,3470.5
4198696000000139933,3756.5
4198696000000140158,3531
4198696000000141733,55
4198696000000141751,88
4198696000000141688,1012
4198696000000141895,12226.5
4198696000000141913,10202.5
4198696000000141940,10345.5
4198696000000138340,9273
4198696000000141787,29628.5
4198696000000144316,3239.5
4198696000000144325,6198.5
4198696000000144343,4213
4198696000000144352,4856.5
4198696000000144244,3272.5
4198696000000136927,6677
4198696000000136909,5483.5
4198696000000137269,11962.5
4198696000000137152,6220.5
4198696000000136576,6220.5
4198696000000136693,13959
4198696000000136729,4218.5
4198696000000136792,11110
4198696000000137071,4818
4198696000000137080,4818
4198696000000137224,6297.5
4198696000000137323,5461.5
4198696000000137395,16835.5
4198696000000136594,6594.5
4198696000000143173,1028.5
4198696000000143191,1028.5
4198696000000143263,1254
4198696000000143281,1072.5
4198696000000143317,1199
4198696000000140797,31075
4198696000000140806,28627.5
4198696000000141805,19789
4198696000000139150,3151.5
4198696000000139159,3272.5
4198696000000139006,4906
4198696000000139051,5830
4198696000000141967,5577
4198696000000141985,11693
4198696000000142039,6517.5
4198696000000143119,11836
4198696000000138484,1490.5
4198696000000142354,71.5
4198696000000142453,5.5
4198696000000142264,5.5
4198696000000142219,55
4198696000000142300,5.5
4198696000000139240,16538.5
4198696000000139249,12985.5
4198696000000139204,5120.5
4198696000000139312,21620.5
4198696000000143092,6611
4198696000000140923,2073.5
4198696000000141859,962.5
4198696000000140995,2271.5
4198696000000141004,2469.5
4198696000000143749,3272.5
4198696000000143758,3355
4198696000000143803,4620
4198696000000139321,2249.5
4198696000000142597,1496
4198696000000142624,1760
4198696000000142660,2799.5
4198696000000142696,2161.5
4198696000000142552,2321
4198696000000142732,3091
4198696000000142750,1842.5
4198696000000142759,1595
4198696000000144055,3811.5
4198696000000144145,5879.5
4198696000000144181,4070
4198696000000144199,4917
4198696000000139357,159.5
4198696000000143704,7711
4198696000000138394,5923.5
4198696000000144361,6787
4198696000000141832,176
4198696000000139411,2920.5
4198696000000139429,2574
4198696000000138916,27.5
4198696000000138763,16.5
4198696000000513165,1765.5
4198696000000139582,4823.5
4198696000000139609,3608
4198696000000143398,2524.5
4198696000000138745,1017.5
4198696000000140554,511.5
4198696000000140509,5632
4198696000000588250,6278.9
4198696000000588259,4295
4198696000000588313,2662.8
4198696000000602581,14082.86
4198696000000602347,2925.5099999999998
4198696000000602356,11324.539999999999
4198696000000602410,5189.99
4198696000000669498,1464.46
4198696000000670479,1701.16
4198696000000670488,2979.22
4198696000000670515,1670.01
4198696000000670551,1335.52
4198696000000670560,1721.7599999999998
4198696000000669678,2073.43
4198696000000669831,2223.37
4198696000000669858,2060.15
4198696000000669903,990.0600000000001
4198696000000669615,3997.02
4198696000000670092,1377.8400000000001
4198696000000670128,1776.13
4198696000000669714,1479.5
4198696000000669732,727.42
4198696000000670335,3251.85
4198696000000670380,1349.23
4198696000000670434,2490.29
4198696000000670650,1652.82
4198696000000670677,3956.78
4198696000000670704,1378.27
4198696000000670749,2344.31
4198696000000678673,3144.92
4198696000000678763,4832.9800000000005
4198696000000677242,2046.22
4198696000000679033,3575.26
4198696000000679618,3876.7999999999997
4198696000000679645,5750.05
4198696000000678268,1585.68
4198696000000678277,1763.69
4198696000000678322,1920.22
4198696000000678367,1055.48
4198696000000677296,6896.48
4198696000000677341,8096.07
4198696000000677377,3126.64
4198696000000678169,1264.06
4198696000000678178,1199.11
4198696000000678043,2139.95
4198696000000678052,1387.4
4198696000000677980,2594.1
4198696000000677548,3299.97
4198696000000677395,5903.42
4198696000000677431,6337.49
4198696000000677503,6539.85
4198696000000679204,3428.78
4198696000000679213,3434.67
4198696000000679240,4088.4300000000003
4198696000000679276,2644.65
4198696000000679285,3015.6800000000003
4198696000000679303,2927.4
4198696000000679321,3434.67
4198696000000679366,4662.96
4198696000000679438,2972.1099999999997
4198696000000679492,3331.03
4198696000000676972,11152.22
4198696000000677071,54.09
4198696000000677125,3036.62
4198696000000677143,335.90999999999997
4198696000000677152,643.77
4198696000000679159,4616.39
4198696000000679708,1808.73
4198696000000679717,2391.21
4198696000000679726,2194.29
4198696000000679744,3186.54
4198696000000676837,4354.56
4198696000000676846,4825.17
4198696000000678835,3076.25
4198696000000678889,4030.75
4198696000000678898,3996.25
4198696000000678583,7573.34
4198696000000791010,1021.16
4198696000000791037,1787.04
4198696000000836169,3128
4198696000000836196,1858.3999999999999
4198696000000844003,2150
4198696000000844237,2340
4198696000000844318,675
4198696000000844030,1350
4198696000000844057,3195
4198696000000844066,2650
4198696000000844075,2325
4198696000000844084,1975
4198696000000844174,1870
4198696000000862516,11673
4198696000000862597,12610.03
4198696000000862777,7101
4198696000000862939,19602
4198696000000863047,11133.49
4198696000000863083,21708
4198696000000863137,9012.02
4198696000000863173,7013.589999999999
4198696000000860725,5530.62
4198696000000860734,11162.51
4198696000000860752,8999.1
4198696000000860779,8560.61
4198696000000860788,10209.39
4198696000000860806,8362.91
4198696000000860842,6245.099999999999
4198696000000861148,7191
4198696000000861202,7507.289999999999
4198696000000861283,6035.4
4198696000000861292,8919.41
4198696000000861481,7124.280000000001
4198696000000861526,6054.5
4198696000000861553,8594.78
4198696000000861598,8043.530000000001
4198696000000864172,54862.10999999999
4198696000000864217,27333.77
4198696000000864262,31737.460000000003
4198696000000864271,32158.289999999997
4198696000000865711,14850
4198696000000865738,16593.69
4198696000000865765,17552.899999999998
4198696000000865792,13240.12
4198696000000865801,16192.41
4198696000000865864,16155
4198696000000865900,17264.73
4198696000000865963,19869.59
4198696000000865981,14791.89
4198696000000863209,13050
4198696000000863299,10269.68
4198696000000863443,14400
4198696000000863470,17367.2
4198696000000866053,6751.76
4198696000000866107,8355.57
4198696000000866224,8835.67
4198696000000866287,6744.56
4198696000000861625,14236.35
4198696000000861697,15322.74
4198696000000862102,13670.51
4198696000000863668,15196.24
4198696000000863677,24125.67
4198696000000863731,9891.35
4198696000000863839,18545.91
4198696000000865333,73935.04
4198696000000865495,470000
4198696000000865396,41756.87
4198696000000865243,37931.88
4198696000000865621,102971.84999999999
4198696000000865630,150079.69999999998
4198696000000865315,110308
4198696000000865270,126041.21
4198696000000864289,5598
4198696000000864379,5887.14
4198696000000864388,6381.69
4198696000000864397,5586.09
4198696000000864451,6216.09
4198696000000864532,7825.8
4198696000000864550,5099.62
4198696000000864613,7053.66
4198696000000864658,5735.55
4198696000000864676,6071.7
4198696000000864694,5508.0599999999995
4198696000000864730,5554.22
4198696000000864838,6279.56
4198696000000864892,6237
4198696000000864901,6714.47
4198696000000864910,6322.57
4198696000000864937,6345.889999999999
4198696000000865216,6487.67
4198696000000860662,64000
4198696000000860707,47500
4198696000000899439,16996
4198696000000899475,27148.04
4198696000000899493,5556.45
4198696000000899556,1353.89
4198696000000899601,4326.86
4198696000000899628,2050.36
4198696000000899655,4049.5
4198696000000899682,9353.050000000001
4198696000000899736,3446.5
4198696000000899799,199.55
4198696000000899808,926.97
4198696000000898773,13820.67
4198696000000898782,14083.17
4198696000000898791,20630.89
4198696000000899088,19080.77
4198696000000899106,11718.57
4198696000000899124,12930.48
4198696000000897189,3798.02
4198696000000897207,6090.15
4198696000000897216,7262.650000000001
4198696000000897252,5039.36
4198696000000897387,6345.55
4198696000000897396,1463.64
4198696000000897477,4066.66
4198696000000897486,4218.75
4198696000000897504,1027.4
4198696000000897522,2251.04
4198696000000897549,1056.05
4198696000000897567,1127.41
4198696000000897603,3186.65
4198696000000897666,2945.83
4198696000000897684,1908.31
4198696000000897720,3371.94
