Product_ID,Last_Purchase_Price
4198696000000897864,4446.48
4198696000000897936,2227.53
4198696000000897981,2343.65
4198696000000898080,10919.58
4198696000000898143,1537.73
4198696000000898197,2269.55
4198696000000898215,3932.31
4198696000000898323,4335.39
4198696000000898341,11936.19
4198696000000898440,7216.31
4198696000000898503,5243.15
4198696000000898530,10853.13
4198696000000898863,17905.84
4198696000000898872,17295.09
4198696000000898917,20558.09
4198696000000899016,34394.17
4198696000000899025,19139.9
4198696000000899043,5289.2
4198696000000899079,19056.89
4198696000000899214,23560.32
4198696000000899250,23560.32
4198696000000899268,17906.19
4198696000000899277,17906.19
4198696000000898566,11712.51
4198696000000898575,8313.9
4198696000000898584,10842.22
4198696000000898620,20523.510000000002
4198696000000898665,13365.65
4198696000000898674,20606.07
4198696000000898692,26501.090000000004
4198696000000898710,21664.98
4198696000001039645,1111
4198696000001039663,4818
4198696000001039681,3107.5
4198696000001039726,682
4198696000001039735,324.5
4198696000001039744,346.5
4198696000001039879,830.5
4198696000001039915,418
4198696000001039960,803
4198696000001039996,1012
4198696000001040140,797.5
4198696000001040230,12072.5
4198696000001040248,9432.5
4198696000001040284,2783
4198696000001040293,1501.5
4198696000001040311,11473
4198696000001040410,5659.5
4198696000001040437,4983
4198696000001040464,3663
4198696000001040482,6352.5
4198696000001040554,3998.5
4198696000001040680,18496.5
4198696000001040689,19046.5
4198696000001040752,7243.5
4198696000001040824,6809
4198696000001040887,4576
4198696000001040905,5357
4198696000001040914,6171
4198696000001040995,77
4198696000001041031,60.5
4198696000001041040,60.5
4198696000001041049,60.5
4198696000001041058,60.5
4198696000001041067,60.5
4198696000001041076,841.5
4198696000001048203,95243.5
4198696000001048284,13970
4198696000001045488,23719.61
4198696000001045497,12839.47
4198696000001045506,19198.4
4198696000001045542,31194.97
4198696000001045596,31794.79
4198696000001045614,32307.27
4198696000001045668,32981.42
4198696000001045758,18646.97
4198696000001045767,6309.6
4198696000001045839,17173.739999999998
4198696000001045866,12869.89
4198696000001045884,10798.92
4198696000001045893,9760.75
4198696000001045920,32010.26
4198696000001046028,32223.809999999998
4198696000001046055,23868.52
4198696000001046181,32755.690000000002
4198696000001046253,12641.05
4198696000001046262,25944.04
4198696000001046298,28175.109999999997
4198696000001046334,28134
4198696000001046379,28015.29
4198696000001046451,9515.92
4198696000001046478,23965.14
4198696000001046487,13285.550000000001
4198696000001046523,20769.79
4198696000001046559,8407.939999999999
4198696000001046658,20311.329999999998
4198696000001046685,29583.77
4198696000001046694,11257.34
4198696000001046730,47745.58
4198696000001046748,25468.45
4198696000001046802,8771.460000000001
4198696000001046838,11039.57
4198696000001089208,335.29
4198696000000679771,263.45
4198696000001089190,228.08
4198696000001086475,1550
4198696000001086322,4200
4198696000001086331,3950
4198696000001086367,2800
4198696000001086385,4200
4198696000001086394,5550
4198696000001096340,8900
4198696000001096439,2600
4198696000001096466,5100
4198696000001096475,6200
4198696000001096484,6200
4198696000001096511,4600
4198696000001096520,4900
4198696000001096547,4900
4198696000001096583,3500
4198696000001096592,4400
4198696000001096610,7670
4198696000001197232,9800
4198696000001300097,5500
4198696000001441114,7400
4198696000001406525,4900
4198696000001406561,2900
4198696000001407326,2600
4198696000001407353,3990
4198696000001407074,2200
4198696000001407254,1990
4198696000001406948,2400
4198696000001407389,3500
4198696000001406219,1800
4198696000001407191,2100
4198696000001407155,1800
4198696000001406345,2200
4198696000001407164,2100
4198696000001406570,1700
4198696000001406957,1700
4198696000001406723,4100
4198696000001464010,36911.92
4198696000001522110,17190
4198696000001522200,20671.15
4198696000001407767,4990
4198696000001407785,7990
4198696000001407596,21500
4198696000001408145,3100
4198696000001407857,4800
4198696000001408082,2800
4198696000001407992,6500
4198696000001407749,5900
4198696000001407542,26700
4198696000001613744,16980
4198696000001613798,22980
4198696000001613987,24977.7
4198696000001614113,31400.36
4198696000001614194,31200
4198696000001614212,27678.97
4198696000001614338,30800
4198696000001614554,31796.91
4198696000001614572,37513.56
4198696000001614752,21089.96
4198696000001614788,18619.52
4198696000001611746,4091.26
4198696000001611800,1331.6
4198696000001611836,7535.17
4198696000001611890,5795.46
4198696000001612034,7381.38
4198696000001612097,11323.62
4198696000001612286,23950
4198696000001612295,22097.66
4198696000001612430,29960
4198696000001612439,42988.84
4198696000001612457,31974.05
4198696000001612646,44980
4198696000001612664,26450.16
4198696000001612781,46609.77
4198696000001612799,39900
4198696000001612817,28067.57
4198696000001613177,27767.52
4198696000001613186,33562.19
4198696000001613195,12771.03
4198696000001610684,17072.81
4198696000001611125,18731.42
4198696000001611188,15920
4198696000001611206,15590.72
4198696000001611233,13822.84
4198696000001611314,17108.7
4198696000001611350,11936.78
4198696000001611368,15151.76
4198696000001610297,1138.39
4198696000001610324,1675.62
4198696000001610432,11651.17
4198696000001629744,7485.17
4198696000001674868,7640
4198696000001685084,40096.15
4198696000001685111,15717
4198696000001685129,11075
4198696000001715775,33105.87
4198696000001730051,1600
4198696000001735038,25000
4198696000001735467,28880
4198696000001868199,23714
4198696000001878229,5900
4198696000001900192,5150
4198696000002192421,48485.8
4198696000002192886,23850
4198696000002318019,2900
4198696000002384171,12243.05
4198696000002427083,1850
4198696000002566087,2200
4198696000002566280,10400
4198696000002574022,65000
4198696000002584699,14230.47
4198696000002584837,3300
4198696000002584970,22251.43
4198696000002622651,11070
4198696000002622951,35400
4198696000002664881,44854
4198696000001613735,43262.53
4198696000001674958,5448.95
4198696000000141355,929.5
4198696000000141193,555.5
4198696000000136468,1996.5
4198696000000137665,93.5
4198696000000137602,423.5
4198696000000137935,2156
4198696000000137692,1743.5
4198696000000139546,9768
4198696000000137890,4416.5
4198696000000144658,5560.5
4198696000000143965,297
4198696000000139888,280.5
4198696000000138925,242
4198696000000142183,654.5
4198696000000140230,3877.5
4198696000000140239,3690.5
4198696000000136630,11924
4198696000000142435,5.5
4198696000000142471,5.5
4198696000000139195,19431.5
4198696000000139222,7243.5
4198696000000140941,2024
4198696000000140950,2464
4198696000000142930,2590.5
4198696000000142777,2260.5
4198696000000136423,313.5
4198696000000141886,6627.5
4198696000000143389,1072.5
4198696000000140887,1039.5
4198696000000588331,400.7
4198696000000602320,11546.4
4198696000000602383,4263.21
4198696000000602527,3391.19
4198696000000670191,1562.55
4198696000000670686,1991.03
4198696000000670740,1736.3400000000001
4198696000000678754,3312.8199999999997
4198696000000678187,1310.63
4198696000000678088,962.77
4198696000000677539,3143.09
4198696000000677683,3833.07
4198696000000676783,3350.97
4198696000000676810,3090.15
4198696000000678817,7617.839999999999
4198696000000836214,1830.8
4198696000000844291,1150
4198696000000861229,9952.89
4198696000000864028,29960.15
4198696000000865846,14187.32
4198696000000863434,14066.720000000001
4198696000000863578,16731.07
4198696000000862273,10109.6
4198696000000865567,37765.25
4198696000000864559,8155.38
4198696000000865027,6593.089999999999
4198696000000860581,58000
4198696000000899637,2151.57
4198696000000899763,203.70999999999998
4198696000000899097,16416.829999999998
4198696000000897810,2536.71
4198696000000897990,4446.48
4198696000000898512,10664.93
4198696000000898935,10366.53
4198696000000898980,18751.510000000002
4198696000000899196,18505.75
4198696000000899205,14708.060000000001
4198696000000898746,17905.84
4198696000001039771,335.5
4198696000001039942,7733
4198696000001040176,764.5
4198696000001040239,11099
4198696000001040428,3899.5
4198696000001040545,3239.5
4198696000001048212,75119
4198696000001045533,36598.39
4198696000001045902,12256.7
4198696000001046001,31563.79
4198696000001046469,50151.44
4198696000001046532,17219.16
4198696000001046595,10394.64
4198696000001407218,2990
4198696000001406831,2900
4198696000001406228,1800
4198696000001407668,38700
4198696000001408073,2100
4198696000001407821,4900
4198696000001407614,19900
4198696000001614563,31796.91
4198696000001615004,14679.22
4198696000001613438,10031.08
4198696000001613582,10031.08
4198696000001611818,4100
4198696000001612979,13944.2
4198696000001610792,17331.24
4198696000001610963,14463.17
4198696000001611062,19035.63
4198696000001611071,16900
4198696000001610270,7120.295
4198696000001057513,7480.86
4198696000002584708,8900
4198696000002622737,3500
4198696000001615229,12515.29
4198696000000137998,2502.5
4198696000000139672,137.5
4198696000000141760,17319.5
4198696000000144235,8415
4198696000000144136,4922.5
4198696000000670578,1733.89
4198696000000862984,18804.739999999998
4198696000000863794,28489.3
4198696000000864703,5389.88
4198696000000898854,19790.67
4198696000000898647,16963.43
4198696000001223019,887.22
4198696000001610603,21621.3
4198696000002574013,65000
4198696000000141103,1215.5
4198696000000141382,742.5
4198696000000141436,1050.5
4198696000000141112,1303.5
4198696000000141463,704
4198696000000141643,731.5
4198696000000141148,1001
4198696000000141175,605
4198696000000141220,434.5
4198696000000141256,1067
4198696000000141085,610.5
4198696000000141328,693
4198696000000143002,6880.5
4198696000000144415,6242.5
4198696000000144496,13073.5
4198696000000142993,5940
4198696000000136477,2150.5
4198696000000140653,3338.5
4198696000000140707,3404.5
4198696000000140725,2909.5
4198696000000140734,3366
4198696000000140752,2854.5
4198696000000140743,2860
4198696000000137656,1485
4198696000000513093,676.5
4198696000000137584,407
4198696000000137611,649
4198696000000513111,1809.5
4198696000000137476,1677.5
4198696000000137494,2029.5
4198696000000137467,632.5
4198696000000138241,12006.5
4198696000000138268,6440.5
4198696000000137719,6006
4198696000000138169,3239.5
4198696000000138187,2612.5
4198696000000138205,3239.5
4198696000000138259,3690.5
4198696000000137944,1056
4198696000000138016,2964.5
4198696000000137791,1820.5
4198696000000137845,3536.5
4198696000000137881,1969
4198696000000144559,1947
4198696000000137836,9482
4198696000000139528,7304
4198696000000139564,10433.5
4198696000000138106,2425.5
4198696000000144685,5973
4198696000000144676,5846.5
4198696000000139033,2403.5
4198696000000139699,27.5
4198696000000139717,302.5
4198696000000139753,148.5
4198696000000139780,159.5
4198696000000139798,302.5
4198696000000139663,231
4198696000000139726,16.5
4198696000000139681,1749
4198696000000139834,1710.5
4198696000000143065,687.5
4198696000000138934,473
4198696000000138808,93.5
4198696000000138844,93.5
4198696000000138862,170.5
4198696000000138880,121
4198696000000138889,121
4198696000000142147,880
4198696000000139897,3432
4198696000000140176,5241.5
4198696000000140212,5087.5
4198696000000140302,3971
4198696000000140392,5555
4198696000000139987,3531
4198696000000139915,3393.5
4198696000000140023,3454
4198696000000140041,3987.5
4198696000000141742,159.5
4198696000000141949,10615
4198696000000144505,1798.5
4198696000000144289,5417.5
4198696000000144262,4334
4198696000000138367,3294.5
4198696000000136666,13436.5
4198696000000136684,14223
4198696000000137278,11962.5
4198696000000137305,7799
4198696000000136513,8096
4198696000000136765,18375.5
4198696000000136810,7249
4198696000000136819,7249
4198696000000136828,6748.5
4198696000000136837,6748.5
4198696000000136846,11962.5
4198696000000136873,11962.5
4198696000000136882,7282
4198696000000136891,7282
4198696000000136990,9361
4198696000000137188,6847.5
4198696000000137197,11962.5
4198696000000137206,11962.5
4198696000000137251,13623.5
4198696000000137341,6671.5
4198696000000136612,6220.5
4198696000000136621,11924
4198696000000143326,1463
4198696000000143254,1254
4198696000000138322,5098.5
4198696000000140815,19866
4198696000000140770,26801.5
4198696000000144424,2777.5
4198696000000138970,3327.5
4198696000000139078,3151.5
4198696000000139123,830.5
4198696000000138952,2739
4198696000000138961,5918
4198696000000138979,2106.5
4198696000000139069,3443
4198696000000141976,11605
4198696000000138502,1628
4198696000000141481,649
4198696000000138493,1980
4198696000000138574,2343
4198696000000138646,2920.5
4198696000000142480,66
4198696000000142237,5.5
4198696000000142372,71.5
4198696000000139816,7359
4198696000000139231,12754.5
4198696000000139267,16780.5
4198696000000139294,11302.5
4198696000000140914,2106.5
4198696000000140986,1584
4198696000000143848,5318.5
4198696000000143902,3173.5
4198696000000143938,4620
4198696000000513156,4768.5
4198696000000143857,5318.5
4198696000000139330,2106.5
4198696000000142813,1397
4198696000000142849,2508
4198696000000142858,2574
4198696000000142867,2827
4198696000000142876,2244
4198696000000142894,2469.5
4198696000000142921,1969
4198696000000142588,2563
4198696000000142642,2887.5
4198696000000142651,2370.5
4198696000000142741,2381.5
4198696000000142561,2211
4198696000000142795,2392.5
4198696000000144046,2904
4198696000000144064,3454
4198696000000144073,6121.5
4198696000000144082,4603.5
4198696000000144118,5725.5
4198696000000144154,3883
4198696000000144010,5302
4198696000000140896,1028.5
4198696000000140833,665.5
4198696000000138817,154
4198696000000138826,99
4198696000000138313,379.5
4198696000000143578,3861
4198696000000143551,1716
4198696000000143596,1633.5
4198696000000143632,3261.5
4198696000000144406,9823
4198696000000144379,8409.5
4198696000000140878,1523.5
4198696000000136450,1259.5
4198696000000139447,14311
4198696000000139627,5318.5
4198696000000143380,1072.5
4198696000000143407,2524.5
4198696000000143425,1287
4198696000000143461,2233
4198696000000141697,38.5
4198696000000142327,165
4198696000000136441,3811.5
4198696000000138736,990
4198696000000140572,429
4198696000000140527,731.5
4198696000000140536,775.5
4198696000000588196,1424.6
4198696000000588232,5443.3
4198696000000588241,2493.8
4198696000000588286,5710.7
4198696000000602302,1776.9
4198696000000602482,3171.6700000000005
4198696000000602500,7127.799999999999
4198696000000602518,3302.72
4198696000000670245,1404.28
4198696000000669525,1261.73
4198696000000670533,1508.92
4198696000000670002,3395.6200000000003
4198696000000670011,3043.76
4198696000000670074,1885.95
4198696000000669939,3043.17
4198696000000669948,1701.11
4198696000000669534,3936.35
4198696000000669543,2822.4
4198696000000669579,3945.02
4198696000000669633,2860.27
4198696000000669777,1986.77
4198696000000669786,1981.09
4198696000000670344,1811.55
4198696000000670587,2393.99
4198696000000670614,1961.82
4198696000000678988,7213.13
4198696000000679051,4081.56
4198696000000679060,19832.14
4198696000000679087,3403.35
4198696000000679096,4227.5199999999995
4198696000000678691,5244
4198696000000678745,3208.5
4198696000000678781,3427.55
4198696000000678925,3950.6299999999997
4198696000000676873,910.5
4198696000000678943,5797.75
4198696000000679564,3953.1800000000003
4198696000000679591,5095.21
4198696000000678376,1020.18
4198696000000678385,1261.49
4198696000000678403,1472.44
4198696000000678412,1107.4
4198696000000678430,1233.78
4198696000000678439,1245.92
4198696000000678475,1165.93
4198696000000677359,2609.76
4198696000000677368,2919.55
4198696000000678133,1978.42
4198696000000678142,2223.79
4198696000000677926,1908.05
4198696000000677962,1907.77
4198696000000677521,3478.54
4198696000000677530,2455.69
4198696000000677611,4845.7
4198696000000677647,3457.59
4198696000000677728,4804.72
4198696000000677737,2278.0499999999997
4198696000000677746,2191.61
4198696000000677404,5985.59
4198696000000677422,5046.75
4198696000000677458,7124.19
4198696000000678511,5533.2325
4198696000000678520,7342.705
4198696000000676927,44.52
4198696000000679330,3331.03
4198696000000679339,3437.52
4198696000000679348,2562.52
4198696000000679375,2695.28
4198696000000679384,3187.52
4198696000000679456,5362.2
4198696000000679474,3653.09
4198696000000676981,7645.32
4198696000000676990,7645.32
4198696000000677017,56.24
4198696000000677053,43.52
4198696000000677134,587.23
4198696000000677161,1572.05
4198696000000677179,27198.35
4198696000000679114,3065.23
4198696000000679123,4948.13
4198696000000679132,3606.78
4198696000000679168,7236.66
4198696000000676774,3195.2900000000004
4198696000000676792,4868.58
4198696000000676819,6234.240000000001
4198696000000676828,2800.98
4198696000000678826,7210.889999999999
4198696000000678880,5065.75
4198696000000678538,6021.85
4198696000000678547,2771.5
4198696000000678556,6554.47
4198696000000678655,7615.18
4198696000000791001,900.23
4198696000000836142,984.4
4198696000000836187,3376.4
4198696000000844282,1475
4198696000000844048,2355
4198696000000844093,5750
4198696000000844156,1820
4198696000000862534,11405.03
4198696000000862561,5492.4400000000005
4198696000000862588,15647.98
4198696000000862678,10778.939999999999
4198696000000862840,10617.34
4198696000000862993,15966.41
4198696000000863029,8980
4198696000000863038,14915.34
4198696000000863074,11218.36
4198696000000863128,6720.82
4198696000000863164,10709.82
4198696000000860815,9900
4198696000000860887,4998.469999999999
4198696000000860950,10100.77
4198696000000861076,9231.89
4198696000000861139,5738.26
4198696000000861157,7982.87
4198696000000861184,7851.95
4198696000000861373,6722.1
4198696000000861382,6626.33
4198696000000861400,6013.5
4198696000000861472,5271.41
4198696000000864010,40092.770000000004
4198696000000864136,32933.37
4198696000000864163,33534.090000000004
4198696000000864208,31889.4
4198696000000864253,47000
4198696000000865819,16195.95
4198696000000865855,20468.45
4198696000000863272,24210
4198696000000863317,14906.2
4198696000000863335,13863.59
4198696000000863371,18000
4198696000000863380,20939.45
4198696000000863425,22967.94
4198696000000863452,15417.13
4198696000000863587,12220.33
4198696000000863614,10283.14
4198696000000866035,7516.76
4198696000000866080,7060.360000000001
4198696000000866098,6474.3
4198696000000866152,7380.25
4198696000000866161,6262.42
4198696000000866170,7449.67
4198696000000866206,8548.08
4198696000000861688,12335.15
4198696000000862165,9438.09
4198696000000862201,10276.49
4198696000000862282,9951.289999999999
4198696000000862399,10349.039999999999
4198696000000862444,12188.869999999999
4198696000000863803,14263.06
4198696000000863893,35133.74
4198696000000863911,15007.42
4198696000000865450,266000
4198696000000865513,262380.72000000003
4198696000000865279,131399.87
4198696000000864415,8628.73
4198696000000864523,6575.23
4198696000000864577,8800
4198696000000864685,5505.46
4198696000000864964,6285.52
4198696000000865045,6150
4198696000000860608,61000
4198696000000860653,64000
4198696000000860671,40000
4198696000000860689,42000
4198696000000899295,1684.86
4198696000000899331,1684.86
4198696000000899430,13778.81
4198696000000899502,27995
4198696000000899538,1296.95
4198696000000899619,915.5899999999999
4198696000000899664,9343.82
4198696000000899691,9872.66
4198696000000898764,18267.36
4198696000000897297,3336.77
4198696000000897342,4136.91
4198696000000897423,7262.65
4198696000000897432,7473.66
4198696000000897441,1926.8100000000002
4198696000000897450,1518.35
4198696000000897495,11383.23
4198696000000897540,1074.55
4198696000000897558,1127.41
4198696000000897612,1963.89
4198696000000897648,1704.51
4198696000000897711,2945.83
4198696000000897729,3371.94
4198696000000897837,3910.74
4198696000000897846,3445.92
4198696000000897873,2236.65
4198696000000897882,3118.55
4198696000000897954,2823.33
4198696000000897999,4335.39
4198696000000898035,6623.95
4198696000000898044,8550.24
4198696000000898152,3983.31
4198696000000898251,2528.94
4198696000000898305,6558.58
4198696000000898377,8607.02
4198696000000898395,4527.04
4198696000000898431,5808.27
4198696000000898458,8081.49
4198696000000898476,8033.19
4198696000000898485,14710.95
4198696000000898521,10664.93
4198696000000898890,7945
4198696000000898899,20927.06
4198696000000898908,16384.22
4198696000000898953,30750.670000000002
4198696000000898998,34394.17
4198696000000899223,14708.05
4198696000000899286,30435.52
4198696000000898548,8515.4
4198696000000898593,18751.510000000002
4198696000000913969,19358.97
4198696000001039672,1281.5
4198696000001039789,418
4198696000001039861,302.5
4198696000001040005,671
