Expense ID,Customer ID,Vendor ID,Expense Date,Is Billable,Total (BCY),Paid Through,Created Time,Status,Sub Total (BCY),Mileage Rate,Mileage Unit,Distance,Start Odometer Reading,End Odometer Reading,Mileage Type,Merchant ID,Merchant Name,User ID,Report ID,Report Number,Employee Paid Through,Currency Code,Exchange Rate,Last Modified Time
4198696000030169267,,4198696000000960013,27 Aug 2025,No,"CRC 4,500.00",4198696000000298225,2025-09-11 14:21:49,Non-Billable,"CRC 3,982.30",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:49
4198696000029973792,,,27 Aug 2025,No,CRC 877.50,4198696000000375179,2025-09-09 15:39:44,Non-Billable,CRC 877.50,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 15:39:44
4198696000030169099,,4198696000000960013,26 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:46,Non-Billable,"CRC 4,424.78",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:46
4198696000030169127,,4198696000000960013,26 Aug 2025,No,"CRC 3,500.01",4198696000000298225,2025-09-11 14:21:47,Non-Billable,"CRC 3,097.35",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:47
4198696000030169211,,4198696000000960013,26 Aug 2025,No,"CRC 7,305.00",4198696000000298225,2025-09-11 14:21:48,Non-Billable,"CRC 7,305.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:48
4198696000030169043,,4198696000000960013,26 Aug 2025,No,"CRC 42,239.40",4198696000000298225,2025-09-11 14:21:45,Non-Billable,"CRC 37,380.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:45
4198696000030169155,,4198696000000960013,26 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:47,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:47
4198696000030169071,,4198696000000960013,26 Aug 2025,No,"CRC 3,869.99",4198696000000298225,2025-09-11 14:21:46,Non-Billable,"CRC 3,424.77",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:46
4198696000030169183,,4198696000000960013,26 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:47,Non-Billable,"CRC 2,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:47
4198696000029973772,,,26 Aug 2025,No,"CRC 7,356.84",4198696000000375179,2025-09-09 14:27:53,Non-Billable,"CRC 7,356.84",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 14:27:53
4198696000029850750,,4198696000001877491,26 Aug 2025,No,"CRC 20,130.95",4198696000000375167,2025-09-05 13:44:00,Non-Billable,"CRC 17,815.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:44:00
4198696000030168903,,4198696000000960013,25 Aug 2025,No,"CRC 10,000.00",4198696000000298225,2025-09-11 14:21:43,Non-Billable,"CRC 10,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:43
4198696000030168987,,4198696000000960013,25 Aug 2025,No,"CRC 7,000.00",4198696000000298225,2025-09-11 14:21:44,Non-Billable,"CRC 7,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:44
4198696000029850722,,4198696000001877491,25 Aug 2025,No,"CRC 586,612.32",4198696000000375167,2025-09-05 13:43:23,Non-Billable,"CRC 519,129.10",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:43:23
4198696000030168931,,4198696000000960013,25 Aug 2025,No,"CRC 2,260.00",4198696000000298225,2025-09-11 14:21:43,Non-Billable,"CRC 2,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:43
4198696000028973458,,,25 Aug 2025,No,"CRC 7,261.80",4198696000000375179,2025-08-26 12:22:33,Non-Billable,"CRC 7,261.80",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:22:33
4198696000028973478,,,25 Aug 2025,No,"CRC 16,708.03",4198696000000375179,2025-08-26 12:22:51,Non-Billable,"CRC 16,708.03",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:22:51
4198696000030168959,,4198696000000960013,25 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:44,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:44
4198696000030169015,,4198696000000960013,25 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:45,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:45
4198696000028985346,,,25 Aug 2025,No,CRC 0.01,4198696000000375179,2025-08-26 16:55:54,Non-Billable,CRC 0.01,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 16:55:54
4198696000030168875,,4198696000000960013,23 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:43,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:43
4198696000028973498,,,22 Aug 2025,No,"CRC 9,090.16",4198696000000375179,2025-08-26 12:23:21,Non-Billable,"CRC 9,090.16",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:23:21
4198696000030168847,,4198696000000960013,22 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:42,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:42
4198696000030168791,,4198696000000960013,22 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:41,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:41
4198696000030168735,,4198696000000960013,22 Aug 2025,No,"CRC 6,000.00",4198696000000298225,2025-09-11 14:21:40,Non-Billable,"CRC 6,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:40
4198696000029850694,,4198696000001877491,22 Aug 2025,No,"CRC 20,130.95",4198696000000375167,2025-09-05 13:41:52,Non-Billable,"CRC 17,815.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 11:34:17
4198696000029850520,,,22 Aug 2025,No,"CRC 4,635.45",4198696000000375167,2025-09-05 13:17:04,Non-Billable,"CRC 4,635.45",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:17:04
4198696000030168819,,4198696000000960013,22 Aug 2025,No,"CRC 7,500.00",4198696000000298225,2025-09-11 14:21:42,Non-Billable,"CRC 7,500.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:42
4198696000030168763,,4198696000000960013,22 Aug 2025,No,"CRC 2,500.00",4198696000000298225,2025-09-11 14:21:41,Non-Billable,"CRC 2,212.39",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:41
4198696000030168623,,4198696000000960013,21 Aug 2025,No,"CRC 1,800.00",4198696000000298225,2025-09-11 14:21:39,Non-Billable,"CRC 1,592.92",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:39
4198696000030168707,,4198696000000960013,21 Aug 2025,No,"CRC 2,300.00",4198696000000298225,2025-09-11 14:21:40,Non-Billable,"CRC 2,035.40",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:40
4198696000030168595,,4198696000000960013,21 Aug 2025,No,"CRC 8,000.00",4198696000000298225,2025-09-11 14:21:38,Non-Billable,"CRC 8,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:38
4198696000028916576,,,21 Aug 2025,No,CRC 378.21,4198696000000375175,2025-08-26 09:53:20,Non-Billable,CRC 378.21,0.00,,,,,NonMileage,,,,,,,USD,504.29,2025-08-26 09:53:20
4198696000028973538,,,21 Aug 2025,No,"CRC 10,538.07",4198696000000375179,2025-08-26 12:25:08,Non-Billable,"CRC 10,538.07",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:25:08
4198696000028973518,,,21 Aug 2025,No,"CRC 13,003.46",4198696000000375179,2025-08-26 12:24:25,Non-Billable,"CRC 13,003.46",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:24:25
4198696000028985300,,,21 Aug 2025,No,"CRC 154,446.00",4198696000000375179,2025-08-26 16:49:45,Non-Billable,"CRC 154,446.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 16:49:45
4198696000028985280,,,21 Aug 2025,No,"CRC 1,533.00",4198696000000375179,2025-08-26 16:44:57,Non-Billable,"CRC 1,533.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 16:44:57
4198696000028916489,,,21 Aug 2025,No,"CRC 9,707.51",4198696000000375175,2025-08-26 09:27:42,Non-Billable,"CRC 9,707.51",0.00,,,,,NonMileage,,,,,,,USD,504.29,2025-08-26 09:27:42
4198696000030168651,,4198696000000960013,21 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:39,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:39
4198696000030168539,,4198696000000960013,21 Aug 2025,No,"CRC 3,000.00",4198696000000298225,2025-09-11 14:21:37,Non-Billable,"CRC 2,654.87",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:37
4198696000030168567,,4198696000000960013,21 Aug 2025,No,"CRC 3,000.00",4198696000000298225,2025-09-11 14:21:38,Non-Billable,"CRC 2,654.87",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:38
4198696000030168679,,4198696000000960013,21 Aug 2025,No,"CRC 10,000.00",4198696000000298225,2025-09-11 14:21:39,Non-Billable,"CRC 10,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:39
4198696000030168455,,4198696000000960013,20 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:36,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:36
4198696000028916511,,4198696000001719386,20 Aug 2025,No,"CRC 12,549.22",4198696000000375175,2025-08-26 09:32:48,Non-Billable,"CRC 11,105.50",0.00,,,,,NonMileage,,,,,,,USD,504.80,2025-08-26 09:32:48
4198696000029850494,,,20 Aug 2025,No,"CRC 3,137.54",4198696000000375167,2025-09-05 13:15:21,Non-Billable,"CRC 3,137.54",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:15:21
4198696000030168511,,4198696000000960013,20 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:37,Non-Billable,"CRC 4,424.78",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:37
4198696000030168483,,4198696000000960013,20 Aug 2025,No,"CRC 6,000.00",4198696000000298225,2025-09-11 14:21:36,Non-Billable,"CRC 6,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:36
4198696000030168427,,4198696000000960013,20 Aug 2025,No,"CRC 3,130.00",4198696000000298225,2025-09-11 14:21:36,Non-Billable,"CRC 2,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:36
4198696000028975468,,,20 Aug 2025,No,"CRC 4,608.00",4198696000000375179,2025-08-26 16:16:14,Non-Billable,"CRC 4,608.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 16:16:14
4198696000029888420,,,20 Aug 2025,No,"CRC 63,897.00",4198696000000375167,2025-09-05 14:28:31,Non-Billable,"CRC 59,959.56",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 14:28:31
4198696000028975393,,4198696000023706101,20 Aug 2025,No,"CRC 508,500.00",4198696000000375179,2025-08-26 15:40:16,Non-Billable,"CRC 450,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 15:40:16
4198696000029850468,,,19 Aug 2025,No,"CRC 1,412.50",4198696000000375167,2025-09-05 13:13:24,Non-Billable,"CRC 1,412.50",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:13:24
4198696000030168371,,4198696000000960013,19 Aug 2025,No,"CRC 2,300.00",4198696000000298225,2025-09-11 14:21:35,Non-Billable,"CRC 2,035.40",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:35
4198696000030168315,,4198696000000960013,19 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:34,Non-Billable,"CRC 4,424.78",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:34
4198696000030168343,,4198696000000960013,19 Aug 2025,No,"CRC 6,000.00",4198696000000298225,2025-09-11 14:21:34,Non-Billable,"CRC 6,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:34
4198696000028973558,,,19 Aug 2025,No,"CRC 13,680.15",4198696000000375179,2025-08-26 12:26:11,Non-Billable,"CRC 13,680.15",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:26:11
4198696000030168259,,4198696000000960013,19 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:33,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:33
4198696000028773771,,4198696000000470001,19 Aug 2025,No,"CRC 114,256.83",4198696000000375175,2025-08-22 14:56:36,Non-Billable,"CRC 101,112.23",0.00,,,,,NonMileage,,,,,,,USD,505.56,2025-08-22 14:56:36
4198696000030168399,,4198696000000960013,19 Aug 2025,No,"CRC 3,000.00",4198696000000298225,2025-09-11 14:21:35,Non-Billable,"CRC 2,654.87",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:35
4198696000030168287,,4198696000000960013,19 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:33,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:33
4198696000028973578,,,18 Aug 2025,No,"CRC 10,522.86",4198696000000375179,2025-08-26 12:26:33,Non-Billable,"CRC 10,522.86",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:26:33
4198696000028973598,,,18 Aug 2025,No,"CRC 26,353.31",4198696000000375179,2025-08-26 12:26:52,Non-Billable,"CRC 26,353.31",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:26:52
4198696000030168147,,4198696000000960013,18 Aug 2025,No,"CRC 2,080.33",4198696000000298225,2025-09-11 14:21:31,Non-Billable,"CRC 1,841.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:31
4198696000030168231,,4198696000000960013,18 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:32,Non-Billable,"CRC 2,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:32
4198696000030168091,,4198696000000960013,18 Aug 2025,No,"CRC 11,219.77",4198696000000298225,2025-09-11 14:21:29,Non-Billable,"CRC 9,929.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:29
4198696000030168203,,4198696000000960013,18 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:32,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:32
4198696000030168119,,4198696000000960013,18 Aug 2025,No,"CRC 1,459.96",4198696000000298225,2025-09-11 14:21:30,Non-Billable,"CRC 1,292.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:30
4198696000030168175,,4198696000000960013,18 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:31,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:31
4198696000030168007,,4198696000000960013,14 Aug 2025,No,"CRC 7,799.99",4198696000000298225,2025-09-11 14:21:28,Non-Billable,"CRC 6,902.65",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:28
4198696000028975321,,,14 Aug 2025,No,"CRC 2,304.00",4198696000000375179,2025-08-26 13:36:04,Non-Billable,"CRC 2,304.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 13:36:04
4198696000030168035,,4198696000000960013,14 Aug 2025,No,"CRC 1,699.99",4198696000000298225,2025-09-11 14:21:28,Non-Billable,"CRC 1,504.42",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:28
4198696000030168063,,4198696000000960013,14 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:29,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:29
4198696000028973618,,,14 Aug 2025,No,"CRC 19,093.31",4198696000000375179,2025-08-26 12:27:15,Non-Billable,"CRC 19,093.31",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:27:15
4198696000029850834,,,14 Aug 2025,No,"CRC 138,961.34",4198696000000375167,2025-09-05 14:07:16,Non-Billable,"CRC 122,974.64",0.00,,,,,NonMileage,,,,,,,USD,512.39,2025-09-05 14:07:16
4198696000029850638,,4198696000001877491,14 Aug 2025,No,"CRC 477,049.16",4198696000000375167,2025-09-05 13:40:21,Non-Billable,"CRC 422,167.76",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 11:34:35
4198696000029850666,,4198696000001877491,14 Aug 2025,No,"CRC 37,757.79",4198696000000375167,2025-09-05 13:41:08,Non-Billable,"CRC 33,414.29",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 11:34:50
4198696000030167783,,4198696000000960013,13 Aug 2025,No,CRC 405.00,4198696000000298225,2025-09-11 14:21:24,Non-Billable,CRC 358.41,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:24
4198696000030167755,,4198696000000960013,13 Aug 2025,No,"CRC 12,890.00",4198696000000298225,2025-09-11 14:21:23,Non-Billable,"CRC 11,407.08",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:23
4198696000030167867,,4198696000000960013,13 Aug 2025,No,"CRC 1,800.00",4198696000000298225,2025-09-11 14:21:25,Non-Billable,"CRC 1,592.92",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:25
4198696000030167979,,4198696000000960013,13 Aug 2025,No,CRC 400.00,4198696000000298225,2025-09-11 14:21:27,Non-Billable,CRC 400.00,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:27
4198696000030167839,,4198696000000960013,13 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:25,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:25
4198696000030167895,,4198696000000960013,13 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:26,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:26
4198696000029850612,,,13 Aug 2025,No,CRC 500.00,4198696000000375167,2025-09-05 13:27:41,Non-Billable,CRC 500.00,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-05 13:27:41
4198696000028973638,,,13 Aug 2025,No,"CRC 7,362.81",4198696000000375179,2025-08-26 12:28:23,Non-Billable,"CRC 7,362.81",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:28:23
4198696000030167811,,4198696000000960013,13 Aug 2025,No,"CRC 7,500.00",4198696000000298225,2025-09-11 14:21:24,Non-Billable,"CRC 7,500.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:24
4198696000030167923,,4198696000000960013,13 Aug 2025,No,"CRC 7,000.00",4198696000000298225,2025-09-11 14:21:26,Non-Billable,"CRC 7,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:26
4198696000030167951,,4198696000000960013,13 Aug 2025,No,"CRC 2,500.00",4198696000000298225,2025-09-11 14:21:27,Non-Billable,"CRC 2,212.39",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:27
4198696000030167587,,4198696000000960013,12 Aug 2025,No,"CRC 4,500.00",4198696000000298225,2025-09-11 14:21:21,Non-Billable,"CRC 3,982.30",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:21
4198696000030167727,,4198696000000960013,12 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:23,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:23
4198696000030167615,,4198696000000960013,12 Aug 2025,No,"CRC 62,037.00",4198696000000298225,2025-09-11 14:21:21,Non-Billable,"CRC 54,900.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:21
4198696000030167699,,4198696000000960013,12 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:23,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:23
4198696000030167643,,4198696000000960013,12 Aug 2025,No,"CRC 24,880.00",4198696000000298225,2025-09-11 14:21:21,Non-Billable,"CRC 22,017.70",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:21
4198696000030167671,,4198696000000960013,12 Aug 2025,No,"CRC 6,920.00",4198696000000298225,2025-09-11 14:21:22,Non-Billable,"CRC 6,123.89",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:22
4198696000030167559,,4198696000000960013,12 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:20,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:20
4198696000028973658,,,12 Aug 2025,No,"CRC 5,862.01",4198696000000375179,2025-08-26 12:29:12,Non-Billable,"CRC 5,862.01",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:29:12
4198696000030167531,,4198696000000960013,11 Aug 2025,No,"CRC 6,000.00",4198696000000298225,2025-09-11 14:21:20,Non-Billable,"CRC 6,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:20
4198696000028513385,,,11 Aug 2025,No,"CRC 14,000.00",4198696000000375167,2025-08-19 10:24:22,Non-Billable,"CRC 14,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-19 10:24:22
4198696000030167475,,4198696000000960013,11 Aug 2025,No,"CRC 1,500.00",4198696000000298225,2025-09-11 14:21:19,Non-Billable,"CRC 1,327.43",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:19
4198696000030167447,,4198696000000960013,11 Aug 2025,No,"CRC 2,000.00",4198696000000298225,2025-09-11 14:21:18,Non-Billable,"CRC 1,769.91",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:18
4198696000028973678,,,11 Aug 2025,No,"CRC 12,848.86",4198696000000375179,2025-08-26 12:29:43,Non-Billable,"CRC 12,848.86",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:29:43
4198696000028513357,,4198696000001877491,11 Aug 2025,No,"CRC 20,210.05",4198696000000375167,2025-08-19 10:23:31,Non-Billable,"CRC 17,885.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-19 10:23:31
4198696000030167391,,4198696000000960013,11 Aug 2025,No,"CRC 17,800.00",4198696000000298225,2025-09-11 14:21:17,Non-Billable,"CRC 15,752.21",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:17
4198696000028973720,,,11 Aug 2025,No,"CRC 10,472.59",4198696000000375179,2025-08-26 12:32:20,Non-Billable,"CRC 10,472.59",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:32:20
4198696000028973700,,,11 Aug 2025,No,"CRC 14,501.97",4198696000000375179,2025-08-26 12:30:26,Non-Billable,"CRC 14,501.97",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:30:26
4198696000029973177,,,11 Aug 2025,No,"CRC 24,000.00",4198696000000375167,2025-09-09 10:47:55,Non-Billable,"CRC 24,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-09 10:47:55
4198696000028513109,,,11 Aug 2025,No,CRC 93.60,4198696000000375167,2025-08-19 10:08:34,Non-Billable,CRC 93.60,0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-19 10:08:34
4198696000030167503,,4198696000000960013,11 Aug 2025,No,"CRC 1,699.99",4198696000000298225,2025-09-11 14:21:19,Non-Billable,"CRC 1,504.42",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:19
4198696000030167419,,4198696000000960013,11 Aug 2025,No,"CRC 21,230.00",4198696000000298225,2025-09-11 14:21:18,Non-Billable,"CRC 18,787.61",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:18
4198696000030167363,,4198696000000960013,09 Aug 2025,No,"CRC 3,500.01",4198696000000298225,2025-09-11 14:21:17,Non-Billable,"CRC 3,097.35",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:17
4198696000030169806,,4198696000000960013,09 Aug 2025,No,"CRC 75,290.06",4198696000000298225,2025-09-11 14:32:59,Non-Billable,"CRC 66,628.37",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:32:59
4198696000030167335,,4198696000000960013,09 Aug 2025,No,"CRC 40,575.00",4198696000000298225,2025-09-11 14:21:16,Non-Billable,"CRC 40,173.27",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:16
4198696000030167111,,4198696000000960013,08 Aug 2025,No,"CRC 95,000.00",4198696000000298225,2025-09-11 14:21:12,Non-Billable,"CRC 84,070.80",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:12
4198696000030167139,,4198696000000960013,08 Aug 2025,No,"CRC 2,932.00",4198696000000298225,2025-09-11 14:21:12,Non-Billable,"CRC 2,932.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:12
4198696000030167307,,4198696000000960013,08 Aug 2025,No,"CRC 8,000.00",4198696000000298225,2025-09-11 14:21:16,Non-Billable,"CRC 8,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:16
4198696000030167167,,4198696000000960013,08 Aug 2025,No,"CRC 5,000.00",4198696000000298225,2025-09-11 14:21:13,Non-Billable,"CRC 5,000.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:13
4198696000030167279,,4198696000000960013,08 Aug 2025,No,"CRC 8,500.00",4198696000000298225,2025-09-11 14:21:15,Non-Billable,"CRC 7,522.12",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:15
4198696000028973740,,,08 Aug 2025,No,"CRC 2,664.95",4198696000000375179,2025-08-26 12:32:55,Non-Billable,"CRC 2,664.95",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-08-26 12:32:55
4198696000030167223,,4198696000000960013,08 Aug 2025,No,"CRC 102,700.05",4198696000000298225,2025-09-11 14:21:14,Non-Billable,"CRC 90,885.00",0.00,,,,,NonMileage,,,,,,,CRC,1.00,2025-09-11 14:21:14
