Item_ID,inv.SKU,On_Hand_Qty
4198696000021316650,510-1075,1
4198696000021413497,800-3067,0
4198696000021426083,800-3070,0
4198696000021432233,800-3074,0
4198696000021432859,800-3078,0
4198696000021524180,106-3001,3
4198696000021527105,106-3005,11
4198696000021527375,800-3081,0
4198696000021620046,800-3085,0
4198696000021746322,800-3088,0
4198696000021802203,800-3092,0
4198696000021802554,509-2044,1
4198696000021831316,533-161,8
4198696000021866176,800-3101,0
4198696000021886348,800-3106,0
4198696000021891237,800-3109,0
4198696000021891695,800-3113,0
4198696000021997187,800-3117,0
4198696000022082149,800-3120,0
4198696000022082746,44-1160,2
4198696000022148550,800-3128,0
4198696000022154695,528-0116,2
4198696000022194109,800-3136,0
4198696000022198012,800-3140,0
4198696000022245121,800-3144,0
4198696000022280821,130-094,3
4198696000022256971,800-3152,0
4198696000022303526,800-3156,0
4198696000022376067,800-3160,0
4198696000022376628,800-3164,0
4198696000022448266,800-3168,0
4198696000022453449,522-0217,3
4198696000022453900,800-3176,0
4198696000022544001,800-3180,0
4198696000022544777,800-3184,0
4198696000022588033,800-3188,0
4198696000022597024,509-0249,15
4198696000022597549,800-3196,0
4198696000022646184,800-3200,0
4198696000022646506,800-3204,0
4198696000022650284,800-3208,0
4198696000022764674,800-3212,0
4198696000022785397,800-3216,0
4198696000022837150,800-3220,0
4198696000022837599,517-1154,1
4198696000022839172,106-39,13
4198696000022897111,800-3231,0
4198696000022901307,800-3235,0
4198696000022933229,800-3239,0
4198696000022937025,800-3243,0
4198696000022937864,800-3247,0
4198696000022953873,800-3251,0
4198696000023024001,800-3255,0
4198696000023070049,800-3259,0
4198696000023076742,533-160,4
4198696000023124338,800-3264,0
4198696000023124676,800-3268,
4198696000023132049,800-3272,0
4198696000023132595,800-3276,0
4198696000023138335,72-3180,4
4198696000023200764,800-3281,0
4198696000023215173,800-3285,0
4198696000023351718,800-3288,0
4198696000023351904,72-3183,12
4198696000023373116,72-3224,
4198696000023373585,800-3293,0
4198696000023379905,800-3295,0
4198696000023383591,517-1146,3
4198696000023398280,800-3301,0
4198696000023403026,800-3305,0
4198696000023416243,800-3309,0
4198696000023429263,800-3313,0
4198696000023434161,800-3317,0
4198696000023445008,800-3320,0
4198696000023445793,800-3324,0
4198696000023465317,800-3328,0
4198696000023465786,800-3331,0
4198696000023474258,800-3335,0
4198696000023474772,72-3188,2
4198696000023529700,800-3340,0
4198696000023545925,524-1001,4
4198696000023558723,800-3348,0
4198696000023568874,800-3352,0
4198696000023615399,800-3356,0
4198696000023622473,800-3360,0
4198696000023627623,72-3326,2
4198696000023644268,800-3367,0
4198696000023644992,800-3371,0
4198696000023685794,800-3375,0
4198696000023704483,800-3379,0
4198696000023716200,800-3383,0
4198696000023716595,800-3387,0
4198696000023774569,800-3391,0
4198696000023792188,800-3395,0
4198696000023852076,800-3398,0
4198696000023858293,800-3402,0
4198696000023990079,800-3405,0
4198696000023999389,800-3409,0
4198696000024047475,800-3413,0
4198696000024053044,800-3414,0
4198696000024145339,800-3418,0
4198696000024145698,125-2001,4
4198696000024171705,800-3426,0
4198696000024081690,800-3430,0
4198696000024250315,800-3434,0
4198696000024259001,800-3438,0
4198696000024274005,800-3442,0
4198696000024274406,800-3447,0
4198696000024318112,800-3451,0
4198696000024324277,800-3455,0
4198696000024324692,512-1033,7
4198696000024338091,800-3462,0
4198696000024343221,533-164,1
4198696000024395008,800-3465,0
4198696000024424249,800-3469,0
4198696000024424686,509-2615,3
4198696000024519510,800-3476,0
4198696000024532555,800-3480,0
4198696000024538112,800-3482,0
4198696000024597085,800-3486,0
4198696000024597822,509-0251,1
4198696000024601029,800-3489,0
4198696000024669215,800-3493,0
4198696000024684865,3-209,4
4198696000024690379,800-3500,0
4198696000024690918,800-3503,0
4198696000024699395,106-2044,12
4198696000024764324,800-3509,0
4198696000024805190,800-3511,0
4198696000024805849,517-1151,2
4198696000024819812,800-3515,0
4198696000024860126,800-3519,0
4198696000024860844,800-3523,0
4198696000024931012,800-3527,0
4198696000024931670,800-3530,0
4198696000024993516,800-3534,0
4198696000025038472,800-3538,0
4198696000025064003,800-3542,0
4198696000025064625,800-3546,0
4198696000025079433,800-3550,0
4198696000025087246,800-3554,0
4198696000025140589,800-3558,0
4198696000025175371,800-3562,0
4198696000025190496,800-3566,0
4198696000025233531,800-3570,0
4198696000025233673,800-3574,0
4198696000025321016,800-3578,0
4198696000025345753,800-3582,0
4198696000025370222,800-3586,0
4198696000025481983,800-3590,0
4198696000025591409,800-3594,0
4198696000025591885,800-3598,0
4198696000025639181,72-3329,5
4198696000025661005,800-3606,0
4198696000025661363,800-3610,0
4198696000025661399,800-3614,0
4198696000025738738,800-3618,0
4198696000025779847,800-3622,0
4198696000025832646,800-3626,0
4198696000025869863,800-3630,0
4198696000025881533,800-3634,0
4198696000025881989,800-3637,0
4198696000025882441,800-3642,0
4198696000025886736,800-3646,0
4198696000025902791,800-3650,0
4198696000026031048,800-3655,0
4198696000026043188,800-3659,0
4198696000026045910,800-3663,0
4198696000026057039,800-3667,0
4198696000026124509,800-3671,0
4198696000026126074,800-3676,0
4198696000026126465,800-3680,0
4198696000026136782,800-3684,0
4198696000026192100,800-3672,0
4198696000026202052,800-3690,0
4198696000026210151,800-3693,0
4198696000026351357,800-3697,0
4198696000026427133,800-3701,0
4198696000026427656,800-3705,0
4198696000026448218,800-3711,0
4198696000026448730,800-3713,0
4198696000026460155,800-3716,0
4198696000026460487,800-3721,0
4198696000026460782,800-3725,0
4198696000026530005,800-3728,0
4198696000026530620,800-3732,0
4198696000026546169,800-3736,0
4198696000026565243,800-3740,0
4198696000026631705,800-3744,0
4198696000026656218,800-3748,0
4198696000026662118,520-0177,2
4198696000026664059,800-3756,0
4198696000026698016,800-3760,0
4198696000026698979,800-3764,0
4198696000026728501,800-3768,1
4198696000026763614,800-3772,0
4198696000026792419,800-3776,0
4198696000026857663,800-3780,0
4198696000026925223,800-3784,0
4198696000026966662,800-3788,0
4198696000027037268,800-3792,0
4198696000027049153,800-3796,0
4198696000027049365,800-3800,0
4198696000027117992,800-3805,0
4198696000027122746,800-3809,0
4198696000027125817,800-3813,0
4198696000027235657,800-3817,0
4198696000027282336,800-3821,0
4198696000027297557,800-3825,0
4198696000027301512,800-3829,0
4198696000027311028,800-3833,0
4198696000027363656,800-3837,0
4198696000027366134,800-3841,0
4198696000027374608,800-3845,0
4198696000027374953,800-3849,0
4198696000027382259,800-3853,0
4198696000027395039,800-3857,0
4198696000027395877,800-3859,0
4198696000027546042,800-3863,0
4198696000027633112,800-3867,0
4198696000027643171,800-3871,0
4198696000027643975,800-3875,0
4198696000027754450,800-3879,0
4198696000027754986,800-3883,0
4198696000027855023,800-3887,0
4198696000027868253,800-3891,0
4198696000027872063,800-3895,0
4198696000027915278,800-3899,0
4198696000027915576,800-3903,0
4198696000027943304,800-3907,0
4198696000027943795,800-3911,0
4198696000028005001,800-3915,0
4198696000028005599,800-3919,0
4198696000028015748,800-3923,0
4198696000028019257,800-3927,0
4198696000028021931,800-3931,0
4198696000028012908,800-3935,0
4198696000028098012,800-3939,0
4198696000028098832,800-3944,0
4198696000028104288,534-0097,2
4198696000028104667,800-3952,0
4198696000028115180,800-3956,0
4198696000028282004,800-3960,0
4198696000028282332,800-3963,0
4198696000028282644,800-3967,0
4198696000028303561,800-3971,0
4198696000028303910,800-3975,0
4198696000028318423,800-3979,0
4198696000028336710,800-3983,0
4198696000028385624,800-3990,0
4198696000028419835,800-3994,0
4198696000028427234,800-3988,0
4198696000028490016,800-4000,0
4198696000028506649,800-4003,0
4198696000028506972,800-4007,0
4198696000028558755,800-4011,0
4198696000028559009,800-4015,0
4198696000028567215,800-4019,0
4198696000028611976,800-4025,0
4198696000028622289,800-4023,0
4198696000028572203,800-4030,0
4198696000028680394,526-0023,1
4198696000028722051,800-4039,0
4198696000028722967,800-4042,0
4198696000028751113,800-4047,0
4198696000028795803,800-4050,0
4198696000028910089,800-4054,0
4198696000028910416,800-4058,0
4198696000028927686,800-4062,0
4198696000028909773,800-4066,0
4198696000029007012,800-4070,0
4198696000029007327,800-4074,0
4198696000029015153,800-4078,0
4198696000029015640,800-4083,0
4198696000029035040,800-4086,0
4198696000029035185,800-4090,1
4198696000029035926,800-4094,0
4198696000029046493,800-4098,0
4198696000029058738,800-4102,0
4198696000029259257,800-4106,0
4198696000029310287,800-4110,0
4198696000029313513,528-0122,3
4198696000029319160,800-4118,0
4198696000029326146,800-4122,0
4198696000029326812,800-4126,0
4198696000029368515,800-4130,0
4198696000029374072,800-4134,0
4198696000029374519,800-4138,1
4198696000029378189,800-4142,0
4198696000029417249,800-4146,0
4198696000029434104,800-4150,0
4198696000029435246,800-4154,0
4198696000029435290,800-4158,0
4198696000029435583,72-3334,1
4198696000029435951,800-4166,0
4198696000029447709,800-4172,0
4198696000029801226,800-4174,0
4198696000029807069,800-4178,0
4198696000029822858,800-4182,0
4198696000029885121,800-4186,0
4198696000029893788,800-4190,0
4198696000029931629,505-050,9
4198696000029983592,376-3189,1
4198696000029995212,800-4201,0
4198696000030016634,800-4205,0
4198696000030019788,800-4209,0
4198696000030025473,800-4213,0
4198696000030124441,800-4217,1
4198696000030181573,800-4221,0
4198696000030193616,800-4225,0
4198696000030193909,800-4229,0
4198696000030199739,800-4233,0
4198696000030232048,800-4237,0
4198696000030232493,800-4241,0
4198696000030248680,800-4247,0
4198696000030354209,800-4249,0
4198696000030354552,800-4253,0
4198696000030418059,800-4257,0
4198696000030418386,800-4261,0
4198696000030537025,800-4265,0
4198696000030710131,800-4269,0
4198696000030710645,800-4273,0
4198696000030882003,800-4277,0
4198696000030903204,800-4281,0
4198696000030947101,800-4285,0
4198696000030947537,800-4289,0
4198696000030947961,800-4292,0
4198696000030971992,800-4297,0
4198696000031051942,800-4301,0
4198696000031080801,800-4305,0
4198696000031091238,800-4309,0
4198696000031149142,800-4313,0
4198696000031164525,800-4317,0
4198696000031177500,800-4321,1
4198696000031243073,800-4325,0
4198696000031243394,800-4329,0
4198696000031243579,800-4333,0
4198696000031250111,800-4337,0
4198696000031370605,800-4341,1
4198696000031406200,800-4345,0
4198696000031406403,800-4349,0
4198696000031456664,800-4353,1
4198696000031456720,524-0689,1
4198696000031465608,800-4362,0
4198696000031479197,800-4365,0
4198696000031526702,800-4368,0
4198696000031531346,46-2038,100
4198696000031531489,46-2040,99
4198696000031531528,46-2046,99
4198696000031531586,41-1019,50
4198696000031531638,46-2051,100
4198696000031531696,133-1000,30
4198696000031539099,1000-1050,40
4198696000031553145,800-4373,0
4198696000031553654,800-4377,0
4198696000031553999,800-4381,0
4198696000031591027,800-4385,0
4198696000031591591,800-4389,1
4198696000031756210,800-4393,0
4198696000031793068,800-4397,0
4198696000031811140,800-4401,0
4198696000031894135,800-4356,0
4198696000032007001,800-4407,0
4198696000032048440,800-4411,0
4198696000032048543,800-4415,0
4198696000032151300,800-4419,0
4198696000032207231,800-4423,0
4198696000032213332,800-4427,0
4198696000032240568,800-4431,0
4198696000032248306,800-4435,0
4198696000032257145,800-4439,0
4198696000032257868,800-4443,0
4198696000032273158,800-4447,0
4198696000032310575,800-4451,0
4198696000032412020,800-4455,0
4198696000032412362,800-4459,0
4198696000032471618,800-4463,0
4198696000032479662,800-4467,0
4198696000032899832,516-010,6
4198696000032909323,800-4474,0
4198696000032970130,800-4478,0
4198696000032970688,800-4482,0
4198696000033046001,800-4486,0
4198696000033033778,529-115,0
4198696000033054027,800-4494,0
4198696000033148028,800-4498,0
4198696000033148666,800-4502,0
4198696000033252231,800-4506,0
4198696000033252598,800-4510,0
4198696000033269316,800-4514,0
4198696000033230790,800-4518,0
4198696000033358144,800-4522,0
4198696000033370592,800-4527,0
4198696000033386105,800-4531,0
4198696000033390271,800-4524,1
4198696000033407742,800-4538,0
4198696000033522601,800-4542,0
4198696000033545248,800-4546,0
4198696000033552239,800-4550,0
4198696000033554057,800-4554,1
4198696000033554385,800-4558,0
4198696000033560032,800-4562,0
4198696000033569118,800-4566,0
4198696000033573798,800-4570,0
4198696000033588430,800-4574,0
4198696000034088453,800-4578,0
4198696000034104049,800-4582,0
4198696000034110408,800-4586,0
4198696000034317363,800-4590,0
4198696000034333389,800-4594,0
4198696000000136432,9-479,57
4198696000000136468,10-207,60
4198696000000136504,11-13,17
4198696000000136540,11-36,19
4198696000000136576,11-54,3
4198696000000136612,11-76,5
4198696000000136648,11-92,6
4198696000000136684,11-122,4
4198696000000136720,11-129,7
4198696000000136756,11-155,32
4198696000000136792,11-199,6
4198696000000136828,11-207,5
4198696000000136864,11-216,6
4198696000000136900,11-228,5
4198696000000136936,11-233,3
4198696000000136972,11-237,6
4198696000000137008,11-255,99
4198696000000137044,11-267,21
4198696000000137080,11-273,4
4198696000000137116,11-287,121
4198696000000137152,11-297,5
4198696000000137188,11-307,0
4198696000000137224,11-323,2
4198696000000137260,11-329,3
4198696000000137296,11-360,20
4198696000000137332,11-372,6
4198696000000137368,11-400,4
4198696000000137404,11-555,6
4198696000000137440,13-24,50
4198696000000137476,13-71,48
4198696000000137512,13-115,50
4198696000000137548,14-11,34
4198696000000137584,14-37,50
4198696000000137620,14-76,49
4198696000000137656,14-134,50
4198696000000137692,15-5,43
4198696000000137728,15-18,49
4198696000000137764,15-33,48
4198696000000137800,15-62,50
4198696000000137836,15-72,52
4198696000000137872,15-96,46
4198696000000137908,15-113,50
4198696000000137944,15-121,50
4198696000000137980,15-136,50
4198696000000138016,15-146,50
4198696000000138052,15-176,30
4198696000000138088,15-214,48
4198696000000138124,15-229,50
4198696000000138160,15-255,50
4198696000000138196,15-314,50
4198696000000138232,15-367,41
4198696000000138268,15-381,50
4198696000000138304,29-10,200
4198696000000138340,29-149,1
4198696000000138376,29-160,5
4198696000000138412,39-226,5
4198696000000138448,41-70,5
4198696000000138484,41-102,3
4198696000000138520,41-146,50
4198696000000138556,41-183,2
4198696000000138592,41-216,149
4198696000000138628,41-334,5
4198696000000138664,42-373,5
4198696000000138700,43-30,43
4198696000000138736,43-59,50
4198696000000138772,44-7,95
4198696000000138808,44-28,100
4198696000000138844,44-34,99
4198696000000138880,44-74,100
4198696000000138916,44-145,14
4198696000000138952,46-91,29
4198696000000138988,46-167,16
4198696000000139024,46-209,30
4198696000000139060,46-299,30
4198696000000139096,46-441,30
4198696000000139132,46-461,30
4198696000000139168,46-823,102
4198696000000139204,57-4,10
4198696000000139240,57-28,5
4198696000000139276,57-44,10
4198696000000139312,57-79,10
4198696000000139348,60-9,30
4198696000000139384,68-100,49
4198696000000139420,74-20,30
4198696000000139456,83-37,27
4198696000000139492,83-206,30
4198696000000139528,83-261,26
4198696000000139564,83-311,30
4198696000000139600,85-225,18
4198696000000139636,86-1,81
4198696000000139672,86-7,988
4198696000000139708,86-16,920
4198696000000139744,86-29,187
4198696000000139780,86-34,190
4198696000000139816,86-68,50
4198696000000139852,86-101,61
4198696000000139888,86-116,96
4198696000000139924,90-4,10
4198696000000139960,90-19,10
4198696000000139996,90-27,5
4198696000000140032,90-39,8
4198696000000140068,90-47,10
4198696000000140104,90-80,10
4198696000000140140,90-92,10
4198696000000140176,90-106,10
4198696000000140212,90-143,10
4198696000000140248,90-158,10
4198696000000140284,90-182,10
4198696000000140320,90-209,10
4198696000000140356,90-215,10
4198696000000140392,90-222,7
4198696000000140428,90-232,8
4198696000000140464,90-240,10
4198696000000140500,90-319,10
4198696000000140536,95-41,94
4198696000000140572,95-105,79
4198696000000140608,105-1,10
4198696000000140644,105-18,10
4198696000000140680,105-34,10
4198696000000140716,105-44,10
4198696000000140752,105-94,10
4198696000000140788,108-13,16
4198696000000140824,108-51,1
4198696000000140860,110-17,107
4198696000000140896,112-845,92
4198696000000140932,114-4,49
4198696000000140968,114-44,50
4198696000000141004,114-79,50
4198696000000141040,114-239,47
4198696000000141076,118-5,38
4198696000000141112,118-15,35
4198696000000141148,118-23,36
4198696000000141184,118-51,36
4198696000000141220,118-70,0
4198696000000141256,118-77,36
4198696000000141292,118-82,40
4198696000000141328,118-96,33
4198696000000141364,118-125,38
4198696000000141400,118-141,38
4198696000000141436,118-149,40
4198696000000141472,118-154,40
4198696000000141508,118-172,35
4198696000000141544,118-179,40
4198696000000141580,118-184,29
4198696000000141616,118-193,37
4198696000000141652,118-207,36
4198696000000141688,125-620,983
4198696000000141724,125-1214,94
4198696000000141760,126-4,5
4198696000000141796,133-16,47
4198696000000141832,138-242,50
4198696000000141868,144-3,89
4198696000000141904,147-17,5
4198696000000141940,147-24,5
4198696000000141976,155-3,10
4198696000000142012,155-17,10
4198696000000142048,164-1,293
4198696000000142084,164-21,50
4198696000000142120,164-57,103
4198696000000142156,164-76,10
4198696000000142192,164-110,3
4198696000000142228,168-39,488
4198696000000142264,168-43,490
4198696000000142300,168-50,500
4198696000000142336,168-200,468
4198696000000142372,168-437,99
4198696000000142408,168-441,79
4198696000000142444,168-511,91
4198696000000142480,168-572,96
4198696000000142516,177-204,10
4198696000000142552,214-7,19
4198696000000142588,214-18,20
4198696000000142624,214-28,20
4198696000000142660,214-42,20
4198696000000142696,214-53,20
4198696000000142732,214-73,20
4198696000000142768,214-89,18
4198696000000142804,214-99,20
4198696000000142840,214-117,20
4198696000000142876,214-137,18
4198696000000142912,214-153,20
4198696000000142948,214-173,20
4198696000000142984,218-3,12
4198696000000143020,218-21,12
4198696000000143056,231-77,20
4198696000000143092,237-262,5
4198696000000143128,238-853,20
4198696000000143164,242-187,20
4198696000000143200,242-292,20
4198696000000143236,242-373,16
4198696000000143272,242-424,18
4198696000000143308,242-549,19
4198696000000143344,245-52,30
4198696000000143380,245-140,5
4198696000000143416,245-235,4
4198696000000143452,245-349,10
4198696000000143488,245-469,39
4198696000000143524,245-730,258
4198696000000143560,246-134,100
4198696000000143596,246-337,8
4198696000000143632,246-487,10
4198696000000143668,247-46,83
4198696000000143704,257-27,10
4198696000000143740,259-22,178
4198696000000143776,259-52,10
4198696000000143812,259-67,10
4198696000000143848,259-106,9
4198696000000143884,259-122,49
4198696000000143920,259-137,10
4198696000000143956,259-149,10
4198696000000143992,316-5,18
4198696000000144028,316-9,20
4198696000000144064,316-17,18
4198696000000144100,316-22,20
4198696000000144136,316-28,20
4198696000000144172,316-50,20
4198696000000144208,316-62,20
4198696000000144244,317-4,7
4198696000000144280,317-12,10
4198696000000144316,317-20,10
4198696000000144352,317-34,10
4198696000000144388,318-7,7
4198696000000144424,333-5,49
4198696000000144460,333-80,50
4198696000000144496,333-86,49
4198696000000144532,341-58,94
4198696000000144568,393-36,6
4198696000000144604,393-104,20
4198696000000144640,393-138,6
4198696000000144676,419-9,16
4198696000000513102,14-22,90
4198696000000513138,144-24,10
4198696000000513174,144-29,10
4198696000000588223,343-4,9
4198696000000588259,343-8,3
4198696000000588295,343-12,5
4198696000000588331,343-16,32
4198696000000588367,343-20,17
4198696000000602311,106-2,319
4198696000000602347,106-6,318
4198696000000602383,106-10,306
4198696000000602419,106-14,332
4198696000000602455,106-18,31
4198696000000602491,106-22,42
4198696000000602527,106-26,123
4198696000000602563,106-31,42
4198696000000669498,3-1,5
4198696000000669534,3-5,3
4198696000000669570,3-9,3
4198696000000669606,3-13,2
4198696000000669642,3-17,0
4198696000000669678,3-21,1
4198696000000669714,3-25,1
4198696000000669750,3-29,0
4198696000000669786,3-33,1
4198696000000669822,3-37,2
4198696000000669858,3-41,2
4198696000000669894,3-45,4
4198696000000669930,3-49,1
4198696000000669966,3-53,2
4198696000000670002,3-57,2
4198696000000670038,3-61,2
4198696000000670074,3-65,2
4198696000000670110,3-69,0
4198696000000670146,3-73,2
4198696000000670182,3-77,0
4198696000000670218,3-81,7
4198696000000670254,3-85,3
4198696000000670290,3-89,6
4198696000000670326,3-93,1
4198696000000670362,3-97,2
4198696000000670398,3-101,2
4198696000000670434,3-105,3
4198696000000670470,3-109,6
4198696000000670506,3-113,20
4198696000000670542,3-117,3
4198696000000670578,3-121,3
4198696000000670614,3-125,2
4198696000000670650,3-129,0
4198696000000670686,3-133,0
4198696000000670722,3-137,2
4198696000000670758,3-141,3
4198696000000670794,3-145,2
4198696000000676774,501-1,12
4198696000000676810,501-5,20
4198696000000676846,501-9,23
4198696000000676882,168-2002,9
4198696000000676918,168-2006,50
4198696000000676954,168-2010,26
4198696000000676990,168-2014,27
4198696000000677026,168-2018,44
4198696000000677062,168-2022,44
4198696000000677098,168-2026,10
4198696000000677134,168-2030,10
4198696000000677170,168-2034,10
4198696000000677206,376-1,3
4198696000000677242,376-5,1
4198696000000677278,376-9,2
4198696000000677314,376-13,3
4198696000000677350,376-17,1
4198696000000677386,376-21,0
4198696000000677422,376-25,2
4198696000000677458,376-29,2
4198696000000677494,376-33,2
4198696000000677530,376-37,0
4198696000000677566,376-41,0
4198696000000677602,376-45,2
4198696000000677638,376-49,2
4198696000000677674,376-53,2
4198696000000677710,376-57,3
4198696000000677746,376-61,2
4198696000000677782,376-65,4
4198696000000677818,376-69,0
4198696000000677854,376-73,0
4198696000000677890,376-77,0
4198696000000677926,376-81,1
4198696000000677962,376-85,4
4198696000000677998,376-89,1
4198696000000678034,376-93,4
4198696000000678070,376-97,6
4198696000000678106,376-101,4
4198696000000678142,376-105,4
4198696000000678178,376-109,2
4198696000000678214,376-113,2
4198696000000678250,376-117,3
4198696000000678286,376-121,0
4198696000000678322,376-125,1
4198696000000678358,376-129,2
4198696000000678394,376-133,2
4198696000000678430,376-137,4
4198696000000678466,376-141,4
4198696000000678502,376-145,4
4198696000000678538,21-1000,3
4198696000000678574,21-1004,3
4198696000000678610,21-1010,4
4198696000000678646,21-1014,5
4198696000000678682,21-1018,2
4198696000000678718,21-1022,5
4198696000000678754,21-1026,3
4198696000000678790,21-1030,5
4198696000000678826,21-1034,5
4198696000000678862,21-1038,2
4198696000000678898,21-1042,4
4198696000000678934,72-1002,7
4198696000000678970,72-1006,3
4198696000000679006,72-1010,2
4198696000000679042,72-1014,6
4198696000000679078,72-1018,0
4198696000000679114,72-1028,4
4198696000000679150,72-1032,6
4198696000000679186,72-1036,1
4198696000000679222,72-1040,6
4198696000000679258,72-1044,10
4198696000000679294,72-1048,9
4198696000000679330,72-1052,5
4198696000000679366,72-1056,6
4198696000000679402,72-1060,5
4198696000000679438,72-1064,0
4198696000000679474,72-1068,0
4198696000000679510,72-1072,5
4198696000000679546,72-1076,5
4198696000000679582,72-1080,4
4198696000000679618,72-1084,7
4198696000000679654,72-1088,9
4198696000000679690,95-1004,8
4198696000000679726,95-1008,7
4198696000000679762,122-25,16
4198696000000791019,513-003,5
4198696000000836142,514-001,7
4198696000000836178,514-005,9
4198696000000836214,514-009,24
4198696000000836250,514-013,75
4198696000000836994,507-002,15
4198696000000844030,506-002,24
4198696000000844066,506-006,4
4198696000000844102,506-010,29
4198696000000844138,506-014,11
4198696000000844174,506-019,10
4198696000000844210,506-023,12
4198696000000844246,505-003,0
4198696000000844282,505-007,3
4198696000000844318,505-011,21
4198696000000844354,505-015,10
4198696000000844390,508-002,62
4198696000000860590,511-003,1
4198696000000860626,511-007,0
4198696000000860662,511-011,1
4198696000000860698,511-015,1
4198696000000860734,509-0003,2
4198696000000860770,509-0007,4
4198696000000860806,509-0011,3
4198696000000860842,509-0015,3
4198696000000860878,509-0019,3
4198696000000860914,509-0023,2
4198696000000860950,509-0027,9
4198696000000860986,509-0031,5
4198696000000861022,509-0035,4
4198696000000861058,509-0039,4
4198696000000861094,509-0043,3
4198696000000861130,509-0047,2
4198696000000861166,509-0051,3
4198696000000861202,509-0055,6
4198696000000861238,509-0059,10
4198696000000861274,509-0063,2
4198696000000861310,509-0067,7
4198696000000861346,509-0071,10
4198696000000861382,509-0075,6
4198696000000861418,509-0079,2
4198696000000861454,509-0083,10
4198696000000861490,509-0087,5
4198696000000861526,509-0091,5
4198696000000861562,509-0095,9
4198696000000861598,509-0099,9
4198696000000861634,509-0103,1
4198696000000861670,509-0107,1
4198696000000861706,509-0111,17
4198696000000861742,509-0115,4
4198696000000861778,509-0119,4
4198696000000861814,509-0123,2
4198696000000861850,509-0127,3
4198696000000861886,509-0131,10
4198696000000861922,509-0135,10
4198696000000861958,509-0139,5
4198696000000861994,509-0143,1
4198696000000862030,509-0147,1
4198696000000862066,509-0151,2
4198696000000862102,509-0155,4
4198696000000862138,509-0159,3
4198696000000862174,509-0163,6
4198696000000862210,509-0167,3
4198696000000862246,509-0171,2
4198696000000862282,509-0175,6
4198696000000862318,509-0179,1
4198696000000862354,509-0183,2
4198696000000862390,509-0187,9
4198696000000862426,509-0191,2
4198696000000862462,509-0195,3
4198696000000862498,509-0199,3
4198696000000862534,509-0502,4
4198696000000862570,509-0506,3
4198696000000862606,509-0510,2
4198696000000862642,509-0514,1
4198696000000862678,509-0518,5
4198696000000862714,509-0522,2
4198696000000862750,509-0526,3
4198696000000862786,509-0530,3
4198696000000862822,509-0534,1
4198696000000862858,509-0538,8
4198696000000862894,509-0542,4
4198696000000862930,509-0546,4
4198696000000862966,509-0550,3
4198696000000863002,509-0554,1
4198696000000863038,509-0558,5
4198696000000863074,509-0562,2
4198696000000863110,509-0566,2
4198696000000863146,509-0570,4
4198696000000863182,509-1000,12
4198696000000863218,509-1004,13
4198696000000863254,509-1008,4
4198696000000863290,509-1012,10
4198696000000863326,509-1016,6
4198696000000863362,509-1020,7
4198696000000863398,509-1024,4
4198696000000863434,509-1028,10
4198696000000863470,509-1032,8
4198696000000863506,509-1036,14
4198696000000863542,509-1040,4
4198696000000863578,509-1044,8
4198696000000863614,509-1048,6
4198696000000863650,509-1502,4
4198696000000863686,509-1506,8
4198696000000863722,509-1510,2
4198696000000863758,509-1514,2
4198696000000863794,509-1518,2
4198696000000863830,509-1522,8
4198696000000863866,509-1526,2
4198696000000863902,509-1530,6
4198696000000863938,509-1534,1
4198696000000863974,509-2001,1
4198696000000864010,509-2005,5
4198696000000864046,509-2009,5
4198696000000864082,509-2013,3
4198696000000864118,509-2017,5
4198696000000864154,509-2021,3
4198696000000864190,509-2025,3
4198696000000864226,509-2029,1
4198696000000864262,509-2033,3
4198696000000864298,509-2501,3
4198696000000864334,509-3035,5
4198696000000864370,509-2509,1
4198696000000864406,509-2513,4
4198696000000864442,509-2517,5
4198696000000864478,509-2521,4
4198696000000864514,509-2525,4
4198696000000864550,509-2529,4
4198696000000864586,509-2533,4
4198696000000864622,509-2537,4
4198696000000864658,509-2541,6
4198696000000864694,509-2545,2
4198696000000864730,509-2549,4
4198696000000864766,509-2553,7
4198696000000864802,509-2557,4
4198696000000864838,509-2561,4
4198696000000864874,509-2565,6
4198696000000864910,509-2569,4
4198696000000864946,509-2573,8
4198696000000864982,509-2577,4
4198696000000865018,509-2581,4
4198696000000865054,509-2585,4
4198696000000865090,509-2589,2
4198696000000865126,509-2593,3
4198696000000865162,509-2597,2
4198696000000865198,509-2601,4
4198696000000865234,510-002,6
4198696000000865270,510-006,2
4198696000000865306,510-010,4
4198696000000865342,510-014,0
4198696000000865378,510-018,0
4198696000000865414,510-022,0
4198696000000865450,510-026,1
4198696000000865486,510-030,0
4198696000000865522,510-034,0
4198696000000865558,510-038,2
4198696000000865594,510-042,0
4198696000000865630,510-046,3
4198696000000865666,509-3502,2
4198696000000865702,509-3506,4
4198696000000865738,509-3510,5
4198696000000865774,509-3514,3
4198696000000865810,509-3518,1
4198696000000865846,509-3522,2
4198696000000865882,509-3526,1
4198696000000865918,509-3530,2
4198696000000865954,509-3534,1
4198696000000865990,509-3000,2
4198696000000866026,509-3004,1
4198696000000866062,509-3008,3
4198696000000866098,509-3012,2
4198696000000866134,509-3016,2
4198696000000866170,509-3020,2
4198696000000866206,509-3024,1
4198696000000866242,509-3028,2
4198696000000866278,509-3032,1
4198696000000897198,504-002,1
4198696000000897234,504-006,2
4198696000000897270,504-010,0
