Item_ID,inv.SKU,On_Hand_Qty
4198696000025779418,800-3619,0
4198696000025794021,800-3623,0
4198696000025832659,800-3627,0
4198696000025869899,800-3631,0
4198696000025881620,800-3635,0
4198696000025884130,800-3639,0
4198696000025882528,800-3643,0
4198696000025890006,800-3647,0
4198696000025956489,95-1012,6
4198696000026031132,800-3656,0
4198696000026045364,800-3660,0
4198696000026045919,800-3664,0
4198696000026057126,800-3668,0
4198696000026124620,106-3012,0
4198696000026126083,800-3677,0
4198696000026126778,800-3681,0
4198696000026140035,800-3685,0
4198696000026192109,800-3673,0
4198696000026202475,800-3691,0
4198696000026273007,800-3694,0
4198696000026351713,800-3698,0
4198696000026427366,800-3702,0
4198696000026427779,800-3706,0
4198696000026448477,800-3708,0
4198696000026460001,800-3718,0
4198696000026460166,800-3717,0
4198696000026460498,800-3722,0
4198696000026474072,516-009,9
4198696000026530138,800-3729,0
4198696000026530725,800-3733,0
4198696000026546424,800-3737,0
4198696000026565413,800-3741,0
4198696000026638435,800-3745,0
4198696000026656332,800-3749,0
4198696000026662281,800-3753,0
4198696000026664515,800-3757,0
4198696000026698283,800-3761,0
4198696000026721287,800-3765,0
4198696000026728512,800-3769,1
4198696000026763763,800-3773,0
4198696000026792831,800-3777,0
4198696000026891419,800-3781,0
4198696000026947001,800-3785,0
4198696000026966673,800-3789,0
4198696000027037535,800-3793,0
4198696000027049164,800-3797,0
4198696000027105759,800-3801,0
4198696000027122151,800-3806,0
4198696000027122771,800-3810,0
4198696000027128379,800-3814,0
4198696000027238652,800-3818,0
4198696000027282504,800-3822,0
4198696000027297634,800-3826,0
4198696000027301523,800-3830,0
4198696000027363001,800-3834,0
4198696000027363833,800-3838,0
4198696000027366338,800-3842,0
4198696000027374795,800-3846,0
4198696000027374964,800-3850,0
4198696000027382402,800-3854,0
4198696000027395360,800-3858,0
4198696000027402527,800-3860,0
4198696000027576355,800-3864,0
4198696000027633526,800-3868,0
4198696000027643182,800-3872,0
4198696000027653081,800-3876,0
4198696000027754580,800-3880,0
4198696000027771092,800-3884,0
4198696000027855585,800-3888,0
4198696000027868627,800-3892,0
4198696000027872837,800-3896,0
4198696000027915289,800-3900,0
4198696000027915668,800-3904,0
4198696000027947415,800-3908,0
4198696000027951823,800-3912,0
4198696000028005258,800-3916,0
4198696000028015497,800-3920,0
4198696000028015936,800-3924,0
4198696000028019385,800-3928,0
4198696000028023914,800-3932,0
4198696000028036647,800-3936,0
4198696000028098148,800-3941,0
4198696000028108024,800-3945,0
4198696000028104299,534-0096,2
4198696000028104678,800-3953,0
4198696000028115506,800-3957,0
4198696000028282134,800-3961,0
4198696000028282373,800-3964,0
4198696000028282748,800-3968,0
4198696000028303782,800-3972,0
4198696000028306068,800-3976,0
4198696000028326035,800-3980,0
4198696000028336816,800-3984,0
4198696000028385679,800-3991,0
4198696000028427007,524-0688,1
4198696000028440541,800-3997,0
4198696000028506001,800-4001,0
4198696000028506939,800-4004,0
4198696000028507822,800-4008,0
4198696000028558766,800-4012,0
4198696000028558986,800-4016,0
4198696000028567226,800-4020,0
4198696000028567896,800-4026,0
4198696000028622300,800-4024,0
4198696000028680001,800-4032,0
4198696000028680520,800-4035,0
4198696000028722533,800-4036,0
4198696000028731205,800-4043,0
4198696000028751325,800-4046,0
4198696000028795899,800-4051,0
4198696000028910123,800-4055,0
4198696000028910427,800-4059,0
4198696000028927809,800-4063,2
4198696000028979002,800-4067,0
4198696000029007023,800-4071,0
4198696000029007524,800-4075,0
4198696000029015452,800-4079,0
4198696000029015746,800-4082,0
4198696000029035051,800-4087,0
4198696000029035707,800-4091,0
4198696000029046041,800-4095,0
4198696000029058206,800-4099,0
4198696000029172028,800-4103,0
4198696000029259902,800-4109,0
4198696000029313133,800-4111,0
4198696000029313575,528-0123,8
4198696000029319179,800-4119,0
4198696000029326456,800-4123,0
4198696000029326963,800-4127,0
4198696000029368742,800-4131,0
4198696000029374200,800-4135,0
4198696000029374530,800-4139,0
4198696000029378329,800-4143,0
4198696000029417308,800-4147,0
4198696000029434158,800-4151,0
4198696000029435257,800-4155,0
4198696000029435301,800-4159,0
4198696000029435594,72-3338,1
4198696000029435962,800-4167,0
4198696000029447743,800-4173,0
4198696000029801259,800-4175,0
4198696000029822486,800-4179,0
4198696000029830033,800-4183,0
4198696000029885293,800-4187,0
4198696000029916834,800-4191,0
4198696000029944311,800-4194,0
4198696000029985135,800-4198,0
4198696000029995363,800-4202,0
4198696000030016645,800-4206,0
4198696000030019830,800-4210,0
4198696000030101001,800-4214,0
4198696000030124963,800-4218,0
4198696000030181778,800-4222,0
4198696000030193627,800-4226,0
4198696000030199512,800-4230,0
4198696000030215360,800-4234,0
4198696000030232083,800-4238,0
4198696000030232504,800-4242,0
4198696000030248715,800-4246,0
4198696000030354227,800-4250,0
4198696000030354570,800-4254,0
4198696000030418077,800-4258,0
4198696000030366156,800-4262,0
4198696000030537036,800-4266,0
4198696000030710313,800-4270,0
4198696000030748087,800-4274,0
4198696000030882114,800-4278,0
4198696000030903215,800-4282,0
4198696000030947136,509-2045,1
4198696000030947548,800-4290,0
4198696000030956094,800-4294,0
4198696000031051657,800-4298,0
4198696000031073298,800-4302,0
4198696000031086377,800-4306,0
4198696000031091251,800-4310,0
4198696000031164194,800-4314,0
4198696000031164707,800-4318,0
4198696000031209237,800-4322,0
4198696000031243084,800-4326,0
4198696000031243546,800-4330,0
4198696000031243590,800-4334,0
4198696000031250220,800-4338,0
4198696000031370616,800-4342,1
4198696000031406321,800-4346,0
4198696000031456025,800-4350,0
4198696000031456675,800-4354,0
4198696000031465035,800-4358,0
4198696000031465769,800-4363,0
4198696000031479793,14-1000,95
4198696000031531235,46-2039,100
4198696000031531359,46-2045,100
4198696000031531502,46-2042,100
4198696000031531541,46-2048,100
4198696000031531599,46-2047,100
4198696000031531651,351-2052,30
4198696000031531709,12-1031,29
4198696000031522452,800-4370,0
4198696000031553447,800-4374,0
4198696000031553665,800-4378,0
4198696000031561108,800-4382,0
4198696000031591232,800-4386,0
4198696000031481307,800-4390,0
4198696000031756459,800-4394,0
4198696000031793373,800-4398,0
4198696000031811243,800-4402,0
4198696000031894146,800-4357,0
4198696000032048113,800-4408,0
4198696000032048451,800-4412,0
4198696000032048583,800-4416,0
4198696000032151311,800-4420,0
4198696000032207543,800-4424,0
4198696000032220730,800-4428,0
4198696000032248044,800-4432,0
4198696000032248783,800-4436,0
4198696000032257382,800-4440,0
4198696000032257902,800-4444,0
4198696000032273837,800-4448,0
4198696000032310820,800-4452,1
4198696000032412037,800-4456,0
4198696000032412565,800-4460,0
4198696000032471629,800-4464,0
4198696000032479696,800-4468,0
4198696000032909220,800-4471,0
4198696000032909334,800-4475,0
4198696000032970141,800-4479,0
4198696000032970911,800-4483,0
4198696000033046238,800-4487,0
4198696000033033923,800-4491,0
4198696000033054038,800-4495,-2
4198696000033148325,800-4499,0
4198696000033148677,800-4503,0
4198696000033252467,800-4507,0
4198696000033252757,800-4511,2
4198696000033269508,800-4515,0
4198696000033230907,800-4519,0
4198696000033358300,800-4523,0
4198696000033370605,800-4528,0
4198696000033386570,800-4532,0
4198696000033356413,800-4535,0
4198696000033413716,800-4539,0
4198696000033522968,800-4543,0
4198696000033545665,800-4547,0
4198696000033552250,800-4551,0
4198696000033554070,800-4555,0
4198696000033554745,800-4559,0
4198696000033560045,800-4563,0
4198696000033569438,800-4567,0
4198696000033573811,800-4571,0
4198696000033597264,800-4575,0
4198696000034088608,800-4579,0
4198696000034104179,800-4583,0
4198696000034110538,800-4587,0
4198696000034317544,800-4591,0
4198696000000136441,9-582,58
4198696000000136477,10-208,60
4198696000000136513,11-14,5
4198696000000136549,11-42,4
4198696000000136585,11-57,6
4198696000000136621,11-82,6
4198696000000136657,11-119,9
4198696000000136693,11-123,4
4198696000000136729,11-130,6
4198696000000136765,11-164,5
4198696000000136801,11-200,6
4198696000000136837,11-208,5
4198696000000136873,11-217,5
4198696000000136909,11-229,6
4198696000000136945,11-234,34
4198696000000136981,11-248,3
4198696000000137017,11-262,44
4198696000000137053,11-268,5
4198696000000137089,11-278,6
4198696000000137125,11-288,19
4198696000000137161,11-300,6
4198696000000137197,11-312,6
4198696000000137233,11-324,4
4198696000000137269,11-334,6
4198696000000137305,11-361,6
4198696000000137341,11-373,6
4198696000000137377,11-402,6
4198696000000137413,13-17,50
4198696000000137449,13-43,50
4198696000000137485,13-74,50
4198696000000137521,13-129,40
4198696000000137557,14-21,44
4198696000000137593,14-54,50
4198696000000137629,14-78,50
4198696000000137665,14-198,50
4198696000000137701,15-9,50
4198696000000137737,15-24,46
4198696000000137773,15-39,48
4198696000000137809,15-63,44
4198696000000137845,15-75,43
4198696000000137881,15-97,50
4198696000000137917,15-114,54
4198696000000137953,15-124,50
4198696000000137989,15-139,49
4198696000000138025,15-157,50
4198696000000138061,15-181,49
4198696000000138097,15-217,50
4198696000000138133,15-235,47
4198696000000138169,15-257,50
4198696000000138205,15-340,50
4198696000000138241,15-373,50
4198696000000138277,15-403,50
4198696000000138313,29-12,198
4198696000000138349,29-156,50
4198696000000138385,29-162,20
4198696000000138421,39-236,5
4198696000000138457,41-80,50
4198696000000138493,41-108,4
4198696000000138529,41-149,5
4198696000000138565,41-184,50
4198696000000138601,41-222,51
4198696000000138637,41-335,1
4198696000000138673,43-5,50
4198696000000138709,43-54,50
4198696000000138745,43-65,48
4198696000000138781,44-8,100
4198696000000138817,44-29,100
4198696000000138853,44-35,96
4198696000000138889,44-75,99
4198696000000138925,44-182,99
4198696000000138961,46-137,25
4198696000000138997,46-169,27
4198696000000139033,46-280,26
4198696000000139069,46-301,30
4198696000000139105,46-447,23
4198696000000139141,46-462,30
4198696000000139177,46-824,106
4198696000000139213,57-5,10
4198696000000139249,57-38,9
4198696000000139285,57-52,8
4198696000000139321,58-19,19
4198696000000139357,65-2,50
4198696000000139393,74-6,28
4198696000000139429,74-34,49
4198696000000139465,83-41,30
4198696000000139501,83-220,30
4198696000000139537,83-301,29
4198696000000139573,83-418,30
4198696000000139609,85-242,50
4198696000000139645,86-3,95
4198696000000139681,86-8,198
4198696000000139717,86-22,191
4198696000000139753,86-31,184
4198696000000139789,86-46,90
4198696000000139825,86-69,115
4198696000000139861,86-106,56
4198696000000139897,90-1,39
4198696000000139933,90-6,9
4198696000000139969,90-21,6
4198696000000140005,90-29,9
4198696000000140041,90-41,10
4198696000000140077,90-51,8
4198696000000140113,90-83,10
4198696000000140149,90-93,10
4198696000000140185,90-115,9
4198696000000140221,90-152,8
4198696000000140257,90-167,10
4198696000000140293,90-186,8
4198696000000140329,90-212,8
4198696000000140365,90-216,7
4198696000000140401,90-223,10
4198696000000140437,90-236,6
4198696000000140473,90-261,10
4198696000000140509,95-24,49
4198696000000140545,95-61,50
4198696000000140581,95-106,79
4198696000000140617,105-5,105
4198696000000140653,105-19,10
4198696000000140689,105-36,9
4198696000000140725,105-45,10
4198696000000140761,108-5,0
4198696000000140797,108-41,0
4198696000000140833,110-1,96
4198696000000140869,112-285,49
4198696000000140905,113-47,3
4198696000000140941,114-8,49
4198696000000140977,114-58,49
4198696000000141013,114-80,50
4198696000000141049,118-2,34
4198696000000141085,118-8,38
4198696000000141121,118-17,36
4198696000000141157,118-28,40
4198696000000141193,118-54,40
4198696000000141229,118-73,40
4198696000000141265,118-79,36
4198696000000141301,118-83,36
4198696000000141337,118-97,22
4198696000000141373,118-126,36
4198696000000141409,118-145,40
4198696000000141445,118-150,36
4198696000000141481,118-155,39
4198696000000141517,118-175,40
4198696000000141553,118-181,40
4198696000000141589,118-185,38
4198696000000141625,118-195,38
4198696000000141661,118-214,40
4198696000000141697,125-628,981
4198696000000141733,125-1249,99
4198696000000141769,126-50,6
4198696000000141805,133-35,0
4198696000000141841,138-260,10
4198696000000141877,145-11,12
4198696000000141913,147-18,5
4198696000000141949,147-25,5
4198696000000141985,155-4,10
4198696000000142021,155-21,10
4198696000000142057,164-6,47
4198696000000142093,164-23,50
4198696000000142129,164-70,7
4198696000000142165,164-83,102
4198696000000142201,164-111,10
4198696000000142237,168-40,480
4198696000000142273,168-44,477
4198696000000142309,168-135,498
4198696000000142345,168-201,100
4198696000000142381,168-438,98
4198696000000142417,168-508,100
4198696000000142453,168-512,96
4198696000000142489,168-575,99
4198696000000142525,177-207,10
4198696000000142561,214-8,20
4198696000000142597,214-24,18
4198696000000142633,214-29,20
4198696000000142669,214-45,20
4198696000000142705,214-62,20
4198696000000142741,214-77,20
4198696000000142777,214-95,20
4198696000000142813,214-107,20
4198696000000142849,214-118,18
4198696000000142885,214-139,20
4198696000000142921,214-169,20
4198696000000142957,214-182,20
4198696000000142993,218-5,12
4198696000000143029,228-516,17
4198696000000143065,231-78,20
4198696000000143101,238-530,3
4198696000000143137,238-854,20
4198696000000143173,242-188,20
4198696000000143209,242-304,14
4198696000000143245,242-374,19
4198696000000143281,242-425,18
4198696000000143317,242-550,16
4198696000000143353,245-89,3
4198696000000143389,245-141,5
4198696000000143425,245-236,5
4198696000000143461,245-350,9
4198696000000143497,245-470,39
4198696000000143533,245-731,156
4198696000000143569,246-144,8
4198696000000143605,246-340,21
4198696000000143641,246-525,9
4198696000000143677,254-2,0
4198696000000143713,259-12,0
4198696000000143749,259-32,10
4198696000000143785,259-59,20
4198696000000143821,259-68,10
4198696000000143857,259-108,5
4198696000000143893,259-128,10
4198696000000143929,259-138,24
4198696000000143965,261-1,196
4198696000000144001,316-6,20
4198696000000144037,316-11,20
4198696000000144073,316-18,20
4198696000000144109,316-23,18
4198696000000144145,316-29,20
4198696000000144181,316-54,20
4198696000000144217,316-67,18
4198696000000144253,317-6,10
4198696000000144289,317-13,10
4198696000000144325,317-22,10
4198696000000144361,318-2,10
4198696000000144397,318-8,10
4198696000000144433,333-39,50
4198696000000144469,333-81,48
4198696000000144505,333-98,49
4198696000000144541,385-74,46
4198696000000144577,393-37,6
4198696000000144613,393-117,20
4198696000000144649,393-194,7
4198696000000144685,419-12,5
4198696000000513111,14-81,50
4198696000000513147,259-140,8
4198696000000588196,343-1,11
4198696000000588232,343-5,19
4198696000000588268,343-9,20
4198696000000588304,343-13,15
4198696000000588340,343-17,68
4198696000000588376,343-21,8
4198696000000602320,106-3,78
4198696000000602356,106-7,11
4198696000000602392,106-11,159
4198696000000602428,106-15,759
4198696000000602464,106-19,28
4198696000000602500,106-23,36
4198696000000602536,106-27,225
4198696000000602572,106-32,5
4198696000000669507,3-2,1
4198696000000669543,3-6,2
4198696000000669579,3-10,2
4198696000000669615,3-14,2
4198696000000669651,3-18,6
4198696000000669687,3-22,1
4198696000000669723,3-26,2
4198696000000669759,3-30,2
4198696000000669795,3-34,0
4198696000000669831,3-38,2
4198696000000669867,3-42,1
4198696000000669903,3-46,0
4198696000000669939,3-50,2
4198696000000669975,3-54,2
4198696000000670011,3-58,1
4198696000000670047,3-62,5
4198696000000670083,3-66,0
4198696000000670119,3-70,9
4198696000000670155,3-74,2
4198696000000670191,3-78,3
4198696000000670227,3-82,1
4198696000000670263,3-86,3
4198696000000670299,3-90,0
4198696000000670335,3-94,2
4198696000000670371,3-98,5
4198696000000670407,3-102,3
4198696000000670443,3-106,0
4198696000000670479,3-110,3
4198696000000670515,3-114,1
4198696000000670551,3-118,0
4198696000000670587,3-122,2
4198696000000670623,3-126,1
4198696000000670659,3-130,4
4198696000000670695,3-134,6
4198696000000670731,3-138,3
4198696000000670767,3-142,5
4198696000000670803,3-146,5
4198696000000676783,501-2,2
4198696000000676819,501-6,6
4198696000000676855,501-10,14
4198696000000676891,168-2003,4
4198696000000676927,168-2007,50
4198696000000676963,168-2011,15
4198696000000676999,168-2015,50
4198696000000677035,168-2019,49
4198696000000677071,168-2023,50
4198696000000677107,168-2027,9
4198696000000677143,168-2031,10
4198696000000677179,168-2035,1
4198696000000677215,376-2,1
4198696000000677251,376-6,0
4198696000000677287,376-10,2
4198696000000677323,376-14,2
4198696000000677359,376-18,2
4198696000000677395,376-22,0
4198696000000677431,376-26,3
4198696000000677467,376-30,2
4198696000000677503,376-34,4
4198696000000677539,376-38,2
4198696000000677575,376-42,2
4198696000000677611,376-46,2
4198696000000677647,376-50,0
4198696000000677683,376-54,1
4198696000000677719,376-58,1
4198696000000677755,376-62,2
4198696000000677791,376-66,7
4198696000000677827,376-70,2
4198696000000677863,376-74,4
4198696000000677899,376-78,1
4198696000000677935,376-82,0
4198696000000677971,376-86,2
4198696000000678007,376-90,2
4198696000000678043,376-94,2
4198696000000678079,376-98,2
4198696000000678115,376-102,3
4198696000000678151,376-106,2
4198696000000678187,376-110,3
4198696000000678223,376-114,3
4198696000000678259,376-118,2
4198696000000678295,376-122,4
4198696000000678331,376-126,2
4198696000000678367,376-130,2
4198696000000678403,376-134,4
4198696000000678439,376-138,2
4198696000000678475,376-142,3
4198696000000678511,376-146,4
4198696000000678547,21-1001,4
4198696000000678583,21-1005,2
4198696000000678619,21-1011,5
4198696000000678655,21-1015,2
4198696000000678691,21-1019,4
4198696000000678727,21-1023,3
4198696000000678763,21-1027,4
4198696000000678799,21-1031,5
4198696000000678835,21-1035,5
4198696000000678871,21-1039,5
4198696000000678907,21-1043,3
4198696000000678943,72-1003,3
4198696000000678979,72-1007,3
4198696000000679015,72-1011,2
4198696000000679051,72-1015,1
4198696000000679087,72-1019,0
4198696000000679123,72-1029,12
4198696000000679159,72-1033,2
4198696000000679195,72-1037,5
4198696000000679231,72-1041,3
4198696000000679267,72-1045,9
4198696000000679303,72-1049,3
4198696000000679339,72-1053,0
4198696000000679375,72-1057,0
4198696000000679411,72-1061,5
4198696000000679447,72-1065,6
4198696000000679483,72-1069,4
4198696000000679519,72-1073,0
4198696000000679555,72-1077,2
4198696000000679591,72-1081,0
4198696000000679627,72-1085,3
4198696000000679663,95-1001,8
4198696000000679699,95-1005,0
4198696000000679735,95-1009,7
4198696000000679771,127-1001,39
4198696000000791028,513-004,6
4198696000000836151,514-002,11
4198696000000836187,514-006,5
4198696000000836223,514-010,3
4198696000000836259,514-014,10
4198696000000844003,507-003,6
4198696000000844039,506-003,10
4198696000000844075,506-007,34
4198696000000844111,506-011,28
4198696000000844147,506-015,33
4198696000000844183,506-020,12
4198696000000844219,506-024,15
4198696000000844255,505-004,21
4198696000000844291,505-008,24
4198696000000844327,505-012,17
4198696000000844363,505-016,0
4198696000000846007,1000-1000,0
4198696000000860599,511-004,2
4198696000000860635,511-008,2
4198696000000860671,511-012,9
4198696000000860707,511-016,2
4198696000000860743,509-0004,4
4198696000000860779,509-0008,6
4198696000000860815,509-0012,7
4198696000000860851,509-0016,2
4198696000000860887,509-0020,7
4198696000000860923,509-0024,5
4198696000000860959,509-0028,9
4198696000000860995,509-0032,5
4198696000000861031,509-0036,3
4198696000000861067,509-0040,4
4198696000000861103,509-0044,6
4198696000000861139,509-0048,8
4198696000000861175,509-0052,8
4198696000000861211,509-0056,3
4198696000000861247,509-0060,3
4198696000000861283,509-0064,10
4198696000000861319,509-0068,2
4198696000000861355,509-0072,7
4198696000000861391,509-0076,6
4198696000000861427,509-0080,3
4198696000000861463,509-0084,1
4198696000000861499,509-0088,3
4198696000000861535,509-0092,6
4198696000000861571,509-0096,2
4198696000000861607,509-0100,6
4198696000000861643,509-0104,0
4198696000000861679,509-0108,3
4198696000000861715,509-0112,5
4198696000000861751,509-0116,6
4198696000000861787,509-0120,5
4198696000000861823,509-0124,10
4198696000000861859,509-0128,4
4198696000000861895,509-0132,4
4198696000000861931,509-0136,5
4198696000000861967,509-0140,3
4198696000000862003,509-0144,4
4198696000000862039,509-0148,4
4198696000000862075,509-0152,5
4198696000000862111,509-0156,7
4198696000000862147,509-0160,3
4198696000000862183,509-0164,3
4198696000000862219,509-0168,1
4198696000000862255,509-0172,2
4198696000000862291,509-0176,6
4198696000000862327,509-0180,2
4198696000000862363,509-0184,3
4198696000000862399,509-0188,3
4198696000000862435,509-0192,2
4198696000000862471,509-0196,8
4198696000000862507,509-0200,7
4198696000000862543,509-0503,6
4198696000000862579,509-0507,8
4198696000000862615,509-0511,5
4198696000000862651,509-0515,7
4198696000000862687,509-0519,4
4198696000000862723,509-0523,1
4198696000000862759,509-0527,0
4198696000000862795,509-0531,4
4198696000000862831,509-0535,4
4198696000000862867,509-0539,4
4198696000000862903,509-0543,8
4198696000000862939,509-0547,4
4198696000000862975,509-0551,4
4198696000000863011,509-0555,1
4198696000000863047,509-0559,9
4198696000000863083,509-0563,2
4198696000000863119,509-0567,3
4198696000000863155,509-0571,2
4198696000000863191,509-1001,3
4198696000000863227,509-1005,2
4198696000000863263,509-1009,18
4198696000000863299,509-1013,18
4198696000000863335,509-1017,6
4198696000000863371,509-1021,18
4198696000000863407,509-1025,3
4198696000000863443,509-1029,6
4198696000000863479,509-1033,8
4198696000000863515,509-1037,4
4198696000000863551,509-1041,5
4198696000000863587,509-1045,8
4198696000000863623,509-1049,4
4198696000000863659,509-1503,4
4198696000000863695,509-1507,2
4198696000000863731,509-1511,4
4198696000000863767,509-1515,4
4198696000000863803,509-1519,6
4198696000000863839,509-1523,6
4198696000000863875,509-1527,6
4198696000000863911,509-1531,2
4198696000000863947,509-1535,5
4198696000000863983,509-2002,1
4198696000000864019,509-2006,5
4198696000000864055,509-2010,4
4198696000000864091,509-2014,2
4198696000000864127,509-2018,3
4198696000000864163,509-2022,3
4198696000000864199,509-2026,5
4198696000000864235,509-2030,0
4198696000000864271,509-2034,3
4198696000000864307,509-2502,8
4198696000000864343,509-2506,2
4198696000000864379,509-2510,2
4198696000000864415,509-2514,2
4198696000000864451,509-2518,5
4198696000000864487,509-2522,1
4198696000000864523,509-2526,2
4198696000000864559,509-2530,2
4198696000000864595,509-2534,3
4198696000000864631,509-2538,3
4198696000000864667,509-2542,2
4198696000000864703,509-2546,9
4198696000000864739,509-2550,1
4198696000000864775,509-2554,1
4198696000000864811,509-2558,7
4198696000000864847,509-2562,3
4198696000000864883,509-2566,6
4198696000000864919,509-2570,4
4198696000000864955,509-2574,4
4198696000000864991,509-2578,5
4198696000000865027,509-2582,5
4198696000000865063,509-2586,6
4198696000000865099,509-2590,4
4198696000000865135,509-2594,3
4198696000000865171,509-2598,2
4198696000000865207,509-2602,4
4198696000000865243,510-003,8
4198696000000865279,510-007,2
4198696000000865315,510-011,1
4198696000000865351,510-015,2
4198696000000865387,510-019,4
4198696000000865423,510-023,5
4198696000000865459,510-027,1
4198696000000865495,510-031,1
4198696000000865531,510-035,0
4198696000000865567,510-039,0
4198696000000865603,510-043,0
4198696000000865639,510-047,9
4198696000000865675,509-3503,2
4198696000000865711,509-3507,5
4198696000000865747,509-3511,2
4198696000000865783,509-3515,2
4198696000000865819,509-3519,1
4198696000000865855,509-3523,2
4198696000000865891,509-3527,1
4198696000000865927,509-3531,2
4198696000000865963,509-3535,2
4198696000000865999,509-3001,1
4198696000000866035,509-3005,1
4198696000000866071,509-3009,1
4198696000000866107,509-3013,2
4198696000000866143,509-3017,5
4198696000000866179,509-3021,2
4198696000000866215,509-3025,2
4198696000000866251,509-3029,2
4198696000000866287,509-3033,2
4198696000000897207,504-003,1
4198696000000897243,504-007,2
4198696000000897279,504-011,3
4198696000000897315,504-015,1
4198696000000897351,504-019,2
4198696000000897387,504-023,0
4198696000000897423,504-027,2
4198696000000897459,504-031,2
4198696000000897495,504-035,2
4198696000000897531,504-039,0
4198696000000897567,504-043,1
4198696000000897603,504-047,0
4198696000000897639,504-051,1
4198696000000897675,504-055,0
4198696000000897711,504-059,2
4198696000000897747,504-063,2
4198696000000897783,504-067,0
4198696000000897819,504-071,0
4198696000000897855,504-075,0
4198696000000897891,504-079,1
4198696000000897927,504-083,0
4198696000000897963,504-087,0
4198696000000897999,504-091,1
4198696000000898035,504-095,0
4198696000000898071,504-099,1
4198696000000898107,504-103,2
4198696000000898143,504-107,1
4198696000000898179,504-111,0
4198696000000898215,504-115,2
4198696000000898251,504-119,2
4198696000000898287,504-123,0
4198696000000898323,504-127,2
4198696000000898359,504-131,1
4198696000000898395,504-135,1
4198696000000898431,504-139,2
4198696000000898467,504-143,2
4198696000000898503,504-147,2
4198696000000898539,502-001,4
4198696000000898575,502-005,6
4198696000000898611,502-009,8
4198696000000898647,502-013,5
4198696000000898683,502-017,5
4198696000000898719,502-021,5
4198696000000898755,502-025,2
4198696000000898791,502-029,4
4198696000000898827,502-033,2
4198696000000898863,502-037,2
4198696000000898899,502-041,10
4198696000000898935,502-045,10
4198696000000898971,502-049,8
4198696000000899007,502-053,8
4198696000000899043,502-057,10
4198696000000899079,502-061,10
4198696000000899115,502-065,4
4198696000000899151,502-069,1
4198696000000899187,502-073,3
4198696000000899223,502-077,5
4198696000000899259,502-081,10
4198696000000899295,130-001,0
4198696000000899331,130-005,30
4198696000000899367,130-009,0
4198696000000899403,130-013,4
4198696000000899439,130-017,1
4198696000000899475,130-021,1
4198696000000899511,503-001,17
4198696000000899547,503-005,9
4198696000000899583,503-009,23
4198696000000899619,503-013,0
4198696000000899655,503-017,8
4198696000000899691,503-021,3
4198696000000899727,503-025,12
4198696000000899763,503-029,10
4198696000000899799,503-033,10
4198696000000899835,503-037,9
4198696000001039654,9-515,75
4198696000001039690,9-590,80
4198696000001039726,107-9,97
4198696000001039762,273-12,18
4198696000001039798,273-20,17
4198696000001039834,274-8,20
4198696000001039870,85-232,20
4198696000001039906,85-48,100
4198696000001039942,11-310,5
4198696000001039978,118-113,36
4198696000001040014,118-139,40
4198696000001040050,118-158,45
4198696000001040086,118-186,40
4198696000001040122,118-53,40
4198696000001040158,118-71,40
4198696000001040194,173-34,48
4198696000001040230,173-38,2
4198696000001040266,168-6,191
4198696000001040302,229-91,66
4198696000001040338,238-133,10
4198696000001040374,257-6,20
4198696000001040410,39-84,10
4198696000001040446,88-13,30
4198696000001040482,88-19,12
4198696000001040518,88-39,20
4198696000001040554,88-47,20
4198696000001040590,339-2,16
4198696000001040626,351-15,1
4198696000001040662,351-207,1
4198696000001040698,351-270,1
4198696000001040734,351-92,1
4198696000001040770,393-114,51
4198696000001040806,393-48,6
4198696000001040842,393-91,10
4198696000001040878,393-116,20
4198696000001040914,393-92,4
4198696000001040950,77-11,182
4198696000001040986,77-18,198
4198696000001041022,77-24,175
4198696000001041058,77-6,192
4198696000001041094,93-15,120
4198696000001041130,93-3,20
4198696000001045443,512-003,4
4198696000001045479,512-007,4
4198696000001045515,512-011,1
4198696000001045551,512-015,1
4198696000001045587,512-019,0
4198696000001045623,512-023,4
4198696000001045659,512-027,5
4198696000001045695,512-031,4
4198696000001045731,512-036,4
4198696000001045767,512-040,3
4198696000001045803,512-044,5
4198696000001045839,512-048,5
4198696000001045875,512-052,3
4198696000001045911,512-056,5
4198696000001045947,512-060,4
4198696000001045983,512-064,5
4198696000001046019,512-068,4
4198696000001046055,512-072,5
4198696000001046091,512-076,4
4198696000001046127,512-080,3
4198696000001046163,512-084,5
4198696000001046199,512-088,3
4198696000001046235,512-092,5
4198696000001046271,512-096,0
4198696000001046307,512-100,4
4198696000001046343,512-104,4
4198696000001046379,512-108,2
4198696000001046415,512-112,1
4198696000001046451,512-116,4
4198696000001046487,512-120,3
4198696000001046523,512-124,1
4198696000001046559,512-128,5
4198696000001046595,512-132,1
4198696000001046631,512-136,5
4198696000001046667,512-140,5
4198696000001046703,512-144,5
4198696000001046739,512-148,4
4198696000001046775,512-152,4
4198696000001046811,512-156,1
4198696000001048203,1000-0001,0
4198696000001048239,1000-0005,0
4198696000001048275,1000-0009,900
4198696000001048311,1000-0013,19
4198696000001057791,517-002,1
4198696000001086331,515-002,4
4198696000001086367,515-006,4
4198696000001086403,515-010,10
4198696000001086439,516-003,25
4198696000001086475,516-007,10
4198696000001089109,127-1005,85
4198696000001089145,127-1009,60
4198696000001089181,127-1013,53
4198696000001089217,127-1017,71
