Item_ID,Last_Purchase_Price
4198696000000529823,2887.5
4198696000000529833,1842.5
4198696000000529841,2266
4198696000000529843,2392.5
4198696000000529851,2904
4198696000000529879,5472.5
4198696000000529895,5302
4198696000000529899,5027
4198696000000529927,154
4198696000000529939,6011.5
4198696000000529949,418
4198696000000529955,3008.5
4198696000000529959,2777.5
4198696000000529961,2563
4198696000000529977,9823
4198696000000529999,1226.5
4198696000000530009,676.5
4198696000000530015,77
4198696000000530029,8772.5
4198696000000530043,7111.5
4198696000000530069,1259.5
4198696000000530073,9498.5
4198696000000530083,3091
4198696000000530109,2233
4198696000000530117,3663
4198696000000530123,1446.5
4198696000000530135,1974.5
4198696000000530139,1039.5
4198696000000530165,1017.5
4198696000000530167,2046
4198696000000588436,8058.3
4198696000000588450,2241.7
4198696000000588454,2457.7
4198696000000588462,400.7
4198696000000602637,4263.21
4198696000000602639,6102.01
4198696000000602643,5189.99
4198696000000602661,5095.63
4198696000000602671,3680.18
4198696000000632017,11324.539999999999
4198696000000632019,3534.6299999999997
4198696000000632043,3429.1000000000004
4198696000000632045,3171.6700000000005
4198696000000632063,5386.74
4198696000000684045,2412.98
4198696000000703006,2878.9599999999996
4198696000000703008,3743.7900000000004
4198696000000703056,1289.42
4198696000000703070,761.8000000000001
4198696000000703159,1671.81
4198696000000703199,2822.4
4198696000000703209,5423.41
4198696000000703251,1377.8400000000001
4198696000000703259,1776.13
4198696000000703309,1552.44
4198696000000703329,658.71
4198696000000703373,1349.23
4198696000000703375,1973.45
4198696000000703387,1836.2
4198696000000703417,2472.48
4198696000000703435,3956.78
4198696000000703479,2552.17
4198696000000703485,2333.14
4198696000000703510,5793.8099999999995
4198696000000703526,4081.56
4198696000000703528,19832.14
4198696000000703532,3812.53
4198696000000703692,4696.74
4198696000000703724,5797.75
4198696000000703765,1715.14
4198696000000703775,1556.79
4198696000000703796,5179.75
4198696000000703834,3953.1800000000003
4198696000000703846,3876.7999999999997
4198696000000703852,5750.05
4198696000000703891,1920.22
4198696000000703893,2076.81
4198696000000703903,1020.18
4198696000000703928,1261.49
4198696000000703932,1472.44
4198696000000703940,1245.92
4198696000000703942,1253.1
4198696000000703944,1244.55
4198696000000703954,1199.92
4198696000000703994,7455.48
4198696000000703996,8096.07
4198696000000705006,3644.25
4198696000000705032,1227.04
4198696000000705052,1338.4
4198696000000705054,1227.84
4198696000000705102,2020.08
4198696000000705142,1908.05
4198696000000705148,1902.56
4198696000000705150,1907.77
4198696000000705158,2856.27
4198696000000705192,3143.09
4198696000000705198,3554.08
4198696000000705200,4164.37
4198696000000705202,4039.21
4198696000000705204,3421.83
4198696000000705254,3013.8
4198696000000705256,4369.22
4198696000000705258,4804.72
4198696000000705296,1774.14
4198696000000705308,1223.05
4198696000000705318,1325.52
4198696000000705348,6026
4198696000000705352,6337.49
4198696000000705360,5892.19
4198696000000705400,237.10500000000002
4198696000000705404,818.536
4198696000000705449,4088.4300000000003
4198696000000705453,6442.830000000001
4198696000000705459,3015.6800000000003
4198696000000705501,4662.96
4198696000000705568,3255.73
4198696000000705592,16069.96
4198696000000705600,7645.32
4198696000000705612,30.26
4198696000000705616,44.79
4198696000000705676,1572.05
4198696000000705682,27198.35
4198696000000705684,16953.61
4198696000000705715,3606.78
4198696000000705717,3606.78
4198696000000705755,1735.02
4198696000000705761,2194.29
4198696000000705763,2194.29
4198696000000705765,3186.54
4198696000000705832,4202.41
4198696000000705854,3996.25
4198696000000705889,2104.5
4198696000000705911,4298.51
4198696000000705919,6328.95
4198696000000836326,1858.3999999999999
4198696000000836330,1830.8
4198696000000844417,920
4198696000000844423,2150
4198696000000844425,4950
4198696000000844429,1480
4198696000000844435,1475
4198696000000844437,1150
4198696000000844449,1295
4198696000000844451,1998
4198696000000844469,2325
4198696000000844471,1975
4198696000000844475,2100
4198696000000844495,7105
4198696000000844499,2400
4198696000000844501,1475
4198696000000866329,15783.75
4198696000000866345,6597
4198696000000866355,8597.3
4198696000000866357,8054.64
4198696000000866361,8468.93
4198696000000866379,7433.639999999999
4198696000000866383,7470
4198696000000866389,6900
4198696000000866403,9589.05
4198696000000866447,11150.46
4198696000000866451,6720.82
4198696000000866453,9012.02
4198696000000866459,10709.82
4198696000000866461,7013.589999999999
4198696000000866554,6318.68
4198696000000869528,11162.51
4198696000000869536,6906.530000000001
4198696000000869548,5647.75
4198696000000869554,6717.13
4198696000000869560,7525.15
4198696000000869566,4724.5599999999995
4198696000000869570,8254.4
4198696000000869586,6024.04
4198696000000869608,8115.18
4198696000000869638,7966.93
4198696000000869644,5190
4198696000000869666,9072.2
4198696000000869686,7181.719999999999
4198696000000869708,8594.78
4198696000000872080,34044.78
4198696000000872094,36678.83
4198696000000872118,35553.36
4198696000000872122,54862.10999999999
4198696000000872128,38694.7
4198696000000872132,27333.77
4198696000000872136,35820
4198696000000872144,31088.16
4198696000000872192,15982.6
4198696000000872200,13467.97
4198696000000872236,20468.45
4198696000000872238,16155
4198696000000872246,17264.73
4198696000000872250,16747.21
4198696000000872256,11673.19
4198696000000872258,14805
4198696000000876969,20197.43
4198696000000876971,19430.11
4198696000000876999,19809.8
4198696000000878001,13863.59
4198696000000878005,18222.77
4198696000000878007,18698.89
4198696000000878015,20605.47
4198696000000878025,14400
4198696000000878041,11507.14
4198696000000878045,14676.589999999998
4198696000000878053,16731.07
4198696000000878059,12937.26
4198696000000878497,6350.22
4198696000000878509,6102.82
4198696000000878511,6751.76
4198696000000878523,8355.57
4198696000000878533,7380.25
4198696000000878537,7449.67
4198696000000878543,7912.6
4198696000000878549,8835.67
4198696000000878555,11622.95
4198696000000878897,10132.22
4198696000000878899,13874.210000000001
4198696000000878905,7061.580000000001
4198696000000878907,7152.12
4198696000000878913,9865.699999999999
4198696000000878919,12733.130000000001
4198696000000878925,7802.710000000001
4198696000000878931,13520.61
4198696000000878935,8623.3
4198696000000878937,9747.74
4198696000000878943,10448.85
4198696000000878957,11172.589999999998
4198696000000878967,9046.63
4198696000000878973,13670.51
4198696000000878981,9899.1
4198696000000879003,9995
4198696000000879015,11384.539999999999
4198696000000879021,7113.93
4198696000000879037,12606.75
4198696000000879039,10349.039999999999
4198696000000879049,12188.869999999999
4198696000000879051,12674.660000000002
4198696000000879897,16948.02
4198696000000879903,31245
4198696000000879911,18450
4198696000000879913,15616.98
4198696000000879919,9891.35
4198696000000879929,13338.55
4198696000000879931,11908.23
4198696000000879947,12640.01
4198696000000879953,12497.13
4198696000000879963,11778.61
4198696000000880444,141701.68
4198696000000880446,152824.72
4198696000000880448,98000
4198696000000880470,37931.88
4198696000000880608,150079.69999999998
4198696000000880618,210014.82
4198696000000880620,126041.21
4198696000000880622,218015.78
4198696000000880924,4831.23
4198696000000880934,6381.69
4198696000000880942,6381.69
4198696000000880946,5485.24
4198696000000880970,6575.23
4198696000000880974,5347.24
4198696000000880982,8800
4198696000000881002,5317.32
4198696000000881010,5389.88
4198696000000881012,6597.77
4198696000000881028,5709.47
4198696000000881038,6237
4198696000000881044,6090
4198696000000881046,6729.18
4198696000000881050,5141.27
4198696000000881060,6150
4198696000000881062,6345.889999999999
4198696000000881074,4356.83
4198696000000881078,5544
4198696000000881086,7200
4198696000000881096,7548.22
4198696000000881108,5653.22
4198696000000881114,4624.66
4198696000000881116,4900
4198696000000881118,5800
4198696000000888074,58000
4198696000000888078,75500
4198696000000888080,75500
4198696000000888084,55500
4198696000000888090,56700
4198696000000888102,42000
4198696000000899882,4827.4
4198696000000899886,6125
4198696000000899908,27995
4198696000000900296,4326.86
4198696000000900304,2151.57
4198696000000900314,9353.050000000001
4198696000000900328,4035.98
4198696000000902005,18267.36
4198696000000905011,12930.48
4198696000000905015,12484.380000000001
4198696000000907003,3798.02
4198696000000907005,3798.02
4198696000000907025,5973.5
4198696000000907031,6891.740000000001
4198696000000907039,4136.91
4198696000000907053,7410.84
4198696000000907061,1518.35
4198696000000907065,4755.94
4198696000000907069,4218.75
4198696000000907073,1027.4
4198696000000907101,1472.88
4198696000000907119,2945.83
4198696000000907131,1345.63
4198696000000907137,4136.91
4198696000000907149,3445.92
4198696000000907157,3118.55
4198696000000907175,1945.31
4198696000000907185,5150.55
4198696000000907197,8628.31
4198696000000907203,2716
4198696000000907219,6437.139999999999
4198696000000907227,2269.55
4198696000000907235,9964.89
4198696000000907241,3038.4599999999996
4198696000000907247,4718.75
4198696000000907253,9546.64
4198696000000907263,2533.16
4198696000000907275,7585.5
4198696000000907287,2664.67
4198696000000907295,5243.15
4198696000000907463,10709.4
4198696000000913037,19139.9
4198696000000913053,18505.75
4198696000000913055,18505.75
4198696000000913075,30435.52
4198696000000913904,20523.510000000002
4198696000000913908,16963.43
4198696000000913912,9951.619999999999
4198696000000913922,21664.98
4198696000000913930,11875.960000000001
4198696000001041659,1281.5
4198696000001041663,1391.5
4198696000001041673,324.5
4198696000001041677,313.5
4198696000001041695,330
4198696000001041697,302.5
4198696000001041699,1089
4198696000001041703,583
4198696000001041707,253
4198696000001041751,715
4198696000001041769,874.5
4198696000001041773,2761
4198696000001041781,9014.5
4198696000001041801,11473
4198696000001041809,4988.5
4198696000001041811,8283
4198696000001041815,5879.5
4198696000001041831,3311
4198696000001041841,4680.5
4198696000001041847,3767.5
4198696000001041851,4504.5
4198696000001041877,16923.5
4198696000001041879,35772
4198696000001041881,15592.5
4198696000001041883,18496.5
4198696000001041887,18265.5
4198696000001041893,19767
4198696000001041899,7073
4198696000001041905,4152.5
4198696000001041907,7155.5
4198696000001054968,5401
4198696000001054974,7980.5
4198696000001054976,5340.5
4198696000001054980,4576
4198696000001054984,5357
4198696000001054988,19415
4198696000001055035,60.5
4198696000001046866,7480.860000000001
4198696000001046882,12839.47
4198696000001046910,33417.63
4198696000001046912,8616.11
4198696000001046944,6309.6
4198696000001046946,14046.48
4198696000001046948,10851.84
4198696000001046954,14747.62
4198696000001046962,6849.93
4198696000001046978,32010.26
4198696000001046996,31563.79
4198696000001047018,21644.3
4198696000001047038,38891.88
4198696000001047042,11417.539999999999
4198696000001047046,27778.47
4198696000001047056,20083.54
4198696000001047058,13903.99
4198696000001047064,11991.24
4198696000001047076,52175.4
4198696000001047084,49328.270000000004
4198696000001047106,34271.759999999995
4198696000001047120,8407.939999999999
4198696000001047124,12695.41
4198696000001047128,10394.64
4198696000001047156,25148.63
4198696000001047158,47745.58
4198696000001047168,8861.55
4198696000001047178,9938.91
4198696000001068235,287.40000000000003
4198696000001068367,12105.48
4198696000001068371,15481.7
4198696000001068485,335.29
4198696000001068487,335.29
4198696000001068491,263.45
4198696000001068493,215.54999999999998
4198696000001068663,228.08
4198696000001085639,6869.24
4198696000001089531,3200
4198696000001096625,5600
4198696000001096627,8900
4198696000001096651,4700
4198696000001223034,887.22
4198696000001441012,2600
4198696000001441317,4600
4198696000001559001,2800
4198696000001559009,2990
4198696000001559015,4900
4198696000001559025,2600
4198696000001559029,12900
4198696000001559039,9900
4198696000001559067,2500
4198696000001559071,2000
4198696000001559073,1500
4198696000001559083,1900
4198696000001559089,2200
4198696000001559093,3990
4198696000001559099,2400
4198696000001559123,1700
4198696000001559139,2100
4198696000001559159,2100
4198696000001559163,5700
4198696000001559179,5400
4198696000001559189,3813.15
4198696000001559191,1800
4198696000001559195,2200
4198696000001559203,1990
4198696000001559207,1300
4198696000001559209,1990
4198696000001559247,2100
4198696000001559265,3500
4198696000001559269,2200
4198696000001559277,1500
4198696000001464030,6961.2
4198696000001466012,3870
4198696000001481184,6369.9
4198696000001481401,21510
4198696000001481409,3537
4198696000001559552,7500
4198696000001559554,24100
4198696000001559560,3200
4198696000001559564,4800
4198696000001559578,3300
4198696000001559584,7990
4198696000001559592,4980
4198696000001559598,5700.08
4198696000001559602,34500
4198696000001559610,3100
4198696000001559616,10900
4198696000001559638,3100
4198696000001559642,3700
4198696000001559664,4400
4198696000001559680,6300
4198696000001559684,9700
4198696000001559714,33200
4198696000001559718,18900
4198696000001559726,49800
4198696000001559728,19900
4198696000001615422,24231.39
4198696000001615430,30274.52
4198696000001615438,25531.18
4198696000001615440,25531.18
4198696000001615462,24977.7
4198696000001615476,23640.03
4198696000001615484,28900.63
4198696000001615490,31400.36
4198696000001615492,27985.8
4198696000001615544,37500
4198696000001615554,31400.36
4198696000001615556,30110.4
4198696000001615562,29900
4198696000001615568,30133.58
4198696000001615572,27678.97
4198696000001615582,33573.27
4198696000001615590,31796.91
4198696000001615600,19789.4
4198696000001615622,19556.14
4198696000001615638,23254.12
4198696000001615644,20492.77
4198696000001615660,12745.78
4198696000001615670,14703.05
4198696000001615684,13789.38
4198696000001615686,15163.68
4198696000001615694,17166.13
4198696000001615698,13710.29
4198696000001615720,14275.51
4198696000001615736,14764.21
4198696000001615740,10819.67
4198696000001619115,11066.7
4198696000001619119,10283.96
4198696000001619121,10595.59
4198696000001619125,9715
4198696000001619131,13250.68
4198696000001619181,13125.88
4198696000001619185,18942.23
4198696000001619803,810.25
4198696000001619817,12177
4198696000001619829,4865.04
4198696000001619835,8710.61
4198696000001619841,7740
4198696000001619849,8200
4198696000001619857,4500
4198696000001619863,8788.05
4198696000001619869,11950
4198696000001619871,10770.93
4198696000001619877,12500
4198696000001619881,13455
4198696000001619897,20027.96
4198696000001619899,16226.6
4198696000001619903,16823.59
4198696000001619915,23950
4198696000001619925,25164.32
4198696000001619943,29680.63
4198696000001619953,41850
4198696000001619981,33150.59
4198696000001619985,25447.92
4198696000001619999,33920
4198696000001620001,26450.16
4198696000001620005,30729.13
4198696000001620011,33621.29
4198696000001620049,8886.21
4198696000001620075,12150
4198696000001620079,8280
4198696000001620087,10272.08
4198696000001620117,33562.19
4198696000001623355,16098.37
4198696000001623369,13653.09
4198696000001623379,14137.5
4198696000001623387,14651.65
4198696000001623407,14234.34
4198696000001623439,11456.54
4198696000001623445,19650.28
4198696000001623455,15028.72
4198696000001623475,14233.79
4198696000001623485,13473.72
4198696000001623487,13822.84
4198696000001623491,13653.09
4198696000001623495,16137.33
4198696000001623507,19650.28
4198696000001623519,17867.59
4198696000001623545,17867.59
4198696000001623569,16219.17
4198696000001623573,22900
4198696000001623575,21719.34
4198696000001623577,15555.77
4198696000001623587,14726.75
4198696000001623589,14505.96
4198696000001627744,8250.175
4198696000001627766,4945.85
4198696000001627768,13571.215
4198696000001627774,4886.145
4198696000001627780,6715.26
4198696000001627784,1138.39
4198696000001627796,2775.645
4198696000001627798,5266.34
4198696000001629496,9197.76
4198696000001629755,7485.17
4198696000001630978,14960
4198696000001674277,2888.36
4198696000001685171,6280
4198696000001685179,8546.4
4198696000001685352,5350
4198696000001685358,6593.6
4198696000001685510,22000
4198696000001685516,53392.95
4198696000001685664,33065
4198696000001685670,17693.85
4198696000001685676,39555
4198696000001686953,26640
4198696000001715434,20000
4198696000001735049,25000
4198696000001784012,25000
4198696000002192298,2000
4198696000002192365,9200
4198696000002192572,4800
4198696000002192899,23850
4198696000002266162,16900
4198696000002384182,12243.05
4198696000002427094,6950
4198696000002572005,20000
4198696000002572160,18018
4198696000002572189,11663.99
4198696000002572197,11066.7
4198696000002600015,20000
4198696000002600021,20000
4198696000002600037,17000
4198696000002600047,22000
4198696000002600051,60000
4198696000002600061,17000
4198696000002600075,20000
4198696000002600089,17000
4198696000002584778,8900
4198696000002584848,3300
4198696000002614214,2556.74
4198696000002664910,43829
4198696000002709025,28738.59
4198696000002709033,23011.98
4198696000002709035,14703.05
4198696000002709043,5495.39
4198696000002711007,2750.02
4198696000002715012,3613.36
4198696000002722115,14338.88
4198696000002722129,19071.69
4198696000002722143,11066.7
4198696000002722153,28738.59
4198696000002722155,39020.49
4198696000002722157,24360.56
4198696000002722333,5448.95
4198696000000528385,588.5
4198696000000528475,7980.5
4198696000000528533,1485
4198696000000528549,407
4198696000000528629,2574
4198696000000528643,2612.5
4198696000000528653,10417
4198696000000528669,3421
4198696000000528707,1820.5
4198696000000528753,1782
4198696000000528767,15455
4198696000000528793,297
4198696000000528809,38.5
4198696000000528963,5346
4198696000000528973,4438.5
4198696000000529005,3690.5
4198696000000529013,3591.5
4198696000000529037,3509
4198696000000529081,10202.5
4198696000000529093,10615
4198696000000529107,25388
4198696000000529121,8415
4198696000000529129,4213
4198696000000529201,13959
4198696000000529211,4218.5
4198696000000529251,7282
4198696000000529271,3690.5
4198696000000529287,4812.5
4198696000000529331,6594.5
4198696000000529361,1028.5
4198696000000529449,2739
4198696000000529475,11605
4198696000000529527,2453
4198696000000529561,71.5
4198696000000529625,16538.5
4198696000000529627,12985.5
4198696000000529677,1584
4198696000000529681,2469.5
4198696000000529709,3173.5
4198696000000529907,665.5
4198696000000529973,4119.5
4198696000000529993,1259.5
4198696000000530013,5797
4198696000000530049,6880.5
4198696000000530057,1391.5
4198696000000530059,6627.5
4198696000000530071,14311
4198696000000530091,1331
4198696000000530111,2233
4198696000000530141,165
4198696000000530187,5632
4198696000000588456,6590.8
4198696000000588464,1499.3
4198696000000602651,3707.1400000000003
4198696000000632009,11546.4
4198696000000632011,2590.96
4198696000000684023,1595.31
4198696000000699024,4685.73
4198696000000703064,2254.84
4198696000000703165,990.0600000000001
4198696000000703261,1921.76
4198696000000703333,1925.15
4198696000000703335,1900.47
4198696000000703459,1991.03
4198696000000703463,1378.27
4198696000000703475,1671.7
4198696000000703536,4227.5199999999995
4198696000000703688,3427.55
4198696000000703751,910.5
4198696000000705188,3478.54
4198696000000705208,4845.7
4198696000000705354,6399.8
4198696000000705412,922.7
4198696000000705668,3036.62
4198696000000705678,1847.65
4198696000000705713,4948.13
4198696000000705767,4184.49
4198696000000705805,4825.17
4198696000000705844,2351.75
4198696000000705846,2771.5
4198696000000844895,1155
4198696000000866381,6760.8
4198696000000866405,6112.26
4198696000000866429,8980
4198696000000866433,11133.49
4198696000000869526,5530.62
4198696000000869540,10209.39
4198696000000869568,9811.16
4198696000000869690,5271.41
4198696000000872124,35012.39
4198696000000872134,29229.61
4198696000000872198,14123.06
4198696000000872206,16412.65
4198696000000872254,13115.68
4198696000000878035,16065.66
4198696000000878047,16100.98
4198696000000878947,12312.519999999999
4198696000000879013,9951.289999999999
4198696000000879899,14308.94
4198696000000880460,41756.87
4198696000000880468,106419.01000000001
4198696000000880926,6291
4198696000000880956,7064.41
4198696000000881052,6237
4198696000000881088,6140.7
4198696000000881110,5584.82
4198696000000899864,3026.68
4198696000000899880,4735.2699999999995
4198696000000899900,15032.89
4198696000000900294,3529.5
4198696000000907049,1463.64
4198696000000907083,1056.05
4198696000000907107,2056.5
4198696000000907217,3983.31
4198696000000907245,3100.38
4198696000000907249,6679.03
4198696000000907293,9294.83
4198696000000913007,7945
4198696000000913890,14401.05
4198696000000913892,11712.51
4198696000000913920,26501.090000000004
4198696000001041711,275
4198696000001041729,1182.5
4198696000001041741,1177
4198696000001041747,1270.5
4198696000001054986,6171
4198696000001055023,77
4198696000001055059,1039.5
4198696000001046924,3960.03
4198696000001046964,7304.4
4198696000001047024,19094.81
4198696000001047096,9515.92
4198696000001047118,8698.119999999999
4198696000001047142,20311.329999999998
4198696000001047164,13990.320000000002
4198696000001068217,346.11999999999995
4198696000001089533,4200
4198696000001096635,5400
4198696000001108126,15435
4198696000001441134,3250
4198696000001559057,1801.42
4198696000001559059,1990
4198696000001559137,4500
4198696000001559147,1800
4198696000001559155,1700
4198696000001559185,4950
4198696000001559187,6200
4198696000001559223,3900
4198696000001522043,36911.92
4198696000001531101,14225.65
4198696000001615446,22705.15
4198696000001615480,23283
4198696000001615560,29900
4198696000001615574,27678.97
4198696000001615598,28600
4198696000001615614,21694.09
4198696000001615618,20969.13
4198696000001619135,10031.08
4198696000001619183,11319.58
4198696000001619809,1041.12
4198696000001619955,31974.05
4198696000001619963,33966.05
4198696000001619997,44980
4198696000001620059,7746.87
4198696000001623319,10998.61
4198696000001623325,16900
4198696000001623333,19639.76
4198696000001623337,21216.99
4198696000001623341,16440.48
4198696000001623363,13822.84
4198696000001623401,17171.57
4198696000001623447,12328.32
4198696000001623453,15950
4198696000001623493,16137.33
4198696000001623505,17108.7
4198696000001627732,895.365
4198696000001627760,8939.465
4198696000001663066,9000
4198696000001685167,4785
4198696000001685364,7640
4198696000001686315,2990
4198696000001937295,20514.47
4198696000002447017,2046.22
4198696000002572162,12960
4198696000002572207,21900
4198696000002600013,20000
4198696000002600057,20000
4198696000002622962,35400
4198696000000528627,5401
4198696000000529043,3470.5
4198696000000529097,8464.5
4198696000000529245,11962.5
4198696000000529765,2574
4198696000000530137,38.5
4198696000000703004,2874.86
4198696000000703020,1959.5900000000001
4198696000000703269,2029.39
4198696000000703313,1887.08
4198696000000705212,5617.28
4198696000000705304,948
4198696000000705856,4306.75
4198696000000705917,3294.75
4198696000000866339,7213.01
4198696000000878003,14900
4198696000000878013,21582
4198696000000878887,12742.56
4198696000000880922,5597.23
4198696000000907153,4446.48
4198696000001041725,577.5
4198696000001047030,20561.57
4198696000001047048,29787.6
4198696000001047050,14957.61
4198696000001047100,50151.44
4198696000001096623,3200
4198696000001441194,7400
4198696000001559253,2900
4198696000001464098,36911.92
4198696000001559626,3300
4198696000001559688,5700
4198696000001615630,21777.63
4198696000001619149,10970.36
4198696000001619969,20994.14
4198696000001619975,20994.14
4198696000001735478,28880
4198696000001969230,17000
4198696000000588446,4295
4198696000000705088,2139.95
4198696000000879005,13088.37
4198696000001619189,8975.26
4198696000002572193,9206.33
4198696000000528331,621.5
4198696000000528357,841.5
4198696000000528359,605
4198696000000528363,693
4198696000000528369,1023
4198696000000528373,819.5
4198696000000528387,654.5
4198696000000528397,1050.5
4198696000000528409,1001
4198696000000528411,572
4198696000000528439,1067
4198696000000528443,610.5
4198696000000528451,1936
4198696000000528457,698.5
4198696000000528467,7298.5
4198696000000528491,2827
4198696000000528495,3267
4198696000000528517,2860
4198696000000528553,649
4198696000000528555,808.5
4198696000000528557,814
4198696000000528565,1617
4198696000000528571,1369.5
4198696000000528573,1815
4198696000000528579,2029.5
4198696000000528591,583
4198696000000528605,4933.5
4198696000000528609,12006.5
4198696000000528611,10615
4198696000000528613,11247.5
4198696000000528617,6440.5
4198696000000528625,6006
4198696000000528637,3239.5
4198696000000528645,3239.5
4198696000000528647,2293.5
4198696000000528655,3690.5
4198696000000528665,1897.5
4198696000000528675,1056
4198696000000528677,3096.5
4198696000000528689,2343
4198696000000528695,2332
4198696000000528711,5049
4198696000000528719,1947
4198696000000528725,11440
4198696000000528727,9432.5
4198696000000528743,3415.5
4198696000000528775,3217.5
4198696000000528783,2414.5
4198696000000528805,154
4198696000000528815,16.5
4198696000000528823,154
4198696000000528827,286
4198696000000528897,550
4198696000000528899,676.5
4198696000000528901,792
4198696000000528913,654.5
4198696000000528933,5241.5
4198696000000528935,5450.5
4198696000000528971,4752
4198696000000528985,3124
4198696000000529003,4070
4198696000000529019,4108.5
4198696000000529021,4845.5
4198696000000529027,3454
4198696000000529033,3987.5
4198696000000529045,3756.5
4198696000000529049,4009.5
4198696000000529065,2117.5
4198696000000529101,17319.5
4198696000000529113,4119.5
4198696000000529119,4807
4198696000000529127,3465
4198696000000529137,4334
4198696000000529139,2821.5
4198696000000529157,6176.5
4198696000000529167,5483.5
4198696000000529193,6220.5
4198696000000529203,6748.5
4198696000000529207,6836.5
4198696000000529221,7557
4198696000000529225,18375.5
4198696000000529233,7249
4198696000000529241,11962.5
4198696000000529263,6424
4198696000000529273,7799
4198696000000529283,9713
4198696000000529285,4812.5
4198696000000529303,13623.5
4198696000000529305,13623.5
4198696000000529309,9823
4198696000000529311,5461.5
4198696000000529315,6671.5
4198696000000529319,5940
4198696000000529327,16835.5
4198696000000529333,6594.5
4198696000000529339,11924
4198696000000529349,1017.5
4198696000000529351,1017.5
4198696000000529365,1028.5
4198696000000529367,1028.5
4198696000000529375,720.5
4198696000000529397,28627.5
4198696000000529401,26801.5
4198696000000529409,1732.5
4198696000000529435,2425.5
4198696000000529437,3151.5
4198696000000529439,2964.5
4198696000000529453,2106.5
4198696000000529461,3443
4198696000000529469,8096
4198696000000529487,2304.5
4198696000000529491,1628
4198696000000529495,11836
4198696000000529501,2051.5
4198696000000529511,1490.5
4198696000000529529,2249.5
4198696000000529545,2750
4198696000000529565,71.5
4198696000000529569,71.5
4198696000000529579,66
4198696000000529581,66
4198696000000529589,5.5
4198696000000529601,5.5
4198696000000529603,5.5
4198696000000529605,7359
4198696000000529617,14140.5
4198696000000529641,11302.5
4198696000000529643,11044
4198696000000529647,2695
4198696000000529659,1787.5
4198696000000529693,3272.5
