Product_ID,SKU,Available_Stock,Cost_Fallback,Current_Unit_Rate
4198696000016064932,517-1098,1,"CRC 14,200.00",14200
4198696000016070506,800-2363,0,"CRC 28,274.00",28274
4198696000016155726,530-1061,1,"CRC 3,300.00",3300
4198696000016196715,800-2366,0,"CRC 5,900.00",5900
4198696000016204661,800-2370,0,"CRC 2,150.00",2150
4198696000016210095,130-2026,1,"CRC 10,825.00",10825
4198696000016210694,339-1000,8,"CRC 9,500.00",9500
4198696000016210734,339-1004,4,"CRC 11,000.00",11000
4198696000016245162,529-104,2,"CRC 20,000.00",20000
4198696000016245413,800-2377,0,"CRC 11,550.00",11550
4198696000016269107,509-1069,4,"CRC 18,756.00",18756
4198696000016302077,3-200,2,"CRC 7,439.66",7439.66
4198696000016302207,3-204,1,"CRC 4,837.57",4837.57
4198696000016322081,44-1146,4,"CRC 1,150.00",1150
4198696000016362441,800-2382,0,"CRC 16,205.46",16205.46
4198696000016366001,800-2386,0,"CRC 21,458.74",21458.74
4198696000016370134,376-3187,2,"CRC 2,200.09",2200.09
4198696000016370594,800-2390,1,"CRC 18,423.75",18423.75
4198696000016373100,511-2003,2,"CRC 44,000.00",44000
4198696000016373136,511-2008,2,"CRC 49,000.00",49000
4198696000016393177,800-2395,0,"CRC 17,160.00",17160
4198696000016430139,511-2006,1,"CRC 61,500.00",61500
4198696000016430779,509-2041,1,"CRC 28,420.00",28420
4198696000016620005,800-2402,0,"CRC 20,000.00",20000
4198696000016620501,524-0167,2,"CRC 2,990.00",2990
4198696000016620627,800-2408,0,"CRC 5,550.00",5550
4198696000016633123,509-1549,2,"CRC 22,954.09",22954.09
4198696000016633982,800-2412,0,"CRC 16,292.04",16292.04
4198696000016723494,800-2415,0,"CRC 17,200.00",17200
4198696000016723668,800-2419,0,"CRC 16,000.00",16000
4198696000016775346,800-2423,0,"CRC 68,566.30",68566.3
4198696000016778661,528-0098,2,"CRC 5,910.00",5910
4198696000016754863,800-2429,0,"CRC 3,950.00",3950
4198696000016846016,517-1102,3,"CRC 28,000.00",28000
4198696000016846799,518-0614,1,"CRC 31,245.16",31245.16
4198696000016879450,524-0664,2,"CRC 4,100.00",4100
4198696000016879627,524-0668,2,"CRC 1,406.00",1406
4198696000016933169,72-3286,1,"CRC 4,791.00",4791
4198696000016933494,535-0009,4,"CRC 5,100.00",5100
4198696000016976028,534-0080,6,"CRC 3,950.00",3950
4198696000016976938,800-2435,0,"CRC 10,300.00",10300
4198696000016983758,535-0015,4,"CRC 5,200.00",5200
4198696000016988970,524-0671,2,"CRC 4,700.00",4700
4198696000016991184,524-0675,2,"CRC 2,990.00",2990
4198696000016993966,524-0168,6,"CRC 1,790.00",1790
4198696000017003408,800-2440,0,"CRC 11,500.00",11500
4198696000017003854,800-2444,0,"CRC 5,482.77",5482.77
4198696000016994434,800-2446,0,"CRC 68,200.00",68200
4198696000017018047,800-2448,0,"CRC 18,500.00",18500
4198696000017105371,800-2452,0,"CRC 18,990.00",18990
4198696000017105909,800-2454,0,CRC 303.05,303.05
4198696000017111642,517-1107,1,"CRC 14,308.91",14308.91
4198696000017182102,800-2460,0,"CRC 18,850.00",18850
4198696000017182640,800-2464,0,"CRC 4,802.00",4802
4198696000017213707,72-3294,1,"CRC 11,925.00",11925
4198696000017352001,800-2468,0,"CRC 8,673.00",8673
4198696000017385096,800-2472,0,"CRC 13,300.00",13300
4198696000017476438,517-1109,1,"CRC 20,536.80",20536.8
4198696000017482075,800-2477,0,"CRC 7,107.00",7107
4198696000017530422,524-0172,4,"CRC 1,900.00",1900
4198696000017568554,800-2481,0,"CRC 23,360.79",23360.79
4198696000017581935,522-0212,6,"CRC 19,490.00",19490
4198696000017627567,800-2483,0,"CRC 19,800.00",19800
4198696000017634664,800-2487,0,"CRC 4,290.00",4290
4198696000017634774,800-2491,0,"CRC 9,500.00",9500
4198696000017641863,800-2495,0,"CRC 5,488.20",5488.2
4198696000017644376,800-2497,0,"CRC 17,495.00",17495
4198696000017644696,800-2501,0,"CRC 35,522.07",35522.07
4198696000017650832,253-1000,1,"CRC 4,400.00",4400
4198696000017698371,800-2507,0,"CRC 8,000.00",8000
4198696000017740095,800-2511,0,"CRC 11,200.00",11200
4198696000017761507,800-2513,0,"CRC 4,232.00",4232
4198696000017761990,800-2517,0,"CRC 6,800.00",6800
4198696000017767646,800-2520,0,"CRC 15,196.76",15196.76
4198696000017812050,72-3297,2,"CRC 4,820.40",4820.4
4198696000017812898,800-2528,0,"CRC 72,600.00",72600
4198696000017818138,800-2532,0,"CRC 48,000.00",48000
4198696000017818730,3-174,2,"CRC 5,970.18",5970.18
4198696000017826810,800-2537,0,"CRC 29,000.00",29000
4198696000017936243,800-2541,0,"CRC 20,000.00",20000
4198696000017936730,800-2544,0,"CRC 23,900.00",23900
4198696000017986675,800-2549,0,"CRC 1,650.00",1650
4198696000017991003,800-2552,0,"CRC 8,690.00",8690
4198696000018053907,800-2556,0,"CRC 9,900.00",9900
4198696000018059374,800-2559,0,"CRC 135,603.00",135603
4198696000018063535,509-0585,1,"CRC 9,860.76",9860.76
4198696000018140125,72-3298,1,"CRC 3,900.00",3900
4198696000018140643,800-2566,0,"CRC 11,458.00",11458
4198696000018170047,517-1114,0,"CRC 24,500.00",24500
4198696000018170181,800-2573,1,"CRC 1,095.60",1095.6
4198696000018170805,800-2574,0,"CRC 6,550.00",6550
4198696000018177037,800-2579,0,"CRC 28,990.00",28990
4198696000018177565,800-2583,1,"CRC 15,486.73",15486.73
4198696000018185399,800-2586,0,"CRC 23,416.25",23416.25
4198696000018194463,510-1057,3,"CRC 65,201.31",65201.31
4198696000018200458,506-029,24,"CRC 1,190.00",1190
4198696000018234162,800-2591,0,"CRC 25,000.00",25000
4198696000018234775,130-080,2,"CRC 17,799.00",17799
4198696000018262403,517-1116,1,"CRC 19,477.50",19477.5
4198696000018263557,800-2597,0,"CRC 20,000.00",20000
4198696000018360510,800-2601,0,"CRC 3,500.00",3500
4198696000018367307,72-3302,1,"CRC 4,850.00",4850
4198696000018430010,800-2607,0,"CRC 57,522.12",57522.12
4198696000018430361,800-2611,0,"CRC 2,950.00",2950
4198696000018476031,800-2615,0,"CRC 6,100.00",6100
4198696000018476572,800-2619,0,"CRC 3,700.00",3700
4198696000018519129,72-3304,4,"CRC 3,827.50",3827.5
4198696000018519450,524-0176,8,CRC 838.10,838.1
4198696000018523362,800-2626,0,"CRC 8,580.00",8580
4198696000018523942,800-2628,0,"CRC 25,300.00",25300
4198696000018627674,259-1007,49,"CRC 9,100.00",9100
4198696000018627710,259-1011,50,"CRC 3,300.00",3300
4198696000018627746,259-1017,49,"CRC 4,600.00",4600
4198696000018627782,259-1025,50,"CRC 5,600.00",5600
4198696000018627818,259-1031,37,"CRC 5,800.00",5800
4198696000018627854,259-1035,49,"CRC 6,100.00",6100
4198696000018627890,67-1013,27,"CRC 45,800.00",45800
4198696000018627926,67-1036,23,"CRC 41,500.00",41500
4198696000018627962,351-2017,27,"CRC 29,400.00",29400
4198696000018627998,351-2042,29,"CRC 30,800.00",30800
4198696000018668034,12-1003,23,"CRC 70,700.00",70700
4198696000018668070,12-1008,27,"CRC 74,400.00",74400
4198696000018668106,12-1021,20,"CRC 93,600.00",93600
4198696000018668142,12-1027,24,"CRC 79,600.00",79600
4198696000018668417,106-2041,13,"CRC 5,152.00",5152
4198696000018673092,800-2635,0,"CRC 3,500.00",3500
4198696000018673403,106-2043,4,"CRC 5,612.00",5612
4198696000018712022,533-148,3,"CRC 22,950.00",22950
4198696000018712502,800-2642,0,"CRC 7,277.00",7277
4198696000018727584,800-2645,0,"CRC 18,703.65",18703.65
4198696000018727928,800-2648,0,"CRC 16,800.00",16800
4198696000018731223,130-084,0,"CRC 3,500.00",3500
4198696000018731284,800-2649,0,"CRC 18,200.00",18200
4198696000018731478,524-0178,4,"CRC 1,889.99",1889.99
4198696000018731615,800-2653,0,"CRC 29,190.12",29190.12
4198696000018731997,800-2656,0,"CRC 7,126.00",7126
4198696000018786257,800-2660,0,"CRC 6,500.00",6500
4198696000018786967,3-177,2,"CRC 2,210.37",2210.37
4198696000018788524,528-0100,2,"CRC 8,200.00",8200
4198696000018794543,800-2667,0,"CRC 49,842.93",49842.93
4198696000018794895,533-150,1,"CRC 27,950.00",27950
4198696000018835307,800-2670,0,"CRC 20,350.00",20350
4198696000018835439,800-2674,0,"CRC 112,000.00",112000
4198696000018835479,800-2678,0,"CRC 31,000.00",31000
4198696000018835719,800-2682,0,"CRC 30,000.00",30000
4198696000018837365,800-2686,0,CRC 595.00,595
4198696000018843102,800-2690,0,"CRC 6,400.00",6400
4198696000018843762,800-2692,0,"CRC 150,000.00",150000
4198696000018863342,800-2696,0,"CRC 2,027.56",2027.56
4198696000018863961,800-2699,0,"CRC 17,285.07",17285.07
4198696000018902546,509-3543,0,"CRC 9,629.89",9629.89
4198696000018902978,72-3314,4,"CRC 6,857.64",6857.64
4198696000018914536,800-2707,0,"CRC 72,990.00",72990
4198696000018926866,800-2709,0,"CRC 74,183.96",74183.96
4198696000018934335,800-2713,0,"CRC 10,700.00",10700
4198696000018934577,800-2717,0,"CRC 4,250.00",4250
4198696000018934941,800-2721,0,"CRC 13,668.75",13668.75
4198696000018973007,510-1065,4,"CRC 83,161.90",83161.9
4198696000019011400,44-1150,4,CRC 275.00,275
4198696000019056149,72-3317,4,"CRC 5,797.50",5797.5
4198696000019056614,800-2731,0,"CRC 10,690.00",10690
4198696000019061436,72-3311,0,"CRC 4,667.60",4667.6
4198696000019061868,800-2735,0,"CRC 6,730.00",6730
4198696000019067186,72-3313,2,"CRC 2,900.00",2900
4198696000019067586,800-2739,0,"CRC 22,900.00",22900
4198696000019073525,800-2743,0,"CRC 34,800.00",34800
4198696000019073926,800-2746,0,"CRC 11,233.85",11233.85
4198696000019076459,800-2749,0,"CRC 15,500.00",15500
4198696000019076495,800-2753,0,"CRC 19,800.00",19800
4198696000019076643,800-2756,0,"CRC 8,060.00",8060
4198696000019132019,800-2760,0,CRC 750.00,750
4198696000019129403,800-2764,0,"CRC 17,940.43",17940.43
4198696000019129792,129-0002,1,"CRC 1,998.00",1998
4198696000019179573,800-2772,0,"CRC 15,000.00",15000
4198696000019179652,800-2776,0,"CRC 18,600.00",18600
4198696000019179984,800-2779,-1,"CRC 20,299.62",20299.62
4198696000019192113,800-2781,0,"CRC 36,000.00",36000
4198696000019192884,800-2785,0,"CRC 32,400.00",32400
4198696000019243310,800-2787,0,"CRC 4,950.00",4950
4198696000019243771,800-2790,0,"CRC 6,200.00",6200
4198696000019394001,800-2792,0,"CRC 19,250.00",19250
4198696000019394294,800-2796,0,"CRC 13,500.00",13500
4198696000019394540,800-2800,0,"CRC 4,750.00",4750
4198696000019394830,800-2804,0,"CRC 63,472.65",63472.65
4198696000019511010,800-2808,0,"CRC 23,400.00",23400
4198696000019511961,376-3186,3,"CRC 6,500.00",6500
4198696000019560601,800-2816,0,"CRC 46,091.91",46091.91
4198696000019575105,800-2819,0,"CRC 21,950.00",21950
4198696000019667217,517-1142,1,"CRC 10,868.00",10868
4198696000019667789,800-2827,0,"CRC 99,990.00",99990
4198696000019671545,800-2828,0,"CRC 25,000.00",25000
4198696000019671871,800-2832,0,"CRC 16,677.50",16677.5
4198696000019764157,800-2835,0,"CRC 9,117.65",9117.65
4198696000019778001,800-2838,0,"CRC 64,000.00",64000
4198696000019778037,800-2842,0,"CRC 1,200.00",1200
4198696000019778316,800-2846,0,"CRC 9,500.00",9500
4198696000019778549,529-113,1,"CRC 35,000.00",35000
4198696000019785558,800-2854,0,"CRC 7,400.16",7400.16
4198696000019827998,800-2856,0,"CRC 48,000.00",48000
4198696000019836498,800-2860,0,"CRC 21,880.16",21880.16
4198696000019847325,800-2863,0,"CRC 20,228.30",20228.3
4198696000019853366,510-1048,1,"CRC 50,082.78",50082.78
4198696000019802722,510-1069,1,"CRC 48,243.57",48243.57
4198696000019870231,800-2871,0,"CRC 4,320.00",4320
4198696000019870587,517-1134,2,"CRC 24,500.00",24500
4198696000019922508,800-2877,0,"CRC 1,158.00",1158
4198696000019941273,800-2881,0,"CRC 17,200.00",17200
4198696000019996001,512-1040,1,"CRC 29,995.00",29995
4198696000020030303,800-2889,0,"CRC 12,650.00",12650
4198696000020033278,800-2892,0,"CRC 76,990.00",76990
4198696000020033753,800-2896,0,"CRC 89,064.00",89064
4198696000020050282,800-2900,0,"CRC 7,372.40",7372.4
4198696000020072627,800-2904,0,"CRC 71,109.65",71109.65
4198696000020105198,800-2908,0,"CRC 60,909.05",60909.05
4198696000020112940,800-2912,0,"CRC 5,200.00",5200
4198696000020178134,800-2916,0,"CRC 47,009.00",47009
4198696000020178749,800-2920,0,"CRC 4,000.00",4000
4198696000020231667,800-2924,0,"CRC 14,135.00",14135
4198696000020244069,510-1070,2,"CRC 53,304.90",53304.9
4198696000020248158,800-2926,0,"CRC 2,495.00",2495
4198696000020251421,800-2930,0,"CRC 4,950.00",4950
4198696000020304709,800-2933,0,"CRC 12,100.00",12100
4198696000020314365,72-3162,4,"CRC 3,500.00",3500
4198696000020315633,800-2939,0,"CRC 3,500.00",3500
4198696000020371368,800-2943,0,"CRC 27,500.00",27500
4198696000020372528,800-2947,0,"CRC 3,570.00",3570
4198696000020417484,343-25,5,"CRC 1,385.69",1385.6933
4198696000020417618,343-29,3,"CRC 1,385.69",1385.6933
4198696000020417662,343-33,6,"CRC 1,385.69",1385.6933
4198696000020417997,800-2951,0,"CRC 4,173.38",4173.38
4198696000020419532,800-2955,0,"CRC 2,875.60",2875.6
4198696000020424502,800-2959,0,"CRC 34,450.00",34450
4198696000020426288,800-2963,0,"CRC 7,582.16",7582.16
4198696000020433762,510-1077,1,"CRC 59,783.61",59783.61
4198696000020441157,800-2970,0,"CRC 103,282.08",103282.08
4198696000020441895,517-1147,3,"CRC 23,311.20",23311.2
4198696000020447846,800-2978,0,"CRC 14,434.66",14434.66
4198696000020466109,800-2981,0,"CRC 21,884.96",21884.96
4198696000020466862,800-2985,0,"CRC 2,900.00",2900
4198696000020529324,800-2989,0,"CRC 14,250.00",14250
4198696000020611481,72-3087,4,"CRC 2,465.00",2465
4198696000020619397,800-2995,0,"CRC 19,000.00",19000
4198696000020621611,800-2998,0,"CRC 15,900.00",15900
4198696000020630519,800-3002,0,"CRC 4,600.00",4600
4198696000020636121,510-1073,1,"CRC 53,313.91",53313.91
4198696000020642349,800-3003,0,"CRC 44,482.50",44482.5
4198696000020642574,800-3007,0,"CRC 19,333.35",19333.35
4198696000020666170,522-0215,1,"CRC 16,990.00",16990
4198696000020698252,510-1074,1,"CRC 56,293.61",56293.61
4198696000020723437,800-3014,0,"CRC 95,610.48",95610.48
4198696000020811273,72-3163,4,"CRC 4,500.00",4500
4198696000020824597,533-143,3,"CRC 24,950.00",24950
4198696000020837546,800-3022,0,"CRC 11,189.03",11189.03
4198696000020878040,800-3026,0,"CRC 9,000.00",9000
4198696000020885725,800-3029,0,"CRC 9,416.73",9416.73
4198696000020901180,72-3165,1,"CRC 3,140.00",3140
4198696000020907610,72-3168,2,"CRC 3,837.50",3837.5
4198696000020908000,533-156,4,"CRC 20,585.00",20585
4198696000020914450,800-3041,0,"CRC 9,750.00",9750
4198696000021065026,509-1073,2,"CRC 13,043.67",13043.67
4198696000021065464,800-3046,0,"CRC 25,000.00",25000
4198696000021110643,800-3048,0,"CRC 18,963.57",18963.57
4198696000021134185,800-3052,0,"CRC 2,362.50",2362.5
4198696000021134926,800-3054,0,"CRC 49,467.00",49467
4198696000021192003,512-1007,2,"CRC 6,500.00",6500
4198696000021205109,72-3170,4,"CRC 2,850.00",2850
4198696000021205641,528-0107,6,"CRC 1,550.00",1550
4198696000021205677,528-0111,4,"CRC 5,500.00",5500
4198696000021247278,800-3057,0,"CRC 28,470.00",28470
4198696000021256920,509-0246,0,"CRC 12,601.00",12601
4198696000021262081,524-0180,5,"CRC 1,199.99",1199.99
4198696000021263314,533-158,2,"CRC 17,500.00",17500
4198696000021316650,510-1075,1,"CRC 42,623.68",42623.68
4198696000021413497,800-3067,0,"CRC 30,973.45",30973.45
4198696000021426083,800-3070,0,"CRC 19,256.63",19256.63
4198696000021432233,800-3074,0,"CRC 31,974.54",31974.54
4198696000021432859,800-3078,0,"CRC 10,500.00",10500
4198696000021524180,106-3001,3,"CRC 3,875.00",3875
4198696000021527105,106-3005,11,"CRC 3,145.00",3145
4198696000021527375,800-3081,0,"CRC 6,481.26",6481.26
4198696000021620046,800-3085,0,"CRC 44,573.00",44573
4198696000021746322,800-3088,0,"CRC 29,990.00",29990
4198696000021802203,800-3092,0,"CRC 2,000.00",2000
4198696000021802554,509-2044,1,"CRC 32,137.46",32137.46
4198696000021831316,533-161,8,"CRC 18,750.00",18750
4198696000021866176,800-3101,0,"CRC 15,238.37",15238.37
4198696000021886348,800-3106,0,"CRC 25,000.00",25000
4198696000021891237,800-3109,0,"CRC 25,000.00",25000
4198696000021891695,800-3113,0,"CRC 18,000.00",18000
4198696000021997187,800-3117,0,"CRC 30,950.00",30950
4198696000022082149,800-3120,0,"CRC 15,000.00",15000
4198696000022082746,44-1160,2,"CRC 1,750.00",1750
4198696000022148550,800-3128,0,"CRC 5,500.00",5500
4198696000022154695,528-0116,2,"CRC 7,100.00",7100
4198696000022194109,800-3136,0,"CRC 17,500.00",17500
4198696000022198012,800-3140,0,"CRC 9,441.02",9441.02
4198696000022245121,800-3144,0,"CRC 3,300.00",3300
4198696000022280821,130-094,3,"CRC 4,122.50",4122.5
4198696000022256971,800-3152,0,"CRC 9,950.00",9950
4198696000022303526,800-3156,0,"CRC 9,890.92",9890.92
4198696000022376067,800-3160,0,"CRC 18,605.65",18605.65
4198696000022376628,800-3164,0,"CRC 13,750.00",13750
4198696000022448266,800-3168,0,"CRC 21,123.86",21123.86
4198696000022453449,522-0217,3,"CRC 31,990.00",31990
4198696000022453900,800-3176,0,"CRC 15,000.00",15000
4198696000022544001,800-3180,0,"CRC 13,523.50",13523.5
4198696000022544777,800-3184,0,"CRC 4,875.00",4875
4198696000022588033,800-3188,0,"CRC 3,800.00",3800
4198696000022597024,509-0249,15,"CRC 9,152.00",9152
4198696000022597549,800-3196,0,"CRC 36,750.00",36750
4198696000022646184,800-3200,0,"CRC 4,999.00",4999
4198696000022646506,800-3204,0,"CRC 2,450.00",2450
4198696000022650284,800-3208,0,"CRC 9,704.57",9704.57
4198696000022764674,800-3212,0,"CRC 22,405.00",22405
4198696000022785397,800-3216,0,"CRC 22,680.00",22680
4198696000022837150,800-3220,0,"CRC 12,359.10",12359.1
4198696000022837599,517-1154,1,"CRC 37,980.00",37980
4198696000022839172,106-39,13,"CRC 4,500.00",4500
4198696000022897111,800-3231,0,"CRC 81,362.00",81362
4198696000022901307,800-3235,0,"CRC 50,600.00",50600
4198696000022933229,800-3239,0,"CRC 7,317.50",7317.5
4198696000022937025,800-3243,0,"CRC 20,373.50",20373.5
4198696000022937864,800-3247,0,"CRC 6,995.00",6995
4198696000022953873,800-3251,0,"CRC 5,991.05",5991.05
4198696000023024001,800-3255,0,"CRC 3,046.00",3046
4198696000023070049,800-3259,0,"CRC 22,432.12",22432.12
4198696000023076742,533-160,4,"CRC 21,570.00",21570
4198696000023124338,800-3264,0,"CRC 27,854.24",27854.24
4198696000023124676,800-3268,,"CRC 30,919.27",30919.27
4198696000023132049,800-3272,0,"CRC 28,513.00",28513
4198696000023132595,800-3276,0,"CRC 5,800.00",5800
4198696000023138335,72-3180,4,"CRC 3,500.00",3500
4198696000023200764,800-3281,0,"CRC 20,910.00",20910
4198696000023215173,800-3285,0,"CRC 1,700.00",1700
4198696000023351718,800-3288,0,"CRC 1,686.98",1686.98
4198696000023351904,72-3183,12,"CRC 4,700.00",4700
4198696000023373116,72-3224,,"CRC 2,605.00",2605
4198696000023373585,800-3293,0,"CRC 3,800.00",3800
4198696000023379905,800-3295,0,"CRC 5,300.00",5300
4198696000023383591,517-1146,3,"CRC 23,311.20",23311.2
4198696000023398280,800-3301,0,"CRC 46,967.12",46967.12
4198696000023403026,800-3305,0,"CRC 6,700.00",6700
4198696000023416243,800-3309,0,"CRC 31,428.24",31428.24
4198696000023429263,800-3313,0,"CRC 11,500.00",11500
4198696000023434161,800-3317,0,"CRC 13,000.00",13000
4198696000023445008,800-3320,0,"CRC 17,700.00",17700
4198696000023445793,800-3324,0,"CRC 7,380.00",7380
4198696000023465317,800-3328,0,"CRC 2,600.00",2600
4198696000023465786,800-3331,0,"CRC 10,599.65",10599.65
4198696000023474258,800-3335,0,"CRC 11,251.00",11251
4198696000023474772,72-3188,2,"CRC 3,400.00",3400
4198696000023529700,800-3340,0,"CRC 20,956.80",20956.8
4198696000023545925,524-1001,4,"CRC 5,060.00",5060
4198696000023558723,800-3348,0,"CRC 16,614.00",16614
4198696000023568874,800-3352,0,"CRC 3,900.00",3900
4198696000023615399,800-3356,0,"CRC 10,660.00",10660
4198696000023622473,800-3360,0,CRC 260.00,260
4198696000023627623,72-3326,2,"CRC 3,570.00",3570
4198696000023644268,800-3367,0,"CRC 49,800.00",49800
4198696000023644992,800-3371,0,"CRC 5,147.88",5147.88
4198696000023685794,800-3375,0,"CRC 2,950.00",2950
4198696000023704483,800-3379,0,"CRC 82,304.76",82304.76
4198696000023716200,800-3383,0,"CRC 12,000.00",12000
4198696000023716595,800-3387,0,"CRC 33,360.00",33360
4198696000023774569,800-3391,0,"CRC 25,550.00",25550
4198696000023792188,800-3395,0,"CRC 15,375.24",15375.24
4198696000023852076,800-3398,0,"CRC 9,800.00",9800
4198696000023858293,800-3402,0,"CRC 3,100.00",3100
4198696000023990079,800-3405,0,"CRC 10,990.00",10990
4198696000023999389,800-3409,0,"CRC 17,566.45",17566.45
4198696000024047475,800-3413,0,"CRC 33,992.94",33992.94
4198696000024053044,800-3414,0,"CRC 4,050.00",4050
4198696000024145339,800-3418,0,"CRC 5,250.00",5250
4198696000024145698,125-2001,4,"CRC 11,250.00",11250
4198696000024171705,800-3426,0,"CRC 2,654.87",2654.87
4198696000024081690,800-3430,0,"CRC 8,450.00",8450
4198696000024250315,800-3434,0,"CRC 15,104.58",15104.58
4198696000024259001,800-3438,0,"CRC 19,628.00",19628
4198696000024274005,800-3442,0,"CRC 17,000.00",17000
4198696000024274406,800-3447,0,"CRC 53,920.00",53920
4198696000024318112,800-3451,0,"CRC 14,690.00",14690
4198696000024324277,800-3455,0,"CRC 8,500.00",8500
4198696000024324692,512-1033,7,"CRC 2,995.00",2995
4198696000024338091,800-3462,0,"CRC 40,338.19",40338.19
4198696000024343221,533-164,1,"CRC 10,950.00",10950
4198696000024395008,800-3465,0,"CRC 55,000.00",55000
4198696000024424249,800-3469,0,"CRC 11,061.95",11061.95
4198696000024424686,509-2615,3,"CRC 4,520.00",4520
4198696000024519510,800-3476,0,"CRC 2,800.00",2800
4198696000024532555,800-3480,0,"CRC 52,711.19",52711.19
4198696000024538112,800-3482,0,"CRC 54,436.63",54436.63
4198696000024597085,800-3486,0,"CRC 10,628.80",10628.8
4198696000024597822,509-0251,1,"CRC 8,200.00",8200
4198696000024601029,800-3489,0,"CRC 55,000.00",55000
4198696000024669215,800-3493,0,"CRC 28,430.00",28430
4198696000024684865,3-209,4,"CRC 3,347.75",3347.75
4198696000024690379,800-3500,0,"CRC 29,816.72",29816.72
4198696000024690918,800-3503,0,"CRC 20,000.00",20000
4198696000024699395,106-2044,12,"CRC 6,992.00",6992
4198696000024764324,800-3509,0,"CRC 58,489.22",58489.22
4198696000024805190,800-3511,0,"CRC 11,526.00",11526
4198696000024805849,517-1151,2,"CRC 10,102.50",10102.5
4198696000024819812,800-3515,0,"CRC 23,310.00",23310
4198696000024860126,800-3519,0,"CRC 37,800.00",37800
4198696000024860844,800-3523,0,"CRC 15,250.00",15250
4198696000024931012,800-3527,0,"CRC 4,500.00",4500
4198696000024931670,800-3530,0,"CRC 16,350.00",16350
4198696000024993516,800-3534,0,"CRC 5,950.00",5950
4198696000025038472,800-3538,0,"CRC 4,120.47",4120.47
4198696000025064003,800-3542,0,"CRC 5,889.57",5889.57
4198696000025064625,800-3546,0,"CRC 9,841.00",9841
4198696000025079433,800-3550,0,"CRC 12,900.00",12900
4198696000025087246,800-3554,0,"CRC 6,380.00",6380
4198696000025140589,800-3558,0,"CRC 3,458.03",3458.03
4198696000025175371,800-3562,0,CRC 490.00,490
4198696000025190496,800-3566,0,"CRC 3,900.00",3900
4198696000025233531,800-3570,0,"CRC 21,500.00",21500
4198696000025233673,800-3574,0,"CRC 3,500.00",3500
4198696000025321016,800-3578,0,"CRC 5,800.00",5800
4198696000025345753,800-3582,0,"CRC 6,120.00",6120
4198696000025370222,800-3586,0,"CRC 25,000.00",25000
4198696000025481983,800-3590,0,"CRC 2,500.00",2500
4198696000025591409,800-3594,0,"CRC 10,931.90",10931.9
4198696000025591885,800-3598,0,"CRC 8,550.00",8550
4198696000025639181,72-3329,5,"CRC 3,500.00",3500
4198696000025661005,800-3606,0,"CRC 3,907.50",3907.5
4198696000025661363,800-3610,0,"CRC 2,367.47",2367.47
4198696000025661399,800-3614,0,"CRC 3,169.64",3169.64
4198696000025738738,800-3618,0,"CRC 4,950.00",4950
4198696000025779847,800-3622,0,"CRC 14,495.00",14495
4198696000025832646,800-3626,0,"CRC 40,000.00",40000
4198696000025869863,800-3630,0,"CRC 17,500.00",17500
4198696000025881533,800-3634,0,"CRC 24,000.00",24000
4198696000025881989,800-3637,0,"CRC 4,295.00",4295
4198696000025882441,800-3642,0,"CRC 12,873.00",12873
4198696000025886736,800-3646,0,"CRC 14,603.59",14603.59
4198696000025902791,800-3650,0,"CRC 3,000.00",3000
4198696000026031048,800-3655,0,"CRC 17,392.80",17392.8
4198696000026043188,800-3659,0,"CRC 8,684.80",8684.8
4198696000026045910,800-3663,0,"CRC 31,185.00",31185
4198696000026057039,800-3667,0,"CRC 3,673.80",3673.8
4198696000026124509,800-3671,0,"CRC 21,606.00",21606
4198696000026126074,800-3676,0,"CRC 3,550.00",3550
4198696000026126465,800-3680,0,"CRC 3,150.00",3150
4198696000026136782,800-3684,0,"CRC 16,900.00",16900
4198696000026192100,800-3672,0,"CRC 9,551.77",9551.77
4198696000026202052,800-3690,0,"CRC 70,000.00",70000
4198696000026210151,800-3693,0,"CRC 2,790.00",2790
4198696000026351357,800-3697,0,"CRC 4,686.00",4686
4198696000026427133,800-3701,0,"CRC 15,897.48",15897.48
4198696000026427656,800-3705,0,"CRC 16,452.13",16452.13
4198696000026448218,800-3711,0,"CRC 74,511.30",74511.3
4198696000026448730,800-3713,0,"CRC 39,950.00",39950
4198696000026460155,800-3716,0,"CRC 11,188.80",11188.8
4198696000026460487,800-3721,0,"CRC 9,638.81",9638.81
4198696000026460782,800-3725,0,"CRC 17,503.58",17503.58
4198696000026530005,800-3728,0,"CRC 119,469.03",119469.03
4198696000026530620,800-3732,0,"CRC 23,300.00",23300
4198696000026546169,800-3736,0,"CRC 9,522.97",9522.97
4198696000026565243,800-3740,0,"CRC 69,990.00",69990
4198696000026631705,800-3744,0,"CRC 10,796.46",10796.46
4198696000026656218,800-3748,0,"CRC 11,542.00",11542
4198696000026662118,520-0177,2,"CRC 16,662.01",16662.01
4198696000026664059,800-3756,0,"CRC 11,954.25",11954.25
4198696000026698016,800-3760,0,"CRC 11,600.00",11600
4198696000026698979,800-3764,0,"CRC 4,500.00",4500
4198696000026728501,800-3768,1,"CRC 15,900.00",15900
4198696000026763614,800-3772,0,"CRC 23,008.85",23008.85
4198696000026792419,800-3776,0,"CRC 16,990.00",16990
4198696000026857663,800-3780,0,"CRC 13,595.00",13595
4198696000026925223,800-3784,0,"CRC 21,990.00",21990
4198696000026966662,800-3788,0,"CRC 39,300.00",39300
