Item_ID,SKU,Sales_24M_Qty,Sales_24M_Net
4198696000010840230,800-1910,3,136920
4198696000010805447,9-167,4,26950
4198696000010799685,376-3177,2,15000
4198696000010799644,800-1904,1,4300
4198696000010772093,245-2006,2,59376.11
4198696000010767855,800-1892,1,29000
4198696000010703956,800-1884,1,50000
4198696000010703903,800-1881,1,47000
4198696000010698575,72-5007,2,12672
4198696000010698235,800-1870,1,58000
4198696000010661466,800-1862,2,16200
4198696000010636979,800-1855,2,30000
4198696000010636615,529-079,2,55000
4198696000010617072,800-1848,1,17600
4198696000010610437,517-1027,3,76700
4198696000010609891,800-1846,1,6900
4198696000010559526,800-1841,1,43700
4198696000010545260,529-107,5,137500
4198696000010521115,800-1827,1,6500
4198696000010435340,800-1823,3,22624
4198696000010435322,524-0625,2,8400
4198696000010435163,800-1819,2,23800
4198696000010390333,533-054,4,150800
4198696000010390138,800-1816,2,33786.73
4198696000010346290,41-1999,2,54800
4198696000010345962,800-1813,1,28000
4198696000010341184,376-3016,1,8000
4198696000010315001,800-1804,8,208000
4198696000010251981,800-1801,1,14000
4198696000010251001,525-0018,2,17664
4198696000010246001,800-1788,2,105600
4198696000010185347,800-1784,1,18400
4198696000010117024,535-0005,3,23079.65
4198696000010084727,72-3108,2,16400
4198696000010053050,533-052,4,152579.43
4198696000009988727,800-1767,1,42500
4198696000009895807,800-1756,3,211100
4198696000009874418,800-1749,1,2900
4198696000009867950,525-0030,1,9000
4198696000009817600,800-1734,3,53700
4198696000009774997,520-0155,1,25000
4198696000009774732,800-1722,24,9600
4198696000009774658,800-1718,1,25000
4198696000009774246,520-0154,1,30700
4198696000009740080,530-0036,3,6716
4198696000009719679,800-1713,1,147000
4198696000009719342,800-1710,1,9500
4198696000009719108,800-1705,2,33600
4198696000009640007,800-1701,2,50000
4198696000009614562,517-1013,1,45200
4198696000009577201,800-1699,1,54000
4198696000009530836,534-0008,2,7000
4198696000009530272,44-1158,4,4400
4198696000009503304,72-3080,4,65910
4198696000009503148,520-0150,4,98800
4198696000009452934,44-1041,2,1400
4198696000009452783,800-1684,3,98600
4198696000009449362,533-043,2,50600
4198696000009417207,800-1674,2,26700
4198696000009417167,800-1672,12,31235.4
4198696000009417149,800-1670,8,4000
4198696000009409576,800-1664,2,17800
4198696000009409473,800-1661,1,13500
4198696000009409001,800-1657,1,78000
4198696000009345039,44-1127,2,6600
4198696000009305788,800-1653,1,58000
4198696000009305574,800-1650,2,57600
4198696000009282107,800-1647,1,6400
4198696000009282001,800-1644,1,11500
4198696000009249432,168-2040,5,2561.95
4198696000009249414,127-1027,7,1980
4198696000009249070,800-1636,6,51800
4198696000009192205,800-1632,1,81800
4198696000009029782,800-1628,2,33244
4198696000009002710,800-1622,1,75000
4198696000009002317,800-1619,3,82500
4198696000008976294,524-0682,4,40000
4198696000008973719,800-1612,1,79400
4198696000008973517,517-1032,1,33400
4198696000008964001,509-0219,1,12600
4198696000008912962,800-1600,1,5700
4198696000008906363,800-1604,3,22000
4198696000008901465,800-1596,1,126000
4198696000008899941,800-1595,6,102000
4198696000008899721,72-3193,4,41160
4198696000008871001,800-1579,1,38000
4198696000008817849,800-1577,1,32800
4198696000008815422,800-1570,1,9100
4198696000008815050,520-0161,1,32300
4198696000008804863,800-1563,6,159000
4198696000008726322,800-1551,1,12500
4198696000008640133,800-1544,1,53400
4198696000008624093,800-1537,2,8456.64
4198696000008594001,800-1533,1,12300
4198696000008585945,800-1526,1,74700
4198696000008583064,527-0035,1,17600
4198696000008545414,44-1003,5,16456
4198696000008457579,800-1518,1,5400
4198696000008411198,800-1503,2,67000
4198696000008394664,800-1501,4,27200
4198696000008352917,800-1498,1,10700
4198696000008352489,800-1494,1,6300
4198696000008352154,800-1487,1,39000
4198696000008329043,800-1485,1,6900
4198696000008289886,512-1003,3,52320
4198696000008289158,800-1477,1,6800
4198696000008244878,800-1468,1,8000
4198696000008244473,800-1471,2,12200
4198696000008244169,3-170,1,5300
4198696000008184156,800-1465,2,51000
4198696000008184001,800-1461,1,92000
4198696000008128074,800-1448,1,35700
4198696000008096109,533-122,2,72600
4198696000008012470,800-1433,1,4300
4198696000008012434,800-1429,1,33600
4198696000008009112,800-1425,1,25000
4198696000007991292,800-1421,1,17000
4198696000007971883,534-0050,4,30000
4198696000007971791,800-1413,1,25000
4198696000007971111,72-3066,4,25600
4198696000007923997,800-1400,1,13000
4198696000007923181,800-1394,2,30400
4198696000007898310,800-1392,2,4000
4198696000007837163,800-1382,2,10000
4198696000007813997,72-3142,2,15400
4198696000007813647,800-1375,9,236190.28
4198696000007812524,83-2045,4,151710
4198696000007812461,90-1001,1,22700
4198696000007812398,259-1001,5,67500
4198696000007812353,46-2015,2,29216.81
4198696000007812155,118-510,1,4000
4198696000007812128,72-509,2,13000
4198696000007812029,13-506,2,13000
4198696000007811813,73-1040,2,7800
4198696000007811570,118-517,1,1400
4198696000007811507,118-509,3,4392
4198696000007811435,118-516,1,1800
4198696000007752630,800-1365,1,10700
4198696000007744768,800-1361,2,52080
4198696000007744677,800-1359,4,16934
4198696000007744643,800-1357,2,18800
4198696000007744495,800-1354,2,11600
4198696000007681057,72-3105,2,17000
4198696000007542190,800-1343,1,11400
4198696000007542147,800-1340,1,43900
4198696000007537390,800-1337,2,7600
4198696000007471660,72-3103,3,18980
4198696000007471557,524-0152,1,6800
4198696000007454947,800-1325,2,43000
4198696000007454711,800-1323,1,16100
4198696000007440269,3-163,1,4500
4198696000007365672,800-1312,2,5600
4198696000007365147,800-1310,2,47110
4198696000007365125,800-1308,1,43000
4198696000007279369,800-1296,2,60000
4198696000007250157,800-1289,2,242000
4198696000007221576,376-3179,1,3400
4198696000007221237,800-1283,3,24900
4198696000007161449,800-1281,4,55000
4198696000007161089,800-1279,2,36400
4198696000007151186,800-1275,1,8200
4198696000007151168,72-3124,3,46800
4198696000007027177,529-057,6,156000
4198696000007024421,800-1261,1,30600
4198696000006998198,800-1257,2,6200
4198696000006998136,800-1253,3,36600
4198696000006967769,800-1248,2,5200
4198696000006967182,800-1244,2,64200
4198696000006945795,512-246,1,7700
4198696000006945010,44-1084,7,9900
4198696000006923477,800-1227,2,16908
4198696000006923001,376-3005,4,19200
4198696000006842547,521-0049,3,91100
4198696000006842507,800-1205,1,7000
4198696000006842046,800-1202,2,74000
4198696000006818455,800-1199,1,38200
4198696000006818067,800-1190,3,47400
4198696000006792203,800-1187,1,39500
4198696000006780319,524-0611,1,5373.45
4198696000006753943,800-1181,1,56300
4198696000006753234,800-1171,1,6100
4198696000006723324,900-003,1,0
4198696000006696428,800-1164,3,64960
4198696000006693215,509-0205,2,31729.2
4198696000006693128,800-1156,1,55600
4198696000006687902,800-1154,1,24500
4198696000006616415,530-1029,1,13156
4198696000006616214,800-1133,2,7800
4198696000006604038,800-1130,3,26800
4198696000006603087,900-002,1,0
4198696000006583904,800-1128,1,62600
4198696000006583445,525-0019,2,14784
4198696000006532340,800-1109,1,84000
4198696000006468963,800-1097,1,10000
4198696000006468001,800-1090,1,6000
4198696000006449588,800-1086,1,8400
4198696000006449310,72-3097,5,43600
4198696000006449180,800-1083,1,16100
4198696000006422804,800-1074,1,46400
4198696000006417274,800-1065,2,55200
4198696000006389546,518-0603,4,58878.76
4198696000006380550,800-1056,1,4500
4198696000006361819,517-1006,2,68800
4198696000006333071,533-022,1,42000
4198696000006285641,800-1039,2,2600
4198696000006248395,800-1034,1,10600
4198696000006248178,800-1030,2,46200
4198696000006201010,800-1025,1,42300
4198696000006141557,800-1001,6,87600
4198696000006129283,509-0220,1,14996
4198696000006129197,800-1011,2,38200
4198696000006120366,800-993,1,3300
4198696000006102115,800-990,1,24300
4198696000006085702,800-985,1,45800
4198696000006085165,800-980,2,62536.28
4198696000006085036,800-978,4,183200
4198696000006015001,800-969,2,11970
4198696000005984563,800-967,2,33250
4198696000005939735,509-1074,4,120510
4198696000005914684,800-947,1,17300
4198696000005905727,529-068,7,182000
4198696000005905690,800-942,1,59500
4198696000005905001,800-931,2,14400
4198696000005829342,800-925,4,19000
4198696000005829194,800-923,1,6700
4198696000005728673,800-911,1,10300
4198696000005728422,800-909,1,26000
4198696000005728001,800-905,2,5400
4198696000005433953,800-830,1,28200
4198696000005433090,800-826,2,10800
4198696000005433001,800-822,1,53400
4198696000005387827,72-3036,1,9400
4198696000005387800,72-3033,4,28800
4198696000005387737,72-3026,1,10200
4198696000005387692,72-3021,2,12000
4198696000005387665,72-3018,3,38544
4198696000005387620,72-3013,2,13758
4198696000005387584,72-3009,4,36325.75
4198696000005387544,72-3005,1,6624
4198696000005376730,800-820,1,18200
4198696000005354130,800-815,1,27800
4198696000005326174,800-807,1,22900
4198696000005321067,505-028,5,5038.05
4198696000005314563,800-804,1,17500
4198696000005304258,800-794,6,50256
4198696000005292342,800-785,1,50000
4198696000005279186,800-781,1,9200
4198696000005207448,72-3042,1,5900
4198696000005169182,533-004,1,44200
4198696000005169115,106-37,13,54000
4198696000005166809,72-3092,3,42300
4198696000005166535,800-753,1,18300
4198696000005166442,72-3060,3,22200
4198696000005094327,800-743,1,29070
4198696000005037960,800-735,4,26800
4198696000005037528,524-0614,2,73000
4198696000005037397,800-726,1,112900
4198696000005012843,509-0301,1,10300
4198696000005012510,800-716,2,16200
4198696000004993731,800-708,2,16400
4198696000004993328,800-698,12,91500
4198696000004993310,800-696,1,10100
4198696000004993056,800-692,1,23400
4198696000004970331,800-686,1,21400
4198696000004950562,72-3211,5,48451.32
4198696000004950444,533-086,2,130000
4198696000004950268,800-679,2,166725
4198696000004950063,517-1040,2,65088
4198696000004911730,800-663,1,34500
4198696000004910485,800-672,2,11400
4198696000004910420,800-668,4,48800
4198696000004906330,524-0619,3,127800
4198696000004906049,530-1037,2,13000
4198696000004882721,512-251,2,15400
4198696000004882553,800-646,2,20900
4198696000004882012,534-0066,12,70502.66
4198696000004850931,800-635,2,25200
4198696000004777171,800-616,2,35200
4198696000004777115,509-0239,1,14100
4198696000004764051,41-1013,2,24000
4198696000004715319,800-604,2,8800
4198696000004683100,530-1032,3,26280
4198696000004655494,524-0618,3,9700
4198696000004655260,534-0021,2,6800
4198696000004630753,800-587,1,42500
4198696000004630532,800-585,1,11600
4198696000004629983,89-500,3,7087.39
4198696000004629947,245-2002,2,50400
4198696000004629830,75-1007,2,130292.39
4198696000004629812,75-1004,2,112000
4198696000004629749,57-504,1,68584.06
4198696000004629713,57-500,1,49000
4198696000004629641,318-507,2,49000
4198696000004629471,317-501,3,46610
4198696000004628526,800-579,1,38200
4198696000004618799,800-576,2,16400
4198696000004546678,800-569,3,98700
4198696000004546397,800-566,1,8800
4198696000004546370,509-2616,5,111269.03
4198696000004546228,800-561,2,49200
4198696000004483936,800-557,1,11769.91
4198696000004461001,800-547,1,26100
4198696000004440380,800-542,1,53400
4198696000004440001,800-538,2,28200
4198696000004421754,83-2042,8,136750.44
4198696000004421727,83-2017,2,26000
4198696000004421691,83-2014,8,91200
4198696000004421619,46-2019,7,41138.44
4198696000004421583,46-2028,3,22208.84
4198696000004421502,351-2011,2,115924.78
4198696000004421079,83-2009,4,57984
4198696000004420177,83-2034,2,43424
4198696000004420159,83-2032,4,101760
4198696000004420087,42-2007,1,4600
4198696000004420042,42-2002,1,5800
4198696000004417997,41-1006,3,23349.56
4198696000004417970,41-1003,2,55600
4198696000004417952,41-1001,3,80201.77
4198696000004417916,15-1000,2,29920
4198696000004417826,11-1024,3,128576
4198696000004325140,527-0056,2,146700
4198696000004325113,800-523,1,27100
4198696000004325086,800-520,1,31500
4198696000004325059,800-517,2,1400
4198696000004325013,800-514,1,19200
4198696000004241001,800-510,2,53800
4198696000004224515,800-508,1,85600
4198696000004224357,800-506,2,27600
4198696000004224010,800-503,2,59000
4198696000004198099,800-501,1,11100
4198696000004161458,531-001,4,4800
4198696000004153056,800-494,1,30600
4198696000004150119,130-050,1,42500
4198696000004126990,130-035,8,92064
4198696000004126888,130-031,4,28400
4198696000004126839,130-025,8,28200
4198696000004111308,800-483,1,56200
4198696000004105978,800-479,3,41600
4198696000004105162,800-477,1,61100
4198696000004093366,800-472,1,23500
4198696000004080292,800-467,2,18400
4198696000004045554,512-254,2,15600
4198696000004045222,529-096,6,154088.5
4198696000004015541,800-455,2,17000
4198696000004015188,800-451,1,13500
4198696000003972475,519-0053,3,26253.1
4198696000003952991,530-3008,2,8600
4198696000003952901,530-2007,1,7176
4198696000003952296,530-1023,2,13800
4198696000003952168,530-1014,2,10400
4198696000003952123,530-1009,5,19000
4198696000003952105,530-1007,3,18880
4198696000003952087,530-1005,4,20384
4198696000003944300,800-439,1,6700
4198696000003913281,72-3053,3,23100
4198696000003894060,800-420,4,46000
4198696000003873909,800-417,1,27500
4198696000003844497,800-410,1,13900
4198696000003812031,524-0617,1,5200
4198696000003801343,800-402,1,5700
4198696000003776977,517-1056,1,23300
4198696000003753883,800-399,2,11000
4198696000003751989,530-0030,2,14060
4198696000003722607,525-0037,1,6500
4198696000003679421,530-0021,1,12900
4198696000003679403,530-0019,3,13843.75
4198696000003679313,530-0011,3,9372
4198696000003679295,530-0009,2,6000
4198696000003661606,800-374,2,41200
4198696000003636448,800-370,1,12990
4198696000003590747,800-359,1,2700
4198696000003538342,519-0050,5,40676
4198696000003522879,800-349,1,25700
4198696000003522078,800-344,1,5400
4198696000003454545,800-338,3,81500
4198696000003454101,800-332,2,38200
4198696000003396271,522-0193,3,64700
4198696000003396054,800-319,1,29400
4198696000003375229,800-314,1,3200
4198696000003339000,509-0225,3,27000
4198696000003338387,800-307,3,67600
4198696000003315059,800-298,2,61200
4198696000003270225,800-295,1,35000
4198696000003252215,800-289,1,12600
4198696000003168304,800-277,1,101500
4198696000003168083,800-279,1,54000
4198696000003159097,506-027,1,3700
4198696000003142119,800-274,1,12100
4198696000003065056,800-252,1,46900
4198696000003059131,800-262,1,30600
4198696000003059019,800-257,2,3400
4198696000003025471,800-245,1,6600
4198696000003013735,800-241,1,9600
4198696000003013161,800-236,1,93100
4198696000003000010,800-228,1,6900
4198696000002957391,800-221,1,38137.5
4198696000002921180,509-0575,3,28900
4198696000002890182,800-207,1,10600
4198696000002859992,800-203,1,7600
4198696000002859480,800-199,2,22100
4198696000002797349,800-191,1,2000
4198696000002664872,800-178,1,60200
4198696000002622951,800-173,1,48700
4198696000002622557,800-168,2,60200
4198696000002584741,800-160,4,8400
4198696000002584410,800-156,1,25100
4198696000002584168,800-153,2,1600
4198696000002572770,529-010,12,292280
4198696000002566280,800-152,1,15900
4198696000002481570,509-3037,2,34800
4198696000002318001,800-133,1,8400
4198696000002192886,800-127,2,65600
4198696000002192684,130-047,2,38726.55
4198696000002192430,524-1000,2,9600
4198696000002192218,800-098,2,48910
4198696000002082103,800-097,1,8400
4198696000001900617,800-111,1,18800
4198696000001900192,800-106,1,7900
4198696000001868199,800-102,2,68000
4198696000001791185,512-261,2,84864
4198696000001784001,800-091,1,38200
4198696000001735038,800-082,1,38200
4198696000001715852,800-084,1,10165
4198696000001715110,800-077,1,17700
4198696000001686304,800-074,2,9200
4198696000001674940,526-0021,3,23992
4198696000001674769,526-0002,5,35332
4198696000001629990,800-062,1,43225
4198696000001629744,72-3090,2,21850
4198696000001629564,509-0203,2,21500
4198696000001629474,800-052,4,12160
4198696000001615355,522-0078,3,126659
4198696000001615319,522-0120,2,61700
4198696000001615211,522-0104,2,44265
4198696000001615193,522-0126,2,38400
4198696000001615139,522-0057,2,49026.55
4198696000001615040,522-0038,2,55200
4198696000001614968,522-0157,2,30800
4198696000001614914,522-0187,4,86800
4198696000001614833,522-0034,2,51400
4198696000001614770,522-0161,8,249768
4198696000001614734,522-0100,4,112600
4198696000001614689,522-0166,9,255880
4198696000001614635,522-0014,4,142800
4198696000001614545,522-0025,1,49500
4198696000001614509,522-0027,1,48700
4198696000001614473,522-0097,1,36637.17
4198696000001614419,522-0046,1,35700
4198696000001614383,522-0077,1,41200
4198696000001614347,522-0088,1,48800
4198696000001614302,522-0181,3,109200
4198696000001614266,522-0143,2,85920
4198696000001614239,522-0173,3,128365
4198696000001614185,522-0133,1,37700
4198696000001614086,522-0137,1,37600
4198696000001614023,522-0063,1,45100
4198696000001613951,522-0154,3,103900
4198696000001613924,522-0153,2,63800
4198696000001613888,522-0092,1,39000
4198696000001613807,522-0053,4,143140
4198696000001613789,522-0008,1,30205.31
4198696000001613717,522-0009,4,229380
4198696000001613636,521-0012,3,57168
4198696000001613609,521-0041,1,15400
4198696000001613555,521-0008,2,33800
4198696000001613528,521-0006,1,24400
4198696000001613447,521-0040,3,50208
4198696000001613375,521-0031,2,32400
4198696000001613303,518-0591,8,318596
4198696000001613249,528-0033,1,12000
4198696000001613060,518-0589,1,19900
4198696000001612916,518-0585,1,17700
4198696000001612889,518-0581,1,16100
4198696000001612844,518-0576,1,16800
4198696000001612817,518-0573,1,42900
4198696000001612727,518-0564,2,101800
4198696000001612610,518-0552,3,126300
4198696000001612565,518-0547,5,172155.7
4198696000001612466,518-0538,5,233028
4198696000001612412,518-0533,1,53500
4198696000001612385,528-0069,2,84600
4198696000001612358,518-0529,2,101752
4198696000001612322,518-0501,2,70656
4198696000001612268,518-0520,2,85200
4198696000001612223,518-0516,2,48830
4198696000001612106,528-0007,4,72005.31
4198696000001611953,528-0001,3,37809.74
4198696000001611782,528-0074,1,2024
4198696000001611674,520-0049,2,39200
4198696000001611620,520-0098,1,19900
4198696000001611530,520-0128,4,102648
4198696000001611440,520-0134,1,24800
4198696000001611404,520-0115,3,64900
4198696000001611323,520-0118,2,60000
4198696000001611197,520-0084,4,94000
4198696000001611152,520-0078,4,107016
4198696000001611116,520-0074,2,47000
4198696000001611080,520-0067,3,66416.92
4198696000001611035,520-0036,5,123984
4198696000001611017,520-0059,2,51000
4198696000001610774,520-0010,2,47000
4198696000001610756,520-0022,2,57300
4198696000001610729,520-0018,2,49259.29
4198696000001610711,520-0013,4,102312
4198696000001610576,520-0139,3,68400
4198696000001610486,520-0046,1,22700
4198696000001610405,519-0028,3,33700
4198696000001610351,519-0035,4,26752.21
4198696000001610234,519-0021,6,131400
4198696000001610216,519-0012,3,32250
4198696000001610090,519-0038,2,31400
4198696000001522200,800-048,1,30020
4198696000001481685,509-2036,3,127480
4198696000001481311,72-2003,1,8400
4198696000001481275,522-0502,2,69400
4198696000001441297,535-0002,1,6839
4198696000001441105,376-1000,2,15400
4198696000001408343,524-0596,1,5700
4198696000001408244,524-0585,2,10229.2
4198696000001408190,524-0579,1,4200
4198696000001408172,524-0577,1,7650
4198696000001408118,524-0571,2,11000
4198696000001408028,524-0561,1,7600
4198696000001407920,524-0549,2,20328.41
4198696000001407902,524-0547,1,8600
4198696000001407866,524-0543,2,14000
4198696000001407740,524-0529,2,12500
4198696000001407677,524-0522,1,33856
4198696000001407533,524-0505,1,47300
4198696000001407443,525-0012,2,17664
4198696000001407407,525-0008,2,11800
4198696000001407182,524-0125,5,15700
4198696000001407092,524-0115,2,7200
4198696000001407047,524-0110,2,6600
4198696000001406984,524-0103,1,3800
4198696000001406903,524-0094,1,2000
4198696000001406831,524-0086,2,7782.3
4198696000001406768,524-0079,3,17492.04
4198696000001406750,524-0077,3,20276
4198696000001406714,524-0073,2,12480
4198696000001406696,524-0071,1,6000
4198696000001406678,524-0069,2,10400
4198696000001406525,524-0052,1,7500
4198696000001406471,524-0030,1,3100
4198696000001406318,524-0013,1,2300
4198696000001406291,524-0010,3,7952
4198696000001406246,524-0005,1,3000
4198696000001363156,800-022,1,26125
4198696000001300097,800-018,1,8400
4198696000001096565,523-0031,3,13500
4198696000001096529,523-0027,1,3400
4198696000001096457,523-0019,1,7800
4198696000001096403,523-0013,1,6700
4198696000001057930,518-0001,3,58776.11
4198696000001048257,1000-0007,4,68613.6
4198696000001046640,512-137,2,54832
4198696000001046604,512-133,3,36361.06
4198696000001046568,512-129,1,35200
4198696000001046532,512-125,1,22400
4198696000001046406,512-111,1,55900
4198696000001046199,512-088,3,40351.33
4198696000001046181,512-086,1,50000
4198696000001046109,512-078,1,17787.61
4198696000001046028,512-069,2,94800
4198696000001045875,512-052,2,44600
4198696000001045848,512-049,2,21000
4198696000001045785,512-042,1,16600
4198696000001045677,512-029,3,22715
4198696000001045623,512-023,2,97920
4198696000001045596,512-020,2,97200
4198696000001045470,512-006,2,77231
4198696000001041130,93-3,4,14720
4198696000001041058,77-6,7,1400
4198696000001040959,77-13,3,900
4198696000001040824,393-83,4,95000
4198696000001040527,88-40,2,30159.29
4198696000001040203,173-35,3,40300
4198696000001040140,118-60,2,6031.86
4198696000001039888,85-44,1,1000
4198696000001039780,273-18,5,14900
4198696000001039762,273-12,2,2400
4198696000001039699,107-3,1,1900
4198696000000899718,503-024,4,16400
4198696000000899016,502-054,1,48300
4198696000000898908,502-042,4,97500
4198696000000898809,502-031,3,37800
4198696000000898755,502-025,2,41769.91
4198696000000898710,502-020,1,33100
4198696000000898611,502-009,2,51400
4198696000000898521,504-149,1,16300
4198696000000898224,504-116,2,21200
4198696000000898170,504-110,2,20400
4198696000000898143,504-107,1,2400
4198696000000898089,504-101,1,4200
4198696000000898026,504-094,1,12200
4198696000000897954,504-086,2,8448
4198696000000897891,504-079,1,5100
4198696000000897846,504-074,1,5300
4198696000000897792,504-068,1,5900
4198696000000897693,504-057,3,17100
4198696000000897657,504-053,1,3200
4198696000000897585,504-045,2,7000
4198696000000897558,504-042,2,3312
4198696000000897531,504-039,1,2300
4198696000000897342,504-018,3,19200
4198696000000897243,504-007,1,17900
4198696000000866278,509-3032,1,8645
4198696000000866179,509-3021,1,12500
4198696000000866152,509-3018,2,21846.9
4198696000000866089,509-3011,2,22800
4198696000000866071,509-3009,2,18000
4198696000000866035,509-3005,3,32085
4198696000000865990,509-3000,1,8500
4198696000000865954,509-3534,3,64184
4198696000000865936,509-3532,3,60300
4198696000000865864,509-3524,1,22724
4198696000000865828,509-3520,1,20884
4198696000000865675,509-3503,2,68591.15
4198696000000865585,510-041,1,170400
4198696000000865423,510-023,1,149408
4198696000000865387,510-019,4,99136.28
4198696000000865369,510-017,1,50176.99
4198696000000865252,510-004,2,140700
4198696000000865117,509-2592,2,17388.04
4198696000000865045,509-2584,1,9400
4198696000000864928,509-2571,1,9400
4198696000000864892,509-2567,1,9600
4198696000000864712,509-2547,6,60600
4198696000000864577,509-2532,1,12420
4198696000000864442,509-2517,3,30700
4198696000000864397,509-2512,4,34400
4198696000000864361,509-2508,3,26700
4198696000000864343,509-2506,3,26280
4198696000000864280,509-2035,1,47500
4198696000000864217,509-2028,1,38364
4198696000000864136,509-2019,1,46276
4198696000000864001,509-2004,1,58407.07
4198696000000863875,509-1527,6,115800
4198696000000863857,509-1525,7,258352.64
4198696000000863812,509-1520,2,73800
4198696000000863767,509-1515,2,51000
4198696000000863641,509-1501,4,84096
4198696000000863587,509-1045,2,34408
4198696000000863560,509-1042,6,171490.27
4198696000000863542,509-1040,5,102408
4198696000000863479,509-1033,2,66600
4198696000000863380,509-1022,2,60000
4198696000000863335,509-1017,4,84800
4198696000000863263,509-1009,2,30400
4198696000000863119,509-0567,2,21500
4198696000000863047,509-0559,2,32795
4198696000000862993,509-0553,3,73200
4198696000000862804,509-0532,3,34200
4198696000000862759,509-0527,3,40168
4198696000000862696,509-0520,4,48784
4198696000000862624,509-0512,1,11100
4198696000000862534,509-0502,1,16008
4198696000000862363,509-0184,2,30700
4198696000000862246,509-0171,3,60000
4198696000000861985,509-0142,3,54896
4198696000000861598,509-0099,2,23616
4198696000000861463,509-0084,1,15272
4198696000000861220,509-0057,2,21800
4198696000000860698,511-015,1,53200
4198696000000844273,505-006,1,2200
4198696000000844237,505-002,6,18432
4198696000000844165,506-018,1,4641
4198696000000844039,506-003,2,10368
4198696000000836187,514-006,1,4600
4198696000000791019,513-003,1,1900
4198696000000679465,72-1067,2,8600
4198696000000679393,72-1059,8,40580.53
4198696000000679231,72-1041,4,35310
4198696000000678250,376-117,1,2200
4198696000000678133,376-104,1,3100
4198696000000678097,376-100,1,2900
4198696000000678052,376-95,2,4224
4198696000000677998,376-89,2,7940
4198696000000677980,376-87,2,8000
4198696000000677935,376-82,2,4400
4198696000000677764,376-63,1,5000
4198696000000677719,376-58,2,13213
4198696000000677611,376-46,1,6808
4198696000000677557,376-40,3,18104
4198696000000677512,376-35,1,12000
4198696000000677404,376-23,1,9200
4198696000000677233,376-4,1,3200
4198696000000677188,168-2036,0.1,3624.8
4198696000000676873,168-2001,1,1700
4198696000000670470,3-109,3,16008
4198696000000670317,3-92,3,10804
4198696000000670281,3-88,1,3716.81
4198696000000670227,3-82,2,4416
4198696000000670092,3-67,2,4400
4198696000000669975,3-54,1,2852
4198696000000669939,3-50,1,4700
4198696000000669858,3-41,1,3200
4198696000000669840,3-39,1,3000
4198696000000669759,3-30,2,3600
4198696000000669714,3-25,2,6185
4198696000000669651,3-18,7,11916
4198696000000669516,3-3,1,5000
4198696000000602509,106-24,8,34750
4198696000000588322,343-15,3,25500
4198696000000513156,259-141,1,13800
4198696000000144541,385-74,4,35200
4198696000000144217,316-67,2,18495.58
4198696000000144109,316-23,3,23469.04
4198696000000144010,316-7,2,32787.62
4198696000000143767,259-37,1,9700
4198696000000143722,259-15,1,14720
4198696000000143245,242-374,1,1000
4198696000000142822,214-108,1,7176
4198696000000142597,214-24,2,9752.22
4198696000000142273,168-44,23,2090
4198696000000142255,168-42,19,1562.5
4198696000000141922,147-22,1,28000
4198696000000141823,138-14,6,2307.94
4198696000000141346,118-119,3,7200
4198696000000141328,118-96,5,12500
4198696000000141175,118-39,2,4800
4198696000000141085,118-8,1,2100
4198696000000140932,114-4,1,6300
4198696000000140869,112-285,1,4100
4198696000000140590,95-131,1,18000
4198696000000140392,90-222,5,90000
4198696000000140302,90-191,2,24300
4198696000000140230,90-155,2,24000
4198696000000140185,90-115,1,14536
4198696000000139888,86-116,4,1800
4198696000000139834,86-83,2,10619.46
4198696000000139600,85-225,2,3000
4198696000000139294,57-61,3,114000
4198696000000138601,41-222,4,23940
4198696000000138151,15-250,6,195360
4198696000000137764,15-33,2,10400
4198696000000137737,15-24,4,39200
4198696000000137503,13-106,1,7500
4198696000000137242,11-325,2,71000
4198696000000136963,11-236,2,51840
4198696000000136846,11-209,2,66058.41
4198696000000136774,11-165,3,124000
4198696000000136666,11-120,3,126280
4198696000000136567,11-47,1,18000
4198696000000136441,9-582,5,67860
4198696000005662119,800-894,2,45000
4198696000005639746,800-886,1,5500
4198696000005493240,800-839,1,23800
4198696000000899502,130-024,2,82176
4198696000000679024,72-1012,5,20296
4198696000000678979,72-1007,2,16800
4198696000000678925,72-1001,2,12200
4198696000000678853,21-1037,1,3312
4198696000000678691,21-1019,1,8000
4198696000000678574,21-1004,4,13856.64
4198696000000678448,376-139,1,1800
4198696000000860761,509-0006,3,37084
4198696000000860617,511-006,1,69000
4198696000000836160,514-003,3,9440
4198696000000678214,376-113,1,1700
4198696000000678115,376-102,1,3300
4198696000000677440,376-27,1,9100
4198696000000677341,376-16,1,11408
4198696000000676954,168-2010,3.1,4188.41
4198696000000670596,3-123,3,11224
4198696000000670515,3-114,2,5200
4198696000000670425,3-104,4,18700
4198696000000670254,3-85,1,3700
4198696000000669876,3-43,2,3832
4198696000000602365,106-8,8,42400
4198696000000144649,393-194,3,59300
4198696000000144424,333-5,1,10000
4198696000000144244,317-4,3,36100
4198696000000143911,259-134,4,64000
4198696000000143848,259-106,1,15400
4198696000000143317,242-550,4,7904
4198696000000142030,155-40,1,29450
4198696000000141697,125-628,5,1500
4198696000000141031,114-135,4,29600
4198696000000140626,105-6,2,11200
4198696000000140203,90-125,4,50700
4198696000000139780,86-34,10,4200
4198696000000139456,83-37,4,126400
4198696000000139159,46-464,1,9500
4198696000000138853,44-35,4,1200
4198696000000138079,15-210,3,68160
