Item_ID,SKU,Sales_24M_Qty,Sales_24M_Net
4198696000005279499,800-786,2,25000
4198696000005279001,800-778,1,38200
4198696000005207655,800-775,1,18300
4198696000005207478,44-1161,6,9600
4198696000005207384,800-768,2,23200
4198696000005169216,533-010,14,440637.17
4198696000005169207,533-007,11,236208
4198696000005169164,533-002,2,88700
4198696000005169124,106-38,1,17100
4198696000005166981,534-0053,10,27148.67
4198696000005166773,72-2008,3,28700
4198696000005166755,800-757,3,13500
4198696000005166584,528-0087,12,113745.13
4198696000005166575,519-0052,8,116980.54
4198696000005166544,800-754,1,15200
4198696000005166517,800-751,6,16200
4198696000005166227,72-3308,2,21700
4198696000005166205,72-3306,2,21600
4198696000005139022,529-055,4,146495.3
4198696000005138044,800-744,1,81600
4198696000005094077,800-741,1,26100
4198696000005052003,800-740,5,5390
4198696000005042327,521-0050,3,86600
4198696000005042230,509-0232,2,30850
4198696000005037951,72-3091,10,66314.17
4198696000005037942,72-3234,4,44800
4198696000005037550,800-729,1,38600
4198696000005037449,800-727,2,119400
4198696000005033001,800-720,1,21700
4198696000005012519,800-717,1,5100
4198696000005012199,800-712,1,17300
4198696000004993740,800-709,2,16400
4198696000004993509,800-706,1,8800
4198696000004993463,517-1045,13,341055.61
4198696000004993454,517-1042,13,338420
4198696000004993385,534-0078,3,29076.92
4198696000004993376,534-0077,5,49476.94
4198696000004993367,800-699,6,25800
4198696000004993319,800-697,1,12300
4198696000004993081,800-693,2,69000
4198696000004993047,72-4004,8,72864
4198696000004970397,509-1063,6,200400
4198696000004970340,800-687,2,54100
4198696000004970067,800-684,1,22000
4198696000004950453,800-682,2,84200
4198696000004950435,533-187,2,130000
4198696000004950152,800-677,1,55000
4198696000004950054,517-1039,2,67800
4198696000004910758,511-018,3,209500
4198696000004910442,800-669,1,38900
4198696000004910259,800-665,2,32800
4198696000004910068,529-056,33,837072.04
4198696000004906660,530-1034,1,8700
4198696000004906361,534-0060,8,31734.28
4198696000004906352,534-0015,7,30800
4198696000004906239,376-3007,1,3600
4198696000004902014,106-1001,40,131511.7
4198696000004902005,106-1000,33,142515.93
4198696000004882756,800-651,3,22800
4198696000004882562,800-647,1,11800
4198696000004882469,72-3059,10,76800
4198696000004882390,800-643,2,27400
4198696000004882290,800-641,4,27600
4198696000004882233,535-0001,5,45500
4198696000004882224,800-638,1,6900
4198696000004882003,534-0090,4,17600
4198696000004850502,530-1050,1,7600
4198696000004850332,800-629,2,33384
4198696000004832443,106-35,5,23008.85
4198696000004832386,72-3058,5,40400
4198696000004832377,72-3057,9,72736
4198696000004832078,534-0055,8,40111.5
4198696000004832034,509-0206,2,47986.73
4198696000004796042,509-1542,6,148000
4198696000004777616,800-617,1,43200
4198696000004777137,800-614,1,43200
4198696000004777045,509-1537,8,261743.63
4198696000004777023,44-1004,13,13441.77
4198696000004764060,41-1015,2,19350
4198696000004764042,41-1012,4,47561.95
4198696000004764014,41-1018,16,199058.12
4198696000004715349,800-605,1,12400
4198696000004715021,72-3056,4,28200
4198696000004683374,800-599,3,83336
4198696000004683365,800-598,3,83336
4198696000004683001,800-597,2,71800
4198696000004655485,524-0144,3,8300
4198696000004655456,533-013,10,313278.77
4198696000004655447,533-012,11,356178.77
4198696000004655285,800-592,2,2000
4198696000004655251,800-590,7,41300
4198696000004655103,72-1095,10,78576
4198696000004630744,800-586,3,33900
4198696000004630523,72-3134,13,94279.29
4198696000004630430,800-583,2,8600
4198696000004630046,89-507,3,6424
4198696000004630019,89-504,1,3200
4198696000004630010,89-503,5,13329.98
4198696000004629992,89-501,8,24600
4198696000004629974,245-2005,10,262820.88
4198696000004629965,245-2004,12,315000
4198696000004629956,245-2013,5,125578.76
4198696000004629938,245-2012,5,118123.89
4198696000004629929,245-2001,4,95500
4198696000004629920,238-2009,5,217348.35
4198696000004629875,20-1003,1,18200
4198696000004629857,20-1001,4,22784.69
4198696000004629848,20-1000,4,43160
4198696000004629821,75-1005,2,112000
4198696000004629803,75-1003,4,198422.76
4198696000004629794,75-1002,4,173522.12
4198696000004629785,75-1001,6,259536.07
4198696000004629776,41-1016,2,25000
4198696000004629758,41-1009,6,81696
4198696000004629731,57-502,1,59000
4198696000004629668,13-501,10,61700
4198696000004629650,318-508,1,31858.41
4198696000004629632,318-506,8,151001.67
4198696000004629596,318-502,1,30796.46
4198696000004629560,317-507,3,37700
4198696000004629551,317-506,11,123091.58
4198696000004629480,317-502,1,17522.12
4198696000004629453,259-1006,7,77000
4198696000004629444,259-1005,7,66782.26
4198696000004629408,46-2013,3,57000
4198696000004628548,530-1030,1,6200
4198696000004618821,800-577,2,37600
4198696000004592229,533-141,6,123600
4198696000004592160,72-1091,8,32552
4198696000004546749,800-570,1,49200
4198696000004546406,800-567,1,8000
4198696000004546379,800-564,2,68800
4198696000004546250,800-562,2,7400
4198696000004546001,800-558,1,10000
4198696000004483237,800-554,1,4416
4198696000004483160,528-0099,3,51750
4198696000004461010,800-548,1,26100
4198696000004440476,800-544,1,6100
4198696000004440070,800-539,2,14400
4198696000004421776,800-536,2,23200
4198696000004421745,83-2043,2,66800
4198696000004421736,83-2016,37,442255
4198696000004421718,83-2015,18,197330.99
4198696000004421700,83-2013,2,25200
4198696000004421682,83-2010,28,345745.13
4198696000004421673,83-2011,6,68160
4198696000004421664,83-2018,4,40704
4198696000004421655,83-2019,8,123066
4198696000004421628,46-2032,1,9600
4198696000004421610,46-2018,8,123588.78
4198696000004421601,46-2016,5,36000
4198696000004421574,46-2012,3,48400
4198696000004421556,46-2014,5,37458.4
4198696000004421547,46-2005,4,32000
4198696000004421538,46-2006,4,30725.67
4198696000004421529,46-2004,7,97300
4198696000004421511,351-2010,7,367720.62
4198696000004421493,351-2006,26,1142792
4198696000004421484,351-2007,52,2213562.41
4198696000004421475,351-2009,7,380175
4198696000004421448,136-1010,13,244480
4198696000004421439,245-2009,27,473604
4198696000004421430,245-2008,27,471408
4198696000004421421,214-1022,2,11769.92
4198696000004421403,214-1016,12,64960
4198696000004421394,214-1017,3,14100
4198696000004421367,214-1013,2,6725.66
4198696000004421349,214-1010,6,54000
4198696000004421340,214-1011,4,20672
4198696000004421313,214-1020,2,10424.78
4198696000004421304,214-1006,24,92090.41
4198696000004421295,214-1007,14,61029.28
4198696000004421286,214-1005,3,14700
4198696000004421268,214-1003,3,16909.2
4198696000004421250,214-1000,9,51902.23
4198696000004421241,214-1001,19,82578.68
4198696000004421214,238-2007,9,449788.45
4198696000004421196,238-2004,5,208664
4198696000004421187,238-2002,5,247577.88
4198696000004421178,83-2040,14,290354.88
4198696000004421160,83-2006,9,106668
4198696000004421151,83-2007,15,161756
4198696000004421142,83-2005,41,447348.12
4198696000004421133,83-2002,5,80799.72
4198696000004421115,83-2004,4,45600
4198696000004421106,83-2000,50,688976.47
4198696000004421097,83-2001,26,517851.8
4198696000004421088,83-2008,5,62436
4198696000004421070,246-2003,5,174578.76
4198696000004421052,246-2000,9,304333.45
4198696000004421043,246-2001,21,441945.75
4198696000004421016,136-1005,8,149266.11
4198696000004421007,136-1006,22,411100
4198696000004420989,136-1002,2,87900
4198696000004420980,136-1003,6,194880
4198696000004420168,83-2033,4,105221.77
4198696000004420150,83-2030,25,491238.5
4198696000004420132,83-2027,6,51531
4198696000004420123,83-2026,7,62164.6
4198696000004420096,42-2009,2,34040
4198696000004420051,42-2003,1,21000
4198696000004420024,42-2000,2,20900
4198696000004420006,41-1007,3,54990
4198696000004417988,41-1005,1,27800
4198696000004417979,41-1004,10,106772.18
4198696000004417961,41-1002,2,52401.77
4198696000004417943,41-1000,84,2082410.16
4198696000004417925,15-1001,2,73600
4198696000004417898,114-1003,6,39600
4198696000004417889,114-1002,10,64252.21
4198696000004417880,114-1001,5,31184.71
4198696000004417871,114-1000,17,95971.46
4198696000004417853,11-1027,1,18525
4198696000004417844,11-1026,4,173376
4198696000004417835,11-1025,27,578570.21
4198696000004417817,11-1023,24,515067.19
4198696000004417808,11-1022,4,51112.39
4198696000004417799,11-1021,6,92159
4198696000004417790,11-1020,6,81897.73
4198696000004417781,11-1018,16,298499.25
4198696000004417772,11-1016,4,97152
4198696000004417763,11-1015,36,688982.7
4198696000004417754,11-1014,40,800802.21
4198696000004417745,11-1013,2,39400
4198696000004417736,11-1011,4,76930.97
4198696000004417727,11-1010,23,419741.88
4198696000004417718,11-1009,47,863724.84
4198696000004417709,11-1007,4,96265.38
4198696000004417700,11-1006,19,405006.7
4198696000004417691,11-1005,36,713382.21
4198696000004417673,11-1002,6,122530.98
4198696000004417664,11-1001,15,275173.61
4198696000004417655,11-1000,39,713428.5
4198696000004417001,529-111,7,127614.74
4198696000004394001,800-533,1,13800
4198696000004361001,530-2009,3,19800
4198696000004339123,800-527,2,68700
4198696000004325122,800-524,1,36750
4198696000004325095,521-0044,2,39800
4198696000004325068,509-0227,1,13000
4198696000004325022,800-515,2,45600
4198696000004241172,800-511,2,12400
4198696000004224621,522-0192,4,80015.93
4198696000004224366,800-507,3,107736
4198696000004224035,800-504,1,30600
4198696000004224001,800-502,2,59000
4198696000004190983,517-1057,5,145700
4198696000004190825,800-498,4,69200
4198696000004190650,522-0191,5,239146
4198696000004161526,531-007,4.6,12668.85
4198696000004161517,531-006,2,44600
4198696000004161508,531-005,18,218705.21
4198696000004161499,531-004,21.7,15575.3
4198696000004161490,531-003,6.2,13060.18
4198696000004153065,800-495,1,12600
4198696000004150164,130-055,3,53100
4198696000004150137,130-052,2,60200
4198696000004150128,130-051,4,77624
4198696000004150079,130-045,8,93600
4198696000004150043,130-041,3,103212.39
4198696000004150025,130-039,2,90432
4198696000004150016,130-038,104,228343.71
4198696000004126999,130-036,28,317504
4198696000004126981,130-034,18,188459.04
4198696000004126897,130-032,20,241524.53
4198696000004126879,130-030,50,272232
4198696000004126870,130-029,49,438288
4198696000004126861,130-028,42,428257.63
4198696000004126852,130-027,16,237252.96
4198696000004126037,800-489,1,252800
4198696000004116299,529-093,5,150984.07
4198696000004116018,130-037,74,462965.35
4198696000004111373,800-484,1,17600
4198696000004111123,800-480,1,50600
4198696000004105188,800-478,1,10700
4198696000004093642,800-475,36,112832
4198696000004093381,800-473,6,28200
4198696000004093101,529-091,3,91800
4198696000004080975,800-476,1,97100
4198696000004080051,72-3167,14,112681.82
4198696000004045563,800-465,2,13400
4198696000004045301,72-3199,2,18600
4198696000004042016,800-458,12,110400
4198696000004015550,72-3126,34,214507.78
4198696000004015393,520-0145,9,227160
4198696000004015152,130-026,12,165856
4198696000004015081,376-3006,5,27592.6
4198696000003976090,530-3019,5,25652
4198696000003976081,530-3018,3,14308
4198696000003976036,530-3013,5,29520
4198696000003976009,530-3010,14,52186.52
4198696000003972577,534-0012,17,122057.96
4198696000003972555,529-100,6,181152
4198696000003972527,800-446,2,23900
4198696000003972484,519-0054,4,37300
4198696000003972322,509-3039,5,56275
4198696000003972313,800-442,1,16100
4198696000003953000,530-3009,1,14200
4198696000003952955,530-3004,2,21200
4198696000003952946,530-3003,23,103246.85
4198696000003952910,530-2008,4,24296
4198696000003952644,530-2001,3,15904
4198696000003952521,376-3001,3,13200
4198696000003952305,530-1024,6,28044.25
4198696000003952250,530-1019,2,17300
4198696000003952195,530-1017,3,24334.02
4198696000003952186,530-1016,11,26500
4198696000003952132,530-1010,5,25965.5
4198696000003952114,530-1008,1,5800
4198696000003952096,530-1006,1,6000
4198696000003952078,530-1004,4,16856
4198696000003952069,530-1003,10,66706.69
4198696000003952060,530-1002,6,26480
4198696000003952051,530-1001,11,34908
4198696000003952042,530-1000,11,54271.72
4198696000003944135,800-436,1,3700
4198696000003937565,800-431,1,3800
4198696000003937556,533-006,6,262403
4198696000003937547,533-005,8,351518
4198696000003937104,800-428,1,5100
4198696000003913303,519-1000,4,18400
4198696000003913106,524-0150,5,28007
4198696000003894260,800-421,8,8000
4198696000003894051,534-0065,6,22800
4198696000003894042,800-418,6,58308
4198696000003873869,72-3174,10,72375.22
4198696000003873716,72-3051,15,118588
4198696000003873707,72-3038,33,266351.22
4198696000003844629,509-0207,4,54300.9
4198696000003844506,800-411,1,23600
4198696000003844001,800-408,3,19500
4198696000003812001,800-406,3,81312
4198696000003801170,44-1000,14,14026.9
4198696000003801114,800-404,21,528714
4198696000003776098,800-400,2,92400
4198696000003753001,800-397,3,22052
4198696000003751980,530-0029,20,82320
4198696000003751962,530-0027,12,58425.73
4198696000003722616,800-395,1,6500
4198696000003722432,800-392,8,12000
4198696000003722414,800-390,4,5600
4198696000003722121,41-2001,5,71653.1
4198696000003722091,800-385,3,76500
4198696000003701683,800-383,3,21700
4198696000003679466,530-0026,4,29300
4198696000003679457,530-0025,5,51780.53
4198696000003679448,530-0024,12,49536
4198696000003679430,530-0022,3,15300
4198696000003679412,530-0020,3,14535
4198696000003679394,530-0018,2,14016
4198696000003679345,530-0013,7,28696.78
4198696000003679336,530-0012,4,23912
4198696000003679304,530-0010,3,17000
4198696000003679286,530-0008,6,20800
4198696000003679277,530-0007,5,20328
4198696000003679259,530-0005,25,70161.86
4198696000003679236,530-0004,97,203618.33
4198696000003679219,530-0002,30,80117
4198696000003678372,509-0231,3,53868
4198696000003678266,517-1015,8,296170.22
4198696000003678257,517-1016,6,221566.22
4198696000003678166,72-2006,2,14276
4198696000003678157,72-2007,3,20500
4198696000003661309,72-3094,8,21952
4198696000003636893,800-371,1,112600
4198696000003636404,534-0019,31,129496.52
4198696000003636395,800-367,1,3000
4198696000003630130,72-3156,13,74176
4198696000003630057,800-363,4,7600
4198696000003594538,530-0001,131,314493.58
4198696000003594330,800-366,3,69900
4198696000003590902,800-362,3,19800
4198696000003590756,800-360,4,40000
4198696000003590463,512-169,3,23360
4198696000003539648,800-354,3,31800
4198696000003539265,800-352,2,194200
4198696000003538027,512-1001,2,30400
4198696000003522812,529-090,20,517400
4198696000003522745,800-347,7,15195.58
4198696000003522164,800-345,2,6000
4198696000003484327,512-168,5,62400
4198696000003484151,800-342,7,115010.34
4198696000003484019,800-339,1,3900
4198696000003454200,800-337,2,8760
4198696000003454166,800-335,2,7000
4198696000003454110,800-333,2,38200
4198696000003420767,800-329,2,33200
4198696000003396942,800-325,1,10300
4198696000003396469,518-0600,6,207391.15
4198696000003396460,518-0599,7,244170.8
4198696000003396280,800-322,1,11200
4198696000003396171,509-0214,2,28400
4198696000003396036,72-3151,5,40900
4198696000003396027,72-3150,7,58400
4198696000003375251,800-315,2,20600
4198696000003359071,512-163,1,7700
4198696000003338605,800-309,2,266800
4198696000003338396,509-0204,7,71822.23
4198696000003338137,800-305,1,11300
4198696000003315438,529-061,89,2225532.57
4198696000003315369,800-303,1,755400
4198696000003315165,800-300,1,1900
4198696000003270371,509-1056,4,115900
4198696000003270280,525-0035,3,25200
4198696000003270093,529-066,4,60560
4198696000003252580,72-1092,1,7636
4198696000003252224,512-175,4,96824
4198696000003252148,800-287,1,14200
4198696000003252001,529-099,5,153000
4198696000003215001,529-054,4,104000
4198696000003211146,800-285,4,294400
4198696000003168326,535-0004,12,96300
4198696000003168210,800-282,6,50382.3
4198696000003168092,800-280,1,11500
4198696000003159133,505-020,19,68795.27
4198696000003159124,505-019,26,23896.44
4198696000003159115,505-018,1,400
4198696000003159088,506-026,7,81656
4198696000003142128,800-275,1,12100
4198696000003142010,533-009,11,515736
4198696000003142001,533-008,14,650407.88
4198696000003129266,800-270,1,8600
4198696000003100157,529-076,3,100600
4198696000003100052,512-176,3,104400
4198696000003065901,517-3000,13,96542.51
4198696000003065676,518-0607,3,79300
4198696000003065305,164-500,3,17700
4198696000003065167,800-253,2,4800
4198696000003059159,800-263,1,49500
4198696000003059042,530-0033,9,25747.68
4198696000003025879,800-248,5,26141.6
4198696000003025480,800-246,1,6100
4198696000003013783,800-242,1,30400
4198696000003013170,800-237,1,23300
4198696000003013134,800-233,1,52700
4198696000003013003,522-0190,81,2098020
4198696000003000837,509-0578,9,84030.44
4198696000003000397,800-229,1,21900
4198696000002976709,800-231,4,47720
4198696000002957550,72-4002,2,21800
4198696000002957541,72-4001,4,45096
4198696000002957469,72-3045,57,403169.16
4198696000002921506,800-218,8,7200
4198696000002921284,800-215,1,20900
4198696000002921171,800-213,2,30500
4198696000002890974,800-211,4,92800
4198696000002890776,800-208,1,14400
4198696000002890155,800-204,1,17400
4198696000002859769,800-200,1,20200
4198696000002859030,72-3228,5,107256
4198696000002859021,72-3229,5,107256
4198696000002797527,800-193,2,35600
4198696000002797506,509-2604,10,69240.78
4198696000002797151,509-0581,8,77865.49
4198696000002797142,800-188,2,34800
4198696000002744139,535-0011,2,14100
4198696000002722385,800-182,1,20800
4198696000002722215,130-033,149,1461266.3
4198696000002664881,800-179,1,61600
4198696000002664199,800-176,3,31800
4198696000002622981,800-174,1,2900
4198696000002622566,800-169,2,60200
4198696000002614183,800-165,2,4500
4198696000002584837,800-161,2,9200
4198696000002584669,800-158,2,30800
4198696000002584235,800-154,1,23900
4198696000002582073,529-053,31,795937
4198696000002574085,529-050,4,111965.27
4198696000002574076,529-049,8,241338.94
4198696000002574067,529-048,15,546228.84
4198696000002574058,529-046,10,668500.46
4198696000002574049,529-045,10,330100
4198696000002574040,529-044,5,154400
4198696000002574022,529-042,2,198400
4198696000002574004,529-039,4,140400
4198696000002572995,529-038,7,619216
4198696000002572986,529-037,3,267472
4198696000002572977,529-036,4,418656
4198696000002572968,529-035,21,616192.81
4198696000002572959,529-034,6,253324.44
4198696000002572950,529-033,3,114600
4198696000002572941,529-032,19,481520
4198696000002572923,529-030,11,971340.99
4198696000002572914,529-029,3,306516
4198696000002572905,529-028,4,140000
4198696000002572896,529-027,8,262928.84
4198696000002572887,529-026,6,175071.68
4198696000002572878,529-024,22,549380
4198696000002572869,529-023,25,645858.41
4198696000002572860,529-022,31,779140
4198696000002572851,529-020,12,296080
4198696000002572842,529-018,11,280300
4198696000002572833,529-017,39,978475.4
4198696000002572824,529-016,10,294204
4198696000002572815,529-015,3,128400
4198696000002572797,529-013,12,298480
4198696000002572788,529-012,13,338000
4198696000002572779,529-011,25,667900
4198696000002572752,529-008,11,268000
4198696000002572743,529-007,17,421200
4198696000002572716,529-004,4,388864
4198696000002572698,529-002,1,20330
4198696000002572689,529-001,9,162563.19
4198696000002566271,529-052,121,3069716.23
4198696000002566078,800-150,1,17600
4198696000002481561,800-147,2,68700
4198696000002427057,800-142,7,67200
4198696000002373115,529-112,5,130000
4198696000002345007,524-0678,4,6800
4198696000002318010,800-134,1,3000
4198696000002266129,800-129,4,152800
4198696000002265637,800-132,2,5400
4198696000002192977,800-128,3,116613
4198696000002192855,800-125,3,116613
4198696000002192693,800-123,1,33140
4198696000002192557,530-3022,4,29600
4198696000002192354,800-099,1,14100
4198696000002192116,529-040,8,283705.31
4198696000002173001,529-021,113,2854651.53
4198696000002146116,529-051,214,5426277.9
4198696000002124040,529-025,50,1256824.25
4198696000002097134,529-019,95,2368217.18
4198696000001994009,800-118,2,90106.19
4198696000001969321,524-0644,13,77324
4198696000001937038,72-2005,12,93722.12
4198696000001937010,517-3010,10,77440.29
4198696000001937001,510-050,6,46960
4198696000001900582,800-109,4,98300
4198696000001900324,524-0601,26,164930
4198696000001868221,800-103,4,104000
4198696000001800109,130-090,1,17800
4198696000001791080,800-092,2,38275
4198696000001743119,800-089,10,187254.37
4198696000001735467,800-090,1,44100
4198696000001715861,800-085,1,10165
4198696000001715735,800-086,1,6200
4198696000001715581,800-081,5,521424.12
4198696000001715219,800-078,2,51600
4198696000001686934,518-0622,4,143340
4198696000001685102,527-0017,6,27848
4198696000001685057,527-0012,4,33000
4198696000001685039,527-0010,2,75810
4198696000001674967,527-0002,2,23000
4198696000001674949,526-0022,9,94336.99
4198696000001674931,526-0020,4,75790
4198696000001674913,526-0018,5,70704.69
4198696000001674904,526-0017,6,80492
4198696000001674895,526-0016,2,19200
4198696000001674850,526-0011,4,41129.46
4198696000001674841,526-0010,3,31452.48
4198696000001674823,526-0008,4,34988.04
4198696000001674805,526-0006,5,39344
4198696000001674796,526-0005,10,81728
4198696000001674778,526-0003,2,20700
4198696000001674260,3-161,4,17240
4198696000001674251,3-167,7,20097.35
4198696000001674010,800-064,1,13900
4198696000001674001,530-0003,55,134572.76
4198696000001673403,512-259,4,85750
4198696000001663046,800-067,3,31000
4198696000001630965,517-1044,5,155876
4198696000001630956,800-065,2,53700
4198696000001629811,800-059,1,5200
4198696000001629573,800-055,1,14200
4198696000001629483,800-053,4,54990
4198696000001615373,522-0142,10,243182.3
4198696000001615364,522-0016,6,193500
4198696000001615346,522-0074,4,190537
4198696000001615337,522-0075,4,190537
4198696000001615328,522-0134,1,37700
4198696000001615310,522-0011,4,229380
4198696000001615292,522-0067,16,264278.23
4198696000001615283,522-0069,9,303206.38
4198696000001615274,522-0068,9,303206.38
4198696000001615256,522-0158,4,68400
4198696000001615220,522-0102,2,45200
4198696000001615202,522-0084,11,232040
4198696000001615166,522-0054,4,104800
4198696000001615148,522-0070,2,43600
4198696000001615121,522-0178,8,184208
4198696000001615094,522-0138,6,120000
4198696000001615076,522-0091,12,280380
4198696000001615049,522-0042,2,39900
4198696000001614995,522-0113,6,139400
4198696000001614986,522-0112,4,84400
4198696000001614959,522-0076,6,138800
4198696000001614923,522-0125,6,119823.01
4198696000001614905,522-0130,6,145222
4198696000001614887,522-0186,7,115350
4198696000001614869,522-0115,4,78993.98
4198696000001614860,522-0135,8,140451.75
4198696000001614851,522-0037,8,236000
4198696000001614842,522-0033,5,120900
4198696000001614815,522-0145,5,143000
4198696000001614806,522-0107,7,193188
4198696000001614779,522-0159,1,35500
4198696000001614761,522-0103,4,111360
4198696000001614743,522-0168,6,190440
4198696000001614725,522-0010,13,340300
4198696000001614707,522-0040,2,59800
4198696000001614680,522-0019,1,27700
4198696000001614662,522-0122,14,291736
4198696000001614653,522-0017,8,260500
4198696000001614644,522-0015,4,104400
4198696000001614608,522-0110,5,153700
4198696000001614590,522-0083,2,80408
4198696000001614518,522-0036,1,51300
4198696000001614491,522-0146,3,116370
4198696000001614482,522-0147,3,116370
4198696000001614437,522-0176,5,217223
4198696000001614428,522-0177,5,214768
4198696000001614392,522-0059,1,48000
4198696000001614356,522-0087,1,48800
4198696000001614311,522-0072,1,50300
4198696000001614293,522-0182,3,109200
4198696000001614275,522-0132,1,51800
4198696000001614257,522-0144,3,123520
4198696000001614248,522-0094,5,190230
4198696000001614230,522-0174,4,177265
4198696000001614221,522-0140,1,35000
4198696000001614167,522-0148,3,143665
4198696000001614158,522-0149,5,237169
4198696000001614149,522-0061,3,102652
4198696000001614140,522-0062,3,99604
4198696000001614077,522-0123,7,248486
4198696000001614068,522-0124,7,237560
4198696000001614059,522-0099,2,69400
4198696000001614050,522-0049,7,236700
4198696000001614041,522-0048,7,234895
4198696000001614032,522-0184,3,98310
4198696000001613960,522-0151,1,39400
4198696000001613942,522-0155,3,103900
4198696000001613933,522-0152,2,63800
4198696000001613897,522-0006,1,37260
4198696000001613852,522-0089,2,78404
4198696000001613825,522-0128,2,69800
4198696000001613816,522-0052,3,105300
4198696000001613798,522-0007,1,30205.31
4198696000001613780,522-0050,5,142500
4198696000001613762,522-0116,1,41200
4198696000001613726,522-0032,1,66000
4198696000001613708,521-0010,10,164944
4198696000001613690,521-0026,4,218308
4198696000001613681,521-0013,11,153438.97
4198696000001613672,521-0023,4,59744.25
4198696000001613645,521-0027,1,17600
4198696000001613618,521-0033,1,23900
4198696000001613573,521-0022,3,66000
4198696000001613564,521-0015,3,80300
4198696000001613546,521-0016,4,100764
4198696000001613537,521-0007,2,31200
4198696000001613510,521-0002,1,16800
4198696000001613474,521-0042,6,85874.34
4198696000001613429,521-0021,9,135077.46
4198696000001613420,521-0032,1,20300
4198696000001613411,521-0019,8,103988.42
4198696000001613393,521-0030,4,59600
4198696000001613357,521-0037,4,75005.84
4198696000001613348,521-0009,3,46386.94
4198696000001613330,521-0004,4,68335
4198696000001613312,518-0602,1,46600
4198696000001613294,518-0598,1,35236
4198696000001613276,518-0590,5,129000
4198696000001613240,528-0027,12,157892
4198696000001613150,528-0017,12,119858.96
4198696000001613141,528-0081,4,57200
4198696000001613132,528-0005,11,144760
4198696000001613123,528-0008,10,146700
4198696000001613114,528-0024,6,93600
4198696000001613105,528-0032,22,424766
4198696000001613078,528-0061,3,35670
4198696000001613069,528-0020,15,220076
4198696000001613051,528-0022,4,62800
4198696000001613042,528-0011,14,188946.56
4198696000001613015,528-0010,5,62038.94
4198696000001612997,528-0036,8,142036
4198696000001612988,528-0031,12,127930
4198696000001612970,528-0047,8,96514
4198696000001612961,528-0043,7,101541.82
4198696000001612925,518-0586,3,35700
4198696000001612898,518-0582,3,36580
4198696000001612871,518-0579,6,87616
4198696000001612853,518-0577,17,260278
4198696000001612835,518-0575,8,114144
4198696000001612826,518-0574,6,272688
4198696000001612736,518-0565,3,119232
4198696000001612682,518-0560,3,136948
4198696000001612673,518-0559,3,84680
4198696000001612619,518-0553,3,95007.96
4198696000001612592,518-0505,4,147876
4198696000001612583,518-0549,3,115924
4198696000001612529,518-0504,3,96663
4198696000001612520,518-0543,13,399354
4198696000001612502,518-0610,3,132560
4198696000001612484,518-0540,5,197500
4198696000001612475,518-0539,4,329600
4198696000001612448,518-0503,1,63900
4198696000001612394,518-0531,3,165540
4198696000001612367,518-0530,2,87584
4198696000001612349,518-0528,8,327756
4198696000001612340,518-0527,3,119700
4198696000001612277,518-0521,2,71370
4198696000001612232,518-0517,4,136212.38
4198696000001612178,518-0500,4,108573.45
4198696000001612133,518-0509,4,84400
4198696000001612124,518-0508,3,57700
4198696000001612079,528-0014,5,77357.17
4198696000001612043,528-0053,3,37339.82
4198696000001612016,528-0034,12,160547.4
4198696000001611989,528-0046,25,348041.37
4198696000001611971,528-0037,9,97312.96
4198696000001611962,528-0009,3,37170
4198696000001611944,528-0029,24,235863
4198696000001611926,528-0038,6,60661.96
4198696000001611917,528-0013,43,534096.23
4198696000001611908,528-0028,22,287246.89
4198696000001611872,528-0035,11,91519.42
4198696000001611863,528-0056,16,161774.23
4198696000001611845,528-0063,5,47208.85
4198696000001611827,528-0057,10,173828.32
4198696000001611791,528-0075,1,1472
4198696000001611719,520-0066,2,39800
4198696000001611710,520-0034,9,204000
4198696000001611683,520-0091,1,19500
4198696000001611665,520-0037,5,119000
4198696000001611638,520-0126,1,33200
4198696000001611602,520-0092,12,232772.57
4198696000001611584,520-0102,28,742895.94
4198696000001611575,520-0138,12,245286.97
4198696000001611557,520-0127,1,29000
4198696000001611548,520-0001,12,304504
4198696000001611539,520-0101,5,130416.21
4198696000001611521,520-0116,2,54096
4198696000001611476,520-0103,3,72708
4198696000001611449,520-0123,2,50100
4198696000001611431,520-0108,3,69318
4198696000001611359,520-0137,1,20900
4198696000001611269,520-0094,13,313372
4198696000001611251,520-0090,10,203172.5
4198696000001611233,520-0088,1,20045
4198696000001611224,520-0007,8,160727.01
4198696000001611215,520-0068,9,273818
4198696000001611179,520-0085,16,332554.48
4198696000001611161,520-0075,1,24500
4198696000001611143,520-0080,5,125477.88
4198696000001611134,520-0076,12,306081.71
4198696000001611125,520-0062,1,28600
4198696000001611089,520-0065,1,23000
4198696000001611044,520-0072,4,120000
4198696000001611026,520-0077,1,27300
4198696000001611008,520-0058,11,219109
4198696000001610990,520-0056,6,116900
4198696000001610981,520-0055,8,208573.81
4198696000001610972,520-0039,3,54200
4198696000001610954,520-0035,9,226568
4198696000001610936,520-0041,7,212742.58
4198696000001610909,520-0026,14,347355
4198696000001610891,520-0051,7,198604
4198696000001610864,520-0042,13,351236
4198696000001610855,520-0030,6,127536
4198696000001610846,520-0053,7,172538.97
4198696000001610837,520-0052,7,174414.73
4198696000001610783,520-0011,12,261809.84
4198696000001610765,520-0008,5,118000
4198696000001610738,520-0016,6,100592
4198696000001610720,520-0021,3,71835.4
