Product_ID,Available_Stock,Cost_Fallback,Current_Unit_Rate
4198696000016620799,4,"CRC 13,950.00",13950
4198696000016633870,0,"CRC 7,255.00",7255
4198696000016723220,0,"CRC 5,500.00",5500
4198696000016723650,0,"CRC 49,000.00",49000
4198696000016723847,0,"CRC 4,099.00",4099
4198696000016775717,0,"CRC 6,820.00",6820
4198696000016776224,2,"CRC 21,500.00",21500
4198696000016823387,2,"CRC 24,500.00",24500
4198696000016846370,1,"CRC 12,375.00",12375
4198696000016879230,0,"CRC 3,800.00",3800
4198696000016879480,3,"CRC 2,900.00",2900
4198696000016879708,0,"CRC 41,211.53",41211.53
4198696000016933464,1,"CRC 7,223.09",7223.09
4198696000016933765,4,"CRC 4,800.00",4800
4198696000016976242,0,"CRC 12,000.00",12000
4198696000016983489,3,"CRC 5,766.40",5766.4
4198696000016983788,4,"CRC 3,990.00",3990
4198696000016991101,,"CRC 1,900.00",1900
4198696000016938293,2,"CRC 15,900.00",15900
4198696000017003141,0,"CRC 2,909.10",2909.1
4198696000017003736,0,"CRC 9,490.00",9490
4198696000016994305,2,"CRC 6,590.00",6590
4198696000017013128,46,CRC 840.00,840
4198696000017105131,1,"CRC 3,600.00",3600
4198696000017105579,2,"CRC 2,400.00",2400
4198696000017111470,0,"CRC 48,271.55",48271.55
4198696000017111791,0,"CRC 3,000.00",3000
4198696000017182240,0,"CRC 5,295.00",5295
4198696000017182937,2,"CRC 5,900.00",5900
4198696000017208053,0,"CRC 25,945.70",25945.7
4198696000017352242,0,"CRC 25,990.00",25990
4198696000017431001,0,"CRC 15,800.55",15800.55
4198696000017476716,0,"CRC 6,674.00",6674
4198696000017530003,0,"CRC 11,579.00",11579
4198696000017496288,2,"CRC 10,727.00",10727
4198696000017581232,1,"CRC 40,000.00",40000
4198696000017627075,3,"CRC 1,946.18",1946.18
4198696000017627780,0,"CRC 33,644.81",33644.81
4198696000017634694,0,"CRC 3,762.18",3762.18
4198696000017641004,0,"CRC 3,500.00",3500
4198696000017644091,5,"CRC 2,500.00",2500
4198696000017644413,0,"CRC 9,500.00",9500
4198696000017644982,0,"CRC 10,450.00",10450
4198696000017698123,0,"CRC 18,000.00",18000
4198696000017698496,0,"CRC 25,000.00",25000
4198696000017740545,4,"CRC 18,500.00",18500
4198696000017761543,0,"CRC 4,384.00",4384
4198696000017767500,0,"CRC 5,170.00",5170
4198696000017812020,0,"CRC 7,800.00",7800
4198696000017812344,0,"CRC 4,230.00",4230
4198696000017818108,0,"CRC 7,700.00",7700
4198696000017818362,0,"CRC 3,200.00",3200
4198696000017826479,4,"CRC 2,533.50",2533.5
4198696000017831069,0,"CRC 11,950.00",11950
4198696000017936489,0,"CRC 18,900.00",18900
4198696000017986248,0,"CRC 9,890.00",9890
4198696000017986911,2,"CRC 2,434.67",2434.67
4198696000018053586,0,"CRC 24,528.14",24528.14
4198696000018053955,0,"CRC 1,400.00",1400
4198696000018059528,1,"CRC 7,450.00",7450
4198696000018067853,2,"CRC 1,812.88",1812.88
4198696000018140143,0,"CRC 1,395.00",1395
4198696000018140911,0,"CRC 45,000.00",45000
4198696000018170163,0,"CRC 9,324.00",9324
4198696000018170635,3,"CRC 2,999.00",2999
4198696000018170941,0,"CRC 11,904.45",11904.45
4198696000018177251,0,"CRC 33,857.02",33857.02
4198696000018177596,0,"CRC 16,000.00",16000
4198696000018185603,0,"CRC 2,000.00",2000
4198696000018200258,4,"CRC 2,750.00",2750
4198696000018204074,7,"CRC 1,750.00",1750
4198696000018234473,4,"CRC 1,500.00",1500
4198696000018234946,0,"CRC 11,950.00",11950
4198696000018262859,0,"CRC 22,000.00",22000
4198696000018308600,0,"CRC 23,520.00",23520
4198696000018360805,0,"CRC 11,590.00",11590
4198696000018367611,0,"CRC 17,000.00",17000
4198696000018430343,0,"CRC 7,450.00",7450
4198696000018476001,0,"CRC 5,500.00",5500
4198696000018476053,0,"CRC 1,265.00",1265
4198696000018476748,0,"CRC 22,752.03",22752.03
4198696000018519303,2,"CRC 5,720.50",5720.5
4198696000018523344,0,"CRC 1,320.00",1320
4198696000018523514,1,"CRC 5,297.00",5297
4198696000018531576,0,"CRC 3,500.00",3500
4198696000018627692,39,"CRC 3,200.00",3200
4198696000018627728,48,"CRC 10,300.00",10300
4198696000018627764,50,"CRC 5,800.00",5800
4198696000018627800,49,"CRC 5,500.00",5500
4198696000018627836,49,"CRC 3,600.00",3600
4198696000018627872,28,"CRC 39,000.00",39000
4198696000018627908,27,"CRC 44,400.00",44400
4198696000018627944,25,"CRC 54,400.00",54400
4198696000018627980,29,"CRC 20,800.00",20800
4198696000018668016,19,"CRC 87,000.00",87000
4198696000018668052,30,"CRC 50,100.00",50100
4198696000018668088,18,"CRC 70,700.00",70700
4198696000018668124,29,"CRC 76,600.00",76600
4198696000018668160,14,"CRC 73,000.00",73000
4198696000018668953,0,"CRC 6,000.00",6000
4198696000018673216,0,"CRC 22,500.00",22500
4198696000018677299,0,"CRC 19,866.00",19866
4198696000018712097,0,"CRC 47,600.00",47600
4198696000018712622,0,"CRC 12,800.00",12800
4198696000018727676,0,"CRC 5,372.50",5372.5
4198696000018731205,4,"CRC 3,299.00",3299
4198696000018731241,2,"CRC 3,300.00",3300
4198696000018731460,1,"CRC 9,500.00",9500
4198696000018731521,0,"CRC 14,110.31",14110.31
4198696000018731877,2,"CRC 25,415.00",25415
4198696000018786043,0,"CRC 3,525.00",3525
4198696000018786290,1,"CRC 29,800.00",29800
4198696000018788257,0,"CRC 144,769.30",144769.3
4198696000018794123,0,"CRC 7,000.00",7000
4198696000018794650,2,"CRC 35,517.35",35517.35
4198696000018835111,2,"CRC 3,700.00",3700
4198696000018835421,0,"CRC 18,000.00",18000
4198696000018835461,0,"CRC 7,500.00",7500
4198696000018835625,0,"CRC 6,953.00",6953
4198696000018837153,0,"CRC 17,316.66",17316.66
4198696000018837669,0,"CRC 2,750.00",2750
4198696000018843396,1,"CRC 53,816.57",53816.57
4198696000018863158,0,"CRC 20,841.00",20841
4198696000018863774,1,"CRC 18,562.50",18562.5
4198696000018902235,1,"CRC 4,372.50",4372.5
4198696000018902640,0,"CRC 19,500.00",19500
4198696000018914360,0,"CRC 44,990.00",44990
4198696000018914586,1,"CRC 58,031.89",58031.89
4198696000018934034,0,"CRC 67,291.38",67291.38
4198696000018934367,0,"CRC 14,000.00",14000
4198696000018934775,3,"CRC 5,700.00",5700
4198696000018954037,0,"CRC 62,960.35",62960.35
4198696000019011090,1,"CRC 2,900.00",2900
4198696000019011862,0,"CRC 80,134.10",80134.1
4198696000019056175,4,"CRC 5,292.00",5292
4198696000019056905,2,"CRC 11,852.36",11852.36
4198696000019061626,2,"CRC 26,402.33",26402.33
4198696000019067059,0,"CRC 14,700.00",14700
4198696000019067288,1,"CRC 23,673.90",23673.9
4198696000019073155,0,"CRC 14,679.73",14679.73
4198696000019073713,0,"CRC 8,590.00",8590
4198696000019076227,0,"CRC 14,900.00",14900
4198696000019076477,0,"CRC 12,400.00",12400
4198696000019076513,0,"CRC 4,950.00",4950
4198696000019132001,0,"CRC 1,995.00",1995
4198696000019129050,0,"CRC 4,464.00",4464
4198696000019129550,0,"CRC 5,650.00",5650
4198696000019129998,1,"CRC 5,890.00",5890
4198696000019179591,0,"CRC 19,800.00",19800
4198696000019179940,0,"CRC 44,700.00",44700
4198696000019183032,0,"CRC 10,771.20",10771.2
4198696000019192511,5,"CRC 76,168.43",76168.43
4198696000019243203,2,"CRC 4,090.00",4090
4198696000019243579,0,"CRC 7,437.00",7437
4198696000019300089,4,"CRC 5,319.60",5319.6
4198696000019394200,0,"CRC 8,400.00",8400
4198696000019394406,0,CRC 785.00,785
4198696000019394634,0,"CRC 25,500.00",25500
4198696000019414441,0,"CRC 13,095.17",13095.17
4198696000019511616,0,"CRC 25,990.00",25990
4198696000019560184,0,"CRC 84,000.00",84000
4198696000019560773,4,"CRC 2,950.00",2950
4198696000019575286,0,"CRC 1,097.95",1097.95
4198696000019667599,0,"CRC 33,990.00",33990
4198696000019671381,6,"CRC 14,355.00",14355
4198696000019671637,0,"CRC 15,586.49",15586.49
4198696000019671889,2,"CRC 2,980.00",2980
4198696000019764321,0,"CRC 45,676.58",45676.58
4198696000019778019,0,"CRC 8,400.00",8400
4198696000019778296,0,"CRC 4,070.00",4070
4198696000019778379,0,"CRC 27,100.00",27100
4198696000019785073,0,"CRC 11,000.00",11000
4198696000019827685,0,"CRC 6,800.00",6800
4198696000019836016,0,"CRC 11,500.00",11500
4198696000019841342,0,"CRC 9,870.00",9870
4198696000019847793,0,"CRC 26,440.00",26440
4198696000019802252,0,"CRC 6,995.00",6995
4198696000019802888,2,"CRC 19,036.80",19036.8
4198696000019870473,0,"CRC 23,945.30",23945.3
4198696000019922017,0,"CRC 15,757.50",15757.5
4198696000019922728,0,"CRC 94,600.00",94600
4198696000019941515,0,"CRC 2,300.00",2300
4198696000020030001,0,"CRC 43,903.25",43903.25
4198696000020033256,0,"CRC 15,548.65",15548.65
4198696000020033724,0,"CRC 2,200.00",2200
4198696000020033961,1,"CRC 7,800.00",7800
4198696000020072314,0,"CRC 4,025.00",4025
4198696000020105151,0,"CRC 29,596.02",29596.02
4198696000020112432,0,"CRC 107,964.61",107964.61
4198696000020118268,0,"CRC 6,380.00",6380
4198696000020178361,0,"CRC 3,200.00",3200
4198696000020183145,0,"CRC 11,067.61",11067.61
4198696000020231713,0,"CRC 25,017.60",25017.6
4198696000020244269,1,"CRC 21,600.00",21600
4198696000020251244,0,"CRC 3,460.73",3460.73
4198696000020251919,0,"CRC 16,361.99",16361.99
4198696000020314298,0,"CRC 2,150.00",2150
4198696000020315114,0,"CRC 142,856.00",142856
4198696000020319044,0,"CRC 19,950.00",19950
4198696000020372098,0,"CRC 7,683.00",7683
4198696000020372737,0,"CRC 13,769.00",13769
4198696000020417520,9,"CRC 1,385.69",1385.6933
4198696000020417640,4,"CRC 1,385.69",1385.6933
4198696000020417684,3,"CRC 1,385.69",1385.6933
4198696000020419186,0,"CRC 9,990.00",9990
4198696000020424034,0,"CRC 20,000.00",20000
4198696000020424657,0,"CRC 2,500.00",2500
4198696000020433088,0,"CRC 4,700.00",4700
4198696000020436320,1,"CRC 16,950.00",16950
4198696000020441441,0,"CRC 16,045.00",16045
4198696000020447330,0,"CRC 19,800.00",19800
4198696000020459897,0,"CRC 5,830.00",5830
4198696000020466449,0,"CRC 3,400.00",3400
4198696000020471059,0,"CRC 5,221.24",5221.24
4198696000020611075,0,"CRC 15,200.00",15200
4198696000020611523,0,"CRC 13,045.00",13045
4198696000020621227,2,"CRC 2,015.86",2015.86
4198696000020630361,0,"CRC 2,212.39",2212.39
4198696000020635857,0,"CRC 34,510.00",34510
4198696000020636737,1,CRC 995.00,995
4198696000020642545,0,"CRC 22,338.05",22338.05
4198696000020666124,1,"CRC 21,900.00",21900
4198696000020666700,0,"CRC 5,200.00",5200
4198696000020701897,0,"CRC 10,031.08",10031.08
4198696000020787857,0,"CRC 9,500.00",9500
4198696000020824001,0,"CRC 7,066.00",7066
4198696000020824869,0,"CRC 53,990.00",53990
4198696000020837908,0,"CRC 7,625.00",7625
4198696000020885196,0,"CRC 29,500.00",29500
4198696000020885853,0,"CRC 39,289.60",39289.6
4198696000020901925,1,"CRC 4,840.00",4840
4198696000020907897,0,"CRC 6,830.57",6830.57
4198696000020914342,0,"CRC 19,500.00",19500
4198696000020988204,3,"CRC 12,120.74",12120.74
4198696000021065175,0,"CRC 9,900.00",9900
4198696000021076282,2,"CRC 33,000.00",33000
4198696000021110936,0,"CRC 65,604.00",65604
4198696000021134315,2,CRC 995.00,995
4198696000021143175,2,"CRC 11,884.84",11884.84
4198696000021192099,4,"CRC 3,750.00",3750
4198696000021205545,23,CRC 591.00,591
4198696000021205659,16,"CRC 2,375.00",2375
4198696000021205695,13,CRC 680.00,680
4198696000021247550,1,"CRC 10,950.00",10950
4198696000021261036,0,CRC 495.00,495
4198696000021263104,0,"CRC 90,466.00",90466
4198696000021263678,1,"CRC 3,605.00",3605
4198696000021404229,0,"CRC 5,611.54",5611.54
4198696000021426061,0,"CRC 8,288.90",8288.9
4198696000021432075,0,"CRC 1,500.00",1500
4198696000021432642,0,"CRC 11,600.00",11600
4198696000021434220,0,"CRC 65,990.00",65990
4198696000021527087,9,"CRC 5,525.00",5525
4198696000021527123,8,"CRC 3,500.00",3500
4198696000021527807,0,"CRC 12,000.00",12000
4198696000021746120,2,"CRC 2,837.50",2837.5
4198696000021746945,0,"CRC 5,043.15",5043.15
4198696000021802436,1,"CRC 3,400.00",3400
4198696000021831198,2,"CRC 5,390.00",5390
4198696000021831660,0,"CRC 10,800.00",10800
4198696000021866274,0,"CRC 1,650.00",1650
4198696000021891018,0,"CRC 3,378.80",3378.8
4198696000021891560,12,"CRC 1,467.50",1467.5
4198696000021997091,0,"CRC 73,042.51",73042.51
4198696000021997519,0,"CRC 31,410.00",31410
4198696000022082403,0,"CRC 9,240.00",9240
4198696000022128246,0,"CRC 16,200.00",16200
4198696000022154337,0,"CRC 58,000.00",58000
4198696000022194091,0,"CRC 12,000.00",12000
4198696000022194488,0,"CRC 6,200.00",6200
4198696000022204596,0,"CRC 4,490.00",4490
4198696000022280480,0,"CRC 12,312.52",12312.52
4198696000022301066,0,"CRC 7,425.00",7425
4198696000022303130,0,"CRC 4,954.61",4954.61
4198696000022307432,0,"CRC 4,876.51",4876.51
4198696000022376329,0,"CRC 16,089.60",16089.6
4198696000022448139,0,"CRC 9,070.54",9070.54
4198696000022453003,0,"CRC 18,455.00",18455
4198696000022453598,0,"CRC 5,589.00",5589
4198696000022506107,0,"CRC 13,500.00",13500
4198696000022544558,0,"CRC 40,000.00",40000
4198696000022588011,0,"CRC 6,700.00",6700
4198696000022588692,0,"CRC 42,999.97",42999.97
4198696000022597142,0,"CRC 4,497.50",4497.5
4198696000022597879,0,"CRC 18,463.00",18463
4198696000022646350,11,"CRC 1,626.80",1626.8
4198696000022650044,0,"CRC 4,950.00",4950
4198696000022764003,0,"CRC 15,860.00",15860
4198696000022785187,0,"CRC 20,000.00",20000
4198696000022785732,0,"CRC 55,000.00",55000
4198696000022837460,1,"CRC 4,224.50",4224.5
4198696000022839012,0,"CRC 7,900.00",7900
4198696000022839754,0,"CRC 25,000.00",25000
4198696000022897465,0,"CRC 24,164.09",24164.09
4198696000022933001,0,"CRC 25,323.30",25323.3
4198696000022933561,0,"CRC 7,657.20",7657.2
4198696000022937573,0,"CRC 33,225.00",33225
4198696000022953441,0,"CRC 2,500.00",2500
4198696000023004205,0,"CRC 9,500.00",9500
4198696000023024373,0,"CRC 2,500.00",2500
4198696000023076082,0,"CRC 11,490.00",11490
4198696000023124215,8,"CRC 2,472.00",2472
4198696000023124504,0,"CRC 49,528.13",49528.13
4198696000023129616,0,"CRC 9,500.00",9500
4198696000023132261,0,"CRC 2,400.00",2400
4198696000023132645,0,"CRC 13,893.00",13893
4198696000023138395,0,"CRC 10,545.50",10545.5
4198696000023214271,0,"CRC 4,400.00",4400
4198696000023351176,0,"CRC 4,000.00",4000
4198696000023351740,0,CRC 929.65,929.65
4198696000023365282,0,"CRC 19,722.53",19722.53
4198696000023360005,,CRC 0.00,0
4198696000023373926,4,"CRC 21,990.00",21990
4198696000023383283,0,"CRC 1,850.00",1850
4198696000023393292,0,"CRC 45,000.00",45000
4198696000023398499,5,"CRC 21,450.00",21450
4198696000023403048,1,"CRC 5,000.00",5000
4198696000023416973,0,"CRC 11,070.00",11070
4198696000023429407,0,"CRC 2,995.00",2995
4198696000023434540,0,"CRC 19,181.86",19181.86
4198696000023445030,0,"CRC 3,800.00",3800
4198696000023465199,0,"CRC 1,265.00",1265
4198696000023465668,0,"CRC 55,830.86",55830.86
4198696000023474102,0,"CRC 4,790.00",4790
4198696000023474750,1,"CRC 4,900.00",4900
4198696000023529356,0,"CRC 18,000.00",18000
4198696000023529953,0,"CRC 35,800.00",35800
4198696000023558303,1,"CRC 3,100.00",3100
4198696000023573109,0,"CRC 10,619.47",10619.47
4198696000023573743,0,"CRC 18,150.00",18150
4198696000023615788,0,"CRC 11,900.00",11900
4198696000023622826,0,"CRC 1,480.00",1480
4198696000023631309,0,"CRC 36,633.16",36633.16
4198696000023644970,0,"CRC 3,320.00",3320
4198696000023685434,0,"CRC 4,950.00",4950
4198696000023685995,0,"CRC 2,494.55",2494.55
4198696000023704717,0,"CRC 2,600.00",2600
4198696000023716455,0,"CRC 17,922.50",17922.5
4198696000023774131,0,"CRC 21,622.61",21622.61
4198696000023774815,0,"CRC 8,805.31",8805.31
4198696000023792615,5,"CRC 1,278.00",1278
4198696000023852253,0,"CRC 4,340.00",4340
4198696000023858751,0,"CRC 15,063.56",15063.56
4198696000023990540,0,"CRC 14,200.00",14200
4198696000024036140,0,"CRC 3,623.63",3623.63
4198696000024047753,12,"CRC 3,719.11",3719.11
4198696000024105005,0,"CRC 24,780.53",24780.53
4198696000024145582,0,"CRC 2,500.00",2500
4198696000024171118,0,"CRC 23,287.00",23287
4198696000024192167,2,"CRC 44,500.00",44500
4198696000024250121,0,"CRC 18,500.00",18500
4198696000024250438,0,"CRC 11,990.00",11990
4198696000024259735,0,"CRC 19,999.00",19999
4198696000024274209,0,"CRC 9,000.00",9000
4198696000024274900,0,"CRC 9,324.00",9324
4198696000024318250,0,"CRC 21,655.13",21655.13
4198696000024324559,0,"CRC 4,995.00",4995
4198696000024324933,0,"CRC 31,000.00",31000
4198696000024343170,1,"CRC 20,865.00",20865
4198696000024343352,0,"CRC 3,500.00",3500
4198696000024415541,0,"CRC 15,282.67",15282.67
4198696000024424566,0,"CRC 10,450.24",10450.24
4198696000024527001,9,CRC 670.00,670
4198696000024532306,1,"CRC 14,000.00",14000
4198696000024532776,0,"CRC 32,462.00",32462
4198696000024546267,0,"CRC 18,154.78",18154.78
4198696000024597534,0,"CRC 2,950.00",2950
4198696000024597844,1,"CRC 9,624.08",9624.08
4198696000024604249,0,"CRC 93,897.00",93897
4198696000024684012,0,"CRC 3,600.00",3600
4198696000024684952,0,"CRC 18,757.65",18757.65
4198696000024690679,0,"CRC 28,141.32",28141.32
4198696000024699193,0,"CRC 49,000.00",49000
4198696000024764161,0,"CRC 7,100.00",7100
4198696000024764491,1,"CRC 5,200.00",5200
4198696000024805563,3,"CRC 11,495.00",11495
4198696000024806075,0,"CRC 30,000.00",30000
4198696000024831305,0,"CRC 7,769.00",7769
4198696000024860148,0,"CRC 3,500.00",3500
4198696000024912395,0,"CRC 26,529.20",26529.2
4198696000024931034,0,"CRC 3,900.00",3900
4198696000024993109,0,"CRC 18,200.00",18200
4198696000025038284,0,"CRC 13,848.00",13848
4198696000025038859,0,"CRC 18,000.00",18000
4198696000025064278,0,"CRC 18,180.00",18180
4198696000025079164,2,"CRC 7,459.20",7459.2
4198696000025079771,0,"CRC 3,907.00",3907
4198696000025140171,0,"CRC 31,164.71",31164.71
4198696000025140941,0,"CRC 16,771.47",16771.47
4198696000025190320,0,"CRC 35,090.01",35090.01
4198696000025233187,2,"CRC 4,814.30",4814.3
4198696000025233655,0,"CRC 2,654.87",2654.87
4198696000025233889,0,"CRC 15,000.00",15000
4198696000025336148,0,"CRC 24,243.58",24243.58
4198696000025370001,0,"CRC 3,995.00",3995
4198696000025481633,0,"CRC 12,120.00",12120
4198696000025503775,0,"CRC 5,445.47",5445.47
4198696000025591715,0,"CRC 28,955.29",28955.29
4198696000025639163,3,"CRC 3,300.00",3300
4198696000025644272,2,"CRC 3,500.00",3500
4198696000025661345,0,"CRC 2,775.63",2775.63
4198696000025661381,0,"CRC 2,377.59",2377.59
4198696000025733011,0,"CRC 49,100.00",49100
4198696000025779511,0,"CRC 25,000.00",25000
4198696000025794191,0,"CRC 5,493.40",5493.4
4198696000025832786,0,"CRC 3,500.00",3500
4198696000025869921,0,"CRC 31,950.00",31950
4198696000025881705,0,"CRC 36,000.00",36000
4198696000025884215,0,"CRC 13,990.00",13990
4198696000025886144,0,"CRC 18,934.50",18934.5
4198696000025902593,0,"CRC 7,209.03",7209.03
4198696000025956761,0,CRC 471.90,471.9
4198696000026031975,2,"CRC 1,750.94",1750.94
4198696000026045505,0,"CRC 20,000.00",20000
4198696000026052377,0,"CRC 41,183.07",41183.07
4198696000026057291,0,"CRC 9,230.78",9230.78
4198696000026124960,0,"CRC 18,374.46",18374.46
4198696000026126402,0,"CRC 10,500.00",10500
4198696000026126807,0,"CRC 17,900.00",17900
4198696000026140244,0,"CRC 21,650.00",21650
4198696000026192254,0,"CRC 14,800.00",14800
4198696000026202484,0,"CRC 1,950.00",1950
4198696000026351134,0,"CRC 17,900.00",17900
4198696000026351926,0,"CRC 20,000.00",20000
4198696000026427490,0,"CRC 6,800.00",6800
4198696000026427790,0,"CRC 3,532.50",3532.5
4198696000026448584,0,"CRC 5,600.00",5600
4198696000026460133,0,"CRC 11,188.80",11188.8
4198696000026460347,0,"CRC 9,719.25",9719.25
4198696000026460527,0,"CRC 17,752.80",17752.8
4198696000026474235,0,"CRC 23,250.00",23250
4198696000026530384,0,"CRC 2,619.00",2619
4198696000026530867,0,"CRC 21,392.00",21392
4198696000026565099,2,"CRC 4,500.00",4500
4198696000026565654,0,"CRC 35,000.00",35000
4198696000026638581,0,"CRC 26,000.00",26000
4198696000026656662,0,"CRC 5,060.00",5060
4198696000026662292,0,"CRC 14,995.00",14995
4198696000026664715,0,"CRC 16,905.00",16905
4198696000026698294,0,"CRC 2,000.00",2000
4198696000026721488,1,CRC 845.00,845
4198696000026763097,0,"CRC 70,000.00",70000
4198696000026763774,0,"CRC 15,000.00",15000
4198696000026792938,0,"CRC 4,999.00",4999
4198696000026912018,0,"CRC 17,918.00",17918
4198696000026966379,0,"CRC 9,380.53",9380.53
4198696000026966916,0,"CRC 48,816.56",48816.56
4198696000027037765,0,"CRC 13,805.30",13805.3
4198696000027049175,0,"CRC 3,800.00",3800
4198696000027105770,0,"CRC 3,250.00",3250
4198696000027122467,0,"CRC 9,974.00",9974
4198696000027125609,0,"CRC 17,800.00",17800
4198696000027235358,0,"CRC 18,695.05",18695.05
4198696000027244040,0,"CRC 15,229.91",15229.91
4198696000027282953,0,"CRC 17,519.20",17519.2
4198696000027301074,0,"CRC 27,823.94",27823.94
4198696000027301958,0,"CRC 3,400.00",3400
4198696000027363135,0,"CRC 7,003.84",7003.84
4198696000027363994,0,"CRC 98,624.73",98624.73
4198696000027368624,0,"CRC 4,900.00",4900
4198696000027374806,0,"CRC 30,000.00",30000
4198696000027380546,0,"CRC 30,879.00",30879
4198696000027386409,0,"CRC 62,990.00",62990
4198696000027395677,1,"CRC 9,440.00",9440
4198696000027402631,0,"CRC 33,000.00",33000
4198696000027576366,0,"CRC 37,928.25",37928.25
4198696000027633763,0,"CRC 6,083.20",6083.2
4198696000027643603,0,"CRC 18,000.00",18000
4198696000027754176,0,"CRC 5,692.40",5692.4
4198696000027754839,0,"CRC 9,800.00",9800
4198696000027855001,0,"CRC 49,000.00",49000
4198696000027868044,0,"CRC 4,591.00",4591
4198696000027868863,0,"CRC 73,299.05",73299.05
4198696000027877014,0,"CRC 9,166.38",9166.38
4198696000027915518,0,"CRC 12,800.00",12800
4198696000027943188,0,"CRC 10,064.71",10064.71
4198696000027943773,0,"CRC 100,000.00",100000
4198696000027977242,0,"CRC 16,248.96",16248.96
4198696000028005325,0,CRC 380.00,380
4198696000028015508,0,"CRC 16,771.47",16771.47
4198696000028019185,0,"CRC 12,477.75",12477.75
4198696000028021198,0,"CRC 3,515.16",3515.16
4198696000028012447,0,"CRC 1,946.63",1946.63
4198696000028046163,0,"CRC 29,770.56",29770.56
4198696000028098252,1,"CRC 4,500.00",4500
4198696000028104141,0,"CRC 3,407.50",3407.5
4198696000028104310,0,"CRC 2,775.00",2775
4198696000028104689,0,"CRC 13,455.84",13455.84
4198696000028189242,0,"CRC 5,100.00",5100
4198696000028268971,6,CRC 922.24,922.24
4198696000028282479,0,"CRC 32,000.00",32000
4198696000028303125,0,"CRC 60,000.00",60000
4198696000028303888,0,"CRC 29,000.00",29000
4198696000028318001,0,"CRC 217,180.55",217180.55
4198696000028326386,3,"CRC 13,550.00",13550
4198696000028385001,0,"CRC 28,400.00",28400
4198696000028385690,0,"CRC 23,265.22",23265.22
4198696000028427212,0,"CRC 12,995.00",12995
4198696000028466003,0,"CRC 32,650.80",32650.8
4198696000028506229,0,"CRC 27,718.00",27718
4198696000028506950,0,"CRC 2,950.00",2950
4198696000028558585,0,"CRC 5,110.00",5110
4198696000028558824,0,"CRC 3,032.50",3032.5
4198696000028564258,0,"CRC 3,000.00",3000
4198696000028567237,0,"CRC 29,389.66",29389.66
4198696000028567907,0,"CRC 4,800.00",4800
4198696000028622406,0,"CRC 56,000.00",56000
4198696000028680105,0,"CRC 3,432.00",3432
4198696000028680721,0,"CRC 53,990.00",53990
4198696000028722835,0,"CRC 3,000.00",3000
4198696000028731301,0,"CRC 37,500.00",37500
4198696000028751459,2,"CRC 9,250.00",9250
4198696000028803323,0,"CRC 20,000.00",20000
4198696000028910300,0,"CRC 11,500.00",11500
4198696000028910438,0,"CRC 17,241.87",17241.87
4198696000028927850,0,"CRC 6,768.24",6768.24
4198696000028982500,0,"CRC 20,000.00",20000
4198696000029007287,0,"CRC 19,850.00",19850
4198696000029007622,0,"CRC 17,200.00",17200
4198696000029015463,0,"CRC 7,692.30",7692.3
4198696000029015881,0,"CRC 51,990.00",51990
4198696000029035062,0,"CRC 3,672.50",3672.5
4198696000029035790,0,"CRC 3,501.50",3501.5
4198696000029046146,0,"CRC 11,203.50",11203.5
4198696000029058217,0,CRC 695.00,695
4198696000029259007,0,"CRC 29,568.78",29568.78
4198696000029259913,0,"CRC 2,800.00",2800
4198696000029313348,10,CRC 681.00,681
4198696000029313752,10,"CRC 2,200.00",2200
4198696000029319190,0,"CRC 6,000.00",6000
4198696000029326467,0,"CRC 10,300.00",10300
4198696000029326974,0,"CRC 17,876.11",17876.11
4198696000029368894,0,"CRC 35,900.00",35900
4198696000029374316,0,"CRC 18,900.00",18900
4198696000029374716,1,"CRC 14,950.00",14950
4198696000029378363,0,"CRC 18,000.00",18000
4198696000029417705,0,"CRC 7,369.50",7369.5
4198696000029435224,0,"CRC 70,273.11",70273.11
4198696000029435268,0,"CRC 7,279.48",7279.48
4198696000029435430,0,"CRC 4,950.00",4950
4198696000029435605,2,"CRC 8,569.80",8569.8
4198696000029453185,0,"CRC 18,230.08",18230.08
4198696000029447902,0,"CRC 26,500.00",26500
4198696000029801517,0,"CRC 3,300.00",3300
4198696000029822737,0,"CRC 3,900.00",3900
4198696000029830056,2,"CRC 7,990.00",7990
4198696000029885446,0,"CRC 9,911.50",9911.5
4198696000029926159,0,"CRC 12,100.00",12100
4198696000029983005,0,"CRC 2,900.00",2900
4198696000029985170,0,"CRC 15,422.00",15422
4198696000030002718,0,"CRC 2,250.00",2250
4198696000030016784,0,"CRC 20,200.00",20200
4198696000030025167,0,"CRC 4,600.00",4600
4198696000030111938,0,"CRC 70,000.00",70000
4198696000030161514,0,"CRC 20,000.00",20000
4198696000030181789,0,"CRC 14,000.00",14000
4198696000030193638,0,"CRC 17,043.68",17043.68
4198696000030199523,0,"CRC 17,145.00",17145
4198696000030215472,0,"CRC 19,950.00",19950
4198696000030232213,0,"CRC 4,499.00",4499
4198696000030232515,0,"CRC 35,547.50",35547.5
4198696000030248803,0,"CRC 16,303.00",16303
4198696000030354245,0,"CRC 18,500.00",18500
4198696000030354647,0,"CRC 12,900.00",12900
4198696000030418278,0,"CRC 23,000.00",23000
4198696000030366343,0,"CRC 20,975.00",20975
4198696000030537047,0,"CRC 43,000.00",43000
4198696000030710522,0,"CRC 20,000.00",20000
4198696000030744465,0,"CRC 44,070.58",44070.58
