Creditnotes refund ID,Refund Date,Account ID,Amount (BCY),Created Time,Last Modified Time
4198696000002853695,31 Jan 2024,4198696000000418009,"CRC 22,800.00",2024-01-31 17:07:18,2024-01-31 17:07:18
4198696000002859394,30 Jan 2024,4198696000000418009,"CRC 2,100.00",2024-01-30 10:53:54,2024-01-30 10:53:54
4198696000002953383,03 Feb 2024,4198696000000418009,"CRC 2,400.00",2024-02-03 12:18:31,2024-02-03 12:18:31
4198696000002995293,06 Feb 2024,4198696000000418009,"CRC 10,400.00",2024-02-06 12:08:41,2024-02-06 12:08:41
4198696000003020269,07 Feb 2024,4198696000000418009,"CRC 36,000.00",2024-02-07 12:50:39,2024-02-07 12:50:39
4198696000003045194,08 Feb 2024,4198696000000418009,"CRC 7,800.00",2024-02-08 15:41:49,2024-02-08 15:41:49
4198696000003058353,09 Feb 2024,4198696000000375167,"CRC 61,200.00",2024-02-09 17:00:31,2024-02-09 17:00:31
4198696000003101344,13 Feb 2024,4198696000000418017,"CRC 6,500.00",2024-02-13 12:48:57,2024-02-13 12:48:57
4198696000003153233,14 Feb 2024,4198696000000375167,"CRC 41,500.00",2024-02-14 17:34:37,2024-02-14 17:34:37
4198696000003252552,16 Feb 2024,4198696000000418009,"CRC 24,700.00",2024-02-16 15:35:29,2024-02-16 15:35:29
4198696000003337432,21 Feb 2024,4198696000000418009,"CRC 6,400.00",2024-02-21 14:08:52,2024-02-21 14:08:52
4198696000003337456,21 Feb 2024,4198696000000418009,"CRC 6,400.00",2024-02-21 14:09:08,2024-02-21 14:09:08
4198696000003372065,22 Feb 2024,4198696000000418009,CRC 900.00,2024-02-22 11:17:06,2024-02-22 11:17:06
4198696000003420841,23 Feb 2024,4198696000000418009,CRC 300.00,2024-02-23 17:32:57,2024-02-23 17:32:57
4198696000003452189,27 Feb 2024,4198696000000418009,"CRC 10,900.00",2024-02-27 12:07:16,2024-02-27 12:07:16
4198696000003539185,29 Feb 2024,4198696000000418009,"CRC 10,200.00",2024-02-29 14:07:36,2024-02-29 14:07:36
4198696000003727346,06 Mar 2024,4198696000000418009,"CRC 5,400.00",2024-03-06 14:17:34,2024-03-06 14:17:34
4198696000003788371,08 Mar 2024,4198696000000418009,"CRC 14,200.00",2024-03-08 14:36:20,2024-03-08 14:36:20
4198696000003788557,08 Mar 2024,4198696000000418009,CRC 300.00,2024-03-08 15:52:25,2024-03-08 15:52:25
4198696000003844929,11 Mar 2024,4198696000000375167,"CRC 32,200.00",2024-03-11 15:13:14,2024-03-11 15:13:14
4198696000003911909,13 Mar 2024,4198696000000418009,"CRC 3,400.00",2024-03-13 17:28:11,2024-03-13 17:28:11
4198696000003943683,14 Mar 2024,4198696000000418017,"CRC 16,500.00",2024-03-14 18:18:53,2024-03-14 18:18:53
4198696000004078527,20 Mar 2024,4198696000000418009,"CRC 15,600.00",2024-03-20 15:52:25,2024-03-20 15:52:25
4198696000004094407,21 Mar 2024,4198696000000375167,"CRC 2,300.00",2024-03-21 10:59:26,2024-03-21 10:59:26
4198696000004094671,21 Mar 2024,4198696000000375167,"CRC 42,800.00",2024-03-21 13:34:42,2024-03-21 13:34:42
4198696000004117484,21 Mar 2024,4198696000000375167,"CRC 23,500.00",2024-03-21 17:48:00,2024-03-21 17:48:00
4198696000004150948,22 Mar 2024,4198696000000418009,"CRC 5,800.00",2024-03-22 14:33:12,2024-03-22 14:33:12
4198696000004194038,25 Mar 2024,4198696000000418009,"CRC 25,400.00",2024-03-25 12:03:09,2024-03-25 12:03:09
4198696000004194498,25 Mar 2024,4198696000000375167,"CRC 46,000.00",2024-03-25 15:44:41,2024-03-25 15:44:41
4198696000004237147,26 Mar 2024,4198696000000375167,"CRC 14,300.00",2024-03-26 17:41:55,2024-03-26 17:41:55
4198696000004349243,01 Apr 2024,4198696000000418009,"CRC 10,000.00",2024-04-01 16:31:57,2024-04-01 16:31:57
4198696000004375087,02 Apr 2024,4198696000000418009,"CRC 2,000.00",2024-04-02 11:21:40,2024-04-02 11:21:40
4198696000004434804,03 Apr 2024,4198696000000375167,"CRC 37,000.00",2024-04-03 16:19:58,2024-04-03 16:19:58
4198696000004480071,04 Apr 2024,4198696000000375167,"CRC 145,200.00",2024-04-04 13:04:44,2024-04-04 13:04:44
4198696000004480852,04 Apr 2024,4198696000000418009,"CRC 15,200.00",2024-04-04 17:39:39,2024-04-04 17:39:39
4198696000004600065,08 Apr 2024,4198696000000418009,"CRC 1,500.00",2024-04-08 10:24:28,2024-04-08 10:24:28
4198696000004624305,08 Apr 2024,4198696000000418009,"CRC 3,600.00",2024-04-08 15:51:54,2024-04-08 15:51:54
4198696000004633837,09 Apr 2024,4198696000000418009,"CRC 40,800.00",2024-04-09 15:52:33,2024-04-09 15:52:33
4198696000004649041,10 Apr 2024,4198696000000375167,"CRC 99,200.00",2024-04-10 09:20:11,2024-04-10 09:20:11
4198696000004649081,10 Apr 2024,4198696000000418009,"CRC 4,800.00",2024-04-10 11:01:07,2024-04-10 11:01:07
4198696000004707325,12 Apr 2024,4198696000000418009,"CRC 10,100.00",2024-04-12 13:40:26,2024-04-12 13:40:26
4198696000004735037,12 Apr 2024,4198696000000375167,"CRC 20,700.00",2024-04-13 08:55:31,2024-04-13 08:55:31
4198696000004735619,13 Apr 2024,4198696000000418009,"CRC 5,100.00",2024-04-13 12:53:23,2024-04-13 12:53:23
4198696000004766667,16 Apr 2024,4198696000000418009,CRC 300.00,2024-04-16 16:27:49,2024-04-16 16:27:49
4198696000004833895,17 Apr 2024,4198696000000418009,"CRC 9,300.00",2024-04-17 14:52:14,2024-04-17 14:52:14
4198696000004883742,19 Apr 2024,4198696000000375167,"CRC 15,200.00",2024-04-19 17:40:31,2024-04-19 17:40:31
4198696000004914678,22 Apr 2024,4198696000000418009,"CRC 2,700.00",2024-04-22 11:35:20,2024-04-22 11:35:20
4198696000004949863,23 Apr 2024,4198696000000375167,"CRC 52,700.00",2024-04-23 17:11:00,2024-04-23 17:11:00
4198696000004970202,24 Apr 2024,4198696000000418009,"CRC 5,100.00",2024-04-24 10:27:48,2024-04-24 10:27:48
4198696000005004790,25 Apr 2024,4198696000000418009,"CRC 4,300.00",2024-04-25 14:27:53,2024-04-25 14:27:53
4198696000005004993,25 Apr 2024,4198696000000418009,"CRC 3,300.00",2024-04-25 16:15:00,2024-04-25 16:15:00
4198696000005035207,25 Apr 2024,4198696000000418009,"CRC 5,500.00",2024-04-25 17:49:02,2024-04-25 17:49:02
4198696000005035581,26 Apr 2024,4198696000000418009,"CRC 15,800.00",2024-04-26 12:34:46,2024-04-26 12:34:46
4198696000005045099,26 Apr 2024,4198696000000418009,"CRC 4,500.00",2024-04-26 16:43:00,2024-04-26 16:43:00
4198696000005054153,27 Apr 2024,4198696000000418009,"CRC 12,600.00",2024-04-27 10:15:16,2024-04-27 10:15:16
4198696000005054239,27 Apr 2024,4198696000000418009,"CRC 47,500.00",2024-04-27 10:41:59,2024-04-27 10:41:59
4198696000005145139,29 Apr 2024,4198696000000418009,"CRC 2,700.00",2024-04-29 16:30:09,2024-04-29 16:30:09
4198696000005145268,29 Apr 2024,4198696000000418009,"CRC 5,400.00",2024-04-29 16:49:02,2024-04-29 16:49:02
4198696000005183143,30 Apr 2024,4198696000000375167,"CRC 32,000.00",2024-05-02 09:18:45,2024-05-02 09:18:45
4198696000005213107,02 May 2024,4198696000000418009,"CRC 24,900.00",2024-05-02 11:30:48,2024-05-02 11:30:48
4198696000005231896,02 May 2024,4198696000000375167,"CRC 68,900.00",2024-05-02 17:30:48,2024-05-02 17:30:48
4198696000005235083,03 May 2024,4198696000000418009,"CRC 1,200.00",2024-05-03 09:59:10,2024-05-03 09:59:10
4198696000005235400,03 May 2024,4198696000000418009,"CRC 12,400.00",2024-05-03 12:48:40,2024-05-03 12:48:40
4198696000005235470,03 May 2024,4198696000000418009,"CRC 12,500.00",2024-05-03 13:16:06,2024-05-03 13:16:06
4198696000005235612,03 May 2024,4198696000000418009,"CRC 15,800.00",2024-05-03 14:25:12,2024-05-03 14:25:12
4198696000005293730,06 May 2024,4198696000000418009,"CRC 23,200.00",2024-05-06 16:05:08,2024-05-06 16:05:08
4198696000005327329,08 May 2024,4198696000000418009,"CRC 19,400.00",2024-05-08 15:36:14,2024-05-08 15:36:14
4198696000005387303,09 May 2024,4198696000000418009,"CRC 42,400.00",2024-05-09 14:27:29,2024-05-09 14:27:29
4198696000005430603,10 May 2024,4198696000000418009,"CRC 2,500.00",2024-05-10 15:16:14,2024-05-10 15:16:14
4198696000005484490,13 May 2024,4198696000000418009,"CRC 40,800.00",2024-05-13 14:54:56,2024-05-13 14:54:56
4198696000005484772,13 May 2024,4198696000000375167,"CRC 8,400.00",2024-05-13 16:55:39,2024-05-13 16:55:39
4198696000005484794,13 May 2024,4198696000000375167,"CRC 22,900.00",2024-05-13 16:55:53,2024-05-13 16:55:53
4198696000005487433,13 May 2024,4198696000000418009,"CRC 24,100.00",2024-05-13 12:54:15,2024-05-13 12:54:15
4198696000005487553,13 May 2024,4198696000000418009,"CRC 6,200.00",2024-05-13 13:53:54,2024-05-13 13:53:54
4198696000005536327,14 May 2024,4198696000000418009,"CRC 4,400.00",2024-05-14 12:24:30,2024-05-14 12:24:30
4198696000005543314,15 May 2024,4198696000000418009,"CRC 3,700.00",2024-05-15 10:10:06,2024-05-15 10:10:06
4198696000005617325,17 May 2024,4198696000000418009,"CRC 1,300.00",2024-05-17 13:26:30,2024-05-17 13:26:30
4198696000005617347,17 May 2024,4198696000000375167,"CRC 27,500.00",2024-05-17 14:16:09,2024-05-17 14:16:09
4198696000005617513,17 May 2024,4198696000000418009,"CRC 15,800.00",2024-05-17 15:31:00,2024-05-17 15:31:00
4198696000005617571,17 May 2024,4198696000000418009,"CRC 12,200.00",2024-05-17 16:38:59,2024-05-17 16:38:59
4198696000005687425,21 May 2024,4198696000000375167,"CRC 11,800.00",2024-05-21 14:51:48,2024-05-21 14:51:48
4198696000005722663,22 May 2024,4198696000000418009,CRC 500.00,2024-05-22 16:51:31,2024-05-22 16:51:31
4198696000005768007,22 May 2024,4198696000000375167,"CRC 35,000.00",2024-05-23 09:14:26,2024-05-23 09:14:26
4198696000005824290,24 May 2024,4198696000000418009,"CRC 32,100.00",2024-05-24 12:04:20,2024-05-24 12:04:20
4198696000005863003,25 May 2024,4198696000000418009,"CRC 15,800.00",2024-05-25 09:04:46,2024-05-27 11:54:11
4198696000005908049,27 May 2024,4198696000000375167,"CRC 20,400.00",2024-05-27 11:54:44,2024-05-27 11:54:44
4198696000005966781,29 May 2024,4198696000000418009,"CRC 36,400.00",2024-05-29 15:11:29,2024-05-29 15:11:29
4198696000006038878,31 May 2024,4198696000000418009,"CRC 6,000.00",2024-05-31 11:36:57,2024-05-31 11:36:57
4198696000006077596,01 Jun 2024,4198696000000418009,"CRC 12,800.00",2024-06-01 12:56:59,2024-06-01 12:56:59
4198696000006077636,01 Jun 2024,4198696000000418009,"CRC 6,000.00",2024-06-01 12:59:48,2024-06-01 12:59:48
4198696000006084171,31 May 2024,4198696000000418009,"CRC 72,390.00",2024-05-31 14:37:48,2024-05-31 14:37:48
4198696000006119735,03 Jun 2024,4198696000000418009,"CRC 11,400.00",2024-06-03 15:36:44,2024-06-03 15:36:44
4198696000006119793,03 Jun 2024,4198696000000418009,"CRC 18,000.00",2024-06-03 16:16:03,2024-06-03 16:16:03
4198696000006273022,05 Jun 2024,4198696000000418009,"CRC 3,600.00",2024-06-05 17:52:00,2024-06-05 17:52:00
4198696000006293003,06 Jun 2024,4198696000000418009,"CRC 22,895.00",2024-06-06 10:59:30,2024-06-06 10:59:30
4198696000006293533,06 Jun 2024,4198696000000375167,"CRC 45,900.00",2024-06-06 14:48:59,2024-06-06 14:48:59
4198696000006333403,06 Jun 2024,4198696000000375167,"CRC 4,690.00",2024-06-06 17:30:27,2024-06-06 17:30:27
4198696000006358305,08 Jun 2024,4198696000000418009,"CRC 25,400.00",2024-06-08 09:32:32,2024-06-08 09:32:32
4198696000006358805,08 Jun 2024,4198696000000418009,CRC 100.00,2024-06-08 11:23:30,2024-06-08 11:23:30
4198696000006385501,10 Jun 2024,4198696000000418009,"CRC 55,575.00",2024-06-10 11:31:21,2024-06-10 11:31:21
4198696000006385768,10 Jun 2024,4198696000000418009,"CRC 2,400.00",2024-06-10 15:26:48,2024-06-10 15:26:48
4198696000006439525,12 Jun 2024,4198696000000418009,"CRC 1,300.00",2024-06-12 16:09:51,2024-06-12 16:09:51
4198696000006469856,13 Jun 2024,4198696000000375167,"CRC 1,000.00",2024-06-13 15:01:39,2024-06-13 15:01:39
4198696000006494426,13 Jun 2024,4198696000000418009,"CRC 14,200.00",2024-06-13 16:28:39,2024-06-13 16:28:39
4198696000006551392,14 Jun 2024,4198696000000418009,"CRC 47,600.00",2024-06-14 17:04:52,2024-06-14 17:04:52
4198696000006581963,17 Jun 2024,4198696000000418009,"CRC 84,000.00",2024-06-17 15:47:01,2024-06-17 15:47:01
4198696000006681239,19 Jun 2024,4198696000000418009,"CRC 16,800.00",2024-06-19 13:40:45,2024-06-19 13:40:45
4198696000006745181,24 Jun 2024,4198696000000418009,"CRC 16,200.00",2024-06-24 11:00:17,2024-06-24 11:00:17
4198696000006780600,25 Jun 2024,4198696000000418009,"CRC 21,800.00",2024-06-25 12:31:45,2024-06-25 12:31:45
4198696000006814987,27 Jun 2024,4198696000000418009,"CRC 8,300.00",2024-06-27 16:27:01,2024-06-27 16:27:01
4198696000006843669,28 Jun 2024,4198696000000418009,CRC 800.00,2024-06-28 15:33:08,2024-06-28 15:33:08
4198696000006875148,29 Jun 2024,4198696000000418009,"CRC 6,200.00",2024-06-29 12:02:45,2024-06-29 12:02:45
4198696000006892033,29 Jun 2024,4198696000000375167,"CRC 79,800.00",2024-06-29 11:23:47,2024-06-29 11:23:47
4198696000006928271,03 Jul 2024,4198696000000418009,"CRC 3,000.00",2024-07-03 13:22:02,2024-07-03 13:22:02
4198696000007160015,09 Jul 2024,4198696000000418009,"CRC 16,000.00",2024-07-09 09:30:25,2024-07-09 09:30:25
4198696000007160249,09 Jul 2024,4198696000000418009,"CRC 28,420.00",2024-07-09 12:27:35,2024-07-09 12:27:35
4198696000007160441,09 Jul 2024,4198696000000418009,"CRC 7,400.00",2024-07-09 13:54:40,2024-07-09 13:54:40
4198696000007160513,09 Jul 2024,4198696000000418009,"CRC 1,850.00",2024-07-09 14:42:55,2024-07-09 14:42:55
4198696000007200399,10 Jul 2024,4198696000000418009,"CRC 65,900.00",2024-07-10 12:49:51,2024-07-10 12:49:51
4198696000007375017,13 Jul 2024,4198696000000418009,"CRC 8,100.00",2024-07-13 08:53:54,2024-07-13 08:53:54
4198696000007379039,13 Jul 2024,4198696000000418009,"CRC 10,200.00",2024-07-13 11:18:46,2024-07-13 11:18:46
4198696000007418620,15 Jul 2024,4198696000000375167,"CRC 35,400.00",2024-07-15 11:39:48,2024-07-15 11:39:48
4198696000007440070,15 Jul 2024,4198696000000418009,"CRC 16,000.00",2024-07-15 14:05:14,2024-07-15 14:05:14
4198696000007440569,15 Jul 2024,4198696000000418009,"CRC 1,000.00",2024-07-15 17:01:51,2024-07-15 17:01:51
4198696000007510081,17 Jul 2024,4198696000000375167,"CRC 38,200.00",2024-07-17 09:17:24,2024-07-17 09:17:24
4198696000007574889,18 Jul 2024,4198696000000418009,"CRC 16,100.00",2024-07-18 12:57:57,2024-07-18 12:57:57
4198696000007594843,18 Jul 2024,4198696000000418009,"CRC 17,000.00",2024-07-18 17:03:24,2024-07-18 17:03:24
4198696000007625213,19 Jul 2024,4198696000000418009,"CRC 8,550.00",2024-07-19 12:47:22,2024-07-19 12:47:22
4198696000007687287,20 Jul 2024,4198696000000418009,"CRC 1,300.00",2024-07-20 12:30:27,2024-07-20 12:30:27
4198696000007722254,22 Jul 2024,4198696000000418009,"CRC 4,370.00",2024-07-22 10:47:51,2024-07-22 10:47:51
4198696000007874140,26 Jul 2024,4198696000000418009,"CRC 11,500.00",2024-07-26 09:47:05,2024-07-26 09:47:05
4198696000007896339,27 Jul 2024,4198696000000375167,"CRC 20,500.00",2024-07-27 12:18:26,2024-07-27 12:18:26
4198696000008081560,05 Aug 2024,4198696000000418009,"CRC 8,200.00",2024-08-05 11:46:33,2024-08-05 11:46:33
4198696000008267222,08 Aug 2024,4198696000000418009,"CRC 14,630.00",2024-08-08 16:01:27,2024-08-08 16:01:27
4198696000008311479,09 Aug 2024,4198696000000418009,"CRC 38,200.00",2024-08-09 14:57:22,2024-08-09 14:57:22
4198696000008322289,09 Aug 2024,4198696000000418009,"CRC 85,600.00",2024-08-09 18:00:09,2024-08-09 18:00:09
4198696000008403007,12 Aug 2024,4198696000000375167,"CRC 18,800.00",2024-08-13 09:24:08,2024-08-13 09:24:08
4198696000008403033,12 Aug 2024,4198696000000375167,"CRC 7,400.00",2024-08-13 09:24:26,2024-08-13 09:24:26
4198696000008403059,12 Aug 2024,4198696000000375167,"CRC 7,400.00",2024-08-13 09:24:39,2024-08-13 09:24:39
4198696000008403249,13 Aug 2024,4198696000000418009,"CRC 8,700.00",2024-08-13 10:58:23,2024-08-13 10:58:23
4198696000008463547,14 Aug 2024,4198696000000418009,"CRC 41,200.00",2024-08-14 12:48:18,2024-08-14 12:48:18
4198696000008587672,19 Aug 2024,4198696000000418009,"CRC 10,200.00",2024-08-19 16:21:30,2024-08-19 16:21:30
4198696000008726059,22 Aug 2024,4198696000000375167,"CRC 40,600.00",2024-08-22 12:07:03,2024-08-22 12:07:03
4198696000008882259,27 Aug 2024,4198696000000375167,"CRC 29,900.00",2024-08-27 15:12:36,2024-08-27 15:12:36
4198696000009030541,02 Sep 2024,4198696000000418009,"CRC 5,700.00",2024-09-02 11:17:09,2024-09-02 11:17:09
4198696000009030761,02 Sep 2024,4198696000000418009,"CRC 19,700.00",2024-09-02 12:02:22,2024-09-02 12:02:22
4198696000009086904,02 Sep 2024,4198696000000375167,"CRC 25,600.00",2024-09-03 09:09:00,2024-09-03 09:09:00
4198696000009181459,04 Sep 2024,4198696000000418009,"CRC 26,000.00",2024-09-04 15:01:50,2024-09-04 15:01:50
4198696000009181521,04 Sep 2024,4198696000000375167,"CRC 2,600.00",2024-09-04 16:50:16,2024-09-04 16:50:16
4198696000009402436,09 Sep 2024,4198696000000418009,"CRC 2,100.00",2024-09-09 11:45:57,2024-09-09 11:45:57
4198696000009706450,13 Sep 2024,4198696000000418009,"CRC 37,700.00",2024-09-13 13:48:31,2024-09-13 13:48:31
4198696000009844197,18 Sep 2024,4198696000000418009,"CRC 23,000.00",2024-09-18 09:47:20,2024-09-18 09:47:20
4198696000009871237,19 Sep 2024,4198696000000418009,"CRC 7,800.00",2024-09-19 12:19:27,2024-09-19 12:19:27
4198696000009891631,20 Sep 2024,4198696000000418009,CRC 200.00,2024-09-20 16:13:55,2024-09-20 16:13:55
4198696000009919968,17 Sep 2024,4198696000000375167,CRC 100.00,2024-09-23 15:36:56,2024-09-23 15:36:56
4198696000009919994,11 Sep 2024,4198696000000375167,"CRC 15,000.00",2024-09-23 15:37:37,2024-09-23 15:37:37
4198696000009938438,21 Sep 2024,4198696000000418009,"CRC 41,950.00",2024-09-21 11:56:53,2024-09-21 11:56:53
4198696000009962020,05 Sep 2024,4198696000000375167,"CRC 1,600.00",2024-09-23 15:38:01,2024-09-23 15:38:01
4198696000010037332,26 Sep 2024,4198696000000418009,"CRC 17,700.00",2024-09-26 11:45:35,2024-09-26 11:45:35
4198696000010037555,26 Sep 2024,4198696000000375167,"CRC 33,800.00",2024-09-26 12:45:47,2024-09-26 12:45:47
4198696000010197017,30 Sep 2024,4198696000000418009,CRC 400.00,2024-09-30 11:30:50,2024-09-30 11:30:50
4198696000010197107,30 Sep 2024,4198696000000418009,"CRC 6,900.00",2024-09-30 12:16:49,2024-09-30 12:16:49
4198696000010328003,02 Oct 2024,4198696000000418009,"CRC 3,200.00",2024-10-02 12:04:06,2024-10-02 12:04:06
4198696000010328025,02 Oct 2024,4198696000000418009,"CRC 10,400.00",2024-10-02 12:04:20,2024-10-02 12:04:20
4198696000010522669,07 Oct 2024,4198696000000375167,"CRC 39,200.00",2024-10-07 15:32:49,2024-10-07 15:32:49
4198696000010562259,08 Oct 2024,4198696000000418009,"CRC 35,000.00",2024-10-08 16:15:53,2024-10-08 16:15:53
4198696000010598003,09 Oct 2024,4198696000000418017,"CRC 35,500.00",2024-10-09 09:18:09,2024-10-09 09:18:09
4198696000010598243,09 Oct 2024,4198696000000418009,"CRC 3,800.00",2024-10-09 11:16:14,2024-10-09 11:16:14
4198696000010704815,11 Oct 2024,4198696000000418009,"CRC 2,900.00",2024-10-11 16:44:08,2024-10-11 16:44:08
4198696000010752691,14 Oct 2024,4198696000000418009,"CRC 11,670.00",2024-10-14 12:14:52,2024-10-14 12:14:52
4198696000010773316,14 Oct 2024,4198696000000418009,CRC 200.00,2024-10-14 17:01:49,2024-10-14 17:01:49
4198696000010817204,15 Oct 2024,4198696000000418009,"CRC 32,000.00",2024-10-15 14:06:33,2024-10-15 14:06:33
4198696000010850157,16 Oct 2024,4198696000000375167,"CRC 76,300.00",2024-10-16 09:43:20,2024-10-16 09:43:20
4198696000010916123,17 Oct 2024,4198696000000418009,"CRC 4,600.00",2024-10-17 11:28:04,2024-10-17 11:28:04
4198696000010916519,17 Oct 2024,4198696000000418009,"CRC 14,000.00",2024-10-17 14:54:37,2024-10-17 14:54:37
4198696000010954577,18 Oct 2024,4198696000000418009,"CRC 1,100.00",2024-10-18 11:36:19,2024-10-18 11:36:19
4198696000010954721,18 Oct 2024,4198696000000375167,"CRC 12,000.00",2024-10-18 12:08:28,2024-10-18 12:08:28
4198696000011009489,19 Oct 2024,4198696000000418009,"CRC 14,000.00",2024-10-19 13:02:31,2024-10-19 13:02:31
4198696000011208567,23 Oct 2024,4198696000000418009,"CRC 11,000.00",2024-10-23 13:09:22,2024-10-23 13:09:22
4198696000011208685,23 Oct 2024,4198696000000418009,"CRC 56,000.00",2024-10-23 13:19:57,2024-10-23 13:19:57
4198696000011276141,24 Oct 2024,4198696000000418009,"CRC 5,520.00",2024-10-24 16:02:25,2024-10-24 16:02:25
4198696000011402006,26 Oct 2024,4198696000000418009,CRC 100.00,2024-10-26 12:02:05,2024-10-26 12:02:05
4198696000011482844,29 Oct 2024,4198696000000418009,"CRC 24,000.00",2024-10-29 14:33:37,2024-10-29 14:33:37
4198696000011541271,30 Oct 2024,4198696000000375167,"CRC 8,000.00",2024-10-30 14:36:26,2024-10-30 14:36:26
4198696000011637501,01 Nov 2024,4198696000000375167,"CRC 15,400.00",2024-11-01 15:34:54,2024-11-01 15:34:54
4198696000011672327,02 Nov 2024,4198696000000418009,"CRC 2,900.00",2024-11-02 11:44:52,2024-11-02 11:44:52
