,
1000.00,BOMBILLO 12V 5W 1 CONTACTO
1000.00,BOMBILLO 12V DE 1 CONTACTO LUZ AMBAR
1000.00,BOMBILLO 12V P21 5W DOBLE CONTACTO BAY15D .
1167.00,CHEVRON SUPREME MO 20W50 SP CUARTO
1000.00,CINTA DOBLE CARA Q-25 24MMX1MMX1MT .
600.00,GAZA METALICA P/BOTA 4.6X700MM
1000.00,GAZA PLASTICA 395X4.7 100PP
600.00,TERMINAL DE BATERIA NEG Q-50
600.00,TERMINAL DE BATERIA POS Q-50
900.00,WIRE RACK 2 of 2
