,
Aeromar,"CRC 51,446,698.17"
Montevarchi,"CRC 208,657,452.94"
Ningbo Sunshine Auto Parts Co,"CRC 445,708,048.50"
Renapa S.A. - 60 Days Credit,"CRC 153,999,688.13"
SERVICIOS INTERNACIONALES DE CARGA SA - SICSA,"CRC 68,196,365.15"
