Item ID,Sales Return ID,Product ID,Item Name,Credit Only Quantity,Last Modified Time,Created Time
4198696000001358520,4198696000001358516,4198696000000143902,BOBINA DE ENCENDIDO TOYOTA COROLLA 1.6 I 4AZFE 1996-1999 PASEO 5EFE SOLUNA 5AFE STARLET TARCEL1E,0.00,2023-11-22 17:16:54,2023-11-22 17:11:19
