Item Name,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
Bobina de Encendido Hyundai Accent Blue 2010-2017,21,21.00,"194,035.41","CRC 51,397.50","$142,637.91"
Alternador 12V 100A Toyota RAV 4 II 2.0 4WD 2000-2005 Avensis 2.0 2.4 2001-2009 Previa II 2.4 4WD 2000-2006,3,3.00,"251,504.42","CRC 109,857.63","$141,646.79"
Tambor de Freno Trasero Hyundai Accent Blue 2016,20,20.00,"226,407.08","CRC 84,810.00","$141,597.08"
BOBINA DE IGNICIÓN SUZUKI  APV-JIMMY (2012-) *UNA BOBINA POR CILINDRO* 33400-62J00 33400-65G02 33410-77E01 UF-280 33400-65G00 UF-2683 PIN  2,25,25.00,"591,061.95","CRC 450,000.00","$141,061.95"
AMORTIGUADOR TOYOTA YARIS 06-12 Del LH G,21,21.00,"576,936.83","CRC 436,000.00","$140,936.83"
GALLETA DE COMPENSADOR DELANTERO RH NISSAN TIDA 2005-2012 .,29,29.00,"210,207.08","CRC 70,020.50","$140,186.58"
PASTILLA FRENO SEMI METALICA HYUNDAI ELANTRA VELOSTER ACCENT 10- BLUE SORENTO,43,43.00,"476,897.25","CRC 337,048.01","$139,849.24"
CLUTCH KIT NISSAN JUKE 1.6 12-14 SENTRA B17(3) QASHQAI MR20 T32 15-,4,4.00,"617,284.70","CRC 477,503.56","$139,781.14"
Arrancador Nissan Qashqai 1.6 2007-2013 TIIDA 1.6 2007-2012 Cube 1.6 2009- Juke 1.6 2010-2019 Micra III 2005-2010 Note 1.6 2006-2012 NV200 2010-,6,6.00,"242,901.68","CRC 104,719.50","$138,182.18"
BOCINA RUEDA LIBRE TOYOTA HILUX YN67 4X4 FRESADO 26 DIENTES,11,11.00,"210,619.47","CRC 73,643.55","$136,975.92"
Disco de Freno Delantero Toyota Yaris/Vios / ETIOS 09/2018 (NSP151L-AEXRK),12,12.00,"228,431.84","CRC 91,740.00","$136,691.84"
Tijereta Inferior Completa LH Nissan Almera II 1.5 1.8 2.0 2.2 2001-2006 Sentra V 1.8 2.0 2000-2006 Sunny IV 1.3 1.5 1.8 2.0 4x4 1997-2003,10,10.00,"224,566.24","CRC 87,924.90","$136,641.34"
Am.MIT Lancer/Mirage todos y 97-00 Tras/ Eagle Summit 93-97 (341140)(441112)(341313)(441085),19,19.00,"420,000.02","CRC 284,050.00","$135,950.02"
KIT CLUTCH MAZDA 323 1.6CC,12,12.00,"580,205.32","CRC 444,829.20","$135,376.12"
LIQUI MOLY 2324 TOP TEC 4300 ACEITE PARA MOTOR ANTIFRICCION 5W-30 5 LITROS  Garantía 353-E,19,19.00,"644,283.16","CRC 509,104.90","$135,178.26"
DISCO FRENO SUZUKI DELANTERO SWIFRENOT III 05- 1.3-1.5 CIAZ BALENO 16-,30,30.00,"557,592.96","CRC 422,537.70","$135,055.26"
Am.TY Yaris 13-16 (17) Del R/L Gas 485100D592 - 48510-0D591 / 485100D470,18,18.00,"472,884.96","CRC 338,400.00","$134,484.96"
PASTILLA FRENO CERAMICA HYUNDAI I30 1.0 1.2 GRAN i10 13-,33,33.00,"546,644.65","CRC 412,555.11","$134,089.54"
Radiador 16AT HONDA CR-V 95-01,6,6.00,"238,938.06","CRC 106,399.44","$132,538.62"
SET DISTRIBUCION NISSAN QR25 ALTIMA XTRAIL B15 2.5,5,5.00,"480,868.14","CRC 349,240.00","$131,628.14"
FILTRO ACEITE NISSAN INFINITY TOYOTA DAIHATSU,132,132.00,"286,725.12","CRC 155,361.16","$131,363.96"
Cremallera de Dirección sin Rotulas TOYOTA HIACE 05-13 (5L),2,2.00,"249,646.02","CRC 118,620.58","$131,025.44"
Motor de Abanico de Radiador Toyota Yaris/Vios 09/2018 (NSP151L-AEXRK),13,13.00,"216,353.93","CRC 85,800.00","$130,553.93"
Alternador 12V 70A Toyota Corolla 1997-2001 (AE111),4,4.00,"232,920.35","CRC 102,480.44","$130,439.91"
FOCO TRASERO (STOP) RH TOYOTA QUANTUM 2005-2013 .,21,21.00,"212,069.89","CRC 81,702.50","$130,367.39"
FOCO TRASERO (STOP) LH TOYOTA QUANTUM 2005-2013 .,21,21.00,"212,061.48","CRC 81,702.50","$130,358.98"
Radiador Hyundai Tucson 2005-2010 26AT,4,4.00,"218,053.10","CRC 87,859.92","$130,193.18"
Alternador 12V 80A Toyota Corolla 2.0 1992...,3,3.00,"236,283.18","CRC 106,399.44","$129,883.74"
GALLETA DE COMPENSADOR DELANTERO LH NISSAN TIDA 2005-2012 .,26,25.00,"192,377.86","CRC 62,562.50","$129,815.36"
DISTRIBUIDOR ELECTRONIC TOYOTA HILUX/HIACE  Y-SERIES,6,6.00,"248,548.68","CRC 118,734.00","$129,814.68"
Radiador Hyundai Grand i10 26AT,5,5.00,"213,345.13","CRC 83,645.20","$129,699.93"
FIBRA DE FRENO DELANTERA HORIZON FRONT TOYOTA CAMRY ACV40 2006- IMPORTS ALTIS 2006-2007,14,2.00,"134,277.90","CRC 5,654.00","$128,623.90"
SET DE ZAPATAS DE FRENO TRASERAS NISSAN TIDA TIIDA .,14,2.00,"134,277.90","CRC 5,654.00","$128,623.90"
AMORTIGUADOR HONDA CIVIC 06-10 TRAS R/L P/B (343460) (348023) (348078),19,19.00,"444,803.56","CRC 316,600.00","$128,203.56"
SENSOR DE OXÍGENO TOYOTA RAV4 B1 S1 L/H 250-54073 89467-42010 250-54054 89467-42030 89467-41020 234-9007 234-9023,7,7.00,"547,978.77","CRC 420,000.00","$127,978.77"
Farol Delantero RH Yaris/Vios NSP151L-AEXRK,4,4.00,"219,646.01","CRC 91,696.00","$127,950.01"
AMORTIGUADOR.Hy Accent Blue 11-18/Kia Rio 12-14 Del LH MUT G (338107) AMORTIGUADOR.Hy Accent Blue 11-18/Kia Rio,15,15.00,"431,118.58","CRC 303,175.00","$127,943.58"
KIT CLUTCH TIVOLI,4,4.00,"419,911.51","CRC 292,170.04","$127,741.47"
SET DE ZAPATAS DE FRENO TRASERAS TOYOTA HILUX/ HIACE/ ISUZU KB SERIES/ NISSAN I TON,14,2.00,"134,277.90","CRC 6,908.00","$127,369.90"
KIT CLUTCH SUZUKI IGNIS M13,9,9.00,"531,737.17","CRC 405,403.49","$126,333.68"
Alternador Toyota Hiace 2005-2013 (5L),2,2.00,"218,194.70","CRC 92,008.88","$126,185.82"
Bomba de Agua Hyundai Accent Blue 2016,16,16.00,"178,633.58","CRC 53,064.00","$125,569.58"
SENSOR OXÍGENO HYUNDAI VERNA 234-4851 250-24349 10 OMZ 39210-23750,15,15.00,"498,546.43","CRC 375,000.00","$123,546.43"
VOLANTE CHEVROLET,1,1.00,"473,451.33","CRC 350,000.00","$123,451.33"
COOLANT ANTICORROSIVO VERDE 1 GALON,295,291.00,"537,829.62","CRC 415,329.90","$122,499.72"
KIT DE DISTRIBUCION TOYOTA CAMRY 240XLI 2AZFE/ 1AZFE RAV4/ MOTOR AVENSIS,5,5.00,"204,495.57","CRC 82,692.50","$121,803.07"
KIT CLUTCH C/HIDRACLUTCH NIS SENTRA 1.8,5,5.00,"464,159.28","CRC 342,831.50","$121,327.78"
LOCTITE 5699 SILICON RTV ULTRA GRIS ALTA TEMP. ANTICORROSIVO TUBO 70ML (BLISTER),138,137.00,"438,604.04","CRC 317,793.00","$120,811.04"
PASTILLA FRENO CERAMICA SUZUKI IGNIS SWIFT 06- ESTEEM 4 P CIAZ,34,34.00,"452,132.97","CRC 331,423.16","$120,709.81"
Alternador 12V 90A Nissan Frontier 2.5 4x4 2001- NP300 2.5 4x4 Pickup 2.5 4WD 1998-2010,3,3.00,"223,681.42","CRC 103,148.19","$120,533.23"
Alternador 12V 60A Toyota Corolla 1.3 1.4 1.6 1992-1999 Paseo 1.5 1995-1999 Sera 1.5 1990-1995 Starlet 1.3 1989-1999 Tercel 1.3 1.5 1994-1999,4,4.00,"215,079.68","CRC 96,157.84","$118,921.84"
NGK BKR6EIX BUJIA DE IRIDIUM CON RESISTENCIA HEX.16MM ROSCA 14X19MM,82,82.00,"468,909.69","CRC 350,255.96","$118,653.73"
KIT CLUTCH TIDA HR16 NISSAN NKKT,4,4.00,"441,769.92","CRC 323,474.23","$118,295.69"
Alternador 12V 120A Hyundai Tucson 2.0 2015-2020 ix35 2.0 4WD 2013-2015 Elantra VI 2.0 2015-2020 Sonata VI VII 2.0 2012-2019 Kia Sportage III IV 2.0 AWD 2014-2022,3,3.00,"223,681.42","CRC 105,760.98","$117,920.44"
KIT CLUTCH HONDA CIVIC 06,7,7.00,"486,242.15","CRC 368,346.33","$117,895.82"
PASTILLA FRENO CERAMICA TOYOTA RUNNER 03-04 FORTUNER PRADO 03- HJ 06- SR5,26,26.00,"473,851.71","CRC 356,021.64","$117,830.07"
Am.TY Corolla 03-08 Del R/L G Coraxi ALTIS 00-08 (333338/39)(339130/31) (334323/24) BYD F3 14-17 Huecos 15mm,16,16.00,"477,812.07","CRC 360,000.00","$117,812.07"
Distribuidor Nissan Sentra B14 GA16,3,3.00,"197,150.50","CRC 79,640.52","$117,509.98"
"PC934 2PIN ACCENT 12- ELANTRA 1,6L 07- KIA CARENS 09-12 CERATO 06-12 SOUL08-",15,15.00,"417,482.95","CRC 300,000.00","$117,482.95"
"DISCO FRENO TOYOTA TRASERO PRADO 09- FRENOJ 4,0 06-14 LAND C PRADO 09-16",17,17.00,"457,210.64","CRC 339,738.88","$117,471.76"
BOMBA DE ACEITE TOYOTA COROLLA 4AFE/ 5AFE/ 7AFE IMPORTADO,11,10.00,"178,141.58","CRC 61,050.00","$117,091.58"
KIT BOCINA TRASERA TOYOTA RAV4 2003-2005/ TOYOTA GAIA VAN IPSUM 2003- 4X4  NOAH 2003- 2AZFE,6,6.00,"172,884.96","CRC 56,595.00","$116,289.96"
SOPORTE DE MOTOR DELANTERO RH MAZDA 3 2.0/ FORD FOCUS 2004  .,9,9.00,"168,619.47","CRC 52,470.00","$116,149.47"
UF-630 BOBINA TOYOTA SEQUOIA 4 RUNNER 5.7,21,21.00,"471,044.63","CRC 357,000.00","$114,044.63"
Foco Trasero (Stop) LH Kia Picanto 1000 cc,7,7.00,"165,769.90","CRC 51,975.00","$113,794.90"
AMORTIGUADOR TOYOTA YARIS 06-12 Del RH G,17,17.00,"467,503.20","CRC 354,650.00","$112,853.20"
BOBINA NISSAN JUKE-ROUGE 1.6 2011/2017 UF-659,19,19.00,"454,690.47","CRC 342,000.00","$112,690.47"
BOBINA DE IGNICIÓN HYUNDAI ACCENT / KIA CERATO 1400,22,22.00,"486,176.99","CRC 374,000.00","$112,176.99"
SET DE ZAPATAS DE FRENO TRASERAS TOYOTA COROLLA 03 RUNX/ YARIS/ AVANZA/ CELICA/ RAUM/ TERCE VITZ/ PLATZ/ FUN CARGO/ IST,15,3.00,"119,384.81","CRC 8,250.00","$111,134.81"
FIBRA DE FRENO DELANTERA HORIZON TOYOTA LAND CRUISER 4.2/ 4.5 2000 ON/FZJ79 .,14,2.00,"115,967.26","CRC 5,016.00","$110,951.26"
TIJERETA RH. BYD. F0. 12/ CARRO CHINO,26,26.00,"390,796.47","CRC 280,051.20","$110,745.27"
Tambor/Disco de Freno Trasero Kia Picanto 1000 cc,18,18.00,"181,592.93","CRC 70,983.00","$110,609.93"
BOTA DE DIRECCION UNIVERSAL,112,112.00,"167,091.68","CRC 56,753.62","$110,338.06"
Tijereta Inferior Completa RH Nissan Sentra V 1.8 2.0 2000-2006 Almera II 1.5 1.8 2.0 2.2 2000-2006 Sunny IV 1.3 1.5 1.8 2.0 4x4 1997-2003,8,8.00,"180,389.38","CRC 70,339.92","$110,049.46"
TIJERETA INFERIOR COMPLETA RH MAZDA 3 1.6/ 2.0 2003 / MAZDA 5 2.0 2007,7,7.00,"181,592.93","CRC 71,583.19","$110,009.74"
TIJERETA INFERIOR LH COMPLETA NISSAN ALMERA/B-15/ 2001-2006,9,9.00,"177,194.68","CRC 67,396.47","$109,798.21"
DISCO FRENO NISSAN DELANTERO TIIDA 1.5 1.6 05-,28,28.00,"502,716.83","CRC 392,938.28","$109,778.55"
SET DISTRIBUCION NISSAN YD22 (18 COMP),2,2.00,"479,660.18","CRC 370,000.00","$109,660.18"
KIT CLUTCH SUZUKI CELERIO 1.0 K10B,6,6.00,"404,194.69","CRC 294,575.88","$109,618.81"
PASTILLA FRENO CERAMICA HYUNDAI ACCENT BLUE ELANT 11- TUCSON 15- TRASERAS,44,44.00,"463,658.42","CRC 354,088.35","$109,570.07"
Arrancador Honda Accord VII 2.0 2.4 2002-2008 CRV II 2.4 4WD 2001-2006,3,3.00,"177,876.12","CRC 68,364.60","$109,511.52"
Arrancador Honda Accord VIII 2.4 2008-2015 Civic VIII 2006-2012 CRV III 2.4 2WD 4WD 2006-,3,3.00,"177,876.12","CRC 68,364.60","$109,511.52"
FOCO TRASERO (STOP) RH TOYOTA HIACE IMPORTS 1993  .,24,24.00,"161,008.82","CRC 51,568.00","$109,440.82"
Foco Trasero (Stop) Side LH Toyota Yaris Vios NSP151L,5,5.00,"176,548.34","CRC 67,127.50","$109,420.84"
Radiador Hyundai Tucson G4GC,4,4.00,"177,168.14","CRC 68,090.00","$109,078.14"
Alternador Toyota Rav4 2001-2006 (1AZ),2,2.00,"181,805.31","CRC 73,238.42","$108,566.89"
PASTILLA FRENO CERAMICA NISSAN TIIDA MICRA DEL 06-,31,31.00,"443,530.98","CRC 335,171.07","$108,359.91"
Arrancador Toyota Corolla 1.6 1.8 1991-1999 Carina V 1.6 1987-1992 Geo Prizm 1.6 1.8 L4 1993-1998,5,5.00,"195,132.75","CRC 86,772.95","$108,359.80"
Arrancador Hyundai Accent I II 1.3 1.5 1.6 1994-2005 Pony Excel 1985-1995 Elantra II 1.6 2000-2006 Getz 1.3 1.6 2002-2005 Santa Fe 2.0 2001-2006 Santamo 2.0 4x4 1998-2002 Sonata II III 1988-1998,4,4.00,"168,261.07","CRC 60,060.00","$108,201.07"
TAMBOR FRENO TOYOTA YARIS 06-10 PRIUS DAIHATSU CHARADE HACHBACK 11-,24,24.00,"412,758.50","CRC 304,946.28","$107,812.22"
Am.HY Tucson 11-15 Tras/ Kia Sportage/ Optima  G 4X2 R/L Horquilla,17,17.00,"401,484.37","CRC 293,700.00","$107,784.37"
COMPENSADOR TRASERO TOYOTA VITZ/ ECHO/ PLATZ 1999-2005 IMPORTS YARIS TOYOTA PLAZA,16,16.00,"182,300.90","CRC 74,596.82","$107,704.08"
KIT CLUTCH C/VOLANTE NIS NIVARA,1,1.00,"410,442.48","CRC 303,425.99","$107,016.49"
Alternador 12 90A Honda CRV II 2.0 2001-2007 FRV 2.0 2005- Stream 2.0 2001-2006,2,2.00,"191,150.44","CRC 84,271.02","$106,879.42"
"TIJERETA LH. NIS. VERSA, TIIDA. 11/18. DOBLE BUJE. MARCH. 10/20, MICRA. 10/15 = 54501-1HA6A 54501-1HK0A",17,17.00,"323,433.57","CRC 216,645.60","$106,787.97"
Foco Trasero (Stop) RH Kia Picanto 1000 cc,7,7.00,"158,584.17","CRC 51,975.00","$106,609.17"
Alternador 12V 70A Toyota Corolla 1.3 1.4 1992-2001 Paseo 1.5 1988-1996,3,3.00,"183,185.85","CRC 76,860.33","$106,325.52"
PASTILLA FRENO CERAMICA TOYOTA RAV4 2.4L 06- 13 5 PASAJ COROLLA  ALTIS,23,23.00,"361,536.95","CRC 255,430.10","$106,106.85"
Amort. Suz Aerio 05-08 del RH c/rot G (Baleno/Steem 95-02 Del) 333312,7,7.00,"231,536.80","CRC 125,585.00","$105,951.80"
SET DISTRIBUCION SUZUKI SPORT 1.8 VITARA 2.0 99- TK520,6,6.00,"435,884.58","CRC 330,000.00","$105,884.58"
GALLETA COMPENSADOR TOYOTA YARIS 06-13 DELANTERA (KIT COMPLETO ),22,22.00,"277,847.79","CRC 172,035.65","$105,812.14"
NGK LFR6AIX-11 BUJIA CON RESISTENCIA IRIDIUM GRADO 6 RACING,53,53.00,"423,689.47","CRC 318,503.50","$105,185.97"
FOCO TRASERO (STOP) LH TOYOTA HIACE IMPORTS 1993  .,24,24.00,"156,495.55","CRC 51,348.00","$105,147.55"
INTERCOOLER MITSUBISHI L200 4D56 SPORTERO 4M40 / 4M41 62005-ZL,2,2.00,"402,300.88","CRC 298,000.00","$104,300.88"
KIT BOCINA TRASERA TOYOTA RAV4 4WD 2006-2008/ TOYOTA GAIA VAN,5,5.00,"161,415.93","CRC 57,200.00","$104,215.93"
CLUTCH KIT NISSAN FRONTIER D22 2.5 3.0 Di 4X2 YD25DDTi DSL 02- (3),3,3.00,"434,899.11","CRC 330,924.00","$103,975.11"
TIJERETA LH. BYD. F0. 12/ CARRO CHINO,26,26.00,"383,849.56","CRC 280,051.20","$103,798.36"
Radiador Kia Picanto 1L 1.2L,5,5.00,"166,786.75","CRC 63,305.00","$103,481.75"
BOBINA DE IGNICIÓN NISSAN PAHTFINDER - MURANO  (MOT:VQ35) 22448-AL615 22448-8J11 921-2023 UF-401 UF-349,19,19.00,"426,123.90","CRC 323,000.00","$103,123.90"
"TIJERETA RH. NIS. VERSA, TIIDA. 11/18. DOBLE BUJE, MARCH. 10/20, MICRA. 10/15 = 54500-1HA0A 54500-1HK0A",17,17.00,"324,991.08","CRC 221,959.80","$103,031.28"
TIJERETA INFERIOR LH HONDA CRV 2.0 SUV 1997-2000 .,6,6.00,"159,185.83","CRC 56,166.00","$103,019.83"
KIT CLUTCH TOY COROLLA,5,5.00,"343,911.51","CRC 240,990.66","$102,920.85"
TIJERETA INFERIOR COMPLETA RH NISSAN ALMERA/B-15/ 2001-2006,9,9.00,"170,115.04","CRC 67,396.47","$102,718.57"
Tijereta Inferior RH Nissan XTrail I 2.0 2.2 2.5 4x4 FWD 2001-2013,3,3.00,"185,840.70","CRC 83,160.00","$102,680.70"
CLUTCH KIT TOYOTA HILUX VIGO 2.5 TDI 05- (2) 2KD HIACE,3,3.00,"496,814.16","CRC 394,199.61","$102,614.55"
GALLETA COMPENSADOR HYUNDAI ACCENT 11-17 DELANTERA I10 07-12 KIA RIO 12-17 KIA,63,63.00,"432,005.34","CRC 330,109.94","$101,895.40"
"PUNTA DE EJE HYUNDAI TUCSON 2,0 FWD DSL C/ABS 27x26x62 externa",10,8.00,"251,950.44","CRC 150,453.36","$101,497.08"
COMPENSADOR TRASEROS KYM MAZDA3/ AXELA 2004-2009,10,10.00,"146,831.88","CRC 45,760.00","$101,071.88"
NGK BUJIA BKR5E-11 6953 - 5101,208,208.00,"451,422.99","CRC 350,450.88","$100,972.11"
PUNTA DE EJE HONDA CIVIC 06-18 R18 26x22x58 externa,14,12.00,"276,304.44","CRC 175,819.80","$100,484.64"
CHEVRON DELO GEAR EP-5 80W90 CUARTO,109,109.00,"501,519.87","CRC 401,139.62","$100,380.25"
Abanico de Radiador Hyundai I-10 GL Manual G4LA,6,6.00,"172,460.16","CRC 72,270.00","$100,190.16"
KIT CLUTCH HIACE 5L,4,4.00,"346,265.49","CRC 246,134.64","$100,130.85"
"TIJERETA RH. GEELY PANDA. 08/ GX2, CARRO CHINO",22,22.00,"322,021.23","CRC 222,255.00","$99,766.23"
PUNTA DE EJE NISSAN SENTRA B13 B14 90-99 V/A B15 1.8 ALMERA C/ABS 25x23x55 externa,12,12.00,"276,170.21","CRC 176,781.52","$99,388.69"
AMORTIGUADOR Suz Swift DZIRE 11-18 G Tras (41800M74L00) Ertiga (-) 348084,16,16.00,"411,277.87","CRC 312,000.00","$99,277.87"
FIBRA DE FRENO DELANTERA HORIZON TOYOTA COROLLA 1.4I 2002  .,14,2.00,"103,760.20","CRC 4,488.00","$99,272.20"
PASTILLA FRENO CERAMICA TOYOTA YARIS 13-16 VIOS 13-16 CALIPER DELGADO,27,26.00,"337,733.72","CRC 238,680.00","$99,053.72"
KIT CLUTCH COROLLA YARIS 1NZ 1.5,7,7.00,"435,346.91","CRC 336,553.03","$98,793.88"
Cobertor de Abanico Kia Picanto 1000 cc,5,5.00,"161,946.90","CRC 63,387.50","$98,559.40"
NGK ILKAR7B-11 BUJÍA IRIDIUM PARA TOYOTA COROLLA MODELO 2010 HEX. 16MM ROSCA 12X26.5MM,40,40.00,"411,646.04","CRC 313,140.00","$98,506.04"
Tambor/Disco de Freno Trasero Toyota Hilux 2016/Current GUN125L-DGFXHF,6,6.00,"167,887.04","CRC 69,465.00","$98,422.04"
"ROT. DIR. EXT. RH/LH. NIS. NP300. 08/18, X-TRAIL, X-TERRA. 00/08, 4X4, FRONTIER. 98/04, PATH. 95/05, SE-4831",22,20.00,"188,318.64","CRC 90,053.00","$98,265.64"
AMORTIGUADOR HONDA CIVIC 06-10 Del RH R18/SI,11,11.00,"324,541.62","CRC 226,450.00","$98,091.62"
Foco Trasero (Stop)  RH Kia Picanto 1000 cc,6,6.00,"142,477.86","CRC 44,550.00","$97,927.86"
Cremallera de Dirección Suzuki Swift Ertiga Dzire,1,1.00,"132,743.36","CRC 34,871.39","$97,871.97"
TIJERETA INFERIOR LH TOYOTA  YARIS VITZ/ VIOS 1999-2002 IMPORTADO,8,8.00,"149,176.99","CRC 51,392.00","$97,784.99"
BOCINA DELANTERO MITSUBISHI L200 SPORTERO 08-12 4X4 TDI S/ABS,4,4.00,"291,681.41","CRC 194,401.48","$97,279.93"
GALLETA COMPENSADOR TOYOTA YARIS 06- ETIOS 14-18 DELANTERA C/ROLL,43,43.00,"388,615.94","CRC 291,569.25","$97,046.69"
BOBINA DE ENCENDIDO MAZDA ETUDE/ 323 ZM 3PIN CONNECTOR DEMIO 1999-2003 .,10,10.00,"143,362.82","CRC 46,365.00","$96,997.82"
Abanico de Radiador Nissan Sentra B13,9,8.00,"152,841.64","CRC 55,880.00","$96,961.64"
Tornillo de Estabilizadora Delantera Toyota Yaris 99-05 BYD F0,54,54.00,"115,154.89","CRC 18,414.00","$96,740.89"
SOPORTE DE MOTOR RH MAZDA 3/ AXELA 2004  FORD FOCUS 2005-2008 MAZDA 5  VOLVO C30 C70 S40 V50,6,6.00,"132,212.40","CRC 35,508.00","$96,704.40"
Plato de Presion (Clutch) Nissan Sentra B13,8,8.00,"141,797.44","CRC 45,408.00","$96,389.44"
TAMBOR FRENO TOYOTA RAV4 96-04 CAMRY DAIHATSU TERIOS 97-00,10,10.00,"282,626.56","CRC 186,301.44","$96,325.12"
CLUTCH KIT HYUNDAI GRAND I10 i20 i10 1.2 DOHC 08- PICANTO RIO 11- (3),6,6.00,"393,238.05","CRC 297,356.52","$95,881.53"
SENSOR DE OXÍGENO TOYOTA TERCEL-FLANGER-TERIOS 2L 250-22052 234-2052,6,6.00,"227,805.32","CRC 132,000.00","$95,805.32"
NGK LFR5AIX-11 BUJIA ENCENDIDO IRIDIUM CON RESISTENCIA GRAD0 11 14X26.5MM HEX. 16MM CALIB. 1.1,42,42.00,"386,746.89","CRC 290,954.96","$95,791.93"
Fibra de Freno Delantera Hyundai Accent Blue 2016,21,9.00,"113,652.07","CRC 19,305.00","$94,347.07"
TIJERETA INFERIOR LH COMPLETA MAZDA 3 1.6/ 2.0 2003 / MAZDA 5 2.0 2007,6,6.00,"153,097.34","CRC 58,938.00","$94,159.34"
SET DE ZAPATAS DE FRENO TRASERAS TOYOTA COROLLA IMPORTS 30MM DE ANCHO,15,3.00,"100,808.66","CRC 6,979.50","$93,829.16"
PASTILLA FRENO CERAMICA TOYOTA RAV4 2.4  3.5 06-,20,20.00,"282,718.77","CRC 189,027.08","$93,691.69"
TIJERETA INFERIOR RH NISSAN QASHQAI 2.0I X-TRAIL TEANA 2007- X-TRAIL(CARROCERIA T-31) 2X4/ 4X4 2.0/ 2.5 XE DCI CVT LE,6,6.00,"132,743.35","CRC 39,501.00","$93,242.35"
Arrancador Hyundai Tucson ix35 4WD 2009-2015 H1 2.4 2008- Santa Fe II III IV  2.4 4WD 2010-2020 Sonata V VI VII 2.0 2.4 2008-2019 Genesis 2.0 2011-2014 Grandeur 2.4 2011-2016,3,3.00,"138,230.33","CRC 45,045.00","$93,185.33"
PUNTA DE EJE KIA PICANTO 09- 25x20x35 interna,16,16.00,"269,013.11","CRC 175,977.76","$93,035.35"
Fibra de Freno Delantera Nissan Sentra B13,36,24.00,"128,025.85","CRC 35,244.00","$92,781.85"
SET DE ZAPATAS DE FRENO TRASERAS TOYOTA COROLLA AE100/ 111 35MM DE ANCHO .,14,2.00,"97,656.66","CRC 4,917.00","$92,739.66"
Fibra de Freno Delantera Hyundai Accent 1999-2004 G4EK,31,19.00,"121,772.56","CRC 29,051.00","$92,721.56"
ROL BOCINA DELANTERO SUZUKI DZIRE 12-  CIAZ AERIO BALENO SWIFT C/ABS,22,22.00,"375,899.11","CRC 283,344.00","$92,555.11"
ROLL BOC DEL TRAS SSANYONG KORANDO ACTYON 10-,16,16.00,"353,982.30","CRC 261,610.08","$92,372.22"
ABRO LIMP CARBURADOR 12oz 340 gr  20porc,204,204.00,"338,616.25","CRC 246,480.00","$92,136.25"
SENSOR DE OXÍGENO HY TUCSON 05 - ELANTRA  / 4LINEAS /234-4190 234-4852  25606  250-24438 39210-23710,10,10.00,"292,123.90","CRC 200,000.00","$92,123.90"
Rotula Dirección Hyundai Accent 1999-2004 G4EK,34,34.00,"130,306.17","CRC 38,522.00","$91,784.17"
Tijereta Inferior RH Toyota Hilux 2016/Current GUN125L-DGFXHF,4,4.00,"153,430.10","CRC 62,040.00","$91,390.10"
Arrancador T.LARGA Hyundai Tucson 2.0 2004-2010 Coupe I II 1.6 2.0 1996-2009 Elantra III 1.8 2.0 2000-2006 Lantra 1.6 1.8 2.0 1995-2000 Matrix 1.8 2001-2010 Trajet 2.0 2003-2008 Tiburon 2001-2006,3,3.00,"131,787.60","CRC 40,590.00","$91,197.60"
Soporte Motor Delantero Hyundai Accent Blue 2010-2017,11,11.00,"146,495.08","CRC 55,720.50","$90,774.58"
89467-52020  234-9052 89467-12100 TOYOTA YARIS  12- COROLLA 89467-02020 2.5 OM,4,4.00,"370,492.02","CRC 280,000.00","$90,492.02"
Foco Trasero (Stop) RH Hyundai Tucson G4GC,6,6.00,"129,203.52","CRC 39,303.00","$89,900.52"
Alternador 12V 80A Nissan Pathfinder II 3.3 4WD,2,2.00,"157,522.12","CRC 67,648.20","$89,873.92"
Am.TY Rav4 06-18 Del LH G (339032),10,10.00,"324,384.94","CRC 234,530.00","$89,854.94"
COMP BYD F0 F3 G3 RH,18,18.00,"333,490.26","CRC 243,900.00","$89,590.26"
Foco Trasero (Stop) Side RH Toyota Yaris Vios NSP151L,4,4.00,"143,097.34","CRC 53,702.00","$89,395.34"
KIT CLUTCH TOY HILUX 2.5cc,4,4.00,"382,311.50","CRC 293,053.68","$89,257.82"
"TIJERETA RH. TOY. COROLLA. 03/08, NZE120, ZZE120= 02020, 13010, 02190, 02250",10,10.00,"289,300.57","CRC 200,194.60","$89,105.97"
KIT CLUTCH CHE N400 1.2CC,6,6.00,"377,157.52","CRC 288,109.68","$89,047.84"
Tijereta Inferior (sin rotula) RH Toyota Corolla 1.3 1.4 1.5 1.6 1.8 2.0 4WD 2001-2014 Wish 1.8 2.0 4WD 2009-2018,6,6.00,"119,593.42","CRC 30,646.32","$88,947.10"
"ROT. ESTAB DEL.RH/LH.NIS.SENTRA.B17,12/19,QASHQAI.13/21,TIIDA.11/16, JUKE.10/20,SL-N220, CLN-38 = CY00A,315X12, IPO,Z",33,33.00,"237,500.89","CRC 148,740.17","$88,760.72"
COMPENSADOR DELANTERO LH MAZDA 2/ DEMIO 2007-2014 .,6,6.00,"130,442.47","CRC 41,745.00","$88,697.47"
COMPENSADOR DELANTERO RH MAZDA 2/ DEMIO 2007-2014 .,6,6.00,"130,442.47","CRC 41,745.00","$88,697.47"
AM MIT LANCER 01-06 DEL PLATO ALTO 11 R/L CHASIS CS6,12,12.00,"298,456.66","CRC 210,000.00","$88,456.66"
