Invoice Number,Sale Quantity,Quantity Ordered,Sub Total,Total,Profit
INV-003756,5,5.00,"36,637.17","CRC 22,781.12","$13,856.05"
INV-016969,6,3.00,"30,132.69","CRC 16,280.00","$13,852.69"
INV-014715,3,3.00,"35,415.94","CRC 21,567.00","$13,848.94"
INV-008285,4,4.00,"53,097.36","CRC 39,248.83","$13,848.53"
INV-013045,11,4.00,"39,513.28","CRC 25,667.00","$13,846.28"
INV-014878,1,1.00,"53,274.34","CRC 39,429.75","$13,844.59"
INV-011879,1,1.00,"70,831.86","CRC 56,990.00","$13,841.86"
INV-011288,1,1.00,"32,300.88","CRC 18,463.00","$13,837.88"
INV-001926,3,3.00,"53,008.85","CRC 39,173.77","$13,835.08"
INV-012006,11,11.00,"71,076.10","CRC 57,242.12","$13,833.98"
INV-002102,4,4.00,"54,070.80","CRC 40,237.74","$13,833.06"
INV-005225,4,4.00,"30,442.48","CRC 16,609.86","$13,832.62"
INV-014818,2,2.00,"62,212.39","CRC 48,380.28","$13,832.11"
INV-010358,13,4.00,"27,566.37","CRC 13,736.00","$13,830.37"
INV-001856,15,7.00,"45,044.25","CRC 31,215.42","$13,828.83"
INV-013578,11,5.00,"31,100.88","CRC 17,274.40","$13,826.48"
INV-012351,4,4.00,"62,464.60","CRC 48,639.19","$13,825.41"
INV-005287,7,2.00,"48,451.32","CRC 34,626.76","$13,824.56"
INV-010017,2,2.00,"53,097.35","CRC 39,278.14","$13,819.21"
INV-004033,6,1.00,"48,716.81","CRC 34,900.00","$13,816.81"
INV-010507,1,1.00,"53,097.35","CRC 39,289.60","$13,807.75"
INV-003766,1,1.00,"33,805.31","CRC 20,000.00","$13,805.31"
INV-006281,1,1.00,"33,805.31","CRC 20,000.00","$13,805.31"
INV-006305,1,1.00,"33,805.31","CRC 20,000.00","$13,805.31"
INV-010873,6,1.00,"48,805.31","CRC 35,000.00","$13,805.31"
INV-016371,6,6.00,"28,169.91","CRC 14,369.19","$13,800.72"
INV-003158,6,6.00,"49,823.01","CRC 36,023.50","$13,799.51"
INV-006789,2,2.00,"52,743.37","CRC 38,945.00","$13,798.37"
INV-015718,6,6.00,"52,300.88","CRC 38,503.40","$13,797.48"
INV-012211,3,3.00,"54,867.25","CRC 41,069.95","$13,797.30"
INV-013377,9,9.00,"41,327.43","CRC 27,531.00","$13,796.43"
INV-004946,2,2.00,"52,743.37","CRC 38,953.08","$13,790.29"
INV-004948,2,2.00,"52,743.37","CRC 38,953.08","$13,790.29"
INV-001307,7,7.00,"55,309.72","CRC 41,519.69","$13,790.03"
INV-007652,5,5.00,"32,212.39","CRC 18,426.00","$13,786.39"
INV-008340,5,5.00,"32,212.39","CRC 18,426.00","$13,786.39"
INV-008652,12,12.00,"49,734.51","CRC 35,955.11","$13,779.40"
INV-003422,3,3.00,"52,654.87","CRC 38,878.99","$13,775.88"
INV-010096,1,1.00,"48,672.57","CRC 34,900.00","$13,772.57"
INV-000718,12,4.00,"37,964.61","CRC 24,197.90","$13,766.71"
INV-013759,5,5.00,"59,269.91","CRC 45,504.00","$13,765.91"
INV-009145,2,2.00,"52,743.36","CRC 38,980.00","$13,763.36"
INV-010508,2,2.00,"52,743.36","CRC 38,980.00","$13,763.36"
INV-011020,2,2.00,"52,743.36","CRC 38,980.00","$13,763.36"
INV-002191,8,8.00,"33,274.34","CRC 19,511.44","$13,762.90"
INV-002761,2,2.00,"53,008.85","CRC 39,248.00","$13,760.85"
INV-005401,2,2.00,"22,123.89","CRC 8,365.50","$13,758.39"
INV-005425,1,1.00,"37,256.64","CRC 23,500.00","$13,756.64"
INV-002435,8,8.00,"54,513.27","CRC 40,765.04","$13,748.23"
INV-014643,1,1.00,"56,747.79","CRC 43,000.00","$13,747.79"
INV-007958,2,2.00,"52,743.36","CRC 39,000.00","$13,743.36"
INV-009003,2,2.00,"52,743.36","CRC 39,000.00","$13,743.36"
INV-016427,3,3.00,"38,053.11","CRC 24,314.24","$13,738.87"
INV-001416,13,13.00,"57,079.65","CRC 43,344.52","$13,735.13"
INV-014857,11,2.00,"44,734.51","CRC 31,000.00","$13,734.51"
INV-009338,1,1.00,"52,831.86","CRC 39,100.00","$13,731.86"
INV-007347,5,5.00,"28,318.58","CRC 14,590.00","$13,728.58"
INV-016843,2,2.00,"61,328.00","CRC 47,600.00","$13,728.00"
INV-010980,5,1.00,"50,796.46","CRC 37,069.10","$13,727.36"
INV-003666,14,3.00,"43,053.10","CRC 29,330.00","$13,723.10"
INV-005418,3,3.00,"52,300.89","CRC 38,577.97","$13,722.92"
INV-002718,1,1.00,"52,743.36","CRC 39,020.49","$13,722.87"
INV-007770,2,2.00,"46,017.70","CRC 32,298.30","$13,719.40"
INV-008066,2,2.00,"22,212.39","CRC 8,497.50","$13,714.89"
INV-007100,2,2.00,"22,477.88","CRC 8,767.00","$13,710.88"
INV-016833,2,2.00,"65,946.00","CRC 52,236.24","$13,709.76"
INV-009621,1,1.00,"77,176.99","CRC 63,472.65","$13,704.34"
INV-002885,2,2.00,"60,000.00","CRC 46,327.67","$13,672.33"
INV-011678,2,2.00,"69,692.04","CRC 56,023.48","$13,668.56"
INV-003033,11,1.00,"21,681.42","CRC 8,013.50","$13,667.92"
INV-006745,16,16.00,"80,176.99","CRC 66,514.48","$13,662.51"
INV-016276,3,3.00,"54,548.68","CRC 40,887.50","$13,661.18"
INV-005424,1,1.00,"49,557.52","CRC 35,899.61","$13,657.91"
INV-007228,2,2.00,"69,854.86","CRC 56,200.00","$13,654.86"
INV-001839,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001840,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001845,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001898,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001908,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001918,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-001934,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002015,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002029,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002353,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002393,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002460,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002464,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002511,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002691,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002750,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-002772,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003156,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003458,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003563,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003670,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003759,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-003891,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004002,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004115,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004146,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004150,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004342,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-004493,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-005482,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-016837,1,1.00,"22,389.38","CRC 8,745.00","$13,644.38"
INV-006021,8,3.00,"48,008.85","CRC 34,365.91","$13,642.94"
INV-003982,8,4.00,"51,858.41","CRC 38,217.20","$13,641.21"
INV-010978,2,2.00,"61,539.82","CRC 47,900.00","$13,639.82"
INV-012519,15,1.00,"19,400.00","CRC 5,764.24","$13,635.76"
INV-011936,1,1.00,"17,699.12","CRC 4,070.00","$13,629.12"
INV-008898,1,1.00,"33,628.32","CRC 20,000.00","$13,628.32"
INV-008172,3,3.00,"52,566.36","CRC 38,938.05","$13,628.31"
INV-005828,10,2.00,"45,044.25","CRC 31,417.00","$13,627.25"
INV-006452,1,1.00,"59,424.78","CRC 45,800.00","$13,624.78"
INV-011602,2,2.00,"51,943.37","CRC 38,329.47","$13,613.90"
INV-004998,3,3.00,"26,460.18","CRC 12,846.50","$13,613.68"
INV-008537,1,1.00,"39,557.52","CRC 25,945.70","$13,611.82"
INV-007118,4,4.00,"52,035.40","CRC 38,427.26","$13,608.14"
INV-017170,3,3.00,"40,870.00","CRC 27,269.00","$13,601.00"
INV-007877,7,1.00,"35,836.29","CRC 22,241.52","$13,594.77"
INV-012682,1,1.00,"62,690.27","CRC 49,095.98","$13,594.29"
INV-005788,2,1.00,"46,017.70","CRC 32,425.00","$13,592.70"
INV-012782,1,1.00,"48,672.57","CRC 35,090.01","$13,582.56"
INV-014126,1,1.00,"69,529.20","CRC 55,947.88","$13,581.32"
INV-015679,3,3.00,"30,900.00","CRC 17,322.12","$13,577.88"
INV-003928,7,2.00,"47,566.37","CRC 34,000.00","$13,566.37"
INV-012759,2,2.00,"21,504.42","CRC 7,942.00","$13,562.42"
INV-015281,9,9.00,"35,985.83","CRC 22,424.23","$13,561.60"
INV-016360,9,9.30,"25,361.07","CRC 11,801.37","$13,559.70"
INV-001352,9,9.00,"82,920.35","CRC 69,363.00","$13,557.35"
INV-013468,6,6.00,"41,769.91","CRC 28,214.40","$13,555.51"
INV-013079,1,1.00,"61,455.75","CRC 47,901.84","$13,553.91"
INV-015905,12,1.00,"28,451.33","CRC 14,904.48","$13,546.85"
INV-007821,5,5.00,"41,603.54","CRC 28,058.50","$13,545.04"
INV-012311,4,4.00,"37,610.62","CRC 24,066.96","$13,543.66"
INV-008564,5,5.00,"51,061.94","CRC 37,518.60","$13,543.34"
INV-010016,11,2.00,"54,670.80","CRC 41,135.00","$13,535.80"
INV-014370,3,3.00,"51,592.92","CRC 38,066.38","$13,526.54"
INV-017497,2,2.00,"22,654.86","CRC 9,130.74","$13,524.12"
INV-008147,2,2.00,"18,849.56","CRC 5,329.50","$13,520.06"
INV-009090,2,2.00,"21,238.94","CRC 7,722.00","$13,516.94"
INV-010123,7,7.00,"44,867.26","CRC 31,350.85","$13,516.41"
INV-011898,6,4.00,"27,955.75","CRC 14,440.60","$13,515.15"
INV-003885,1,1.00,"19,756.64","CRC 6,242.50","$13,514.14"
INV-012458,1,1.00,"51,946.90","CRC 38,435.56","$13,511.34"
INV-003328,1,1.00,"38,053.10","CRC 24,545.00","$13,508.10"
INV-007717,4,4.00,"46,522.12","CRC 33,017.69","$13,504.43"
INV-015351,1,1.00,"63,504.43","CRC 50,000.00","$13,504.43"
INV-002527,3,3.00,"60,278.76","CRC 46,775.03","$13,503.73"
INV-002504,3,3.00,"23,893.81","CRC 10,395.20","$13,498.61"
INV-015183,3,3.00,"43,805.31","CRC 30,307.50","$13,497.81"
INV-008646,5,5.00,"55,132.74","CRC 41,639.39","$13,493.35"
INV-012405,4,4.00,"51,150.44","CRC 37,657.60","$13,492.84"
INV-009712,1,1.00,"51,946.90","CRC 38,462.47","$13,484.43"
INV-001590,2,2.00,"21,238.94","CRC 7,755.00","$13,483.94"
INV-013828,14,2.00,"54,548.67","CRC 41,073.60","$13,475.07"
INV-006761,3,3.00,"28,251.33","CRC 14,777.50","$13,473.83"
INV-013716,3,1.00,"66,435.40","CRC 52,965.06","$13,470.34"
INV-016137,2,2.00,"63,504.42","CRC 50,035.20","$13,469.22"
INV-001519,1,1.00,"75,752.21","CRC 62,286.55","$13,465.66"
INV-006859,4,4.00,"51,415.93","CRC 37,950.67","$13,465.26"
INV-005849,2,2.00,"21,769.91","CRC 8,305.00","$13,464.91"
INV-006437,3,3.00,"24,913.28","CRC 11,448.50","$13,464.78"
INV-015664,3,3.00,"51,327.44","CRC 37,863.41","$13,464.03"
INV-012731,7,4.00,"65,254.86","CRC 51,798.05","$13,456.81"
INV-003172,4,4.00,"70,353.98","CRC 56,898.84","$13,455.14"
INV-009442,3,3.00,"43,362.83","CRC 29,911.75","$13,451.08"
INV-007183,2,2.00,"65,621.24","CRC 52,170.81","$13,450.43"
INV-002495,4,4.00,"63,137.17","CRC 49,687.58","$13,449.59"
INV-008766,6,6.00,"20,530.97","CRC 7,082.00","$13,448.97"
INV-011333,3,3.00,"51,150.44","CRC 37,704.42","$13,446.02"
INV-003577,3,3.00,"51,415.93","CRC 37,970.45","$13,445.48"
INV-015628,2,2.00,"50,442.48","CRC 37,000.00","$13,442.48"
INV-017399,5,5.00,"40,952.00","CRC 27,515.36","$13,436.64"
INV-015608,3,3.00,"47,522.13","CRC 34,086.00","$13,436.13"
INV-001682,2,2.00,"51,327.43","CRC 37,894.96","$13,432.47"
INV-003809,2,2.00,"51,327.43","CRC 37,894.96","$13,432.47"
INV-006920,10,10.00,"33,893.82","CRC 20,461.50","$13,432.32"
INV-004066,13,1.00,"19,646.01","CRC 6,215.00","$13,431.01"
INV-004714,3,3.00,"23,982.30","CRC 10,551.52","$13,430.78"
INV-006996,2,2.00,"51,327.43","CRC 37,900.00","$13,427.43"
INV-012892,2,2.00,"51,327.43","CRC 37,900.00","$13,427.43"
INV-016149,7,2.00,"38,982.30","CRC 25,555.00","$13,427.30"
INV-015956,2,2.00,"41,769.91","CRC 28,346.18","$13,423.73"
INV-013083,3,3.00,"23,893.81","CRC 10,472.41","$13,421.40"
INV-015969,2,2.00,"35,398.23","CRC 21,980.00","$13,418.23"
INV-003765,6,6.00,"20,513.27","CRC 7,106.00","$13,407.27"
INV-009775,6,6.00,"67,656.63","CRC 54,256.31","$13,400.32"
INV-006020,3,3.00,"62,743.36","CRC 49,346.52","$13,396.84"
INV-003403,1,1.00,"51,504.42","CRC 38,108.97","$13,395.45"
INV-014797,1,1.00,"51,504.42","CRC 38,108.97","$13,395.45"
INV-010936,3,3.00,"60,446.90","CRC 47,054.55","$13,392.35"
INV-009904,1,1.00,"68,389.38","CRC 55,000.00","$13,389.38"
INV-017186,1,1.00,"68,389.00","CRC 55,000.00","$13,389.00"
INV-014926,2,2.00,"47,787.61","CRC 34,400.00","$13,387.61"
INV-013152,2,2.00,"17,699.12","CRC 4,312.00","$13,387.12"
INV-013433,5,5.00,"27,787.61","CRC 14,402.00","$13,385.61"
INV-014493,2,2.00,"26,230.09","CRC 12,845.80","$13,384.29"
INV-001755,3,3.00,"51,415.93","CRC 38,034.88","$13,381.05"
INV-009646,3,3.00,"29,798.24","CRC 16,418.10","$13,380.14"
INV-005234,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-005798,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-012652,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-013436,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-015242,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-017257,1,1.00,"22,123.89","CRC 8,745.00","$13,378.89"
INV-008233,4,4.00,"59,433.63","CRC 46,060.90","$13,372.73"
INV-008666,4,4.00,"59,433.63","CRC 46,060.90","$13,372.73"
INV-009408,2,2.00,"40,707.96","CRC 27,337.50","$13,370.46"
INV-004631,4,4.00,"50,619.47","CRC 37,257.54","$13,361.93"
INV-002486,3,3.00,"51,327.44","CRC 37,976.48","$13,350.96"
INV-008025,5,5.00,"28,230.08","CRC 14,880.40","$13,349.68"
INV-008470,2,2.00,"51,327.43","CRC 37,980.00","$13,347.43"
INV-006403,3,2.00,"47,345.13","CRC 34,000.00","$13,345.13"
INV-006774,1,1.00,"51,327.43","CRC 37,990.00","$13,337.43"
INV-007733,1,1.00,"51,327.43","CRC 37,990.00","$13,337.43"
INV-010434,1,1.00,"28,761.06","CRC 15,424.46","$13,336.60"
INV-001922,3,3.00,"77,168.14","CRC 63,833.83","$13,334.31"
INV-015206,2,2.00,"23,122.12","CRC 9,790.00","$13,332.12"
INV-015915,2,2.00,"35,328.00","CRC 21,997.22","$13,330.78"
INV-011426,7,2.00,"62,323.90","CRC 49,000.00","$13,323.90"
INV-015943,2,2.00,"41,415.93","CRC 28,098.86","$13,317.07"
INV-016068,1,1.00,"38,584.07","CRC 25,272.00","$13,312.07"
INV-009240,5,5.00,"36,194.69","CRC 22,887.00","$13,307.69"
INV-003940,2,2.00,"34,349.56","CRC 21,047.50","$13,302.06"
INV-016683,5,5.00,"35,398.23","CRC 22,098.41","$13,299.82"
INV-008810,12,2.00,"56,095.57","CRC 42,800.00","$13,295.57"
INV-011491,4,4.00,"55,486.72","CRC 42,195.78","$13,290.94"
INV-002473,2,2.00,"21,769.91","CRC 8,481.00","$13,288.91"
INV-004096,2,2.00,"21,769.91","CRC 8,481.00","$13,288.91"
INV-016154,2,2.00,"40,382.30","CRC 27,100.00","$13,282.30"
INV-014702,1,1.00,"15,398.23","CRC 2,117.50","$13,280.73"
INV-017171,4,4.00,"29,380.00","CRC 16,100.00","$13,280.00"
INV-009512,10,5.00,"54,670.79","CRC 41,394.34","$13,276.45"
INV-002726,4,4.00,"56,243.36","CRC 42,967.29","$13,276.07"
INV-015567,2,2.00,"50,973.45","CRC 37,705.76","$13,267.69"
INV-013757,4,4.00,"36,725.66","CRC 23,460.03","$13,265.63"
INV-013334,2,2.00,"47,256.64","CRC 34,000.00","$13,256.64"
INV-005766,4,4.00,"51,415.93","CRC 38,162.84","$13,253.09"
INV-016960,7,5.00,"23,008.85","CRC 9,759.96","$13,248.89"
INV-007085,2,2.00,"40,088.49","CRC 26,840.00","$13,248.49"
INV-006517,2,2.00,"43,362.83","CRC 30,118.00","$13,244.83"
INV-003693,1,1.00,"23,008.85","CRC 9,768.00","$13,240.85"
INV-006537,1,1.00,"21,982.30","CRC 8,745.00","$13,237.30"
INV-015887,2,2.00,"55,037.16","CRC 41,800.00","$13,237.16"
INV-007513,5,5.00,"45,309.74","CRC 32,079.60","$13,230.14"
INV-010287,5,5.00,"43,964.60","CRC 30,736.00","$13,228.60"
INV-011066,1,1.00,"50,973.45","CRC 37,746.00","$13,227.45"
INV-003071,3,3.00,"51,327.43","CRC 38,100.00","$13,227.43"
INV-016943,14,14.00,"25,811.00","CRC 12,588.00","$13,223.00"
INV-015754,1,1.00,"21,200.00","CRC 7,978.93","$13,221.07"
INV-015285,3,3.00,"36,637.17","CRC 23,425.00","$13,212.17"
INV-005073,5,5.00,"19,292.03","CRC 6,082.00","$13,210.03"
INV-010058,12,12.00,"58,539.82","CRC 45,340.66","$13,199.16"
INV-014701,1,1.00,"26,548.67","CRC 13,354.23","$13,194.44"
INV-014860,4,4.00,"51,592.93","CRC 38,398.55","$13,194.38"
INV-000663,1,1.00,"23,008.85","CRC 9,823.00","$13,185.85"
INV-004004,4,1.00,"48,185.84","CRC 35,000.00","$13,185.84"
INV-005134,4,1.00,"48,185.84","CRC 35,000.00","$13,185.84"
INV-003236,2,2.00,"50,796.46","CRC 37,613.34","$13,183.12"
INV-007403,2,2.00,"50,796.46","CRC 37,613.34","$13,183.12"
INV-005637,2,2.00,"42,477.87","CRC 29,296.00","$13,181.87"
INV-000466,3,3.00,"21,504.42","CRC 8,332.50","$13,171.92"
INV-013770,2,2.00,"41,858.41","CRC 28,689.64","$13,168.77"
INV-002911,10,10.00,"48,495.57","CRC 35,327.32","$13,168.25"
INV-006668,1,1.00,"19,911.50","CRC 6,748.50","$13,163.00"
INV-011006,4,4.00,"49,175.22","CRC 36,013.22","$13,162.00"
INV-005644,1,1.00,"50,707.96","CRC 37,551.17","$13,156.79"
INV-008831,1,1.00,"50,707.96","CRC 37,551.17","$13,156.79"
INV-009082,1,1.00,"50,707.96","CRC 37,551.17","$13,156.79"
INV-009802,1,1.00,"50,707.96","CRC 37,551.17","$13,156.79"
INV-012978,1,1.00,"50,707.96","CRC 37,551.17","$13,156.79"
INV-009255,1,1.00,"48,672.57","CRC 35,517.35","$13,155.22"
INV-002838,1,1.00,"38,053.10","CRC 24,899.00","$13,154.10"
INV-006460,4,1.00,"21,017.70","CRC 7,865.00","$13,152.70"
INV-017211,1,1.00,"38,319.00","CRC 25,169.41","$13,149.59"
INV-012363,10,10.00,"19,911.50","CRC 6,765.00","$13,146.50"
INV-004841,25,18.00,"32,225.66","CRC 19,085.21","$13,140.45"
INV-001779,6,6.00,"95,752.21","CRC 82,625.25","$13,126.96"
INV-001998,8,8.00,"49,646.03","CRC 36,530.22","$13,115.81"
INV-012257,2,2.00,"24,336.28","CRC 11,224.56","$13,111.72"
INV-003306,5,5.00,"50,000.00","CRC 36,890.00","$13,110.00"
INV-005659,7,2.00,"20,486.72","CRC 7,381.00","$13,105.72"
INV-008641,1,1.00,"21,238.94","CRC 8,133.93","$13,105.01"
INV-009918,1,1.00,"21,238.94","CRC 8,133.93","$13,105.01"
INV-011812,1,1.00,"21,238.94","CRC 8,133.93","$13,105.01"
INV-001138,4,4.00,"100,088.50","CRC 86,986.79","$13,101.71"
INV-003065,3,3.00,"47,876.11","CRC 34,781.45","$13,094.66"
INV-015588,1,1.00,"50,353.98","CRC 37,260.00","$13,093.98"
INV-012377,4,4.00,"30,938.05","CRC 17,847.00","$13,091.05"
INV-006732,2,2.00,"50,088.50","CRC 37,000.00","$13,088.50"
INV-007921,2,2.00,"50,088.50","CRC 37,000.00","$13,088.50"
INV-000126,8,2.00,"20,265.49","CRC 7,183.00","$13,082.49"
INV-007020,2,2.00,"50,088.50","CRC 37,011.50","$13,077.00"
INV-007444,3,3.00,"50,265.48","CRC 37,191.28","$13,074.20"
INV-005603,3,3.00,"29,553.98","CRC 16,482.72","$13,071.26"
INV-005527,12,12.00,"21,858.40","CRC 8,788.25","$13,070.15"
INV-001367,2,2.00,"100,177.00","CRC 87,108.30","$13,068.70"
INV-004529,2,2.00,"21,415.93","CRC 8,349.00","$13,066.93"
INV-005125,2,2.00,"50,265.49","CRC 37,200.00","$13,065.49"
INV-010636,1,1.00,"60,980.53","CRC 47,918.98","$13,061.55"
INV-015676,1,1.00,"60,980.53","CRC 47,918.98","$13,061.55"
INV-008515,2,2.00,"50,265.48","CRC 37,209.90","$13,055.58"
INV-015700,9,9.00,"50,884.96","CRC 37,835.56","$13,049.40"
INV-016641,2,2.00,"19,469.03","CRC 6,424.00","$13,045.03"
INV-002151,6,1.00,"45,796.46","CRC 32,755.69","$13,040.77"
INV-013123,5,5.00,"52,513.27","CRC 39,478.02","$13,035.25"
INV-001122,2,2.00,"72,920.36","CRC 59,885.16","$13,035.20"
INV-017300,1,1.00,"45,430.00","CRC 32,400.00","$13,030.00"
INV-001492,1,1.00,"19,911.50","CRC 6,886.00","$13,025.50"
INV-004664,7,1.00,"44,867.26","CRC 31,844.03","$13,023.23"
INV-011515,1,1.00,"20,353.98","CRC 7,331.50","$13,022.48"
INV-008476,3,3.00,"66,191.15","CRC 53,169.00","$13,022.15"
INV-012487,1,1.00,"50,088.50","CRC 37,069.10","$13,019.40"
INV-014899,1,1.00,"50,088.50","CRC 37,069.10","$13,019.40"
INV-007045,11,1.00,"33,539.83","CRC 20,521.00","$13,018.83"
INV-002230,1,1.00,"26,548.67","CRC 13,530.00","$13,018.67"
INV-007205,2,2.00,"46,017.70","CRC 33,000.00","$13,017.70"
INV-010522,2,2.00,"46,017.70","CRC 33,000.00","$13,017.70"
INV-013854,4,4.00,"49,203.54","CRC 36,188.73","$13,014.81"
INV-014716,3,3.00,"22,389.38","CRC 9,385.07","$13,004.31"
INV-007832,3,3.00,"49,911.51","CRC 36,916.52","$12,994.99"
INV-017050,2,2.00,"40,353.98","CRC 27,360.00","$12,993.98"
INV-016362,4,4.00,"46,081.42","CRC 33,090.00","$12,991.42"
INV-007872,3,3.00,"48,938.05","CRC 35,950.00","$12,988.05"
INV-010023,8,8.00,"41,973.45","CRC 28,988.50","$12,984.95"
INV-009741,7,7.00,"66,272.57","CRC 53,289.20","$12,983.37"
INV-015883,9,2.00,"20,309.73","CRC 7,327.28","$12,982.45"
INV-000950,3,3.00,"63,982.30","CRC 51,000.00","$12,982.30"
INV-001461,3,3.00,"63,982.30","CRC 51,000.00","$12,982.30"
INV-006957,12,2.00,"21,150.45","CRC 8,169.14","$12,981.31"
INV-004892,1,1.00,"30,973.45","CRC 18,000.00","$12,973.45"
INV-012104,4,1.00,"62,323.90","CRC 49,353.76","$12,970.14"
INV-014790,4,4.00,"49,380.53","CRC 36,420.10","$12,960.43"
INV-016626,2,2.00,"22,470.79","CRC 9,510.93","$12,959.86"
INV-000290,12,2.00,"19,743.37","CRC 6,787.00","$12,956.37"
INV-005163,2,2.00,"49,911.50","CRC 36,957.12","$12,954.38"
INV-014421,2,2.00,"22,300.88","CRC 9,350.00","$12,950.88"
INV-011805,4,4.00,"49,380.53","CRC 36,430.40","$12,950.13"
INV-012969,5,2.00,"46,946.90","CRC 34,000.00","$12,946.90"
INV-013958,2,2.00,"49,646.01","CRC 36,700.00","$12,946.01"
INV-007542,2,2.00,"49,646.02","CRC 36,700.95","$12,945.07"
INV-006582,2,2.00,"30,286.73","CRC 17,346.00","$12,940.73"
INV-017415,1,1.00,"35,840.71","CRC 22,900.00","$12,940.71"
INV-012174,7,7.00,"64,888.49","CRC 51,948.87","$12,939.62"
INV-000132,2,2.00,"44,601.77","CRC 31,666.31","$12,935.46"
INV-006768,2,2.00,"49,734.52","CRC 36,800.00","$12,934.52"
INV-005886,2,2.00,"49,734.51","CRC 36,800.00","$12,934.51"
INV-008280,2,2.00,"49,734.51","CRC 36,800.00","$12,934.51"
INV-002609,1,1.00,"20,176.99","CRC 7,243.50","$12,933.49"
INV-016148,2,2.00,"40,353.98","CRC 27,420.58","$12,933.40"
INV-004555,1,1.00,"20,353.98","CRC 7,425.00","$12,928.98"
INV-006268,1,1.00,"20,353.98","CRC 7,425.00","$12,928.98"
INV-009276,1,1.00,"20,353.98","CRC 7,425.00","$12,928.98"
INV-014605,1,1.00,"20,353.98","CRC 7,425.00","$12,928.98"
INV-006201,1,1.00,"49,823.01","CRC 36,900.00","$12,923.01"
INV-017347,1,1.00,"74,251.00","CRC 61,328.20","$12,922.80"
INV-007601,11,4.00,"28,805.31","CRC 15,887.64","$12,917.67"
INV-016410,5,1.00,"42,743.36","CRC 29,831.00","$12,912.36"
INV-010964,3,3.00,"58,176.99","CRC 45,264.80","$12,912.19"
INV-003648,5,5.00,"48,849.56","CRC 35,941.08","$12,908.48"
INV-005144,5,5.00,"48,849.56","CRC 35,941.08","$12,908.48"
INV-006853,4,4.00,"34,955.75","CRC 22,049.43","$12,906.32"
INV-008371,7,2.00,"24,203.54","CRC 11,300.00","$12,903.54"
INV-014499,1,1.00,"65,865.49","CRC 52,965.06","$12,900.43"
INV-011972,1,1.00,"49,469.03","CRC 36,583.86","$12,885.17"
INV-004065,6,2.00,"53,115.04","CRC 40,240.32","$12,874.72"
INV-010144,4,2.00,"24,506.19","CRC 11,633.93","$12,872.26"
INV-002097,1,1.00,"49,469.03","CRC 36,598.39","$12,870.64"
INV-016815,2,2.00,"36,637.18","CRC 23,769.44","$12,867.74"
INV-006806,6,6.00,"36,311.51","CRC 23,452.46","$12,859.05"
INV-009153,7,2.00,"44,911.50","CRC 32,054.40","$12,857.10"
INV-001873,2,2.00,"75,929.20","CRC 63,073.00","$12,856.20"
INV-014447,4,4.00,"52,654.87","CRC 39,801.23","$12,853.64"
INV-009038,8,8.00,"24,336.29","CRC 11,484.91","$12,851.38"
INV-006488,3,3.00,"23,982.31","CRC 11,132.00","$12,850.31"
INV-012990,4,1.00,"61,945.31","CRC 49,100.00","$12,845.31"
