SKU,Product_ID,Last_Purchase_Date,Last_Purchase_Price
118-511,4198696000007811381,,462
118-516,4198696000007811435,,478.5
13-502,4198696000007812020,,1573
351-2005,4198696000007812506,,12661
530-1039,4198696000009874293,,3134
259-1005,4198696000004629444,,2359.5
41-1018,4198696000004764014,,3316.5
800-1596,4198696000008901465,,117276.18
800-277,4198696000003168304,,86360
800-764,4198696000005180129,,8900
72-3003,4198696000005387535,,6482.5
800-1002,4198696000006141566,,22000
130-034,4198696000004126981,,7046.5
509-1051,4198696000006693177,,16134.82
800-1727,4198696000009783974,,4121.08
509-1057,4198696000009802076,,9197
800-1788,4198696000010246001,,33573.6
72-1091,4198696000004592160,,3470
15-1001,4198696000004417925,,12732.5
42-2006,4198696000004420078,,1573
800-792,4198696000005304108,,72000
800-1084,4198696000006449189,,5600
800-1609,4198696000008973165,,19951
130-051,4198696000004150128,,14008
534-0060,4198696000004906361,,2650
800-744,4198696000005138044,,59432
106-1003,4198696000006723342,,2800
72-3145,4198696000006923023,,5219.14
800-1415,4198696000007971861,,4799.6
246-2000,4198696000004421052,,11357.5
800-558,4198696000004546001,,6500
800-560,4198696000004546143,,5872.44
800-426,4198696000003937010,,5636.69
529-070,4198696000005639828,,16000
800-1737,4198696000009852121,,41700
530-2012,4198696000009895144,,3900
800-1535,4198696000008624044,,1995
530-0029,4198696000003751980,,2690
530-1013,4198696000003952159,,2790
90-1004,4198696000007812362,,5236
72-5003,4198696000010251665,,6290
800-1854,4198696000010636838,,30000
317-501,4198696000004629471,,4191
89-503,4198696000004630010,,610.5
529-099,4198696000003252001,,20000
509-3039,4198696000003972322,,7032.16
530-1018,4198696000003952241,,5750
530-3005,4198696000003952964,,4440
72-3341,4198696000005037960,,4377.6
800-903,4198696000005698452,,5874.73
800-1288,4198696000007221633,,19032.09
44-1127,4198696000009345039,,2100
72-3152,4198696000008457332,,6617.5
800-410,4198696000003844497,,11339.6
114-1003,4198696000004417898,,2271.5
72-3198,4198696000005968364,,5952.5
800-1528,4198696000008589002,,190000
41-1998,4198696000010251435,,12500
534-0010,4198696000009577436,,495
376-3037,4198696000004626171,,5034.8
800-779,4198696000005279023,,5990
72-3031,4198696000005387782,,4789.2
800-1056,4198696000006380550,,2900
72-3050,4198696000007744279,,5153.2
800-1734,4198696000009817600,,11700
800-1407,4198696000007971037,,9507.4
528-0050,4198696000001613321,,10200
512-1001,4198696000003538027,,9950
533-012,4198696000004655447,,26950
800-1385,4198696000007889487,,17000
509-1054,4198696000009452099,,14215.95
517-1042,4198696000004993454,,18860
800-892,4198696000005662003,,10000
800-697,4198696000004993319,,10865
800-1672,4198696000009417167,,1675
127-1028,4198696000009249598,,202.05
800-432,4198696000003937714,,4060
800-454,4198696000004015532,,5500
800-1164,4198696000006696428,,14624.3
530-1057,4198696000010775146,,3350
238-2012,4198696000010772075,,18452.5
800-2031,4198696000011718187,,10900
512-1023,4198696000012057348,,11195
534-0042,4198696000012108006,,2306
376-3156,4198696000012190542,,7296.15
3-190,4198696000013954434,,7202.330000000001
510-1045,4198696000015965072,,53085.34
44-1090,4198696000012371037,,795
800-2169,4198696000013663389,,37990
44-1018,4198696000012121051,,825
800-2243,4198696000014457001,,3300
800-2342,4198696000015745230,,10223.18
376-3181,4198696000017581598,,3193.5699999999997
44-1028,4198696000012225107,,520
800-2010,4198696000011516230,,7300
512-1019,4198696000011767089,,11850
512-1020,4198696000011767098,,20951
534-0040,4198696000011767352,,1275
524-0641,4198696000012371863,,4500
67-1017,4198696000015465003,,30580
533-137,4198696000015950461,,21500
517-1088,4198696000015960059,,28500
800-2504,4198696000017650142,,6491
44-1075,4198696000012368057,,1750
509-1066,4198696000013360843,,15586.38
800-2376,4198696000016245404,,7495
130-2004,4198696000011490049,,7200
800-2515,4198696000017761543,,4384
800-2117,4198696000013376946,,1265
512-211,4198696000011064450,,13880.38
510-1020,4198696000011638592,,42550.64
800-1490,4198696000011909131,,23994
800-1564,4198696000012033666,,65000
800-2095,4198696000013299475,,29800
510-1047,4198696000013406194,,45900.33
510-1014,4198696000011326306,,38435.56
510-1034,4198696000014062224,,39719.16
525-0025,4198696000014070086,,4100
534-0031,4198696000010799141,,2910
800-1234,4198696000012239103,,106220.88
800-1238,4198696000012239112,,11656.4
376-3138,4198696000012342866,,6389.1
517-3005,4198696000013569657,,6250
72-3248,4198696000015258455,,5190
800-2346,4198696000015745548,,11483.13
800-1952,4198696000011107147,,18953.47
512-1013,4198696000011461630,,7350
800-2281,4198696000015145484,,9000
800-2284,4198696000015164318,,41485
800-2379,4198696000016245444,,9290
800-2470,4198696000017352242,,25990
72-3141,4198696000011277048,,6380
376-3112,4198696000012342068,,4556.33
533-115,4198696000012887825,,20282
800-2330,4198696000015720576,,8125
72-3266,4198696000015852003,,5900
517-1099,4198696000016620221,,21660
512-221,4198696000011064544,,21764.12
800-2587,4198696000018185512,,9225
800-2174,4198696000013704121,,22950
800-1937,4198696000010978614,,10000
529-082,4198696000011316311,,18000
376-3067,4198696000012182358,,3273.75
376-3020,4198696000011516309,,3860.35
510-1026,4198696000012723750,,51467.93
533-111,4198696000012887078,,28500
800-2115,4198696000013384338,,9481
510-1011,4198696000011326279,,41995.71
800-2210,4198696000014163374,,106017.26
164-122,4198696000012152949,,1342.04
800-2518,4198696000017767500,,5170
512-1012,4198696000011175221,,9950
509-2606,4198696000011516556,,27000
44-1091,4198696000012371046,,1350
800-2419,4198696000016723668,,16000
517-1107,4198696000017111642,,14308.91
800-2155,4198696000013569950,,2995
800-2545,4198696000017936578,,6870
44-1025,4198696000012225080,,545
800-2306,4198696000015355723,,16900
509-2041,4198696000016430779,,28420
534-0035,4198696000011316886,,1695
518-0618,4198696000010840212,,6780
509-0586,4198696000010840373,,4339.08
75-1019,4198696000015464661,,13805
67-1015,4198696000015464985,,25492.5
351-2018,4198696000015465183,,13970
800-2428,4198696000016754848,,5875
524-0663,4198696000016879428,,2900
800-2574,4198696000018170805,,6550
164-126,4198696000012152985,,1278.13
800-2550,4198696000017986758,,10000
800-2570,4198696000018140920,,45000
800-2345,4198696000015745463,,49814.35
800-2193,4198696000013967539,,73263.42
44-1116,4198696000012410758,,840
800-1127,4198696000012103099,,11385.53
800-2575,4198696000018170814,,6550
800-1935,4198696000010978414,,7600
800-2132,4198696000013478389,,2322.77
800-2032,4198696000011718196,,5100
517-1048,4198696000010915577,,22555.6
534-0047,4198696000013157024,,6550
517-1119,4198696000013514768,,16963.2
800-2514,4198696000017761528,,4664.9
130-2023,4198696000012819495,,11200
72-3243,4198696000015063467,,5800
800-2320,4198696000015715136,,14502.32
800-2535,4198696000017818608,,8032.5
800-2589,4198696000018185733,,2000
44-1126,4198696000012419696,,495
800-1409,4198696000012700048,,2800
800-2245,4198696000014419681,,25990
534-0074,4198696000015320006,,2095
351-2021,4198696000015465210,,12237.5
509-0238,4198696000015683799,,14084.5
800-2521,4198696000017812005,,7800
800-2567,4198696000018140634,,8228
534-0083,4198696000011718150,,7046.54
376-3116,4198696000012342104,,4035.8
800-2113,4198696000013384018,,49990
517-1085,4198696000015683212,,31986.97
800-2377,4198696000016245413,,11550
530-1048,4198696000011856022,,3500
800-2096,4198696000013328137,,5830
800-2260,4198696000014811001,,7880.37
800-2364,4198696000016070591,,9800
800-2329,4198696000015720567,,8125
800-2023,4198696000011638272,,21950
376-3113,4198696000012342077,,4630.78
800-2263,4198696000014944159,,29145
800-3157,4198696000022307190,,20000
800-3183,4198696000022544766,,11976
72-3189,4198696000018934775,,5700
800-3745,4198696000026638435,,3111
800-3754,4198696000026662292,,14995
800-2606,4198696000018430001,,10176.99
800-3541,4198696000025051106,,14267.77
800-3648,4198696000025902593,,7209.03
106-3013,4198696000026202881,,17292.100000000002
130-084,4198696000018731223,,3500
800-2671,4198696000018835316,,49500
800-2664,4198696000018794005,,4732.2
800-2912,4198696000020112940,,5200
800-3411,4198696000024036140,,3623.63
800-2979,4198696000020459897,,5830
800-3791,4198696000026976115,,3150
800-3236,4198696000022901746,,7500
800-3697,4198696000026351357,,4686
800-3919,4198696000028005599,,5760
800-3797,4198696000027049164,,3800
800-3810,4198696000027122771,,28950
259-1025,4198696000018627782,,3580.5
800-3558,4198696000025140589,,3458.03
800-3686,4198696000026140244,,21650
800-3004,4198696000020642446,,5406
800-3628,4198696000025832786,,3500
800-3811,4198696000027125609,,17800
800-2994,4198696000020611793,,20000
800-3391,4198696000023774569,,25550
800-3613,4198696000025661390,,3011.73
800-3243,4198696000022937025,,20373.5
72-3182,4198696000023351893,,5900
800-3434,4198696000024250315,,15104.58
800-3478,4198696000024532306,,14000
259-1035,4198696000018627854,,3850
12-1021,4198696000018668106,,59950
509-0247,4198696000021256929,,17125
800-3257,4198696000023024373,,2500
800-3274,4198696000023132261,,2400
800-3306,4198696000023403037,,30000
800-3439,4198696000024259299,,5290
800-3039,4198696000020914342,,19500
800-3666,4198696000026052673,,18100
800-3833,4198696000027311028,,18000
800-2849,4198696000019778464,,41339.15
800-3102,4198696000021832000,,70729
527-0063,4198696000022785292,,6410.25
800-3365,4198696000023631309,,36633.16
800-3696,4198696000026351248,,3030.3
800-3931,4198696000028021931,,18266.4
800-3956,4198696000028115180,,14100.34
800-3567,4198696000025233096,,12114.7
800-3881,4198696000027754839,,9800
800-3890,4198696000027868055,,14550
800-3954,4198696000028104689,,13455.84
800-2648,4198696000018727928,,16800
800-3064,4198696000021336061,,15936.06
800-3392,4198696000023774676,,27100
800-2866,4198696000019853726,,2651.58
800-3742,4198696000026565654,,35000
800-3971,4198696000028303561,,2850
800-3203,4198696000022646495,,12250
800-3205,4198696000022646517,,3295
800-3748,4198696000026656218,,11542
800-3922,4198696000028015638,,13274.34
800-2815,4198696000019560282,,8398
800-2829,4198696000019671628,,8508.58
800-3154,4198696000022303130,,4954.61
800-3225,4198696000022837905,,15849.42
800-3233,4198696000022897465,,24164.09
533-158,4198696000021263314,,17500
800-3271,4198696000023129944,,7090
72-3184,4198696000023351915,,4900
800-3638,4198696000025881902,,11000
800-3681,4198696000026126778,,17900
800-2746,4198696000019073926,,11233.85
800-2754,4198696000019076504,,11330
800-3429,4198696000024192399,,98000
800-3569,4198696000025233446,,18300
800-3975,4198696000028303910,,5860
800-3175,4198696000022453867,,5462.64
800-3739,4198696000026565110,,3995
800-2658,4198696000018786043,,3525
800-2739,4198696000019067586,,22900
800-3140,4198696000022198012,,9441.02
800-3176,4198696000022453900,,15000
800-3299,4198696000023393292,,45000
800-3347,4198696000023558570,,5440.97
800-3345,4198696000023558102,,14990
72-3310,4198696000018835111,,3700
509-2614,4198696000024424675,,4520
510-036,4198696000000865540,,464734.74
800-3386,4198696000023716466,,1946.9
800-3168,4198696000022448266,,21123.86
72-3316,4198696000019011099,,3100
800-2782,4198696000019192122,,10700
800-2895,4198696000020033735,,89064
533-154,4198696000020907952,,20585
509-3545,4198696000021143175,,11884.839999999998
533-144,4198696000020824636,,24950
533-157,4198696000021263305,,17500
517-1152,4198696000024805921,,10102.5
800-3543,4198696000025064164,,16973.73
800-3675,4198696000026126006,,25855.62
800-2607,4198696000018430010,,57522.12
351-2030,4198696000018627989,,19717.5
510-1062,4198696000018843396,,53816.57
800-3162,4198696000022376329,,16089.6
800-3369,4198696000023644970,,3320
528-0111,4198696000021205677,,5500
800-3589,4198696000025481855,,9250
800-3704,4198696000026427501,,6700
800-3772,4198696000026763614,,23008.85
518-0619,4198696000020033200,,24120
800-3691,4198696000026202475,,1375
800-3879,4198696000027754450,,16603.2
376-3075,4198696000021143361,,802
800-3311,4198696000023416973,,11070
800-2930,4198696000020251421,,4950
800-3268,4198696000023124676,,30919.27
800-3414,4198696000024053044,,4050
800-3360,4198696000023622473,,260
800-3503,4198696000024690918,,20000
800-3985,4198696000028385001,,28400
800-3560,4198696000025140941,,16771.47
800-4086,4198696000029035040,,8000
800-4102,4198696000029058738,,6182.76
800-4158,4198696000029435290,,5477.85
800-4235,4198696000030215472,,19950
800-4250,4198696000030354227,,18500
800-4335,4198696000031243601,,45000
46-2043,4198696000031531391,,7935
800-4266,4198696000030537036,,5500
800-4051,4198696000028795899,,41016.32
800-4270,4198696000030710313,,25000
800-4207,4198696000030016784,,20200
800-4327,4198696000031243095,,15151.5
800-4175,4198696000029801259,,3200
800-4312,4198696000031093225,,10995
510-1082,4198696000032257038,,49039.15
800-4337,4198696000031250111,,12100
800-4454,4198696000032412009,,17726.65
800-4007,4198696000028506972,,20000
800-4204,4198696000030002784,,12000
800-4106,4198696000029259257,,27990
800-4449,4198696000032278434,,25000
800-4318,4198696000031164707,,11600
133-1001,4198696000031531683,,20250
800-4198,4198696000029985135,,6850
800-4504,4198696000033148876,,18368.82
800-4120,4198696000029319190,,6000
800-4252,4198696000030354541,,3500
800-4308,4198696000031091227,,38882
800-4459,4198696000032412362,,28672.57
800-4462,4198696000032471073,,20000
800-4026,4198696000028567896,,6200
520-0178,4198696000028572105,,13354.23
800-4174,4198696000029801226,,3200
800-4416,4198696000032048583,,15631.81
72-3342,4198696000032273058,,3969
800-4445,4198696000032257977,,6575
800-4082,4198696000029015746,,26500
800-4202,4198696000029995363,,6045.6
800-4002,4198696000028506511,,6000
800-4533,4198696000033386690,,11882.5
800-4562,4198696000033560032,,10350
800-4566,4198696000033569118,,20000
168-2037,4198696000000677197,,16953.61
509-0546,4198696000000862930,,16241.99
130-010,4198696000000899376,,4735.2699999999995
393-111,4198696000001040860,,7980.5
127-1014,4198696000001089190,,228.08
524-0513,4198696000001407596,,21500
524-0596,4198696000001408343,,3800
524-0528,4198696000001407731,,9700
118-20,4198696000000141139,,990
83-37,4198696000000139456,,10659
15-142,4198696000000138007,,1864.5
90-47,4198696000000140068,,3701.5
90-83,4198696000000140113,,4048
11-36,4198696000000136540,,9823
242-374,4198696000000143245,,720.5
114-72,4198696000000140995,,2271.5
214-173,4198696000000142948,,2029.5
316-54,4198696000000144181,,4070
65-2,4198696000000139357,,159.5
341-58,4198696000000144532,,4620
376-76,4198696000000677881,,1336.8
502-047,4198696000000898953,,30750.670000000002
512-103,4198696000001046334,,28134
512-104,4198696000001046343,,74794.14
518-0610,4198696000001612502,,30764.56
518-0551,4198696000001612601,,24239.14
518-0557,4198696000001612664,,26450.16
376-129,4198696000000678358,,1027.47
376-137,4198696000000678430,,1233.78
376-62,4198696000000677755,,2728.68
515-007,4198696000001086376,,4800
524-0009,4198696000001406282,,2190
522-0183,4198696000001614176,,28631.75
519-0013,4198696000001610045,,10671.5
21-1027,4198696000000678763,,4832.9800000000005
514-011,4198696000000836232,,2080
509-0001,4198696000000860716,,9843.75
509-0061,4198696000000861256,,6570.17
509-3024,4198696000000866206,,8548.08
509-2549,4198696000000864730,,5554.22
511-002,4198696000000860581,,58000
502-064,4198696000000899106,,11718.57
504-020,4198696000000897360,,5409.75
504-065,4198696000000897765,,1345.63
504-110,4198696000000898170,,6664.49
504-125,4198696000000898305,,6558.58
800-012,4198696000001197375,,2100
529-081,4198696000002266151,,19800
503-006,4198696000000899556,,1353.89
503-008,4198696000000899574,,2587
503-017,4198696000000899655,,4049.5
503-025,4198696000000899727,,4033.25
524-0534,4198696000001407785,,7990
15-24,4198696000000137737,,2425.5
11-200,4198696000000136801,,11110
155-21,4198696000000142021,,6748.5
800-104,4198696000001878229,,5900
520-0077,4198696000001611026,,17867.59
519-0002,4198696000001610333,,3225.2
506-002,4198696000000844030,,1350
72-1055,4198696000000679357,,6149.06
509-0509,4198696000000862597,,12610.03
509-1047,4198696000000863605,,12937.26
130-017,4198696000000899439,,16996
107-4,4198696000001039708,,627
11-117,4198696000001039924,,7089.5
118-71,4198696000001040158,,671
88-145,4198696000001040455,,4196.5
524-0519,4198696000001407650,,27800
524-0503,4198696000001407515,,18900
3-19,4198696000000669660,,6680.95
218-5,4198696000000142993,,5940
15-217,4198696000000138097,,2574
15-157,4198696000000138025,,1903
15-18,4198696000000137728,,11440
46-824,4198696000000139177,,2502.5
90-310,4198696000000140491,,4570.5
90-51,4198696000000140077,,5681.5
147-24,4198696000000141940,,10345.5
317-1,4198696000000144226,,4768.5
11-297,4198696000000137152,,6220.5
242-169,4198696000000143155,,990
214-1,4198696000000142534,,2277
316-50,4198696000000144172,,2590.5
39-226,4198696000000138412,,7089.5
3-50,4198696000000669939,,3043.17
3-123,4198696000000670596,,3689.76
376-72,4198696000000677845,,1544.1100000000001
376-32,4198696000000677485,,8073.99
509-0102,4198696000000861625,,14236.35
510-032,4198696000000865504,,54755.77
510-028,4198696000000865468,,218015.78
528-0057,4198696000001611827,,12177
528-0007,4198696000001612106,,12500
518-0529,4198696000001612358,,36200
3-94,4198696000000670335,,3251.85
127-1015,4198696000001089199,,383.14
524-0086,4198696000001406831,,2900
522-0117,4198696000001613753,,28149.25
522-0059,4198696000001614392,,31400.36
522-0083,4198696000001614590,,28600
522-0162,4198696000001614617,,27905.06
522-0041,4198696000001614716,,23108.88
522-0060,4198696000001615175,,22446.78
520-0122,4198696000001611566,,11100
376-16,4198696000000677341,,8096.07
513-004,4198696000000791028,,1218.59
514-010,4198696000000836223,,1190.3
509-0054,4198696000000861193,,7564.75
509-0073,4198696000000861364,,9072.2
509-2566,4198696000000864883,,5141.27
504-071,4198696000000897819,,7793.5
504-075,4198696000000897855,,6327.05
800-138,4198696000002373048,,28000
316-29,4198696000000144145,,5879.5
316-5,4198696000000143992,,5472.5
376-30,4198696000000677467,,5892.19
512-031,4198696000001045695,,8929.49
528-0021,4198696000001613006,,9681.21
800-102,4198696000001868199,,23714
525-0009,4198696000001407416,,6990
524-0131,4198696000001407236,,2100
522-0012,4198696000001614752,,21089.96
521-0032,4198696000001613420,,13250.68
509-0051,4198696000000861166,,13670.51
506-005,4198696000000844057,,3195
125-1251,4198696000000141751,,88
106-4,4198696000000602329,,2590.96
106-24,4198696000000602509,,3243.75
130-005,4198696000000899331,,1684.86
130-006,4198696000000899340,,1684.9099999999999
351-15,4198696000001040626,,18832
1000-0010,4198696000001048284,,13970
3-21,4198696000000669678,,2073.43
529-006,4198696000002572734,,80000
118-12,4198696000000141103,,1215.5
10-207,4198696000000136468,,1996.5
10-208,4198696000000136477,,2150.5
14-54,4198696000000137593,,445.5
105-24,4198696000000140662,,2359.5
15-373,4198696000000138241,,12006.5
419-13,4198696000000144694,,6545
147-25,4198696000000141949,,10615
11-329,4198696000000137260,,13623.5
11-42,4198696000000136549,,4504.5
214-107,4198696000000142813,,1397
316-56,4198696000000144190,,4631
316-67,4198696000000144217,,2827
39-194,4198696000000138394,,5923.5
318-5,4198696000000144379,,8409.5
95-37,4198696000000140527,,731.5
376-64,4198696000000677773,,2179.67
376-31,4198696000000677476,,5974.3
168-2021,4198696000000677053,,43.52
509-0150,4198696000000862057,,9180
509-0152,4198696000000862075,,9046.630000000001
509-0184,4198696000000862363,,10720.24
509-0186,4198696000000862381,,7802.71
510-020,4198696000000865396,,41756.87
510-023,4198696000000865423,,106419.01000000001
502-030,4198696000000898800,,19674.23
512-004,4198696000001045452,,24751.440000000002
528-0069,4198696000001612385,,28738.59
800-097,4198696000002082103,,5500
343-22,4198696000000588427,,7029
376-128,4198696000000678349,,1038.65
524-0133,4198696000001407254,,1990
524-0019,4198696000001406372,,1800
524-0026,4198696000001406435,,1990
524-0030,4198696000001406471,,1990
522-0155,4198696000001613942,,24475.78
521-0009,4198696000001613348,,11066.7
520-0123,4198696000001611449,,16002.06
519-0023,4198696000001610198,,9807.1
519-0040,4198696000001610369,,1705.87
376-8,4198696000000677269,,6508.08
3-142,4198696000000670767,,2760.88
376-6,4198696000000677251,,1603.8100000000002
509-0023,4198696000000860914,,9811.16
509-2007,4198696000000864028,,29960.15
509-2023,4198696000000864172,,54862.10999999999
509-3003,4198696000000866017,,5853.1
509-2530,4198696000000864559,,8155.38
507-002,4198696000000836994,,3550
524-0566,4198696000001408073,,2100
118-154,4198696000000141472,,693
125-1249,4198696000000141733,,55
376-80,4198696000000677917,,2110.2
21-1020,4198696000000678700,,6710.25
72-1067,4198696000000679465,,3138.36
41-120,4198696000000138511,,2112
800-056,4198696000001629654,,3200
512-089,4198696000001046208,,11417.539999999999
106-26,4198696000000602527,,3391.19
376-45,4198696000000677602,,4517.14
509-0515,4198696000000862651,,6597
509-0551,4198696000000862975,,10878.91
509-1001,4198696000000863191,,20197.43
130-023,4198696000000899493,,5556.45
351-258,4198696000001040680,,18496.5
77-14,4198696000001040968,,82.5
77-5,4198696000001041049,,60.5
524-0550,4198696000001407929,,9700
524-0538,4198696000001407821,,4900
529-038,4198696000002572995,,60000
528-0034,4198696000001612016,,8897.31
118-183,4198696000000141571,,632.5
118-193,4198696000000141616,,511.5
118-80,4198696000000141274,,1820.5
13-17,4198696000000137413,,3157
15-72,4198696000000137836,,9482
86-27,4198696000000139735,,27.5
230-1,4198696000000143038,,803
90-156,4198696000000140239,,3690.5
90-213,4198696000000140338,,3465
11-154,4198696000000136747,,7557
11-165,4198696000000136774,,18375.5
46-463,4198696000000139150,,3151.5
112-845,4198696000000140896,,1028.5
254-2,4198696000000143677,,429
246-134,4198696000000143560,,3118.5
245-268,4198696000000143434,,2706
3-67,4198696000000670092,,1377.8400000000001
3-78,4198696000000670191,,1562.55
3-130,4198696000000670659,,2454.29
376-66,4198696000000677791,,2239.85
509-0108,4198696000000861679,,11135.67
509-0122,4198696000000861805,,7152.12
509-0126,4198696000000861841,,9732.32
509-0131,4198696000000861886,,8348.94
509-0154,4198696000000862093,,12710.51
510-018,4198696000000865378,,29916.78
502-076,4198696000000899214,,23560.32
512-064,4198696000001045983,,19217.81
512-131,4198696000001046586,,26582.98
518-0512,4198696000001612169,,17932.15
518-0519,4198696000001612259,,25100
3-1,4198696000000669498,,1464.46
343-10,4198696000000588277,,2241.7000000000003
3-95,4198696000000670344,,1811.55
524-0129,4198696000001407218,,2990
522-0158,4198696000001615256,,11191.09
520-0015,4198696000001610468,,13877.28
520-0121,4198696000001611368,,15151.76
520-0126,4198696000001611638,,21719.34
72-1032,4198696000000679150,,4342.76
509-0026,4198696000000860941,,8420.33
509-0038,4198696000000861049,,8073.39
509-0064,4198696000000861283,,6035.4
509-3017,4198696000000866143,,8476.75
509-2583,4198696000000865036,,5381.74
502-067,4198696000000899133,,13909.09
504-040,4198696000000897540,,1074.55
504-055,4198696000000897675,,1658.18
504-057,4198696000000897693,,2806.82
504-141,4198696000000898449,,6024.93
504-142,4198696000000898458,,8081.49
523-0032,4198696000001096574,,4600
503-010,4198696000000899592,,3529.5
503-011,4198696000000899601,,4326.86
503-023,4198696000000899709,,2355.93
503-037,4198696000000899835,,1677
15-63,4198696000000137809,,1782
90-98,4198696000000140158,,3531
114-239,4198696000000141040,,4224
95-61,4198696000000140545,,5197.5
800-101,4198696000001868064,,25000
3-24,4198696000000669705,,2400.03
3-90,4198696000000670299,,2046.47
509-2010,4198696000000864055,,36583.86
800-336,4198696000003454191,,7400
800-477,4198696000004105162,,40000
83-2006,4198696000004421160,,4042.5
214-1000,4198696000004421250,,2145
800-1131,4198696000006616038,,13387.46
530-0008,4198696000003679286,,2099
72-3065,4198696000006120547,,5290
800-1265,4198696000007116053,,17487.22
73-1023,4198696000007812038,,1661
259-1000,4198696000007812173,,2447.5
800-1492,4198696000008352455,,30152
531-005,4198696000004161508,,8073
72-3085,4198696000005292825,,6996.01
72-3222,4198696000010703157,,4844.4
318-503,4198696000004629605,,9168.5
245-2012,4198696000004629938,,6550.5
89-507,4198696000004630046,,440
800-474,4198696000004093620,,13192.03
72-3007,4198696000005387566,,4878
130-2012,4198696000006945829,,16560
524-0623,4198696000006998311,,38000
72-3213,4198696000009817572,,9775.7
800-1820,4198696000010435172,,95000
106-1007,4198696000010698753,,2400
512-163,4198696000003359071,,6229.44
41-2000,4198696000003420307,,7608.16
83-2020,4198696000004420105,,3058
517-1004,4198696000005614082,,30000
800-1035,4198696000006248404,,6124.8
72-3044,4198696000006703244,,4984
800-1295,4198696000007279360,,19900.19
509-1060,4198696000008581051,,10848.57
520-0149,4198696000009503139,,15458.6
800-366,4198696000003594330,,17357.37
529-093,4198696000004116299,,20000
130-046,4198696000004150088,,8721
800-752,4198696000005166526,,557
527-0051,4198696000008585228,,32000
800-1877,4198696000010698669,,46800.96
800-1023,4198696000006129384,,34602.9
72-3124,4198696000007151168,,10216.72
800-1826,4198696000010521106,,19900
800-707,4198696000004993531,,18900
800-1857,4198696000010661265,,7010.75
800-569,4198696000004546678,,24603.99
518-0600,4198696000003396469,,23827.67
530-1058,4198696000006904424,,2999
73-1039,4198696000007812110,,1661
517-1067,4198696000006449337,,15730
518-0609,4198696000007898600,,30852.79
509-3036,4198696000007542085,,12200.95
512-1032,4198696000007542003,,5489
72-3149,4198696000006532729,,6582.8
509-1063,4198696000004970397,,21837.83
800-978,4198696000006085036,,30000
800-1001,4198696000006141557,,9800
72-3102,4198696000006842525,,7330.1
800-1421,4198696000007991292,,9387.32
800-1387,4198696000007892517,,12300
524-0159,4198696000009259921,,4700
800-1858,4198696000010661338,,10914
517-1070,4198696000008457314,,21739.2
800-1526,4198696000008585945,,54344.54
800-1678,4198696000009449540,,3700
524-0531,4198696000001407758,,3990
800-427,4198696000003937019,,17292.42
11-1026,4198696000004417844,,15510
11-1021,4198696000004417799,,5417.5
505-1000,4198696000005385176,,2064.07
522-0197,4198696000009033820,,22883.08
800-1424,4198696000007991338,,8562.61
527-0037,4198696000008585050,,25000
520-0156,4198696000009852846,,13862.24
512-1009,4198696000010084699,,22170
800-803,4198696000005314541,,13350
800-1082,4198696000006449171,,51000
800-774,4198696000005207576,,24520
800-1254,4198696000006998158,,11039.57
800-187,4198696000002781267,,15125
800-273,4198696000003129239,,10727.2
800-289,4198696000003252215,,10275.66
512-175,4198696000003252224,,20201.4
800-442,4198696000003972313,,11656.15
800-1022,4198696000006129375,,10926.48
800-1110,4198696000006532466,,28800
73-1026,4198696000007812065,,1661
73-1034,4198696000007812056,,1661
90-1006,4198696000007812326,,5065.5
95-2000,4198696000005622178,,3485
527-0027,4198696000008581207,,6500
800-1618,4198696000009002240,,3400
509-0212,4198696000009452081,,11212.11
534-0,4198696000009774781,,571
800-1863,4198696000010661741,,5367.97
46-2027,4198696000004629435,,3932.5
534-0064,4198696000007221433,,2650
530-1001,4198696000003952051,,1990
530-1012,4198696000003952150,,5900
530-3001,4198696000003952928,,11659
800-545,4198696000004440489,,2300
800-861,4198696000005543539,,11775
800-1422,4198696000007991301,,94209.41
530-3023,4198696000008815132,,4000
524-0682,4198696000008976294,,6500
800-598,4198696000004683365,,21812.5
512-1002,4198696000004906822,,5950
72-3069,4198696000006632032,,5747
800-389,4198696000003722164,,8754.78
530-0020,4198696000003679412,,3195
800-458,4198696000004042016,,5995
800-660,4198696000004906787,,6824.29
800-953,4198696000005924173,,49042
524-0609,4198696000006780301,,3600
800-1574,4198696000008815600,,7473.6
800-1683,4198696000009452404,,40004
800-1754,4198696000009895721,,7495
72-3210,4198696000006583203,,7763.8
518-0605,4198696000006557297,,16519.67
800-922,4198696000005829115,,4025.61
800-441,4198696000003972094,,21900
800-475,4198696000004093642,,2215
517-1104,4198696000005905447,,22532
800-1038,4198696000006285632,,19900
800-1111,4198696000006532711,,19500
518-0599,4198696000003396460,,22500
73-1030,4198696000007811795,,1133
800-1413,4198696000007971791,,14046.93
522-0195,4198696000008973367,,8950
800-1651,4198696000009305599,,5100
800-1750,4198696000009895220,,5530.45
800-380,4198696000003678452,,9079.78
533-006,4198696000003937556,,29950
530-1011,4198696000003952141,,3330
531-002,4198696000004161481,,5418
800-583,4198696000004630430,,3100
529-069,4198696000005493038,,17000
800-216,4198696000002921293,,19500
72-3099,4198696000006583788,,5597
509-0216,4198696000007971917,,7142.93
524-0615,4198696000006780414,,32900
72-3217,4198696000008871044,,7218
512-247,4198696000007471240,,8071.48
