SKU,Product_ID,Last_Purchase_Date,Last_Purchase_Price
517-1028,4198696000010661082,,39925.700000000004
534-0078,4198696000004993385,,6871
518-0594,4198696000001613204,,34387.24
530-2007,4198696000003952901,,4760
505-028,4198696000005321067,,898
800-1300,4198696000007279642,,6700
533-029,4198696000009029596,,26500
800-1627,4198696000009029773,,11881
512-1038,4198696000010661896,,13295
524-0621,4198696000006736082,,3100
800-1382,4198696000007837163,,3250
800-1398,4198696000007923411,,3300
800-356,4198696000003590163,,4879.52
800-824,4198696000005433059,,84829
130-1000,4198696000005450365,,3650
800-1018,4198696000006129292,,13277.09
800-1012,4198696000006129238,,25060.4
800-209,4198696000002890785,,4600
530-2008,4198696000003952910,,3880
83-2019,4198696000004421655,,5483.5
214-1013,4198696000004421367,,1353
800-916,4198696000005766196,,1375
509-0220,4198696000006129283,,10648.35
530-0026,4198696000003679466,,4500
254-506,4198696000007811462,,473
13-505,4198696000007812002,,1485
517-1009,4198696000009097954,,23800
509-1541,4198696000009452090,,15887.5
72-3086,4198696000005292816,,6996
41-1017,4198696000004764005,,12265
505-018,4198696000003159115,,260
800-335,4198696000003454166,,2248.86
509-1537,4198696000004777045,,23896.16
800-1057,4198696000006380559,,36535
522-0211,4198696000006649147,,27500
524-0148,4198696000009503111,,2695.05
518-0616,4198696000010545641,,16865.89
72-3218,4198696000008871053,,4725
800-398,4198696000003753020,,4700
800-513,4198696000004266067,,20000
530-3016,4198696000003976063,,6850
800-768,4198696000005207384,,7603
800-879,4198696000005639072,,6710
41-2001,4198696000003722121,,12900
800-480,4198696000004111123,,43016.15
130-035,4198696000004126990,,8007
509-0227,4198696000004325068,,9450
800-753,4198696000005166535,,11950
72-3025,4198696000005387728,,5034
800-1419,4198696000007971954,,3975
800-1472,4198696000008244482,,2363
800-1778,4198696000010084489,,78517.45
800-1873,4198696000010698542,,8000
72-5006,4198696000010698551,,4290
800-971,4198696000006040227,,59260
533-024,4198696000006361837,,24650
800-1579,4198696000008871001,,22763.8
509-0232,4198696000005042230,,10403.62
72-3231,4198696000010703166,,4550
512-183,4198696000011064200,,11418.47
376-3159,4198696000012190569,,7200
531-016,4198696000012301058,,4491
800-1287,4198696000012371640,,15101
530-1053,4198696000012700963,,1300
533-107,4198696000012887042,,15500
800-2288,4198696000015164871,,60000
44-1110,4198696000012410108,,761
509-1549,4198696000016633123,,22954.09
800-2410,4198696000016633870,,7255
517-1115,4198696000018170058,,24500
533-118,4198696000012949170,,19950
800-1966,4198696000011207234,,24965.98
800-2261,4198696000014811139,,2882.67
800-2494,4198696000017641019,,4150
800-1880,4198696000010703671,,22568.11
800-1995,4198696000011393119,,7677
800-2049,4198696000011767261,,66633.29
72-5005,4198696000011874791,,4860
800-2118,4198696000013387033,,11700
522-0205,4198696000014370621,,18204.37
800-2304,4198696000015355208,,27800
75-1027,4198696000015464733,,14228.5
72-3255,4198696000015715246,,4200
524-0173,4198696000016393090,,857.5
524-0673,4198696000016991101,,1900
253-1000,4198696000017650832,,4400
376-3027,4198696000014221351,,2700
517-1047,4198696000011594463,,15493.4
376-3125,4198696000012342180,,5984.51
44-1107,4198696000012410081,,1650
509-1547,4198696000015063536,,14990
800-2334,4198696000015724038,,24480.59
800-2554,4198696000018053586,,24528.14
130-2010,4198696000011490745,,17575
800-2495,4198696000017641863,,5488.2
351-2020,4198696000015465201,,11924
72-3233,4198696000014221959,,6986.2
44-1108,4198696000012410090,,895
512-216,4198696000011064495,,8144.25
517-1055,4198696000011874210,,32425
376-3087,4198696000012188177,,3216.94
376-3169,4198696000012190659,,8800
72-3238,4198696000014500105,,5640
376-3073,4198696000015950356,,3918.81
130-2027,4198696000016210104,,5460
44-1098,4198696000012372000,,545
512-1029,4198696000018059528,,7450
44-1115,4198696000012410749,,795
534-0032,4198696000010799150,,4193
517-3003,4198696000012114694,,15995
130-2022,4198696000012819486,,5400
524-0165,4198696000013569369,,1300
524-0657,4198696000013593103,,4200
530-1059,4198696000014527584,,4060
800-2295,4198696000015289001,,20600
800-2491,4198696000017634774,,9500
517-3009,4198696000015694355,,15450
95-2006,4198696000012114283,,3485
800-1970,4198696000011228404,,11866
75-1044,4198696000015464877,,19030
800-1926,4198696000010936629,,50000
164-124,4198696000012152967,,1278.13
376-3109,4198696000012342041,,5644.16
800-1293,4198696000012371740,,8094.77
800-2453,4198696000017105739,,39597
800-2462,4198696000017182240,,5295
800-2467,4198696000017208053,,25945.7
800-2546,4198696000017936835,,70259.42
800-2321,4198696000015715145,,11365.19
800-2325,4198696000015715962,,16420
525-0023,4198696000014070068,,4600
512-178,4198696000011064155,,17787.15
376-3047,4198696000012176867,,2195.61
95-1014,4198696000012524842,,1692
800-1378,4198696000012534141,,350000
800-2075,4198696000013157599,,8600
106-2038,4198696000015527673,,3036
44-1113,4198696000012410731,,444
800-2224,4198696000014238406,,13358.3
800-2022,4198696000011638263,,21950
505-037,4198696000012057175,,750
800-2068,4198696000013123274,,98900
800-2164,4198696000013635134,,2250
800-2305,4198696000015355217,,25600
800-2424,4198696000016775626,,26990
800-2217,4198696000014221992,,25000
75-1032,4198696000015464778,,18073
509-3542,4198696000017740234,,7714
44-1049,4198696000012316089,,480
800-2246,4198696000014457092,,51338.48
72-3246,4198696000015082533,,4233.6
72-3259,4198696000015821534,,4300
509-1550,4198696000018063544,,8980
800-2078,4198696000013178382,,7949.42
800-2543,4198696000017936489,,18900
44-1051,4198696000012316107,,1495
800-1258,4198696000012272171,,5495
509-0229,4198696000013157769,,10796.32
512-187,4198696000011064236,,26414.49
512-190,4198696000011064263,,33360.1
512-223,4198696000011064562,,7570.65
524-0638,4198696000011880060,,6600
376-3042,4198696000012176251,,1958.44
376-3051,4198696000012176898,,2536.11
376-3062,4198696000012182313,,2977.44
376-3170,4198696000012190668,,8990
524-0177,4198696000012723777,,3990
517-1077,4198696000012371649,,17230
3-185,4198696000013954294,,6050.01
339-1003,4198696000016210721,,9500
130-2019,4198696000012819459,,10200
520-0163,4198696000011880506,,12195.97
72-3291,4198696000013663070,,8998.22
800-2239,4198696000014419501,,10336.4
800-2451,4198696000017105243,,10256.4
533-089,4198696000011834199,,26885
44-1026,4198696000012225089,,450
800-2093,4198696000013293928,,5950
800-2486,4198696000017634241,,12550
376-3110,4198696000012342050,,5999.68
800-2338,4198696000015724303,,37500
800-2385,4198696000016362857,,2150
800-2540,4198696000017936234,,9850
800-1923,4198696000010936342,,17043.5
800-1998,4198696000011409500,,43000
44-1060,4198696000012360309,,950
72-3265,4198696000015821706,,3500
800-1882,4198696000010703925,,35000
800-2610,4198696000018430352,,2400
72-3165,4198696000020901180,,3140
800-3133,4198696000022154704,,21608.75
533-143,4198696000020824597,,24950
530-1066,4198696000023124215,,2472
800-2695,4198696000018863241,,5927.1
800-3504,4198696000024699184,,50408
800-2632,4198696000018668620,,32957.65
800-2724,4198696000018954046,,9000
800-3424,4198696000024171118,,23287
800-3669,4198696000026057291,,9230.78
800-3878,4198696000027754439,,16603.2
517-1117,4198696000018262412,,20132.5
800-2684,4198696000018837153,,17316.66
800-3498,4198696000024684952,,18757.65
800-2993,4198696000020611523,,13045
800-3207,4198696000022650179,,9112
800-3222,4198696000022837460,,4224.5
800-3323,4198696000023445404,,31900
800-4009,4198696000028558585,,5110
800-3380,4198696000023704706,,32000
800-2941,4198696000020319044,,19950
72-3183,4198696000023351904,,4700
259-1034,4198696000018627845,,3850
12-1020,4198696000018668097,,27428.5
800-2801,4198696000019394625,,15486
800-2874,4198696000019870482,,23945.3
800-3191,4198696000022588797,,100000
800-3636,4198696000025881705,,36000
800-3609,4198696000025661354,,2143.18
800-3679,4198696000026126456,,2250
800-3766,4198696000026721488,,845
800-3084,4198696000021550288,,6650
800-2923,4198696000020183265,,10523
800-2635,4198696000018673092,,3500
800-2883,4198696000019941515,,2300
800-3156,4198696000022303526,,9890.92
800-3471,4198696000024424566,,10450.24
800-3644,4198696000025886144,,18934.5
800-3670,4198696000026124424,,17000
106-3005,4198696000021527105,,3145
800-3909,4198696000027943773,,100000
351-2051,4198696000018668007,,14668.5
800-3262,4198696000023124082,,28700
800-3463,4198696000024343352,,3500
517-1135,4198696000019870596,,24500
343-30,4198696000020417629,,1385.69375
534-0096,4198696000028104299,,3895
800-3825,4198696000027297557,,56862.11
800-2599,4198696000018308600,,23520
44-1152,4198696000020636737,,995
800-3451,4198696000024318112,,18640
800-3517,4198696000024831305,,7769.03
800-2687,4198696000018837470,,13800
800-3022,4198696000020837546,,11189.03
800-3616,4198696000025733011,,49100
800-3741,4198696000026565413,,234513.27
800-3979,4198696000028318423,,15840.71
800-3998,4198696000028466003,,32650.8
529-114,4198696000023434689,,60000
510-1065,4198696000018973007,,83161.9
800-2916,4198696000020178134,,47009
106-3002,4198696000021527078,,20000
106-3008,4198696000021527132,,5000
800-3218,4198696000022785732,,62000
72-3332,4198696000025639172,,3300
259-1014,4198696000018627728,,6600
12-1026,4198696000018668133,,25206.5
528-0115,4198696000021891560,,2593.83
800-3296,4198696000023383176,,5561.15
800-3445,4198696000024274209,,9000
106-3010,4198696000024047753,,3719.11
528-0109,4198696000021205659,,2375
800-3061,4198696000021263033,,15735.46
800-2868,4198696000019802805,,74129.15
800-3186,4198696000022588011,,6700
800-3316,4198696000023434150,,550
800-3025,4198696000020867559,,23574.83
800-3579,4198696000025336139,,14114.07
800-3776,4198696000026792419,,16990
800-3865,4198696000027576366,,37928.25
510-1063,4198696000018926779,,56099.63
343-33,4198696000020417662,,1385.6928571428573
800-2921,4198696000020178760,,4425
800-3034,4198696000020907800,,14040.66
800-3272,4198696000023132049,,28513
517-1139,4198696000020244269,,21600
800-3623,4198696000025794021,,85435
800-4234,4198696000030215360,,14700
800-4441,4198696000032257493,,19609.05
800-4311,4198696000031091713,,20000
46-2045,4198696000031531359,,4760
800-4321,4198696000031177500,,5000
800-4253,4198696000030354552,,3150
800-4275,4198696000030744465,,44070.58
800-4196,4198696000029983016,,2950
800-4064,4198696000028927850,,6768.24
800-4360,4198696000031465878,,8943.18
800-4071,4198696000029007023,,11600
800-4138,4198696000029374519,,21238.94
800-4283,4198696000030903226,,11061.95
800-4377,4198696000031553654,,11900
800-4389,4198696000031591591,,12950
800-4240,4198696000030232377,,37260
800-4333,4198696000031243579,,10000
800-4182,4198696000029822858,,12723.04
800-4381,4198696000031553999,,34630
12-1030,4198696000031531735,,38750
800-4039,4198696000028722051,,17000
800-4070,4198696000029007012,,22500
800-4140,4198696000029374716,,14950
800-4400,4198696000031865003,,6953
800-4529,4198696000033376181,,4650
800-4534,4198696000033386815,,7786.8
800-4556,4198696000033554359,,8685
800-4571,4198696000033573811,,23260.89
800-4575,4198696000033597264,,5650
800-4586,4198696000034110408,,41254.73
800-4584,4198696000034104688,,7400
800-4585,4198696000034104763,,23262
800-4547,4198696000033545665,,13900
509-3516,4198696000000865792,,13240.12
509-1049,4198696000000863623,,20390.25
118-186,4198696000001040086,,715
88-34,4198696000001040509,,4367
524-0549,4198696000001407920,,6990
524-0504,4198696000001407524,,49800
800-135,4198696000002318019,,2900
800-150,4198696000002566078,,11500
13-106,4198696000000137503,,2238.5
86-31,4198696000000139753,,148.5
86-106,4198696000000139861,,121
164-56,4198696000000142111,,720.5
11-155,4198696000000136756,,7557
11-372,4198696000000137332,,5461.5
168-15,4198696000000142219,,55
214-17,4198696000000142579,,2651
214-26,4198696000000142615,,1760
29-12,4198696000000138313,,379.5
318-8,4198696000000144397,,6242.5
74-17,4198696000000139411,,2920.5
85-225,4198696000000139600,,352
95-106,4198696000000140581,,445.5
509-0195,4198696000000862462,,8865.7
502-043,4198696000000898917,,20558.09
512-001,4198696000001045425,,7480.860000000001
512-035,4198696000001045722,,9441.02
512-046,4198696000001045821,,23255.46
512-094,4198696000001046253,,12641.05
528-0014,4198696000001612079,,10770.93
518-0544,4198696000001612538,,25813.44
518-0554,4198696000001612628,,26844.97
3-25,4198696000000669714,,1479.5
3-93,4198696000000670326,,4321.76
3-99,4198696000000670380,,1349.23
376-143,4198696000000678484,,1247.28
509-1524,4198696000000863848,,13326.59
516-002,4198696000001086430,,4250
524-0055,4198696000001406552,,1900
522-0168,4198696000001614743,,21777.63
522-0115,4198696000001614869,,13710.29
521-0036,4198696000001613600,,23883.5
521-0026,4198696000001613690,,38462.47
520-0065,4198696000001611089,,15028.72
520-0076,4198696000001611134,,16995.38
520-0116,4198696000001611521,,19225.24
72-1079,4198696000000679573,,2980.17
509-0015,4198696000000860842,,6245.099999999999
509-0039,4198696000000861058,,5710.72
509-0100,4198696000000861607,,8886.18
509-2026,4198696000000864199,,38694.7
509-2503,4198696000000864316,,6291
504-091,4198696000000897999,,4335.39
504-133,4198696000000898377,,8607.02
800-111,4198696000001900617,,12260.4
800-172,4198696000002622737,,3500
95-1002,4198696000000679672,,2118.34
509-1032,4198696000000863470,,17367.2
529-012,4198696000002572788,,17000
11-229,4198696000000136909,,5483.5
41-182,4198696000000138547,,1980
510-011,4198696000000865315,,110308
509-3026,4198696000000866224,,8835.67
800-062,4198696000001629990,,29800
526-0022,4198696000001674949,,7529.150000000001
520-0071,4198696000001611062,,19035.63
509-1031,4198696000000863461,,26395.920000000002
393-116,4198696000001040878,,7309.5
529-037,4198696000002572986,,60000
528-0027,4198696000001613240,,8100
509-2591,4198696000000865108,,4755.57
118-127,4198696000000141382,,742.5
118-148,4198696000000141427,,753.5
105-44,4198696000000140716,,3201
15-255,4198696000000138160,,2563
15-79,4198696000000137854,,2029.5
231-77,4198696000000143056,,687.5
164-21,4198696000000142084,,649
11-176,4198696000000136783,,5780.5
11-248,4198696000000136981,,9361
22-374,4198696000000138295,,47063.5
218-1,4198696000000142966,,7309.5
214-29,4198696000000142633,,1749
214-71,4198696000000142714,,2887.5
318-14,4198696000000144406,,9823
29-156,4198696000000138349,,5797
168-167,4198696000000142318,,165
3-43,4198696000000669876,,1895.33
509-0125,4198696000000861832,,9865.7
509-0188,4198696000000862399,,10349.039999999999
510-015,4198696000000865351,,152824.72
512-090,4198696000001046217,,30554.370000000003
518-0577,4198696000001612853,,10595.77
21-1033,4198696000000678817,,7617.839999999999
127-1012,4198696000001089172,,297.13
376-99,4198696000000678088,,962.77
376-100,4198696000000678097,,1863.17
525-0015,4198696000001407470,,9900
521-0006,4198696000001613528,,15955.78
520-0068,4198696000001611215,,20909.49
800-108,4198696000001900346,,12673.11
509-0007,4198696000000860770,,7440.150000000001
509-0059,4198696000000861238,,7966.93
509-3021,4198696000000866179,,8158.01
504-031,4198696000000897459,,7966.62
504-039,4198696000000897531,,1500.72
504-060,4198696000000897720,,3371.94
504-111,4198696000000898179,,6317.71
523-0014,4198696000001096412,,4370
523-0017,4198696000001096439,,2600
523-0030,4198696000001096556,,5700
800-074,4198696000001686304,,2990
503-032,4198696000000899790,,2764.5
518-0511,4198696000001612160,,19506.14
518-0502,4198696000001612376,,30500.26
528-0059,4198696000001612952,,9250
800-105,4198696000001900015,,3060
519-0017,4198696000001610342,,5266.34
21-1030,4198696000000678790,,2717.66
72-1072,4198696000000679510,,3708
509-0571,4198696000000863155,,7026.32
