b.Product_ID,i.InQty,o.OutQty,On_Hand_Qty
4198696000011207624,2,2,0
4198696000011295160,9,6,3
4198696000010978423,1,1,0
4198696000010978592,5,1,4
4198696000011326209,3,2,1
4198696000011413339,1,1,0
4198696000011482073,2,1,1
4198696000011147021,6,6,0
4198696000011594524,1,1,0
4198696000011718196,1,1,0
4198696000011767197,4,4,0
4198696000011856382,1,1,0
4198696000011880493,2,1,1
4198696000012057330,3,1,2
4198696000012057642,44,6,38
4198696000012114431,2,2,0
4198696000012114676,4,2,2
4198696000012301031,3,1,2
4198696000012301001,1,1,0
4198696000012342149,8,4,4
4198696000012410857,3,3,0
4198696000012495138,2,2,0
4198696000012723138,2,2,0
4198696000012723200,4,4,0
4198696000012819094,1,1,0
4198696000012932904,4,4,0
4198696000013095158,3,2,1
4198696000013293919,1,1,0
4198696000013328159,4,2,2
4198696000013376846,2,2,0
4198696000013384018,1,1,0
4198696000013394755,2,2,0
4198696000013406077,1,1,0
4198696000013488817,4,1,3
4198696000013693565,2,2,0
4198696000013955202,1,1,0
4198696000014163956,6,2,4
4198696000014348678,1,1,0
4198696000014419501,1,1,0
4198696000014370612,3,1,2
4198696000014527287,9,7,2
4198696000014974442,8,4,4
4198696000015289274,1,1,0
4198696000015389098,6,2,4
4198696000015399140,2,1,1
4198696000015464607,30,1,29
4198696000015821516,4,1,3
4198696000015950470,3,2,1
4198696000015953908,1,1,0
4198696000016204360,2,1,1
4198696000016362441,3,3,0
4198696000016362501,6,6,0
4198696000016393177,4,4,0
4198696000016373109,2,1,1
4198696000016620605,2,2,0
4198696000016633982,1,1,0
4198696000016976028,12,6,6
4198696000017003408,1,1,0
4198696000017003736,2,2,0
4198696000017476731,8,8,0
4198696000017568554,2,2,0
4198696000017761507,2,2,0
4198696000017761528,1,1,0
4198696000017634694,1,1,0
4198696000017767646,1,1,0
4198696000017812634,1,1,0
4198696000017818123,2,2,0
4198696000017818093,3,3,0
4198696000018170698,1,1,0
4198696000018430010,3,3,0
4198696000018476014,1,1,0
4198696000018712502,1,1,0
4198696000018712005,11,5,6
4198696000018786052,2,2,0
4198696000018835307,1,1,0
4198696000018835461,1,1,0
4198696000018843396,2,1,1
4198696000018914360,2,2,0
4198696000018627890,30,3,27
4198696000018954037,2,2,0
4198696000019056795,1,1,0
4198696000019067807,11,11,0
4198696000019073835,6,2,4
4198696000019076775,3,3,0
4198696000019076495,1,1,0
4198696000019192122,1,1,0
4198696000019192884,2,2,0
4198696000019560135,4,4,0
4198696000019671372,6,4,2
4198696000019671889,4,2,2
4198696000019827034,2,2,0
4198696000019996096,1,1,0
4198696000020030303,3,3,0
4198696000020178134,2,2,0
4198696000020178749,1,1,0
4198696000020118123,2,2,0
4198696000020244069,3,1,2
4198696000020244269,3,2,1
4198696000019560184,1,1,0
4198696000020372528,2,2,0
4198696000020419112,2,2,0
4198696000020447330,2,2,0
4198696000020636121,2,1,1
4198696000020824869,1,1,0
4198696000020867559,2,2,0
4198696000020907897,1,1,0
4198696000020988204,6,3,3
4198696000021247165,2,1,1
4198696000021261036,2,2,0
4198696000021802116,3,3,0
4198696000022154695,4,2,2
4198696000022204596,1,1,0
4198696000022376329,2,2,0
4198696000022544908,1,1,0
4198696000022588011,1,1,0
4198696000022764466,3,3,0
4198696000023004721,1,1,0
4198696000023403427,1,1,0
4198696000023416973,1,1,0
4198696000023445019,1,1,0
4198696000023622473,2,2,0
4198696000023573754,3,3,0
4198696000023644992,1,1,0
4198696000023704728,1,1,0
4198696000023792188,2,2,0
4198696000024318250,2,2,0
4198696000024318917,1,1,0
4198696000024324277,2,2,0
4198696000024405001,1,1,0
4198696000024519451,1,1,0
4198696000024601482,1,1,0
4198696000024819812,1,1,0
4198696000024860844,2,2,0
4198696000024912049,1,1,0
4198696000025064164,4,4,0
4198696000025345623,1,1,0
4198696000025356198,1,1,0
4198696000000864370,7,6,1
4198696000000138079,50,3,47
4198696000026043188,4,4,0
4198696000026052377,1,1,0
4198696000026202484,3,3,0
4198696000025639172,7,4,3
4198696000026427133,1,1,0
4198696000001614932,4,2,2
4198696000005387728,4,2,2
4198696000016430139,2,1,1
4198696000000677422,3,1,2
4198696000010521349,6,2,4
4198696000000602545,280,15,265
4198696000000679213,7,4,3
4198696000007811795,200,8,192
4198696000020632428,4,2,2
4198696000001615049,4,2,2
4198696000013582619,2,1,1
4198696000027282064,2,2,0
4198696000012057662,4,1,3
4198696000027380919,1,1,0
4198696000027395877,2,2,0
4198696000027576366,1,1,0
4198696000024250630,1,1,0
4198696000000137224,6,4,2
4198696000000137242,6,2,4
4198696000027395039,1,1,0
4198696000018668043,30,5,25
4198696000027049365,3,3,0
4198696000000864568,4,1,3
4198696000028005001,2,2,0
4198696000028023914,2,2,0
4198696000028115506,2,2,0
4198696000018262403,3,2,1
4198696000027771092,4,4,0
4198696000028326035,2,2,0
4198696000028385448,1,1,0
4198696000028567204,2,2,0
4198696000028622289,2,2,0
4198696000028680394,2,1,1
4198696000028680827,1,1,0
4198696000028490016,1,1,0
4198696000028567896,1,1,0
4198696000028910123,1,1,0
4198696000000602383,340,34,306
4198696000001611170,6,4,2
4198696000028909773,1,1,0
4198696000015465381,30,9,21
4198696000021524180,16,13,3
4198696000001610558,6,3,3
4198696000000897351,3,1,2
4198696000000863479,10,2,8
4198696000029007847,1,1,0
4198696000000899268,10,8,2
4198696000018668079,32,31,1
4198696000007811462,1008,12,996
4198696000012342821,2,1,1
4198696000000862435,5,3,2
4198696000020426900,3,2,1
4198696000021527078,10,6,4
4198696000029822748,1,1,0
4198696000000139375,251,29,222
4198696000000679420,7,6,1
4198696000000136882,6,3,3
4198696000000862948,10,9,1
4198696000000588286,20,11,9
4198696000000137548,50,16,34
4198696000005387620,5,2,3
4198696000000863173,11,5,6
4198696000004417727,50,23,27
4198696000007811930,200,65,135
4198696000001612259,3,2,1
4198696000007811606,202,10,192
4198696000000865036,6,3,3
4198696000000864253,5,2,3
4198696000010805568,33,14,19
4198696000001611143,8,5,3
4198696000012152019,7,7,0
4198696000000588196,20,9,11
4198696000000142192,20,17,3
4198696000017496288,4,2,2
4198696000000864388,4,3,1
4198696000007811867,300,2,298
4198696000000679582,10,6,4
4198696000000861949,10,5,5
4198696000007812002,100,8,92
4198696000012152486,4,4,0
4198696000018627944,32,7,25
4198696000000141688,1003,20,983
4198696000000140896,100,8,92
4198696000000679195,15,10,5
4198696000000139402,30,10,20
4198696000000142435,100,11,89
4198696000016995089,6,4,2
4198696000015465174,30,4,26
4198696000015464931,30,16,14
4198696000015464625,32,4,28
4198696000006545403,6,3,3
4198696000021076282,4,2,2
4198696000012152477,4,4,0
4198696000030354541,2,2,0
4198696000030232504,1,1,0
4198696000008585104,1,1,0
4198696000031086377,1,1,0
4198696000031164205,1,1,0
4198696000021143175,3,1,2
4198696000031209680,1,1,0
4198696000031370605,2,1,1
4198696000031456036,1,1,0
4198696000004629650,100,1,99
4198696000000137035,26,7,19
4198696000001046451,5,1,4
4198696000015013230,6,2,4
4198696000012190677,2,1,1
4198696000026124620,3,3,0
4198696000032250762,1,1,0
4198696000032273158,2,2,0
4198696000032257977,1,1,0
4198696000032273837,1,1,0
4198696000032257145,1,1,0
4198696000000144064,20,2,18
4198696000012342216,4,2,2
4198696000032471073,1,1,0
4198696000000140239,10,5,5
4198696000032970911,1,1,0
4198696000015464976,30,1,29
4198696000007812119,200,2,198
4198696000033054027,1,1,0
4198696000033148325,2,2,0
4198696000018668151,30,2,28
4198696000012176287,4,1,3
4198696000033252576,1,1,0
4198696000033376194,1,1,0
4198696000033356974,1,1,0
4198696000015436126,6,4,2
4198696000032048961,1,1,0
4198696000034088440,1,1,0
4198696000034088782,1,1,0
4198696000034104179,1,1,0
4198696000000140392,12,5,7
4198696000000143119,7,2,5
4198696000000677989,2,2,0
4198696000000677107,10,1,9
4198696000000676837,24,1,23
4198696000000860815,10,3,7
4198696000000863587,10,2,8
4198696000000899214,7,3,4
4198696000001407983,2,1,1
4198696000001407407,4,2,2
4198696000001611395,6,1,5
4198696000001611431,7,3,4
4198696000001613321,4,2,2
4198696000002859769,1,1,0
4198696000003065001,1,1,0
4198696000003873909,1,1,0
4198696000003944066,1,1,0
4198696000004777080,1,1,0
4198696000006085165,3,3,0
4198696000007440278,3,2,1
4198696000010703166,5,5,0
4198696000010775329,36,36,0
4198696000010840996,2,2,0
4198696000011064281,3,2,1
4198696000011063529,5,4,1
4198696000012360309,4,2,2
4198696000013010620,1,1,0
4198696000013406972,1,1,0
4198696000013514768,5,4,1
4198696000016269592,12,2,10
4198696000020372087,2,2,0
4198696000020436320,3,2,1
4198696000022544001,2,2,0
4198696000024328206,1,1,0
4198696000024395008,1,1,0
4198696000025336139,2,2,0
4198696000029417308,1,1,0
4198696000001406489,3,1,2
4198696000001674913,6,5,1
4198696000007371729,1,1,0
4198696000008012479,1,1,0
4198696000009029614,14,9,5
4198696000009417167,12,12,0
4198696000009345257,18,14,4
4198696000012182313,6,3,3
4198696000015715550,1,1,0
4198696000016362857,4,4,0
4198696000016933464,2,1,1
4198696000017634664,1,1,0
4198696000020837908,8,8,0
4198696000000861859,14,10,4
4198696000000676801,24,10,14
4198696000000862786,10,7,3
4198696000000137809,51,7,44
4198696000000141445,40,4,36
4198696000000142138,110,13,97
4198696000000141994,10,1,9
4198696000000141040,50,3,47
4198696000000140833,100,4,96
4198696000000143488,60,21,39
4198696000000602473,372,340,32
4198696000000676882,20,11,9
4198696000000860797,10,4,6
4198696000000863344,6,3,3
4198696000000861661,8,6,2
4198696000000865054,8,4,4
4198696000000899565,8,8,0
4198696000000897675,3,3,0
4198696000001045470,5,2,3
4198696000001040329,10,5,5
4198696000001040581,24,14,10
4198696000001407866,3,2,1
4198696000001615076,16,14,2
4198696000001612016,24,16,8
4198696000001612700,4,2,2
4198696000001685030,6,4,2
4198696000001613276,7,5,2
4198696000002572995,12,7,5
4198696000001615328,2,1,1
4198696000003679219,31,31,0
4198696000003913281,6,4,2
4198696000004190825,8,8,0
4198696000004150079,11,8,3
4198696000004153047,1,1,0
4198696000004993454,20,14,6
4198696000005169124,3,1,2
4198696000005662003,2,2,0
4198696000006449063,2,2,0
4198696000006494477,3,2,1
4198696000006632001,4,4,0
4198696000006798479,14,12,2
4198696000006818455,1,1,0
4198696000007418010,1,1,0
4198696000007837053,10,5,5
4198696000009449353,3,1,2
4198696000010251782,18,6,12
4198696000011107138,1,1,0
4198696000015683799,2,1,1
4198696000015745051,2,2,0
4198696000017111221,4,4,0
4198696000018053898,1,1,0
4198696000018476044,1,1,0
4198696000018926779,3,2,1
4198696000022506107,2,2,0
4198696000023132049,1,1,0
4198696000028015508,4,4,0
4198696000007812137,301,3,298
4198696000002384171,1,1,0
4198696000005510446,1,1,0
4198696000006468165,1,1,0
4198696000000862246,5,3,2
4198696000003952991,4,2,2
4198696000018367307,12,11,1
4198696000018788068,1,1,0
4198696000001406768,7,3,4
4198696000004421241,203,19,184
4198696000001611926,12,6,6
4198696000010636440,6,5,1
4198696000007811480,120,13,107
4198696000005905727,11,7,4
4198696000006129133,1,1,0
4198696000008815475,2,2,0
4198696000000863632,6,2,4
4198696000000141418,60,,60
4198696000000141283,36,,36
4198696000000137683,50,,50
4198696000000137413,50,,50
4198696000000137656,50,,50
4198696000000513093,50,,50
4198696000000139465,30,,30
4198696000000138808,100,,100
4198696000000140248,10,,10
4198696000000140482,5,,5
4198696000000143173,20,,20
4198696000000139042,30,,30
4198696000000139069,30,,30
4198696000000138529,5,,5
4198696000000143956,10,,10
4198696000000144091,20,,20
4198696000000144001,20,,20
4198696000000144460,50,,50
4198696000000144577,6,,6
4198696000000143434,10,,10
4198696000000670776,2,,2
4198696000000679042,6,,6
4198696000000678403,4,,4
4198696000000861148,2,,2
4198696000000861454,10,,10
4198696000000863650,4,,4
4198696000000864946,8,,8
4198696000000899079,10,,10
4198696000000899286,5,,5
4198696000000897207,1,,1
4198696000000897828,1,,1
4198696000000898467,2,,2
4198696000000898476,2,,2
4198696000001045803,5,,5
4198696000001046163,5,,5
4198696000001046379,2,,2
4198696000001040068,36,,36
4198696000001040122,40,,40
4198696000001040239,54,,54
4198696000001040500,12,,12
4198696000001048266,100,,100
4198696000001464010,1,,1
4198696000001407308,2,,2
4198696000001406507,2,,2
4198696000001406597,2,,2
4198696000001407335,2,,2
4198696000001407137,2,,2
4198696000001407200,2,,2
4198696000001406894,2,,2
4198696000001614113,1,,1
4198696000001615301,2,,2
4198696000001613591,1,,1
4198696000001611998,2,,2
4198696000001612151,2,,2
4198696000001612169,2,,2
4198696000001612196,2,,2
4198696000001674814,4,,4
4198696000002373143,3,,3
4198696000002572761,6,,6
4198696000001407623,1,,1
4198696000004150101,1,,1
4198696000003976054,1,,1
4198696000004629695,50,,50
4198696000003679385,3,,3
4198696000006780414,5,,5
4198696000008585041,1,,1
4198696000008585192,1,,1
4198696000007812362,200,,200
4198696000009305295,1,,1
4198696000011064236,1,,1
4198696000011064263,1,,1
4198696000011064308,3,,3
4198696000011064392,2,,2
4198696000011107066,1,,1
4198696000011490076,1,,1
4198696000011718150,2,,2
4198696000012190551,2,,2
4198696000012360273,4,,4
4198696000012342803,2,,2
4198696000012342875,2,,2
4198696000012419696,4,,4
4198696000012524739,2,,2
4198696000015465291,29,,29
4198696000016060137,3,,3
4198696000016064263,4,,4
4198696000016210095,1,,1
4198696000016302216,2,,2
4198696000016933509,4,,4
4198696000016993966,6,,6
4198696000018786281,1,,1
4198696000021263305,2,,2
4198696000024145687,5,,5
4198696000024343246,1,,1
4198696000029374716,1,,1
4198696000029313348,10,,10
4198696000031456664,1,,1
4198696000031531567,50,,50
4198696000000141571,40,,40
4198696000000137908,50,,50
4198696000000137881,50,,50
4198696000000141895,5,,5
4198696000000137161,6,,6
4198696000000142516,10,,10
4198696000000142561,20,,20
4198696000000670200,4,,4
4198696000000677494,2,,2
4198696000000676927,50,,50
4198696000000862678,5,,5
4198696000000860788,3,,3
4198696000000861400,10,,10
4198696000000864154,3,,3
4198696000000899799,10,,10
4198696000000898827,2,,2
4198696000001046460,5,,5
4198696000001040284,20,,20
4198696000001040293,20,,20
4198696000001406966,2,,2
4198696000001407371,2,,2
4198696000001406219,2,,2
4198696000001613465,2,,2
4198696000001610585,5,,5
4198696000001611260,4,,4
4198696000001611341,4,,4
4198696000001674868,2,,2
4198696000004421223,200,,200
4198696000004629614,100,,100
4198696000006904001,1,,1
4198696000008096306,1,,1
4198696000013954456,3,,3
4198696000000670164,2,,2
4198696000000899178,5,,5
4198696000001407830,1,,1
4198696000012342077,2,,2
4198696000018673403,4,,4
4198696000001614122,1,,1
4198696000000141634,40,1,39
4198696000000141328,40,7,33
4198696000000138223,50,3,47
4198696000000139456,31,4,27
4198696000000139888,100,4,96
4198696000000139753,200,16,184
4198696000000139807,101,20,81
4198696000000139672,1000,12,988
4198696000000136963,8,2,6
4198696000000136612,6,1,5
4198696000000138313,200,2,198
4198696000000140887,500,4,496
4198696000000588340,359,290,69
4198696000000602491,176,134,42
4198696000000670101,4,2,2
4198696000000669768,8,8,0
4198696000000678322,2,1,1
4198696000000678376,4,4,0
4198696000000678025,4,1,3
4198696000000677908,8,6,2
4198696000000677836,6,6,0
4198696000000677395,2,2,0
4198696000000679204,6,3,3
4198696000000679285,12,8,4
4198696000000679492,6,1,5
4198696000000844039,12,2,10
4198696000000863974,3,2,1
4198696000000862255,12,10,2
4198696000000863848,16,12,4
4198696000000865306,7,3,4
4198696000000899430,2,1,1
4198696000000899619,10,10,0
4198696000000899700,26,10,16
4198696000000899817,24,10,14
4198696000000899250,5,1,4
4198696000000898629,5,2,3
4198696000000898035,1,1,0
4198696000000898116,2,1,1
4198696000001045623,6,2,4
4198696000001039888,100,1,99
4198696000001040383,10,2,8
4198696000001048257,22,10,12
4198696000001096475,3,2,1
4198696000001223010,1,1,0
4198696000001481095,5,4,1
4198696000001407920,4,2,2
4198696000001407245,7,5,2
4198696000001407317,5,2,3
4198696000001406651,9,7,2
4198696000001613780,8,5,3
4198696000001614293,6,3,3
4198696000001614428,7,5,2
4198696000001614509,1,1,0
4198696000001614662,14,14,0
4198696000001615121,10,8,2
4198696000001615166,4,4,0
4198696000001613375,3,2,1
4198696000001612025,6,2,4
4198696000001612394,4,3,1
4198696000001612682,4,3,1
4198696000001612727,6,2,4
4198696000001613141,10,8,2
4198696000001610639,5,1,4
4198696000001610972,7,3,4
4198696000001611035,9,5,4
4198696000001611044,8,4,4
4198696000001611089,5,1,4
4198696000001611323,6,2,4
4198696000001611521,6,2,4
4198696000001610207,13,9,4
4198696000001674778,6,2,4
4198696000001685039,6,5,1
4198696000001791080,2,2,0
4198696000002192776,8,4,4
4198696000002318001,1,1,0
4198696000002318019,1,1,0
4198696000002572905,5,4,1
4198696000002572923,16,11,5
4198696000002614201,2,2,0
4198696000002744001,1,1,0
4198696000002797706,2,2,0
4198696000002859898,1,1,0
4198696000002957391,1,1,0
4198696000002976593,1,1,0
4198696000003215001,22,14,8
4198696000003270115,1,1,0
4198696000003454545,3,3,0
4198696000003636439,1,1,0
4198696000003722625,1,1,0
4198696000003801343,1,1,0
4198696000003844629,6,4,2
4198696000003944291,1,1,0
4198696000003972484,5,4,1
4198696000004111308,1,1,0
4198696000004126037,1,1,0
4198696000001613708,17,10,7
4198696000004126861,52,42,10
4198696000004153065,1,1,0
4198696000004190983,5,5,0
4198696000004325059,2,2,0
4198696000004394001,1,1,0
4198696000004440693,2,2,0
4198696000004483671,1,1,0
4198696000004546379,2,2,0
4198696000004546406,1,1,0
4198696000004421160,100,9,91
4198696000004421700,100,2,98
4198696000004628548,3,1,2
4198696000004629560,100,3,97
4198696000004629587,102,4,98
4198696000004777001,1,1,0
4198696000004777171,2,2,0
4198696000004832386,6,5,1
4198696000005012649,1,1,0
4198696000005037853,1,1,0
4198696000005166218,4,2,2
4198696000005279177,2,1,1
4198696000005292825,7,4,3
4198696000005304258,8,8,0
4198696000005314563,1,1,0
4198696000005321058,6,1,5
4198696000005552120,6,4,2
4198696000005614091,3,2,1
4198696000005698132,1,1,0
4198696000005766037,7,6,1
4198696000005877001,2,1,1
4198696000005905481,1,1,0
4198696000005914711,1,1,0
4198696000005914684,1,1,0
4198696000006120547,8,8,0
4198696000006285650,4,4,0
4198696000006361253,1,1,0
4198696000006380577,1,1,0
4198696000006422194,8,4,4
4198696000006422795,1,1,0
4198696000006468963,1,1,0
4198696000006545516,16,12,4
4198696000006616406,2,1,1
4198696000006201001,1,1,0
4198696000006649592,3,3,0
4198696000006753814,1,1,0
4198696000006753579,1,1,0
4198696000006753554,1,1,0
4198696000006780171,4,1,3
4198696000006818058,2,2,0
4198696000006818085,1,1,0
4198696000006923032,1,1,0
4198696000006967405,7,6,1
4198696000006967730,5,5,0
4198696000007024001,87,54,33
4198696000007116075,2,2,0
4198696000007116053,1,1,0
4198696000007151077,1,1,0
4198696000007250211,1,1,0
4198696000007365046,2,2,0
4198696000007681057,4,2,2
4198696000007892548,2,1,1
4198696000008096118,4,2,2
4198696000008096315,1,1,0
4198696000008128581,1,1,0
4198696000008289001,2,2,0
4198696000008403091,8,4,4
4198696000008352480,1,1,0
4198696000008457161,3,3,0
4198696000008545349,5,4,1
4198696000008589176,1,1,0
4198696000008589185,1,1,0
4198696000008702026,8,8,0
4198696000008761530,1,1,0
4198696000008815501,108,78,30
4198696000007812434,200,2,198
4198696000009097963,4,4,0
4198696000009136045,30,22,8
4198696000009192205,1,1,0
4198696000009136099,1,1,0
4198696000009282081,1,1,0
4198696000009446046,1,1,0
4198696000009740080,59,59,0
4198696000009530746,14,12,2
4198696000009614657,2,1,1
4198696000009774705,1,1,0
4198696000009002549,2,2,0
4198696000009895393,1,1,0
4198696000009964697,4,2,2
4198696000009988387,2,2,0
4198696000010046409,24,12,12
4198696000010346117,6,3,3
4198696000010315385,1,1,0
4198696000010346257,10,6,4
4198696000010698252,8,6,2
4198696000010315310,3,1,2
4198696000010698575,4,2,2
4198696000010767415,1,1,0
4198696000010915568,4,3,1
4198696000010936655,1,1,0
4198696000011047270,8,4,4
4198696000011207074,2,2,0
4198696000011255811,4,3,1
4198696000011064209,1,1,0
4198696000011064504,2,2,0
4198696000011107037,3,3,0
4198696000011063411,1,1,0
4198696000011063647,8,7,1
4198696000011326115,6,4,2
4198696000011326124,3,1,2
4198696000011718178,1,1,0
4198696000011718187,1,1,0
4198696000011767352,12,8,4
4198696000011874295,3,2,1
4198696000011767287,1,1,0
4198696000011909037,43,31,12
4198696000011767261,2,2,0
4198696000012064236,8,8,0
4198696000012060866,2,2,0
4198696000012176951,5,1,4
4198696000012176278,5,4,1
4198696000012342001,2,2,0
4198696000012360282,4,2,2
4198696000012371640,1,1,0
4198696000012442724,1,1,0
4198696000012524130,1,1,0
4198696000012534128,2,2,0
4198696000012467652,1,1,0
4198696000012720591,14,1,13
4198696000012819963,2,2,0
4198696000013095321,4,4,0
4198696000013112098,1,1,0
4198696000013293263,2,2,0
4198696000013360976,1,1,0
4198696000013384247,2,2,0
4198696000013663249,4,4,0
4198696000013693543,6,2,4
4198696000013855171,1,1,0
4198696000013924399,8,4,4
4198696000014221285,1,1,0
4198696000014271165,4,3,1
4198696000014271930,1,1,0
4198696000014307152,1,1,0
4198696000014419995,6,4,2
4198696000014419633,1,1,0
4198696000014500956,8,6,2
4198696000015213042,1,1,0
4198696000015465327,30,2,28
4198696000015821354,1,1,0
4198696000015950461,3,2,1
4198696000015950180,1,1,0
4198696000016060686,2,1,1
4198696000016155726,2,1,1
4198696000016204746,1,1,0
4198696000016196724,8,8,0
4198696000016245404,1,1,0
4198696000016370005,1,1,0
4198696000016366001,2,2,0
4198696000016370480,1,1,0
4198696000016620005,1,1,0
4198696000016988602,3,3,0
4198696000017013128,66,20,46
4198696000017005147,8,8,0
4198696000017111878,12,8,4
4198696000017182255,1,1,0
4198696000017581598,3,1,2
4198696000017644413,1,1,0
4198696000017644361,1,1,0
4198696000017650142,4,4,0
4198696000017812065,4,2,2
4198696000018059437,1,1,0
4198696000018170181,3,2,1
4198696000018170047,3,3,0
4198696000018234937,1,1,0
4198696000018430001,2,2,0
4198696000018476031,1,1,0
4198696000018668620,1,1,0
4198696000018673216,2,2,0
4198696000018712097,1,1,0
4198696000018712031,8,5,3
4198696000018837153,2,2,0
4198696000018863075,1,1,0
4198696000018863961,2,2,0
4198696000018902416,2,2,0
4198696000018926866,2,2,0
4198696000018934034,1,1,0
4198696000018954046,2,2,0
4198696000019179984,1,2,-1
4198696000019183023,26,26,0
4198696000019394634,1,1,0
4198696000019667217,8,7,1
4198696000019667599,1,1,0
4198696000019575114,2,2,0
4198696000019778549,6,5,1
4198696000019841342,2,2,0
4198696000019941524,1,1,0
4198696000020183145,1,1,0
4198696000020251919,1,1,0
4198696000020436309,3,2,1
4198696000020642349,1,1,0
4198696000020642446,2,2,0
4198696000020642563,1,1,0
4198696000020611523,2,2,0
4198696000020611793,2,2,0
4198696000020878051,1,1,0
4198696000020901180,2,1,1
4198696000020907089,1,1,0
4198696000020907610,8,6,2
4198696000021426934,1,1,0
4198696000021527807,2,2,0
4198696000021746532,1,1,0
4198696000021831316,16,8,8
4198696000021746322,1,1,0
4198696000022082663,1,1,0
4198696000022307190,2,2,0
4198696000022460097,1,1,0
4198696000022544766,3,3,0
4198696000022839754,2,2,0
4198696000022837460,2,1,1
4198696000022897111,1,1,0
4198696000022901746,3,3,0
4198696000023124349,1,1,0
4198696000023129616,2,2,0
4198696000023383294,2,2,0
4198696000023465306,1,1,0
4198696000023373812,6,2,4
4198696000023627623,4,2,2
4198696000023774001,1,1,0
4198696000023774569,1,1,0
4198696000024171118,2,2,0
4198696000024274198,4,4,0
4198696000024424249,1,1,0
4198696000024424260,1,1,0
4198696000024546376,1,1,0
4198696000024684952,1,1,0
4198696000024699193,1,1,0
4198696000024805299,1,1,0
4198696000024860137,1,1,0
4198696000025064625,1,1,0
4198696000000513120,211,31,180
4198696000004630046,200,3,197
4198696000018731223,4,4,0
4198696000025233540,1,1,0
4198696000025233994,1,1,0
4198696000024931034,2,2,0
4198696000025591802,1,1,0
4198696000025591715,2,2,0
4198696000001407191,2,1,1
4198696000006780328,7,2,5
4198696000012190569,7,2,5
4198696000000864460,8,5,3
4198696000000678538,5,2,3
4198696000026126402,3,3,0
4198696000012342180,2,1,1
4198696000026273007,1,1,0
4198696000022839172,60,47,13
4198696000026448730,1,1,0
4198696000026460498,2,2,0
4198696000026460782,2,2,0
4198696000026530620,1,1,0
4198696000025832226,1,1,0
4198696000000863524,6,5,1
4198696000001613366,3,1,2
4198696000026662936,2,2,0
4198696000004417745,50,2,48
4198696000017644091,6,1,5
4198696000026728512,4,3,1
4198696000026662292,1,1,0
4198696000001611197,6,4,2
4198696000026912125,1,1,0
4198696000026976115,2,2,0
4198696000000864199,6,1,5
4198696000004421547,201,4,197
4198696000027235631,1,1,0
4198696000012342992,2,1,1
4198696000000983005,7,5,2
4198696000027368624,1,1,0
4198696000027382402,1,1,0
4198696000027386409,1,1,0
4198696000027633774,1,1,0
4198696000010698753,48,6,42
4198696000016322081,10,6,4
4198696000024047735,21,21,0
4198696000013954769,2,2,0
4198696000027877014,1,1,0
4198696000027951823,1,1,0
4198696000027943199,1,1,0
4198696000006545489,16,5,11
4198696000028046163,1,1,0
4198696000028098148,2,2,0
4198696000007812371,200,3,197
4198696000000602590,42,14,28
4198696000024805572,9,5,4
4198696000007811597,200,12,188
4198696000028558835,1,1,0
4198696000004421529,200,7,193
4198696000028567226,1,1,0
4198696000015527335,35,15,20
4198696000028680001,1,1,0
4198696000028731205,1,1,0
4198696000028751113,1,1,0
4198696000016776224,9,7,2
4198696000000899016,5,1,4
4198696000028979002,1,1,0
4198696000020666420,14,9,5
4198696000029435301,1,1,0
4198696000029435279,1,1,0
4198696000029447743,2,2,0
4198696000029801551,3,2,1
4198696000005387575,3,1,2
4198696000000864766,16,9,7
4198696000004417763,151,36,115
4198696000004420033,100,2,98
4198696000004417781,101,16,85
4198696000001089091,56,50,6
4198696000000140581,100,21,79
4198696000000860860,11,9,2
4198696000000861607,15,9,6
4198696000000143542,10,10,0
4198696000000861058,9,5,4
4198696000007811759,200,16,184
4198696000007811696,204,15,189
4198696000001040950,200,18,182
4198696000000143398,10,7,3
4198696000007812173,54,21,33
4198696000007811885,202,18,184
4198696000010805120,51,15,36
4198696000007811669,202,9,193
4198696000016393090,8,8,0
4198696000000138961,31,6,25
4198696000001406705,4,2,2
4198696000015527586,12,8,4
4198696000000860923,10,5,5
4198696000010805400,109,58,51
4198696000007812146,302,8,294
4198696000015464913,33,27,6
4198696000004417961,101,2,99
4198696000007812389,201,6,195
4198696000015464904,30,11,19
4198696000015464805,89,8,81
4198696000000865117,4,2,2
4198696000000144586,11,8,3
4198696000000865135,5,2,3
4198696000004832034,3,2,1
4198696000015465336,29,2,27
4198696000015465228,30,9,21
4198696000005321013,12,6,6
4198696000020417520,19,10,9
4198696000030193909,1,1,0
4198696000030215360,2,2,0
4198696000030354647,1,1,0
4198696000030710522,1,1,0
4198696000015314494,6,3,3
4198696000001612565,9,5,4
4198696000030947950,1,1,0
4198696000030956094,1,1,0
4198696000031080659,2,2,0
4198696000031149142,1,1,0
4198696000030947043,1,1,0
4198696000031177500,2,1,1
4198696000031243568,1,1,0
4198696000026474072,10,1,9
4198696000031456653,1,1,0
4198696000000670605,2,2,0
4198696000032007001,2,2,0
4198696000015464958,30,4,26
4198696000031531391,100,2,98
4198696000031531625,100,1,99
4198696000000142291,500,1,499
4198696000031479793,100,5,95
4198696000000865765,3,1,2
4198696000012152037,6,4,2
4198696000012152958,4,4,0
4198696000033033945,1,1,0
4198696000033252859,1,1,0
4198696000033252870,1,1,0
4198696000033522601,4,4,0
4198696000004629821,53,3,50
