b.Product_ID,i.InQty,o.OutQty,On_Hand_Qty
4198696000001612538,4,2,2
4198696000001612763,4,2,2
4198696000001613051,8,4,4
4198696000001613132,13,11,2
4198696000001610459,5,1,4
4198696000001610693,5,1,4
4198696000001611251,13,10,3
4198696000001611692,5,1,4
4198696000001610045,6,4,2
4198696000001610054,15,13,2
4198696000001900324,33,26,7
4198696000002584235,1,1,0
4198696000002572707,2,1,1
4198696000002572941,25,19,6
4198696000002572887,9,6,3
4198696000002572851,17,12,5
4198696000002622737,2,2,0
4198696000002664199,3,3,0
4198696000002744139,3,2,1
4198696000001615364,6,6,0
4198696000002859196,1,1,0
4198696000002890182,1,1,0
4198696000002957541,5,5,0
4198696000002957520,4,3,1
4198696000003065056,1,1,0
4198696000003142010,20,11,9
4198696000003168074,2,2,0
4198696000003252206,5,2,3
4198696000003270280,4,3,1
4198696000003159133,24,21,3
4198696000003375207,1,1,0
4198696000003420882,2,2,0
4198696000003454191,1,1,0
4198696000003661318,1,1,0
4198696000003661606,2,2,0
4198696000003722527,8,8,0
4198696000003679421,3,1,2
4198696000003972555,11,6,5
4198696000004045554,4,2,2
4198696000003952250,4,2,2
4198696000004150034,2,2,0
4198696000004224515,1,1,0
4198696000004325131,2,1,1
4198696000004339123,2,2,0
4198696000004417862,50,1,49
4198696000004421691,102,8,94
4198696000003952644,6,3,3
4198696000004628526,1,1,0
4198696000004629767,100,2,98
4198696000004629812,50,2,48
4198696000004882544,1,1,0
4198696000004993301,2,2,0
4198696000005166526,2,2,0
4198696000005169207,17,11,6
4198696000005304441,6,4,2
4198696000005326437,1,1,0
4198696000005326797,1,1,0
4198696000005450161,1,1,0
4198696000005543660,4,4,0
4198696000005639109,2,2,0
4198696000005728422,1,1,0
4198696000005728682,1,1,0
4198696000005766377,1,1,0
4198696000005905094,1,1,0
4198696000006015001,2,2,0
4198696000006141399,1,1,0
4198696000006129197,2,2,0
4198696000006389576,2,2,0
4198696000006417274,2,2,0
4198696000006468147,1,1,0
4198696000006468278,2,2,0
4198696000006494486,5,4,1
4198696000006545287,23,15,8
4198696000006545507,20,13,7
4198696000006545534,38,25,13
4198696000006603002,24,15,9
4198696000006616038,4,4,0
4198696000006616205,1,1,0
4198696000006693100,18,12,6
4198696000006753882,12,8,4
4198696000006842046,2,2,0
4198696000006923656,6,3,3
4198696000006945010,11,7,4
4198696000006967424,5,5,0
4198696000007161089,2,2,0
4198696000007279360,2,2,0
4198696000007279369,2,2,0
4198696000007471669,5,4,1
4198696000007542181,4,4,0
4198696000007542147,1,1,0
4198696000007752621,1,1,0
4198696000007762182,14,4,10
4198696000008128104,1,1,0
4198696000008352163,1,1,0
4198696000008352489,1,1,0
4198696000008394638,5,1,4
4198696000008581051,12,8,4
4198696000008899273,2,2,0
4198696000008713423,6,3,3
4198696000008726514,3,3,0
4198696000008871035,1,1,0
4198696000007811948,200,1,199
4198696000007812038,200,200,0
4198696000007811417,508,508,0
4198696000009033294,1,1,0
4198696000009249001,2,2,0
4198696000009409576,2,2,0
4198696000009409885,1,1,0
4198696000009417207,2,2,0
4198696000009449562,2,1,1
4198696000009895291,1,1,0
4198696000009964065,1,1,0
4198696000010251001,4,2,2
4198696000010341763,2,2,0
4198696000010435172,1,1,0
4198696000010435322,2,2,0
4198696000010464495,2,1,1
4198696000010609873,1,1,0
4198696000010636979,2,2,0
4198696000010698588,1,1,0
4198696000010703157,5,5,0
4198696000010767321,1,1,0
4198696000010703671,2,2,0
4198696000010840522,1,1,0
4198696000010936677,12,4,8
4198696000011207153,2,2,0
4198696000011207234,1,1,0
4198696000011064200,5,2,3
4198696000011064365,2,2,0
4198696000011107010,2,2,0
4198696000010978478,2,2,0
4198696000011326133,6,5,1
4198696000011326297,5,5,0
4198696000011274060,2,1,1
4198696000011393119,1,1,0
4198696000011516230,2,2,0
4198696000011516539,4,2,2
4198696000011594792,1,1,0
4198696000011843001,1,1,0
4198696000011874791,4,2,2
4198696000011940232,1,1,0
4198696000011718373,2,1,1
4198696000012103090,2,1,1
4198696000012108006,36,24,12
4198696000012152540,11,8,3
4198696000012152330,4,2,2
4198696000012225188,4,2,2
4198696000012301300,3,2,1
4198696000012316116,4,2,2
4198696000012371082,11,9,2
4198696000012410063,10,2,8
4198696000012410108,8,2,6
4198696000012410740,2,2,0
4198696000012467094,1,1,0
4198696000012057110,1,1,0
4198696000012700730,1,1,0
4198696000012700963,36,36,0
4198696000012819432,3,1,2
4198696000012887033,23,17,6
4198696000012887096,3,1,2
4198696000012887314,1,1,0
4198696000013095054,2,2,0
4198696000013360950,3,3,0
4198696000013387033,1,1,0
4198696000013582513,2,1,1
4198696000013663389,1,1,0
4198696000013967165,2,2,0
4198696000014025212,11,9,2
4198696000014062233,3,3,0
4198696000014062597,12,8,4
4198696000014168005,1,1,0
4198696000014482999,1,1,0
4198696000014811139,2,2,0
4198696000014974525,1,1,0
4198696000015063122,1,1,0
4198696000015164463,1,1,0
4198696000015164871,3,3,0
4198696000015464823,20,20,0
4198696000015527562,4,3,1
4198696000015683491,1,1,0
4198696000015724294,2,2,0
4198696000015715559,1,1,0
4198696000015724038,1,1,0
4198696000015864047,12,8,4
4198696000016196715,8,8,0
4198696000016322488,6,5,1
4198696000016633123,4,2,2
4198696000016633870,1,1,0
4198696000016723503,1,1,0
4198696000016723650,1,1,0
4198696000016994305,4,2,2
4198696000017182102,1,1,0
4198696000017761543,1,1,0
4198696000018053586,4,4,0
4198696000018170458,4,3,1
4198696000018263046,6,4,2
4198696000018263557,2,2,0
4198696000018430019,3,3,0
4198696000018531576,2,2,0
4198696000018668417,25,12,13
4198696000018712352,1,1,0
4198696000018837669,4,4,0
4198696000018863241,2,2,0
4198696000018902631,1,1,0
4198696000019061970,1,1,0
4198696000019076459,3,3,0
4198696000019179962,1,1,0
4198696000019243771,2,2,0
4198696000019394010,1,1,0
4198696000019671381,9,3,6
4198696000019785073,4,4,0
4198696000019764960,3,3,0
4198696000019836007,2,2,0
4198696000020072314,1,1,0
4198696000020314298,4,4,0
4198696000020372215,2,2,0
4198696000020417484,14,9,5
4198696000020642545,1,1,0
4198696000021065175,1,1,0
4198696000021432642,1,1,0
4198696000021831651,1,1,0
4198696000021746033,1,1,0
4198696000022082001,2,2,0
4198696000022128246,4,4,0
4198696000022148001,2,2,0
4198696000022148550,2,2,0
4198696000022194497,4,4,0
4198696000022303390,1,1,0
4198696000022588033,1,1,0
4198696000022588188,3,3,0
4198696000022597549,1,1,0
4198696000022837150,1,1,0
4198696000022937864,2,2,0
4198696000023215162,1,1,0
4198696000023379064,2,2,0
4198696000023573120,1,1,0
4198696000023704706,1,1,0
4198696000024036140,1,1,0
4198696000024274878,1,1,0
4198696000024699184,1,1,0
4198696000024699302,1,1,0
4198696000024699587,8,5,3
4198696000025079444,1,1,0
4198696000025140589,1,1,0
4198696000000864550,8,4,4
4198696000001407731,2,1,1
4198696000000836232,18,6,12
4198696000025644854,1,1,0
4198696000024931561,5,3,2
4198696000008128572,8,6,2
4198696000025869921,1,1,0
4198696000004420105,100,1,99
4198696000000861985,5,3,2
4198696000026045364,1,1,0
4198696000026057291,1,1,0
4198696000026351357,1,1,0
4198696000026427490,2,2,0
4198696000000678979,5,2,3
4198696000026460001,1,1,0
4198696000026460538,1,1,0
4198696000026530979,1,1,0
4198696000001407092,4,2,2
4198696000026638435,1,1,0
4198696000026763097,1,1,0
4198696000027037791,1,1,0
4198696000000861292,10,3,7
4198696000027117992,2,2,0
4198696000027125609,1,1,0
4198696000027244040,2,2,0
4198696000027363135,1,1,0
4198696000020811181,11,6,5
4198696000027374964,2,2,0
4198696000015965072,8,3,5
4198696000000137215,6,3,3
4198696000027754986,1,1,0
4198696000015145084,5,3,2
4198696000027868863,1,1,0
4198696000027943795,1,1,0
4198696000027947415,1,1,0
4198696000028021366,1,1,0
4198696000000142111,10,1,9
4198696000000678286,2,2,0
4198696000028104310,8,8,0
4198696000028104152,1,1,0
4198696000028104464,1,1,0
4198696000004629713,50,1,49
4198696000004629408,202,3,199
4198696000018668142,30,6,24
4198696000028303888,1,1,0
4198696000011064468,4,4,0
4198696000000864928,4,1,3
4198696000001406903,4,1,3
4198696000012342131,12,3,9
4198696000028558824,1,1,0
4198696000000513129,10,4,6
4198696000000860905,18,16,2
4198696000028958118,2,2,0
4198696000000898998,5,1,4
4198696000029319179,1,1,0
4198696000000860590,3,2,1
4198696000029326974,1,1,0
4198696000029374072,1,1,0
4198696000000864037,5,2,3
4198696000000144667,18,17,1
4198696000000863209,22,10,12
4198696000004421178,109,15,94
4198696000000677638,4,2,2
4198696000007812479,51,23,28
4198696000000137125,27,8,19
4198696000007812290,101,21,80
4198696000004421754,100,8,92
4198696000009249432,10,5,5
4198696000000899394,43,22,21
4198696000004629956,50,5,45
4198696000000864352,4,3,1
4198696000015465147,30,9,21
4198696000010848119,202,7,195
4198696000000862417,7,6,1
4198696000015464697,30,2,28
4198696000000602410,168,48,120
4198696000000141031,50,5,45
4198696000000678214,4,2,2
4198696000000140194,10,3,7
4198696000021925003,10,10,0
4198696000029885836,1,1,0
4198696000029374316,1,1,0
4198696000013354829,11,6,5
4198696000029926159,2,2,0
4198696000030124430,2,2,0
4198696000030181778,1,1,0
4198696000030248803,1,1,0
4198696000030354227,1,1,0
4198696000016933169,3,2,1
4198696000014221959,2,1,1
4198696000031091238,1,1,0
4198696000031553145,1,1,0
4198696000000144604,26,6,20
4198696000000136702,26,7,19
4198696000031591027,1,1,0
4198696000018262412,3,1,2
4198696000031553676,1,1,0
4198696000000678484,5,2,3
4198696000000142507,72,72,0
4198696000000141067,40,1,39
4198696000000138862,100,1,99
4198696000032220730,1,1,0
4198696000032412020,1,1,0
4198696000032471618,1,1,0
4198696000032479662,1,1,0
4198696000032909334,2,2,0
4198696000033252090,1,1,0
4198696000014238384,3,2,1
4198696000033545248,1,1,0
4198696000033545151,1,1,0
4198696000000865369,2,1,1
4198696000001610261,5,3,2
4198696000032412576,4,2,2
4198696000000866197,2,1,1
4198696000018863774,2,1,1
4198696000033573523,2,2,0
4198696000000138547,6,6,0
4198696000000142309,500,2,498
4198696000000143767,11,1,10
4198696000000144388,10,3,7
4198696000000138727,51,2,49
4198696000000588223,10,1,9
4198696000000679024,7,5,2
4198696000000865720,5,2,3
4198696000000862219,6,5,1
4198696000000864847,6,3,3
4198696000000864919,7,3,4
4198696000000898701,6,1,5
4198696000001407785,2,1,1
4198696000001614149,3,3,0
4198696000001614770,12,8,4
4198696000001674949,9,9,0
4198696000002572950,4,3,1
4198696000004116299,8,6,2
4198696000004440476,1,1,0
4198696000005169164,3,2,1
4198696000008656236,8,4,4
4198696000010661265,4,4,0
4198696000010661457,2,2,0
4198696000010799676,5,3,2
4198696000011638001,3,3,0
4198696000013593409,5,1,4
4198696000014702022,1,1,0
4198696000026140244,1,1,0
4198696000027122771,1,1,0
4198696000003952195,6,3,3
4198696000030971992,1,1,0
4198696000001089370,9.05,2.3000000000000003,6.75
4198696000001715735,1,1,0
4198696000004421475,50,7,43
4198696000004421016,48,9,39
4198696000005139022,5,4,1
4198696000005914666,3,3,0
4198696000009774714,1,1,0
4198696000011064374,4,2,2
4198696000012887069,5,3,2
4198696000013954285,2,1,1
4198696000016070190,4,4,0
4198696000000602311,336,17,319
4198696000000899538,24,14,10
4198696000000136990,6,6,0
4198696000016620501,4,2,2
4198696000000141868,102,13,89
4198696000001041022,200,25,175
4198696000004161526,9,4.6,4.4
4198696000007812101,203,12,191
4198696000004417889,100,10,90
4198696000001045425,5,3,2
4198696000000670146,4,2,2
4198696000000143866,10,4,6
4198696000000678394,8,6,2
4198696000000677764,3,1,2
4198696000000677197,1,0.2,0.8
4198696000000863470,10,2,8
4198696000001085209,6,6,0
4198696000001408010,8,7,1
4198696000001612970,10,8,2
4198696000001611683,5,1,4
4198696000001868221,8,8,0
4198696000003590902,3,3,0
4198696000004126870,57,53,4
4198696000004150025,4,2,2
4198696000004910758,4,3,1
4198696000005166196,4,2,2
4198696000007279522,1,1,0
4198696000007471161,2,2,0
4198696000007509206,26,18,8
4198696000008244169,4,1,3
4198696000008594029,1,1,0
4198696000009817572,4,4,0
4198696000009852001,10,5,5
4198696000011064401,1,1,0
4198696000011413397,1,1,0
4198696000012360318,8,2,6
4198696000012887042,6,4,2
4198696000013400204,1,1,0
4198696000017105131,2,1,1
4198696000017213045,1,1,0
4198696000020424657,2,2,0
4198696000020666124,2,1,1
4198696000022650179,1,1,0
4198696000024684865,10,6,4
4198696000024806075,1,1,0
4198696000026448218,1,1,0
4198696000000670074,4,2,2
4198696000000899376,365,305,60
4198696000012342140,8,5,3
4198696000000588358,45,45,0
4198696000000137638,50,,50
4198696000000139519,30,,30
4198696000000138169,50,,50
4198696000000138007,50,,50
4198696000000144559,50,,50
4198696000000139942,10,,10
4198696000000140446,10,,10
4198696000000140014,10,,10
4198696000000140041,10,,10
4198696000000140068,10,,10
4198696000000137377,6,,6
4198696000000142345,100,,100
4198696000000139267,10,,10
4198696000000142885,20,,20
4198696000000144397,10,,10
4198696000000144442,50,,50
4198696000000670560,5,,5
4198696000000678430,4,,4
4198696000000678079,2,,2
4198696000000677539,2,,2
4198696000000678556,2,,2
4198696000000861247,3,,3
4198696000000864271,3,,3
4198696000000865792,2,,2
4198696000000863272,6,,6
4198696000000866242,2,,2
4198696000000865495,1,,1
4198696000000864775,1,,1
4198696000000899727,12,,12
4198696000000898656,5,,5
4198696000000898692,5,,5
4198696000000898845,2,,2
4198696000000897414,2,,2
4198696000000897711,2,,2
4198696000001046685,5,,5
4198696000001046802,5,,5
4198696000001040311,5,,5
4198696000001040554,20,,20
4198696000001041139,24,,24
4198696000001408091,2,,2
4198696000001408298,2,,2
4198696000001407101,2,,2
4198696000001407164,2,,2
4198696000001406570,2,,2
4198696000001407398,2,,2
4198696000001614572,1,,1
4198696000001612601,2,,2
4198696000001612808,2,,2
4198696000001610963,4,,4
4198696000003722130,1,,1
4198696000004150088,2,,2
4198696000003952892,3,,3
4198696000004629866,100,,100
4198696000004832452,3,,3
4198696000005235161,1,,1
4198696000006998311,1,,1
4198696000007440296,1,,1
4198696000008788378,2,,2
4198696000007812344,200,,200
4198696000010820041,2,,2
4198696000010547460,3,,3
4198696000005387602,4,,4
4198696000011064321,1,,1
4198696000011490745,1,,1
4198696000011490754,1,,1
4198696000012114631,4,,4
4198696000012182376,4,,4
4198696000012182385,2,,2
4198696000012182403,2,,2
4198696000012190542,2,,2
4198696000012240128,7,,7
4198696000012342902,2,,2
4198696000012819423,1,,1
4198696000013593067,1,,1
4198696000015063489,3,,3
4198696000015465156,30,,30
4198696000015960059,2,,2
4198696000016933765,4,,4
4198696000016988970,2,,2
4198696000016991199,2,,2
4198696000018627782,50,,50
4198696000019061709,2,,2
4198696000019870587,2,,2
4198696000023573091,1,,1
4198696000031456709,1,,1
4198696000031531638,100,,100
4198696000031531359,100,,100
4198696000032899639,1,,1
4198696000033358033,2,,2
4198696000000136909,6,,6
4198696000000138358,20,,20
4198696000000143650,10,,10
4198696000000143092,5,,5
4198696000000143731,10,,10
4198696000000142912,20,,20
4198696000000677548,4,,4
4198696000000678808,5,,5
4198696000000863731,4,,4
4198696000000860680,2,,2
4198696000000898926,10,,10
4198696000001046145,1,,1
4198696000001039834,20,,20
4198696000001040905,10,,10
4198696000001408289,1,,1
4198696000001613870,1,,1
4198696000001610747,4,,4
4198696000008581198,2,,2
4198696000011490049,1,,1
4198696000012410090,4,,4
4198696000013478659,1,,1
4198696000015706153,1,,1
4198696000016933494,4,,4
4198696000018063535,1,,1
4198696000000143983,20,,20
4198696000000139627,50,,50
4198696000000141112,36,1,35
4198696000000142084,62,12,50
4198696000000142174,60,12,48
4198696000000140185,10,1,9
4198696000000137071,6,2,4
4198696000000143155,20,6,14
4198696000000142489,100,1,99
4198696000000143938,10,2,8
4198696000000142534,20,5,15
4198696000000142714,24,1,23
4198696000000143587,110,44,66
4198696000000588313,20,3,17
4198696000000602581,42,4,38
4198696000000670533,6,4,2
4198696000000669660,4,2,2
4198696000000669894,5,1,4
4198696000000669822,10,8,2
4198696000000678610,5,1,4
4198696000000677341,2,1,1
4198696000000678169,2,1,1
4198696000000678223,8,5,3
4198696000000678097,4,1,3
4198696000000677521,2,2,0
4198696000000677827,14,12,2
4198696000000677845,9,8,1
4198696000000679438,12,12,0
4198696000000678547,5,1,4
4198696000000836205,6,1,5
4198696000000836250,212,137,75
4198696000000844246,12,12,0
4198696000000862624,6,1,5
4198696000000861193,3,1,2
4198696000000865855,3,1,2
4198696000000863182,42,30,12
4198696000000863407,13,10,3
4198696000000863605,16,8,8
4198696000000861706,41,24,17
4198696000000861868,11,8,3
4198696000000861922,31,21,10
4198696000000862489,12,7,5
4198696000000862498,14,11,3
4198696000000862507,34,27,7
4198696000000865261,10,6,4
4198696000000865225,18,16,2
4198696000000864829,6,1,5
4198696000000865027,10,5,5
4198696000000865063,10,4,6
4198696000000897297,2,2,0
4198696000000897594,1,1,0
4198696000000897792,2,1,1
4198696000000898269,1,1,0
4198696000001045731,5,1,4
4198696000001045857,5,2,3
4198696000001046037,5,1,4
4198696000001046082,4,1,3
4198696000001046766,5,5,0
4198696000001039726,100,3,97
4198696000001040221,2,1,1
4198696000001048248,10,1,9
4198696000001096511,3,1,2
4198696000001096556,3,2,1
4198696000001096565,5,3,2
4198696000001300164,7,5,2
4198696000001466068,2,2,0
4198696000001407029,3,1,2
4198696000001406849,14,6,8
4198696000001613834,3,1,2
4198696000001614158,6,5,1
4198696000001614671,4,2,2
4198696000001614707,4,2,2
4198696000001614779,3,1,2
4198696000001614905,8,6,2
4198696000001615175,4,2,2
4198696000001613438,1,1,0
4198696000001613474,8,6,2
4198696000001612061,6,4,2
4198696000001612106,6,4,2
4198696000001612187,2,1,1
4198696000001612853,23,17,6
4198696000001613114,12,6,6
4198696000001611584,37,28,9
4198696000001629878,1,1,0
4198696000001674225,1,1,0
4198696000001685156,3,1,2
4198696000001730051,2,2,0
4198696000001783304,3,1,2
4198696000001969219,4,4,0
4198696000002097134,116,97,19
4198696000002124040,63,54,9
4198696000002192557,10,4,6
4198696000002192684,3,2,1
4198696000002572842,22,11,11
4198696000002722385,1,1,0
4198696000000865441,3,3,0
4198696000002957550,4,2,2
4198696000003013783,1,1,0
4198696000003142119,1,1,0
4198696000003270371,8,4,4
4198696000003420102,2,2,0
4198696000003420417,1,1,0
4198696000003484327,6,5,1
4198696000003420767,2,2,0
4198696000003937019,1,1,0
4198696000003937547,11,8,3
4198696000004161458,10,4,6
4198696000004241001,2,2,0
4198696000004325095,3,2,1
4198696000004417844,51,4,47
4198696000004546678,3,3,0
4198696000004421646,201,2,199
4198696000003952973,3,1,2
4198696000004618821,2,2,0
4198696000004655456,21,10,11
4198696000004683100,13,3,10
4198696000004777146,1,1,0
4198696000004906660,2,1,1
4198696000004910485,2,2,0
4198696000004911730,1,1,0
4198696000004950152,1,1,0
4198696000004950444,3,3,0
4198696000004993271,1,1,0
4198696000005166981,18,10,8
4198696000005376064,8,4,4
4198696000005387656,4,2,2
4198696000005433090,2,2,0
4198696000005493161,1,1,0
4198696000005531652,1,1,0
4198696000005639063,2,2,0
4198696000005639972,2,2,0
4198696000005728001,2,2,0
4198696000005829269,2,2,0
4198696000005387683,25,17,8
4198696000005939446,1,1,0
4198696000005984572,6,6,0
4198696000006040368,2,1,1
4198696000006120366,1,1,0
4198696000006201102,1,1,0
4198696000006102082,3,3,0
4198696000006361828,4,2,2
4198696000006422185,6,4,2
4198696000006449337,8,6,2
4198696000006515051,3,3,0
4198696000006545355,6,2,4
4198696000006532729,9,8,1
4198696000006603087,6,6,0
4198696000006745546,2,2,0
4198696000006842525,3,1,2
4198696000006945795,3,1,2
4198696000006998198,2,2,0
4198696000007221246,2,2,0
4198696000007221598,4,2,2
4198696000005387557,8,3,5
4198696000006904433,3,2,1
4198696000007837141,2,2,0
4198696000007923151,1,1,0
4198696000007991338,2,2,0
4198696000008242792,1,1,0
4198696000008244582,1,1,0
4198696000008244464,13,11,2
4198696000008352908,1,1,0
4198696000008394686,2,2,0
4198696000008457046,1,1,0
4198696000008457368,6,4,2
4198696000008815050,4,1,3
4198696000008788406,2,2,0
4198696000008815400,2,2,0
4198696000008817836,1,1,0
4198696000008871152,2,2,0
4198696000007811768,200,6,194
4198696000008906237,20,14,6
4198696000009259921,3,3,0
4198696000009305082,4,3,1
4198696000009503083,1,1,0
4198696000009719108,2,2,0
4198696000009719402,2,2,0
4198696000009852664,1,1,0
4198696000009988378,7,6,1
4198696000010346035,2,2,0
4198696000010390333,6,6,0
4198696000010435090,1,1,0
4198696000010617072,1,1,0
4198696000010661113,6,2,4
4198696000010345814,8,6,2
4198696000010799141,7,3,4
4198696000010840221,1,1,0
4198696000010840798,1,1,0
4198696000011159159,1,1,0
4198696000011228404,3,3,0
4198696000011064432,1,1,0
4198696000011063488,6,2,4
4198696000011409491,1,1,0
4198696000011409518,1,1,0
4198696000011414238,1,1,0
4198696000011482471,1,1,0
4198696000011490145,4,1,3
4198696000011516145,48,40,8
4198696000011533398,1,1,0
4198696000011834190,15,11,4
4198696000011874872,6,4,2
4198696000011909010,30,30,0
4198696000011909131,2,2,0
4198696000011909750,1,1,0
4198696000012176260,7,6,1
4198696000012239103,1,1,0
4198696000012368066,6,2,4
4198696000012410722,4,4,0
4198696000012835155,1,1,0
4198696000012835483,3,2,1
4198696000012887051,10,6,4
4198696000013010434,3,2,1
4198696000013107665,2,2,0
4198696000013224865,1,1,0
4198696000013299475,3,3,0
4198696000013582313,1,1,0
4198696000013593103,2,1,1
4198696000013967812,4,2,2
4198696000014062764,1,1,0
4198696000014163666,3,3,0
4198696000014184041,3,2,1
4198696000014527998,8,8,0
4198696000015063310,2,2,0
4198696000015289041,1,1,0
4198696000015399794,3,3,0
4198696000015465111,30,1,29
4198696000015683090,2,2,0
4198696000015715906,1,1,0
4198696000015745212,2,2,0
4198696000015965090,4,4,0
4198696000016196486,6,4,2
4198696000016370489,6,4,2
4198696000016846799,6,5,1
4198696000017003423,1,1,0
4198696000017018047,3,3,0
4198696000017105371,2,2,0
4198696000017105739,1,1,0
4198696000017182240,2,2,0
4198696000017385096,4,4,0
4198696000017581935,13,7,6
4198696000017818362,2,2,0
4198696000017831054,2,2,0
4198696000018140125,4,2,2
4198696000018430343,8,8,0
4198696000018523362,1,1,0
4198696000018727667,1,1,0
4198696000018835625,2,2,0
4198696000019011090,2,1,1
4198696000019076643,1,1,0
4198696000019076477,2,2,0
4198696000019243496,2,1,1
4198696000019671545,2,2,0
4198696000019802722,2,1,1
4198696000020112450,1,1,0
4198696000020105169,2,2,0
4198696000020315114,1,1,0
4198696000020315633,1,1,0
4198696000020319044,1,1,0
4198696000020621507,3,2,1
4198696000020666113,2,1,1
4198696000020885853,1,1,0
4198696000020914342,2,2,0
4198696000021336061,2,2,0
4198696000021432837,2,2,0
4198696000021550288,1,1,0
4198696000021802338,2,2,0
4198696000021802445,2,1,1
4198696000022128077,1,1,0
4198696000022280979,3,2,1
4198696000022303526,1,1,0
4198696000022376628,1,1,0
4198696000022453003,1,1,0
4198696000022646495,1,1,0
4198696000022937573,1,1,0
4198696000023132261,1,1,0
4198696000023138395,1,1,0
4198696000023373926,6,2,4
4198696000023429263,1,1,0
4198696000023434161,1,1,0
4198696000024192167,4,2,2
4198696000024145339,2,2,0
4198696000024424686,4,1,3
4198696000024527001,10,1,9
4198696000024597534,3,3,0
4198696000024993321,1,1,0
4198696000024860556,2,2,0
4198696000024912395,1,1,0
4198696000025079164,3,1,2
4198696000025190320,1,1,0
4198696000017756122,1,1,0
4198696000025233664,2,2,0
4198696000025503775,2,2,0
4198696000011594602,4,3,1
4198696000025779511,1,1,0
4198696000019243288,3,1,2
4198696000025882441,1,1,0
4198696000016366066,4,3,1
4198696000000669876,12,2,10
4198696000012114694,6,2,4
4198696000000677575,9,7,2
4198696000026010003,2,2,0
4198696000026045919,1,1,0
4198696000000670119,16,7,9
4198696000026136782,1,1,0
4198696000026126083,4,4,0
4198696000024805563,11,8,3
4198696000024250315,2,2,0
4198696000025639163,10,7,3
4198696000026448719,1,1,0
4198696000026460133,1,1,0
4198696000026530005,1,1,0
4198696000026565654,1,1,0
4198696000026631705,1,1,0
4198696000000136981,6,3,3
4198696000026664892,2,2,0
4198696000015464886,30,3,27
4198696000001407641,2,1,1
4198696000024532306,3,2,1
4198696000026857221,1,1,0
4198696000008585077,2,1,1
4198696000000602347,336,18,318
4198696000026966379,2,2,0
4198696000027037765,1,1,0
4198696000027117498,1,1,0
4198696000027125620,1,1,0
4198696000027297331,2,2,0
4198696000027301074,2,2,0
4198696000008289069,12,2,10
4198696000027363001,2,2,0
4198696000000899826,24,11,13
4198696000027855012,1,1,0
4198696000004420006,100,3,97
4198696000018794904,3,1,2
4198696000028104689,1,1,0
4198696000021205686,38,18,20
4198696000028306068,1,1,0
4198696000004629992,200,8,192
4198696000001407722,5,2,3
4198696000028427234,2,2,0
4198696000001613420,2,1,1
4198696000028622179,1,1,0
4198696000000141454,40,4,36
4198696000024343181,2,1,1
4198696000028558986,1,1,0
4198696000028722869,1,1,0
4198696000028910438,2,2,0
4198696000001612358,4,2,2
4198696000029015520,1,1,0
4198696000001406831,3,2,1
4198696000029326569,2,2,0
4198696000029368515,1,1,0
4198696000029368894,1,1,0
4198696000029435246,1,1,0
4198696000029447709,2,2,0
4198696000029836003,2,2,0
4198696000000139366,257,46,211
4198696000000139708,1000,80,920
4198696000000844003,48,42,6
4198696000004421142,100,41,59
4198696000000140986,51,5,46
4198696000001089244,64,35,29
4198696000000861697,12,10,2
4198696000007811390,300,12,288
4198696000007811471,122,21,101
4198696000000142237,500,20,480
4198696000010805102,50,5,45
4198696000007454746,51,27,24
4198696000000863461,12,6,6
4198696000007812110,202,11,191
4198696000007365202,10,6,4
4198696000010820015,4,2,2
4198696000000670632,2,2,0
4198696000015464670,60,15,45
4198696000015464706,31,3,28
4198696000018627773,50,10,40
4198696000000861418,4,2,2
4198696000000679636,12,7,5
4198696000000861364,10,7,3
4198696000015464922,30,5,25
4198696000000142129,12,5,7
4198696000020314365,7,3,4
4198696000019841664,88,62,26
4198696000018668061,30,10,20
4198696000018668115,30,3,27
4198696000012342965,4,2,2
4198696000004629920,50,6,44
4198696000000862516,5,3,2
4198696000029926830,1,1,0
4198696000001407776,2,1,1
4198696000000865783,5,3,2
4198696000030124963,1,1,0
4198696000011594454,2,1,1
4198696000030181573,1,1,0
4198696000030232213,1,1,0
4198696000030354570,2,2,0
4198696000004483936,2,1,1
4198696000030418386,2,2,0
4198696000003679403,4,3,1
4198696000030744465,2,2,0
4198696000030947961,1,1,0
4198696000000862588,3,1,2
4198696000031086688,1,1,0
4198696000018627962,30,3,27
4198696000031465035,1,1,0
4198696000031406403,1,1,0
4198696000001040725,21,1,20
4198696000000143605,30,9,21
4198696000001040986,200,2,198
4198696000015465264,30,3,27
4198696000004421583,199,3,196
4198696000032151311,2,2,0
4198696000009029605,2,1,1
4198696000032240557,1,1,0
4198696000000136522,6,1,5
4198696000016430122,2,1,1
4198696000032257902,1,1,0
4198696000000144019,20,2,18
4198696000000143992,20,2,18
4198696000004421313,198,2,196
4198696000032412565,2,2,0
4198696000015464832,30,2,28
4198696000033033174,1,1,0
4198696000031531722,30,2,28
4198696000012152504,4,2,2
4198696000012152940,4,2,2
4198696000001615040,4,2,2
4198696000033148644,1,1,0
4198696000033269316,2,2,0
4198696000004421484,100,52,48
4198696000001040923,6,1,5
4198696000032401148,1,1,0
4198696000033376181,1,1,0
4198696000033386570,1,1,0
4198696000007812155,301,2,299
4198696000033554070,1,1,0
4198696000018627719,50,3,47
4198696000018668106,31,11,20
4198696000033545069,2,2,0
4198696000000863425,11,2,9
