Item Name,Quantity,Sales Value,Avg Price
HULE ESTAB HY TUCSON IX35 10-ELANTRA 07- KIA SPORTAGE DEL,2.00,"2,654.87","2,654.87"
HULE ESTAB TY COROLLA ALTIS 04-14 V/USA DEL JP2428 duplicate/duplicado of/de 800-3766,2.00,"3,539.82","3,539.82"
HULE ESTABILIZADOR DELANTERO HONDA CRV 07-16 M-18X39X40 51306-SWA-A01,2.00,"1,238.94","1,238.94"
HULE ESTABILIZADOR DELANTERO HYUNDAI SANTA FE VERACRUZ 06-12 -H1-STAREX-08-20 (Tensora)-M- 26.5X41X48,2.00,"1,769.91","1,769.91"
HULE ESTABILIZADOR DELANTERO NISSAN SENTRA B13 M-28X41X39,8.00,"7,079.64","1,769.91"
HULE ESTABILIZADOR DELANTERO TOYOTA HILUX VIGO 4X4 06-15 M-28.5X48X48,4.00,"4,955.76","2,477.88"
HULE ESTABILIZADORA  TRASERA  MOD: MIT-LANCER /00-,2.00,"1,946.89","1,946.89"
HULE ESTABILIZADORA DELANTERA / MOD: TOYOTA -COROLLA- CORAXI-ALTIS-A /00-18 4X2 /M.17X36X41,4.00,"7,492.00","7,492.00"
HULE ESTABILIZADORA DELANTERA MAZDA BT50 06-11 4X2 4X4,2.00,"1,953.98","1,953.98"
HULE ESTABILIZADORA DELANTERA MITSUBISHI NATIVA SPORT 97-15- CENTRAL M-29X40X39,4.00,"6,725.66","6,725.66"
HULE ESTABILIZADORA DELANTERA TUCSON 2016-2020,2.00,"3,256.64","3,256.64"
HULE SOP CREMALLERA RH TOYOTA RAV4 94-00 M-51X72X37,2.00,"6,350.44","3,175.22"
HULE SOPORTE CREMALLERA RH NISSAN SENTRA B13-B14 HIDRAULICO M-45X51X37,1.00,"2,035.40","2,035.40"
HULE TENSORA DATSUN 1500 UNIVERSAL 9X29X19,8.00,"2,123.89","2,123.89"
HULE TENSORA DELANTERA HYUNDAI STAREX H1/PORTER,6.00,"10,088.50","5,044.25"
HULE TENSORA DELANTERA TIPO KIT MOD NISSAN D21 85-97,2.00,"12,566.37","12,566.37"
HULE TIJERETA DLNT.BESTA/TOPIC - 0S083-34-840,1.00,"2,566.37","2,566.37"
HULE TIJERETA TRAS.BESTA/TOPIC - 0S083-34-830,1.00,"2,389.38","2,389.38"
HULE VARILLA ESTAB (2) TOYOTA SEQUOIA 2001-2002 27-28 mm/TOYOTA SEQUOIA 2003-2007 27-28mm /TOYOTA TACOMA 4X2 2005-2013 27-28 mm /TOYOTA TACOMA PRERU,1.00,"8,711.50","8,711.50"
HULE- EST- HYUNDAI- 10-07-13- KIA - PICANTO -04-11M- 19X34X44,2.00,"1,769.91","1,769.91"
HULE-BAL-TRAS-NISSAN-720-FRESADO-GRUESO M- 18X40X36,4.00,"3,539.82","3,539.82"
HULE-BAL-TRAS-NISSAN-D21-DELGADO M-19X33X36,8.00,"3,539.82","3,539.82"
HULE-EST-DEL-MAZDA-3-03-12 M-17X45X48,2.00,"5,840.71","5,840.71"
HULE-EST-TRAS-HONDA-CIVIC-06-15-M- 10X29X26,6.00,"8,495.58","2,831.86"
Hul-Est-Del-Kia-Picanto-11-17-M-18X34X44,8.00,"12,035.40","4,011.80"
Hul-Est-Del-Kia-Rio-11-21-M-16X44X45,4.00,"3,814.16","1,907.08"
Hul-Est-Tras-Hyundai-Accent-Verna-94-05 M-14X34X34,8.00,"4,162.84","1,040.71"
Hul-Est-Tras-Hyundai-Starex-H1-97-07 M- 19X38X36 (Maestra),2.00,"2,654.87","2,654.87"
Hule Est Del Nissan D22 Frontier 4x2 M-16x42x29,2.00,"1,238.94","1,238.94"
Hule Est Del Suzuki APV M-20X33X43,4.00,"4,417.69","2,208.85"
Hule Est Del Suzuki Switf 11-17 M-23X42X48,4.00,"8,538.06","4,269.03"
Hule Estab Del Mit Lancer Evolution 07-18 M-20x37x45.5,2.00,"2,279.65","2,279.65"
Hule Estab Del Nissan Xtrail T31 T32 Qashqai 07-15,6.00,"9,727.43","3,242.48"
Hule Sop Cremallera LH Nissan Sentra B13 B14,1.00,"1,415.93","1,415.93"
Hule Sop Cremallera LH Toyota Yaris Echo 99-05,3.00,"5,044.25","2,522.12"
Hule Sop Cremallera RH Toyota Corolla AE100,4.00,"5,529.19","1,382.30"
Hule-Bal-Toyota-Hilux-Corto-Kb-Trooper-D- Max-Uretano M-18X30X36,8.00,"4,955.75","4,955.75"
Hule-Bal-Tras-Nissan-D21-Delgado M- 19X33X36,8.00,"6,371.68","6,371.68"
Hule-Bal-Tras-Nissan-Navara-D40-Largo M- 19X33X52,4.00,"4,955.75","4,955.75"
Hule-Comp-Toyota-Jeep-Universal-Conico- Uretano-M-16X28X18,14.00,"9,911.51","4,955.76"
Hule-Est-Del-Daihatsu-Terios-98-05 M-20X30X28,2.00,"2,477.88","2,477.88"
Hule-Est-Del-Daihatsu-Terios-Bego-06-16 M-20X39X35,2.00,"2,654.87","2,654.87"
Hule-Est-Del-Geely-GC2-14-18,6.00,"6,902.64","2,300.88"
Hule-Est-Del-Honda-CRV-02-06 M- 26X36X46,2.00,"1,592.92","1,592.92"
Hule-Est-Del-Honda-CRV-02-06 M-26X36X46,2.00,"1,302.65","1,302.65"
Hule-Est-Del-Honda-CRV-96-01 M-24X35X40,4.00,"2,605.30","1,302.65"
Hule-Est-Del-Honda-Civic-06-11M-23X42X45,2.00,"1,415.93","1,415.93"
Hule-Est-Del-Hyundai l10-13-18 M-19X34X44,4.00,"7,079.64","3,539.82"
Hule-Est-Del-Hyundai-Accent-Verna-99-05 M-18X42X42,2.00,"1,238.94","1,238.94"
Hule-Est-Del-Hyundai-Elantra-01-05 M-23X47X45,4.00,"2,831.86","1,415.93"
Hule-Est-Del-Hyundai-Elantra-06-10 M-22X43X45,2.00,"1,592.92","1,592.92"
Hule-Est-Del-Hyundai-Elantra-Accent-11-15 M-20X35X44,16.00,"12,424.78","1,553.10"
Hule-Est-Del-Hyundai-I10-07-13-Kia-Picanto-04-11 M-19X34X44,6.00,"4,778.76","1,592.92"
Hule-Est-Del-Hyundai-Santa-Fe-Veracruz-06-12 -H1-STAREX-08-20 (Tensora)-M-26.5X41X48,8.00,"7,079.64","1,769.91"
Hule-Est-Del-Hyundai-Starex-H1-97-07 M-30X44X46,2.00,"1,769.91","1,769.91"
Hule-Est-Del-Hyundai-Terracan-01-07-Montero (Cachetona)00-20-M-30X42X46,12.00,"20,860.17","3,476.69"
Hule-Est-Del-Hyundai-Tucson-05-10 M-20X42X48,2.00,"1,592.92","1,592.92"
Hule-Est-Del-Isuzu-Trooper-KB-Luv-86-90- M-24X35X40,2.00,"2,300.88","2,300.88"
Hule-Est-Del-Kia-Bongo-K2700-89-20-M-24X38X38,8.00,"13,026.55","13,026.55"
Hule-Est-Del-LH-Toyota-Rav4-06-18 M-23X47X52,10.00,"12,148.67","1,735.52"
Hule-Est-Del-Mazda-3-14-18-M-19X53X40,2.00,"5,486.73","5,486.73"
Hule-Est-Del-Mazda-323-00-03 M- 18.5X36X35,2.00,"1,769.91","1,769.91"
Hule-Est-Del-Mazda-B2000-B2200-B2600M-23X31X40,2.00,"1,415.93","1,415.93"
Hule-Est-Del-Mit-Mirage-14-19-OUTLANDER-08-20(Tras)-M-18X38X36,6.00,"10,088.49","3,362.83"
Hule-Est-Del-Mit-Nativa-Sport-97-15-Central M-27X40X39,2.00,"1,946.90","1,946.90"
Hule-Est-Del-Mit-Nativa-Sport-97-15-LateralM-20X36X40,14.00,"12,637.16","1,579.64"
Hule-Est-Del-Mit-Outlander-02-06-Lancer-00-09 M-24X36X36,2.00,"1,592.92","1,592.92"
Hule-Est-Del-Nissan-D21-4X4-Pathfinder-85-97 M-20X36X4654613-32000,4.00,"2,831.86","1,415.93"
Hule-Est-Del-Nissan-Frontier-NP300-16-20- M-32X46X49,6.00,"10,053.10","3,351.03"
Hule-Est-Del-Nissan-Murano-01-07- M- 24X79X34,4.00,"10,534.52","5,267.26"
Hule-Est-Del-Nissan-Navara-4X4-06-11 M-32X46X49,2.00,"3,185.84","3,185.84"
Hule-Est-Del-Nissan-Pathfinder-96-05- Frontier-98-05-4X4 M-25.5X41X27,2.00,"2,654.87","2,654.87"
Hule-Est-Del-Nissan-Pathfinder-96-05-Frontier-98-05-4X4 M-25.5X41X27,2.00,"1,238.94","1,238.94"
Hule-Est-Del-Nissan-Sentra-B13 M-28X41X39,5.00,"3,815.05","1,271.68"
Hule-Est-Del-Nissan-Sentra-B14,4.00,"6,513.28","3,256.64"
Hule-Est-Del-Nissan-Sentra-B15-Almera M-20X38X36,4.00,"3,539.82","1,769.91"
Hule-Est-Del-Nissan-Urvan-01-13-Frontier-Xterra-D22-00-15-M-28X46X28,2.00,"2,123.89","2,123.89"
Hule-Est-Del-Nissan-Versa-12-18-Kicks-M-22X45X39,5.00,"12,559.30","4,186.43"
Hule-Est-Del-Nissan-XTrail-00-07-T30 M- 25X43X48,2.00,"3,539.82","3,539.82"
Hule-Est-Del-RH-Toyota-Rav4-06-18 M-23X47X52,7.00,"8,996.46","1,499.41"
Hule-Est-Del-Suzuki-Aerio-00-08 M- 21X32X30,2.00,"2,300.88","2,300.88"
Hule-Est-Del-Suzuki-Celerio-10-20-M-20X38X30,2.00,"3,539.82","3,539.82"
Hule-Est-Del-Suzuki-Grand Vitara-99-05 M- 22X38X40,2.00,"4,955.75","4,955.75"
Hule-Est-Del-Suzuki-Grand Vitara-99-05 M-22X38X40,10.00,"14,513.28","4,837.76"
Hule-Est-Del-Suzuki-Grand-Vitara-06-15 M-26X44X43,4.00,"3,582.31","1,194.10"
Hule-Est-Del-Suzuki-SX4-05-14 M-22X41X43,8.00,"6,803.56","1,700.89"
Hule-Est-Del-Toyota-Corolla-96-02-AE101-M-22X37X40,4.00,"3,893.81","1,946.91"
Hule-Est-Del-Toyota-Corolla-Altis-02-18-M-20X36X41,2.00,"3,008.86","3,008.86"
Hule-Est-Del-Toyota-Hi-Ace-05-14 M-29X46X49,2.00,"3,745.13","3,745.13"
Hule-Est-Del-Toyota-Hilux-Vigo-4X4-06-15M-28.5X50X48,2.00,"1,953.98","1,953.98"
Hule-Est-Del-Toyota-Prado-4-Puertas-96-02 M-26X40X41,7.00,"8,761.07","2,190.27"
Hule-Est-Del-Toyota-Prado-4-Puertas-96-02-4Runner-96-04-M-26X38X41,2.00,"6,194.69","6,194.69"
Hule-Est-Del-Toyota-Prado-Runner-02-18M-29X45X48,12.00,"21,840.70","3,640.12"
Hule-Est-Del-Toyota-Rav4-01-05 M-22X37X40,4.00,"2,415.93","1,207.97"
Hule-Est-Del-Toyota-Rav4-94-00 M-24X36X39,4.00,"2,378.76","1,189.38"
Hule-Est-Del-Toyota-Yaris-06-23-M- 23X40X43,10.00,"9,350.44","1,870.09"
Hule-Est-Suzuki-Samurai-Sidekick-Geo-Tracker-88-98-Jimmy-98-22-M-24X36X43,2.00,"1,415.93","1,415.93"
Hule-Est-Toyota-Hilux-Revo-4X4-14-18 M- 31X54X48,2.00,"3,913.27","3,913.27"
Hule-Est-Tras-Honda-CRV-02-06 M-17X31X35,2.00,"1,628.32","1,628.32"
Hule-Est-Tras-Honda-CRV-96-01 M-12X28X35,2.00,"1,139.82","1,139.82"
Hule-Est-Tras-Hyundai-Elantra-06-10 M-16X35X45,2.00,"1,415.93","1,415.93"
Hule-Est-Tras-Hyundai-Santa-Fe-06-12-Kia-Sorento-09-12 M-15X35X44,2.00,"2,123.89","2,123.89"
Hule-Est-Tras-Hyundai-Terracan-01-07 M-24X40X48,4.00,"7,815.93","3,907.96"
Hule-Est-Tras-Hyundai-Tucson-05-10-Kia-Sportage-04-10 M-13X48X49,2.00,"5,309.73","5,309.73"
Hule-Est-Tras-Hyundai-Tucson-16-20-Ioniq-17-20-Kia-Sportage-16-20-Azera-16-20-Elantra-16-20-/Del-Hyundai-Creta-14-21-KIA-Carens-12-16-Kia-Rio-18-21-M-20X46X44,4.00,"4,417.69","2,208.85"
Hule-Est-Tras-Hyundai-Tucson-IX35-11-15- Kia-Sportage-11-15-4X4 M-17.5X35X44,2.00,"1,592.92","1,592.92"
Hule-Est-Tras-Hyundai-Tucson-IX35-11-15-Kia-Sportage-11-15-4X4 M-17.5X35X44,2.00,"1,592.92","1,592.92"
Hule-Est-Tras-Mazda-3-03-12 M-14X44X45,4.00,"7,079.64","3,539.82"
Hule-Est-Tras-Mazda-323-Protege-00-03 M-16X28X33,4.00,"7,256.63","3,628.32"
Hule-Est-Tras-Mit-Nativa-Sport-97-15(Maestra) M-25X37X35,8.00,"5,663.72","1,887.91"
Hule-Est-Tras-Mit-Nativa-Sport-97-15-(Tensora)M-20X37X36,2.00,"1,681.42","1,681.42"
Hule-Est-Tras-Nissan-Frontier-NP300-16-20-19X45X50,2.00,"4,722.12","4,722.12"
Hule-Est-Tras-Nissan-Qashqai-07-21 M-18X42X39,2.00,"2,831.86","2,831.86"
Hule-Est-Tras-Nissan-Sentra-B13 M- 10X34X32,4.00,"5,132.75","2,566.38"
Hule-Est-Tras-Nissan-Sentra-B13 M-10X34X32,2.00,"2,123.89","2,123.89"
Hule-Est-Tras-Nissan-XTrail-01-07-T30 M-17X39X3 Frontier-98-05-4X4 M-25.5X41X28,2.00,"2,123.89","2,123.89"
Hule-Est-Tras-Nissan-Xterra-D22-00-15 M- 21X41X36,4.00,"5,486.73","1,828.91"
Hule-Est-Tras-Toyota-4Runner-96-09- Prado-02-10 M-19X35X39,8.00,"7,773.44","1,943.36"
Hule-Est-Tras-Toyota-4Runner-96-09-Prado-02-10 M-19X35X39,2.00,"2,768.14","2,768.14"
Hule-Est-Tras-Toyota-Corolla-93-01 M- 14X32X36,2.00,"1,592.92","1,592.92"
Hule-Est-Tras-Toyota-Rav4-01-05 M- 20X32X40,4.00,"4,601.76","2,300.88"
Hule-Est-Tras-Toyota-Rav4-06-18 M-22X35X48,4.00,"5,748.87","2,874.44"
Hule-Sop-Cremallera-Hyundai Excel- Redondo-M-46X56X44,1.00,"1,504.42","1,504.42"
Hule-Sop-Cremallera-LH-Hyundai-Excel- Elantra-Accent,1.00,"1,681.42","1,681.42"
Hule-Sop-Cremallera-LH-Toyota-Corolla- AE100-102-M-47X66X33,5.00,"8,272.58","1,654.52"
Hule-Sop-Cremallera-Toyota-Tacoma- Prado-96-02-4Runner-96-04-M-55X68X38,1.00,"1,061.95","1,061.95"
Hule-Ten-Carrucha-Isuzu-Trooper-M- 22X53X32,4.00,"3,893.81","3,893.81"
Hule-Ten-Datsun-1500-Universal-Uretano- M-9X29X19,22.00,"12,707.97","3,176.99"
"IG-3001 DR39 TROOPER RODEO 92-94 V6 3,2L",3.00,"73,008.85","36,504.42"
IGUAL 60-297 BUSH. MONTURA TIJ. DEL HONDA CIVIC 01-11-CRV-,2.00,"9,734.51","9,734.51"
INTERCOOLER MITSUBISHI L200 4D56 SPORTERO 4M40 / 4M41 62005-ZL,2.00,"402,300.88","201,150.44"
INTERNA DISTRIBUIDOR COLT MIRAGE,1.00,"16,283.19","16,283.19"
INTERRUPTOR DE MANILLA 6 PINES,1.00,884.96,884.96
INTERRUPTOR INHIBIDOR HYUNDAI SANTA FE 2010,1.00,"83,362.83","83,362.83"
"INTERRUPTOR P/LUZ DE FRENO TOYOTA M10X1,25",3.00,"2,389.38","2,389.38"
INYECCION DE COMBUSTIBLE,4.00,"75,752.21","75,752.21"
INYECTOR 2012-2016 ACCENT,5.00,"163,539.83","81,769.92"
INYECTOR 96-99 ELANTRA TIBURON 1.8 2.0 250930018,1.00,"27,079.65","27,079.65"
INYECTOR ACC BLUE,1.00,"20,265.49","20,265.49"
INYECTOR DE COMBUSTIBLE HYUNDAI,3.00,"70,796.28","70,796.28"
INYECTOR DE COMBUSTIBLE HYUNDAI/KIA,1.00,"22,123.89","22,123.89"
INYECTOR ESCAPE FJ999,4.00,"133,097.35","133,097.35"
ISUZU D MAX 3.0 DIESEL 01-128-97312108-1,1.00,"31,100.88","31,100.88"
"J5T23071 J5T23182 PC226 J5T23191 VITARA 1,6 L2,0L LANCER 1.6",1.00,"24,336.28","24,336.28"
J5T25081 PC191 235-1306 PC170 MONTERO 92-04 3L - OREJAS PEQUEÑAS,1.00,"29,734.51","29,734.51"
JABON LIMPIA PARABRISAS GONHER LITRO,1.00,"1,504.42","1,504.42"
JCCC-19NSC PLATO PRESION VG30 V6 TERRANO P,1.00,"49,093.81","49,093.81"
JCCC-V0020-MB PLATO PRESION L200 MONTERO 4,3.00,"186,814.15","62,271.38"
JCCD-18TY DISCO CLUTCH 3S 22R 3Y 5M 3C 2L TYD,1.00,"30,973.45","30,973.45"
JCCD-32NS DISCO CLUTCH VG30 V6 NSD104U 250,1.00,"36,067.26","36,067.26"
JCCD-V0214-NS JCCD-29NS DISCO CLUTCH E15 E1,1.00,"18,938.05","18,938.05"
JCCD-V0215-MB DISCO CLUTCH L200 MONTERO 4M,3.00,"123,362.83","41,120.94"
JGO DESCARB 11042-VK525/6 YD25DT1 D22 -STON,1.00,"72,053.10","72,053.10"
JGO EMP MOTOR SZ VITARA/BALENO 1.6 16V G16B,2.00,"54,223.00","27,111.50"
JGO EMP MTR 10101-3E126,1.00,"48,672.57","48,672.57"
JGO EMP MTR 11400-66821 J24A,2.00,"121,635.40","121,635.40"
JGO EMP MTR 11402-61862 G13BB SWIFT 1.3 98- SI,1.00,"35,132.74","35,132.74"
JGO EMP MTR 20910-2BG00 ACCENT G4FA 1.4 11-1,1.00,"43,274.34","43,274.34"
JGO EMP MTR ACCENT 1400 G4EE 20910-26L00,1.00,"65,044.25","65,044.25"
JGO EMP T.V 4G93 MIRAGE SOHC 96 -JVS-30254,2.00,"46,438.94","23,219.47"
JGO EMP TV K24A-JVS-40253,1.00,"32,240.00","32,240.00"
JGO EMP. MOTOR MIT. OUTLANDER/GALANT 2.4L 16V 4CIL 4G69 (GRAFITO),1.00,"38,672.57","38,672.57"
JGO EMP. MOTOR MZ. MAZDA 2/3 1.6 04-13ZL/ZJ,1.00,"43,313.27","43,313.27"
JGO. EMP. MOTOR HY. ACCENT BLUE 1.4/i20/RIO 1.4 KAPPA16- (G4LC) (GRAFITO),1.00,"37,207.08","37,207.08"
JGO. EMP. MOTOR MIT. LANCER 1.8 00- 4G18 (METAL),1.00,"32,240.71","32,240.71"
JGO. EMP. MOTOR NI. ALMERA 1.6 99- QG16DE (GRAFITO),1.00,"38,053.10","38,053.10"
JGO. EMP. MOTOR NI. PATH/MURA/MAXI/Z350 3.5 24v 02- VQ35DE (grafito),1.00,"67,256.64","67,256.64"
JGO. EMP. MOTOR NI. SENTRA 1.8 98- QG18DE/B15 (grafito),2.00,"64,601.76","32,300.88"
JGO. EMP. MOTOR TY. COROLLA 1.6 DOHC 92-97 4AFE (grafito),3.00,"73,619.46","24,539.82"
JGO. EMP. MOTOR TY. HIACE 3.0 8v 5L 05-15,1.00,"36,637.17","36,637.17"
JGO. EMP. MOTOR TY. YARIS/ECHO 1.5 DOHC 1NZ/2NZ-FE (GRAFITO),3.00,"113,097.36","37,699.12"
JGO. EMP. T.V 1E/2E 84,1.00,"8,849.56","8,849.56"
JGO. EMPQ. MTR 5VZFE,1.00,"86,725.66","86,725.66"
JGO.DESCARB TOYOTA 3E 87,1.00,"12,831.86","12,831.86"
JGO.EMP.MTR. 10101-5M025 QG18 B15,1.00,"66,025.00","66,025.00"
JGO.EMP.MTR. 1NZFE,1.00,"48,053.10","48,053.10"
JGO.EMP.MTR.04111-21030 1NZ/2NZ 99- DOHC - YA,1.00,"64,867.26","64,867.26"
JGO.EMP.MTR.10101-8M085 QG16DE,1.00,"74,336.28","74,336.28"
JGO.EMP.MTR.10101-9Y027 QR25 X-TRAIL,2.00,"145,408.85","72,704.42"
JGO.EMP.MTR.GRACE C/TURBO D4BA - 209142B01,1.00,"39,911.50","39,911.50"
JGO.EMP.MTR.MD997249 4D56 TURBO - GS-130,2.00,"114,743.36","57,371.68"
JGO.EMP.MTR.NISSAN Z24,1.00,"20,707.97","20,707.97"
JGO.EMP.T.V E16 B12 - JVS-00155,1.00,"10,442.48","10,442.48"
JGO.EMP.T.VLV. 11176-66J00 H27A,1.00,"6,194.69","6,194.69"
JGO.EMP.T.VLV. 4D55/4D56,3.00,"6,350.44","3,175.22"
JGO.EMP.T.VLV. GA16DE B13 INYECTADO,1.00,"8,849.56","8,849.56"
JGO.EMP.T.VLV. GA16DE B14 95,1.00,"11,504.42","11,504.42"
JGO.EMP.T.VLV.11186-66J00 H27A,1.00,"6,194.69","6,194.69"
JGO.EMP.T.VLV.11189-54G00,2.00,"26,371.68","13,185.84"
JGO.EMP.T.VLV.13270-8H300,1.00,"3,185.84","3,185.84"
JGO.EMP.T.VLV.LF02-10-230 LF,2.00,"16,283.18","8,141.59"
"JINGFU ROTULA CREMALLERA TOYOTA YARIS, ECHO. 06/16, SR-T020 = 52140, 0D080, 14X14X258.5",2.00,"15,044.25","15,044.25"
"JINGFU ROTULA DIRECCION EXTERNA LH TOYOTA COROLLA 02/04, YARIS, ECHO. 06/13, SE-T021L, 59115, 09250 45047-59155",1.00,"6,371.68","6,371.68"
"JINGFU ROTULA DIRRECCION EXTERNA RH TOYOTA COROLLA. 02/04, YARIS, ECHO. 06/13, SE-T021R ,09530 45046-59225",1.00,"6,371.68","6,371.68"
"JINGFU ROTULA ESTABALIZADORA DELANTERA RH/LH TOYOTA YARIS. 07/12, SL-T020= 48820-52030,TIPO C. 390X12 48820-0D020",34.00,"192,527.45","11,325.14"
JOG. EMP. MOTOR SZ. SAMURAY/JIMNY1.3/SIDEKICK 1.6 G16A/G13A (8V) SOHC87-96 G13 (CORCHO),1.00,"29,961.06","29,961.06"
JOG.EMP.T.VLV.13270-VK500 YD25,1.00,"5,663.72","5,663.72"
JP-1202-BUSH-TEN-NISSAN SENTRA B13 TRASERO TVA,4.00,"8,407.08","4,203.54"
JP-1508 BUSH PUNTA TIJ TOYOTA RAV4 96-00 SOLO BUSH TVA,3.00,"11,946.90","5,973.45"
JP-1513 BUSH-TEN-TRAS-LANCER-MIRAGE- ARRASTRE-92-00 12X70X75,2.00,"10,619.47","10,619.47"
JP-1657 SOPORTE MOTOR TOYOTA RAV4 96-00 LH ATM,1.00,"12,566.37","12,566.37"
JP-1756 HULE DELT ESTAB CHEVROLET SPARK,2.00,"2,772.28","2,772.28"
JP-1867 GALLETA COMPENSADOR DELANTERA RH HONDA CIVIC CRV 01-06 DERECHA,3.00,"24,159.30","8,053.10"
JP-1868 GALLETA COMPENSADOR DELANTERA LH HONDA CIVIC CRV 01-06 DELANTERA IZQUIERDA,4.00,"33,008.86","8,252.22"
JP1082 SOP-COMP-MAZDA 323-PROTEGE-90-94-DELANTERO,4.00,"58,449.56","29,224.78"
JP1170 SOP-MOT-NISS-SENTRA-B13-RH-A,1.00,"12,863.72","12,863.72"
JP1254 SOP-MOT-MAZDA-323 PROTEGE-90-94-TRASERO,1.00,"10,088.50","10,088.50"
JP1396 SOPORTE CAJA HONDA ACCORD 2.2 9,1.00,"17,876.11","17,876.11"
JP1540 SOP-COMP-NISS-SENTRA-B15-TRASERO,1.00,"15,132.74","15,132.74"
JP1574 BARRA TENSION TRASERA RH SUPERIOR HONDA CIVIC 88-00,15.00,"103,090.72","6,872.71"
JP1628 SOP. CAJA NISSAN XTRAIL QR25 02-07,2.00,"49,953.98","24,976.99"
JP1654 SOP MOT REFORZADO TOYO COROLLA 97-02 DERECHO,1.00,"18,725.66","18,725.66"
JP1660 BUSH.TIJ RAV4-96-05 DELANTER,3.00,"11,858.41","5,929.20"
JP1670 SOP CAJA MITSUBISHI MONTERO 4,3.00,"72,123.90","24,041.30"
JP1684 BUSHING SUP HONDA CIVIC 1996-2001 /HONDA CRV 1997-200,4.00,"14,159.29","14,159.29"
"JP1688 JP1897 BUSHING TIJERETA INFERIOR TOYOTA YARIS 06-13 DELANTERA INFERIOR DERECHA 14,5X33,5X53",2.00,"6,017.70","6,017.70"
JP1693 SOP-MOT-HONDA-CIVC-01-05-D,1.00,"15,309.73","15,309.73"
JP1694 SOP-MOT-DEL-HONDA- CIVIC-01-05-DEL-ATM,1.00,"16,637.17","16,637.17"
JP1695 SOP-MOT-HONDA ACCORD-94-97-DELANTERO,1.00,"11,061.95","11,061.95"
JP1709 SOP-MOT-HONDA-CIVIC 01-05-RH,1.00,"14,690.27","14,690.27"
JP1711 SOP-MOT-HONDA-CIVIC-00-06-T,1.00,"14,601.77","14,601.77"
JP1712 SOP. MOTOR LH HONDA CIVIC D17 1.7 02-05,2.00,"39,823.00","19,911.50"
JP1712 SOP. MOTOR RH HONDA CIVIC 2.0 02-05,1.00,"15,486.73","15,486.73"
JP1720 BUSH.TIJ DEL INF EXT  CIVIC CRV-96-01,2.00,"13,628.32","13,628.32"
JP1810 GALLETA COMP DEL TOYOTA COROLLA ALTIS CORAXI 03-16,2.00,"32,892.04","32,892.04"
JP1867 GALLETA COMPENSADOR HONDA CIVIC-01-05 CRV-02-06-DERECHO,2.00,"27,433.62","13,716.81"
"JP1898 JP2458 BUSHING PUNTA TIJERETA TOYOTA YARIS 06-13 DELANTERA INFERIOR DERECHA 21,2X60,2X62",7.00,"36,548.68","9,137.17"
JP1920 SOP-MOT-DEL-NISS-XTRAIL-QR25-01-07-YD22-01-12,2.00,"21,578.76","10,789.38"
JP1928 BUSHINGINF GRANDE TOYOTA RAV4 2001-2005 2004-2005,3.00,"17,522.12","8,761.06"
JP2001 SOP-MOT-HONDA-CIVIC -06-11-TRASERO-1.8 AUT,2.00,"48,254.86","24,127.43"
JP2003 SOP-MOT-MIT-L200 SPORTERO-LH-RH 4M40-05-16-MONTERO,2.00,"34,159.30","17,079.65"
JP2044 TIRANTE INFERIOR TRASERO R T,1.00,"34,513.27","34,513.27"
JP2129 BUSH. TIJ. INF. DEL. SUZUKI SWIFT 05-15-SX4-05-14,2.00,"16,814.16","16,814.16"
JP2145 SOP-MOT-TRAS-SUZUKI AERIO-00-05,2.00,"30,973.46","15,486.73"
JP2146 JP2246 SOP-MOT-DEL-SUZUKI-AERIO-00-05,3.00,"34,601.77","11,533.92"
JP2151 SOP. MOTOR DELANTERO SUZUKI,1.00,"16,283.19","16,283.19"
JP2152 SOP. MOTOR TRASERO SX4,1.00,"19,203.54","19,203.54"
JP2162 BUSH TIJ DEL MAZDA 3,2.00,"17,699.12","8,849.56"
JP2276 SOP. MOTOR DEL.IZQ. SUZUKI  SX4,1.00,"23,008.85","23,008.85"
JP2326 GALLETA COMP. DEL RH. FORD,2.00,"35,044.25","35,044.25"
JP2465H SOP. MOTOR DER-IZQ SUZUKI GRAND VITARA 09-16,1.00,"44,955.75","44,955.75"
JP2526 SOP TORS INF TRAS NISSAN SEN,2.00,"31,858.40","15,929.20"
JP2746 GALLETA COMP. DEL DER-IZQ CHEVROLET SPARK GO 11-1,2.00,"21,061.95","21,061.95"
JP429 BASE DE AMORTIGUADOR DEL. IZQ. DER. TOYOTA CAMRY 02-06,2.00,"38,265.49","38,265.49"
JP688 SOP-MOT-NISS-SENTRA-B11-DELANTERO,1.00,"7,408.85","7,408.85"
JP774 SOP. CAJA TOYOTA 4RU A 4RUNNER 93-02-TACOMA 95-04,1.00,"9,203.54","9,203.54"
JP976 SOP. TRAS. TSURU III / T SUBAME 1.6 92-10 / 2.0 94-10,1.00,"6,814.16","6,814.16"
JUEGO BEARING BANCADA STD RENAULT CLIO PLATINA 1.4 - 1.6 16V,1.00,"33,097.35","33,097.35"
"JUEGO BEARING BIELA STD RENAULT CLIO PLATINA 1.4 16V, 1.6",1.00,"15,575.22","15,575.22"
JUEGO DE ANILLOS STD,1.00,"40,530.97","40,530.97"
JUEGO DE BIELA STD,1.00,"23,628.32","23,628.32"
JUEGO DE SELLOS DE VALVULA HY/KIA ACCENT,2.00,"25,401.76","12,700.88"
