Item Name,Quantity,Sales Value,Avg Price
BATERIA GONHER G-51R-500,4.00,"235,840.71","58,960.18"
BATERIA GONHER G-94R 800,1.00,"97,345.13","97,345.13"
BATERIA GONHER G42R-500,1.00,"61,061.95","61,061.95"
BATERIA RECORD GARANTIA GRUPO D,3.00,"127,137.18","42,379.06"
BATERIA RECORD GARANTIA GRUPO D R42-O-MF,1.00,"39,649.56","39,649.56"
BBOMBA AGUA HYUNDAI TERRANO H1 2.5 CRDI,1.00,"28,332.00","28,332.00"
BEARING BANCADA 0.20 1E/2E 84-86,1.00,"11,858.41","11,858.41"
BEARING BANCADA 0.20 Z20/22/24 MS-1183,1.00,"25,840.71","25,840.71"
BEARING BANCADA 0.25 HY/KIA ACCENT/RIO 11+ (MOTOR G4LC 1.4) /PICANTO/I10 11+ (MOTOR G3LA 1.0),1.00,"18,159.29","18,159.29"
BEARING BANCADA B16/B18A/B20B,1.00,"14,513.27","14,513.27"
BEARING BANCADA D15 020,1.00,"20,973.45","20,973.45"
BEARING BANCADA H25A/2.5L,3.00,"41,415.93","13,805.31"
BEARING BANCADA STD / 4001-3296,1.00,"20,353.98","20,353.98"
BEARING BANCADA STD 1NZ/2NZ MS-1456 SIN MUESCA,1.00,"15,044.25","15,044.25"
BEARING BANCADA STD 4G91/92/93 MS-1828,1.00,"14,601.77","14,601.77"
BEARING BANCADA STD HY/KIA,1.00,"13,759.29","13,759.29"
BEARING BANCADA STD HY/KIA ACCENT/RIO 11+ (MOTOR G4FC/G4FA/G4FD),1.00,"22,300.88","22,300.88"
BEARING BANCADA STD HY/KIA ACCENT/RIO 11+ (MOTOR G4LC 1.4) /PICANTO/I10 11+ (MOTORG3LA 1.0),1.00,"13,759.29","13,759.29"
BEARING BANCADA STD HYUNDAI ACCENT BLUE 1.4cc  G4LC,1.00,"9,026.55","9,026.55"
BEARING BIELA (STD-A) ACCENT BLUE 1.4/1.6 GAMMA/GDI 11- (AZUL)(23060-2B002),2.00,"18,938.06","9,469.03"
BEARING BIELA 0.25 H25A 2.5L V6,1.00,"15,309.73","15,309.73"
BEARING BIELA 0.40 2L/3L CB-1411,1.00,"8,938.05","8,938.05"
BEARING BIELA 0.40 D15B/D16A/B18A CB-2208,1.00,"13,274.34","13,274.34"
BEARING BIELA 2TR,1.00,"13,274.34","13,274.34"
BEARING BIELA STD 4A/3A 83- CB-1410,1.00,"7,610.62","7,610.62"
BEARING BIELA STD 4G91/4G92/4G93 CB-1828,1.00,"9,734.51","9,734.51"
BEARING BIELA STD ACCENT 1400CC,2.00,"27,355.75","27,355.75"
BEARING BIELA STD HY/KIA ACCENT/RIO 11+ (MOTOR G4FC/G4FA/G4FD),1.00,"18,230.09","18,230.09"
BEARING BIELA STD HY/KIA ACCENT/RIO 11+ (MOTOR G4LC 1.4) /PICANTO/I10 11+ (MOTOR G3LA/G4LA 1.0/1.2),2.00,"28,035.40","14,017.70"
BEARING DE BANCADA STD 2A/3A/4A/5A 83- -11701,1.00,"7,566.37","7,566.37"
BEARING DE BIELA 0.25,1.00,"10,619.47","10,619.47"
BEARING DE BIELA G4KE/G4KC 2007-,1.00,"5,486.73","5,486.73"
BEARING DE BIELA STD 1GR,1.00,"10,619.47","10,619.47"
BEARING DE BIELA STD 3A/4A 83-90 - 5/ 87,1.00,"5,893.81","5,893.81"
BEARING DE LEVAS 1HD,1.00,"13,982.30","13,982.30"
BEARING DE LEVAS B/13B/14B,1.00,"8,849.56","8,849.56"
BIELA HYUNDAI D4HA,1.00,"33,097.35","33,097.35"
BIELA MITSUBISHI 4D55/4D56,1.00,"19,203.54","19,203.54"
BMW UF-354 UF-300,1.00,"33,805.31","33,805.31"
BOBINA ACCENT VELOSTER 14-18,33.00,"743,508.87","49,567.26"
"BOBINA ALTA MAZDA 323FP85-18-100C UF-408 UF-276 UF-407   9""",2.00,"46,017.70","46,017.70"
"BOBINA BYD F3 FK044412305, 473QE3705100 BYD F3 G3 11.16 JD-IC-10004 473QE",6.00,"164,955.76","54,985.25"
BOBINA CAPTADORA TY. TERCEL 1.5 3E (INYECT) 89-94 (2 lineas) (S/TERMINAL,1.00,"34,247.79","34,247.79"
BOBINA CHINOS,2.00,"67,256.64","33,628.32"
BOBINA CM1T230A BOBINA NISSAN VG33 98-05 INTERNA,2.00,"48,672.56","24,336.28"
BOBINA DE BYD F0,8.00,"182,920.36","26,131.48"
BOBINA DE ENCENDIDO 12V HONDA BALLDE/ CIVIC 150/ 160/ 180 CRV 2.0 .,1.00,"8,584.07","8,584.07"
BOBINA DE ENCENDIDO 3 PINES MAZDA 2 1.3/ 1.5 DEMIO ZJ/ ZY 2001 142.50MM DE LARGO,5.00,"81,039.82","20,259.96"
BOBINA DE ENCENDIDO 3 PINES NISSAN SUNNY/ ALMERA N16 22448/ 4M500 QG18DE/ QG16DE,11.00,"156,336.29","19,542.04"
BOBINA DE ENCENDIDO 3PINES NISSAN XTRAIL QR20/ QR25 NOTE HR15 2009 L: 158MM,11.00,"121,415.93","24,283.19"
BOBINA DE ENCENDIDO 4 PINES TOYOTA  PRADO 3RZ,4.00,"58,053.10","58,053.10"
BOBINA DE ENCENDIDO 4 PINES TOYOTA AVENSIS/1AZ/ 2AZ/ QUANTUM/ HILUX/ 145 MM FORTUNER 1TR/ 2TR/ PRADO/ RAV4/CAMRY 1MZ,1.00,"13,026.55","13,026.55"
BOBINA DE ENCENDIDO 4 PINES TOYOTA COROLLA 1ZZFE/ 3ZZFE/ 4ZZFE/ 1KRFE PASSO AURIS/ COROLLA/ RAV4/ VERSO/ YARIS/WISH,10.00,"116,194.68","23,238.94"
BOBINA DE ENCENDIDO CARRO CHINO/CHERY,1.00,"38,053.10","38,053.10"
BOBINA DE ENCENDIDO CILINDRO 4 MITSUBISHI COLT 6 Z3 MN195616 1.3 64155,1.00,"28,740.00","28,740.00"
BOBINA DE ENCENDIDO HONDA FIT  IMPORTS 180* FITTING 3 PINS 1.3 FRONT LENGTH 157MM  3MM LONGER THEN 259-126,5.00,"70,796.46","35,398.23"
BOBINA DE ENCENDIDO HONDA FIT JAZZ  3 PINS 1.3 REAR  L13A 90* FITTING LENGTH 162 MM,1.00,"13,628.32","13,628.32"
BOBINA DE ENCENDIDO HYUNDAI,1.00,"47,699.12","47,699.12"
BOBINA DE ENCENDIDO MAZDA ETUDE/ 323 ZM 3PIN CONNECTOR DEMIO 1999-2003 .,10.00,"143,362.82","17,920.35"
BOBINA DE ENCENDIDO NISSAN LIVINA/ MICRA/ QASHQAI/ TIDA / XTRAIL 1.6/ 2.0 20 TIIDA,34.00,"345,539.84","21,596.24"
BOBINA DE ENCENDIDO P/1 CILINDRO MAZDA 3  3PINS MAZDA6 2.3 L3 MAZDA5 .,6.00,"81,858.41","20,464.60"
BOBINA DE ENCENDIDO TOYOTA CAMRY 2.4 AVENSIS RAV4 1AZ/ 2AZ  2002-2011 .,6.00,"65,663.72","21,887.91"
BOBINA DE ENCENDIDO TOYOTA COROLLA 1.6 I 4AZFE 1996-1999 PASEO 5EFE SOLUNA 5AFE STARLET TARCEL1E,5.00,"40,707.95","8,141.59"
BOBINA DE ENCENDIDO TOYOTA COROLLA IMP/ YARIS 1NZFE/ 2NZFE VITZ IMPORT,41.00,"499,557.53","55,506.39"
BOBINA DE ENCENDIDO TOYOTA COROLLA RUNX 2ZZGE 2002-2007 .,4.00,"56,637.17","56,637.17"
BOBINA DE ENCENDIDO TOYOTA PRADO VZJ95 3.4 1998-2002  HILUX 4RUNNER 5VZFE 4 RUNNER,6.00,"61,946.90","20,648.97"
BOBINA DE ENCENDIDO TOYOTA RUKUS AVENSIS CAMRY HYBRID AURION PREVIA RAV4 ALPHARD 1AZFE 2AZFE IMPORTS,2.00,"21,982.30","21,982.30"
BOBINA DE ENCENDIDO TOYOTA YARIS ECHO RACTIS VIOS SOLUNA ALTIS COROLLA PRIUS 1NZFE 2NZFE IMPORTS,1.00,"12,212.39","12,212.39"
BOBINA DE ENCENDIDO TOYOTA YARIS VIOS COROLLA ALTIS WISH AURIS PRIUS NOAH RAV4 1ZRFE 2ZRFE 3ZRFE 4ZRFE,2.00,"24,884.96","12,442.48"
BOBINA DE GREAT WALL,1.00,"23,008.85","23,008.85"
BOBINA DE IGNICIO TOYOTA,2.00,"95,398.24","47,699.12"
BOBINA DE IGNICION CHINOS F01R00A012,6.00,"138,053.10","46,017.70"
BOBINA DE IGNICION F01R00A013 PARA GREAT WALL HAVAL M4 VOLEEX C30 C20R CORPULENT,14.00,"324,159.30","36,017.70"
BOBINA DE IGNICIÓN ACCENT-ELANTRA-GETZ 1.6 (01-05)  UF-424,1.00,"37,876.11","37,876.11"
BOBINA DE IGNICIÓN ACCENT-ELANTRA-GETZ 1.6 (01-05)  UF-424 PAQUETE,3.00,"113,628.33","37,876.11"
BOBINA DE IGNICIÓN DAHIATSU TERIOS (MOT:K3) (98-04),17.00,"372,743.36","41,415.93"
BOBINA DE IGNICIÓN DAHIATSU TERIOS BEGO (06-) 19070-B1011,11.00,"237,168.14","47,433.63"
BOBINA DE IGNICIÓN HONDA CIVIC (06-11) 1.8L UF-582,13.00,"299,115.05","29,911.51"
BOBINA DE IGNICIÓN HONDA CIVIC- (01-05) 1.7L PILOT (03)- FIT (02-06) ESCAPE 099700-072 30520-PVF-A01 UF-400,13.00,"289,185.85","57,837.17"
BOBINA DE IGNICIÓN HYUNDAI  ACCENT/KIA RIO (05-)UF-499,25.00,"574,070.81","57,407.08"
BOBINA DE IGNICIÓN HYUNDAI ACCENT / KIA CERATO 1400,22.00,"486,176.99","40,514.75"
BOBINA DE IGNICIÓN HYUNDAI ACCENT 1.5 (95-99) ESCUADRA UF-176 PAQUETE,6.00,"157,734.53","26,289.09"
BOBINA DE IGNICIÓN HYUNDAI ACCENT-GETZ 1.5 (00-) ESCUADRA GETZ UF-308 PAQUETE,10.00,"260,357.54","26,035.75"
BOBINA DE IGNICIÓN HYUNDAI ELANTRA-CRETA-i20-i30 (06-12) / KIA RIO-CERATO (12-) 1.6L UF-636   /  UF-652,50.00,"1,115,115.02","37,170.50"
BOBINA DE IGNICIÓN HYUNDAI ELANTRA-TUCSON (11-) / KIA SOUL-FORTE  UF-651,31.00,"689,504.44","53,038.80"
BOBINA DE IGNICIÓN NISSAN PAHTFINDER - MURANO  (MOT:VQ35) 22448-AL615 22448-8J11 921-2023 UF-401 UF-349,19.00,"426,123.90","106,530.98"
BOBINA DE IGNICIÓN NISSAN VERSA-SENTRA-KICKS-QASHQAI (07-)   22448-1KT1A  22448-5RB0A 22448-1HC0A 22448-ED000 UF-550 UF-549 UF-719,113.00,"2,558,834.83","47,385.83"
BOBINA DE IGNICIÓN PLATINA RENAULD CLIO UF-653,6.00,"138,053.10","69,026.55"
BOBINA DE IGNICIÓN SUZUKI  APV-JIMMY (2012-) *UNA BOBINA POR CILINDRO* 33400-62J00 33400-65G02 33410-77E01 UF-280 33400-65G00 UF-2683 PIN  2,25.00,"591,061.95","39,404.13"
BOBINA DE IGNICIÓN SUZUKI ALTO (09-15) 1.0L / SUZUKI SX4-GRAND VITARA ERTIGA 1.6L UF-634 33400-85K20 33400-51K20  33400-51K60 33400-M68K20 3PIN UF634,97.00,"2,181,843.06","35,191.02"
BOBINA DE IGNICIÓN SUZUKI CELERIO-ALTO-CIAZ 33400-76G2 3PIN,12.00,"262,017.70","87,339.23"
BOBINA DE IGNICIÓN SUZUKI GRAND VITARA 2.0 2.5L (MOT:H25) SUZUKI IGNIS 1.3L,12.00,"258,654.87","86,218.29"
BOBINA DE IGNICIÓN TOYOTA CAMRY-HIGLANDER-SIENNA,11.00,"248,053.10","35,436.16"
BOBINA DE IGNICIÓN TOYOTA COROLLA (08-12) 90919-C2003 90919-02258 UF-619 UF-596,39.00,"876,495.58","35,059.82"
BOBINA DIS DAHIATS TERIOS HC 98-04,3.00,"69,026.55","23,008.85"
BOBINA ENC. HYUNDAI EXCEL 89-94 MITSUBISHI 87-93 MD114994 10-044},1.00,"21,681.42","21,681.42"
BOBINA ENC. HYUNDAI XG300 01-02 KIA SEDONA 01-05 27300-39050 CUF432,1.00,"18,938.05","18,938.05"
BOBINA ENCENDIDO UF-363 MAXIMA 00-02 3.0,3.00,"96,966.37","96,966.37"
"BOBINA FRONTIER EXTERRA MOTOR MITSUBISHI 4A91 CARRO CHINO SOUTH EAST DX7 12-18 MW251981 3103115T 3102236L 2015-2020 COLT PLUS LANCER""",4.00,"92,035.40","92,035.40"
BOBINA I10/I20/RIO III/PICANTO 1.0L 1.2L/MORNIG 11...15,6.00,"93,716.82","46,858.41"
BOBINA IGN CH SPARK 0.8 06-15,2.00,"58,053.10","29,026.55"
"BOBINA IGNICION BYD. F0, F3, YUAN PLUS, CARRO CHINO",4.00,"57,700.00","57,700.00"
BOBINA IGNICION CH DAM/CMV/MATIZ 98-02,1.00,"18,407.08","18,407.08"
"BOBINA IGNICION CITROEN, MITSUBISHI",1.00,"44,601.77","44,601.77"
"BOBINA IGNICION HYU. ACCENT VERNA. 99/06, 1.5/1.6, 16V. (CUERPO GRANDE)",1.00,"18,495.58","18,495.58"
BOBINA IGNICION HYUNDAI 16-20,6.00,"142,123.90","35,530.98"
BOBINA IGNICION HYUNDAI TERRACAN 3.5 SORENTO CARNIVAL SEDONA,6.00,"148,938.06","74,469.03"
"BOBINA IGNICION KIA RIO. 01/05, 1.5, 1.6 (CUERPO GRANDE)",1.00,"24,336.28","24,336.28"
BOBINA IGNICION NIS. PLATINA. 02/10,4.00,"43,831.85","21,915.92"
BOBINA ISUZU,6.00,"138,761.06","69,380.53"
BOBINA JEEP DODGE,1.00,"44,601.77","44,601.77"
BOBINA KIA PICANTO 2008/2011,9.00,"220,371.69","73,457.23"
BOBINA LIBERTY 3.7L 02/,6.00,"140,707.96","140,707.96"
BOBINA NISSAN B13 1.6,1.00,"10,176.99","10,176.99"
BOBINA NISSAN JUKE-ROUGE 1.6 2011/2017 UF-659,19.00,"454,690.47","56,836.31"
BOBINA ORIGINAL TOYOTA RAV4 01-- 90919-02266 UF-333 90919-02243,125.00,"2,860,757.88","57,215.16"
BOBINA ORIGINAL TY RAV4 01-- 90919-02266 UF-333 90919-02243,4.00,"92,035.40","92,035.40"
BOBINA SUBARU FORESTER 2009 2.0 CC DIS,4.00,"92,035.40","92,035.40"
BOBINA UF-546TUCSON 06-12KIA 3.3 - 3.5 - 3.8,2.00,"46,017.70","46,017.70"
BOBINA UF-72,1.00,"24,336.28","24,336.28"
BOBINA UNIVERSAL TIPO BOTELLA ENCENDIDO ELECTRONICO,2.00,"31,858.41","31,858.41"
BOBINAS ACCENT 2018 KIA CERATO 1400,4.00,"92,035.40","92,035.40"
BOC TRAS HD CIVIC 01-05 FWD HASCBACK Si C/ABS,2.00,"39,292.04","39,292.04"
BOC TRAS SZ BALENO 15- IGNIS SWIFT -16,5.00,"111,946.90","27,986.72"
BOCINA DEL DAIHATSU TERIOS KINOTH KIBOH,1.00,"13,107.96","13,107.96"
BOCINA DEL HYUNDAI ELANTRA 95-00 KIBOH KIBOH,4.00,"53,805.31","13,451.33"
"BOCINA DEL HYUNDAI I10 --16 9424019 KIBOH (SEMI BOCINA) HYU. I10. 07/15, PICANTO. 03/11",1.00,"10,530.97","10,530.97"
BOCINA DEL NIS SENTRA B12,1.00,"10,619.47","10,619.47"
BOCINA DEL NISSAN MAXIMA XTRAIL 00-08 9429002,1.00,"11,946.90","11,946.90"
BOCINA DEL NISSAN PATHFINDER 95-04 4X4 3.3,1.00,"33,362.83","33,362.83"
BOCINA DEL NISSAN SENTRA B17,2.00,"70,265.49","70,265.49"
BOCINA DEL TOYOTA 4RUNNER 96-02 4X4 9430011,1.00,"30,265.49","30,265.49"
"BOCINA DEL. (SEMI BOCINA) HYU.TUCSON. 09/15, CRETA. 16/20, KIA SPORTAGE. 09/15, 2.0",2.00,"28,849.56","28,849.56"
"BOCINA DEL. NIS. FRONTIER. 12/16, NAVARA. 05/15, 4X4, S/ABS, YD25",1.00,"35,415.93","35,415.93"
BOCINA DEL. NISSAN PATHFINDER 86-97 4X4,1.00,"35,398.23","35,398.23"
BOCINA DELANTERA (PQ184) 323/ BANTAM/ RUSTLER/ XR3 LATE 66.00/ 152.70/ 38.00MM/ 4 HOLES,1.00,"9,734.51","9,734.51"
BOCINA DELANTERA (PQ377) TOYOTA COROLLA EE90/ EE92/ AE110/ AE111 75.00/ 125.00/ 52.00 HOLES 54MM,4.00,"33,982.32","8,495.58"
BOCINA DELANTERA MAZDA 3 CON 36 DIENTES,4.00,"69,727.43","17,431.86"
BOCINA DELANTERA TOYOTA COROLLA 55MM ALL 2002-2005/ ALTIS/ RUNX FOR BEARINGKIT  PQ598,1.00,"8,053.10","8,053.10"
BOCINA DELANTERA TOYOTA HILUX YN/ HIACE 98.70/ 158.00/ 78.10MM/ 5 HOLES  P690 P690 4X2,5.00,"65,132.74","16,283.19"
BOCINA DELANTERO HONDA CIVIC 96-00,3.00,"31,592.91","10,530.97"
BOCINA DELANTERO HYUNDAI ACCENT 00-10,17.00,"230,334.51","16,452.46"
BOCINA DELANTERO HYUNDAI ACCENT BLUE 10- I20 KIA RIO 11-,6.00,"77,536.31","12,922.72"
BOCINA DELANTERO HYUNDAI H1 07- C/ABS 6T,2.00,"75,398.23","75,398.23"
BOCINA DELANTERO HYUNDAI TUCSON 19- SANTA FE ELANTRA KIASPORTAGE,5.00,"174,778.75","43,694.69"
BOCINA DELANTERO MITSUBISHI L200 SPORTERO 08-12 4X4 TDI S/ABS,4.00,"291,681.41","97,227.14"
BOCINA DELANTERO MITSUBISHI MIRAGE 15-FWD ABS DH SIRION 06- ATTITUDE,1.00,"14,867.26","14,867.26"
BOCINA DELANTERO MITSUBISHI MONTERO 02-12 CACHETONA,5.00,"206,219.47","68,739.82"
BOCINA DELANTERO NISSAN SENTRA B13 B14 ALIMA 95-99 4T,1.00,"15,132.74","15,132.74"
BOCINA DELANTERO NISSAN TIIDA VERSA 07-16 1.6 1.8 C/ABS 3 T ARRIBA,8.00,"290,049.55","58,009.91"
BOCINA DELANTERO NISSAN TIIDA VERSA 07-16 1.6 1.8 S/ABS 3 T ARRIBA,2.00,"90,046.02","90,046.02"
BOCINA DELANTERO SUZUKI GRAN VITARA 99-05 TRACKER 01-05 108mm,4.00,"127,699.11","63,849.56"
BOCINA DELANTERO SUZUKI XL-7 07- CHEVROLET CAPTIVA 07- EQUINOX 07-,2.00,"91,858.41","91,858.41"
BOCINA DELANTERO TOYOTA COROLA 97-01 EE90 AE80 S/4T,1.00,"14,247.79","14,247.79"
BOCINA DELANTERO TOYOTA COROLA 97-TOYOTA CORAXI 99- 4T,1.00,"13,716.81","13,716.81"
BOCINA DELANTERO TOYOTA HIACE 19-,6.00,"241,316.82","48,263.36"
BOCINA DELANTERO TOYOTA RAV FWD AX10 94-99,1.00,"15,663.72","15,663.72"
BOCINA DELANTERO TOYOTA RAV4 06-10 4X2 FWD HS AVENISSAN,2.00,"77,507.96","38,753.98"
BOCINA DELANTERO TOYOTA RAV4 06-14 4X4 NX FWD  PRIUS 30 D,3.00,"117,309.74","39,103.25"
BOCINA DELANTERO TOYOTA YARIS 06-06-13 S/TOYOTA PRIUS,3.00,"32,371.68","10,790.56"
BOCINA DELANTERO TOYOTA YARIS 14- C/ABS LH,3.00,"146,495.58","48,831.86"
BOCINA DELANTERO TOYOTA YARIS 14- C/ABS RH,1.00,"47,345.13","47,345.13"
BOCINA DELANTERO TOYOTA YARIS 99-05 BOCINAINA S/ECHO,8.00,"102,576.53","20,515.31"
BOCINA HY I-10 08- DEL,1.00,"15,044.25","15,044.25"
BOCINA HY TUCSON / SPORTAGE 11-15/ CRETA,1.00,"20,353.98","20,353.98"
BOCINA HY TUCSON /SPORTAGE 11-15 /CRETA 11- /SONATA 05-15 /OPTIMA 06-15 DEL,1.00,"17,610.62","17,610.62"
BOCINA HYUNDAI ELANTRA 01-05 /CERATO 06- /MATRIX 01- S/ABS TRASERO,1.00,"24,336.28","24,336.28"
BOCINA MB LANCER 92-00 28MM TRAS,1.00,"22,123.89","22,123.89"
BOCINA MZ 323 89-04 TRAS,2.00,"51,327.44","25,663.72"
BOCINA NS SENTRA B15 00-06 / ALMERA S/ABS / TRAS,2.00,"40,870.80","40,870.80"
BOCINA NS XTRAIL T31 07-13 /B16 QASHQAI 07-12 S/ABS DEL,1.00,"13,362.83","13,362.83"
BOCINA RUEDA LIBRE TOYOTA HILUX 4X4 FJ75/ FJZ75 4.5 FRESADO 30 DIENTES,4.00,"69,026.55","23,008.85"
BOCINA RUEDA LIBRE TOYOTA HILUX P690 4X4 26 SPLINES/ HIACE 4X4/ REGIUS ACE,15.00,"320,796.47","40,099.56"
BOCINA RUEDA LIBRE TOYOTA HILUX YN67 4X4 FRESADO 26 DIENTES,11.00,"210,619.47","30,088.50"
BOCINA RUEDA LIBRE TOYOTA LAND CRUISER FZJ79 FZJ105 PRADO FRESADO 30 DIENTES,18.00,"771,858.38","59,373.72"
BOCINA SUZUKI ERTIGA DELANTERA 2019,1.00,"47,787.61","47,787.61"
BOCINA SZ SX4 07-15 2WD/VITARA 15-18,1.00,"43,805.31","43,805.31"
BOCINA TRAS TOYOTA TACOMA 05-15 LM,1.00,"42,477.88","42,477.88"
"BOCINA TRAS. BYD. F0. 08/17, JAC. J2. 12/ C/ ABS, CARRO CHINO",3.00,"60,876.11","30,438.06"
"BOCINA TRAS. CHEV. AVEO. 02/13,T200, T255, T300, 541009",2.00,"43,837.17","21,918.58"
BOCINA TRAS. HYUNDAI SONATA 99-05 C/ABS 512190,1.00,"43,628.32","43,628.32"
"BOCINA TRAS. NIS. SENTRA. 07/12, MR20, B16. C/ABS, 2.0, 4T.",2.00,"68,672.56","34,336.28"
BOCINA TRAS. NISSAN QASHQAI 4X4 13 9325033 AX0652,1.00,"31,327.43","31,327.43"
"BOCINA TRAS. SUZ. AERIO. 02/07, ESTEEM, BALENO. 95/02, C/ABS",2.00,"48,672.57","48,672.57"
"BOCINA TRAS. SUZ. CELERIO. 14/21, ALTO. 08/",1.00,"22,831.86","22,831.86"
BOCINA TRASERA CON TACOS BEARING TOYOTA COROLLA / TAZZ AE110 AE111 FOR PQ45 .,1.00,"23,008.85","23,008.85"
BOCINA TRASERA GRAND SIENA PALIO 1.4-1.6 ETORQ 1,1.00,"43,539.82","43,539.82"
BOCINA TRASERA HYUNDAI ACCENT 00-2005,3.00,"54,070.80","18,023.60"
BOCINA TRASERA HYUNDAI TUCSON CON ABS 2WD 04- KIA SPORTAGE 04-,2.00,"61,592.92","61,592.92"
BOCINA TRASERA NISSAN PATHFINDER 05-12 9332005K 541003,1.00,"49,823.01","49,823.01"
BOCINA TRASERA NISSAN SENTRA B13 B14 C/COPA,4.00,"74,690.26","18,672.57"
BOCINA TRASERA NISSAN SENTRA B13 B14 SIN COPA,3.00,"51,061.94","17,020.65"
BOCINA TRASERA TOYOTA RAV4 XA30 XA40 4X4 06-14,8.00,"281,943.36","56,388.67"
BOCINA TRASERO HONDA CIVIC 06-11 EX Si ACURA C/ABS,3.00,"102,587.61","51,293.80"
BOCINA TRASERO HONDA CIVIC 85-92 NO VTEC ID 28MM,5.00,"114,159.30","38,053.10"
BOCINA TRASERO HONDA CIVIC 88- ACCORD 86-89 30 mmINTEG 90-93 FWD,3.00,"70,176.99","35,088.49"
BOCINA TRASERO HONDA CIVIC 99-06 HATCHB 1.4 SEDAN 1.6 C/ABS,1.00,"27,256.64","27,256.64"
BOCINA TRASERO HYUNDAI ACCENT 06-11 i10 12- KIA RIO 06-11 C/ABS,1.00,"45,840.71","45,840.71"
BOCINA TRASERO HYUNDAI ACCENT 10- I20 14- KIA RIO11- PICANTO,1.00,"38,761.06","38,761.06"
BOCINA TRASERO HYUNDAI ACCENT 17- KIA RIO FWD,1.00,"37,964.60","37,964.60"
BOCINA TRASERO HYUNDAI ACCENT/ELANT C/ABS 94-99 7.5,1.00,"23,185.84","23,185.84"
BOCINA TRASERO HYUNDAI ELANTRA 00-06 ABS KIA CERATO,1.00,"21,946.90","21,946.90"
BOCINA TRASERO HYUNDAI ELANTRA 07-11 VELOSTER 12-15 KIA FORTE 15-,1.00,"32,892.04","32,892.04"
BOCINA TRASERO HYUNDAI ELANTRA VELONTER 11-,3.00,"105,515.04","52,757.52"
BOCINA TRASERO HYUNDAI SANTA FE 07- VERACRUZ -12 KIA SORENTO,3.00,"121,192.91","40,397.64"
BOCINA TRASERO HYUNDAI TUCSON 15- KIA SPORTAGE 15- AWD S/ABS,1.00,"56,548.67","56,548.67"
BOCINA TRASERO MITSUBISHI LANCER 1.6 02-07 ABS PEQ,5.00,"126,778.90","42,259.63"
BOCINA TRASERO MITSUBISHI MONTERO 02-12 CACHETONA,1.00,"56,075.22","56,075.22"
BOCINA TRASERO MITSUBISHI MONTERO 16-,2.00,"62,527.43","62,527.43"
BOCINA TRASERO MITSUBISHI MONTERO 91-96 SPORTER05-18 HYUNDAI STAREX TERRAC,1.00,"17,610.62","17,610.62"
BOCINA TRASERO NISSAN SENTRA B17 ABS,3.00,"125,044.25","62,522.12"
BOCINA TRASERO NISSAN TIIDA 07-18 C/ABS,3.00,"111,769.91","55,884.96"
BOCINA TRASERO SUZUKI SWIFT C/ABS 10- K12 SUZUKI CIAZ,2.00,"64,061.95","64,061.95"
BOCINA TRASERO SUZUKI VITARA 15- SX4 CROSS ABS INCOR 4X2,3.00,"74,938.06","37,469.03"
BOCINA TRASERO SUZUKI VITARA 15- SX4 FIAT SEDICI  4X4,3.00,"105,929.20","52,964.60"
BOCINA TRASERO TOYOTA COROLA 03-08 5T S/ABS,5.00,"168,440.69","56,146.90"
BOCINA TRASERO TOYOTA COROLA 93-02 AE100 AE101 AE111 GEO PRIZM,2.00,"69,734.51","69,734.51"
BOCINA TRASERO TOYOTA LAND C PRADO 04-08 LH RUNNER 03-09,2.00,"65,808.81","32,904.40"
BOCINA TRASERO TOYOTA LAND C PRADO 08- LH,2.00,"63,159.29","31,579.64"
BOCINA TRASERO TOYOTA LAND C PRADO 08- RH,2.00,"63,159.29","31,579.64"
BOCINA TRASERO TOYOTA RAV4 2wd XA30 XA40  06- LEXUS 07- HS NX,2.00,"90,088.50","90,088.50"
BOCINA TRASERO TOYOTA RAV4 96-00 2P 4X2 4X4 38mm CHASIS SXA1,2.00,"43,212.39","43,212.39"
BOCINA TRASERO TOYOTA RAV4 XA20 00-05 S/ABS,1.00,"41,238.94","41,238.94"
BOCINA TRASERO TOYOTA YARIS   REVISAR CON 9400087,2.00,"69,203.54","69,203.54"
BOCINA TRASERO TOYOTA YARIS 06-13 S/ABS,3.00,"91,061.94","30,353.98"
BOCINA TRASERO TOYOTA YARIS 07-13 PRIUS 12- DH CHARADE 11-,4.00,"130,863.73","32,715.93"
BOCINA TRASERO TOYOTA YARIS 13- R/L,2.00,"93,451.33","93,451.33"
BOCINA TRASERO TOYOTA YARIS 99-05 C/ABS ECHO,3.00,"89,169.48","44,584.74"
BOCINA TRASERO TOYOTA YARIS 99-06 S/ABS 2Y4P 1Y2NZ,13.00,"356,585.84","39,620.65"
BOCINA TY HIACE 87-96 LH112 LH172 DEL,1.00,"28,938.05","28,938.05"
BOCINA TY RAV4 01-05 2WD S/ABS TRAS,1.00,"35,171.68","35,171.68"
BOCINA TY RAV4 19-DEL,1.00,"66,371.68","66,371.68"
BOMBA ACEITE 13500-4M501 QG16DE/18DE V4 - -96,1.00,"140,315.00","140,315.00"
BOMBA ACEITE 13500-6N203 X-TRAIL/QR 25DE ALTIMA,1.00,"109,380.53","109,380.53"
BOMBA ACEITE 21350-2B001 HYUNDAI I30/BLUE/ELANTRA HB20,2.00,"127,964.60","63,982.30"
