Created Time,Vendor Name,Purchase Receive ID Count,Purchase Order ID Count
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,2,2
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-04,,16,16
2024-04-05,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,Importaciones RERE S.A. - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,1,1
,Ningbo Sunshine Auto Parts Co,1,1
,REPUESTOS TENORIO S.A,2,2
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-05,,12,12
2024-04-06,G P FONTI SOCIEDAD,1,1
,Ningbo Sunshine Auto Parts Co,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-06,,3,3
2024-04-08,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,4,4
,REPUESTOS BIANCHI,3,3
,Renapa S.A. - 60 Days Credit,2,2
2024-04-08,,13,13
2024-04-09,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Rafael Pinto & CO S.A. (Prolusa),1,1
,Renapa S.A. - 60 Days Credit,2,2
2024-04-09,,10,10
2024-04-10,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,3,3
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-10,,9,9
2024-04-11,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,2,2
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,2,2
2024-04-11,,8,8
2024-04-12,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,REMUSA - 30 Days Credit,2,2
2024-04-12,,4,4
2024-04-13,Renapa S.A. - 60 Days Credit,1,1
2024-04-13,,1,1
2024-04-15,Ningbo Sunshine Auto Parts Co,1,1
2024-04-15,,1,1
2024-04-16,Capris S.A. - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,2,2
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,4,4
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,2,2
2024-04-16,,12,12
2024-04-17,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,4,4
2024-04-17,,7,7
2024-04-18,ACELUB (Aceites y Lubricantes) S.A. - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,2,2
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,1,1
2024-04-18,,8,8
2024-04-19,DAILY - 30 Days Credit,3,3
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,4,4
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,REPUESTOS BIANCHI,1,1
,ROLEXSA,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,4,4
2024-04-19,,19,19
2024-04-20,REPUESTOS BIANCHI,1,1
,SERVIREPUESTOS JG SA,1,1
2024-04-20,,2,2
2024-04-22,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,3,3
2024-04-22,,10,10
2024-04-23,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,1,1
,Gonher Autopartes de Costa Rica S.A.,1,1
,REMUSA - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-23,,6,6
2024-04-24,DAILY - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,2,2
,REPUESTOS CQ S.A,1,1
,ROFERSA MOTOR,1,1
,RYATMA REPUESTOS - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-24,,12,12
2024-04-25,DAILY - 30 Days Credit,2,2
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,3,3
,REPUESTOS KOREANOS JYR,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,3,3
2024-04-25,,15,15
2024-04-26,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,6,6
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-26,,14,14
2024-04-27,Renapa S.A. - 60 Days Credit,1,1
2024-04-27,,1,1
2024-04-29,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Rafael Pinto & CO S.A. (Prolusa),1,1
2024-04-29,,6,6
2024-04-30,ACELUB (Aceites y Lubricantes) S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,3,3
,Ever Winning S.A - 30 Days Credit,1,1
,Gonher Autopartes de Costa Rica S.A.,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,2,2
,SERVIREPUESTOS JG SA,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-04-30,,15,15
2024-05-02,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,Gonher Autopartes de Costa Rica S.A.,1,1
,NAVEMAR S.A. - 30 Days Credit,3,3
,REMUSA - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,1,1
,SERVIREPUESTOS JG SA,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,2,2
2024-05-02,,12,12
2024-05-03,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
2024-05-03,,2,2
2024-05-04,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-04,,3,3
2024-05-06,AUTO SENSORES JP,1,1
,AUTOREPUESTOS SAN MARTIN,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,2,2
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-06,,9,9
2024-05-07,DAILY - 30 Days Credit,3,3
,Ever Winning S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,3,3
2024-05-07,,11,11
2024-05-08,AUTO SENSORES JP,1,1
,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,Importaciones RERE S.A. - 30 Days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,"REPUESTOS GMD, S.A.",1,1
,Renapa S.A. - 60 Days Credit,4,4
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-08,,13,13
2024-05-09,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,2,2
,Importaciones RERE S.A. - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,2,2
2024-05-09,,9,9
2024-05-10,AUTO SENSORES JP,1,1
,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,3,3
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-10,,13,13
2024-05-11,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-05-11,,2,2
2024-05-13,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,4,4
2024-05-13,,12,12
2024-05-14,DAILY - 30 Days Credit,1,1
,GRUPO Q,1,1
,KINSEI LIMITADA - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,2,2
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-05-14,,8,8
2024-05-15,AUTO SENSORES JP,1,1
,GRUPO Q,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,3,3
,NAVEMAR S.A. - 30 Days Credit,4,4
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
2024-05-15,,11,11
2024-05-16,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,1,1
,Ever Winning S.A - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-16,,7,7
2024-05-17,AUTO SENSORES JP,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
,SUPER REPUESTOS DEL SUR S.A,1,1
2024-05-17,,6,6
2024-05-18,DAILY - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-18,,4,4
2024-05-20,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,3,3
2024-05-20,,9,9
2024-05-21,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,REPUESTOS TENORIO S.A,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,4,4
2024-05-21,,10,10
2024-05-22,DAILY - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REPUESTOS BIANCHI,4,4
,Renapa S.A. - 60 Days Credit,2,2
2024-05-22,,9,9
2024-05-23,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
2024-05-23,,4,4
2024-05-24,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,3,3
,INVERSIONES LEE,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REPUESTOS CQ S.A,2,2
,Renapa S.A. - 60 Days Credit,2,2
2024-05-24,,10,10
2024-05-25,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
2024-05-25,,1,1
2024-05-27,DAILY - 30 Days Credit,4,4
,KINSEI LIMITADA - 30 Days Credit,3,3
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,3,3
,Renapa S.A. - 60 Days Credit,2,2
2024-05-27,,13,13
2024-05-28,AUTO SENSORES JP,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-28,,12,12
2024-05-29,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,REPUESTOS BIANCHI,2,2
2024-05-29,,8,8
2024-05-30,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,REPUESTOS CQ S.A,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-05-30,,7,7
2024-05-31,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NASA,2,2
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
,"REPUESTOS GMD, S.A.",1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-05-31,,9,9
2024-06-01,DAILY - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,REPUESTOS BIANCHI,1,1
,REPUESTOS TENORIO S.A,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-06-01,,7,7
2024-06-03,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,AUTO SENSORES JP,1,1
,DAILY - 30 Days Credit,4,4
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,3,3
,Renapa S.A. - 60 Days Credit,1,1
2024-06-03,,13,13
2024-06-05,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,4,4
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,3,3
,NAVEMAR S.A. - 30 Days Credit,3,3
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,4,4
,Renapa S.A. - 60 Days Credit,8,8
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,4,4
2024-06-05,,31,31
2024-06-06,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
2024-06-06,,7,7
2024-06-07,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,INVERSIONES LEE,1,1
,REPUESTOS BIANCHI,2,2
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,1,1
2024-06-07,,10,10
2024-06-10,Ever Winning S.A - 30 Days Credit,2,2
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,3,3
,REMUSA - 30 Days Credit,2,2
,REPUESTOS BIANCHI,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,2,2
2024-06-10,,11,11
2024-06-11,Capris S.A. - 30 Days Credit,2,2
,DAILY - 30 Days Credit,5,5
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,4,4
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,3,3
2024-06-11,,18,18
2024-06-12,DAILY - 30 Days Credit,1,1
,Gonher Autopartes de Costa Rica S.A.,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
2024-06-12,,8,8
2024-06-13,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,2,2
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-06-13,,11,11
2024-06-14,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NASA,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-06-14,,11,11
2024-06-15,Renapa S.A. - 60 Days Credit,1,1
2024-06-15,,1,1
2024-06-17,DAILY - 30 Days Credit,4,4
,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,2,2
2024-06-17,,11,11
2024-06-18,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,2,2
2024-06-18,,6,6
2024-06-19,CIOSA AUTOPARTES S.A,1,1
,DAILY - 30 Days Credit,4,4
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,5,5
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,4,4
2024-06-19,,20,20
2024-06-20,DAILY - 30 Days Credit,1,1
,NASA,1,1
,REMUSA - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,1,1
2024-06-20,,5,5
2024-06-21,ARH DE ALAJUELA S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,3,3
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,1,1
2024-06-21,,13,13
2024-06-22,KINSEI LIMITADA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-06-22,,2,2
2024-06-24,DAILY - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,3,3
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-06-24,,11,11
2024-06-25,AUTO SENSORES JP,1,1
,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,2,2
2024-06-25,,10,10
2024-06-26,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
2024-06-26,,2,2
2024-06-27,DAILY - 30 Days Credit,2,2
,Ever Winning S.A - 30 Days Credit,2,2
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,REPUESTOS BIANCHI,1,1
,Renapa S.A. - 60 Days Credit,3,3
2024-06-27,,11,11
2024-06-28,Ever Winning S.A - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,NASA,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,REMUSA - 30 Days Credit,1,1
,REPUESTOS BIANCHI,1,1
2024-06-28,,7,7
2024-06-29,DAILY - 30 Days Credit,3,3
,INVERSIONES LEE,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-06-29,,7,7
2024-07-01,DAILY - 30 Days Credit,1,1
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,3,3
2024-07-01,,5,5
2024-07-02,DAILY - 30 Days Credit,2,2
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,2,2
,Renapa S.A. - 60 Days Credit,1,1
2024-07-02,,8,8
2024-07-03,DAILY - 30 Days Credit,2,2
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,3,3
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,2,2
2024-07-03,,10,10
2024-07-04,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,2,2
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,Importaciones RERE S.A. - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,KINSEI LIMITADA - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,2,2
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,6,6
,Repuestos Barrio San Jose de Alajuela S.A. - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,4,4
2024-07-04,,23,23
2024-07-05,DAILY - 30 Days Credit,1,1
,IMPORTACIONES SOL DE KOBE S.A - 30 Days Credit,1,1
,Importaciones RERE S.A. - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,ROLEXSA,1,1
,Renapa S.A. - 60 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-07-05,,7,7
2024-07-06,REPUESTOS BIANCHI,1,1
2024-07-06,,1,1
2024-07-08,Capris S.A. - 30 Days Credit,2,2
,DAILY - 30 Days Credit,2,2
,IMPORTADORA BRIGO INTERNACIONAL S.A. - 30 days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,REPUESTOS BIANCHI,2,2
,Renapa S.A. - 60 Days Credit,6,6
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,2,2
2024-07-08,,16,16
2024-07-09,DAILY - 30 Days Credit,4,4
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-07-09,,11,11
2024-07-10,DAILY - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-07-10,,3,3
2024-07-11,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,1,1
,JSM Unity Costa Rica Sociedad Anonima - 30 Days Credit,1,1
,NAVEMAR S.A. - 30 Days Credit,1,1
,REMUSA - 30 Days Credit,1,1
,Renapa S.A. - 60 Days Credit,3,3
,Vazlo Costa Rica Sociedad Anonima - 30 Days Credit,1,1
2024-07-11,,9,9
2024-07-12,CIOSA AUTOPARTES S.A,2,2
,Capris S.A. - 30 Days Credit,1,1
,DAILY - 30 Days Credit,3,3
,Ever Winning S.A - 30 Days Credit,2,2
