Product_ID,On_Hand_Qty,On_Hand_Source
4198696000018673083,0,INFLOW
4198696000018954046,0,INFLOW
4198696000019073516,0,INFLOW
4198696000019511625,0,INFLOW
4198696000019764960,0,INFLOW
4198696000019847963,0,INFLOW
4198696000020033267,0,INFLOW
4198696000020372215,0,INFLOW
4198696000021110261,0,INFLOW
4198696000022597273,0,INFLOW
4198696000023215162,0,INFLOW
4198696000023999065,0,INFLOW
4198696000025051106,0,INFLOW
4198696000026427001,2,INFLOW
4198696000027037791,0,INFLOW
4198696000027943199,0,INFLOW
4198696000028958118,0,INFLOW
4198696000029046157,0,INFLOW
4198696000029368207,0,INFLOW
4198696000029801551,1,INFLOW
4198696000030181800,0,INFLOW
4198696000030947420,0,INFLOW
4198696000031080659,0,INFLOW
4198696000031177264,0,INFLOW
4198696000031456653,0,INFLOW
4198696000032479387,0,INFLOW
4198696000033252870,0,INFLOW
4198696000034333038,0,INFLOW
4198696000000136819,6,INFLOW
4198696000000136963,6,INFLOW
4198696000000137827,50,INFLOW
4198696000000137971,45,INFLOW
4198696000000139267,10,INFLOW
4198696000000139411,30,INFLOW
4198696000000140707,10,INFLOW
4198696000000140995,44,INFLOW
4198696000000142291,499,INFLOW
4198696000000143731,10,INFLOW
4198696000000670101,2,INFLOW
4198696000000679645,4,INFLOW
4198696000000836241,9,INFLOW
4198696000000861985,2,INFLOW
4198696000000862417,1,INFLOW
4198696000000864001,4,INFLOW
4198696000000864721,1,INFLOW
4198696000000865153,3,INFLOW
4198696000000865585,0,INFLOW
4198696000000897333,2,INFLOW
4198696000000897477,2,INFLOW
4198696000000897621,0,INFLOW
4198696000000897765,2,INFLOW
4198696000000898197,0,INFLOW
4198696000000898341,1,INFLOW
4198696000000898629,3,INFLOW
4198696000000898917,10,INFLOW
4198696000001040716,1,INFLOW
4198696000001040860,3,INFLOW
4198696000001046433,5,INFLOW
4198696000001096547,3,INFLOW
4198696000001407344,5,INFLOW
4198696000001407920,2,INFLOW
4198696000001610306,6,INFLOW
4198696000001612610,2,INFLOW
4198696000001614482,1,INFLOW
4198696000001685102,3,INFLOW
4198696000002192776,4,INFLOW
4198696000003159133,3,INFLOW
4198696000003801343,0,INFLOW
4198696000004161526,4.4,INFLOW
4198696000004421529,193,INFLOW
4198696000004910332,0,INFLOW
4198696000005540382,0,INFLOW
4198696000005814055,0,INFLOW
4198696000005905307,3,INFLOW
4198696000006380276,3,INFLOW
4198696000006545314,5,INFLOW
4198696000006545534,13,INFLOW
4198696000006616205,0,INFLOW
4198696000006693815,0,INFLOW
4198696000006842046,0,INFLOW
4198696000007440296,1,INFLOW
4198696000007752621,0,INFLOW
4198696000007812290,80,INFLOW
4198696000007812434,198,INFLOW
4198696000007971654,0,INFLOW
4198696000008583019,1,INFLOW
4198696000008788378,2,INFLOW
4198696000008815529,0,INFLOW
4198696000009249001,0,INFLOW
4198696000009345212,4,INFLOW
4198696000009452792,6,INFLOW
4198696000009895807,0,INFLOW
4198696000010046480,0,INFLOW
4198696000010251656,4,INFLOW
4198696000010346257,4,INFLOW
4198696000010698753,42,INFLOW
4198696000010767415,0,INFLOW
4198696000011063377,2,INFLOW
4198696000011326142,1,INFLOW
4198696000011409527,0,INFLOW
4198696000011490745,1,INFLOW
4198696000012033473,1,INFLOW
4198696000012188168,2,INFLOW
4198696000012190542,2,INFLOW
4198696000012342839,1,INFLOW
4198696000012371640,0,INFLOW
4198696000012467652,0,INFLOW
4198696000013095041,0,INFLOW
4198696000014062597,4,INFLOW
4198696000014168005,0,INFLOW
4198696000014221959,1,INFLOW
4198696000014500956,2,INFLOW
4198696000015355208,0,INFLOW
4198696000015464616,30,INFLOW
4198696000015464904,18,INFLOW
4198696000015465048,26,INFLOW
4198696000015465336,27,INFLOW
4198696000015527586,4,INFLOW
4198696000015706153,1,INFLOW
4198696000016155726,1,INFLOW
4198696000016373100,2,INFLOW
4198696000016633123,2,INFLOW
4198696000016988970,2,INFLOW
4198696000018519129,4,INFLOW
4198696000018627674,49,INFLOW
4198696000019941273,0,INFLOW
4198696000020112940,0,INFLOW
4198696000020417484,5,INFLOW
4198696000020621611,0,INFLOW
4198696000023416243,0,INFLOW
4198696000023852076,0,INFLOW
4198696000024047475,0,INFLOW
4198696000024424249,0,INFLOW
4198696000024699395,12,INFLOW
4198696000025064625,0,INFLOW
4198696000025832646,0,INFLOW
4198696000027374953,0,INFLOW
4198696000027943795,0,INFLOW
4198696000029035040,0,INFLOW
4198696000029058738,0,INFLOW
4198696000029319160,0,INFLOW
4198696000029374072,0,INFLOW
4198696000032007001,0,INFLOW
4198696000032412020,0,INFLOW
4198696000033148666,0,INFLOW
4198696000005877001,1,INFLOW
4198696000007418428,0,INFLOW
4198696000014527278,7,INFLOW
4198696000017105131,1,INFLOW
4198696000021247550,1,INFLOW
4198696000025038859,0,INFLOW
4198696000000865306,4,INFLOW
4198696000000861796,7,INFLOW
4198696000001610261,2,INFLOW
4198696000000141859,100,INFLOW
4198696000000899637,12,INFLOW
4198696000001715735,0,INFLOW
4198696000012368115,0,INFLOW
4198696000019560601,0,INFLOW
4198696000030193909,0,INFLOW
4198696000000136909,6,INFLOW
4198696000000140221,8,INFLOW
4198696000001407290,2,INFLOW
4198696000001408010,1,INFLOW
4198696000002572950,1,INFLOW
4198696000006945895,0,INFLOW
4198696000014070113,1,INFLOW
4198696000001407785,1,INFLOW
4198696000004421250,191,INFLOW
4198696000015164463,0,INFLOW
4198696000024699587,3,INFLOW
4198696000000137350,6,INFLOW
4198696000000140950,44,INFLOW
4198696000000679024,2,INFLOW
4198696000000862804,2,INFLOW
4198696000001407731,1,INFLOW
4198696000002572959,0,INFLOW
4198696000004111299,0,INFLOW
4198696000009577075,3,INFLOW
4198696000011461331,0,INFLOW
4198696000033545151,0,INFLOW
4198696000000138547,0,INFLOW
4198696000001046145,1,INFLOW
4198696000004150025,2,INFLOW
4198696000004993328,0,INFLOW
4198696000005166196,2,INFLOW
4198696000008352154,0,INFLOW
4198696000008594029,0,INFLOW
4198696000010547300,1,INFLOW
4198696000011064401,0,INFLOW
4198696000013400204,0,INFLOW
4198696000027546042,0,INFLOW
4198696000031531638,100,INFLOW
4198696000009033383,1,INFLOW
4198696000026530384,0,INFLOW
4198696000001610747,4,INFLOW
4198696000004421682,74,INFLOW
4198696000030101001,0,INFLOW
4198696000000669912,4,INFLOW
4198696000001045956,5,INFLOW
4198696000005279186,0,INFLOW
4198696000005387593,0,INFLOW
4198696000000141139,35,INFLOW
4198696000000863281,4,INFLOW
4198696000000864865,4,INFLOW
4198696000001406480,2,INFLOW
4198696000001611890,2,INFLOW
4198696000002890155,0,INFLOW
4198696000008457511,0,INFLOW
4198696000012410099,5,INFLOW
4198696000018902546,0,INFLOW
4198696000028098832,0,INFLOW
4198696000032899832,6,INFLOW
4198696000017482124,3,INFLOW
4198696000021802203,0,INFLOW
4198696000020183145,0,INFLOW
4198696000001040950,182,INFLOW
4198696000013376946,0,INFLOW
4198696000001868221,0,INFLOW
4198696000007812011,297,INFLOW
4198696000015465201,25,INFLOW
4198696000027374964,0,INFLOW
4198696000000138358,20,INFLOW
4198696000000141526,37,INFLOW
4198696000025644854,0,INFLOW
4198696000001085209,0,INFLOW
4198696000001629990,0,INFLOW
4198696000007279369,0,INFLOW
4198696000007812146,294,INFLOW
4198696000016933494,4,INFLOW
4198696000031091238,0,INFLOW
4198696000000139933,9,INFLOW
4198696000004417682,50,INFLOW
4198696000005279177,1,INFLOW
4198696000006515209,2,INFLOW
4198696000010775146,4,INFLOW
4198696000012176278,1,INFLOW
4198696000019129998,1,INFLOW
4198696000019394200,0,INFLOW
4198696000020611523,0,INFLOW
4198696000026140244,0,INFLOW
4198696000027368624,0,INFLOW
4198696000032248284,0,INFLOW
4198696000000141868,89,INFLOW
4198696000001046010,5,INFLOW
4198696000004417889,90,INFLOW
4198696000020885736,0,INFLOW
4198696000001612421,2,INFLOW
4198696000017182255,0,INFLOW
4198696000020611793,0,INFLOW
4198696000024805572,4,INFLOW
4198696000000138403,5,INFLOW
4198696000000513129,6,INFLOW
4198696000001611026,4,INFLOW
4198696000001611458,4,INFLOW
4198696000004629605,100,INFLOW
4198696000004629893,96,INFLOW
4198696000011175155,0,INFLOW
4198696000000137485,50,INFLOW
4198696000027125609,0,INFLOW
4198696000000137404,6,INFLOW
4198696000005232001,0,INFLOW
4198696000009852001,5,INFLOW
4198696000023852087,0,INFLOW
4198696000031531359,100,INFLOW
4198696000000137062,6,INFLOW
4198696000000677197,0.8,INFLOW
4198696000001045425,2,INFLOW
4198696000001614770,4,INFLOW
4198696000012094831,1,INFLOW
4198696000022937864,0,INFLOW
4198696000000862219,1,INFLOW
4198696000000865387,4,INFLOW
4198696000000898143,1,INFLOW
4198696000001791080,0,INFLOW
4198696000004777137,0,INFLOW
4198696000006583936,0,INFLOW
4198696000008581180,1,INFLOW
4198696000014238625,2,INFLOW
4198696000020459897,0,INFLOW
4198696000029801517,0,INFLOW
4198696000000863290,10,INFLOW
4198696000001611467,4,INFLOW
4198696000004161535,1,INFLOW
4198696000004361001,3,INFLOW
4198696000004440476,0,INFLOW
4198696000004764042,97,INFLOW
4198696000015464913,6,INFLOW
4198696000001089298,20,INFLOW
4198696000026140409,0,INFLOW
4198696000000139555,30,INFLOW
4198696000000844237,7,INFLOW
4198696000000862993,1,INFLOW
4198696000000864145,4,INFLOW
4198696000000864433,4,INFLOW
4198696000015465192,27,INFLOW
4198696000022897111,0,INFLOW
4198696000000142579,20,INFLOW
4198696000000898926,10,INFLOW
4198696000001611845,4,INFLOW
4198696000010661457,0,INFLOW
4198696000000144550,20,INFLOW
4198696000020471048,0,INFLOW
4198696000027643603,0,INFLOW
4198696000000899781,15.9,INFLOW
4198696000001610108,4,INFLOW
4198696000000844192,7,INFLOW
4198696000000136765,5,INFLOW
4198696000000138349,50,INFLOW
4198696000000139645,95,INFLOW
4198696000000140077,8,INFLOW
4198696000000142237,480,INFLOW
4198696000000602572,5,INFLOW
4198696000000670335,2,INFLOW
4198696000000677143,10,INFLOW
4198696000000677575,2,INFLOW
4198696000000678727,3,INFLOW
4198696000000678871,5,INFLOW
4198696000000679447,6,INFLOW
4198696000000679735,7,INFLOW
4198696000000844183,12,INFLOW
4198696000000860635,2,INFLOW
4198696000000861643,0,INFLOW
4198696000000862507,7,INFLOW
4198696000000862939,4,INFLOW
4198696000000865819,1,INFLOW
4198696000000865963,2,INFLOW
4198696000000897855,0,INFLOW
4198696000000899439,1,INFLOW
4198696000001039798,17,INFLOW
4198696000001039942,5,INFLOW
4198696000001040662,1,INFLOW
4198696000001041094,120,INFLOW
4198696000001045659,5,INFLOW
4198696000001045947,4,INFLOW
4198696000001086403,10,INFLOW
4198696000001089145,60,INFLOW
4198696000001108111,1,INFLOW
4198696000001300164,2,INFLOW
4198696000001406714,1,INFLOW
4198696000001406858,2,INFLOW
4198696000001407002,2,INFLOW
4198696000001407146,2,INFLOW
4198696000001614716,2,INFLOW
4198696000001674260,4,INFLOW
4198696000001674904,3,INFLOW
4198696000001685048,2,INFLOW
4198696000002318010,1,INFLOW
4198696000003679372,1,INFLOW
4198696000003722155,0,INFLOW
4198696000003952883,3,INFLOW
4198696000004111214,0,INFLOW
4198696000004161458,6,INFLOW
4198696000004420114,99,INFLOW
4198696000004421187,45,INFLOW
4198696000004882469,0,INFLOW
4198696000005094077,0,INFLOW
4198696000005326660,2,INFLOW
4198696000005493161,0,INFLOW
4198696000005531208,4,INFLOW
4198696000005564436,0,INFLOW
4198696000006532729,1,INFLOW
4198696000007221598,2,INFLOW
4198696000007537390,0,INFLOW
4198696000007812092,196,INFLOW
4198696000007812380,98,INFLOW
4198696000007923151,0,INFLOW
4198696000008126093,2,INFLOW
4198696000008244464,2,INFLOW
4198696000008352908,0,INFLOW
4198696000008585077,1,INFLOW
4198696000009409001,0,INFLOW
4198696000010031426,0,INFLOW
4198696000010390333,0,INFLOW
4198696000010867132,0,INFLOW
4198696000011064495,2,INFLOW
4198696000011239751,0,INFLOW
4198696000011316877,2,INFLOW
4198696000011409257,0,INFLOW
4198696000011594820,0,INFLOW
4198696000011718020,2,INFLOW
4198696000011880125,6,INFLOW
4198696000012057242,1,INFLOW
4198696000012114283,13,INFLOW
4198696000012182304,4,INFLOW
4198696000012342207,2,INFLOW
4198696000012342929,2,INFLOW
4198696000012360291,4,INFLOW
4198696000012371055,4,INFLOW
4198696000013514365,1,INFLOW
4198696000014184041,1,INFLOW
4198696000014370276,4,INFLOW
4198696000014873156,3,INFLOW
4198696000015082292,0,INFLOW
4198696000015145484,0,INFLOW
4198696000015399794,0,INFLOW
4198696000015464706,28,INFLOW
4198696000015464850,28,INFLOW
4198696000015464994,23,INFLOW
4198696000016204915,0,INFLOW
4198696000016879708,0,INFLOW
4198696000017003141,0,INFLOW
4198696000017182240,0,INFLOW
4198696000017818362,0,INFLOW
4198696000018170163,0,INFLOW
4198696000018476053,0,INFLOW
4198696000019764321,0,INFLOW
4198696000019922017,0,INFLOW
4198696000020433088,0,INFLOW
4198696000021746120,2,INFLOW
4198696000023558303,1,INFLOW
4198696000024532306,1,INFLOW
4198696000024690679,0,INFLOW
4198696000024805563,3,INFLOW
4198696000025233655,0,INFLOW
4198696000025481633,0,INFLOW
4198696000025644272,2,INFLOW
4198696000025881705,0,INFLOW
4198696000026460133,0,INFLOW
4198696000026698294,0,INFLOW
4198696000027037765,0,INFLOW
4198696000027301074,0,INFLOW
4198696000028104689,0,INFLOW
4198696000029015463,0,INFLOW
4198696000029378363,0,INFLOW
4198696000030016784,0,INFLOW
4198696000031591243,0,INFLOW
4198696000032048850,0,INFLOW
4198696000033376181,0,INFLOW
4198696000033545069,0,INFLOW
4198696000000136684,4,INFLOW
4198696000000136972,6,INFLOW
4198696000000138124,50,INFLOW
4198696000000138268,50,INFLOW
4198696000000138412,5,INFLOW
4198696000000139708,920,INFLOW
4198696000000140716,10,INFLOW
4198696000000141148,36,INFLOW
4198696000000142012,10,INFLOW
4198696000000143308,19,INFLOW
4198696000000144172,20,INFLOW
4198696000000669822,2,INFLOW
4198696000000669966,2,INFLOW
4198696000000677062,44,INFLOW
4198696000000678934,7,INFLOW
4198696000000836250,75,INFLOW
4198696000000844246,0,INFLOW
4198696000000860986,5,INFLOW
4198696000000861274,2,INFLOW
4198696000000861418,2,INFLOW
4198696000000861562,9,INFLOW
4198696000000861706,17,INFLOW
4198696000000862282,6,INFLOW
4198696000000862570,3,INFLOW
4198696000000863002,1,INFLOW
4198696000000863866,2,INFLOW
4198696000000864010,5,INFLOW
4198696000000864298,3,INFLOW
4198696000000865162,2,INFLOW
4198696000000897630,2,INFLOW
4198696000000898350,0,INFLOW
4198696000000898638,5,INFLOW
4198696000000898782,4,INFLOW
4198696000000899646,47,INFLOW
4198696000000899790,11,INFLOW
4198696000001040725,20,INFLOW
4198696000001045578,0,INFLOW
4198696000001086466,6,INFLOW
4198696000001096412,3,INFLOW
4198696000001096556,1,INFLOW
4198696000001406345,1,INFLOW
4198696000001407353,2,INFLOW
4198696000001407641,1,INFLOW
4198696000001612187,1,INFLOW
4198696000001613483,1,INFLOW
4198696000001613915,2,INFLOW
4198696000001614203,1,INFLOW
4198696000001614347,2,INFLOW
4198696000001614635,0,INFLOW
4198696000001614779,2,INFLOW
4198696000001674967,2,INFLOW
4198696000002023046,0,INFLOW
4198696000002572725,1,INFLOW
4198696000002797340,0,INFLOW
4198696000002957052,0,INFLOW
4198696000003679277,7,INFLOW
4198696000003722616,0,INFLOW
4198696000003913106,3,INFLOW
4198696000003952168,4,INFLOW
4198696000003952521,3,INFLOW
4198696000004093366,0,INFLOW
4198696000004655485,0,INFLOW
4198696000004882756,0,INFLOW
4198696000005012510,0,INFLOW
4198696000005279598,0,INFLOW
4198696000005385176,21,INFLOW
4198696000006545355,4,INFLOW
4198696000006616214,0,INFLOW
4198696000006904424,3,INFLOW
4198696000007279513,0,INFLOW
4198696000007542122,10,INFLOW
4198696000007811579,298,INFLOW
4198696000007812155,299,INFLOW
4198696000007812299,200,INFLOW
