Product_ID,Available_Stock,Cost_Fallback
4198696000000142363,98,CRC 91.52
4198696000000142399,100,CRC 91.52
4198696000000142435,89,CRC 7.04
4198696000000142471,100,CRC 7.04
4198696000000142507,0,CRC 225.28
4198696000000142543,14,"CRC 2,147.20"
4198696000000142579,20,"CRC 3,393.28"
4198696000000142615,20,"CRC 2,252.80"
4198696000000142651,20,"CRC 3,034.24"
4198696000000142687,24,"CRC 3,301.76"
4198696000000142723,20,"CRC 2,126.08"
4198696000000142759,30,"CRC 2,041.60"
4198696000000142795,20,"CRC 3,062.40"
4198696000000142831,20,"CRC 3,372.16"
4198696000000142867,18,"CRC 3,618.56"
4198696000000142903,24,"CRC 4,048.00"
4198696000000142939,20,"CRC 3,534.08"
4198696000000142975,12,"CRC 10,215.04"
4198696000000143011,10,"CRC 7,603.20"
4198696000000143047,20,"CRC 1,027.84"
4198696000000143083,20,CRC 936.32
4198696000000143119,5,"CRC 15,150.08"
4198696000000143155,14,"CRC 1,267.20"
4198696000000143191,20,"CRC 1,316.48"
4198696000000143227,20,"CRC 1,302.40"
4198696000000143263,17,"CRC 1,605.12"
4198696000000143299,20,"CRC 1,372.80"
4198696000000143335,30,"CRC 2,600.00"
4198696000000143371,40,"CRC 3,000.00"
4198696000000143407,5,"CRC 3,231.36"
4198696000000143443,7,"CRC 3,463.68"
4198696000000143479,93,"CRC 4,800.00"
4198696000000143515,13,"CRC 6,000.00"
4198696000000143551,5,"CRC 2,196.48"
4198696000000143587,66,"CRC 4,000.00"
4198696000000143623,10,"CRC 5,272.96"
4198696000000143659,32,"CRC 4,000.00"
4198696000000143695,10,"CRC 25,520.00"
4198696000000143731,10,"CRC 7,328.64"
4198696000000143767,10,"CRC 4,259.20"
4198696000000143803,10,"CRC 5,913.60"
4198696000000143839,45,"CRC 7,100.00"
4198696000000143875,5,"CRC 6,103.68"
4198696000000143911,6,"CRC 5,624.96"
4198696000000143947,24,"CRC 7,300.00"
4198696000000143983,20,"CRC 5,639.04"
4198696000000144019,18,"CRC 3,146.88"
4198696000000144055,20,"CRC 4,878.72"
4198696000000144091,20,"CRC 11,517.44"
4198696000000144127,17,"CRC 2,977.92"
4198696000000144163,22,"CRC 5,878.40"
4198696000000144199,20,"CRC 6,293.76"
4198696000000144235,10,"CRC 10,771.20"
4198696000000144271,9,"CRC 5,772.80"
4198696000000144307,10,"CRC 6,152.96"
4198696000000144343,10,"CRC 5,392.64"
4198696000000144379,10,"CRC 10,764.16"
4198696000000144415,48,"CRC 7,990.40"
4198696000000144451,49,"CRC 2,217.60"
4198696000000144487,50,"CRC 11,228.80"
4198696000000144523,20,"CRC 10,355.84"
4198696000000144559,50,"CRC 2,492.16"
4198696000000144595,22,"CRC 10,000.00"
4198696000000144631,20,"CRC 12,000.00"
4198696000000144667,1,"CRC 19,782.40"
4198696000000513093,50,CRC 1.00
4198696000000513129,6,CRC 1.00
4198696000000513165,10,CRC 1.00
4198696000000588214,3,"CRC 8,058.30"
4198696000000588250,16,"CRC 6,278.90"
4198696000000588286,9,"CRC 5,710.70"
4198696000000588322,7,"CRC 6,573.20"
4198696000000588358,0,"CRC 3,344.20"
4198696000000602302,328,"CRC 1,776.90"
4198696000000602338,20,"CRC 10,108.29"
4198696000000602374,29,"CRC 13,782.44"
4198696000000602410,120,"CRC 5,189.99"
4198696000000602446,325,"CRC 3,707.14"
4198696000000602482,217,"CRC 3,171.67"
4198696000000602518,267,"CRC 3,302.72"
4198696000000602554,248,"CRC 2,446.71"
4198696000000602590,28,"CRC 16,285.71"
4198696000000669525,1,"CRC 1,261.73"
4198696000000669561,0,"CRC 6,058.92"
4198696000000669597,4,"CRC 6,050.05"
4198696000000669633,2,"CRC 2,860.27"
4198696000000669669,2,"CRC 2,211.24"
4198696000000669705,3,"CRC 2,400.03"
4198696000000669741,5,"CRC 1,451.34"
4198696000000669777,2,"CRC 1,986.77"
4198696000000669813,3,"CRC 1,925.15"
4198696000000669849,2,"CRC 2,350.49"
4198696000000669885,3,"CRC 1,874.28"
4198696000000669921,2,CRC 990.06
4198696000000669957,0,"CRC 1,289.42"
4198696000000669993,4,"CRC 2,254.84"
4198696000000670029,1,"CRC 1,163.34"
4198696000000670065,0,"CRC 1,495.21"
4198696000000670101,2,"CRC 1,674.01"
4198696000000670137,1,"CRC 1,921.76"
4198696000000670173,2,"CRC 2,507.98"
4198696000000670209,6,"CRC 1,580.07"
4198696000000670245,1,"CRC 1,404.28"
4198696000000670281,1,"CRC 2,189.23"
4198696000000670317,2,"CRC 2,412.98"
4198696000000670353,1,"CRC 1,943.98"
4198696000000670389,3,"CRC 1,973.45"
4198696000000670425,5,"CRC 4,431.07"
4198696000000670461,0,"CRC 2,878.96"
4198696000000670497,6,"CRC 1,384.15"
4198696000000670533,2,"CRC 1,508.92"
4198696000000670569,0,"CRC 1,697.26"
4198696000000670605,0,"CRC 1,875.54"
4198696000000670641,1,"CRC 2,039.46"
4198696000000670677,2,"CRC 3,956.78"
4198696000000670713,2,"CRC 1,614.24"
4198696000000670749,3,"CRC 2,344.31"
4198696000000670785,0,"CRC 2,302.29"
4198696000000670821,0,"CRC 1,925.15"
4198696000000676801,14,"CRC 2,744.28"
4198696000000676837,23,"CRC 4,354.56"
4198696000000676873,9,"CRC 1,138.09"
4198696000000676909,18,"CRC 1,023.17"
4198696000000676945,10,"CRC 1,153.34"
4198696000000676981,21,"CRC 7,645.32"
4198696000000677017,41,CRC 56.24
4198696000000677053,46,CRC 43.52
4198696000000677089,8,"CRC 4,245.90"
4198696000000677125,10,"CRC 3,036.62"
4198696000000677161,10,"CRC 1,572.05"
4198696000000677197,0.8,"CRC 16,953.61"
4198696000000677233,1,"CRC 2,046.22"
4198696000000677269,1,"CRC 6,508.08"
4198696000000677305,5,"CRC 7,635.62"
4198696000000677341,1,"CRC 8,096.07"
4198696000000677377,2,"CRC 3,126.64"
4198696000000677413,1,"CRC 6,026.00"
4198696000000677449,4,"CRC 5,677.84"
4198696000000677485,0,"CRC 8,073.99"
4198696000000677521,0,"CRC 3,478.54"
4198696000000677557,1,"CRC 4,053.94"
4198696000000677593,3,"CRC 3,421.83"
4198696000000677629,0,"CRC 5,786.92"
4198696000000677665,2,"CRC 3,590.09"
4198696000000677701,1,"CRC 4,079.63"
4198696000000677737,0,"CRC 2,278.05"
4198696000000677773,6,"CRC 2,179.67"
4198696000000677809,2,"CRC 2,403.38"
4198696000000677845,1,"CRC 1,528.82"
4198696000000677881,0,"CRC 1,336.80"
4198696000000677917,5,"CRC 2,191.50"
4198696000000677953,3,"CRC 1,902.56"
4198696000000677989,0,"CRC 3,151.21"
4198696000000678025,3,"CRC 2,119.67"
4198696000000678061,0,"CRC 1,944.19"
4198696000000678097,3,"CRC 1,863.17"
4198696000000678133,3,"CRC 1,978.42"
4198696000000678169,1,"CRC 1,264.06"
4198696000000678205,4,"CRC 2,471.04"
4198696000000678241,2,"CRC 1,227.84"
4198696000000678277,2,"CRC 1,763.69"
4198696000000678313,1,"CRC 1,671.80"
4198696000000678349,3,"CRC 1,038.65"
4198696000000678385,2,"CRC 1,261.49"
4198696000000678421,1,"CRC 1,173.09"
4198696000000678457,4,"CRC 1,244.55"
4198696000000678493,4,"CRC 2,314.52"
4198696000000678529,4,"CRC 1,227.04"
4198696000000678565,4,"CRC 2,329.14"
4198696000000678601,4,"CRC 4,298.51"
4198696000000678637,4,"CRC 6,328.95"
4198696000000678673,5,"CRC 3,144.92"
4198696000000678709,5,"CRC 3,053.25"
4198696000000678745,3,"CRC 3,208.50"
4198696000000678781,5,"CRC 3,427.55"
4198696000000678817,5,"CRC 7,617.84"
4198696000000678853,2,"CRC 2,351.75"
4198696000000678889,5,"CRC 4,030.75"
4198696000000678925,4,"CRC 3,950.63"
4198696000000678961,3,"CRC 8,529.09"
4198696000000678997,0,"CRC 2,984.43"
4198696000000679033,0,"CRC 3,575.26"
4198696000000679069,0,"CRC 3,132.85"
4198696000000679105,10,"CRC 4,198.35"
4198696000000679141,4,"CRC 3,606.78"
4198696000000679177,0,"CRC 4,312.53"
4198696000000679213,3,"CRC 3,434.67"
4198696000000679249,0,"CRC 2,750.02"
4198696000000679285,4,"CRC 3,015.68"
4198696000000679321,4,"CRC 3,434.67"
4198696000000679357,2,"CRC 6,149.06"
4198696000000679393,4,"CRC 3,443.02"
4198696000000679429,5,"CRC 2,687.52"
4198696000000679465,1,"CRC 3,138.36"
4198696000000679501,4,"CRC 4,662.96"
4198696000000679537,3,"CRC 3,255.73"
4198696000000679573,5,"CRC 2,980.17"
4198696000000679609,3,"CRC 3,024.97"
4198696000000679645,4,"CRC 5,750.05"
4198696000000679681,6,"CRC 1,735.02"
4198696000000679717,3,"CRC 2,463.42"
4198696000000679753,14,"CRC 4,184.49"
4198696000000791010,3,"CRC 1,021.16"
4198696000000791046,0,CRC 804.74
4198696000000836169,7,"CRC 3,128.00"
4198696000000836205,5,"CRC 2,070.00"
4198696000000836241,9,"CRC 2,557.40"
4198696000000836985,38,"CRC 1,800.00"
4198696000000844021,24,"CRC 1,298.00"
4198696000000844057,6,"CRC 3,195.00"
4198696000000844093,6,"CRC 5,750.00"
4198696000000844129,4,"CRC 1,680.00"
4198696000000844165,11,"CRC 2,990.00"
4198696000000844201,18,"CRC 1,750.00"
4198696000000844237,7,"CRC 2,340.00"
4198696000000844273,35,"CRC 1,550.00"
4198696000000844309,0,"CRC 1,900.00"
4198696000000844345,52,"CRC 1,295.00"
4198696000000844381,20,"CRC 1,775.00"
4198696000000860581,2,"CRC 58,000.00"
4198696000000860617,1,"CRC 55,500.00"
4198696000000860653,1,"CRC 64,000.00"
4198696000000860689,4,"CRC 42,000.00"
4198696000000860725,8,"CRC 5,530.62"
4198696000000860761,7,"CRC 8,270.02"
4198696000000860797,6,"CRC 10,046.98"
4198696000000860833,3,"CRC 5,809.56"
4198696000000860869,3,"CRC 6,408.01"
4198696000000860905,2,"CRC 4,724.56"
4198696000000860941,6,"CRC 8,420.33"
4198696000000860977,9,"CRC 10,963.02"
4198696000000861013,2,"CRC 9,847.35"
4198696000000861049,2,"CRC 8,073.39"
4198696000000861085,5,"CRC 7,391.46"
4198696000000861121,2,"CRC 6,551.09"
4198696000000861157,2,"CRC 7,982.87"
4198696000000861193,2,"CRC 7,564.75"
4198696000000861229,3,"CRC 9,952.89"
4198696000000861265,2,"CRC 5,190.00"
4198696000000861301,8,"CRC 8,082.00"
4198696000000861337,11,"CRC 7,840.41"
4198696000000861373,3,"CRC 6,722.10"
4198696000000861409,1,"CRC 8,556.51"
4198696000000861445,4,"CRC 6,798.71"
4198696000000861481,10,"CRC 7,124.28"
4198696000000861517,1,"CRC 10,334.04"
4198696000000861553,1,"CRC 8,594.78"
4198696000000861589,4,"CRC 8,991.00"
4198696000000861625,3,"CRC 14,236.35"
4198696000000861661,2,"CRC 7,358.46"
4198696000000861697,2,"CRC 15,322.74"
4198696000000861733,4,"CRC 8,043.82"
4198696000000861769,4,"CRC 13,874.21"
4198696000000861805,4,"CRC 7,152.12"
4198696000000861841,2,"CRC 9,732.32"
4198696000000861877,13,"CRC 13,465.22"
4198696000000861913,4,"CRC 13,520.61"
4198696000000861949,5,"CRC 15,822.94"
4198696000000861985,2,"CRC 12,312.52"
4198696000000862021,2,"CRC 14,123.19"
4198696000000862057,6,"CRC 9,180.00"
4198696000000862093,3,"CRC 12,710.51"
4198696000000862129,5,"CRC 10,162.36"
4198696000000862165,2,"CRC 9,438.09"
4198696000000862201,2,"CRC 10,276.49"
4198696000000862237,9,"CRC 9,995.00"
4198696000000862273,4,"CRC 10,109.60"
4198696000000862309,4,"CRC 9,747.74"
4198696000000862345,6,"CRC 15,379.28"
4198696000000862381,3,"CRC 7,802.71"
4198696000000862417,1,"CRC 9,114.49"
4198696000000862453,1,"CRC 12,674.66"
4198696000000862489,5,"CRC 12,122.49"
4198696000000862525,1,"CRC 13,380.75"
4198696000000862561,9,"CRC 5,492.44"
4198696000000862597,10,"CRC 12,610.03"
4198696000000862633,4,"CRC 8,564.98"
4198696000000862669,6,"CRC 8,047.85"
4198696000000862705,2,"CRC 8,054.64"
4198696000000862741,3,"CRC 13,834.80"
4198696000000862777,3,"CRC 7,101.00"
4198696000000862813,4,"CRC 6,760.80"
4198696000000862849,9,"CRC 6,900.00"
4198696000000862885,11,"CRC 8,384.06"
4198696000000862921,9,"CRC 6,112.26"
4198696000000862957,2,"CRC 8,502.86"
4198696000000862993,1,"CRC 15,966.41"
4198696000000863029,1,"CRC 8,980.00"
4198696000000863065,5,"CRC 6,992.37"
4198696000000863101,5,"CRC 12,939.30"
4198696000000863137,3,"CRC 9,012.02"
4198696000000863173,6,"CRC 7,013.59"
4198696000000863209,12,"CRC 13,050.00"
4198696000000863245,4,"CRC 10,870.73"
4198696000000863281,4,"CRC 11,825.08"
4198696000000863317,3,"CRC 14,906.20"
4198696000000863353,2,"CRC 18,222.77"
4198696000000863389,3,"CRC 21,582.00"
4198696000000863425,9,"CRC 22,967.94"
4198696000000863461,6,"CRC 26,395.92"
4198696000000863497,2,"CRC 21,437.14"
4198696000000863533,6,"CRC 13,458.66"
4198696000000863569,2,"CRC 18,414.60"
4198696000000863605,8,"CRC 12,937.26"
4198696000000863641,2,"CRC 14,308.94"
4198696000000863677,2,"CRC 24,125.67"
4198696000000863713,6,"CRC 13,271.05"
4198696000000863749,4,"CRC 13,050.00"
4198696000000863785,2,"CRC 11,908.23"
4198696000000863821,4,"CRC 17,026.61"
4198696000000863857,2,"CRC 26,429.40"
4198696000000863893,6,"CRC 35,133.74"
4198696000000863929,4,"CRC 19,267.23"
4198696000000863965,3,"CRC 17,973.62"
4198696000000864001,4,"CRC 43,264.01"
4198696000000864037,3,"CRC 63,149.17"
4198696000000864073,4,"CRC 33,384.13"
4198696000000864109,4,"CRC 35,146.78"
4198696000000864145,4,"CRC 35,066.15"
4198696000000864181,1,"CRC 35,012.39"
4198696000000864217,2,"CRC 27,333.77"
4198696000000864253,3,"CRC 47,000.00"
4198696000000864289,3,"CRC 5,598.00"
4198696000000864325,1,"CRC 6,604.40"
4198696000000864361,5,"CRC 5,793.06"
4198696000000864397,2,"CRC 5,586.09"
4198696000000864433,4,"CRC 7,317.07"
4198696000000864469,4,"CRC 7,242.94"
4198696000000864505,4,"CRC 5,571.48"
4198696000000864541,4,"CRC 5,347.24"
4198696000000864577,3,"CRC 8,800.00"
4198696000000864613,8,"CRC 7,053.66"
4198696000000864649,2,"CRC 6,845.01"
4198696000000864685,6,"CRC 5,505.46"
4198696000000864721,1,"CRC 16,200.00"
4198696000000864757,4,"CRC 6,389.68"
4198696000000864793,2,"CRC 6,090.00"
4198696000000864829,5,"CRC 6,237.00"
4198696000000864865,4,"CRC 6,729.18"
4198696000000864901,4,"CRC 6,714.47"
4198696000000864937,2,"CRC 6,345.89"
4198696000000864973,8,"CRC 5,226.49"
4198696000000865009,4,"CRC 7,990.26"
4198696000000865045,3,"CRC 6,150.00"
4198696000000865081,2,"CRC 14,181.37"
4198696000000865117,2,"CRC 5,715.00"
4198696000000865153,3,"CRC 5,653.22"
4198696000000865189,4,"CRC 4,900.00"
4198696000000865225,2,"CRC 49,290.02"
4198696000000865261,4,"CRC 49,559.42"
4198696000000865297,0,"CRC 119,375.89"
4198696000000865333,2,"CRC 73,935.04"
4198696000000865369,1,"CRC 37,140.57"
4198696000000865405,1,"CRC 141,701.68"
4198696000000865441,0,"CRC 32,767.27"
4198696000000865477,5,"CRC 52,840.84"
4198696000000865513,3,"CRC 262,380.72"
4198696000000865549,4,"CRC 179,000.00"
4198696000000865585,0,"CRC 105,641.70"
4198696000000865621,3,"CRC 102,971.85"
4198696000000865657,3,"CRC 15,982.60"
4198696000000865693,1,"CRC 13,467.97"
4198696000000865729,2,"CRC 14,541.93"
4198696000000865765,2,"CRC 17,552.90"
4198696000000865801,2,"CRC 16,192.41"
4198696000000865837,2,"CRC 13,211.33"
4198696000000865873,1,"CRC 15,509.55"
4198696000000865909,1,"CRC 16,528.23"
4198696000000865945,2,"CRC 11,673.19"
4198696000000865981,2,"CRC 14,791.89"
4198696000000866017,1,"CRC 5,853.10"
4198696000000866053,4,"CRC 6,751.76"
4198696000000866089,2,"CRC 7,388.14"
4198696000000866125,3,"CRC 6,423.17"
4198696000000866161,1,"CRC 6,262.42"
4198696000000866197,1,"CRC 7,912.60"
4198696000000866233,1,"CRC 6,071.70"
4198696000000866269,2,"CRC 5,985.46"
4198696000000897189,1,"CRC 3,798.02"
4198696000000897225,2,"CRC 7,494.19"
4198696000000897261,1,"CRC 5,224.65"
4198696000000897297,0,"CRC 3,336.77"
4198696000000897333,2,"CRC 2,955.10"
4198696000000897369,1,"CRC 10,574.04"
4198696000000897405,1,"CRC 10,662.34"
4198696000000897441,0,"CRC 1,926.81"
4198696000000897477,2,"CRC 4,066.66"
4198696000000897513,1,"CRC 1,843.23"
4198696000000897549,0,"CRC 1,056.05"
4198696000000897585,0,"CRC 2,251.04"
4198696000000897621,0,CRC 935.61
4198696000000897657,1,"CRC 2,056.50"
4198696000000897693,0,"CRC 2,806.82"
4198696000000897729,0,"CRC 3,371.94"
4198696000000897765,2,"CRC 1,345.63"
4198696000000897801,0,"CRC 2,536.71"
4198696000000897837,0,"CRC 3,910.74"
4198696000000897873,1,"CRC 2,236.65"
4198696000000897909,1,"CRC 2,260.29"
4198696000000897945,0,"CRC 5,409.75"
4198696000000897981,0,"CRC 2,343.65"
4198696000000898017,2,"CRC 5,039.36"
4198696000000898053,2,"CRC 6,679.03"
4198696000000898089,0,"CRC 2,716.00"
4198696000000898125,1,"CRC 4,103.76"
4198696000000898161,3,"CRC 6,437.14"
4198696000000898197,0,"CRC 2,269.55"
4198696000000898233,0,"CRC 9,964.89"
4198696000000898269,0,"CRC 4,807.81"
4198696000000898305,2,"CRC 6,558.58"
4198696000000898341,1,"CRC 11,936.19"
4198696000000898377,2,"CRC 8,607.02"
4198696000000898413,1,"CRC 7,585.50"
4198696000000898449,1,"CRC 6,024.93"
4198696000000898485,1,"CRC 14,710.95"
4198696000000898521,0,"CRC 10,664.93"
4198696000000898557,8,"CRC 14,401.05"
4198696000000898593,5,"CRC 18,751.51"
4198696000000898629,3,"CRC 8,152.65"
4198696000000898665,5,"CRC 13,365.65"
4198696000000898701,5,"CRC 21,664.98"
4198696000000898737,4,"CRC 11,875.96"
4198696000000898773,2,"CRC 13,820.67"
4198696000000898809,1,"CRC 8,198.99"
4198696000000898845,2,"CRC 17,804.09"
4198696000000898881,6,"CRC 7,945.00"
4198696000000898917,10,"CRC 20,558.09"
4198696000000898953,5,"CRC 30,750.67"
4198696000000898989,10,"CRC 9,605.40"
4198696000000899025,5,"CRC 19,139.90"
4198696000000899061,0,"CRC 9,424.13"
4198696000000899097,5,"CRC 16,416.83"
4198696000000899133,3,"CRC 13,909.09"
4198696000000899169,5,"CRC 18,020.74"
4198696000000899205,5,"CRC 14,708.06"
4198696000000899241,10,"CRC 16,452.03"
4198696000000899277,2,"CRC 17,906.19"
4198696000000899313,0,"CRC 6,347.07"
4198696000000899349,20,"CRC 1,684.91"
4198696000000899385,37,"CRC 4,827.40"
4198696000000899421,1,"CRC 15,753.78"
4198696000000899457,6,"CRC 16,241.41"
4198696000000899493,12,"CRC 5,556.45"
4198696000000899529,0,"CRC 1,722.50"
4198696000000899565,0,"CRC 2,372.50"
4198696000000899601,21,"CRC 4,326.86"
4198696000000899637,12,"CRC 2,151.57"
4198696000000899673,4,"CRC 7,638.28"
4198696000000899709,5,"CRC 2,355.93"
4198696000000899745,12,"CRC 4,035.98"
4198696000000899781,15.9,CRC 155.16
4198696000000899817,14,"CRC 1,605.63"
4198696000000983005,2,"CRC 9,758.37"
4198696000001039672,58,"CRC 1,640.32"
4198696000001039708,100,CRC 802.56
4198696000001039744,46,CRC 443.52
4198696000001039780,15,CRC 682.88
4198696000001039816,17,CRC 612.48
4198696000001039852,49,"CRC 1,393.92"
4198696000001039888,99,CRC 323.84
4198696000001039924,6,"CRC 9,074.56"
4198696000001039960,40,"CRC 1,027.84"
4198696000001039996,36,"CRC 1,295.36"
4198696000001040032,38,CRC 915.20
4198696000001040068,36,"CRC 1,626.24"
4198696000001040104,40,"CRC 1,774.08"
4198696000001040140,38,"CRC 1,020.80"
4198696000001040176,35,CRC 978.56
4198696000001040212,2,"CRC 9,736.32"
4198696000001040248,50,"CRC 12,073.60"
4198696000001040284,20,"CRC 3,562.24"
4198696000001040320,5,"CRC 4,512.64"
4198696000001040356,20,"CRC 10,602.24"
4198696000001040392,10,"CRC 15,051.52"
4198696000001040428,10,"CRC 4,991.36"
4198696000001040464,18,"CRC 4,688.64"
4198696000001040500,12,"CRC 10,890.88"
4198696000001040536,20,"CRC 5,765.76"
4198696000001040572,16,"CRC 5,111.04"
