SKU,b.Product_ID,s.Sales_24M_Qty,s.Sales_24M_Net,a.Avg_Demand_6M,o.Outstanding_Qty,lp.Last_Purchase_Date,lp.Last_Purchase_Price
21-1043,4198696000000678907,,,0.3333333333333333,,,4528.83
238-2002,4198696000004421187,,,0.5,,,14410
106-2030,4198696000008906237,,,0.6666666666666666,,,6740
800-1349,4198696000007681718,,,0.16666666666666666,,,9800
44-1006,4198696000006923356,,,0.5,,,895
9-167,4198696000010805447,,,0.3333333333333333,,,1474
800-1932,4198696000010978337,,,0.16666666666666666,,,17255.4
800-2819,4198696000019575105,,,0.5,,,21950
245-52,4198696000000143344,,,2.3333333333333335,,,1617
3-81,4198696000000670218,,,0.6666666666666666,,,1595.31
41-1001,4198696000004417952,,,0.3333333333333333,,,9625
511-2001,4198696000016430122,,,0.16666666666666666,,,36500
12-1008,4198696000018668070,,,0.3333333333333333,,,47685
800-3263,4198696000023124327,,,0.16666666666666666,,,27854.24
106-3011,4198696000024047764,,,5.166666666666667,,,4416.67
524-0182,4198696000027576685,,,0.16666666666666666,,,1900
800-4323,4198696000031209346,,,0.16666666666666666,,,18500
800-4211,4198696000030025167,,,0.16666666666666666,,,4600
800-4053,4198696000028825005,,,0.16666666666666666,,,16887.5
509-0547,4198696000000862939,,,0.16666666666666666,,,19602
245-236,4198696000000143425,,,0.3333333333333333,,,1287
512-068,4198696000001046019,,,0.16666666666666666,,,11478.17
72-1075,4198696000000679537,,,0.3333333333333333,,,3255.73
519-2002,4198696000007221598,,,0.3333333333333333,,,5967
41-1007,4198696000004420006,,,0.3333333333333333,,,6737.5
376-3043,4198696000012176260,,,0.8333333333333334,,,2051.85
351-2050,4198696000015465390,,,1.1666666666666667,,,16170
343-31,4198696000020417640,,,0.6666666666666666,,,1385.6933333333334
530-3029,4198696000023558303,,,0.16666666666666666,,,3100
800-4362,4198696000031465608,,,0.3333333333333333,,,2675
800-4001,4198696000028506001,,,0.3333333333333333,,,21638.72
800-4244,4198696000030248553,,,0.16666666666666666,,,10619
524-0054,4198696000001406543,,,0.5,,,1800
72-1036,4198696000000679186,,,0.5,,,8672.710000000001
504-041,4198696000000897549,,,0.16666666666666666,,,1056.05
530-3022,4198696000002192557,,,0.5,,,4818
530-0009,4198696000003679295,,,0.16666666666666666,,,1800
75-1030,4198696000015464760,,,1.1666666666666667,,,18073
259-1028,4198696000018627800,,,0.16666666666666666,,,3481.5
800-3305,4198696000023403026,,,0.3333333333333333,,,6700
800-3796,4198696000027049153,,,0.3333333333333333,,,3500
800-4130,4198696000029368515,,,0.16666666666666666,,,2675
800-4555,4198696000033554070,,,0.16666666666666666,,,8685
509-1004,4198696000000863218,,,0.3333333333333333,,,18453.94
168-562,4198696000000142462,,,1.5,,,71.5
376-3082,4198696000012188132,,,0.16666666666666666,,,3621.31
72-3269,4198696000015864019,,,0.6666666666666666,,,4600
800-3555,4198696000025140084,,,0.16666666666666666,,,11953.53
800-3934,4198696000028012458,,,0.16666666666666666,,,3079.99
800-3452,4198696000024318239,,,0.16666666666666666,,,2850
800-4144,4198696000029378363,,,0.16666666666666666,,,18000
800-4179,4198696000029822486,,,0.16666666666666666,,,13996
509-0506,4198696000000862570,,,0.16666666666666666,,,10386.74
509-1000,4198696000000863182,,,1,,,14033.51
46-298,4198696000000139051,,,0.3333333333333333,,,5830
168-2022,4198696000000677062,,,1,,,44.79
533-013,4198696000004655456,,,0.6666666666666666,,,19950
530-0018,4198696000003679394,,,0.16666666666666666,,,4760
530-1032,4198696000004683100,,,0.3333333333333333,,,5890
800-3383,4198696000023716200,,,0.16666666666666666,,,12000
800-3714,4198696000026460133,,,0.3333333333333333,,,11188.8
800-4069,4198696000029007001,,,0.16666666666666666,,,14500
800-4232,4198696000030199588,,,0.16666666666666666,,,19900
800-4477,4198696000032956527,,,0.16666666666666666,,,20000
800-4040,4198696000028722835,,,0.16666666666666666,,,3000
44-48,4198696000000138871,,,0.3333333333333333,,,88
510-005,4198696000000865261,,,0.16666666666666666,,,49559.42
72-3002,4198696000005387526,,,0.16666666666666666,,,4320
800-1284,4198696000007221246,,,0.16666666666666666,,,20800
44-1151,4198696000005531208,,,0.6666666666666666,,,425
800-3487,4198696000024597534,,,0.3333333333333333,,,2950
800-4273,4198696000030710645,,,0.16666666666666666,,,6910
800-4059,4198696000028910427,,,0.3333333333333333,,,6595.87
534-0032,4198696000010799150,,,0.3333333333333333,,,4193
800-3463,4198696000024343352,,,0.5,,,3500
800-2253,4198696000014527998,,,0.6666666666666666,,,35000
800-2497,4198696000017644376,,,0.16666666666666666,,,17495
800-4125,4198696000029326569,,,0.3333333333333333,,,42000
529-052,4198696000002566271,,,4.5,,,17000
509-0110,4198696000000861697,,,1.1666666666666667,,,15322.74
516-006,4198696000001086466,,,0.5,,,1895
800-557,4198696000004483936,,,0.16666666666666666,,,11304.5
12-1032,4198696000031531722,,,0.3333333333333333,,,36500
800-2095,4198696000013299475,,,0.16666666666666666,,,29800
800-3666,4198696000026052673,,,0.16666666666666666,,,18100
800-3956,4198696000028115180,,,0.3333333333333333,,,14100.34
800-4270,4198696000030710313,,,0.3333333333333333,,,25000
44-1012,4198696000010915976,,,0.6666666666666666,,,525
118-122,4198696000000141355,,,0.16666666666666666,,,929.5
106-17,4198696000000602446,,,0.16666666666666666,,,3707.1400000000003
130-036,4198696000004126999,,,0.6666666666666666,,,7913.5
534-0026,4198696000010345814,,,0.6666666666666666,,,3500
530-0033,4198696000003059042,,,1,,,1800
510-1058,4198696000018523215,,,0.3333333333333333,,,50896.63
800-4387,4198696000031591243,,,0.16666666666666666,,,8584.07
524-0088,4198696000001406849,,,0.3333333333333333,,,2300
518-0549,4198696000001612583,,,0.16666666666666666,,,26015.98
504-118,4198696000000898242,,,0.16666666666666666,,,4103.76
528-0007,4198696000001612106,,,0.3333333333333333,,,12500
528-0121,4198696000029313502,,,0.3333333333333333,,,4858
800-4590,4198696000034317363,,,0.16666666666666666,,,20000
800-3842,4198696000027366338,,,0.3333333333333333,,,8990
800-3656,4198696000026031132,,,0.16666666666666666,,,14900
800-3533,4198696000024993321,,,0.16666666666666666,,,12200
800-4057,4198696000028910382,,,0.16666666666666666,,,17839.56
800-4107,4198696000029259913,,,1.3333333333333333,,,2800
509-3515,4198696000000865783,,,0.3333333333333333,,,12915.35
521-0021,4198696000001613429,,,1,,,10031.08
800-3431,4198696000024081779,,,0.3333333333333333,,,4095
521-0042,4198696000001613474,,,0.16666666666666666,,,9801.54
44-1161,4198696000005207478,,,0.6666666666666666,,,995
533-088,4198696000011834190,,,1.3333333333333333,,,26885
800-3720,4198696000026460358,,,0.16666666666666666,,,14817.5
800-3846,4198696000027374795,,,0.16666666666666666,,,6700
509-2523,4198696000000864496,,,0.3333333333333333,,,5091.55
11-35,4198696000000136531,,,0.3333333333333333,,,10560
72-1041,4198696000000679231,,,0.3333333333333333,,,6516.69
73-1027,4198696000007811786,,,2.6666666666666665,,,1133
95-2001,4198696000005622187,,,3.8333333333333335,,,3106
72-3080,4198696000009503304,,,0.3333333333333333,,,11050
800-629,4198696000004850332,,,0.16666666666666666,,,11550
509-0236,4198696000014184041,,,0.16666666666666666,,,13343.78
800-2704,4198696000018914257,,,0.3333333333333333,,,2881
524-0551,4198696000001407938,,,0.3333333333333333,,,5900
114-69,4198696000000140986,,,0.16666666666666666,,,1584
524-0158,4198696000011063001,,,0.6666666666666666,,,3400.02
520-0056,4198696000001610990,,,0.3333333333333333,,,12810.9
509-2603,4198696000000865216,,,0.5,,,6487.67
512-237,4198696000011107111,,,0.16666666666666666,,,12092.949999999999
509-2042,4198696000020621507,,,0.16666666666666666,,,23780
510-1079,4198696000024192167,,,0.3333333333333333,,,44500
528-0103,4198696000020231968,,,12.666666666666666,,,870
800-3642,4198696000025882441,,,0.16666666666666666,,,12873
800-4254,4198696000030354570,,,0.3333333333333333,,,4500
118-510,4198696000007812155,,,0.3333333333333333,,,2486
800-989,4198696000006102082,,,0.16666666666666666,,,23400
3-43,4198696000000669876,,,0.16666666666666666,,,1895.33
509-0571,4198696000000863155,,,0.3333333333333333,,,7026.32
509-2526,4198696000000864523,,,0.3333333333333333,,,6575.23
72-3133,4198696000011533729,,,0.5,,,7162.5
800-3381,4198696000023704717,,,0.16666666666666666,,,2600
800-119,4198696000002023046,,,0.16666666666666666,,,18200
800-3976,4198696000028306068,,,0.16666666666666666,,,17100
531-003,4198696000004161490,,,0.3666666666666667,,,1314
106-32,4198696000000602572,,,3.6666666666666665,,,9554.3
164-121,4198696000012152940,,,0.3333333333333333,,,1278.13
343-14,4198696000000588313,,,0.16666666666666666,,,2662.8
72-3162,4198696000020314365,,,0.3333333333333333,,,3500
800-3348,4198696000023558723,,,0.16666666666666666,,,16614
343-20,4198696000000588367,,,1,,,5061.7
530-1044,4198696000010820015,,,0.16666666666666666,,,5930
800-3484,4198696000024546267,,,0.16666666666666666,,,18154.78
12-1016,4198696000010805577,,,1.5,,,45276
509-2016,4198696000000864109,,,0.16666666666666666,,,35146.78
259-1035,4198696000018627854,,,0.16666666666666666,,,3850
376-101,4198696000000678106,,,0.16666666666666666,,,2020.08
95-2010,4198696000012720648,,,0.6666666666666666,,,2535
509-2558,4198696000000864811,,,0.3333333333333333,,,5689.76
75-1003,4198696000004629803,,,0.5,,,15015
520-0022,4198696000001610756,,,0.16666666666666666,,,19990
520-0063,4198696000001610657,,,0.16666666666666666,,,16109.21
535-0005,4198696000010117024,,,0.3333333333333333,,,5200
510-1012,4198696000011326288,,,0.8333333333333334,,,49039.15
72-507,4198696000007811687,,,1,,,1133
11-289,4198696000000137134,,,0.3333333333333333,,,4812.5
509-0123,4198696000000861814,,,0.16666666666666666,,,13953.63
518-0565,4198696000001612736,,,0.5,,,28307.28
505-011,4198696000000844318,,,0.16666666666666666,,,675
75-1007,4198696000004629830,,,0.3333333333333333,,,19728.5
254-504,4198696000007811354,,,4.5,,,385
44-1004,4198696000004777023,,,1.3333333333333333,,,650
517-1028,4198696000010661082,,,0.16666666666666666,,,39925.700000000004
505-028,4198696000005321067,,,0.8333333333333334,,,898
512-1038,4198696000010661896,,,0.16666666666666666,,,13295
376-3047,4198696000012176867,,,0.16666666666666666,,,2195.61
509-1550,4198696000018063544,,,0.3333333333333333,,,8980
800-3825,4198696000027297557,,,0.3333333333333333,,,56862.11
800-3517,4198696000024831305,,,0.16666666666666666,,,7769.03
800-4283,4198696000030903226,,,0.16666666666666666,,,11061.95
800-4333,4198696000031243579,,,0.16666666666666666,,,10000
800-4585,4198696000034104763,,,0.16666666666666666,,,23262
800-4575,4198696000033597264,,,0.16666666666666666,,,5650
509-0504,4198696000000862552,,,0.16666666666666666,,,4783.36
77-23,4198696000001041013,,,2,,,22
3-101,4198696000000670398,,,0.3333333333333333,,,1378.22
524-0025,4198696000001406426,,,0.16666666666666666,,,2149.99
106-2010,4198696000006545453,,,1.6666666666666667,,,5556.8
83-2031,4198696000007812236,,,0.16666666666666666,,,3580.5
83-2027,4198696000004420132,,,0.16666666666666666,,,3058
800-853,4198696000005531199,,,0.6666666666666666,,,2655
533-091,4198696000011834223,,,1.3333333333333333,,,17950
512-1035,4198696000024597545,,,1.3333333333333333,,,11495
800-3493,4198696000024669215,,,0.16666666666666666,,,28430
800-3495,4198696000024684012,,,0.16666666666666666,,,3600
800-4103,4198696000029172028,,,0.6666666666666666,,,4095
800-4458,4198696000032412351,,,0.16666666666666666,,,8044.92
93-3,4198696000001041130,,,0.6666666666666666,,,1160.5
86-55,4198696000000139798,,,0.3333333333333333,,,302.5
245-731,4198696000000143533,,,2,,,5599
528-0010,4198696000001613015,,,0.16666666666666666,,,8280
509-2584,4198696000000865045,,,0.16666666666666666,,,6150
106-2021,4198696000006545552,,,0.6666666666666666,,,28017.6
72-3126,4198696000004015550,,,2,,,4637.5
11-1014,4198696000004417754,,,2.1666666666666665,,,6820
534-0052,4198696000013157051,,,0.5,,,4295
800-1949,4198696000011063950,,,0.16666666666666666,,,9697
527-0058,4198696000011856090,,,0.16666666666666666,,,2331
376-3146,4198696000012342938,,,0.16666666666666666,,,7486.73
800-2955,4198696000020419532,,,0.16666666666666666,,,5990
800-3586,4198696000025370222,,,0.3333333333333333,,,25000
800-3999,4198696000028490005,,,0.16666666666666666,,,13122.25
518-0505,4198696000001612592,,,0.3333333333333333,,,25447.92
519-0044,4198696000001610162,,,0.5,,,6542.03
46-447,4198696000000139105,,,0.3333333333333333,,,2645.5
41-1018,4198696000004764014,,,1.5,,,3316.5
118-511,4198696000007811381,,,0.3333333333333333,,,462
509-1057,4198696000009802076,,,0.6666666666666666,,,9197
44-1091,4198696000012371046,,,1.3333333333333333,,,1350
534-0035,4198696000011316886,,,0.5,,,1695
67-1015,4198696000015464985,,,0.16666666666666666,,,25492.5
800-3681,4198696000026126778,,,0.6666666666666666,,,17900
800-3569,4198696000025233446,,,0.16666666666666666,,,18300
509-2614,4198696000024424675,,,0.16666666666666666,,,4520
800-4007,4198696000028506972,,,0.16666666666666666,,,20000
509-0514,4198696000000862642,,,0.5,,,17052.78
527-0012,4198696000001685057,,,0.16666666666666666,,,5594.4
522-0015,4198696000001614644,,,0.3333333333333333,,,17053.08
214-1006,4198696000004421304,,,2.8333333333333335,,,1468.5
72-3156,4198696000003630130,,,0.5,,,4860
800-2091,4198696000013293713,,,0.16666666666666666,,,6245
517-1110,4198696000017476460,,,0.16666666666666666,,,20536.8
800-3963,4198696000028282332,,,0.16666666666666666,,,1515.15
800-4012,4198696000028558766,,,0.3333333333333333,,,2890
800-4017,4198696000028564258,,,0.16666666666666666,,,3000
509-1017,4198696000000863335,,,0.3333333333333333,,,13863.59
509-0014,4198696000000860833,,,0.5,,,5809.5599999999995
504-076,4198696000000897864,,,0.16666666666666666,,,4446.48
509-1028,4198696000000863434,,,0.3333333333333333,,,14066.720000000001
108-41,4198696000000140797,,,0.16666666666666666,,,31075
83-2000,4198696000004421106,,,2.8333333333333335,,,4895
72-3015,4198696000005387638,,,0.3333333333333333,,,2930.4
517-1071,4198696000008457323,,,0.3333333333333333,,,21739.2
130-064,4198696000008814029,,,0.16666666666666666,,,9500
800-965,4198696000005969128,,,0.16666666666666666,,,45000
512-238,4198696000011107129,,,1,,,7299.77
44-1078,4198696000012368079,,,0.3333333333333333,,,995
520-0167,4198696000015082488,,,0.3333333333333333,,,21276.49
800-3926,4198696000028019246,,,0.16666666666666666,,,40953
800-4046,4198696000028751325,,,0.3333333333333333,,,37069.1
800-4027,4198696000028567907,,,0.16666666666666666,,,4800
800-4450,4198696000032310468,,,0.3333333333333333,,,23805.31
800-4591,4198696000034317544,,,0.16666666666666666,,,20000
509-0561,4198696000000863065,,,0.5,,,6992.37
21-2004,4198696000001089334,,,1.6166666666666665,,,15481.7
522-0174,4198696000001614230,,,0.16666666666666666,,,31990.69
520-0103,4198696000001611476,,,0.16666666666666666,,,16268.26
530-0025,4198696000003679457,,,0.8333333333333334,,,8120
376-3185,4198696000018067866,,,0.16666666666666666,,,2650
800-2098,4198696000013328181,,,0.16666666666666666,,,17000
800-3403,4198696000023858751,,,0.16666666666666666,,,15063.56
512-1034,4198696000024338511,,,0.8333333333333334,,,7350
800-3333,4198696000023474102,,,0.16666666666666666,,,4790
800-4036,4198696000028722533,,,0.16666666666666666,,,70000
509-1029,4198696000000863443,,,0.3333333333333333,,,14400
509-0173,4198696000000862264,,,0.5,,,13127.329999999998
530-0013,4198696000003679345,,,0.3333333333333333,,,2630
533-037,4198696000009345239,,,1.5,,,23500
125-100,4198696000012152107,,,6.166666666666667,,,44.1888
130-092,4198696000018731377,,,0.16666666666666666,,,5975
106-24,4198696000000602509,,,0.16666666666666666,,,3243.75
376-31,4198696000000677476,,,0.16666666666666666,,,5974.3
343-22,4198696000000588427,,,0.8333333333333334,,,7029
3-142,4198696000000670767,,,0.16666666666666666,,,2760.88
524-0609,4198696000006780301,,,0.16666666666666666,,,3600
130-2024,4198696000012819504,,,0.16666666666666666,,,16375
529-010,4198696000002572770,,,0.3333333333333333,,,17000
501-11,4198696000000676864,,,1.5,,,3954.7200000000003
528-0053,4198696000001612043,,,0.16666666666666666,,,8788.05
3-86,4198696000000670263,,,1.1666666666666667,,,2166.85
73-1037,4198696000007811903,,,0.8333333333333334,,,1402.5
517-1156,4198696000009259677,,,0.6666666666666666,,,20140
114-1001,4198696000004417880,,,0.16666666666666666,,,2271.5
505-036,4198696000012057128,,,0.16666666666666666,,,725
800-4424,4198696000032207543,,,0.16666666666666666,,,35000
106-15,4198696000000602428,,,22.833333333333332,,,2373
509-0115,4198696000000861742,,,0.5,,,13806.33
512-008,4198696000001045488,,,0.16666666666666666,,,23719.61
3-88,4198696000000670281,,,0.16666666666666666,,,2189.23
83-2012,4198696000004421709,,,0.3333333333333333,,,4829
168-2039,4198696000009249423,,,0.16666666666666666,,,359.89
72-3114,4198696000010636449,,,0.3333333333333333,,,8022.5
72-3249,4198696000015399352,,,0.3333333333333333,,,5901
800-2980,4198696000020459908,,,0.16666666666666666,,,836
800-3359,4198696000023615799,,,0.16666666666666666,,,11900
800-4199,4198696000029985170,,,0.3333333333333333,,,15422
800-4267,4198696000030537047,,,0.16666666666666666,,,43000
509-2537,4198696000000864622,,,0.5,,,4980
530-1023,4198696000003952296,,,0.16666666666666666,,,4326
72-3018,4198696000005387665,,,0.3333333333333333,,,8605.1
520-0171,4198696000018914558,,,0.16666666666666666,,,35600
517-1154,4198696000022837599,,,0.3333333333333333,,,43113.6
800-3808,4198696000027122525,,,0.16666666666666666,,,30049.65
800-4355,4198696000031456698,,,0.16666666666666666,,,43000
800-4568,4198696000033573034,,,0.16666666666666666,,,7752.56
3-60,4198696000000670029,,,0.3333333333333333,,,1163.34
118-35,4198696000000141166,,,0.16666666666666666,,,693
15-198,4198696000000138070,,,3,,,1820.5
133-16,4198696000000141796,,,0.8333333333333334,,,24832.5
514-006,4198696000000836187,,,0.16666666666666666,,,3376.4
509-0085,4198696000000861472,,,0.5,,,5271.41
72-3091,4198696000005037951,,,0.5,,,3837.5
527-0056,4198696000004325140,,,0.16666666666666666,,,56772.6
534-0023,4198696000010031968,,,0.6666666666666666,,,12675
800-3689,4198696000026192450,,,0.5,,,20000
800-4390,4198696000031481307,,,0.16666666666666666,,,80000
800-4052,4198696000028803323,,,0.5,,,20000
106-30,4198696000000602554,,,1.5,,,2446.71
517-1002,4198696000007509356,,,1.3333333333333333,,,14726.4
73-1032,4198696000007811804,,,2,,,1133
72-3045,4198696000002957469,,,3.5,,,4458
800-881,4198696000005639395,,,0.16666666666666666,,,8285
800-3955,4198696000028104867,,,0.16666666666666666,,,5000
12-1001,4198696000018668025,,,1,,,45276
800-3723,4198696000026460527,,,0.16666666666666666,,,17752.8
800-3578,4198696000025321016,,,0.16666666666666666,,,5800
800-4280,4198696000030903193,,,0.3333333333333333,,,10817.25
800-4058,4198696000028910416,,,0.16666666666666666,,,11250
800-4372,4198696000031553134,,,0.16666666666666666,,,49950
138-14,4198696000000141823,,,0.3333333333333333,,,77
501-5,4198696000000676810,,,0.16666666666666666,,,3090.15
509-0004,4198696000000860743,,,0.3333333333333333,,,9874.36
107-7,4198696000001039717,,,0.16666666666666666,,,1430
11-273,4198696000000137080,,,0.16666666666666666,,,4818
118-517,4198696000007811570,,,0.16666666666666666,,,808.5
800-1789,4198696000010246010,,,0.16666666666666666,,,33573.6
800-979,4198696000006085071,,,0.3333333333333333,,,7651.31
533-071,4198696000011063674,,,0.3333333333333333,,,22950
164-118,4198696000012152549,,,0.6666666666666666,,,1385.33
800-2085,4198696000013293657,,,0.16666666666666666,,,6550
800-3488,4198696000024600827,,,0.16666666666666666,,,20080.23
800-3938,4198696000028098001,,,0.3333333333333333,,,10550
800-4425,4198696000032207554,,,0.16666666666666666,,,130839.46
800-4269,4198696000030710131,,,0.16666666666666666,,,15495
800-4426,4198696000032207997,,,0.16666666666666666,,,34864.2
800-4560,4198696000033554902,,,0.3333333333333333,,,17950
509-0538,4198696000000862858,,,0.16666666666666666,,,8350.11
11-263,4198696000000137026,,,0.6666666666666666,,,24739
245-51,4198696000000143335,,,2.3333333333333335,,,1617
514-004,4198696000000836169,,,0.16666666666666666,,,3128
509-2599,4198696000000865180,,,0.3333333333333333,,,4624.66
517-1084,4198696000015683203,,,0.16666666666666666,,,31986.97
376-3111,4198696000012342059,,,0.16666666666666666,,,2659.77
800-3627,4198696000025832659,,,0.16666666666666666,,,88000
509-0020,4198696000000860887,,,0.5,,,4998.469999999999
89-505,4198696000004630028,,,0.3333333333333333,,,440
67-1027,4198696000018627899,,,0.16666666666666666,,,27054.5
509-1062,4198696000006129097,,,0.16666666666666666,,,15095.54
376-3044,4198696000012176269,,,0.16666666666666666,,,2200.94
530-1039,4198696000009874293,,,0.8333333333333334,,,3134
72-1091,4198696000004592160,,,0.3333333333333333,,,3470
130-034,4198696000004126981,,,1.6666666666666667,,,7046.5
246-2000,4198696000004421052,,,0.5,,,11357.5
529-082,4198696000011316311,,,1.1666666666666667,,,18000
800-3299,4198696000023393292,,,0.16666666666666666,,,45000
800-4318,4198696000031164707,,,0.16666666666666666,,,11600
259-1002,4198696000007812416,,,0.3333333333333333,,,5940
529-079,4198696000010636615,,,0.16666666666666666,,,18000
800-3405,4198696000023990079,,,0.3333333333333333,,,10990
12-1031,4198696000031531709,,,0.16666666666666666,,,26600
529-111,4198696000004417001,,,0.6666666666666666,,,12000
800-4227,4198696000030193638,,,0.16666666666666666,,,17043.68
529-035,4198696000002572968,,,2,,,20000
21-1008,4198696000000678592,,,0.3333333333333333,,,2823.11
519-0022,4198696000001481086,,,0.3333333333333333,,,9206.33
517-1027,4198696000010610437,,,0.3333333333333333,,,17136
517-1026,4198696000010390607,,,0.16666666666666666,,,22729.2
44-1155,4198696000021134315,,,0.3333333333333333,,,995
502-030,4198696000000898800,,,0.3333333333333333,,,19674.23
534-0064,4198696000007221433,,,1.3333333333333333,,,2650
530-0020,4198696000003679412,,,0.16666666666666666,,,3195
509-0583,4198696000016633132,,,0.16666666666666666,,,16806.74
376-3183,4198696000017826494,,,0.16666666666666666,,,3230
72-3163,4198696000020811273,,,0.3333333333333333,,,4500
800-3066,4198696000021413643,,,0.16666666666666666,,,17000
800-4310,4198696000031091251,,,0.16666666666666666,,,7205
508-002,4198696000000844390,,,1.1666666666666667,,,2375
214-1002,4198696000004421277,,,2.3333333333333335,,,2183.5
800-3449,4198696000024274900,,,0.3333333333333333,,,9324
393-113,4198696000001040761,,,0.16666666666666666,,,7755
509-0076,4198696000000861391,,,0.3333333333333333,,,7521.76
106-3006,4198696000021527114,,,1.6666666666666667,,,36720
800-3337,4198696000023529213,,,0.16666666666666666,,,5900
510-021,4198696000000865405,,,0.16666666666666666,,,141701.68
524-0180,4198696000021262081,,,0.16666666666666666,,,1199.99
393-117,4198696000000144613,,,0.16666666666666666,,,7111.5
509-0133,4198696000000861904,,,0.3333333333333333,,,13320
351-2003,4198696000007812560,,,1,,,18331.5
72-3201,4198696000012495209,,,0.3333333333333333,,,5380
800-3521,4198696000024860148,,,0.3333333333333333,,,3500
518-0001,4198696000001057930,,,0.16666666666666666,,,12960
517-1100,4198696000016823387,,,0.8333333333333334,,,24500
526-0005,4198696000001674796,,,0.8333333333333334,,,5464
72-3123,4198696000009452801,,,0.3333333333333333,,,6863.18
14-2000,4198696000020459092,,,0.3333333333333333,,,775
800-3707,4198696000026427790,,,0.3333333333333333,,,3532.5
351-2016,4198696000018627953,,,0.16666666666666666,,,18799
800-4364,4198696000031465917,,,0.16666666666666666,,,8500
800-3476,4198696000024519510,,,0.16666666666666666,,,2800
524-0678,4198696000002345007,,,0.3333333333333333,,,1050
510-1066,4198696000019061626,,,0.16666666666666666,,,26402.33
800-3199,4198696000022597982,,,0.16666666666666666,,,5100
509-2510,4198696000000864379,,,0.16666666666666666,,,5887.14
800-3227,4198696000022839023,,,0.16666666666666666,,,2950
512-034,4198696000001045713,,,0.16666666666666666,,,17484.629999999997
800-4481,4198696000032970292,,,0.3333333333333333,,,4995
800-4334,4198696000031243590,,,0.16666666666666666,,,6800
510-1060,4198696000010978687,,,0.3333333333333333,,,47736.26
800-3341,4198696000023529850,,,0.5,,,16500
520-0013,4198696000001610711,,,0.5,,,17072.81
376-3025,4198696000012114573,,,0.16666666666666666,,,1668.27
376-3040,4198696000012172239,,,0.16666666666666666,,,2068.68
800-3562,4198696000025175371,,,2.6666666666666665,,,490
77-3,4198696000001041031,,,2.3333333333333335,,,60.5
800-4484,4198696000033033137,,,0.16666666666666666,,,28764.14
164-1,4198696000000142048,,,4.5,,,550
800-4422,4198696000032151566,,,0.16666666666666666,,,27428
800-3291,4198696000023365282,,,0.5,,,19722.53
520-0018,4198696000001610729,,,0.16666666666666666,,,16388.87
800-3717,4198696000026460166,,,0.3333333333333333,,,11188.8
72-3136,4198696000011274301,,,0.6666666666666666,,,3897
800-4476,4198696000032909345,,,0.3333333333333333,,,12995
72-3172,4198696000021263678,,,0.3333333333333333,,,3605
164-125,4198696000012152976,,,0.6666666666666666,,,1278.13
351-2047,4198696000015465363,,,0.16666666666666666,,,11797.5
800-2219,4198696000014232459,,,0.6666666666666666,,,8495
509-0159,4198696000000862138,,,0.16666666666666666,,,9899.1
800-4005,4198696000028506950,,,0.3333333333333333,,,2950
72-3069,4198696000006632032,,,1.6666666666666667,,,5747
800-4402,4198696000031811243,,,0.3333333333333333,,,12831.86
800-3841,4198696000027366134,,,0.16666666666666666,,,7480
75-1026,4198696000015464724,,,0.16666666666666666,,,17985
800-3378,4198696000023704109,,,0.3333333333333333,,,17420
800-2198,4198696000014025029,,,0.3333333333333333,,,35043
11-119,4198696000000136657,,,1.1666666666666667,,,7342.5
800-4084,4198696000029015881,,,0.16666666666666666,,,51990
521-0025,4198696000001613492,,,0.16666666666666666,,,12583.99
509-0019,4198696000000860878,,,1.6666666666666667,,,8312.81
83-2019,4198696000004421655,,,0.3333333333333333,,,5483.5
509-1537,4198696000004777045,,,0.6666666666666666,,,23896.16
518-0616,4198696000010545641,,,0.3333333333333333,,,16865.89
530-3016,4198696000003976063,,,0.16666666666666666,,,6850
72-3025,4198696000005387728,,,0.3333333333333333,,,5034
376-3062,4198696000012182313,,,0.16666666666666666,,,2977.44
510-1065,4198696000018973007,,,0.16666666666666666,,,83161.9
800-3316,4198696000023434150,,,2.6666666666666665,,,550
800-3865,4198696000027576366,,,0.16666666666666666,,,37928.25
800-3034,4198696000020907800,,,0.16666666666666666,,,14040.66
800-4039,4198696000028722051,,,0.3333333333333333,,,17000
509-0501,4198696000000862525,,,0.3333333333333333,,,13380.75
524-0008,4198696000001406273,,,0.3333333333333333,,,1990
520-0079,4198696000001611170,,,0.3333333333333333,,,15363.51
509-3034,4198696000000864325,,,0.16666666666666666,,,6604.4
503-001,4198696000000899511,,,1,,,1587.24
72-506,4198696000007811615,,,0.8333333333333334,,,1050.5
800-957,4198696000005939398,,,0.3333333333333333,,,12586.15
800-3853,4198696000027382259,,,0.16666666666666666,,,19055
800-3280,4198696000023203003,,,0.3333333333333333,,,3800
800-3736,4198696000026546169,,,0.3333333333333333,,,9522.97
800-4447,4198696000032273158,,,0.3333333333333333,,,10850
509-0519,4198696000000862687,,,0.3333333333333333,,,10471.9
509-1034,4198696000000863488,,,2.3333333333333335,,,16065.66
246-24,4198696000000143551,,,0.3333333333333333,,,1716
520-0132,4198696000001610558,,,0.16666666666666666,,,21216.99
509-2600,4198696000000865189,,,0.6666666666666666,,,4900
351-2000,4198696000007812488,,,1.6666666666666667,,,12221
534-0017,4198696000005552129,,,0.3333333333333333,,,1150
72-3225,4198696000010767067,,,1,,,4265
534-0095,4198696000013394576,,,0.16666666666666666,,,1650
67-1013,4198696000018627890,,,0.16666666666666666,,,29337
