s.Product_ID,s.Month_Year,s.Total_Quantity,s.Net_Sales,itf.Available_Stock,itf.Cost_Fallback,lp.Last_Purchase_Price,Stock_On_Hand
4198696000002957469,2024-12,2,15221.24,9,"CRC 4,160.80",4458,9
4198696000010315413,2025-01,1,36637.17,2,"CRC 25,000.00",25000,2
4198696000015465066,2025-01,1,109097.35,53,"CRC 60,000.00",38417.5,53
4198696000006417490,2025-02,2,25663.72,10,"CRC 9,465.00",9465,10
4198696000000137026,2024-06,1,60951.33,47,"CRC 37,500.00",24739,47
4198696000007744188,2024-07,1,4601.77,0,"CRC 4,308.00",4308,0
4198696000000864856,2024-08,1,8230.09,2,"CRC 6,090.00",6090,2
4198696000010805373,2025-03,1,20353.98,97,"CRC 11,000.00",7276.5,97
4198696000000844381,2025-04,1,1991.15,20,"CRC 1,775.00",1775,20
4198696000004421493,2025-04,1,42477.88,39,"CRC 22,908.60",16153.5,39
4198696000005543539,2025-05,1,14867.26,0,"CRC 11,775.00",11775,0
4198696000000844345,2025-06,1,1858.41,52,"CRC 1,295.00",1295,52
4198696000026966673,2025-07,1,55752.21,0,"CRC 39,300.00",39300,0
4198696000028104678,2025-08,1,32787.61,0,"CRC 24,043.62",24043.62,0
4198696000000602437,2025-09,1,14003.54,11,"CRC 9,850.00",17084.52666666667,11
4198696000004417817,2025-09,1,22400,26,"CRC 10,998.00",7755,26
4198696000033230028,2025-10,1,15553,0,"CRC 9,450.00",9450,0
4198696000000141796,2025-03,1,65486.73,47,"CRC 36,000.00",24832.5,47
4198696000024324933,2025-06,1,54646.02,0,"CRC 31,000.00",31000,0
4198696000010848106,2025-11,1,6194.69,188,"CRC 3,000.00",1732.5,188
4198696000000836994,2023-11,1,4119.47,15,"CRC 3,550.00",3550,15
4198696000000137017,2024-01,1,51327.43,44,"CRC 37,500.00",27720,44
4198696000000141562,2024-01,1,1946.9,38,"CRC 1,182.72",924,38
4198696000000602428,2024-03,1,2654.87,759,"CRC 2,373.00",2373,759
4198696000000136711,2024-10,1,18915.93,20,"CRC 8,638.08",6748.5,20
4198696000008096109,2024-12,1,32123.89,2,"CRC 23,787.00",23787,2
4198696000001611917,2024-12,1,11327.43,8,"CRC 7,900.00",8366.36,8
4198696000000676900,2025-01,1,4513.27,0,"CRC 3,506.90",3506.9,0
4198696000014070104,2025-01,1,7876.11,2,"CRC 5,990.00",5790,2
4198696000017767500,2025-02,2,14159.29,0,"CRC 5,170.00",5170,0
4198696000000602428,2024-08,4,10265.49,759,"CRC 2,373.00",2373,759
4198696000000862552,2025-03,1,5265.49,4,"CRC 4,783.36",4783.36,4
4198696000023558570,2025-05,2,15044.25,0,"CRC 5,440.97",5440.97,0
4198696000000136954,2025-06,1,14654.87,26,"CRC 8,000.00",5115,26
4198696000019922999,2025-06,1,9469.03,3,"CRC 6,990.00",6990,3
4198696000016302198,2025-06,1,8495.58,1,"CRC 6,256.73",6297.18,1
4198696000000861850,2025-07,1,21061.95,3,"CRC 15,594.35",15594.35,3
4198696000024805849,2025-09,1,14601.77,2,"CRC 10,102.50",10102.5,2
4198696000004116018,2025-10,4,26548.68,30,"CRC 4,071.50",5761.37,30
4198696000005321130,2025-10,1,2743.36,22,"CRC 1,550.00",1550,22
4198696000000602437,2025-03,1,14070.8,11,"CRC 9,850.00",17084.52666666667,11
4198696000004417754,2025-11,1,18584.07,113,"CRC 10,700.00",6820,113
4198696000000679069,2024-01,2,7079.65,0,"CRC 3,132.85",3132.85,0
4198696000000862714,2024-02,1,6017.7,2,"CRC 5,080.56",5080.5599999999995,2
4198696000013855421,2024-12,2,3256.64,4,CRC 825.00,825,4
4198696000002192855,2025-01,1,37168.14,0,"CRC 27,500.00",27500,0
4198696000001610099,2025-01,1,13362.83,9,"CRC 9,893.29",9893.74,9
4198696000000676819,2025-02,1,6676.11,6,"CRC 6,234.24",6234.240000000001,6
4198696000007279642,2024-07,1,9115.04,0,"CRC 6,700.00",6700,0
4198696000000588427,2024-08,1,8495.58,11,"CRC 7,029.00",7029,11
4198696000008899712,2024-08,2,19292.04,4,"CRC 5,370.00",6522,4
4198696000000862714,2025-06,1,6902.65,2,"CRC 5,080.56",5080.5599999999995,2
4198696000013855421,2025-07,2,3256.64,4,CRC 825.00,825,4
4198696000000602482,2025-08,1,3699.12,217,"CRC 3,171.67",3171.6700000000005,217
4198696000000861787,2025-08,1,14601.77,5,"CRC 10,811.97",10811.97,5
4198696000028751325,2025-10,1,60176.99,0,"CRC 37,069.10",37069.1,0
4198696000032970141,2025-10,1,17168,0,"CRC 9,900.00",9900,0
4198696000015464652,2025-11,1,49557.52,21,"CRC 21,600.00",13805,21
4198696000004325140,2025-11,1,55200,0,"CRC 45,000.00",56772.6,0
4198696000001048284,2024-01,1,17699.12,5,"CRC 15,800.00",13970,5
4198696000000861508,2024-01,1,8053.1,5,"CRC 6,760.39",6760.389999999999,5
4198696000001614887,2024-02,1,13185.84,0,"CRC 11,451.73",11451.73,0
4198696000002572878,2024-04,2,46017.7,4,"CRC 17,000.00",17000,4
4198696000000602437,2024-04,1,14070.8,11,"CRC 9,850.00",17084.52666666667,11
4198696000000141715,2024-05,1,10088.5,100,"CRC 7,000.00",4525,100
4198696000010661741,2024-10,2,14513.27,0,"CRC 5,367.97",5367.97,0
4198696000000137476,2024-10,1,6194.69,48,"CRC 2,147.20",1677.5,48
4198696000004417817,2024-12,1,19823.01,26,"CRC 10,998.00",7755,26
4198696000011364049,2025-01,1,32212.39,0,"CRC 23,800.00",23800,0
4198696000000142426,2025-01,10,814.16,73,CRC 7.04,5.5,73
4198696000004421106,2025-01,2,25132.74,50,"CRC 6,942.00",4895,50
4198696000011638263,2025-02,1,27681.42,0,"CRC 21,950.00",21950,0
4198696000018170805,2025-02,1,8141.59,0,"CRC 6,550.00",6550,0
4198696000000141796,2025-02,1,58938.05,47,"CRC 36,000.00",24832.5,47
4198696000002572860,2024-05,1,23008.85,7,"CRC 17,000.00",17000,7
4198696000000602554,2024-06,1,3274.34,248,"CRC 2,446.71",2446.71,248
4198696000000669984,2024-07,1,4247.79,3,"CRC 3,128.26",3128.26,3
4198696000004421448,2024-08,1,16902.65,95,"CRC 9,360.00",6600,95
4198696000001613681,2024-09,1,12123.89,1,"CRC 10,717.33",10717.33,1
4198696000018627746,2025-03,1,8407.08,49,"CRC 4,600.00",2931.5,49
4198696000000140518,2025-03,1,1872.57,90,CRC 823.68,643.5,90
4198696000006842471,2025-04,2,13097.35,4,"CRC 4,791.00",4791,4
4198696000022837599,2025-05,1,53571.68,1,"CRC 37,980.00",43113.6,1
4198696000016983489,2025-05,1,7246.02,3,"CRC 5,766.40",5766.400000000001,3
4198696000000602437,2025-07,1,12619.47,11,"CRC 9,850.00",17084.52666666667,11
4198696000009874293,2025-08,1,4035.4,5,"CRC 3,134.00",3134,5
4198696000001089334,2025-08,4.2,8028.32,9,"CRC 1,548.00",15481.7,9
4198696000000863065,2025-06,1,8711.5,5,"CRC 6,992.37",6992.37,5
4198696000001612043,2025-10,1,13539.82,1,"CRC 8,788.05",8788.05,1
4198696000001611917,2023-12,1,10884.96,8,"CRC 7,900.00",8366.36,8
4198696000000143362,2024-01,1,2743.36,44,"CRC 2,000.00",1210,44
4198696000001045740,2024-02,1,9203.54,0,"CRC 7,299.77",7299.77,0
4198696000001610855,2024-03,2,35752.21,3,"CRC 15,000.00",15000,3
4198696000000861787,2024-04,1,14601.77,5,"CRC 10,811.97",10811.97,5
4198696000005166755,2024-04,2,7964.6,0,"CRC 2,900.00",2900,0
4198696000000676900,2024-09,1,4513.27,0,"CRC 3,506.90",3506.9,0
4198696000003952087,2024-10,1,4601.77,2,"CRC 3,380.00",3080,2
4198696000004421448,2024-10,1,16902.65,95,"CRC 9,360.00",6600,95
4198696000011326279,2024-11,1,50707.96,4,"CRC 41,995.71",41995.71,4
4198696000011834125,2024-11,2,60884.96,2,"CRC 22,500.00",22500,2
4198696000000844390,2024-03,1,2920.35,62,"CRC 2,375.00",2375,62
4198696000010559110,2024-10,1,9203.54,0,"CRC 6,811.66",6811.66,0
4198696000000676810,2024-11,1,3716.81,20,"CRC 3,090.15",3090.15,20
4198696000000670263,2025-01,1,3008.85,3,"CRC 2,166.85",2166.85,3
4198696000006389457,2025-02,1,5398.23,2,"CRC 3,500.00",3990,2
4198696000000602428,2024-08,5,14601.77,759,"CRC 2,373.00",2373,759
4198696000000142102,2024-08,1,2123.89,20,"CRC 1,100.00",625,20
4198696000009249010,2024-09,2,46017.7,0,"CRC 16,995.76",16995.76,0
4198696000018627692,2025-04,3,17522.12,39,"CRC 3,200.00",2018.5,39
4198696000000602482,2025-04,2,7164.6,217,"CRC 3,171.67",3171.6700000000005,217
4198696000000862084,2025-06,1,11769.91,5,"CRC 8,713.83",17628.08,5
4198696000000602482,2025-06,5,17911.5,217,"CRC 3,171.67",3171.6700000000005,217
4198696000016373127,2025-06,1,43476.11,1,"CRC 40,000.00",40000,1
4198696000028303899,2025-08,1,49093.81,0,"CRC 39,500.00",39500,0
4198696000005387638,2025-10,2,9911.5,2,"CRC 2,930.40",2930.4,2
4198696000019073926,2025-10,1,19469.03,0,"CRC 11,233.85",11233.85,0
4198696000008912953,2025-05,1,3194.69,5,"CRC 2,474.76",2474.76,5
4198696000026857663,2025-07,1,16566.37,0,"CRC 13,595.00",13595,0
4198696000016302198,2025-08,1,8495.58,1,"CRC 6,256.73",6297.18,1
4198696000000861472,2025-09,1,6809.74,5,"CRC 5,271.41",5271.41,5
4198696000004993385,2025-10,1,10592.92,1,"CRC 6,871.00",6871,1
4198696000004993385,2025-11,1,10593,1,"CRC 6,871.00",6871,1
4198696000002859992,2024-01,1,6725.66,0,"CRC 4,965.15",5014.8,0
4198696000000861508,2024-04,1,9203.54,5,"CRC 6,760.39",6760.389999999999,5
4198696000011516452,2024-10,2,43362.83,0,"CRC 15,712.75",15712.75,0
4198696000005622209,2024-12,1,2566.37,12,"CRC 2,535.00",2535,12
4198696000004150128,2024-12,1,18053.1,1,"CRC 14,008.00",14008,1
4198696000007811903,2024-12,1,4867.26,191,"CRC 2,110.00",1402.5,191
4198696000003894042,2025-01,2,16201.77,0,"CRC 6,450.00",6450,0
4198696000005037528,2025-02,1,32300.88,1,"CRC 23,900.00",23900,1
4198696000018476572,2025-02,2,7490.27,0,"CRC 3,700.00",3700,0
4198696000000844345,2024-05,1,1592.92,52,"CRC 1,295.00",1295,52
4198696000000670038,2024-06,3,6637.17,2,"CRC 1,988.89",1988.89,2
4198696000009774772,2024-09,2,7964.6,3,"CRC 2,409.00",2409,3
4198696000007811804,2025-02,2,6513.27,377,"CRC 1,800.00",1133,377
4198696000003751989,2025-03,1,6053.1,2,"CRC 4,950.00",4690,2
4198696000000588427,2025-04,1,8495.58,11,"CRC 7,029.00",7029,11
4198696000000137017,2025-05,1,61946.9,44,"CRC 37,500.00",27720,44
4198696000007874949,2025-06,1,2743.36,7,"CRC 1,795.00",1795,7
4198696000025175182,2025-06,1,61946.9,0,"CRC 42,745.10",42745.1,0
4198696000015745637,2025-07,1,3907.96,2,"CRC 3,100.00",3100,2
4198696000004116018,2025-08,4,20516.81,30,"CRC 4,071.50",5761.37,30
4198696000001407299,2025-09,1,5861.95,3,"CRC 4,700.00",4700,3
4198696000009345239,2025-10,2,67256.64,4,"CRC 23,500.00",23500,4
4198696000022650284,2025-09,1,17256.64,0,"CRC 9,704.57",9704.57,0
4198696000004461001,2024-04,1,23097.35,0,"CRC 19,000.00",19000,0
4198696000000602428,2024-04,1,2920.35,759,"CRC 2,373.00",2373,759
4198696000011516349,2025-09,2,884.96,366,CRC 126.90,1269,366
4198696000000141049,2024-11,1,2035.4,34,CRC 901.12,704,34
4198696000001612997,2025-02,1,15143.36,2,"CRC 12,150.00",12150,2
4198696000011516349,2025-06,16,7079.65,366,CRC 126.90,1269,366
4198696000024338511,2025-11,1,10910,1,"CRC 7,350.00",7350,1
4198696000000143875,2024-04,4,56637.17,5,"CRC 6,103.68",4768.5,5
4198696000003701032,2024-03,1,36371.68,0,"CRC 26,888.24",26888.24,0
4198696000009867374,2024-09,6,20707.96,12,"CRC 2,541.50",2541.5,12
4198696000001613150,2025-07,1,9115.04,3,"CRC 6,710.40",6710.400000000001,3
4198696000000136657,2025-09,1,23008.85,9,"CRC 11,500.00",7342.5,9
4198696000009259686,2024-11,1,30973.45,0,"CRC 15,471.00",20140,0
4198696000010978738,2024-10,1,10176.99,0,"CRC 6,464.12",6464.12,0
4198696000010636615,2024-10,1,24336.28,2,"CRC 18,000.00",18000,2
4198696000001613150,2025-10,1,10884.96,3,"CRC 6,710.40",6710.400000000001,3
4198696000012819320,2024-12,1,4247.79,10,"CRC 5,075.00",5350,10
4198696000005510142,2025-01,1,16527.43,2,"CRC 13,263.66",13263.660000000002,2
4198696000000144496,2024-06,1,27743.36,49,"CRC 16,734.08",13073.5,49
4198696000003522812,2024-05,2,46017.7,6,"CRC 17,000.00",17000,6
4198696000024338511,2025-07,1,9200,1,"CRC 7,350.00",7350,1
4198696000031756459,2025-10,1,10619.47,0,"CRC 4,980.00",4980,0
4198696000001089154,2025-01,7,4336.28,76,CRC 361.22,385.28,76
4198696000014348440,2025-10,2,7256.64,5,"CRC 2,150.00",2150,5
4198696000001481302,2023-11,1,7359.29,2,"CRC 5,936.00",5936,2
4198696000000864892,2024-06,1,8495.58,5,"CRC 6,237.00",6237,5
4198696000000136999,2024-12,1,21238.94,46,"CRC 10,800.00",6875,46
4198696000001039744,2024-08,1,1238.94,46,CRC 443.52,346.5,46
4198696000031811243,2025-10,1,21239,0,"CRC 12,831.86",12831.86,0
4198696000000862057,2025-03,1,11479.65,6,"CRC 9,180.00",9180,6
4198696000000139384,2024-05,1,1769.91,49,CRC 654.72,511.5,49
4198696000014348440,2025-01,2,5840.71,5,"CRC 2,150.00",2150,5
4198696000031811243,2025-10,1,20707.98,0,"CRC 12,831.86",12831.86,0
4198696000018627863,2025-09,1,72460.18,27,"CRC 45,500.00",29161,27
4198696000010767855,2024-10,1,25663.72,0,"CRC 18,000.00",18000,0
4198696000004420150,2025-07,2,36637.17,75,"CRC 10,155.60",7161,75
4198696000031051942,2025-09,1,16364.6,0,"CRC 10,250.00",10250,0
4198696000000862057,2025-10,1,14159.29,6,"CRC 9,180.00",9180,6
4198696000007940146,2024-12,1,32389.38,0,"CRC 23,950.00",23950,0
4198696000000139105,2025-02,2,17699.12,23,"CRC 3,386.24",2645.5,23
4198696000021886348,2025-04,1,33805.31,0,"CRC 25,000.00",25000,0
4198696000011316311,2024-12,4,97345.13,3,"CRC 18,000.00",18000,3
4198696000010636542,2025-06,1,7327.43,18,"CRC 5,400.00",5400,18
4198696000007812227,2025-11,1,10619.47,199,"CRC 4,980.00",3316.5,199
4198696000010636542,2025-06,1,7327.43,18,"CRC 5,400.00",5400,18
4198696000000139105,2024-05,1,8849.56,23,"CRC 3,386.24",2645.5,23
4198696000000862057,2024-07,1,12477.88,6,"CRC 9,180.00",9180,6
4198696000002572797,2025-05,4,87433.63,11,"CRC 17,000.00",17000,11
4198696000004420150,2025-01,1,18318.58,75,"CRC 10,155.60",7161,75
4198696000022597024,2025-08,4,49557.52,15,"CRC 9,152.00",9152,15
4198696000006693311,2024-06,1,10265.49,0,"CRC 7,600.00",7600,0
4198696000018843102,2025-03,1,9734.51,0,"CRC 6,400.00",6400,0
4198696000002859480,2024-06,1,10265.49,0,"CRC 7,600.00",7600,0
4198696000000144163,2025-10,2,26902.65,22,"CRC 5,878.40",4592.5,22
4198696000000898575,2024-04,2,18761.06,6,"CRC 8,313.90",8313.9,6
4198696000011316886,2025-05,2,4233.63,11,"CRC 1,695.00",1695,11
4198696000004015081,2024-05,1,4513.27,3,"CRC 3,862.40",3862.4,3
4198696000015063017,2025-08,2,13274.34,7,"CRC 4,857.00",4857,7
4198696000000144163,2025-10,2,26902.65,22,"CRC 5,878.40",4592.5,22
4198696000017431001,2025-02,2,42831.86,0,"CRC 15,800.55",15800.55,0
4198696000015063017,2025-03,2,13274.34,7,"CRC 4,857.00",4857,7
4198696000017936489,2025-02,1,23529.2,0,"CRC 18,900.00",18900,0
4198696000023416844,2025-05,1,3867.26,0,"CRC 3,000.00",3000,0
4198696000005905690,2024-05,1,52654.87,0,"CRC 39,000.00",39000,0
4198696000001611665,2025-08,1,21061.95,2,"CRC 15,542.31",15542.31,2
4198696000001611665,2024-11,1,21061.95,2,"CRC 15,542.31",15542.31,2
4198696000009895721,2024-09,1,10176.99,0,"CRC 7,495.00",7495,0
4198696000011316886,2025-03,2,4601.77,11,"CRC 1,695.00",1695,11
4198696000000144217,2025-10,2,20900,18,"CRC 3,618.56",2827,18
4198696000000898575,2024-09,2,22477.88,6,"CRC 8,313.90",8313.9,6
4198696000000144217,2025-10,2,18495.58,18,"CRC 3,618.56",2827,18
4198696000005321022,2025-02,1,3097.35,6,"CRC 2,800.00",2800,6
4198696000012720081,2024-11,1,7490.27,2,"CRC 4,443.00",4443,2
4198696000006583779,2024-06,1,24867.26,1,"CRC 17,136.00",18400,1
4198696000005639819,2025-09,1,25044.25,1,"CRC 17,000.00",17000,1
4198696000005169155,2025-10,1,36556,2,"CRC 28,780.00",28780,2
4198696000001610450,2025-07,2,24849.56,13,"CRC 6,422.90",10594.65,13
4198696000001610450,2024-09,2,21858.41,13,"CRC 6,422.90",10594.65,13
4198696000001610450,2025-04,2,27610.62,13,"CRC 6,422.90",10594.65,13
4198696000001610450,2024-04,2,23008.85,13,"CRC 6,422.90",10594.65,13
4198696000001610450,2025-08,2,26230.09,13,"CRC 6,422.90",10594.65,13
4198696000001610450,2024-11,2,25401.77,13,"CRC 6,422.90",10594.65,13
4198696000000862822,2024-03,1,8849.56,1,"CRC 7,470.00",7470,1
4198696000000670497,2024-10,1,1327.43,6,"CRC 1,384.15",1384.15,6
4198696000000670497,2025-09,1,1752.21,6,"CRC 1,384.15",1384.15,6
4198696000000670497,2025-07,1,1791.15,6,"CRC 1,384.15",1384.15,6
4198696000000862822,2024-03,1,10088.5,1,"CRC 7,470.00",7470,1
4198696000000861265,2024-10,1,7079.65,2,"CRC 5,190.00",5190,2
4198696000000670497,2024-05,2,2654.87,6,"CRC 1,384.15",1384.15,6
4198696000001614140,2025-01,1,31019.47,1,"CRC 24,917.54",24917.54,1
4198696000001353971,2024-01,4.5,2787.61,,CRC 0.00,,
4198696000001353971,2024-10,4,2477.88,,CRC 0.00,,
4198696000001353971,2024-10,2,1238.94,,CRC 0.00,,
4198696000001089325,2024-12,0.1,1699.12,0.7,"CRC 1,252.67",12526.66,0.7
4198696000001089082,2024-07,10,5309.73,42,CRC 366.52,366.52,42
4198696000001089325,2024-04,0.1,1495.58,0.7,"CRC 1,252.67",12526.66,0.7
4198696000001041031,2024-09,2,353.98,165,CRC 77.44,60.5,165
4198696000006545462,2024-10,1,33451.33,7,"CRC 24,002.80",28381.6,7
4198696000000862381,2025-10,1,11642,3,"CRC 7,802.71",7802.71,3
4198696000012946715,2024-11,1,18849.56,0,"CRC 13,900.00",13900,0
4198696000006545462,2024-07,1,32477.88,7,"CRC 24,002.80",28381.6,7
4198696000012700039,2024-11,1,6548.67,0,"CRC 4,840.00",4840,0
4198696000007811525,2025-05,1,1061.95,94,"CRC 1,150.00",665.5,94
4198696000001089325,2025-09,1,2212.39,0.7,"CRC 1,252.67",12526.66,0.7
4198696000000862381,2025-01,1,9769.91,3,"CRC 7,802.71",7802.71,3
4198696000013855180,2025-02,1,98672.57,3,"CRC 57,503.77",57503.77,3
4198696000000140599,2025-08,1,973.45,92,CRC 387.20,302.5,92
4198696000006545462,2025-05,1,29879.65,7,"CRC 24,002.80",28381.6,7
4198696000014520078,2024-12,1,16637.17,0,"CRC 12,259.58",12259.58,0
4198696000005279001,2024-05,1,33805.31,0,"CRC 25,000.00",25000,0
4198696000005531199,2024-05,4,14513.27,0,"CRC 1,750.00",2655,0
4198696000001041031,2024-04,2,353.98,165,CRC 77.44,60.5,165
4198696000000137179,2024-10,1,20353.98,3,"CRC 8,764.80",6847.5,3
4198696000006545462,2025-01,1,29879.65,7,"CRC 24,002.80",28381.6,7
4198696000000669849,2024-03,1,3185.84,2,"CRC 2,350.49",2350.4900000000002,2
4198696000000677647,2025-01,1,4690.27,0,"CRC 3,457.59",3457.59,0
4198696000000865234,2025-06,1,44046.02,6,"CRC 35,440.32",35440.32,6
4198696000004546250,2024-04,2,6548.67,0,"CRC 2,639.51",2639.51,0
4198696000016846001,2025-02,1,30449.56,2,"CRC 24,500.00",24500,2
4198696000001089325,2025-01,0.2,3126.37,0.7,"CRC 1,252.67",12526.66,0.7
4198696000000137179,2024-12,1,16201.77,3,"CRC 8,764.80",6847.5,3
4198696000016070019,2025-07,2,17097.35,3,"CRC 6,870.00",6870,3
4198696000006723342,2025-08,3,11415.93,10,"CRC 2,800.00",2800,10
4198696000011274301,2025-03,1,5309.73,1,"CRC 3,897.00",3897,1
4198696000006723342,2024-11,2,7610.62,10,"CRC 2,800.00",2800,10
4198696000009530263,2024-09,8,4955.75,8,CRC 425.00,425,8
4198696000000861688,2024-10,1,16725.66,5,"CRC 12,335.15",12335.15,5
4198696000023685805,2025-05,1,5398.23,0,"CRC 2,950.00",3950,0
4198696000000677917,2024-04,1,2920.35,5,"CRC 2,191.50",2110.2,5
4198696000004417979,2024-05,1,9823.01,91,"CRC 5,444.40",3839,91
4198696000012057357,2025-05,1,8141.59,1,"CRC 6,495.00",6495,1
4198696000018523857,2025-02,1,4513.27,1,"CRC 4,079.00",4079,1
4198696000007752630,2024-07,1,9469.03,0,"CRC 6,950.00",6255,0
4198696000000862138,2025-02,1,13451.33,3,"CRC 9,899.10",9899.1,3
4198696000012057357,2025-09,1,8849.56,1,"CRC 6,495.00",6495,1
4198696000000864631,2025-08,1,7978.76,3,"CRC 6,376.52",6376.5199999999995,3
4198696000003873869,2024-03,2,12389.38,4,"CRC 4,791.00",5070,4
4198696000021866265,2025-04,1,3451.33,0,"CRC 2,450.00",2450,0
4198696000015464895,2025-10,1,65000,14,"CRC 32,500.00",20790,14
4198696000021527114,2025-11,1,18053.1,5,"CRC 12,240.00",36720,5
4198696000015464895,2025-07,1,57522.12,14,"CRC 32,500.00",20790,14
4198696000028015936,2025-08,1,11398.23,0,"CRC 5,400.00",5400,0
4198696000010805537,2025-10,1,116814.16,7,"CRC 64,000.00",44379.5,7
4198696000000865243,2024-12,1,47139.82,8,"CRC 37,931.88",37931.88,8
4198696000010805537,2025-05,1,116814.16,7,"CRC 64,000.00",44379.5,7
4198696000013601096,2025-01,1,27111.5,2,"CRC 21,800.00",21800,2
4198696000000678349,2025-09,1,1302.66,3,"CRC 1,038.65",1038.65,3
4198696000005387611,2025-05,2,12538.05,3,"CRC 5,040.00",5040,3
4198696000011594620,2025-03,1,20707.96,2,"CRC 19,900.00",19900,2
4198696000010046553,2025-05,2,15132.74,2,"CRC 5,843.54",5843.54,2
4198696000020459908,2025-06,1,1058.41,0,CRC 836.00,836,0
4198696000021527114,2025-10,1,18053.1,5,"CRC 12,240.00",36720,5
4198696000010805537,2025-08,1,116814.16,7,"CRC 64,000.00",44379.5,7
4198696000011295178,2024-11,2,38591.15,2,"CRC 15,500.00",15500,2
4198696000000602338,2024-06,1,13362.83,20,"CRC 10,108.29",10108.289999999999,20
4198696000019076504,2025-03,2,30619.47,0,"CRC 11,330.00",11330,0
4198696000004417979,2025-10,1,9823.01,91,"CRC 5,444.40",3839,91
4198696000000865243,2023-12,1,42539.82,8,"CRC 37,931.88",37931.88,8
4198696000000862138,2024-07,1,13451.33,3,"CRC 9,899.10",9899.1,3
4198696000010805537,2025-10,1,107469.03,7,"CRC 64,000.00",44379.5,7
4198696000004417979,2024-08,1,9823.01,91,"CRC 5,444.40",3839,91
4198696000000862138,2025-05,1,13451.33,3,"CRC 9,899.10",9899.1,3
4198696000003873869,2024-09,2,13097.35,4,"CRC 4,791.00",5070,4
4198696000010805537,2025-07,1,116814.16,7,"CRC 64,000.00",44379.5,7
4198696000000602338,2024-06,1,13362.83,20,"CRC 10,108.29",10108.289999999999,20
4198696000027122467,2025-08,1,13539.82,0,"CRC 9,974.00",9974,0
4198696000010805537,2025-09,1,107469.03,7,"CRC 64,000.00",44379.5,7
4198696000008913119,2025-10,1,25044.25,9,"CRC 17,000.00",17000,9
4198696000001613303,2025-03,2,69929.2,2,"CRC 28,738.59",28738.59,2
4198696000001613303,2025-01,1,35741.59,2,"CRC 28,738.59",28738.59,2
4198696000000143929,2024-07,2,20530.97,24,"CRC 7,100.00",4504.5,24
4198696000003679457,2025-08,1,9380.53,3,"CRC 6,900.00",8120,3
4198696000000144694,2025-02,1,26548.67,39,"CRC 11,000.00",6545,39
4198696000000670272,2024-02,1,3274.34,2,"CRC 2,419.05",2419.05,2
4198696000006449328,2024-08,1,6371.68,1,"CRC 4,691.70",4691.7,1
4198696000001614050,2024-09,1,31946.9,0,"CRC 23,640.03",23640.03,0
4198696000006632032,2025-05,1,6757.52,0,"CRC 4,490.00",5747,0
4198696000008394664,2024-08,2,12035.4,0,"CRC 4,400.00",4400,0
4198696000000897684,2024-09,1,2654.87,0,"CRC 1,908.31",1908.31,0
4198696000006632032,2024-12,2,14690.27,0,"CRC 4,490.00",5747,0
4198696000000679717,2024-06,1,2831.86,3,"CRC 2,463.42",2391.21,3
4198696000021263678,2025-06,1,5309.73,1,"CRC 3,605.00",3605,1
4198696000009895157,2025-11,1,7345.13,7,"CRC 4,530.00",4530,7
4198696000004042016,2024-03,8,65132.74,0,"CRC 5,995.00",5995,0
4198696000004764014,2025-07,1,11327.43,83,"CRC 5,500.00",3316.5,83
4198696000000139951,2024-04,2,19292.04,102,"CRC 6,600.00",4218.5,102
4198696000011255495,2024-10,1,49557.52,0,"CRC 35,899.61",35899.61,0
4198696000004629551,2025-03,1,10973.45,89,"CRC 5,200.00",3140.5,89
4198696000000678052,2025-08,1,1946.9,2,"CRC 1,387.40",1387.4,2
4198696000001041067,2025-01,8,1302.65,185,CRC 77.44,60.5,185
4198696000000139951,2023-11,1,9646.02,102,"CRC 6,600.00",4218.5,102
4198696000000861391,2025-01,1,9362.83,6,"CRC 7,521.76",7521.76,6
4198696000012467575,2024-11,2,13805.31,0,"CRC 5,022.50",5022.5,0
4198696000001041067,2024-05,2,353.98,185,CRC 77.44,60.5,185
4198696000004882721,2024-04,2,13628.32,2,"CRC 4,996.63",4996.63,2
4198696000000899340,2024-05,3,6902.65,15,"CRC 1,684.91",1684.9099999999999,15
4198696000000899115,2024-01,1,14778.76,4,"CRC 12,287.84",12287.84,4
4198696000004629551,2025-01,1,10973.45,89,"CRC 5,200.00",3140.5,89
4198696000008126102,2024-08,1,29646.02,0,"CRC 20,739.40",29564,0
4198696000008126102,2025-07,1,34513.27,0,"CRC 20,739.40",29564,0
4198696000000899340,2025-10,3,9026.55,15,"CRC 1,684.91",1684.9099999999999,15
4198696000008126102,2025-10,1,32478,0,"CRC 20,739.40",29564,0
4198696000000899340,2023-11,4,8141.59,15,"CRC 1,684.91",1684.9099999999999,15
4198696000000139951,2024-01,1,7699.12,102,"CRC 6,600.00",4218.5,102
4198696000011063950,2024-10,1,13097.35,0,"CRC 9,697.00",9697,0
4198696000004629551,2025-05,1,10973.45,89,"CRC 5,200.00",3140.5,89
4198696000006129097,2024-06,2,40884.96,2,"CRC 15,095.54",15095.54,2
4198696000007837163,2024-07,2,8849.56,0,"CRC 3,250.00",3250,0
4198696000010805181,2025-05,1,20353.98,48,"CRC 11,000.00",7331.5,48
4198696000000862813,2024-07,1,9203.54,4,"CRC 6,760.80",6760.8,4
4198696000000865279,2025-08,1,150818.58,2,"CRC 131,399.87",131399.87,2
4198696000004764014,2025-05,1,11327.43,83,"CRC 5,500.00",3316.5,83
