d.Item_ID,d.SKU,d.Sales_24M_Qty,d.Sales_24M_Net,d.Avg_Demand_Used,Last_Purchase_Date,lp.Last_Purchase_Price,Last_Purchase_Price_Fallback,On_Hand_Qty,st.Current_Unit_Rate,Coverage_Months,Stock_Shortfall,Reorder_Eligibility,Cost_Delta,Cost_Delta_Pct
4198696000031465035,800-4358,1,22230,0.041666666666666664,,,12000,0,12000,0,0.125,1,,
4198696000026656107,800-3747,1,4508,0.041666666666666664,,,3146.85,0,3146.85,0,0.125,1,,
4198696000018668070,12-1008,3,379000,0.125,,,74400,27,74400,216,0,0,,
4198696000010251972,800-1800,1,11000,0.041666666666666664,,,5734.95,0,5734.95,0,0.125,1,,
4198696000008815400,800-1569,2,93940,0.08333333333333333,,,32120,0,32120,0,0.25,1,,
4198696000005814046,800-918,1,8100,0.041666666666666664,,,5265.49,0,5265.49,0,0.125,1,,
4198696000000898269,504-121,1,7400,0.041666666666666664,,,4807.81,0,4807.81,0,0.125,1,,
4198696000025038472,800-3538,1,6300,0.041666666666666664,,,4120.47,0,4120.47,0,0.125,1,,
4198696000007837093,534-0089,4,30400,0.16666666666666666,,,4995,4,4995,24,0,0,,
4198696000003952635,530-2000,1,3100,0.041666666666666664,,,2000,2,2000,48,0,0,,
4198696000019243310,800-2787,4,30400,0.16666666666666666,,,4950,0,4950,0,0.5,1,,
4198696000016620116,800-2403,1,5000,0.041666666666666664,,,2878.42,0,2878.42,0,0.125,1,,
4198696000000141238,118-74,1,2500,0.041666666666666664,,,992.64,39,992.64,936,0,0,,
4198696000029434104,800-4150,2,12389.38,0.08333333333333333,,,4559.28,0,4559.28,0,0.25,1,,
4198696000027868055,800-3890,2,47539.82,0.08333333333333333,,,14550,0,14550,0,0.25,1,,
4198696000021524133,106-3000,8,152733.76,0.3333333333333333,,,13333.333,7,13333.333,21,0,0,,
4198696000015465264,351-2035,3,155496.01,0.125,,,27300,27,27300,216,0,0,,
4198696000015082292,800-2271,1,30176,0.041666666666666664,,,21450,0,21450,0,0.125,1,,
4198696000012342032,376-3108,2,18676.21,0.08333333333333333,,,6346.17,2,6346.17,24,0,0,,
4198696000007811984,72-503,6,32237.16,0.25,,,2800,194,2800,776,0,0,,
4198696000007542122,72-3048,23,131312,0.9583333333333334,,,3750,10,3750,10.434782608695652,0,0,,
4198696000005385176,505-1000,49,149403.87,2.0416666666666665,,,2064.07,21,2064.07,10.285714285714286,0,0,,
4198696000003142119,800-274,1,12100,0.041666666666666664,,,7900,0,7900,0,0.125,1,,
4198696000001040590,339-2,8,69120,0.3333333333333333,,,2956.8,16,2956.8,48,0,0,,
4198696000000862489,509-0198,7,121896.11,0.2916666666666667,,,12122.49,5,12122.49,17.142857142857142,0,0,,
4198696000000670506,3-113,12,27648,0.5,,,1561.11,20,1561.11,40,0,0,,
4198696000000678961,72-1005,7,87169.49,0.2916666666666667,,,8529.09,3,8529.09,10.285714285714285,0,0,,
4198696000023558303,530-3029,1,4416,0.041666666666666664,,,3100,1,3100,24,0,0,,
4198696000005042305,800-737,1,17000,0.041666666666666664,,,11115,0,11115,0,0.125,1,,
4198696000000679348,72-1054,4,13960,0.16666666666666666,,,2562.52,8,2562.52,48,0,0,,
4198696000018177565,800-2583,1,23700,0.041666666666666664,,,15486.73,1,15486.73,24,0,0,,
4198696000028731301,800-4044,1,52716,0.041666666666666664,,,37500,0,37500,0,0.125,1,,
4198696000018059374,800-2559,1,190348,0.041666666666666664,,,135603,0,135603,0,0.125,1,,
4198696000009002126,800-1616,1,7000,0.041666666666666664,,,4390.28,0,4390.28,0,0.125,1,,
4198696000001613915,522-0121,1,27000,0.041666666666666664,,,22705.15,2,22705.15,48,0,0,,
4198696000001089109,127-1005,13,13294.44,0.5416666666666666,,,634.13,85,634.13,156.92307692307693,0,0,,
4198696000030161514,800-4219,1,27079.65,0.041666666666666664,,,20000,0,20000,0,0.125,1,,
4198696000023999389,800-3409,1,25300,0.041666666666666664,,,17566.45,0,17566.45,0,0.125,1,,
4198696000022707012,800-3209,1,28152,0.041666666666666664,,,19995,0,19995,0,0.125,1,,
4198696000018627719,259-1012,2,12273.7,0.08333333333333333,,,3300,47,3300,564,0,0,,
4198696000013406194,510-1047,24,1640780.53,1,,,45900.33,4,45900.33,4,0,0,,
4198696000012188132,376-3082,2,11218,0.08333333333333333,,,3621.31,3,3621.31,36,0,0,,
4198696000007454711,800-1323,1,16100,0.041666666666666664,,,10500,0,10500,0,0.125,1,,
4198696000002572689,529-001,9,162563.19,0.375,,,12000,4,12000,10.666666666666666,0,0,,
4198696000001363156,800-022,1,26125,0.041666666666666664,,,18018,0,18018,0,0.125,1,,
4198696000001046199,512-088,3,40351.33,0.125,,,8487.17,3,8487.17,24,0,0,,
4198696000000863119,509-0567,2,21500,0.08333333333333333,,,5860,3,5860,36,0,0,,
4198696000000862273,509-0174,6,91280,0.25,,,10109.6,4,10109.6,16,0,0,,
4198696000000861643,509-0104,3,69900,0.125,,,15243.56,0,15243.56,0,0.375,1,,
4198696000032956527,800-4477,1,31239,0.041666666666666664,,,20000,0,20000,0,0.125,1,,
4198696000029885121,800-4186,1,26548.67,0.041666666666666664,,,20463.59,0,20463.59,0,0.125,1,,
4198696000007898288,800-1391,1,81000,0.041666666666666664,,,52887,0,52887,0,0.125,1,,
4198696000002192027,529-047,1,73815,0.041666666666666664,,,55000,1,55000,24,0,0,,
4198696000005639563,509-0208,1,13100,0.041666666666666664,,,8550,3,8550,72,0,0,,
4198696000026057126,800-3668,1,5244,0.041666666666666664,,,3673.8,0,3673.8,0,0.125,1,,
4198696000019076477,800-2751,2,38000,0.08333333333333333,,,12400,0,12400,0,0.25,1,,
4198696000017496009,517-1112,1,23000,0.041666666666666664,,,14500,1,14500,24,0,0,,
4198696000004420096,42-2009,2,34040,0.08333333333333333,,,5077.8,48,5077.8,576,0,0,,
4198696000002622660,800-171,1,9000,0.041666666666666664,,,7230,0,7230,0,0.125,1,,
4198696000001040671,351-218,2,92000,0.08333333333333333,,,23000,20,23000,240,0,0,,
4198696000032257902,800-4444,1,201830.09,0.041666666666666664,,,175366.48,0,175366.48,0,0.125,1,,
4198696000020118540,800-2915,1,46000,0.041666666666666664,,,30000,0,30000,0,0.125,1,,
4198696000003013170,800-237,1,23300,0.041666666666666664,,,17950,0,17950,0,0.125,1,,
4198696000032401148,800-4453,1,17234.53,0.041666666666666664,,,10500,0,10500,0,0.125,1,,
4198696000033230907,800-4519,1,6770,0.041666666666666664,,,4175,0,4175,0,0.125,1,,
4198696000001614950,522-0004,1,20000,0.041666666666666664,,,13064.34,2,13064.34,48,0,0,,
4198696000001613528,521-0006,1,24400,0.041666666666666664,,,15955.78,1,15955.78,24,0,0,,
4198696000000865297,510-009,4,678491,0.16666666666666666,,,119375.89,0,119375.89,0,0.5,1,,
4198696000000602581,106-33,4,72576,0.16666666666666666,,,14082.86,38,14082.86,228,0,0,,
4198696000000143479,245-396,17,139562.02,0.7083333333333334,,,4800,93,4800,131.2941176470588,0,0,,
4198696000000140590,95-131,1,18000,0.041666666666666664,,,6540.16,49,6540.16,1176,0,0,,
4198696000014527584,530-1059,1,6200,0.041666666666666664,,,4060,2,4060,48,0,0,,
4198696000011490145,524-0160,1,7176,0.041666666666666664,,,4100,3,4100,72,0,0,,
4198696000010336322,800-1809,2,26600,0.08333333333333333,,,8861.55,0,8861.55,0,0.25,1,,
4198696000008817836,800-1576,1,39000,0.041666666666666664,,,28369.93,0,28369.93,0,0.125,1,,
4198696000001615022,522-0170,2,44712,0.08333333333333333,,,15906.52,2,15906.52,24,0,0,,
4198696000016370489,44-1147,4,4992,0.16666666666666666,,,850,2,850,12,0,0,,
4198696000009530290,534-0007,2,5800,0.08333333333333333,,,1885,0,1885,0,0.25,1,,
4198696000030744465,800-4275,2,145141.59,0.08333333333333333,,,44070.58,0,44070.58,0,0.25,1,,
4198696000031243073,800-4325,1,20707.96,0.041666666666666664,,,12000,0,12000,0,0.125,1,,
4198696000022453003,800-3170,1,25944,0.041666666666666664,,,18455,0,18455,0,0.125,1,,
4198696000019394406,800-2798,4,4416,0.16666666666666666,,,785,0,785,0,0.5,1,,
4198696000004421313,214-1020,2,10424.78,0.08333333333333333,,,3003,196,3003,2352,0,0,,
4198696000027872063,800-3895,2,21318,0.08333333333333333,,,7425,0,7425,0,0.25,1,,
4198696000017756122,800-2510,1,111500,0.041666666666666664,,,66963.12,0,66963.12,0,0.125,1,,
4198696000022646350,14-2001,4,8741.15,0.16666666666666666,,,1626.8,11,1626.8,66,0,0,,
4198696000006141557,800-1001,6,87600,0.25,,,9800,0,9800,0,0.75,1,,
4198696000000679294,72-1048,3,12000,0.125,,,2561.51,9,2561.51,72,0,0,,
4198696000017627075,3-207,9,25380,0.375,,,1946.18,3,1946.18,8,0,0,,
4198696000027855001,800-3885,1,68816,0.041666666666666664,,,49000,0,49000,0,0.125,1,,
4198696000006449171,800-1082,1,90000,0.041666666666666664,,,51000,0,51000,0,0.125,1,,
4198696000001612286,518-0522,2,71370,0.08333333333333333,,,23950,1,23950,12,0,0,,
4198696000020304474,512-1030,1,33212,0.041666666666666664,,,23650,0,23650,0,0.125,1,,
4198696000002192354,800-099,1,14100,0.041666666666666664,,,9200,0,9200,0,0.125,1,,
4198696000003722607,525-0037,1,6500,0.041666666666666664,,,5244.5,2,5244.5,48,0,0,,
4198696000027395743,57-1000,2,77116.99,0.08333333333333333,,,29859.2,1,29859.2,12,0,0,,
4198696000012723768,510-1028,3,215645,0.125,,,49499.73,2,49499.73,16,0,0,,
4198696000023558723,800-3348,1,27600,0.041666666666666664,,,16614,0,16614,0,0.125,1,,
4198696000027363001,800-3834,2,44221.42,0.08333333333333333,,,15312.27,0,15312.27,0,0.25,1,,
4198696000012152028,164-103,2,4778.76,0.08333333333333333,,,1342.04,3,1342.04,36,0,0,,
4198696000006998198,800-1257,2,6200,0.08333333333333333,,,1995,0,1995,0,0.25,1,,
4198696000004420168,83-2033,4,105221.77,0.16666666666666666,,,13618.8,99,13618.8,594,0,0,,
4198696000011594454,517-1046,1,20973.45,0.041666666666666664,,,15493.4,1,15493.4,24,0,0,,
4198696000000862597,509-0509,1,17756,0.041666666666666664,,,12610.03,10,12610.03,240,0,0,,
4198696000000861517,509-0090,1,15010,0.041666666666666664,,,10334.04,1,10334.04,24,0,0,,
4198696000001613249,528-0033,1,12000,0.041666666666666664,,,7850,0,7850,0,0.125,1,,
4198696000000844354,505-015,2,3200,0.08333333333333333,,,1155,10,1155,120,0,0,,
4198696000018627854,259-1035,1,11150.45,0.041666666666666664,,,6100,49,6100,1176,0,0,,
4198696000001610990,520-0056,6,116900,0.25,,,12810.9,2,12810.9,8,0,0,,
4198696000000844300,505-009,6,17800,0.25,,,2181,0,2181,0,0.75,1,,
4198696000001612376,518-0502,1,46600,0.041666666666666664,,,30500.26,1,30500.26,24,0,0,,
4198696000005433953,800-830,1,28200,0.041666666666666664,,,18457.6,0,18457.6,0,0.125,1,,
4198696000024912395,800-3525,1,45800,0.041666666666666664,,,26529.2,0,26529.2,0,0.125,1,,
4198696000000679402,72-1060,2,10400,0.08333333333333333,,,3403.35,5,3403.35,60,0,0,,
4198696000023124504,800-3266,1,76000,0.041666666666666664,,,49528.13,0,49528.13,0,0.125,1,,
4198696000020417640,343-31,5,8495.57,0.20833333333333334,,,1385.6933,4,1385.6933,19.2,0,0,,
4198696000017936730,800-2544,1,33580,0.041666666666666664,,,23900,0,23900,0,0.125,1,,
4198696000030232048,800-4237,3,119437.17,0.125,,,32000,0,32000,0,0.375,1,,
4198696000000836160,514-003,3,9440,0.125,,,2346,9,2346,72,0,0,,
4198696000007418001,800-1318,1,32900,0.041666666666666664,,,21515,0,21515,0,0.125,1,,
4198696000003976081,530-3018,3,14308,0.125,,,3150,2,3150,16,0,0,,
4198696000001611440,520-0134,1,24800,0.041666666666666664,,,16234.02,4,16234.02,96,0,0,,
4198696000000588367,343-20,22,148342,0.9166666666666666,,,5061.7,17,5061.7,18.545454545454547,0,0,,
4198696000015715962,800-2325,1,26000,0.041666666666666664,,,16420,0,16420,0,0.125,1,,
4198696000007471258,130-056,34,103788,1.4166666666666667,,,1980.5,20,1980.5,14.117647058823529,0,0,,
4198696000010805577,12-1016,25,3219782.48,1.0416666666666667,,,65000,35,65000,33.599999999999994,0,0,,
4198696000000143992,316-5,2,35309.74,0.08333333333333333,,,7004.8,18,7004.8,216,0,0,,
4198696000022301066,800-3150,5,120760,0.20833333333333334,,,7425,0,7425,0,0.625,1,,
4198696000001614923,522-0125,6,119823.01,0.25,,,15472.95,4,15472.95,16,0,0,,
4198696000029313502,528-0121,2,13274.34,0.08333333333333333,,,4858,18,4858,216,0,0,,
4198696000013523294,800-2151,1,5400,0.041666666666666664,,,3500,0,3500,0,0.125,1,,
4198696000000677701,376-56,1,6300,0.041666666666666664,,,4079.63,1,4079.63,24,0,0,,
4198696000001613825,522-0128,2,69800,0.08333333333333333,,,26850,2,26850,24,0,0,,
4198696000000863398,509-1024,2,55000,0.08333333333333333,,,20605.47,4,20605.47,48,0,0,,
4198696000004421583,46-2028,3,22208.84,0.125,,,2730,196,2730,1568,0,0,,
4198696000005905699,800-943,1,30300,0.041666666666666664,,,19800,0,19800,0,0.125,1,,
4198696000017581935,522-0212,7,208600,0.2916666666666667,,,19490,6,19490,20.57142857142857,0,0,,
4198696000004906330,524-0619,3,127800,0.125,,,27900,2,27900,16,0,0,,
4198696000000136675,11-121,3,112930,0.125,,,17198.72,2,17198.72,16,0,0,,
4198696000026664892,800-3759,1,44010,0.041666666666666664,,,32000,0,32000,0,0.125,1,,
4198696000018727928,800-2648,2,50115,0.08333333333333333,,,16800,0,16800,0,0.25,1,,
4198696000008957046,800-1605,2,65200,0.08333333333333333,,,21360,0,21360,0,0.25,1,,
4198696000010341184,376-3016,1,8000,0.041666666666666664,,,4891.84,2,4891.84,48,0,0,,
4198696000000602347,106-6,18,71360,0.75,,,2925.51,318,2925.51,424,0,0,,
4198696000023774676,800-3392,1,48944,0.041666666666666664,,,27100,0,27100,0,0.125,1,,
4198696000026546424,800-3737,1,15010,0.041666666666666664,,,10300,0,10300,0,0.125,1,,
4198696000002427083,800-144,2,5800,0.08333333333333333,,,1850,0,1850,0,0.25,1,,
4198696000012887693,530-1054,1,5800,0.041666666666666664,,,3800,2,3800,48,0,0,,
4198696000033148644,800-4500,1,41018,0.041666666666666664,,,29900,0,29900,0,0.125,1,,
4198696000000140572,95-105,20,30474.97,0.8333333333333334,,,549.12,79,549.12,94.8,0,0,,
4198696000012946754,800-1731,1,4416,0.041666666666666664,,,2450,0,2450,0,0.125,1,,
4198696000026043066,800-3658,1,33000,0.041666666666666664,,,20550,0,20550,0,0.125,1,,
4198696000000864811,509-2558,3,25404,0.125,,,5689.76,7,5689.76,56,0,0,,
4198696000000143506,245-562,45,541561.78,1.875,,,6000,14,6000,7.466666666666667,0,0,,
4198696000019575105,800-2819,3,101560,0.125,,,21950,0,21950,0,0.375,1,,
4198696000011880125,529-087,6,156000,0.25,,,17000,6,17000,24,0,0,,
4198696000000865216,509-2603,3,32614,0.125,,,6487.67,1,6487.67,8,0,0,,
4198696000011909750,800-1521,1,7100,0.041666666666666664,,,4600,0,4600,0,0.125,1,,
4198696000001613420,521-0032,1,20300,0.041666666666666664,,,13250.68,1,13250.68,24,0,0,,
4198696000000139177,46-824,25,207945.12,1.0416666666666667,,,4000,106,4000,101.75999999999999,0,0,,
4198696000025779511,800-3620,1,38200,0.041666666666666664,,,25000,0,25000,0,0.125,1,,
4198696000026656218,800-3748,1,17700,0.041666666666666664,,,11542,0,11542,0,0.125,1,,
4198696000001613771,522-0051,3,83000,0.125,,,21900,3,21900,24,0,0,,
4198696000005493434,535-0013,2,15800,0.08333333333333333,,,5200,3,5200,36,0,0,,
4198696000026124960,800-3674,2,53390,0.08333333333333333,,,18374.46,0,18374.46,0,0.25,1,,
4198696000005207415,72-3041,1,6200,0.041666666666666664,,,4063.5,2,4063.5,48,0,0,,
4198696000000679537,72-1075,3,15973.46,0.125,,,3255.73,3,3255.73,24,0,0,,
4198696000002124040,529-025,50,1256824.25,2.0833333333333335,,,17000,9,17000,4.319999999999999,0,0,,
4198696000018835222,800-2668,1,36524,0.041666666666666664,,,11647.16,0,11647.16,0,0.125,1,,
4198696000001045695,512-031,1,13700,0.041666666666666664,,,8929.49,4,8929.49,96,0,0,,
4198696000000677656,376-51,2,10400,0.08333333333333333,,,3355.64,2,3355.64,24,0,0,,
4198696000004420159,83-2032,4,101760,0.16666666666666666,,,13002.6,96,13002.6,576,0,0,,
4198696000028910438,800-4060,2,49128,0.08333333333333333,,,17241.87,0,17241.87,0,0.25,1,,
4198696000023351187,800-3287,1,5704,0.041666666666666664,,,4000,0,4000,0,0.125,1,,
4198696000006449746,800-1088,1,69000,0.041666666666666664,,,45200,0,45200,0,0.125,1,,
4198696000007811750,73-1005,22,96290.63,0.9166666666666666,,,2200,180,2200,196.36363636363637,0,0,,
4198696000015480071,530-3028,1,4600,0.041666666666666664,,,3100,2,3100,48,0,0,,
4198696000024343352,800-3463,3,16800,0.125,,,3500,0,3500,0,0.375,1,,
4198696000026202052,800-3690,1,115000,0.041666666666666664,,,70000,0,70000,0,0.125,1,,
4198696000027868044,800-3889,2,16000,0.08333333333333333,,,4591,0,4591,0,0.25,1,,
4198696000010840062,800-1907,1,156500,0.041666666666666664,,,102539,0,102539,0,0.125,1,,
4198696000026698016,800-3760,1,16284,0.041666666666666664,,,11600,0,11600,0,0.125,1,,
4198696000000861301,509-0066,2,22208,0.08333333333333333,,,8082,8,8082,96,0,0,,
4198696000001629811,800-059,1,5200,0.041666666666666664,,,3350,0,3350,0,0.125,1,,
4198696000018668061,12-1006,10,771605.48,0.4166666666666667,,,41200,20,41200,48,0,0,,
4198696000000139825,86-69,1,600,0.041666666666666664,,,197.12,115,197.12,2760,0,0,,
4198696000000866071,509-3009,2,18000,0.08333333333333333,,,5849.74,1,5849.74,12,0,0,,
4198696000003937001,800-425,1,8600,0.041666666666666664,,,5636.69,0,5636.69,0,0.125,1,,
4198696000000864109,509-2016,1,53700,0.041666666666666664,,,35146.78,4,35146.78,96,0,0,,
4198696000028326386,522-0221,17,329445.75,0.7083333333333334,,,13550,3,13550,4.235294117647059,0,0,,
4198696000001612952,528-0059,1,14200,0.041666666666666664,,,9250,1,9250,24,0,0,,
4198696000024993516,800-3534,1,8372,0.041666666666666664,,,5950,0,5950,0,0.125,1,,
4198696000000861004,509-0033,13,137755.59,0.5416666666666666,,,7213.65,7,7213.65,12.923076923076923,0,0,,
4198696000001614329,522-0086,1,40100,0.041666666666666664,,,30800,1,30800,24,0,0,,
4198696000001868199,800-102,2,68000,0.08333333333333333,,,22222.8,0,22222.8,0,0.25,1,,
4198696000012240115,44-1045,4,3200,0.16666666666666666,,,495,6,495,36,0,0,,
4198696000009852568,800-1739,1,38200,0.041666666666666664,,,25000,0,25000,0,0.125,1,,
4198696000001040932,67-48,1,59000,0.041666666666666664,,,28000,6,28000,144,0,0,,
4198696000004592229,533-141,6,123600,0.25,,,13500,2,13500,8,0,0,,
4198696000013157060,534-0054,16,44280,0.6666666666666666,,,1775,6,1775,9,0,0,,
4198696000012152064,164-107,4,8031.18,0.16666666666666666,,,1278.13,0,1278.13,0,0.5,1,,
4198696000008457323,517-1071,6,191232,0.25,,,21739.2,3,21739.2,12,0,0,,
4198696000002082103,800-097,1,8400,0.041666666666666664,,,5500,0,5500,0,0.125,1,,
4198696000000677314,376-13,6,64604,0.25,,,7406.85,3,7406.85,12,0,0,,
4198696000000669507,3-2,5,43381.1,0.20833333333333334,,,7285.88,1,7285.88,4.8,0,0,,
4198696000012524169,800-1370,1,9800,0.041666666666666664,,,6373,0,6373,0,0.125,1,,
4198696000000898602,502-008,4,77184,0.16666666666666666,,,13132.74,6,13132.74,36,0,0,,
4198696000000678061,376-96,4,11460,0.16666666666666666,,,1944.19,0,1944.19,0,0.5,1,,
4198696000029453295,800-4169,1,2469.03,0.041666666666666664,,,1995,0,1995,0,0.125,1,,
4198696000027643171,800-3871,1,42800,0.041666666666666664,,,27995,0,27995,0,0.125,1,,
4198696000020426270,800-2962,1,18952,0.041666666666666664,,,13489.44,0,13489.44,0,0.125,1,,
4198696000009577167,800-1697,1,4000,0.041666666666666664,,,2600,0,2600,0,0.125,1,,
4198696000019511616,800-2810,1,40000,0.041666666666666664,,,25990,0,25990,0,0.125,1,,
4198696000013157684,800-2076,1,11300,0.041666666666666664,,,7348,0,7348,0,0.125,1,,
4198696000000143326,242-556,1,2500,0.041666666666666664,,,1872.64,19,1872.64,456,0,0,,
4198696000018059322,130-079,4,30800,0.16666666666666666,,,5000,4,5000,24,0,0,,
4198696000032207554,800-4425,1,163716.81,0.041666666666666664,,,130839.46,0,130839.46,0,0.125,1,,
4198696000024344477,800-3464,2,46170,0.08333333333333333,,,15918.32,0,15918.32,0,0.25,1,,
4198696000023138346,72-3181,2,10800,0.08333333333333333,,,3500,2,3500,24,0,0,,
4198696000020419532,800-2955,2,14200,0.08333333333333333,,,2875.6,0,2875.6,0,0.25,1,,
4198696000019243688,800-2789,1,10500,0.041666666666666664,,,6790,0,6790,0,0.125,1,,
4198696000016620790,533-139,10,345084,0.4166666666666667,,,22750,6,22750,14.399999999999999,0,0,,
4198696000012057229,505-039,10,19634.82,0.4166666666666667,,,1275,5,1275,12,0,0,,
4198696000007594002,130-058,44,347514.55,1.8333333333333333,,,5312.5,12,5312.5,6.545454545454546,0,0,,
4198696000005387584,72-3009,4,36325.75,0.16666666666666666,,,6376.88,2,6376.88,12,0,0,,
4198696000004629974,245-2005,10,262820.88,0.4166666666666667,,,13000,41,13000,98.39999999999999,0,0,,
4198696000002572968,529-035,21,616192.81,0.875,,,20000,7,20000,8,0,0,,
4198696000001610099,519-0030,16,229193.41,0.6666666666666666,,,9893.29,9,9893.29,13.5,0,0,,
4198696000000863443,509-1029,8,165538.05,0.3333333333333333,,,14400,6,14400,18,0,0,,
4198696000000861850,509-0127,2,47600,0.08333333333333333,,,15594.35,3,15594.35,36,0,0,,
4198696000000142426,168-509,27,2072.5,1.125,,,7.04,73,7.04,64.88888888888889,0,0,,
4198696000000137134,11-289,8,140628.32,0.3333333333333333,,,7000,18,7000,54,0,0,,
4198696000005531413,520-0146,2,43000,0.08333333333333333,,,14040.23,4,14040.23,48,0,0,,
4198696000019671628,800-2829,2,42800,0.08333333333333333,,,8508.58,0,8508.58,0,0.25,1,,
4198696000009780178,800-1726,2,163584,0.08333333333333333,,,55820.6,0,55820.6,0,0.25,1,,
4198696000004325077,509-1072,4,70644.25,0.16666666666666666,,,12922.56,4,12922.56,24,0,0,,
4198696000000864685,509-2544,2,16800,0.08333333333333333,,,5505.46,6,5505.46,72,0,0,,
4198696000026947001,800-3785,2,33600,0.08333333333333333,,,7039.24,0,7039.24,0,0.25,1,,
4198696000019922728,800-2879,1,132848,0.041666666666666664,,,94600,0,94600,0,0.125,1,,
4198696000013371015,509-1067,4,49736.28,0.16666666666666666,,,8415,2,8415,12,0,0,,
4198696000010772057,238-2010,1,50400,0.041666666666666664,,,27000,49,27000,1176,0,0,,
4198696000009249010,800-1635,2,52000,0.08333333333333333,,,16995.76,0,16995.76,0,0.25,1,,
4198696000008009121,800-1426,1,18000,0.041666666666666664,,,7492.18,0,7492.18,0,0.125,1,,
4198696000003937565,800-431,1,3800,0.041666666666666664,,,2462.94,0,2462.94,0,0.125,1,,
4198696000001613726,522-0032,1,66000,0.041666666666666664,,,43262.53,0,43262.53,0,0.125,1,,
4198696000013569764,800-2145,1,31200,0.041666666666666664,,,20409.73,0,20409.73,0,0.125,1,,
4198696000029035174,800-4089,1,32500,0.041666666666666664,,,17658.52,0,17658.52,0,0.125,1,,
4198696000020244229,517-1138,2,70000,0.08333333333333333,,,21600,1,21600,12,0,0,,
4198696000018627818,259-1031,13,142619.47,0.5416666666666666,,,5800,37,5800,68.3076923076923,0,0,,
4198696000012190614,376-3164,2,24400,0.08333333333333333,,,7965.5,2,7965.5,24,0,0,,
4198696000011856090,527-0058,1,3600,0.041666666666666664,,,2331,1,2331,24,0,0,,
4198696000005321022,505-023,12,45132.21,0.5,,,2800,6,2800,12,0,0,,
4198696000004906361,534-0060,8,31734.28,0.3333333333333333,,,2550,4,2550,12,0,0,,
4198696000004421133,83-2002,5,80799.72,0.20833333333333334,,,8658,95,8658,456,0,0,,
4198696000003636448,800-370,1,12990,0.041666666666666664,,,8420,0,8420,0,0.125,1,,
4198696000002572770,529-010,12,292280,0.5,,,17000,12,17000,24,0,0,,
4198696000001408352,524-0597,13,47099.62,0.5416666666666666,,,2300,2,2300,3.6923076923076925,0,0,,
4198696000001040113,118-222,3,13200,0.125,,,1485.44,37,1485.44,296,0,0,,
4198696000000862318,509-0179,6,63220,0.25,,,7113.93,1,7113.93,4,0,0,,
4198696000000676900,168-2004,10,48495,0.4166666666666667,,,3506.9,0,3506.9,0,1.25,1,,
4198696000023393292,800-3299,1,76300,0.041666666666666664,,,45000,0,45000,0,0.125,1,,
4198696000019056914,800-2734,1,12000,0.041666666666666664,,,7500,0,7500,0,0.125,1,,
4198696000015527974,800-2312,1,10000,0.041666666666666664,,,4400,0,4400,0,0.125,1,,
4198696000010805604,114-15,1,9000,0.041666666666666664,,,4000,200,4000,4800,0,0,,
4198696000001048293,1000-0011,1,30000,0.041666666666666664,,,31100,13,31100,312,0,0,,
4198696000000864379,509-2510,2,17280,0.08333333333333333,,,5887.14,2,5887.14,24,0,0,,
4198696000000136693,11-123,2,95550,0.08333333333333333,,,17867.52,4,17867.52,48,0,0,,
4198696000004421331,214-1018,1,3800,0.041666666666666664,,,1856.4,99,1856.4,2376,0,0,,
4198696000001096358,523-0008,2,16600,0.08333333333333333,,,5400,1,5400,12,0,0,,
4198696000029374479,800-4137,1,17992.92,0.041666666666666664,,,14496.22,0,14496.22,0,0.125,1,,
4198696000026664515,800-3757,1,14076,0.041666666666666664,,,9995,0,9995,0,0.125,1,,
4198696000018067866,376-3185,1,3338.05,0.041666666666666664,,,2650,1,2650,24,0,0,,
4198696000028427212,800-3986,1,16200,0.041666666666666664,,,12995,0,12995,0,0.125,1,,
4198696000023529700,800-3340,1,32000,0.041666666666666664,,,20956.8,0,20956.8,0,0.125,1,,
4198696000022204605,800-3143,1,7600,0.041666666666666664,,,4490,0,4490,0,0.125,1,,
4198696000020723437,800-3014,2,268456,0.08333333333333333,,,95610.48,0,95610.48,0,0.25,1,,
4198696000013178534,800-2079,1,64100,0.041666666666666664,,,41990,0,41990,0,0.125,1,,
4198696000010521115,800-1827,1,6500,0.041666666666666664,,,3800,0,3800,0,0.125,1,,
4198696000007221237,800-1283,3,24900,0.125,,,5390,0,5390,0,0.375,1,,
4198696000004777023,44-1004,13,13441.77,0.5416666666666666,,,650,2,650,3.6923076923076925,0,0,,
4198696000002781267,800-187,2,46200,0.08333333333333333,,,15125,0,15125,0,0.25,1,,
4198696000001089334,21-2004,13.53,47350.32,0.56375,,,1548,9,1548,15.964523281596453,0,0,,
4198696000001045488,512-008,2,69504,0.08333333333333333,,,23719.61,3,23719.61,36,0,0,,
4198696000000865423,510-023,1,149408,0.041666666666666664,,,106419.01,5,106419.01,120,0,0,,
4198696000000862066,509-0151,6,89392,0.25,,,9860.83,2,9860.83,8,0,0,,
4198696000000602437,106-16,86,1295310.6,3.5833333333333335,,,9850,11,9850,3.069767441860465,0,0,,
4198696000000602482,106-21,120,511858.74,5,,,3171.67,217,3171.67,43.4,0,0,,
4198696000024338511,512-1034,4,43950.41,0.16666666666666666,,,7350,1,7350,6,0,0,,
4198696000011533720,72-3132,3,34600,0.125,,,7404.8,3,7404.8,24,0,0,,
