Product_ID,Avg_Demand_Used,Avg_Demand_6M
4198696000028226004,1,
4198696000015405118,1,
4198696000012905291,2,
4198696000005934008,1,
4198696000023001674,1,
4198696000004626503,1,
4198696000016818270,1,
4198696000025869538,2,
4198696000021525513,5,
4198696000014895601,1,
4198696000008901655,1,
4198696000031454239,1,
4198696000031846164,1,
4198696000005889646,1,
4198696000028370283,1,
4198696000002789310,2,
4198696000031709016,1,
4198696000034285071,1,
4198696000012984004,2,
4198696000017064707,1,
4198696000021899156,1,
4198696000029920368,1,
4198696000030248229,1,
4198696000005848004,1,
4198696000022891324,1,
4198696000011944110,1,
4198696000026549473,1,
4198696000012040516,1,
4198696000021268243,2,
4198696000016730573,1,
4198696000031894307,1,
4198696000006905131,2,
4198696000009409140,1,
4198696000025072333,1,
4198696000033313191,1,
4198696000013450699,1,
4198696000009256006,2,
4198696000017199204,1,
4198696000011207644,2,
4198696000019637262,1,
4198696000029920212,5,
4198696000005183006,1,
4198696000024081572,1,
4198696000021121770,4,
4198696000017190316,1,
4198696000013379712,2,
4198696000007910128,1,
4198696000009105564,2,
4198696000030761820,1,
4198696000028681364,1,
4198696000013796193,1,
4198696000004161119,1,
4198696000010038206,2,
4198696000015052010,1,
4198696000026028283,2,
4198696000021755190,8,
4198696000026461078,2,
4198696000005013850,1,
4198696000004271085,1,
4198696000010853646,1,
4198696000022539391,1,
4198696000023374830,1,
4198696000005884309,4,
4198696000008463610,2,
4198696000008099596,2,
4198696000027858118,1,
4198696000026371508,1,
4198696000006193256,1,
4198696000020095496,1,
4198696000031626495,1,
4198696000016960658,1,
4198696000019830970,1,
4198696000022109030,1,
4198696000029040979,1,
4198696000010854109,1,
4198696000007887433,1,
4198696000009802781,1,
4198696000014967310,1,
4198696000025790231,1,
4198696000004080861,2,
4198696000002265591,1,
4198696000012946575,1,
4198696000008788878,5,
4198696000005531954,1,
4198696000026556421,2,
4198696000024144165,1,
4198696000025861351,1,
4198696000021156191,1,
4198696000028681432,4,
4198696000019387043,2,
4198696000027971183,1,
4198696000004019121,1,
4198696000002168048,4,
4198696000028747605,1,
4198696000016255153,3,
4198696000032916298,1,
4198696000020466296,1,
4198696000025870494,1,
4198696000030232628,1,
4198696000028910850,12,
4198696000017624521,1,
4198696000020426824,1,
4198696000032483816,2,
4198696000004658026,1,
4198696000018238765,1,
4198696000022291266,4,
4198696000030202562,1,
4198696000024983533,1,
4198696000011517094,1,
4198696000004111085,1,
4198696000020447607,1,
4198696000020838895,1,
4198696000025045197,1,
4198696000033060461,1,
4198696000005305510,1,
4198696000010663715,2,
4198696000008899966,1,
4198696000019063134,2,
4198696000027891169,2,
4198696000015404954,7,
4198696000026852012,2,
4198696000033391776,1,
4198696000009409361,3,
4198696000022731594,2,
4198696000030248760,1,
4198696000012898237,1,
4198696000018304490,1,
4198696000021525882,1,
4198696000002318163,1,
4198696000012471172,1,
4198696000020111724,4,
4198696000024546102,1,
4198696000001673631,1,
4198696000010126197,1,
4198696000004305347,1,
4198696000020770439,1,
4198696000031802319,1,
4198696000003129654,5,
4198696000011932142,1,
4198696000017598202,2,
4198696000029030014,8,
4198696000026909235,1,
4198696000031626621,1,
4198696000007166201,1,
4198696000028327273,1,
4198696000008572143,1,
4198696000006946189,1,
4198696000026577867,2,
4198696000007132577,1,
4198696000020446961,3,
4198696000010840932,2,
4198696000015271996,2,
4198696000014218817,1,
4198696000008615006,4,
4198696000026759158,2,
4198696000004127845,1,
4198696000010252004,2,
4198696000013393289,2,
4198696000009132088,1,
4198696000031626156,1,
4198696000010333172,1,
4198696000007166199,1,
4198696000013047141,1,
4198696000009563351,1,
4198696000033142347,2,
4198696000014334236,1,
4198696000009182043,1,
4198696000026316055,1,
4198696000016350057,4,
4198696000018030252,1,
4198696000020466064,2,
4198696000031774089,2000,
4198696000016736405,1,
4198696000025351045,1,
4198696000029801598,1,
4198696000015124330,2,
4198696000008812054,2,
4198696000023364294,2,
4198696000030202462,2,
4198696000031709781,1,
4198696000019218654,4690,
4198696000018668565,1,
4198696000004911904,1,
4198696000011772008,5,
4198696000013691337,1,
4198696000005698730,1,
4198696000002202728,1,
4198696000022133592,1,
4198696000004127272,1,
4198696000004127504,1,
4198696000009989321,1200,
4198696000013893006,1,
4198696000014372027,1,
4198696000018896562,2,
4198696000020638616,2,
4198696000032048678,6,
4198696000018304486,1,
4198696000024059430,4,
4198696000001800068,1,
4198696000006581090,1,
4198696000008871382,1,
4198696000023062881,1800,
4198696000026028657,1,
4198696000015882156,1,
4198696000010535395,2,
4198696000008128710,1,
4198696000022461446,2,
4198696000025740827,2000,
4198696000029067600,1,
4198696000027971191,2,
4198696000012040060,1,
4198696000007870155,1,
4198696000007744338,1,
4198696000020273188,1,
4198696000023403066,1,
4198696000028992623,2,
4198696000033536582,1,
4198696000014710358,2,
4198696000023079098,1,
4198696000003790096,1,
4198696000013704580,5,
4198696000014665156,1,
4198696000020715006,1,
4198696000022256062,1,
4198696000025242845,1,
4198696000023558480,1,
4198696000026645443,1,
4198696000027862185,8,
4198696000005341117,1,
4198696000008099268,1,
4198696000020529012,3.1,
4198696000005486240,1,
4198696000003913328,2,
4198696000011076024,1,
4198696000002059004,1,
4198696000007762352,1,
4198696000024053193,1,
4198696000003070674,1,
4198696000010853915,1,
4198696000003376248,1,
4198696000013376569,1,
4198696000011229519,1,
4198696000014491438,1,
4198696000033372521,1,
4198696000014095004,1,
4198696000009988008,1,
4198696000012451095,1,
4198696000008590276,1,
4198696000022099084,2,
4198696000029770110,1,
4198696000031793041,5,
4198696000011738107,1,
4198696000017698688,1,
4198696000022587567,1,
4198696000023636376,1,
4198696000023457679,1,
4198696000008877135,1,
4198696000023075164,2,
4198696000010085433,1,
4198696000032361544,2,
4198696000004777804,1,
4198696000002664380,5,
4198696000024274532,1,
4198696000013091284,2,
4198696000013669014,1,
4198696000008123229,2,
4198696000024551279,1,
4198696000026325210,1,
4198696000006057056,1,
4198696000016956857,1,
4198696000033576676,5,
4198696000011517092,1,
4198696000007744334,4,
4198696000031527332,1,
4198696000003142164,10,
4198696000011668172,1,
4198696000015689335,1,
4198696000022731452,4,
4198696000028741008,1,
4198696000002583004,1,
4198696000002493091,4,
4198696000010584173,1,
4198696000005330467,1,
4198696000015689948,1,
4198696000017645261,2,
4198696000032152148,2,
4198696000015271307,1,
4198696000031527746,4,
4198696000028092668,1,
4198696000014968270,2,
4198696000022291379,1,
4198696000002566231,2,
4198696000030238244,1,
4198696000001878501,1,
4198696000003595160,1,
4198696000021597080,4,
4198696000023798257,2,
4198696000023361151,1,
4198696000029949235,3,
4198696000032916620,1,
4198696000021410804,2,
4198696000012697291,1,
4198696000013178031,2,
4198696000024694116,1,
4198696000004301004,1,
4198696000027101331,1,
4198696000013478837,1,
4198696000008352517,1,
4198696000003376199,1,
4198696000005013146,4,
4198696000009988932,3000,
4198696000006855613,1,
4198696000004715203,1,
4198696000016639657,1,
4198696000006417961,1,
4198696000020539392,1,
4198696000026805022,1,
4198696000029368024,2,
4198696000013397006,2,
4198696000011533820,1,
4198696000006855076,1,
4198696000007502892,2,
4198696000013450266,1,
4198696000006931012,2,
4198696000009181670,0.1,
4198696000026911562,5,
4198696000015271051,1,
4198696000009728542,1,
4198696000024894024,1,
4198696000023760110,3000,
4198696000003766166,1,
4198696000004111722,1,
4198696000016418006,2,
4198696000008081619,2,
4198696000028681366,1,
4198696000029062010,8,
4198696000002986483,1,
4198696000012117266,1,
4198696000021203094,1,
4198696000021927455,1,
4198696000030354059,2,
4198696000031522597,1,
4198696000010084342,2,
4198696000011130331,2000,
4198696000008804134,1,
4198696000032361378,2,
4198696000028881671,2,
4198696000004672713,8,
4198696000018030142,1,
4198696000016956123,1,
4198696000013348175,3000,
4198696000023906601,1,
4198696000026028947,1,
4198696000018833796,2,
4198696000018731132,2,
4198696000015084199,1,
4198696000032239504,1,
4198696000007365473,1,
4198696000015724436,10,
4198696000032356253,1,
4198696000025779620,1,
4198696000027288432,1,
4198696000007174229,17,
4198696000029037938,2,
4198696000007991159,1,
4198696000024253226,1,
4198696000010517908,2,
4198696000014725015,2,
4198696000019022272,1,
4198696000029802236,1,
4198696000032860417,1,
4198696000007594272,1,
4198696000003681338,1,
4198696000001868004,1,
4198696000003397242,1,
4198696000022880742,1,
4198696000013379079,1,
4198696000030404188,1,
4198696000013409229,1,
4198696000018524172,1,
4198696000023365502,2,
4198696000020680459,1,
4198696000019014238,2,
4198696000030743424,1,
4198696000033568371,4,
4198696000018255750,1,
4198696000025606399,1,
4198696000026694886,1,
4198696000028562278,3000,
4198696000033035006,1,
4198696000017811415,4,
4198696000007887071,1,
4198696000023770855,2,
4198696000028318605,1,
4198696000031709984,4,
4198696000015399665,1,
4198696000029911102,2,
4198696000001878471,1,
4198696000017217109,1,
4198696000014525316,2,
4198696000007265127,2,
4198696000009893268,2,
4198696000024486089,1,
4198696000034333409,1,
4198696000001929061,1,
4198696000004016153,10,
4198696000010340461,1,
4198696000012887781,1,
4198696000009116237,0.1,
4198696000026136081,2,
4198696000016823087,1,
4198696000009026374,1,
4198696000008042092,1,
4198696000025242480,2,
4198696000028945984,2,
4198696000013952019,1,
4198696000023216120,1,
4198696000027330777,1,
4198696000005173073,1,
4198696000013451458,1,
4198696000017014663,1,
4198696000008117051,2,
4198696000026806178,8,
4198696000032860252,1,
4198696000007762350,2,
4198696000019826298,2,
4198696000023132869,1,
4198696000018263643,1,
4198696000007971598,1,
4198696000020638162,1,
4198696000022829252,1,
4198696000023383048,1,
4198696000028008580,1,
4198696000004978307,1,
4198696000001895105,1,
4198696000015271362,1,
4198696000014243162,0.05,
4198696000030215424,1,
4198696000003863348,1,
4198696000009116289,1,
4198696000009728601,2,
4198696000024694223,2,
4198696000028226053,1,
4198696000033060463,1,
4198696000024826531,2,
4198696000030300448,1,
4198696000014770379,4,
4198696000017761150,1,
4198696000031079798,3000,
4198696000003160213,4,
4198696000002583304,1,
4198696000014528251,1,
4198696000006337006,10,
4198696000009314754,0.1,
4198696000033039341,1,
4198696000029002617,1,
4198696000010870197,1,
4198696000009563090,1,
4198696000021266028,1,
4198696000030979119,1,
4198696000002986905,3,
4198696000013178137,2200,
4198696000024764024,0.5,
4198696000029002115,1,
4198696000032916622,1,
4198696000033035172,2,
4198696000011863516,1,
4198696000009865057,1,
4198696000027231661,1,
4198696000017455201,1,
4198696000007121103,2,
4198696000029803058,2,
4198696000028629064,1,
4198696000005193008,1,
4198696000026193816,3,
4198696000026444185,4,
4198696000005596226,1,
4198696000020831562,2,
4198696000033576237,1,
4198696000018771068,6,
4198696000018569174,1,
4198696000030125898,4,
4198696000014724909,1,
4198696000007381052,1,
4198696000029949739,1,
4198696000028249141,1,
4198696000029067994,1,
4198696000033472150,1,
4198696000009972337,2,
4198696000019767090,2,
4198696000025146547,2,
4198696000025001984,1,
4198696000029828257,1,
4198696000028570792,1,
4198696000017722561,2,
4198696000005927252,1,
4198696000033142891,1,
4198696000026422341,2,
4198696000013387375,1,
4198696000009940840,1,
4198696000023816674,8,
4198696000026031811,1,
4198696000025869095,4,
4198696000013066062,5,
4198696000010521014,1,
4198696000011147531,1,
4198696000018686243,4,
4198696000009303258,4,
4198696000019521347,1,
4198696000022364331,1,
4198696000030696048,1,
4198696000013793008,1,
4198696000002933072,1,
4198696000011932470,1,
4198696000027368996,2,
4198696000032968655,2,
4198696000010603106,1,
4198696000006782337,3000,
4198696000019019497,1,
4198696000030418627,2,
4198696000013115172,4,
4198696000018212174,1,
4198696000003373006,10,
4198696000030230183,1,
4198696000020304981,1,
4198696000026106914,1,
4198696000033403577,1,
4198696000002318161,1,
4198696000004045452,1,
4198696000018466096,0.5,
4198696000030696631,3,
4198696000027891065,1,
4198696000016027496,1,
4198696000008796115,2,
4198696000019183281,1,
4198696000020578430,1,
4198696000019197837,1,
4198696000025038040,16,
4198696000010987071,1,
4198696000023565456,1,
4198696000032363757,1,
4198696000004149346,4,
4198696000011780238,2,
4198696000007972556,1,
4198696000008464043,1,
4198696000005330632,3000,
4198696000010644583,4,
4198696000006746403,1,
4198696000030696111,1,
4198696000003070043,1,
4198696000018895204,1,
4198696000017703130,1,
4198696000008676075,2,
4198696000022901199,1,
4198696000025079106,1,
4198696000004055256,1,
4198696000028370040,1,
4198696000003636220,1,
4198696000011409162,1,
4198696000023838598,1,
4198696000029920901,1,
4198696000011780228,1,
4198696000010037155,1,
4198696000023321849,1,
4198696000003445394,1,
4198696000020638524,4000,
4198696000033254063,1,
4198696000005533112,4,
4198696000006903577,2,
4198696000017725395,1,
4198696000016585685,1,
4198696000005817004,1,
4198696000027858231,1,
4198696000032267667,1,
4198696000033546088,1,
4198696000012995091,1,
4198696000008099353,1,
4198696000021418379,1,
4198696000020424272,3000,
4198696000028010355,1,
4198696000014967004,1,
4198696000017520921,1,
4198696000024310608,4,
4198696000029828261,1,
4198696000031025738,6,
4198696000029859373,1,
4198696000028881541,1,
4198696000026943132,1,
4198696000033587374,1,
4198696000014308313,2,
4198696000006358627,1,
4198696000008272001,1,
4198696000019155281,2,
4198696000012984605,1,
4198696000010370815,1,
4198696000020369078,1,
4198696000025069381,6,
4198696000018507350,1,
4198696000024541108,1,
4198696000005013747,1,
4198696000028970910,3,
4198696000029259115,1,
4198696000032483225,1,
4198696000005258314,1,
4198696000016960338,1,
4198696000021060179,2000,
4198696000031017240,2,
4198696000012700830,1,
4198696000016730459,2,
4198696000014481376,1,
4198696000027010338,4,
4198696000023816748,1,
4198696000031795006,2,
4198696000031605339,1,
4198696000011451382,2,
4198696000015052116,1,
4198696000006931271,4,
4198696000027862132,1,
4198696000010535741,1,
4198696000001673211,1,
4198696000005126791,1,
4198696000018916335,4,
4198696000022838845,1,
4198696000030157483,2,
4198696000034317994,1,
4198696000009893004,6,
4198696000018841612,1,
4198696000004890957,2,
4198696000011944278,1,
4198696000014583113,1,
4198696000020306386,1,
4198696000026463005,1,
4198696000028570790,1,
4198696000032361074,2,
4198696000008081969,10,
4198696000028095313,1,
4198696000014922362,3000,
4198696000019895057,1,
4198696000015216109,1,
4198696000020022093,1,
4198696000032117049,1,
4198696000028031944,1,
4198696000003028028,1,
4198696000015953445,1,
4198696000007283140,1,
4198696000025740070,1,
4198696000031248077,1,
4198696000032407384,1,
4198696000009256004,2,
4198696000028064309,1,
4198696000033502538,1,
4198696000011624210,1,
4198696000018169586,1,
4198696000014370507,1,
4198696000009745452,1,
4198696000018948425,1,
4198696000023838042,1,
4198696000029204107,1,
4198696000028965517,1,
4198696000004111320,1,
4198696000027358682,3400,
4198696000002549184,1,
4198696000018412058,2,
4198696000009870229,1,
4198696000005424340,1,
4198696000019197438,1,
4198696000028681536,1,
4198696000003701046,1,
4198696000011130421,1,
4198696000010853354,5000,
4198696000008788940,1,
4198696000024324075,1,
4198696000014501133,2,
4198696000015720847,1,
4198696000006141011,1,
4198696000014373218,1,
4198696000018481198,2,
4198696000027645105,2,
4198696000014159305,3,
4198696000017811230,1,
4198696000006814148,1,
4198696000030199900,2,
4198696000006693229,2,
4198696000013960740,1,
4198696000015215200,1,
4198696000026325383,4,
4198696000033536665,9,
4198696000012836267,1,
4198696000007813447,1,
4198696000028504240,10,
4198696000033035868,3,
4198696000010776153,4,
4198696000006622133,2,
4198696000019014998,1,
4198696000005637751,2,
4198696000021601153,1,
4198696000029819265,1,
4198696000001931032,4,
4198696000020839359,1,
4198696000019401112,2,
4198696000031017202,1,
4198696000028564452,2,
4198696000019374460,1,
4198696000027933035,10,
4198696000031793634,2,
4198696000020770030,1,
4198696000005637517,1,
4198696000006691859,1,
4198696000029839301,1,
4198696000032361374,2,
4198696000011239287,1,
4198696000014307704,1,
4198696000015313156,3000,
4198696000026660171,1,
4198696000010867052,1,
4198696000012517861,1,
4198696000016283247,4,
4198696000020420008,1,
4198696000030112255,1,
4198696000004708367,2,
4198696000016634104,1,
4198696000006557178,2.8,
4198696000007343624,1,
4198696000025835603,2,
4198696000014847700,4,
4198696000008082449,1,
4198696000024059919,4,
4198696000007371181,2000,
4198696000017498026,6,
4198696000006417959,2,
4198696000008591085,2,
4198696000025001353,2,
4198696000029002299,1,
4198696000002416051,2,
4198696000013935036,1,
4198696000015230531,1300,
4198696000019867052,2,
4198696000024081397,1,
4198696000026118524,1,
4198696000031846947,2,
4198696000033142214,1,
4198696000010314528,1,
4198696000029444484,1,
4198696000032361250,2,
4198696000033022402,2,
4198696000016910053,4,
4198696000009706811,1,
4198696000027611964,1,
4198696000014271402,1,
4198696000020608230,1,
4198696000022956051,2,
4198696000023634905,1,
4198696000014968272,1,
4198696000014470309,1,
4198696000007151390,1,
4198696000002976921,1,
4198696000019919036,1,
4198696000012115134,1,
4198696000015953499,1,
4198696000016730517,2,
4198696000006469248,1,
4198696000023527152,1,
4198696000004016348,1,
4198696000004141132,1,
4198696000009728599,2,
4198696000020033102,7,
4198696000024257564,1,
