v.Product_ID,v.SKU,v.Month_Year,v.Total_Quantity,v.Net_Sales,v.Available_Stock,v.Cost_Fallback_Text,v.Cost_Fallback_Num,v.Last_Purchase_Price,v.Stock_On_Hand,a6.Avg_Demand_6M,Reorder_Flag
4198696000001614743,522-0168,2025-07,2,54548.67,2,"CRC 21,777.63",21777.63,21777.63,2,0.6666666666666666,0
4198696000010596306,533-056,2025-08,2,29798.23,4,"CRC 11,950.00",11950,11950,4,2.3333333333333335,0
4198696000000602419,106-14,2025-02,1,2433.63,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000000602536,106-27,2024-04,1,4867.26,225,"CRC 3,680.18",3680.18,3680.18,225,5.166666666666667,0
4198696000015464940,67-1009,2025-02,1,53362.83,7,"CRC 30,000.00",30000,19222.5,7,3.1666666666666665,0
4198696000000602356,106-7,2023-12,2,27256.64,11,"CRC 11,324.54",11324.54,11324.539999999999,11,0.6666666666666666,0
4198696000003972555,529-100,2024-07,1,27079.65,5,"CRC 20,000.00",20000,20000,5,0.5,0
4198696000000862336,509-0181,2024-02,1,11504.42,3,"CRC 10,298.15",10298.15,10298.15,3,0.16666666666666666,0
4198696000030354647,800-4255,2025-09,1,17699.12,0,"CRC 12,900.00",12900,12900,0,0.16666666666666666,1
4198696000006703235,72-3043,2024-11,1,5454.87,1,"CRC 4,347.00",4347,4347,1,0.3333333333333333,0
4198696000000140302,90-191,2025-06,2,21504.42,6,"CRC 5,082.88",5082.88,3971,6,0.3333333333333333,0
4198696000007811759,73-1036,2025-04,1,4070.8,184,"CRC 2,200.00",2200,1133,184,1,0
4198696000000602419,106-14,2025-05,1,2610.62,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000000836985,507-001,2024-10,1,2101.77,38,"CRC 1,800.00",1800,2300,38,3,0
4198696000012365063,44-1085,2025-09,2,3539.82,1,"CRC 1,250.00",1250,1250,1,1.3333333333333333,1
4198696000000143515,245-563,2025-09,1,12389.38,13,"CRC 6,000.00",6000,3927,13,3.6666666666666665,0
4198696000000602419,106-14,2024-12,4,10973.45,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000000602419,106-14,2024-11,2,5486.73,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000001406777,524-0080,2024-05,1,6106.19,1,"CRC 4,500.00",4500,4500,1,0.3333333333333333,0
4198696000004417781,11-1018,2025-10,1,15044.25,85,"CRC 9,000.00",9000,6545,85,0.16666666666666666,0
4198696000000899376,130-010,2025-01,4,25840.71,60,"CRC 3,434.00",3434,4735.2699999999995,60,21.833333333333332,0
4198696000001089163,127-1011,2025-11,12,6696,76,CRC 314.72,314.72,314.72,76,5.333333333333333,0
4198696000000899655,503-017,2025-10,1,6024.78,8,"CRC 4,049.50",4049.5,4049.5,8,0.16666666666666666,0
4198696000026638435,800-3745,2025-07,1,6814.16,0,"CRC 3,111.00",3111,3111,0,0.16666666666666666,1
4198696000000137008,11-255,2023-12,1,15637.17,99,"CRC 10,800.00",10800,6424,99,0.5,0
4198696000000144109,316-23,2025-10,2,17480,18,"CRC 3,520.00",3520,2750,18,2.3333333333333335,0
4198696000000144586,393-81,2025-05,2,28318.58,3,"CRC 6,026.24",6026.24,4708,3,0.8333333333333334,0
4198696000003952946,530-3003,2025-01,1,3982.3,10,"CRC 2,926.00",2926,2926,10,1.5,0
4198696000015864047,72-3271,2025-07,2,11072.57,4,"CRC 4,400.00",4400,4400,4,0.6666666666666666,0
4198696000001406660,524-0067,2025-08,1,6305.31,2,"CRC 4,999.99",4999.99,4900,2,0.5,0
4198696000004417745,11-1013,2025-07,1,17433.63,48,"CRC 9,672.00",9672,6820,48,0.16666666666666666,0
4198696000000836985,507-001,2024-07,1,2212.39,38,"CRC 1,800.00",1800,2300,38,3,0
4198696000007509206,509-1052,2025-06,2,25486.73,8,"CRC 9,386.40",9386.4,9386.4,8,1,0
4198696000000836985,507-001,2024-09,1,2212.39,38,"CRC 1,800.00",1800,2300,38,3,0
4198696000004420033,42-2001,2025-10,1,3628.32,98,"CRC 1,989.00",1989,1402.5,98,0.16666666666666666,0
4198696000003594538,530-0001,2024-09,1,2300.88,27,"CRC 1,413.00",1413,1500,27,10.333333333333334,0
4198696000000862417,509-0190,2025-05,1,12389.38,1,"CRC 9,114.49",9114.49,9114.49,1,0.5,0
4198696000005387566,72-3007,2025-09,2,14964.6,2,"CRC 4,878.00",4878,4878,2,0.3333333333333333,0
4198696000006545516,106-2017,2025-04,2,51617.7,4,"CRC 20,764.40",20764.4,20764.4,4,0.8333333333333334,0
4198696000010805595,12-1018,2024-12,1,69026.55,93,"CRC 39,000.00",39000,26389,93,1.1666666666666667,0
4198696000000602419,106-14,2025-07,5,15061.95,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000000142219,168-15,2025-05,2,530.97,448,CRC 70.40,70.4,55,448,4.833333333333333,0
4198696000007024001,505-034,2024-12,1,1238.94,33,CRC 898.00,898,898,33,1.8333333333333333,0
4198696000000862903,509-0543,2025-10,1,11592.92,8,"CRC 7,182.00",7182,7182,8,1.3333333333333333,0
4198696000012887369,510-1031,2025-07,1,97787.61,2,"CRC 85,189.90",85189.9,85189.9,2,1.6666666666666667,0
4198696000000670650,3-129,2025-10,2,5840.7,0,"CRC 1,652.82",1652.82,1652.82,0,0.3333333333333333,1
4198696000000139600,85-225,2025-07,2,2654.87,18,CRC 450.56,450.56,352,18,0.3333333333333333,0
4198696000001674769,526-0002,2024-12,1,6460.18,2,"CRC 4,572.30",4572.3,4751,2,0.16666666666666666,0
4198696000006842806,529-094,2025-06,1,23008.85,4,"CRC 17,000.00",17000,17000,4,0.3333333333333333,0
4198696000000899376,130-010,2025-03,4,24778.76,60,"CRC 3,434.00",3434,4735.2699999999995,60,21.833333333333332,0
4198696000000142201,164-111,2025-01,2,3539.82,10,CRC 704.00,704,550,10,0.5,0
4198696000000670794,3-145,2025-10,1,3256.64,2,"CRC 1,972.89",1972.89,1972.89,2,0.3333333333333333,0
4198696000008702026,800-1549,2025-05,1,50442.48,0,"CRC 32,000.00",32000,36900,0,0.8333333333333334,1
4198696000004417943,41-1000,2025-09,1,19911.5,314,"CRC 14,000.00",14000,9185,314,3.1666666666666665,0
4198696000000670722,3-137,2025-06,1,3026.55,2,"CRC 2,455.22",2455.22,2455.22,2,0.16666666666666666,0
4198696000000588241,343-6,2024-03,1,2831.86,13,"CRC 2,493.80",2493.8,2493.8,13,0.5,0
4198696000012033473,130-2013,2024-11,1,11061.95,1,"CRC 7,800.00",7800,7800,1,0.16666666666666666,0
4198696000005564221,533-020,2025-08,2,9557.52,11,"CRC 3,507.00",3507,3507,11,1,0
4198696000003142010,533-009,2025-08,1,41026.55,9,"CRC 31,950.00",31950,31950,9,0.6666666666666666,0
4198696000012316125,44-1053,2025-04,2,1769.91,2,CRC 595.00,595,595,2,0.6666666666666666,0
4198696000000860905,509-0022,2025-08,1,6460.18,2,"CRC 4,724.56",4724.56,4724.56,2,1.8333333333333333,0
4198696000004421349,214-1010,2025-06,1,7964.6,94,"CRC 4,212.00",4212,2970,94,0.5,0
4198696000000141031,114-135,2023-12,1,6283.19,45,"CRC 3,132.80",3132.8,2447.5,45,0.16666666666666666,0
4198696000020824597,533-143,2025-04,1,31019.47,3,"CRC 24,950.00",24950,24950,3,1,0
4198696000003873707,72-3038,2024-06,1,6548.67,9,"CRC 4,800.01",4800.01,5990,9,2.3333333333333335,0
4198696000007811705,73-1000,2025-08,2,8407.08,103,"CRC 2,300.00",2300,1133,103,8.5,0
4198696000006632049,72-3068,2025-11,1,8761.06,1,"CRC 5,388.00",5388,5388,1,1.8333333333333333,1
4198696000000862903,509-0543,2025-01,1,8955.75,8,"CRC 7,182.00",7182,7182,8,1.3333333333333333,0
4198696000018627674,259-1007,2025-09,1,16548.67,49,"CRC 9,100.00",9100,5775,49,0.16666666666666666,0
4198696000015465129,67-1035,2025-09,1,71681.42,29,"CRC 39,600.00",39600,25327.5,29,0.16666666666666666,0
4198696000000136756,11-155,2025-03,1,21238.94,32,"CRC 10,600.00",10600,7557,32,1.3333333333333333,0
4198696000000865837,509-3521,2025-10,1,17911.5,2,"CRC 13,211.33",13211.33,13211.33,2,0.16666666666666666,0
4198696000002572905,529-028,2025-04,1,30973.45,1,"CRC 22,000.00",22000,22000,1,0.16666666666666666,0
4198696000000588340,343-17,2024-01,1,1637.17,68,"CRC 1,500.00",1500,1499.3000000000002,68,18.333333333333332,0
4198696000011147510,533-074,2025-03,1,30619.47,5,"CRC 22,630.00",22630,22630,5,0.8333333333333334,0
4198696000000836985,507-001,2024-10,1,2212.39,38,"CRC 1,800.00",1800,2300,38,3,0
4198696000000602410,106-13,2023-11,5,32787.61,120,"CRC 5,189.99",5189.99,5189.99,120,2.5,0
4198696000001613708,521-0010,2025-04,1,14955.75,7,"CRC 11,066.70",11066.7,11066.7,7,0.6666666666666666,0
4198696000011516230,800-2010,2024-10,1,9911.5,0,"CRC 6,500.00",6500,7300,0,0.16666666666666666,1
4198696000001611647,520-0096,2025-07,1,19376.99,4,"CRC 15,555.77",15555.77,15555.77,4,0.16666666666666666,0
4198696000003873707,72-3038,2025-08,2,14980.53,9,"CRC 4,800.01",4800.01,5990,9,2.3333333333333335,0
4198696000000136756,11-155,2025-05,1,21238.94,32,"CRC 10,600.00",10600,7557,32,1.3333333333333333,0
4198696000020417520,343-27,2025-08,1,1681.42,9,"CRC 1,385.69",1385.6933,1385.6933333333334,9,1.1666666666666667,0
4198696000006545287,106-2000,2024-07,1,3451.33,8,"CRC 2,520.80",2520.8,2520.8,8,0.8333333333333334,0
4198696000007024001,505-034,2025-07,1,1327.43,33,CRC 898.00,898,898,33,1.8333333333333333,0
4198696000030232083,800-4238,2025-09,8,29734.51,0,"CRC 1,080.00",1080,1080,0,1.3333333333333333,1
4198696000023704706,800-3380,2025-05,1,39812.39,0,"CRC 32,000.00",32000,32000,0,0.16666666666666666,1
4198696000004161499,531-004,2024-04,0.2,442.48,12.9,CRC 160.20,160.2,1602,12.9,3.016666666666667,0
4198696000012360264,44-1055,2025-03,2,1592.92,4,CRC 545.00,545,545,4,0.6666666666666666,0
4198696000026530620,800-3732,2025-07,1,29961.06,0,"CRC 23,300.00",23300,23300,0,0.16666666666666666,1
4198696000004417943,41-1000,2024-11,1,23893.81,314,"CRC 14,000.00",14000,9185,314,3.1666666666666665,0
4198696000001611134,520-0076,2024-12,1,23008.85,4,"CRC 16,995.38",16995.38,16995.38,4,0.8333333333333334,0
4198696000007811633,73-1006,2024-10,1,7964.6,384,"CRC 2,000.00",2000,1050.5,384,0.8333333333333334,0
4198696000001089208,127-1016,2025-10,3,1709.73,0,CRC 335.29,335.29,335.29,0,5.833333333333333,1
4198696000003338396,509-0204,2024-08,1,8584.07,3,"CRC 9,987.14",9987.14,9987.14,3,0.3333333333333333,0
4198696000000862462,509-0195,2024-11,1,11072.57,3,"CRC 8,865.70",8865.7,8865.7,3,0.16666666666666666,0
4198696000000898998,502-052,2025-08,1,42743.36,4,"CRC 34,394.17",34394.17,34394.17,4,0.16666666666666666,0
4198696000000670380,3-99,2025-08,1,1858.41,4,"CRC 1,349.23",1349.23,1349.23,4,0.16666666666666666,0
4198696000012057300,505-042,2025-04,1,2654.87,6,"CRC 1,850.00",1850,1850,6,1.1666666666666667,0
4198696000000679645,72-1087,2024-01,2,12920.35,4,"CRC 5,750.05",5750.05,5750.05,4,0.3333333333333333,0
4198696000029447915,800-4170,2025-09,1,41150.44,0,"CRC 25,000.00",25000,25000,0,0.16666666666666666,1
4198696000010805120,238-2001,2025-01,1,23097.35,36,"CRC 14,000.00",14000,9355.5,36,0.5,0
4198696000007812524,83-2045,2025-08,2,65407.08,96,"CRC 19,100.00",19100,12732.5,96,0.5,0
4198696000000899376,130-010,2025-08,4,24778.76,60,"CRC 3,434.00",3434,4735.2699999999995,60,21.833333333333332,0
4198696000004421439,245-2009,2025-01,1,14899.12,0,"CRC 8,970.00",8970,6325,0,0.5,1
4198696000013360843,509-1066,2025-10,2,46017.7,4,"CRC 15,586.38",15586.38,15586.38,4,0.6666666666666666,0
4198696000006389546,518-0603,2025-10,1,14778.76,0,"CRC 9,600.00",9600,9600,0,0.16666666666666666,1
4198696000001612970,528-0047,2024-10,1,10884.96,2,"CRC 8,010.00",8010,8010,2,0.6666666666666666,0
4198696000000864766,509-2553,2024-06,1,7345.13,7,"CRC 5,403.33",5403.33,5403.33,7,0.5,0
4198696000004421430,245-2008,2024-09,3,46154.87,0,"CRC 8,970.00",8970,7342.5,0,0.6666666666666666,1
4198696000001040941,77-1,2024-09,2,168.14,113,CRC 28.16,28.16,22,113,6.166666666666667,0
4198696000004421430,245-2008,2024-05,1,16194.69,0,"CRC 8,970.00",8970,7342.5,0,0.6666666666666666,1
4198696000014238745,72-3236,2025-07,1,10176.99,1,"CRC 6,012.50",6012.5,6012.5,1,0.5,0
4198696000001040941,77-1,2024-08,4,353.98,113,CRC 28.16,28.16,22,113,6.166666666666667,0
4198696000004417700,11-1006,2025-03,1,18141.59,32,"CRC 10,000.00",10000,7865,32,0.8333333333333334,0
4198696000004421430,245-2008,2024-07,1,16194.69,0,"CRC 8,970.00",8970,7342.5,0,0.6666666666666666,1
4198696000001040941,77-1,2023-12,1,88.5,113,CRC 28.16,28.16,22,113,6.166666666666667,0
4198696000015464913,67-1002,2025-05,1,63716.81,6,"CRC 36,600.00",36600,23402.5,6,2.6666666666666665,0
4198696000017482124,517-1111,2025-02,2,50973.45,3,"CRC 20,567.50",20567.5,20567.5,3,0.5,0
4198696000016497017,,2025-07,7,0,,CRC 0.00,0,,,14.5,0
4198696000010805595,12-1018,2024-10,1,63504.42,93,"CRC 39,000.00",39000,26389,93,1.1666666666666667,0
4198696000026763774,800-3774,2025-07,1,20973.45,0,"CRC 15,000.00",15000,15000,0,0.16666666666666666,1
4198696000006545516,106-2017,2025-07,1,25808.85,4,"CRC 20,764.40",20764.4,20764.4,4,0.8333333333333334,0
4198696000027374953,800-3849,2025-07,1,12212.39,0,"CRC 9,040.00",9040,9040,0,0.16666666666666666,1
4198696000002572887,529-026,2025-05,1,27079.65,3,"CRC 20,000.00",20000,20000,3,0.5,0
4198696000000602536,106-27,2024-12,1,4336.28,225,"CRC 3,680.18",3680.18,3680.18,225,5.166666666666667,0
4198696000003952946,530-3003,2025-06,1,3982.3,10,"CRC 2,926.00",2926,2926,10,1.5,0
4198696000001613708,521-0010,2025-03,1,14955.75,7,"CRC 11,066.70",11066.7,11066.7,7,0.6666666666666666,0
4198696000000142219,168-15,2025-06,2,530.97,448,CRC 70.40,70.4,55,448,4.833333333333333,0
4198696000004417943,41-1000,2025-06,1,20353.98,314,"CRC 14,000.00",14000,9185,314,3.1666666666666665,0
4198696000000862903,509-0543,2025-07,1,8955.75,8,"CRC 7,182.00",7182,7182,8,1.3333333333333333,0
4198696000007811705,73-1000,2025-03,2,8141.59,103,"CRC 2,300.00",2300,1133,103,8.5,0
4198696000003594538,530-0001,2025-10,1,2477.88,27,"CRC 1,413.00",1413,1500,27,10.333333333333334,0
4198696000007811372,254-509,2025-03,5,6194.69,459,CRC 590.00,590,390.5,459,4.5,0
4198696000002572977,529-036,2025-04,1,94513.27,1,"CRC 70,000.00",70000,70000,1,0.3333333333333333,0
4198696000000588340,343-17,2024-05,1,1858.41,68,"CRC 1,500.00",1500,1499.3000000000002,68,18.333333333333332,0
4198696000000862543,509-0503,2024-04,1,10442.48,6,"CRC 7,722.16",7722.16,7722.160000000001,6,0.3333333333333333,0
4198696000007811696,72-500,2025-06,2,8849.56,189,"CRC 2,400.00",2400,1133,189,1.1666666666666667,0
4198696000001937010,517-3010,2024-12,1,6460.18,5,"CRC 4,975.00",4975,11666.57,5,0.6666666666666666,0
4198696000000142678,214-47,2025-10,2,18495.58,13,"CRC 3,555.20",3555.2,2777.5,13,2.3333333333333335,0
4198696000003594538,530-0001,2024-06,1,2300.88,27,"CRC 1,413.00",1413,1500,27,10.333333333333334,0
4198696000008815501,130-060,2025-07,4,12700.88,30,"CRC 2,533.00",2533,2533,30,6,0
4198696000029830056,72-3337,2025-09,2,21592.92,2,"CRC 7,990.00",7990,7990,2,0.3333333333333333,0
4198696000004417943,41-1000,2024-08,1,22389.38,314,"CRC 14,000.00",14000,9185,314,3.1666666666666665,0
4198696000006545287,106-2000,2024-09,1,3451.33,8,"CRC 2,520.80",2520.8,2520.8,8,0.8333333333333334,0
4198696000000602356,106-7,2025-01,2,24424.78,11,"CRC 11,324.54",11324.54,11324.539999999999,11,0.6666666666666666,0
4198696000019183023,517-1130,2025-08,1,14601.77,0,"CRC 10,771.20",10771.2,10771.2,0,4.166666666666667,1
4198696000003679336,530-0012,2025-02,1,5398.23,8,"CRC 3,990.00",3990,3799,8,0.16666666666666666,0
4198696000010805595,12-1018,2024-10,1,69026.55,93,"CRC 39,000.00",39000,26389,93,1.1666666666666667,0
4198696000015464904,67-1001,2025-11,1,57522.12,18,"CRC 32,500.00",32500,20790,18,1.5,0
4198696000006998006,518-0617,2024-09,2,125663.72,4,"CRC 39,800.00",39800,46491.94,4,0.3333333333333333,0
4198696000012141106,44-1019,2024-12,2,3362.83,6,CRC 895.00,895,895,6,0.3333333333333333,0
4198696000001610072,519-0027,2024-04,2,18407.08,11,"CRC 7,551.60",7551.6,7551.6,11,0.3333333333333333,0
4198696000000899538,503-004,2025-06,10,17699.12,10,"CRC 1,296.95",1296.95,1296.95,10,2,0
4198696000006967405,517-1000,2024-11,1,23122.12,1,"CRC 18,604.95",18604.95,18604.95,1,0.16666666666666666,0
4198696000024047735,106-3009,2025-10,1,13107.98,0,"CRC 9,228.45",9228.45,44000,0,3.5,1
4198696000008713423,533-027,2025-06,1,30856.64,3,"CRC 24,780.00",24780,24780,3,0.3333333333333333,0
4198696000000866544,509-0574,2025-02,1,8584.07,6,"CRC 6,318.68",6318.68,6318.68,6,1,0
4198696000000588340,343-17,2025-08,1,1858.41,68,"CRC 1,500.00",1500,1499.3000000000002,68,18.333333333333332,0
4198696000000897774,504-066,2024-03,1,2389.38,0,"CRC 1,899.05",1899.05,1899.05,0,0.16666666666666666,1
4198696000006703244,72-3044,2025-10,1,8053.1,10,"CRC 4,984.00",4984,4984,10,0.3333333333333333,0
4198696000008713423,533-027,2024-08,1,27699.12,3,"CRC 24,780.00",24780,24780,3,0.3333333333333333,0
4198696000004417781,11-1018,2024-10,1,16814.16,85,"CRC 9,000.00",9000,6545,85,0.16666666666666666,0
4198696000015464940,67-1009,2025-07,1,48035.4,7,"CRC 30,000.00",30000,19222.5,7,3.1666666666666665,0
4198696000011909037,65-1007,2025-05,1,2123.89,12,"CRC 1,450.00",1450,1450,12,2.8333333333333335,0
4198696000000679663,95-1001,2023-12,1,2017.7,8,"CRC 1,735.02",1735.02,1787.42,8,0.6666666666666666,0
4198696000000861337,509-0070,2025-03,1,9769.91,11,"CRC 7,840.41",7840.41,7840.410000000001,11,0.3333333333333333,0
4198696000000860905,509-0022,2025-06,1,5943.36,2,"CRC 4,724.56",4724.56,4724.56,2,1.8333333333333333,0
4198696000000140194,90-121,2025-10,1,12389.38,7,"CRC 6,152.96",6152.96,4807,7,0.16666666666666666,0
4198696000000588340,343-17,2024-10,1,1858.41,68,"CRC 1,500.00",1500,1499.3000000000002,68,18.333333333333332,0
4198696000010805595,12-1018,2025-10,1,88495.58,93,"CRC 39,000.00",39000,26389,93,1.1666666666666667,0
4198696000003679448,530-0024,2025-07,1,3500.88,4,"CRC 2,800.00",2800,2600,4,0.16666666666666666,0
4198696000004161508,531-005,2024-08,1,10973.45,8,"CRC 8,073.00",8073,8073,8,0.6666666666666666,0
4198696000000141805,133-35,2025-03,1,39893.81,0,"CRC 25,329.92",25329.92,19789,0,0.6666666666666666,1
4198696000000602419,106-14,2024-07,4,11681.42,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000001615364,522-0016,2024-10,1,29646.02,0,"CRC 21,900.00",21900,21900,0,0.16666666666666666,1
4198696000011274744,72-3139,2025-07,1,7876.11,2,"CRC 5,290.00",5290,5290,2,1.1666666666666667,0
4198696000028046163,800-3937,2025-08,1,38252.21,0,"CRC 29,770.56",29770.56,29770.56,0,0.16666666666666666,1
4198696000004417763,11-1015,2024-09,1,16814.16,115,"CRC 10,000.00",10000,6435,115,1,0
4198696000019183023,517-1130,2025-06,1,14601.77,0,"CRC 10,771.20",10771.2,10771.2,0,4.166666666666667,1
4198696000007811633,73-1006,2025-04,2,6513.27,384,"CRC 2,000.00",2000,1050.5,384,0.8333333333333334,0
4198696000001406309,524-0012,2025-09,1,2920.35,2,"CRC 2,099.99",2099.99,2100,2,0.16666666666666666,0
4198696000024424260,800-3470,2025-06,1,4966.37,0,"CRC 3,982.30",3982.3,3982.3,0,0.16666666666666666,1
4198696000004832078,534-0055,2024-06,1,4070.8,3,"CRC 2,950.00",2950,2950,3,0.8333333333333334,0
4198696000007812389,90-1005,2025-02,1,15398.23,195,"CRC 8,520.00",8520,5676,195,0.16666666666666666,0
4198696000014527278,517-1080,2024-12,1,29734.51,7,"CRC 21,996.00",21996,21996,7,0.5,0
4198696000000899376,130-010,2025-09,2,11398.23,60,"CRC 3,434.00",3434,4735.2699999999995,60,21.833333333333332,0
4198696000033522968,800-4543,2025-11,2,12743.36,0,"CRC 3,446.20",3446.2,3446.2,0,0.3333333333333333,1
4198696000000139717,86-22,2025-09,1,1238.94,191,CRC 387.20,387.2,302.5,191,0.8333333333333334,0
4198696000012057300,505-042,2025-08,1,2654.87,6,"CRC 1,850.00",1850,1850,6,1.1666666666666667,0
4198696000001610783,520-0011,2024-11,2,39646.02,4,"CRC 14,651.65",14651.65,14651.65,4,1,0
4198696000000602419,106-14,2024-11,1,2433.63,332,"CRC 2,373.00",2373,2562.15,332,32.666666666666664,0
4198696000000861445,509-0082,2025-06,1,8467.26,4,"CRC 6,798.71",6798.71,6798.710000000001,4,0.3333333333333333,0
4198696000000862930,509-0546,2025-07,1,21946.9,4,"CRC 16,241.99",16241.99,16241.99,4,0.6666666666666666,0
4198696000005387566,72-3007,2024-12,2,12212.39,2,"CRC 4,878.00",4878,4878,2,0.3333333333333333,0
