SKU,Product_ID,Invoice_Date,Line_Quantity,Line_Total_BCY
,4198696000010286001,01 Oct 2024,2.00,20353.98
,4198696000010286003,01 Oct 2024,1.00,17256.64
,4198696000010286005,01 Oct 2024,2.00,2654.87
,4198696000010286007,01 Oct 2024,1.00,21327.43
,4198696000010286009,01 Oct 2024,1.00,4955.75
,4198696000010286011,01 Oct 2024,1.00,9734.51
,4198696000010280257,01 Oct 2024,2.00,58407.08
,4198696000010286189,01 Oct 2024,1.00,23008.85
,4198696000010307354,02 Oct 2024,1.00,33805.31
,4198696000010310666,02 Oct 2024,2000.00,1769.91
,4198696000010341120,03 Oct 2024,1.00,13097.35
,4198696000010341122,03 Oct 2024,1.00,13097.35
,4198696000010341124,03 Oct 2024,2.00,8141.59
,4198696000010341907,03 Oct 2024,2.00,12389.38
,4198696000010341909,03 Oct 2024,1.00,10592.92
,4198696000010341911,03 Oct 2024,1.00,11433.63
,4198696000010341913,03 Oct 2024,1.00,29929.2
,4198696000010341915,03 Oct 2024,1.00,31778.76
,4198696000010342244,03 Oct 2024,4.00,14159.29
,4198696000010342246,03 Oct 2024,2.00,26371.68
,4198696000010342248,03 Oct 2024,2.00,3539.82
,4198696000010342250,03 Oct 2024,1.00,13805.31
,4198696000010342252,03 Oct 2024,2.00,36283.19
,4198696000010342254,03 Oct 2024,2.00,58407.08
,4198696000010342256,03 Oct 2024,2.00,20353.98
,4198696000010342258,03 Oct 2024,2.00,31681.42
,4198696000010342260,03 Oct 2024,2.00,9557.52
,4198696000010344004,03 Oct 2024,1.00,102654.87
,4198696000010344264,03 Oct 2024,2.00,8141.59
,4198696000010345280,03 Oct 2024,1.00,2566.37
,4198696000010345622,03 Oct 2024,1.00,2920.35
,4198696000010345624,03 Oct 2024,1.00,3805.31
,4198696000010345626,03 Oct 2024,1.00,3008.85
,4198696000010345628,03 Oct 2024,1.00,4247.79
,4198696000010370151,04 Oct 2024,2.00,35044.25
,4198696000010370621,04 Oct 2024,1.00,25663.72
,4198696000010370672,04 Oct 2024,1.00,13982.3
,4198696000010370723,04 Oct 2024,1.00,3716.81
,4198696000010370725,04 Oct 2024,1.00,11061.95
,4198696000010370727,04 Oct 2024,1.00,10619.47
,4198696000010370729,04 Oct 2024,1.00,2566.37
,4198696000010370731,04 Oct 2024,1.00,7433.63
,4198696000010370733,04 Oct 2024,1.00,7522.12
,4198696000010371259,04 Oct 2024,1.00,14955.75
,4198696000010494004,07 Oct 2024,3.00,27743.36
,4198696000010517126,08 Oct 2024,1.00,24336.28
,4198696000010517128,08 Oct 2024,6.00,1858.41
,4198696000010535054,07 Oct 2024,3.00,11150.44
,4198696000010535140,07 Oct 2024,1.00,2389.38
,4198696000010535142,07 Oct 2024,4.00,10265.49
,4198696000010535682,08 Oct 2024,2000.00,1769.91
,4198696000010547378,07 Oct 2024,1.00,28318.58
,4198696000010547380,07 Oct 2024,5.00,1548.67
,4198696000010584112,09 Oct 2024,2800.00,2477.88
,4198696000010596071,09 Oct 2024,1.00,23008.85
,4198696000010596073,09 Oct 2024,5.00,1548.67
,4198696000010603106,09 Oct 2024,1.00,30707.96
,4198696000010611117,09 Oct 2024,1.00,37699.12
,4198696000010611119,09 Oct 2024,1.00,17433.63
,4198696000010611121,09 Oct 2024,1.00,32477.88
,4198696000010611123,09 Oct 2024,1.00,6106.19
,4198696000010611125,09 Oct 2024,1.00,18672.57
,4198696000010611222,09 Oct 2024,1.00,18672.57
,4198696000010617456,09 Oct 2024,1.00,67522.12
,4198696000010617488,09 Oct 2024,1.00,7522.12
,4198696000010637808,11 Oct 2024,3.00,265.49
,4198696000010637810,11 Oct 2024,3.00,265.49
,4198696000010637812,11 Oct 2024,0.30,4300.88
,4198696000010637814,11 Oct 2024,0.10,1433.63
,4198696000010638733,10 Oct 2024,2.00,15044.25
,4198696000010638735,10 Oct 2024,1.00,14070.8
,4198696000010638737,10 Oct 2024,10.00,3097.35
,4198696000010640278,11 Oct 2024,1.00,16371.68
,4198696000010693472,11 Oct 2024,1.00,8141.59
,4198696000010693474,11 Oct 2024,1.00,7964.6
,4198696000010698174,11 Oct 2024,1.00,2566.37
,4198696000010698176,11 Oct 2024,1.00,309.73
,4198696000010698708,11 Oct 2024,3.00,929.2
,4198696000010698710,11 Oct 2024,1.00,75221.24
,4198696000010704759,11 Oct 2024,1.00,2920.35
,4198696000010704978,11 Oct 2024,1.00,30973.45
,4198696000010704980,11 Oct 2024,1.00,44247.79
,4198696000010747199,14 Oct 2024,1200.00,1061.95
,4198696000010747402,14 Oct 2024,1.00,2566.37
,4198696000010747516,14 Oct 2024,1.00,42477.88
,4198696000010747518,14 Oct 2024,1.00,8584.07
,4198696000010747520,14 Oct 2024,1.00,2920.35
,4198696000010747522,14 Oct 2024,5.00,1548.67
,4198696000010747835,14 Oct 2024,1.00,47256.64
,4198696000010747837,14 Oct 2024,3.00,929.2
,4198696000010767795,14 Oct 2024,1.00,2300.88
,4198696000010775350,14 Oct 2024,1.00,8849.56
,4198696000010775352,14 Oct 2024,12.00,9557.52
,4198696000010775354,14 Oct 2024,4.00,9203.54
,4198696000010776007,14 Oct 2024,2.00,14159.29
,4198696000010776211,14 Oct 2024,1.00,11946.9
,4198696000010776213,14 Oct 2024,1.00,40176.99
,4198696000010795530,15 Oct 2024,1.00,1238.94
,4198696000010795532,15 Oct 2024,1.00,2300.88
,4198696000010795534,15 Oct 2024,5.00,12831.86
,4198696000010795536,15 Oct 2024,10.00,884.96
,4198696000010795538,15 Oct 2024,10.00,884.96
,4198696000010795964,15 Oct 2024,2.00,7610.62
,4198696000010795966,15 Oct 2024,8.00,2477.88
,4198696000010802058,15 Oct 2024,1.00,25663.72
,4198696000010802060,15 Oct 2024,2.00,10973.45
,4198696000010802234,15 Oct 2024,1.00,53097.35
,4198696000010802236,15 Oct 2024,2.00,1238.94
,4198696000010802252,15 Oct 2024,4.00,1415.93
,4198696000010802254,15 Oct 2024,4.00,2477.88
,4198696000010802357,15 Oct 2024,1.00,3008.85
,4198696000010802359,15 Oct 2024,1.00,11415.93
,4198696000010802361,15 Oct 2024,2.00,3716.81
,4198696000010802363,15 Oct 2024,2.00,26017.7
,4198696000010802365,15 Oct 2024,1.00,1150.44
,4198696000010802367,15 Oct 2024,1.00,2212.39
,4198696000010802528,15 Oct 2024,1.00,15840.71
,4198696000010840578,16 Oct 2024,1.00,3805.31
,4198696000010840580,16 Oct 2024,1.00,7610.62
,4198696000010840930,16 Oct 2024,1.00,2035.4
,4198696000010840932,16 Oct 2024,2.00,176.99
,4198696000010840934,16 Oct 2024,1.00,3805.31
,4198696000010853539,16 Oct 2024,1.00,33539.82
,4198696000010853541,16 Oct 2024,1.00,33539.82
,4198696000010854241,16 Oct 2024,1.00,9646.02
,4198696000010854475,16 Oct 2024,2.00,9734.51
,4198696000010854477,16 Oct 2024,1.00,8761.06
,4198696000010854479,16 Oct 2024,1.00,8761.06
,4198696000010854481,16 Oct 2024,1.00,7256.64
,4198696000010854483,16 Oct 2024,1.00,7256.64
,4198696000010854568,16 Oct 2024,1.00,2123.89
,4198696000010854570,16 Oct 2024,1.00,13628.32
,4198696000010854572,16 Oct 2024,1.00,4070.8
,4198696000010864852,16 Oct 2024,20.00,9769.91
,4198696000010870197,16 Oct 2024,1.00,12035.4
,4198696000010870199,16 Oct 2024,1.00,7079.65
,4198696000010910004,17 Oct 2024,1.00,10707.96
,4198696000010910006,17 Oct 2024,5.00,1548.67
,4198696000010910454,17 Oct 2024,1.00,2212.39
,4198696000010910456,17 Oct 2024,1.00,6548.67
,4198696000010921500,17 Oct 2024,1.00,24601.77
,4198696000010930024,17 Oct 2024,2.00,13628.32
,4198696000010930026,17 Oct 2024,2.00,16814.16
,4198696000010930576,17 Oct 2024,1700.01,1504.43
,4198696000010973189,18 Oct 2024,1.00,1238.94
,4198696000010973191,18 Oct 2024,1.00,973.45
,4198696000010973294,18 Oct 2024,2.00,8849.56
,4198696000010979082,18 Oct 2024,1.00,10884.96
,4198696000010979084,18 Oct 2024,1.00,6814.16
,4198696000010979136,18 Oct 2024,4.00,10095.58
,4198696000010979138,18 Oct 2024,1.00,4559.29
,4198696000010979140,18 Oct 2024,1.00,1139.82
,4198696000010979142,18 Oct 2024,1.00,488.5
,4198696000010979144,18 Oct 2024,1.00,1384.07
,4198696000011011396,19 Oct 2024,1.00,11327.43
,4198696000011011398,19 Oct 2024,1.00,2831.86
,4198696000011047354,21 Oct 2024,1.00,2920.35
,4198696000011047356,21 Oct 2024,1.00,17345.13
,4198696000011047358,21 Oct 2024,4.00,25840.71
,4198696000011047360,21 Oct 2024,1.00,10707.96
,4198696000011047362,21 Oct 2024,1.00,16106.19
,4198696000011047364,21 Oct 2024,2.00,14336.28
,4198696000011047366,21 Oct 2024,1.00,2920.35
,4198696000011047368,21 Oct 2024,1.00,2743.36
,4198696000011047779,21 Oct 2024,1.00,39203.54
,4198696000011047781,21 Oct 2024,1.00,14336.28
,4198696000011047783,21 Oct 2024,1.00,9292.04
,4198696000011047785,21 Oct 2024,1.00,22920.35
,4198696000011047787,21 Oct 2024,1.00,12477.88
,4198696000011047789,21 Oct 2024,1.00,5752.21
,4198696000011047791,21 Oct 2024,1.00,5752.21
,4198696000011047793,21 Oct 2024,2.00,7964.6
,4198696000011047795,21 Oct 2024,2.00,5486.73
,4198696000011047955,21 Oct 2024,1.00,13097.35
,4198696000011047957,21 Oct 2024,1.00,13097.35
,4198696000011054186,21 Oct 2024,4.00,10973.45
,4198696000011063785,21 Oct 2024,1.00,20619.47
,4198696000011108004,22 Oct 2024,1.00,63504.42
,4198696000011130415,22 Oct 2024,1.00,1327.43
,4198696000011130417,22 Oct 2024,1.00,2389.38
,4198696000011130419,22 Oct 2024,1.00,3805.31
,4198696000011130421,22 Oct 2024,1.00,4336.28
,4198696000011130423,22 Oct 2024,11.00,3407.08
,4198696000011147244,22 Oct 2024,1.00,16283.19
,4198696000011147672,22 Oct 2024,1.00,32477.88
,4198696000011147980,22 Oct 2024,1.00,4424.78
,4198696000011147982,22 Oct 2024,8.00,2477.88
,4198696000011148198,22 Oct 2024,1.00,25663.72
,4198696000011148485,22 Oct 2024,20.00,9769.91
,4198696000011186228,22 Oct 2024,1.00,3982.3
,4198696000011186230,22 Oct 2024,1.00,973.45
,4198696000011207028,23 Oct 2024,1.00,49557.52
,4198696000011207832,23 Oct 2024,1.00,4778.76
,4198696000011207834,23 Oct 2024,1.00,2300.88
,4198696000011207836,23 Oct 2024,5.00,1769.91
,4198696000011214039,23 Oct 2024,2000.00,1769.91
,4198696000011228303,23 Oct 2024,1.00,23008.85
,4198696000011228352,23 Oct 2024,1.00,148938.05
,4198696000011239190,24 Oct 2024,1.00,9469.03
,4198696000011239192,24 Oct 2024,1.00,11327.43
,4198696000011274120,24 Oct 2024,1.00,28318.58
,4198696000011274122,24 Oct 2024,1.00,40707.96
,4198696000011274702,24 Oct 2024,2.00,11504.42
,4198696000011322254,25 Oct 2024,2.00,8141.59
,4198696000011322256,25 Oct 2024,2.00,4247.79
,4198696000011331723,25 Oct 2024,2.00,10619.47
,4198696000011331766,25 Oct 2024,1.00,13274.34
,4198696000011337004,25 Oct 2024,1.00,2743.36
,4198696000011367096,26 Oct 2024,1.00,12212.39
,4198696000011367534,26 Oct 2024,1.00,32212.39
,4198696000011367536,26 Oct 2024,1.00,32212.39
,4198696000011392073,26 Oct 2024,3000.00,2654.87
,4198696000011409884,28 Oct 2024,1.00,7978.76
,4198696000011409886,28 Oct 2024,1.00,8630.09
,4198696000011409888,28 Oct 2024,1.00,53408.85
,4198696000011409890,28 Oct 2024,1.00,19295.58
,4198696000011409892,28 Oct 2024,1.00,29026.55
,4198696000011409894,28 Oct 2024,1.00,16814.16
,4198696000011409896,28 Oct 2024,1.00,11504.42
,4198696000011409898,28 Oct 2024,1.00,24913.27
,4198696000011409900,28 Oct 2024,1.00,15486.73
,4198696000011409902,28 Oct 2024,1.00,22123.89
,4198696000011409904,28 Oct 2024,1.00,6194.69
,4198696000011409906,28 Oct 2024,1.00,9911.5
,4198696000011409908,28 Oct 2024,1.00,13274.34
,4198696000011409910,28 Oct 2024,1.00,2442.48
,4198696000011409912,28 Oct 2024,1.00,1628.32
,4198696000011409914,28 Oct 2024,1.00,3419.47
,4198696000011409916,28 Oct 2024,1.00,1058.41
,4198696000011409918,28 Oct 2024,4.00,8467.26
,4198696000011409920,28 Oct 2024,1.00,6757.52
,4198696000011409922,28 Oct 2024,1.00,1139.82
,4198696000011409924,28 Oct 2024,1.00,2035.4
,4198696000011419164,28 Oct 2024,5.00,1769.91
,4198696000011419166,28 Oct 2024,5.00,1327.43
,4198696000011419168,28 Oct 2024,1.00,14159.29
,4198696000011419170,28 Oct 2024,1.00,4601.77
,4198696000011451006,29 Oct 2024,3.00,796.46
,4198696000011451053,29 Oct 2024,5000.00,4424.78
,4198696000011451215,29 Oct 2024,1.00,27079.65
,4198696000011451217,29 Oct 2024,1.00,5398.23
,4198696000011451279,29 Oct 2024,2.00,5486.73
,4198696000011482139,29 Oct 2024,1.00,35132.74
,4198696000011482141,29 Oct 2024,1.00,9734.51
,4198696000011482143,29 Oct 2024,1.00,11946.9
,4198696000011517282,30 Oct 2024,2.00,72920.35
,4198696000011517284,30 Oct 2024,1.00,4601.77
,4198696000011533469,30 Oct 2024,1.00,15840.71
,4198696000011533516,30 Oct 2024,2.00,35008.85
,4198696000011534212,30 Oct 2024,1.00,3539.82
,4198696000011534214,30 Oct 2024,6.00,1061.95
,4198696000011534216,30 Oct 2024,1.00,3185.84
,4198696000011534218,30 Oct 2024,1.00,1858.41
,4198696000011534220,30 Oct 2024,1.00,51327.43
,4198696000011534222,30 Oct 2024,3.00,929.2
,4198696000011534312,30 Oct 2024,1.00,26725.66
,4198696000011560051,30 Oct 2024,2.00,47256.64
,4198696000011586455,31 Oct 2024,1.00,4601.77
,4198696000011606272,31 Oct 2024,4.00,23773.45
,4198696000011606274,31 Oct 2024,1.00,2035.4
,4198696000011606276,31 Oct 2024,1.00,1465.49
,4198696000011606673,31 Oct 2024,1.00,2743.36
,4198696000011618670,31 Oct 2024,1.00,25663.72
,4198696000011618672,31 Oct 2024,1.00,25663.72
,4198696000011626316,01 Nov 2024,1.00,23008.85
,4198696000011626318,01 Nov 2024,7.00,2168.14
,4198696000011626320,01 Nov 2024,1.00,20088.5
,4198696000011633294,01 Nov 2024,1.00,22123.89
,4198696000011633296,01 Nov 2024,1.00,20353.98
,4198696000011633595,01 Nov 2024,1.00,7522.12
,4198696000011633597,01 Nov 2024,1.00,29026.55
,4198696000011633599,01 Nov 2024,1.00,29026.55
,4198696000011638704,01 Nov 2024,3000.00,2654.87
,4198696000011638907,01 Nov 2024,1.00,13352.21
,4198696000011663051,01 Nov 2024,1.00,4424.78
,4198696000011663053,01 Nov 2024,1.00,1327.43
,4198696000011671156,02 Nov 2024,1.00,1592.92
,4198696000011671158,02 Nov 2024,1.00,2566.37
,4198696000011708274,04 Nov 2024,1.00,25619.47
,4198696000011728289,04 Nov 2024,1.00,65486.73
,4198696000011728553,04 Nov 2024,1.00,123893.81
,4198696000011728555,04 Nov 2024,1.00,26548.67
,4198696000011728737,04 Nov 2024,1.00,4336.28
,4198696000011728846,04 Nov 2024,1.00,26548.67
,4198696000011738626,04 Nov 2024,1.00,32212.39
,4198696000011747211,04 Nov 2024,1800.00,1592.92
,4198696000011772004,05 Nov 2024,1.00,33805.31
,4198696000011772006,05 Nov 2024,1.00,9469.03
,4198696000011772008,05 Nov 2024,5.00,1548.67
,4198696000011780100,05 Nov 2024,1.00,9734.51
,4198696000011780102,05 Nov 2024,1.00,6194.69
,4198696000011780104,05 Nov 2024,1.00,1327.43
,4198696000011780106,05 Nov 2024,1.00,1327.43
,4198696000011780108,05 Nov 2024,8.00,2477.88
,4198696000011780378,05 Nov 2024,1.00,60176.99
,4198696000011795338,05 Nov 2024,2.00,9932.74
,4198696000011795340,05 Nov 2024,1.00,6513.27
,4198696000011795342,05 Nov 2024,2.00,12375.22
,4198696000011795344,05 Nov 2024,2.00,35008.85
,4198696000011795346,05 Nov 2024,1.00,12130.97
,4198696000011825817,06 Nov 2024,1.00,8849.56
,4198696000011834004,06 Nov 2024,2.00,15221.24
,4198696000011834006,06 Nov 2024,2.00,3539.82
,4198696000011834008,06 Nov 2024,6.00,1858.41
,4198696000011852188,06 Nov 2024,2.00,22654.87
,4198696000011852190,06 Nov 2024,1.00,11415.93
,4198696000011863303,07 Nov 2024,2.00,13274.34
,4198696000011863305,07 Nov 2024,2.00,2123.89
,4198696000011873321,07 Nov 2024,1.00,2212.39
,4198696000011873323,07 Nov 2024,1.00,43805.31
,4198696000011873824,07 Nov 2024,1.00,22123.89
,4198696000011909360,08 Nov 2024,1.00,1150.44
,4198696000011915028,08 Nov 2024,1.00,15387.61
,4198696000011915030,08 Nov 2024,1.00,1872.57
,4198696000011932557,08 Nov 2024,1.00,3989.38
,4198696000011932749,08 Nov 2024,1.00,39649.56
,4198696000011944371,08 Nov 2024,2.00,5486.73
,4198696000011974239,09 Nov 2024,1.00,25663.72
,4198696000011982391,09 Nov 2024,1.00,65486.73
,4198696000012035504,11 Nov 2024,1.00,24159.29
,4198696000012035506,11 Nov 2024,1.00,24159.29
,4198696000012035732,11 Nov 2024,1.00,23451.33
,4198696000012035889,11 Nov 2024,1.00,9380.53
,4198696000012035891,11 Nov 2024,1.00,9380.53
,4198696000012035947,11 Nov 2024,1.00,1061.95
,4198696000012045765,11 Nov 2024,1.00,2212.39
,4198696000012045767,11 Nov 2024,1.00,11592.92
,4198696000012083472,12 Nov 2024,1.00,10991.15
,4198696000012083789,12 Nov 2024,4.00,9203.54
,4198696000012083791,12 Nov 2024,1.00,24336.28
,4198696000012083890,12 Nov 2024,1.00,4424.78
,4198696000012083892,12 Nov 2024,1.00,11238.94
,4198696000012094176,12 Nov 2024,4.00,92035.4
,4198696000012094178,12 Nov 2024,4.00,29026.55
,4198696000012094921,12 Nov 2024,1.00,60176.99
,4198696000012098343,12 Nov 2024,1.00,17256.64
,4198696000012107144,12 Nov 2024,1.00,1747.79
,4198696000012108441,13 Nov 2024,2.00,13274.34
,4198696000012108510,13 Nov 2024,2.00,1415.93
,4198696000012108512,13 Nov 2024,2.00,4424.78
,4198696000012113329,13 Nov 2024,1.00,3982.3
,4198696000012113571,13 Nov 2024,4.00,92035.4
,4198696000012117122,13 Nov 2024,1.00,31769.91
,4198696000012117266,13 Nov 2024,1.00,30973.45
,4198696000012117268,13 Nov 2024,6.00,1858.41
,4198696000012153495,14 Nov 2024,1.00,21061.95
,4198696000012153497,14 Nov 2024,7.00,2168.14
,4198696000012153946,14 Nov 2024,5.00,8548.67
,4198696000012192184,14 Nov 2024,2.00,38938.05
,4198696000012192186,14 Nov 2024,1.00,8584.07
,4198696000012192188,14 Nov 2024,1.00,13274.34
,4198696000012228004,15 Nov 2024,1.00,17433.63
,4198696000012228006,15 Nov 2024,2.00,45309.73
,4198696000012240266,15 Nov 2024,1.00,4601.77
,4198696000012240576,15 Nov 2024,2.00,39646.02
,4198696000012240629,15 Nov 2024,1.00,8141.59
,4198696000012292200,15 Nov 2024,1.00,15044.25
,4198696000012336205,16 Nov 2024,1.00,3362.83
,4198696000012336400,16 Nov 2024,1.00,18230.09
,4198696000012344131,16 Nov 2024,1.00,10619.47
,4198696000012344133,16 Nov 2024,1.00,2566.37
,4198696000012344189,16 Nov 2024,2.00,5486.73
,4198696000012372122,18 Nov 2024,1.00,43185.84
,4198696000012372124,18 Nov 2024,1.00,43185.84
,4198696000012372126,18 Nov 2024,2.00,54159.29
,4198696000012393437,18 Nov 2024,1.00,7522.12
,4198696000012393439,18 Nov 2024,2.00,47787.61
,4198696000012393441,18 Nov 2024,5.00,1548.67
,4198696000012439199,18 Nov 2024,1.00,33787.61
,4198696000012439201,18 Nov 2024,7.00,1994.69
,4198696000012442158,19 Nov 2024,2260.00,2000
,4198696000012442749,19 Nov 2024,1.00,61504.42
,4198696000012442751,19 Nov 2024,1.00,61504.42
,4198696000012442753,19 Nov 2024,1.00,5309.73
,4198696000012451095,19 Nov 2024,1.00,9734.51
,4198696000012453508,19 Nov 2024,2000.00,1769.91
,4198696000012467441,19 Nov 2024,1.00,71681.42
,4198696000012467443,19 Nov 2024,6.00,1858.41
,4198696000012489919,19 Nov 2024,1650.00,1460.18
,4198696000012517609,20 Nov 2024,2.00,17699.12
,4198696000012521028,20 Nov 2024,1.00,10884.96
,4198696000012521073,20 Nov 2024,1.00,8223.01
,4198696000012521408,20 Nov 2024,4.00,92035.4
,4198696000012521410,20 Nov 2024,4.00,25840.71
,4198696000012543264,20 Nov 2024,0.10,2097.35
,4198696000012543266,20 Nov 2024,0.10,2283.19
,4198696000012543268,20 Nov 2024,4.00,353.98
,4198696000012558867,20 Nov 2024,9.00,35044.25
,4198696000012558914,20 Nov 2024,1.00,36460.18
,4198696000012595004,21 Nov 2024,1.00,21592.92
,4198696000012636004,21 Nov 2024,1.00,10176.99
,4198696000012665109,21 Nov 2024,1.00,69026.55
,4198696000012697197,22 Nov 2024,1.00,30000
,4198696000012697244,22 Nov 2024,1.00,6637.17
,4198696000012697340,22 Nov 2024,1.00,49823.01
,4198696000012697433,22 Nov 2024,1.00,123893.81
,4198696000012697435,22 Nov 2024,1.00,16814.16
,4198696000012697437,22 Nov 2024,1.00,2477.88
,4198696000012700979,22 Nov 2024,1.00,23610.62
,4198696000012700981,22 Nov 2024,1.00,23610.62
,4198696000012700983,22 Nov 2024,2.00,569.91
,4198696000012706090,22 Nov 2024,1.00,7490.27
,4198696000012706092,22 Nov 2024,1.00,8955.75
,4198696000012706094,22 Nov 2024,1.00,5129.2
,4198696000012706161,22 Nov 2024,1.00,6024.78
,4198696000012720884,22 Nov 2024,1.00,2389.38
,4198696000012720886,22 Nov 2024,1.00,1858.41
,4198696000012720888,22 Nov 2024,1.00,1769.91
,4198696000012725214,22 Nov 2024,2.00,8318.58
,4198696000012725216,22 Nov 2024,1.00,25663.72
,4198696000012725218,22 Nov 2024,1.00,25663.72
,4198696000012789004,23 Nov 2024,1.00,2743.36
,4198696000012819230,25 Nov 2024,1.00,6902.65
,4198696000012819232,25 Nov 2024,4.00,7787.61
,4198696000012835719,25 Nov 2024,2.00,24955.75
,4198696000012835721,25 Nov 2024,1.00,3982.3
,4198696000012836027,25 Nov 2024,1.00,2920.35
,4198696000012836029,25 Nov 2024,1.00,13274.34
,4198696000012836211,25 Nov 2024,1.00,14513.27
,4198696000012836213,25 Nov 2024,5.00,1548.67
,4198696000012839122,25 Nov 2024,1.00,65486.73
,4198696000012839279,25 Nov 2024,1.00,30600
,4198696000012840596,25 Nov 2024,2.00,26548.67
,4198696000012840689,25 Nov 2024,2.00,63539.82
,4198696000012898168,26 Nov 2024,2.00,7787.61
,4198696000012906051,26 Nov 2024,1.00,11327.43
,4198696000012921004,26 Nov 2024,1.00,2212.39
,4198696000012921006,26 Nov 2024,4.00,1415.93
,4198696000012921169,26 Nov 2024,7.00,43362.83
,4198696000012941024,26 Nov 2024,1.00,33805.31
,4198696000012946561,26 Nov 2024,1.00,11805.31
,4198696000012946563,26 Nov 2024,2.00,12212.39
,4198696000012946565,26 Nov 2024,1.00,16771.68
,4198696000012946567,26 Nov 2024,1.00,16771.68
,4198696000012946569,26 Nov 2024,2.00,14166.37
,4198696000012946571,26 Nov 2024,2.00,33869.03
,4198696000012946573,26 Nov 2024,2.00,9444.25
,4198696000012946575,26 Nov 2024,1.00,1221.24
,4198696000012946577,26 Nov 2024,2.00,52106.19
,4198696000012946579,26 Nov 2024,2.00,13677.88
,4198696000012946581,26 Nov 2024,4.00,11723.89
,4198696000013008146,27 Nov 2024,1.00,24669.03
,4198696000013008992,27 Nov 2024,1.00,23008.85
,4198696000013047492,27 Nov 2024,1.00,24669.03
,4198696000013066062,28 Nov 2024,5.00,1548.67
,4198696000013066137,28 Nov 2024,1.00,1681.42
,4198696000013066139,28 Nov 2024,1.00,66902.65
,4198696000013066364,28 Nov 2024,1.00,29879.65
,4198696000013066366,28 Nov 2024,1.00,29879.65
,4198696000013066548,28 Nov 2024,1.00,7876.11
,4198696000013066550,28 Nov 2024,1.00,33539.82
,4198696000013066552,28 Nov 2024,1.00,7168.14
,4198696000013066554,28 Nov 2024,1.00,2035.4
,4198696000013066556,28 Nov 2024,1.00,1858.41
,4198696000013127709,29 Nov 2024,1.00,31061.95
,4198696000013127711,29 Nov 2024,1.00,32743.36
,4198696000013127713,29 Nov 2024,2.00,20884.96
,4198696000013127715,29 Nov 2024,2.00,1061.95
,4198696000013127717,29 Nov 2024,4.00,353.98
,4198696000013133203,29 Nov 2024,1.00,15575.22
,4198696000013133205,29 Nov 2024,1.00,1946.9
,4198696000013133207,29 Nov 2024,1.00,3185.84
,4198696000013133209,29 Nov 2024,4.00,10973.45
,4198696000013133594,29 Nov 2024,1.00,14247.79
,4198696000013133991,29 Nov 2024,2.00,43008.85
,4198696000013166615,29 Nov 2024,1.00,60796.46
,4198696000013175055,30 Nov 2024,1.00,488.5
,4198696000013175057,30 Nov 2024,1.00,3745.13
,4198696000013175059,30 Nov 2024,1.00,20679.65
,4198696000013178078,30 Nov 2024,2.00,15929.2
,4198696000013281047,02 Dec 2024,1.00,17256.64
,4198696000013281049,02 Dec 2024,1.00,2477.88
,4198696000013281051,02 Dec 2024,1.00,4247.79
,4198696000013283007,02 Dec 2024,1.00,65486.73
,4198696000013283062,02 Dec 2024,1.00,23008.85
,4198696000013283064,02 Dec 2024,7.00,2168.14
,4198696000013283356,02 Dec 2024,1.00,10584.07
,4198696000013293578,02 Dec 2024,2.00,33628.32
,4198696000013293580,02 Dec 2024,1.00,32123.89
,4198696000013293582,02 Dec 2024,1.00,32123.89
,4198696000013293669,02 Dec 2024,1.00,23274.34
,4198696000013293853,02 Dec 2024,1.00,2920.35
,4198696000013293855,02 Dec 2024,1.00,4247.79
,4198696000013293857,02 Dec 2024,1.00,3008.85
,4198696000013326302,03 Dec 2024,1.00,13189.38
,4198696000013326304,03 Dec 2024,1.00,10421.24
,4198696000013326306,03 Dec 2024,1.00,20272.57
,4198696000013326818,03 Dec 2024,1.00,13189.38
,4198696000013326820,03 Dec 2024,1.00,20272.57
,4198696000013326876,03 Dec 2024,1.00,141.59
,4198696000013346274,04 Dec 2024,1.00,30088.5
,4198696000013346730,05 Dec 2024,1.00,9823.01
,4198696000013354190,03 Dec 2024,1.00,15575.22
,4198696000013354192,03 Dec 2024,1.00,2920.35
,4198696000013354194,03 Dec 2024,1.00,10884.96
,4198696000013354196,03 Dec 2024,1.00,47256.64
,4198696000013360279,03 Dec 2024,1.00,1858.41
,4198696000013360451,03 Dec 2024,1.00,15387.61
,4198696000013373152,04 Dec 2024,1.00,12389.38
,4198696000013373154,04 Dec 2024,2.00,619.47
,4198696000013373260,04 Dec 2024,1.00,11398.23
,4198696000013373262,04 Dec 2024,1.00,11398.23
,4198696000013373784,04 Dec 2024,1.00,123893.81
,4198696000013373969,04 Dec 2024,1.00,11858.41
,4198696000013373971,04 Dec 2024,1.00,7876.11
,4198696000013373973,04 Dec 2024,1.00,40265.49
,4198696000013376097,04 Dec 2024,3000.00,2654.87
,4198696000013376567,04 Dec 2024,1.00,3982.3
,4198696000013376569,04 Dec 2024,1.00,7876.11
,4198696000013379876,04 Dec 2024,1.00,70796.46
,4198696000013379878,04 Dec 2024,1.00,27699.12
,4198696000013379994,05 Dec 2024,1.00,530.97
,4198696000013393161,05 Dec 2024,1.00,25840.71
,4198696000013397004,05 Dec 2024,2.00,43893.81
,4198696000013397006,05 Dec 2024,2.00,8318.58
,4198696000013397008,05 Dec 2024,2.00,14159.29
,4198696000013398242,05 Dec 2024,1.00,2212.39
